id,condition_type,have_mini,general_purpose,costume_type,chara_id,use_gender,body_shape,body_type,body_type_sub,body_setting,use_race,use_live,use_live_theater,use_home,use_dress_change,is_wet,is_dirt,head_sub_id,use_season,dress_color_main,dress_color_sub,color_num,disp_order,tail_model_id,tail_model_sub_id,mini_mayu_shader_type,start_time,end_time
901034,5,0,0,0,1034,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901035,6,0,0,0,1035,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901036,5,0,0,0,1036,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901037,5,0,0,0,1037,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901038,6,0,0,0,1038,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901039,5,0,0,0,1039,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901040,6,0,0,0,1040,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901041,6,0,0,0,1041,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901044,5,0,0,0,1044,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901045,6,0,0,0,1045,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901046,6,0,0,0,1046,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901047,5,0,0,0,1047,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901048,6,0,0,0,1048,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901050,5,0,0,0,1050,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901051,5,0,0,0,1051,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901052,6,0,0,0,1052,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901053,5,0,0,0,1053,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901055,5,0,0,0,1055,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901056,6,0,0,0,1056,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901058,5,0,0,0,1058,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901059,5,0,0,0,1059,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901060,6,0,0,0,1060,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901061,6,0,0,0,1061,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901062,5,0,0,0,1062,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901063,5,0,0,0,1063,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901064,6,0,0,0,1064,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901065,6,0,0,0,1065,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901067,5,0,0,0,1067,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901068,5,0,0,0,1068,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901069,5,0,0,0,1069,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901071,5,0,0,0,1071,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901072,5,0,0,0,1072,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901074,5,0,0,0,1074,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
