id,rarity,group_id,group_rate,filter_switch,grade_value,skill_category,tag_id,unique_skill_id_1,unique_skill_id_2,exp_type,potential_per_default,activate_lot,priority,precondition_1,condition_1,float_ability_time_1,ability_time_usage_1,float_cooldown_time_1,ability_type_1_1,ability_value_usage_1_1,additional_activate_type_1_1,ability_value_level_usage_1_1,float_ability_value_1_1,target_type_1_1,target_value_1_1,ability_type_1_2,ability_value_usage_1_2,additional_activate_type_1_2,ability_value_level_usage_1_2,float_ability_value_1_2,target_type_1_2,target_value_1_2,ability_type_1_3,ability_value_usage_1_3,additional_activate_type_1_3,ability_value_level_usage_1_3,float_ability_value_1_3,target_type_1_3,target_value_1_3,precondition_2,condition_2,float_ability_time_2,ability_time_usage_2,float_cooldown_time_2,ability_type_2_1,ability_value_usage_2_1,additional_activate_type_2_1,ability_value_level_usage_2_1,float_ability_value_2_1,target_type_2_1,target_value_2_1,ability_type_2_2,ability_value_usage_2_2,additional_activate_type_2_2,ability_value_level_usage_2_2,float_ability_value_2_2,target_type_2_2,target_value_2_2,ability_type_2_3,ability_value_usage_2_3,additional_activate_type_2_3,ability_value_level_usage_2_3,float_ability_value_2_3,target_type_2_3,target_value_2_3,popularity_add_param_1,popularity_add_value_1,popularity_add_param_2,popularity_add_value_2,disp_order,icon_id,plate_type,disable_singlemode,disable_count_condition,is_general_skill,start_date,end_date
100481,5,10048,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner==0&order_rate<=40&overtake_target_time>=1@is_finalcorner==1&corner==0&order_rate<=40&is_overtake==1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100501,5,10050,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&order_rate>=40&order_rate<=75&is_overtake==1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100511,5,10051,1,0,340,5,403,0,0,1,0,0,0,phase==1&blocked_side_continuetime>=2&corner!=0,phase>=2&is_finalcorner_laterhalf==1&order>=3&order_rate<=40@phase>=2&is_finalcorner==1&corner==0&order>=3&order_rate<=40,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100521,4,10052,1,0,340,5,402,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&order_rate>50&near_count>=1,0,1,5000000,9,1,0,1,550,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
100531,5,10053,1,0,340,5,403,0,0,1,0,0,0,,phase>=2&order_rate>=50&is_finalcorner==1&bashin_diff_infront<=1,20000,4,5000000,31,1,0,1,1000,1,0,31,1,1,1,1000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100561,4,10056,1,0,340,5,401/403,0,0,1,0,0,0,,phase>=2&order>=3&blocked_front==1,50000,1,5000000,27,1,0,1,3500,1,0,31,1,0,1,1000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100581,5,10058,1,0,340,5,401/403,0,0,1,0,0,0,,phase>=2&change_order_onetime<0,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100591,5,10059,1,0,340,5,403,0,0,1,0,0,0,,phase>=2&corner!=0&is_finalcorner==0&temptation_count==0&order_rate>=50&order_rate<=70@phase==1&corner!=0&is_finalcorner==1&temptation_count==0&order_rate>=50&order_rate<=70,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100601,4,10060,1,0,340,5,401,0,0,1,0,0,0,,phase>=2&order==3&bashin_diff_behind<=1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100611,4,10061,1,0,340,5,401,0,0,1,0,0,0,,temptation_count==0&remain_distance<=201&remain_distance>=199&order>=4&order_rate<=70,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100621,4,10062,1,0,340,5,401/402,0,0,1,0,0,0,,distance_rate>=50&phase==1&order>=3&order_rate<=70,50000,1,5000000,9,1,0,1,550,1,0,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,2,30,10,20023,0,1,0,0,1483228800,2524608000
100641,5,10064,1,0,340,5,401/402,0,0,1,0,0,0,,distance_rate>=50&order_rate_in20_continue==1,60000,1,5000000,9,1,0,1,550,1,0,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,2,30,10,20023,0,1,0,0,1483228800,2524608000
100671,5,10067,1,0,340,5,401,0,0,1,0,0,0,,is_last_straight_onetime==1&order>=2&order<=5&distance_diff_top<=5,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_last_straight_onetime==1&order>=2&order<=5&distance_diff_top>5,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100681,5,10068,1,0,340,5,401/403,0,0,1,0,0,0,,phase==2&straight_front_type==2&order<=2,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,distance_rate>=50&corner==3&order<=2,50000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100691,5,10069,1,0,340,5,401,0,0,1,0,0,0,,remain_distance<=300&order_rate<=40&bashin_diff_infront<=1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100711,5,10071,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner==0&bashin_diff_behind<=1,40000,1,5000000,27,1,0,1,4500,1,0,9,1,0,1,-100,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100721,5,10072,1,0,340,5,401,0,0,1,0,0,0,is_finalcorner==1&change_order_onetime<0,remain_distance<=300&order_rate<=40,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100741,5,10074,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order_rate>=40&order_rate<=80,50000,3,5000000,27,1,0,1,1500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100981,5,10098,1,0,340,5,401/403,0,0,1,0,0,0,,phase_laterhalf_random==1,50000,1,5000000,27,1,0,1,2500,1,0,27,14,0,1,500,1,0,31,14,0,1,500,1,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100991,5,10099,1,0,340,5,403/502,0,0,1,0,0,0,phase==1&blocked_side_continuetime>=2&corner!=0,is_lastspurt==1&order_rate<=40&order_rate>=30&ground_type==2&lastspurt==2,40000,1,5000000,31,1,0,1,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phase==1&blocked_side_continuetime>=2&corner!=0,is_lastspurt==1&order_rate<=40&order_rate>=30&ground_type==2,40000,1,5000000,31,1,0,1,2000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
110011,5,11001,1,0,340,5,402,0,0,1,0,0,0,,phase==1&order>=2&order_rate<=70&activate_count_middle>=2,0,1,5000000,9,1,0,1,550,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
110031,5,11003,1,0,340,5,401,0,0,1,0,0,0,is_finalcorner==1&is_overtake==1&order<=5&order_rate<=50&overtake_target_no_order_up_time>=2,is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110041,5,11004,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&activate_count_heal>=1&order<=3,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110051,5,11005,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&change_order_onetime<0&order_rate<=40,40000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110061,5,11006,1,0,340,5,401/402/403,0,0,1,0,0,0,,activate_count_heal>=3&distance_rate>=50,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,9,1,0,1,350,1,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
110071,5,11007,1,0,340,5,401,0,0,1,0,0,0,,distance_rate_after_random==50,50000,1,5000000,27,1,0,1,1500,1,0,37,1,0,1,20000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110101,5,11010,1,0,340,5,401/403,0,0,1,0,0,0,,distance_diff_top<=5&order>=2&order_rate<=40&remain_distance<=201&remain_distance>=199,50000,1,5000000,27,1,0,1,3500,1,0,22,1,0,1,1500,1,0,0,1,0,1,0,0,0,,order>=2&order_rate<=40&remain_distance<=201&remain_distance>=199,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110111,5,11011,1,0,340,5,402,0,0,1,0,0,0,,phase==1&change_order_onetime>0&order_rate>=40,0,1,5000000,9,1,0,1,750,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
110131,5,11013,1,0,340,5,401,0,0,1,0,0,0,,phase>=2&is_finalcorner==1&order<=4&overtake_target_time>=1,60000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110141,5,11014,1,0,340,5,403,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&is_overtake==1&order>=4&order_rate<=75,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
110151,5,11015,1,0,340,5,401,0,0,1,0,0,0,,remain_distance<=401&remain_distance>=399&order_rate<=40&activate_count_all>=7,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,remain_distance<=401&remain_distance>=399&order_rate<=40&activate_count_all<=6,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110171,5,11017,1,0,340,5,401,0,0,1,0,0,0,phase>=2&order_rate<=50&overtake_target_time>=2,is_finalcorner==1,60000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110181,5,11018,1,0,340,5,401,0,0,1,0,0,0,,phase==1&order>=3&order_rate<=50&is_overtake==1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110201,5,11020,1,0,340,5,401/403,0,0,1,0,0,0,,phase>=2&corner==0&order<=2&straight_front_type==2,50000,1,5000000,27,1,0,1,3500,1,0,31,1,0,1,2000,1,0,0,1,0,1,0,0,0,,phase>=2&corner==0&order<=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110221,5,11022,1,0,340,5,401/403,0,0,1,0,0,0,,remain_distance>=401&phase>=2&is_finalcorner==1&order_rate>=20&order_rate<=40,50000,1,5000000,27,1,0,1,3500,1,0,31,1,0,1,1000,1,0,0,1,0,1,0,0,0,,phase>=2&is_finalcorner==1&order_rate>=20&order_rate<=40,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110231,5,11023,1,0,340,5,401,0,0,1,0,0,0,,order_rate_in50_continue==1&phase==1&distance_rate>=50&order>=2&order_rate<=40,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110241,5,11024,1,0,340,5,401/403,0,0,1,0,0,0,,is_finalcorner==1&order_rate<=40&change_order_onetime<0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_finalcorner==1&order_rate>=50&order_rate<=80&change_order_onetime<0,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
110261,5,11026,1,0,340,5,401/402,0,0,1,0,0,0,,order<=4&phase==1&corner!=0&bashin_diff_behind<=3,50000,1,5000000,27,1,0,1,3500,1,0,9,1,0,1,150,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,2,30,10,20013,0,1,0,0,1483228800,2524608000
110301,5,11030,1,0,340,5,401/402/406,0,0,1,0,0,0,,phase==1&order>=2&order_rate<=50,50000,1,5000000,9,1,0,1,550,1,0,9,1,0,1,-50,9,18,27,1,0,1,2500,1,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
110371,5,11037,1,0,340,5,401,0,0,1,0,0,0,,change_order_up_finalcorner_after>=2&is_finalcorner==1&corner==0,60000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110381,5,11038,1,0,340,5,401/403,0,0,1,0,0,0,,remain_distance<=350&order_rate<=40&order_rate>=20&bashin_diff_behind<=1,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
110401,5,11040,1,0,340,5,401/403,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&order_rate>=30&order_rate<=70&blocked_side_continuetime>=2,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
110451,5,11045,1,0,340,5,401/403,0,0,1,0,0,0,,is_finalcorner==1&corner==0&order<=4&bashin_diff_infront<=1,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
110521,5,11052,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&distance_diff_top>=7,50000,2,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110561,5,11056,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order_rate>=40&overtake_target_time>=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110591,5,11059,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=60&slope==2&phase==1&order_rate>=40&order_rate<=80&remain_distance>=500,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110601,5,11060,1,0,340,5,401,0,0,1,0,0,0,is_finalcorner==1&change_order_onetime<0,is_finalcorner==1&corner==0&order_rate>=40&order_rate<=70&popularity>=4,60000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,is_finalcorner==1&change_order_onetime<0,is_finalcorner==1&corner==0&order_rate>=40&order_rate<=70&popularity<4,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
110611,5,11061,1,0,340,5,403,0,0,1,0,0,0,distance_rate>=50&order_rate_out70_continue==1&temptation_count==0,is_finalcorner==1&corner==0,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
120011,5,12001,1,0,340,5,401,0,0,1,0,0,0,track_id==10005,phase>=2&is_finalcorner==1&corner!=0&is_activate_any_skill==1,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,phase>=2&is_finalcorner==1&corner!=0&is_activate_any_skill==1,50000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
120131,5,12013,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order_rate<=40,50000,3,5000000,27,1,0,1,1500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
200011,1,20001,2,0,174,0,401/608,0,0,0,10,0,0,,rotation==1,-1,1,0,1,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,45,0,0,1005,10011,0,1,0,1,1483228800,2524608000
200012,1,20001,1,0,129,0,401/608,0,0,0,10,0,0,,rotation==1,-1,1,0,1,1,0,1,400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,1010,10011,0,0,0,1,1483228800,2524608000
200013,1,20001,-1,0,-129,0,401,0,0,0,10,0,0,,rotation==1,-1,1,0,1,1,0,1,-400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-30,0,0,1020,10014,0,1,0,1,1483228800,2524608000
200014,2,20001,3,0,461,0,401/403/608,0,0,0,10,0,0,,rotation==1,-1,1,0,1,1,0,1,600000,1,0,3,1,0,1,600000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,1000,10012,0,1,0,1,1483228800,2524608000
200021,1,20002,2,0,174,0,401/608,0,0,0,10,0,0,,rotation==2,-1,1,0,1,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,45,0,0,1030,10011,0,1,0,1,1483228800,2524608000
200022,1,20002,1,0,129,0,401/608,0,0,0,10,0,0,,rotation==2,-1,1,0,1,1,0,1,400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,1040,10011,0,0,0,1,1483228800,2524608000
200023,1,20002,-1,0,-129,0,401,0,0,0,10,0,0,,rotation==2,-1,1,0,1,1,0,1,-400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-30,0,0,1050,10014,0,1,0,1,1483228800,2524608000
200031,1,20003,2,0,174,0,402/604,0,0,0,10,0,0,,track_id==10006,-1,1,0,2,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,45,0,0,1060,10021,0,1,0,1,1483228800,2524608000
200032,1,20003,1,0,129,0,402/604,0,0,0,10,0,0,,track_id==10006,-1,1,0,2,1,0,1,400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,30,0,0,1070,10021,0,0,0,1,1483228800,2524608000
200033,1,20003,-1,0,-129,0,402,0,0,0,10,0,0,,track_id==10006,-1,1,0,2,1,0,1,-400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,-30,0,0,1080,10024,0,1,0,1,1483228800,2524608000
200041,1,20004,2,0,174,0,402/604,0,0,0,10,0,0,,track_id==10005,-1,1,0,2,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,45,0,0,1090,10021,0,1,0,1,1483228800,2524608000
200042,1,20004,1,0,129,0,402/604,0,0,0,10,0,0,,track_id==10005,-1,1,0,2,1,0,1,400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,30,0,0,1100,10021,0,0,0,1,1483228800,2524608000
200043,1,20004,-1,0,-129,0,402,0,0,0,10,0,0,,track_id==10005,-1,1,0,2,1,0,1,-400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,-30,0,0,1110,10024,0,1,0,1,1483228800,2524608000
200051,1,20005,2,0,174,0,402/604,0,0,0,10,0,0,,track_id==10009,-1,1,0,2,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,45,0,0,1120,10021,0,1,0,1,1483228800,2524608000
200052,1,20005,1,0,129,0,402/604,0,0,0,10,0,0,,track_id==10009,-1,1,0,2,1,0,1,400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,30,0,0,1130,10021,0,0,0,1,1483228800,2524608000
200053,1,20005,-1,0,-129,0,402,0,0,0,10,0,0,,track_id==10009,-1,1,0,2,1,0,1,-400000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,-30,0,0,1140,10024,0,1,0,1,1483228800,2524608000
200061,1,20006,2,0,174,0,402/604,0,0,0,10,0,0,,track_id==10008,-1,1,0,2,1,0,1,600000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,45,0,0,1150,10021,0,1,0,1,1483228800,2524608000
