id,story_id,short_story_id,card_id,card_chara_id,support_card_id,support_chara_id,show_progress_1,show_progress_2,show_progress_3,show_clear,show_succession,event_title_style,event_title_dress_icon,event_title_chara_icon,se_change,ending_type,race_event_flag,mini_game_result,gallery_main_scenario,gallery_flag,gallery_list_id,available_gallery_key,past_race_id,force_use_race_dress,event_category
1970,501017601,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1971,501018601,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1973,501024601,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1974,501027601,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1975,501030601,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1976,501032601,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1977,501035601,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1979,501041601,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1980,501045601,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1981,501052601,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1982,501056601,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1983,501060601,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1984,501061601,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,1,0,0,3
1985,809001010,809001010,0,0,0,9001,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1986,809004010,809004010,0,0,0,9004,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1987,801001001,0,0,0,0,1001,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1988,801001002,0,0,0,0,1001,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1989,830001001,0,0,0,30001,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1990,830001002,0,0,0,30001,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1991,830001003,0,0,0,30001,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1992,801002001,0,0,0,0,1002,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1993,801002002,0,0,0,0,1002,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1994,830002001,0,0,0,30002,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1995,830002002,0,0,0,30002,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1996,830002003,0,0,0,30002,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1997,801003001,0,0,0,0,1003,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1998,801003002,0,0,0,0,1003,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
1999,830003001,0,0,0,30003,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2000,830003002,0,0,0,30003,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2001,830003003,0,0,0,30003,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2002,801004001,0,0,0,0,1004,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2003,801004002,0,0,0,0,1004,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2004,801005001,0,0,0,0,1005,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2005,801005002,0,0,0,0,1005,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2006,820001001,0,0,0,20001,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2007,820001002,0,0,0,20001,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2008,801006001,0,0,0,0,1006,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2009,801006002,0,0,0,0,1006,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2010,801007001,0,0,0,0,1007,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2011,801007002,0,0,0,0,1007,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2012,830004001,0,0,0,30004,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2013,830004002,0,0,0,30004,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2014,830004003,0,0,0,30004,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2015,801008001,0,0,0,0,1008,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2016,801008002,0,0,0,0,1008,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2017,830005001,0,0,0,30005,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2018,830005002,0,0,0,30005,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2019,830005003,0,0,0,30005,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2020,801009001,0,0,0,0,1009,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2021,801009002,0,0,0,0,1009,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2022,820002001,0,0,0,20002,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2023,820002002,0,0,0,20002,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2024,801010001,0,0,0,0,1010,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2025,801010002,0,0,0,0,1010,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2026,801011001,0,0,0,0,1011,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2027,801011002,0,0,0,0,1011,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2028,830006001,0,0,0,30006,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2029,830006002,0,0,0,30006,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2030,830006003,0,0,0,30006,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2031,801012001,0,0,0,0,1012,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2032,801012002,0,0,0,0,1012,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2033,820003001,0,0,0,20003,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2034,820003002,0,0,0,20003,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2035,801013001,0,0,0,0,1013,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2036,801013002,0,0,0,0,1013,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2037,830022001,0,0,0,30022,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2038,830022002,0,0,0,30022,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2039,830022003,0,0,0,30022,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2040,801014001,0,0,0,0,1014,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2041,801014002,0,0,0,0,1014,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2042,830007001,0,0,0,30007,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2043,830007002,0,0,0,30007,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2044,830007003,0,0,0,30007,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2045,801015001,0,0,0,0,1015,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2046,801015002,0,0,0,0,1015,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2047,801017001,0,0,0,0,1017,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2048,801017002,0,0,0,0,1017,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2049,801018001,0,0,0,0,1018,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2050,801018002,0,0,0,0,1018,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2051,820004001,0,0,0,20004,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2052,820004002,0,0,0,20004,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2053,801019001,0,0,0,0,1019,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2054,801019002,0,0,0,0,1019,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2055,820005001,0,0,0,20005,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2056,820005002,0,0,0,20005,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2057,801020001,0,0,0,0,1020,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2058,801020002,0,0,0,0,1020,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2059,830008001,0,0,0,30008,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2060,830008002,0,0,0,30008,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2061,830008003,0,0,0,30008,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2062,801021001,0,0,0,0,1021,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2063,801021002,0,0,0,0,1021,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2064,830009001,0,0,0,30009,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2065,830009002,0,0,0,30009,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2066,830009003,0,0,0,30009,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2067,801022001,0,0,0,0,1022,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2068,801022002,0,0,0,0,1022,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2069,830010001,0,0,0,30010,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2070,830010002,0,0,0,30010,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2071,830010003,0,0,0,30010,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2072,801023001,0,0,0,0,1023,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2073,801023002,0,0,0,0,1023,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2074,820006001,0,0,0,20006,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2075,820006002,0,0,0,20006,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2076,801024001,0,0,0,0,1024,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2077,801024002,0,0,0,0,1024,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2078,820007001,0,0,0,20007,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2079,820007002,0,0,0,20007,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2080,801025001,0,0,0,0,1025,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2081,801025002,0,0,0,0,1025,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2082,820008001,0,0,0,20008,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2083,820008002,0,0,0,20008,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2084,801026001,0,0,0,0,1026,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2085,801026002,0,0,0,0,1026,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2086,820009001,0,0,0,20009,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2087,820009002,0,0,0,20009,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2088,801027001,0,0,0,0,1027,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2089,801027002,0,0,0,0,1027,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2090,820010001,0,0,0,20010,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2091,820010002,0,0,0,20010,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2092,801029001,0,0,0,0,1029,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2093,801029002,0,0,0,0,1029,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2094,820011001,0,0,0,20011,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2095,820011002,0,0,0,20011,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2096,801030001,0,0,0,0,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2097,801030002,0,0,0,0,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2098,830023001,0,0,0,30023,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2099,830023002,0,0,0,30023,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2100,830023003,0,0,0,30023,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2101,801031001,0,0,0,0,1031,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2102,801031002,0,0,0,0,1031,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2103,830011001,0,0,0,30011,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2104,830011002,0,0,0,30011,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2105,830011003,0,0,0,30011,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2106,801032001,0,0,0,0,1032,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2107,801032002,0,0,0,0,1032,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2108,820012001,0,0,0,20012,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2109,820012002,0,0,0,20012,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2110,801035001,0,0,0,0,1035,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2111,801035002,0,0,0,0,1035,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2112,830012001,0,0,0,30012,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2113,830012002,0,0,0,30012,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2114,830012003,0,0,0,30012,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2115,801036001,0,0,0,0,1036,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2116,801036002,0,0,0,0,1036,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2117,830013001,0,0,0,30013,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2118,830013002,0,0,0,30013,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2119,830013003,0,0,0,30013,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2120,801037001,0,0,0,0,1037,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2121,801037002,0,0,0,0,1037,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2122,820013001,0,0,0,20013,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2123,820013002,0,0,0,20013,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2124,801040001,0,0,0,0,1040,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2125,801040002,0,0,0,0,1040,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2126,830014001,0,0,0,30014,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2127,830014002,0,0,0,30014,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2128,830014003,0,0,0,30014,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2129,801041001,0,0,0,0,1041,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2130,801041002,0,0,0,0,1041,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2131,830015001,0,0,0,30015,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2132,830015002,0,0,0,30015,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2133,830015003,0,0,0,30015,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2134,801045001,0,0,0,0,1045,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2135,801045002,0,0,0,0,1045,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2136,830016001,0,0,0,30016,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2137,830016002,0,0,0,30016,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2138,830016003,0,0,0,30016,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2139,801046001,0,0,0,0,1046,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2140,801046002,0,0,0,0,1046,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2141,830017001,0,0,0,30017,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2142,830017002,0,0,0,30017,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2143,830017003,0,0,0,30017,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2144,801050001,0,0,0,0,1050,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2145,801050002,0,0,0,0,1050,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2146,820014001,0,0,0,20014,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2147,820014002,0,0,0,20014,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2148,801051001,0,0,0,0,1051,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2149,801051002,0,0,0,0,1051,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2150,830018001,0,0,0,30018,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2151,830018002,0,0,0,30018,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2152,830018003,0,0,0,30018,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2153,801052001,0,0,0,0,1052,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2154,801052002,0,0,0,0,1052,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2155,830019001,0,0,0,30019,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2156,830019002,0,0,0,30019,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2157,830019003,0,0,0,30019,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2158,801054001,0,0,0,0,1054,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2159,801054002,0,0,0,0,1054,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2160,830020001,0,0,0,30020,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2161,830020002,0,0,0,30020,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2162,830020003,0,0,0,30020,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2163,801055001,0,0,0,0,1055,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2164,801055002,0,0,0,0,1055,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2165,820015001,0,0,0,20015,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2166,820015002,0,0,0,20015,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2167,801056001,0,0,0,0,1056,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2168,801056002,0,0,0,0,1056,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2169,820016001,0,0,0,20016,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2170,820016002,0,0,0,20016,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2171,801058001,0,0,0,0,1058,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2172,801058002,0,0,0,0,1058,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2173,820017001,0,0,0,20017,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2174,820017002,0,0,0,20017,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2175,801059001,0,0,0,0,1059,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2176,801059002,0,0,0,0,1059,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2177,820018001,0,0,0,20018,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2178,820018002,0,0,0,20018,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2179,801060001,0,0,0,0,1060,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2180,801060002,0,0,0,0,1060,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2181,820019001,0,0,0,20019,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2182,820019002,0,0,0,20019,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2183,801061001,0,0,0,0,1061,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2184,801061002,0,0,0,0,1061,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2185,820020001,0,0,0,20020,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2186,820020002,0,0,0,20020,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,4
2187,801001003,0,0,0,0,1001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2188,801002003,0,0,0,0,1002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2189,801003003,0,0,0,0,1003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2190,801004003,0,0,0,0,1004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2191,801005003,0,0,0,0,1005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2192,801006003,0,0,0,0,1006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2193,801007003,0,0,0,0,1007,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2194,801008003,0,0,0,0,1008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2195,801009003,0,0,0,0,1009,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2196,801010003,0,0,0,0,1010,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2197,801011003,0,0,0,0,1011,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2198,801012003,0,0,0,0,1012,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2199,801013003,0,0,0,0,1013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2200,801014003,0,0,0,0,1014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2201,801015003,0,0,0,0,1015,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2202,801017003,0,0,0,0,1017,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2203,801018003,0,0,0,0,1018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2204,801019003,0,0,0,0,1019,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2205,801020003,0,0,0,0,1020,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2206,801021003,0,0,0,0,1021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2207,801022003,0,0,0,0,1022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2208,801023003,0,0,0,0,1023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2209,801024003,0,0,0,0,1024,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2210,801025003,0,0,0,0,1025,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2211,801026003,0,0,0,0,1026,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2212,801027003,0,0,0,0,1027,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2213,801029003,0,0,0,0,1029,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2214,801030003,0,0,0,0,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2215,801031003,0,0,0,0,1031,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2216,801032003,0,0,0,0,1032,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
2217,801035003,0,0,0,0,1035,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4
