id,group_id,message,voice,per,comment_group,reuse,omit_tag
1541,130306,"Now, here's the second favorite. The holder of\nthe Triple Tiara, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004005|1700401|%h_pop2|1004004,100,0,0,0
1542,130307,"The holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700401|%h_pop3|1004101|1004102,100,0,0,0
1543,130307,"The holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700401|%h_pop3|1004103|1004104,100,0,0,0
1545,130307,"The holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700401|%h_pop3|1004101|1004104,100,0,0,0
1546,130307,"The holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700401|%h_pop3|1004103|1004106,100,0,0,0
1548,130307,"The holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700401|%h_pop3|1004101|1004106,100,0,0,0
1549,130307,"The holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700401|%h_pop3|1004103|1004102,100,0,0,0
1551,130308,"All eyes are on the holder of the Triple Tiara,\n%h_player, running in\n%p_waku_ban.",1088201|1700401|%h_player|%w_0.02|%p_waku_ban,100,0,0,0
1552,130310,"The current favorite is the undefeated holder\nof the Triple Tiara, %h_pop1.",1002701|1700101|1700401|%h_pop1,100,0,0,0
1553,130310,"The most popular athlete in this race is the\nundefeated holder of the Triple Tiara,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1700401|%h_pop1|1002802,100,0,0,0
1554,130310,"Now, introducing the favorite to win. It's the\nundefeated holder of the Triple Tiara,\n%h_pop1.",1002901|1700101|1700401|%h_pop1,100,0,0,0
1555,130310,"You guessed it! The favorite is the undefeated\nholder of the Triple Tiara,\n%h_pop1.",1003001|1700101|1700401|%h_pop1,100,0,0,0
1556,130312,"The second favorite is the undefeated holder\nof the Triple Tiara, %h_pop2.",1003101|1700101|1700401|%h_pop2,100,0,0,0
1557,130312,"Now, introducing the second favorite. It's the\nundefeated holder of the Triple Tiara,\n%h_pop2.",1003201|1700101|1700401|%h_pop2,100,0,0,0
1558,130312,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nholder of the Triple Tiara,\n%h_pop2.",1003301|1700101|1700401|%h_pop2,100,0,0,0
1559,130312,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nholder of the Triple Tiara,\n%h_pop2.",%w_0.1|1003401|1700101|1700401|%h_pop2,100,0,0,0
1560,130313,"Now, introducing the second favorite. It's the\nundefeated holder of the Triple Tiara,\n%h_pop2.",1003201|1700101|1700401|%h_pop2,100,0,0,0
1561,130313,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nholder of the Triple Tiara,\n%h_pop2.",%w_0.1|1003401|1700101|1700401|%h_pop2,100,0,0,0
1562,130314,"The third favorite is the undefeated holder of\nthe Triple Tiara, %h_pop3.",%w_0.3|1003501|1700101|1700401|%h_pop3,100,0,0,0
1563,130314,"For the third favorite, we have the undefeated\nholder of the Triple Tiara,\n%h_pop3.",%w_0.3|1003601|1700101|1700401|%h_pop3,100,0,0,0
1564,130314,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated holder of the\nTriple Tiara, %h_pop3.",%w_0.3|1003701|1700101|1700401|%h_pop3,100,0,0,0
1565,130314,"With the popularity and the skills to back it\nup, it's the undefeated holder of the Triple\nTiara, %h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700101|1700401|%h_pop3|1003802,100,0,0,0
1566,130315,"Now, here's the undisputed star of the show.\nIt's the undefeated holder of the Triple Tiara,\n%h_pop1. She's the favorite to\nwin.",1003901|1700101|1700401|%h_pop1|1002802,100,0,0,0
1567,130315,"Waiting for the start with an air of dignity is\nthe undefeated holder of the Triple Tiara and\ntoday's favorite, %h_pop1.",%w_0.1|1003903|1700101|1700401|%h_pop1|1002802,100,0,0,0
1568,130315,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nholder of the Triple Tiara,\n%h_pop1.",1003905|1700101|1700401|%h_pop1|1002802,100,0,0,0
1575,130316,"Taking her on is the undefeated holder of the\nTriple Tiara, %h_pop2. This\nshould be a showdown to remember.",1004001|1700101|1700401|%h_pop2|1004002,100,0,0,0
1576,130316,"The second favorite and undefeated holder of\nthe Triple Tiara, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700101|1700401|%h_pop2|1004004,100,0,0,0
1577,130316,"Now, here's the second favorite. The\nundefeated holder of the Triple Tiara,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1700401|%h_pop2|1004006,100,0,0,0
1578,130316,"Taking her on is the undefeated holder of the\nTriple Tiara, %h_pop2, who\ncan certainly hold her own against the favorite.",1004001|1700101|1700401|%h_pop2|1004004,100,0,0,0
1579,130316,"The second favorite and undefeated holder of\nthe Triple Tiara, %h_pop2, is\nfully set on clinching victory.",1004003|1700101|1700401|%h_pop2|1004006,100,0,0,0
1580,130316,"Now, here's the second favorite. The\nundefeated holder of the Triple Tiara,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700101|1700401|%h_pop2|1004002,100,0,0,0
1581,130316,"Taking her on is the undefeated holder of the\nTriple Tiara, %h_pop2, who is\nfully set on clinching victory.",1004001|1700101|1700401|%h_pop2|1004006,100,0,0,0
1582,130316,"The second favorite and undefeated holder of\nthe Triple Tiara, %h_pop2,\nshould give us a showdown to remember.",1004003|1700101|1700401|%h_pop2|1004002,100,0,0,0
1583,130316,"Now, here's the second favorite. The\nundefeated holder of the Triple Tiara,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700101|1700401|%h_pop2|1004004,100,0,0,0
1584,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700101|1700401|%h_pop3|1004101|1004102,100,0,0,0
1585,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700101|1700401|%h_pop3|1004103|1004104,100,0,0,0
1587,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700101|1700401|%h_pop3|1004101|1004104,100,0,0,0
1588,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700101|1700401|%h_pop3|1004103|1004106,100,0,0,0
1590,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700101|1700401|%h_pop3|1004101|1004106,100,0,0,0
1591,130317,"The undefeated holder of the Triple Tiara,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700101|1700401|%h_pop3|1004103|1004102,100,0,0,0
1593,130318,"All eyes are on the undefeated holder of the\nTriple Tiara, %h_player, running in\n%p_waku_ban.",1088201|1700101|1700401|%h_player|%p_waku_ban,100,0,0,0
1594,130400,"The current favorite is the Spring Triple Crown\nchampion, %h_pop1.",1002701|1700501|%h_pop1,100,0,0,0
1595,130400,"The most popular athlete in this race is the\nSpring Triple Crown champion,\n%h_pop1. She's the favorite to\nwin.",1002801|1700501|%h_pop1|1002802,100,0,0,0
1596,130400,"Now, introducing the favorite to win. It's the\nSpring Triple Crown champion,\n%h_pop1.",1002901|1700501|%h_pop1,100,0,0,0
1597,130400,"You guessed it! The favorite is the Spring\nTriple Crown champion,\n%h_pop1.",1003001|1700501|%h_pop1,100,0,0,0
1598,130402,"The second favorite is the Spring Triple Crown\nchampion, %h_pop2.",1003101|1700501|%h_pop2,100,0,0,0
1599,130402,"Now, introducing the second favorite. It's the\nSpring Triple Crown champion,\n%h_pop2.",1003201|1700501|%h_pop2,100,0,0,0
1600,130402,"With more than enough skill to rival the top\npick, today's second favorite is the Spring\nTriple Crown champion,\n%h_pop2.",1003301|1700501|%h_pop2,100,0,0,0
1601,130402,"She might not be satisfied with this ranking,\nbut the second favorite is the Spring Triple\nCrown champion, %h_pop2.",%w_0.1|1003401|1700501|%h_pop2,100,0,0,0
1602,130403,"Now, introducing the second favorite. It's the\nSpring Triple Crown champion,\n%h_pop2.",1003201|1700501|%h_pop2,100,0,0,0
1603,130403,"She might not be satisfied with this ranking,\nbut the second favorite is the Spring Triple\nCrown champion, %h_pop2.",%w_0.1|1003401|1700501|%h_pop2,100,0,0,0
1604,130404,"The third favorite is the Spring Triple Crown\nchampion, %h_pop3.",%w_0.3|1003501|1700501|%h_pop3,100,0,0,0
1605,130404,"For the third favorite, we have the Spring\nTriple Crown champion,\n%h_pop3.",%w_0.3|1003601|1700501|%h_pop3,100,0,0,0
1606,130404,"With her sights firmly set on the top spots, the\nthird favorite is the Spring Triple Crown\nchampion, %h_pop3.",%w_0.3|1003701|1700501|%h_pop3,100,0,0,0
1607,130404,"With the popularity and the skills to back it\nup, it's the Spring Triple Crown champion,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700501|%h_pop3|1003802,100,0,0,0
1608,130405,"Now, here's the undisputed star of the show.\nIt's the Spring Triple Crown champion,\n%h_pop1. She's the favorite to\nwin.",1003901|1700501|%h_pop1|1002802,100,0,0,0
1609,130405,"Waiting for the start with an air of dignity is\nthe Spring Triple Crown champion and today's\nfavorite, %h_pop1.",%w_0.1|1003903|1700501|%h_pop1|1002802,100,0,0,0
1610,130405,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the Spring\nTriple Crown champion,\n%h_pop1.",1003905|1700501|%h_pop1|1002802,100,0,0,0
1617,130406,"Taking her on is the Spring Triple Crown\nchampion, %h_pop2. This\nshould be a showdown to remember.",1004001|1700501|%h_pop2|1004002,100,0,0,0
1618,130406,"The second favorite and Spring Triple Crown\nchampion, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700501|%h_pop2|1004004,100,0,0,0
1619,130406,"Now, here's the second favorite. The Spring\nTriple Crown champion,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700501|%h_pop2|1004006,100,0,0,0
1620,130406,"Taking her on is the Spring Triple Crown\nchampion, %h_pop2, who can\ncertainly hold her own against the favorite.",1004001|1700501|%h_pop2|1004004,100,0,0,0
1621,130406,"The second favorite and Spring Triple Crown\nchampion, %h_pop2, is fully\nset on clinching victory.",1004003|1700501|%h_pop2|1004006,100,0,0,0
1622,130406,"Now, here's the second favorite. The Spring\nTriple Crown champion,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700501|%h_pop2|%w_0.02|1004002,100,0,0,0
1623,130406,"Taking her on is the Spring Triple Crown\nchampion, %h_pop2, who is\nfully set on clinching victory.",1004001|1700501|%h_pop2|1004006,100,0,0,0
1624,130406,"The second favorite and Spring Triple Crown\nchampion, %h_pop2, should\ngive us a showdown to remember.",1004003|1700501|%h_pop2|1004002,100,0,0,0
1625,130406,"Now, here's the second favorite. The Spring\nTriple Crown champion,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700501|%h_pop2|1004004,100,0,0,0
1626,130407,"The Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700501|%h_pop3|1004101|1004102,100,0,0,0
1627,130407,"The Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700501|%h_pop3|1004103|1004104,100,0,0,0
1629,130407,"The Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700501|%h_pop3|1004101|1004104,100,0,0,0
1630,130407,"The Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700501|%h_pop3|1004103|1004106,100,0,0,0
1632,130407,"The Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700501|%h_pop3|1004101|1004106,100,0,0,0
1633,130407,"The Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700501|%h_pop3|1004103|1004102,100,0,0,0
1635,130408,"All eyes are on the Spring Triple Crown\nchampion, %h_player, running in\n%p_waku_ban.",1088201|1700501|%h_player|%p_waku_ban,100,0,0,0
1636,130410,"The current favorite is the undefeated Spring\nTriple Crown champion,\n%h_pop1.",1002701|1700101|1700501|%h_pop1,100,0,0,0
1637,130410,"The most popular athlete in this race is the\nundefeated Spring Triple Crown champion,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1700501|%h_pop1|1002802,100,0,0,0
1638,130410,"Now, introducing the favorite to win. It's the\nundefeated Spring Triple Crown champion,\n%h_pop1.",1002901|1700101|1700501|%h_pop1,100,0,0,0
1639,130410,"You guessed it! The favorite is the undefeated\nSpring Triple Crown champion,\n%h_pop1.",1003001|1700101|1700501|%h_pop1,100,0,0,0
1640,130412,"The second favorite is the undefeated Spring\nTriple Crown champion,\n%h_pop2.",1003101|1700101|1700501|%h_pop2,100,0,0,0
1641,130412,"Now, introducing the second favorite. It's the\nundefeated Spring Triple Crown champion,\n%h_pop2.",1003201|1700101|1700501|%h_pop2,100,0,0,0
1642,130412,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nSpring Triple Crown champion,\n%h_pop2.",1003301|1700101|1700501|%h_pop2,100,0,0,0
1643,130412,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nSpring Triple Crown champion,\n%h_pop2.",%w_0.1|1003401|1700101|1700501|%h_pop2,100,0,0,0
1644,130413,"Now, introducing the second favorite. It's the\nundefeated Spring Triple Crown champion,\n%h_pop2.",1003201|1700101|1700501|%h_pop2,100,0,0,0
1645,130413,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nSpring Triple Crown champion,\n%h_pop2.",%w_0.1|1003401|1700101|1700501|%h_pop2,100,0,0,0
1646,130414,"The third favorite is the undefeated Spring\nTriple Crown champion,\n%h_pop3.",%w_0.3|1003501|1700101|1700501|%h_pop3,100,0,0,0
1647,130414,"For the third favorite, we have the undefeated\nSpring Triple Crown champion,\n%h_pop3.",%w_0.3|1003601|1700101|1700501|%h_pop3,100,0,0,0
1648,130414,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated Spring Triple\nCrown champion, %h_pop3.",%w_0.3|1003701|1700101|1700501|%h_pop3,100,0,0,0
1649,130414,"With the popularity and the skills to back it\nup, it's the undefeated Spring Triple Crown\nchampion, %h_pop3, today's\nthird favorite.",%w_0.3|1003801|1700101|1700501|%h_pop3|1003802,100,0,0,0
1650,130415,"Now, here's the undisputed star of the show.\nIt's the undefeated Spring Triple Crown\nchampion, %h_pop1. She's the\nfavorite to win.",1003901|1700101|1700501|%h_pop1|1002802,100,0,0,0
1651,130415,"Waiting for the start with an air of dignity is\nthe undefeated Spring Triple Crown champion\nand today's favorite, %h_pop1.",%w_0.1|1003903|1700101|1700501|%h_pop1|1002802,100,0,0,0
1652,130415,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nSpring Triple Crown champion,\n%h_pop1.",1003905|1700101|1700501|%h_pop1|1002802,100,0,0,0
1659,130416,"Taking her on is the undefeated Spring Triple\nCrown champion, %h_pop2.\nThis should be a showdown to remember.",1004001|1700101|1700501|%h_pop2|1004002,100,0,0,0
1660,130416,"The second favorite and undefeated Spring\nTriple Crown champion,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004003|1700101|1700501|%h_pop2|1004004,100,0,0,0
1661,130416,"Now, here's the second favorite. The\nundefeated Spring Triple Crown champion,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1700501|%h_pop2|1004006,100,0,0,0
1662,130416,"Taking her on is the undefeated Spring Triple\nCrown champion, %h_pop2,\nwho can certainly hold her own against the\nfavorite.",1004001|1700101|1700501|%h_pop2|1004004,100,0,0,0
1663,130416,"The second favorite and undefeated Spring\nTriple Crown champion,\n%h_pop2, is fully set on\nclinching victory.",1004003|1700101|1700501|%h_pop2|1004006,100,0,0,0
1664,130416,"Now, here's the second favorite. The\nundefeated Spring Triple Crown champion,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700101|1700501|%h_pop2|1004002,100,0,0,0
1665,130416,"Taking her on is the undefeated Spring Triple\nCrown champion, %h_pop2,\nwho is fully set on clinching victory.",1004001|1700101|1700501|%h_pop2|1004006,100,0,0,0
1666,130416,"The second favorite and undefeated Spring\nTriple Crown champion,\n%h_pop2, should give us a\nshowdown to remember.",1004003|1700101|1700501|%h_pop2|1004002,100,0,0,0
1667,130416,"Now, here's the second favorite. The\nundefeated Spring Triple Crown champion,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700101|1700501|%h_pop2|1004004,100,0,0,0
1668,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700101|1700501|%h_pop3|1004101|1004102,100,0,0,0
1669,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700101|1700501|%h_pop3|1004103|1004104,100,0,0,0
1671,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700101|1700501|%h_pop3|1004101|1004104,100,0,0,0
1672,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700101|1700501|%h_pop3|1004103|1004106,100,0,0,0
1674,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700101|1700501|%h_pop3|1004101|1004106,100,0,0,0
1675,130417,"The undefeated Spring Triple Crown champion,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700101|1700501|%h_pop3|1004103|1004102,100,0,0,0
1677,130418,"All eyes are on the undefeated Spring Triple\nCrown champion, %h_player,\nrunning in %p_waku_ban.",1088201|1700101|1700501|%h_player|%p_waku_ban,100,0,0,0
1678,130500,"The current favorite is the Double Crown star,\n%h_pop1.",1002701|1700601|%h_pop1,100,0,0,0
1679,130500,"The most popular athlete in this race is the\nDouble Crown star, %h_pop1.\nShe's the favorite to win.",1002801|1700601|%h_pop1|1002802,100,0,0,0
1680,130500,"Now, introducing the favorite to win. It's the\nDouble Crown star, %h_pop1.",1002901|1700601|%h_pop1,100,0,0,0
1681,130500,"You guessed it! The favorite is the Double\nCrown star, %h_pop1.",1003001|1700601|%h_pop1,100,0,0,0
1682,130502,"The second favorite is the Double Crown star,\n%h_pop2.",1003101|1700601|%h_pop2,100,0,0,0
1683,130502,"Now, introducing the second favorite. It's the\nDouble Crown star, %h_pop2.",1003201|1700601|%w_0.02|%h_pop2,100,0,0,0
1684,130502,"With more than enough skill to rival the top\npick, today's second favorite is the Double\nCrown star, %h_pop2.",1003301|1700601|%w_0.02|%h_pop2,100,0,0,0
1685,130502,"She might not be satisfied with this ranking,\nbut the second favorite is the Double Crown\nstar, %h_pop2.",%w_0.1|1003401|1700601|%h_pop2,100,0,0,0
1686,130503,"Now, introducing the second favorite. It's the\nDouble Crown star, %h_pop2.",1003201|1700601|%h_pop2,100,0,0,0
1687,130503,"She might not be satisfied with this ranking,\nbut the second favorite is the Double Crown\nstar, %h_pop2.",%w_0.1|1003401|1700601|%h_pop2,100,0,0,0
1688,130504,"The third favorite is the Double Crown star,\n%h_pop3.",%w_0.3|1003501|1700601|%h_pop3,100,0,0,0
1689,130504,"For the third favorite, we have the Double\nCrown star, %h_pop3.",%w_0.3|1003601|1700601|%h_pop3,100,0,0,0
1690,130504,"With her sights firmly set on the top spots, the\nthird favorite is the Double Crown star,\n%h_pop3.",%w_0.3|1003701|1700601|%h_pop3,100,0,0,0
1691,130504,"With the popularity and the skills to back it\nup, it's the Double Crown star,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700601|%h_pop3|1003802,100,0,0,0
1692,130505,"Now, here's the undisputed star of the show.\nIt's the Double Crown wonder,\n%h_pop1. She's the favorite to\nwin.",1003901|1700601|%h_pop1|1002802,100,0,0,0
1693,130505,"Waiting for the start with an air of dignity is\nthe Double Crown star and today's favorite,\n%h_pop1.",%w_0.1|1003903|1700601|%h_pop1|1002802,100,0,0,0
1694,130505,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the Double\nCrown star, %h_pop1.",1003905|1700601|%h_pop1|1002802,100,0,0,0
1701,130506,"Taking her on is the Double Crown star,\n%h_pop2. This should be a\nshowdown to remember.",1004001|1700601|%h_pop2|1004002,100,0,0,0
1702,130506,"The second favorite and Double Crown star,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004003|1700601|%h_pop2|1004004,100,0,0,0
1703,130506,"Now, here's the second favorite. The Double\nCrown star, %h_pop2, is fully\nset on clinching victory.",1004005|1700601|%h_pop2|1004006,100,0,0,0
1704,130506,"Taking her on is the Double Crown star,\n%h_pop2, who can certainly\nhold her own against the favorite.",1004001|1700601|%h_pop2|1004004,100,0,0,0
1705,130506,"The second favorite and Double Crown star,\n%h_pop2, is fully set on\nclinching victory.",1004003|1700601|%h_pop2|1004006,100,0,0,0
1706,130506,"Now, here's the second favorite. The Double\nCrown star, %h_pop2, should\ngive us a showdown to remember.",1004005|1700601|%h_pop2|1004002,100,0,0,0
1707,130506,"Taking her on is the Double Crown star,\n%h_pop2, who is fully set on\nclinching victory.",1004001|1700601|%h_pop2|1004006,100,0,0,0
1708,130506,"The second favorite and Double Crown star,\n%h_pop2, should give us a\nshowdown to remember.",1004003|1700601|%h_pop2|1004002,100,0,0,0
1709,130506,"Now, here's the second favorite. The Double\nCrown star, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004005|1700601|%h_pop2|1004004,100,0,0,0
1710,130507,"The Double Crown star,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700601|%h_pop3|1004101|1004102,100,0,0,0
1711,130507,"The Double Crown star,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700601|%h_pop3|1004103|1004104,100,0,0,0
1713,130507,"The Double Crown star,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700601|%h_pop3|1004101|1004104,100,0,0,0
1714,130507,"The Double Crown star,\n%h_pop3, is the third favorite.\nHer superior ability is undeniable!",%w_0.3|1700601|%h_pop3|1004103|1004106,100,0,0,0
1716,130507,"The Double Crown star,\n%h_pop3, is currently the third\nfavorite. Her superior ability is undeniable!",%w_0.3|1700601|%h_pop3|1004101|1004106,100,0,0,0
1717,130507,"The Double Crown star,\n%h_pop3, is the third favorite.\nShe's the hot pick of late!",%w_0.3|1700601|%h_pop3|1004103|1004102,100,0,0,0
1719,130508,"All eyes are on the Double Crown star,\n%h_player, running in\n%p_waku_ban.",1088201|1700601|%h_player|%p_waku_ban,100,0,0,0
1720,130510,"The current favorite is the undefeated Double\nCrown star, %h_pop1.",1002701|1700101|1700601|%h_pop1,100,0,0,0
1721,130510,"The most popular athlete in this race is the\nundefeated Double Crown star,\n%h_pop1. She's the favorite to\nwin.",1002801|1700101|1700601|%h_pop1|1002802,100,0,0,0
1722,130510,"Now, introducing the favorite to win. It's the\nundefeated Double Crown star,\n%h_pop1.",1002901|1700101|1700601|%h_pop1,100,0,0,0
1723,130510,"You guessed it! The favorite is the undefeated\nDouble Crown star, %h_pop1.",1003001|1700101|1700601|%h_pop1,100,0,0,0
1724,130512,"The second favorite is the undefeated Double\nCrown star, %h_pop2.",1003101|1700101|1700601|%h_pop2,100,0,0,0
1725,130512,"Now, introducing the second favorite. It's the\nundefeated Double Crown star,\n%h_pop2.",1003201|1700101|1700601|%h_pop2,100,0,0,0
1726,130512,"With more than enough skill to rival the top\npick, today's second favorite is the undefeated\nDouble Crown star, %h_pop2.",1003301|1700101|1700601|%h_pop2,100,0,0,0
1727,130512,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nDouble Crown star, %h_pop2.",%w_0.1|1003401|1700101|1700601|%h_pop2,100,0,0,0
1728,130513,"Now, introducing the second favorite. It's the\nundefeated Double Crown star,\n%h_pop2.",1003201|1700101|1700601|%h_pop2,100,0,0,0
1729,130513,"She might not be satisfied with this ranking,\nbut the second favorite is the undefeated\nDouble Crown star, %h_pop2.",%w_0.1|1003401|1700101|1700601|%h_pop2,100,0,0,0
1730,130514,"The third favorite is the undefeated Double\nCrown star, %h_pop3.",%w_0.3|1003501|1700101|1700601|%h_pop3,100,0,0,0
1731,130514,"For the third favorite, we have the undefeated\nDouble Crown star, %h_pop3.",%w_0.3|1003601|1700101|1700601|%h_pop3,100,0,0,0
1732,130514,"With her sights firmly set on the top spots, the\nthird favorite is the undefeated Double Crown\nstar, %h_pop3.",%w_0.3|1003701|1700101|1700601|%h_pop3,100,0,0,0
1733,130514,"With the popularity and the skills to back it\nup, it's the undefeated Double Crown star,\n%h_pop3, today's third\nfavorite.",%w_0.3|1003801|1700101|1700601|%h_pop3|1003802,100,0,0,0
1734,130515,"Now, here's the undisputed star of the show.\nIt's the undefeated Double Crown wonder,\n%h_pop1. She's the favorite to\nwin.",1003901|1700101|1700601|%h_pop1|1002802,100,0,0,0
1735,130515,"Waiting for the start with an air of dignity is\nthe undefeated Double Crown star and today's\nfavorite, %h_pop1.",%w_0.1|1003903|1700101|1700601|%h_pop1|1002802,100,0,0,0
1736,130515,"Carrying the hopes of all the fans crowding the\nstands, the favorite for today is the undefeated\nDouble Crown star, %h_pop1.",1003905|1700101|1700601|%h_pop1|1002802,100,0,0,0
1743,130516,"Taking her on is the undefeated Double Crown\nstar, %h_pop2. This should be\na showdown to remember.",1004001|1700101|1700601|%h_pop2|1004002,100,0,0,0
1744,130516,"The second favorite and undefeated Double\nCrown star, %h_pop2, can\ncertainly hold her own against today's top\nfavorite.",1004003|1700101|1700601|%h_pop2|1004004,100,0,0,0
1745,130516,"Now, here's the second favorite. The\nundefeated Double Crown star,\n%h_pop2, is fully set on\nclinching victory.",1004005|1700101|1700601|%h_pop2|1004006,100,0,0,0
1746,130516,"Taking her on is the undefeated Double Crown\nstar, %h_pop2, who can\ncertainly hold her own against the favorite.",1004001|1700101|1700601|%h_pop2|1004004,100,0,0,0
1747,130516,"The second favorite and undefeated Double\nCrown star, %h_pop2, is fully\nset on clinching victory.",1004003|1700101|1700601|%h_pop2|1004006,100,0,0,0
1748,130516,"Now, here's the second favorite. The\nundefeated Double Crown star,\n%h_pop2, should give us a\nshowdown to remember.",1004005|1700101|1700601|%h_pop2|1004002,100,0,0,0
1749,130516,"Taking her on is the undefeated Double Crown\nstar, %h_pop2, who is fully set\non clinching victory.",1004001|1700101|1700601|%h_pop2|1004006,100,0,0,0
1750,130516,"The second favorite and undefeated Double\nCrown star, %h_pop2, should\ngive us a showdown to remember.",1004003|1700101|1700601|%h_pop2|1004002,100,0,0,0
1751,130516,"Now, here's the second favorite. The\nundefeated Double Crown star,\n%h_pop2, can certainly hold\nher own against today's top favorite.",1004005|1700101|1700601|%h_pop2|1004004,100,0,0,0
1752,130517,"The undefeated Double Crown star,\n%h_pop3, is currently the third\nfavorite. She's the hot pick of late!",%w_0.3|1700101|1700601|%h_pop3|1004101|1004102,100,0,0,0
1753,130517,"The undefeated Double Crown star,\n%h_pop3, is the third favorite.\nCan she overcome the odds?!",%w_0.3|1700101|1700601|%h_pop3|1004103|1004104,100,0,0,0
1755,130517,"The undefeated Double Crown star,\n%h_pop3, is currently the third\nfavorite. Can she overcome the odds?!",%w_0.3|1700101|1700601|%h_pop3|1004101|1004104,100,0,0,0
