id,item_category,group_id,effect_type_1,effect_target_1,effect_value_1,effect_type_2,effect_target_2,effect_value_2,add_value_1,add_value_2,add_value_3,limit_num,possession_limit_num,disp_limit_num,sort,rare,enable_request,request_reward,item_place_id,sell_item_id,sell_price,start_date,end_date
258,40,0,1,0,0,0,0,0,20019,1,1,9999,0,9999,3050201,0,0,0,0,0,0,2024/9/20 12:00:00,2050/1/1 11:59:59
259,40,0,1,0,0,0,0,0,20020,1,1,9999,0,9999,3050301,0,0,0,0,0,0,2024/9/20 12:00:00,2050/1/1 11:59:59
260,183,0,1,0,0,0,0,0,0,1,1,9999,0,999,1002201,0,0,0,0,0,0,2024/9/20 12:00:00,2050/1/1 11:59:59
261,174,0,1009,0,0,0,0,0,0,0,0,9999,9999,9999,5009101,1,0,0,0,0,0,2024/11/8 12:00:00,2024/11/21 11:59:59
262,184,0,1,0,0,0,0,0,0,1,1,9999,0,999,1002301,0,0,0,0,0,0,2025/2/24 12:00:00,2050/1/1 11:59:59
263,174,0,1010,0,0,0,0,0,0,0,0,9999,9999,9999,5009401,1,0,0,0,0,0,2025/1/10 12:00:00,2025/1/23 11:59:59
264,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1180004,0,0,0,0,0,0,2025/4/1 12:00:00,2050/1/1 0:00:00
265,40,0,1,0,0,0,0,0,20021,1,1,9999,0,9999,3050401,0,0,0,0,0,0,2025/1/10 12:00:00,2050/1/1 11:59:59
266,163,0,35,0,0,0,0,0,0,0,0,9999,9999,9999,5009601,0,0,0,0,0,0,2025/1/20 12:00:00,2025/1/30 11:59:59
268,188,0,0,0,0,0,0,0,0,0,0,40,40,40,2003201,1,0,0,0,0,0,2026/3/30 12:00:00,2050/1/1 11:59:59
270,41,0,1,0,5010,0,0,0,0,0,0,9999,0,9999,3101901,0,0,0,0,0,0,2025/2/24 12:00:00,2050/1/1 11:59:59
271,42,0,1,0,5509,0,0,0,0,0,0,9999,0,9999,3102001,0,0,0,0,0,0,2025/2/24 12:00:00,2050/1/1 11:59:59
272,42,0,1,0,5510,0,0,0,0,0,0,9999,0,9999,3102101,0,0,0,0,0,0,2025/2/24 12:00:00,2050/1/1 11:59:59
273,40,0,1,0,0,0,0,0,20026,1,1,9999,0,9999,3050501,0,0,0,0,0,0,2025/3/11 12:00:00,2050/1/1 11:59:59
274,40,0,1,0,0,0,0,0,20027,1,1,9999,0,9999,3050601,0,0,0,0,0,0,2025/3/11 12:00:00,2050/1/1 11:59:59
275,163,0,36,0,0,0,0,0,0,0,0,9999,9999,9999,5009701,0,0,0,0,0,0,2025/3/21 12:00:00,2025/3/31 11:59:59
276,174,0,1011,0,0,0,0,0,0,0,0,9999,9999,9999,5009801,1,0,0,0,0,0,2025/3/11 12:00:00,2025/3/24 11:59:59
277,163,0,37,0,0,0,0,0,0,0,0,9999,9999,9999,5009901,0,0,0,0,0,0,2025/4/19 12:00:00,2025/4/29 11:59:59
278,41,0,1,0,5011,0,0,0,0,0,0,9999,0,9999,3102201,0,0,0,0,0,0,2025/4/7 12:00:00,2050/1/1 11:59:59
279,174,0,1012,0,0,0,0,0,0,0,0,9999,9999,9999,5010201,1,0,0,0,0,0,2025/5/12 12:00:00,2025/5/24 11:59:59
280,163,0,38,0,0,0,0,0,0,0,0,9999,9999,9999,5010401,0,0,0,0,0,0,2025/6/17 12:00:00,2025/6/27 11:59:59
281,20,0,2,0,100,0,0,0,0,0,0,9999,0,9999,1180005,0,0,0,0,0,0,2025/5/30 12:00:00,2050/1/1 0:00:00
282,189,0,0,0,0,0,0,0,0,0,0,10,10,10,5010501,1,0,0,0,0,0,2025/9/9 12:00:00,2050/1/1 11:59:59
283,42,0,1,0,5511,0,0,0,0,0,0,9999,0,9999,3102301,0,0,0,0,0,0,2025/6/27 12:00:00,2050/1/1 11:59:59
284,171,0,0,0,0,0,0,0,0,0,0,999999999,999999999,999999999,5005903,0,0,0,0,0,0,2025/08/24 12:00:00,2025/08/30 11:59:59
285,174,0,1013,0,0,0,0,0,0,0,0,9999,9999,9999,5010601,1,0,0,0,0,0,2025/7/11 12:00:00,2025/7/25 11:59:59
286,163,0,39,0,0,0,0,0,0,0,0,9999,9999,9999,5010701,0,0,0,0,0,0,2025/7/22 12:00:00,2025/7/31 11:59:59
287,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4002201,1,0,0,0,59,10000000,2025/10/7 0:00:00,2050/1/1 0:00:00
288,42,0,1,0,5512,0,0,0,0,0,0,9999,0,9999,3102401,0,0,0,0,0,0,2025/8/24 12:00:00,2050/1/1 11:59:59
289,41,0,1,0,5012,0,0,0,0,0,0,9999,0,9999,3102501,0,0,0,0,0,0,2025/8/24 12:00:00,2050/1/1 11:59:59
290,42,0,1,0,5513,0,0,0,0,0,0,9999,0,9999,3102601,0,0,0,0,0,0,2025/8/24 12:00:00,2050/1/1 11:59:59
291,174,0,1014,0,0,0,0,0,0,0,0,9999,9999,9999,5010901,1,0,0,0,0,0,2025/9/9 12:00:00,2025/9/22 11:59:59
292,163,0,40,0,0,0,0,0,0,0,0,9999,9999,9999,5011001,0,0,0,0,0,0,2025/9/19 12:00:00,2025/9/28 11:59:59
293,41,0,1,0,5017,0,0,0,0,0,0,9999,0,9999,3103503,0,0,0,0,0,0,2025/9/15 12:00:00,2050/1/1 11:59:59
294,42,0,1,0,5515,0,0,0,0,0,0,9999,0,9999,3102801,0,0,0,0,0,0,2025/9/15 12:00:00,2050/1/1 11:59:59
295,163,0,41,0,0,0,0,0,0,0,0,9999,9999,9999,5011101,0,0,0,0,0,0,2025/10/20 12:00:00,2025/10/29 11:59:59
296,98,0,1,0,1,0,0,0,0,0,0,3,3,9999,5011301,0,0,0,0,0,0,2025/10/7 0:00:00,2050/1/1 0:00:00
297,174,0,1015,0,0,0,0,0,0,0,0,9999,9999,9999,5011201,1,0,0,0,0,0,2025/10/10 12:00:00,2025/10/22 11:59:59
298,41,0,1,0,5013,0,0,0,0,0,0,9999,0,9999,3102901,0,0,0,0,0,0,2025/10/6 12:00:00,2050/1/1 11:59:59
299,174,0,1016,0,0,0,0,0,0,0,0,9999,9999,9999,5011501,1,0,0,0,0,0,2025/11/10 12:00:00,2025/11/22 11:59:59
300,42,0,1,0,5514,0,0,0,0,0,0,9999,0,9999,3103001,0,0,0,0,0,0,2025/10/29 12:00:00,2050/1/1 11:59:59
301,171,0,0,0,0,0,0,0,0,0,0,999999999,999999999,999999999,5005904,0,0,0,0,0,0,2025/12/11 12:00:00,2025/12/17 11:59:59
302,174,0,1017,0,0,0,0,0,0,0,0,9999,9999,9999,5011601,1,0,0,0,0,0,2025/12/11 12:00:00,2025/12/22 11:59:59
303,163,0,42,0,0,0,0,0,0,0,0,9999,9999,9999,5011701,0,0,0,0,0,0,2025/12/18 12:00:00,2025/12/27 11:59:59
304,192,0,0,0,0,0,0,0,0,0,0,9999,0,99,1002401,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
305,163,0,43,0,0,0,0,0,0,0,0,9999,9999,9999,5011801,0,0,0,0,0,0,2026/1/19 12:00:00,2026/1/28 11:59:59
306,174,0,1018,0,0,0,0,0,0,0,0,9999,9999,9999,5011601,1,0,0,0,0,0,2026/1/8 12:00:00,2026/1/22 11:59:59
307,20,0,2,0,100,0,0,0,0,0,0,9999,0,9999,1180006,0,0,0,0,0,0,2026/1/18 12:00:00,2050/1/1 0:00:00
308,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003001,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
309,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003002,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
310,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003003,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
311,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003004,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
312,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003005,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
313,190,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4003006,0,0,0,0,59,100000,2026/4/30 12:00:00,2050/1/1 0:00:00
314,98,0,0,0,0,0,0,0,0,0,0,0,0,9999,5008502,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
315,193,0,0,0,0,0,0,0,0,0,0,0,0,0,5019301,0,0,0,0,0,0,2026/2/12 12:00:00,2050/1/1 0:00:00
316,193,0,0,0,0,0,0,0,0,0,0,0,0,0,5019302,0,0,0,0,0,0,2026/2/12 12:00:00,2050/1/1 0:00:00
317,193,0,0,0,0,0,0,0,0,0,0,0,0,0,5019303,0,0,0,0,0,0,2026/2/12 12:00:00,2050/1/1 0:00:00
319,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2003501,1,0,0,0,0,0,2026/3/30 12:00:00,2050/1/1 11:59:59
321,20,0,2,0,100,0,0,0,0,0,0,9999,0,9999,1180007,0,0,0,0,0,0,2026/3/15 12:00:00,2050/1/1 0:00:00
322,41,0,1,0,5014,0,0,0,0,0,0,9999,0,9999,3100102,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
323,40,0,1,0,0,0,0,0,20032,1,2,9999,0,9999,3000402,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
324,42,0,1,0,5516,0,0,0,0,0,0,9999,0,9999,3103101,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
325,163,0,44,0,0,0,0,0,0,0,0,9999,9999,9999,5011901,0,0,0,0,0,0,2026/3/19 12:00:00,2026/3/28 11:59:59
326,41,0,1,0,5015,0,0,0,0,0,0,9999,0,9999,3103201,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
327,42,0,1,0,5518,0,0,0,0,0,0,9999,0,9999,3103301,0,0,0,0,0,0,2026/2/24 12:00:00,2050/1/1 11:59:59
328,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1180008,0,0,0,0,0,0,2026/4/1 0:00:00,2050/1/1 0:00:00
329,174,0,1019,0,0,0,0,0,0,0,0,9999,9999,9999,5012001,1,0,0,0,0,0,2026/3/11 12:00:00,2026/3/22 11:59:59
330,42,0,1,0,5519,0,0,0,0,0,0,9999,0,9999,3103505,0,0,0,0,0,0,2026/5/11 12:00:00,2050/1/1 11:59:59
331,174,0,1020,0,0,0,0,0,0,0,0,9999,9999,9999,5012101,1,0,0,0,0,0,2026/4/11 12:00:00,2026/4/22 11:59:59
332,163,0,45,0,0,0,0,0,0,0,0,9999,9999,9999,5012201,0,0,0,0,0,0,2026/4/20 12:00:00,2026/4/29 11:59:59
334,174,0,1021,0,0,0,0,0,0,0,0,9999,9999,9999,5012301,1,0,0,0,0,0,2026/5/11 12:00:00,2026/5/23 11:59:59
335,174,0,1022,0,0,0,0,0,0,0,0,9999,9999,9999,5012501,1,0,0,0,0,0,2026/6/15 12:00:00,2026/6/26 11:59:59
336,41,0,1,0,5016,0,0,0,0,0,0,9999,0,9999,3103501,0,0,0,0,0,0,2026/5/29 12:00:00,2050/1/1 11:59:59
337,163,0,46,0,0,0,0,0,0,0,0,9999,9999,9999,5012801,0,0,0,0,0,0,2026/6/20 12:00:00,2026/6/29 11:59:59
338,42,0,1,0,5520,0,0,0,0,0,0,9999,0,9999,3103601,0,0,0,0,0,0,2026/6/29 12:00:00,2050/1/1 11:59:59
1001,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5003801,0,0,0,0,0,0,2022/7/21 12:00:00,2022/8/1 11:59:59
1002,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5003901,0,0,0,0,0,0,2022/11/21 12:00:00,2022/12/1 11:59:59
1003,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5004001,0,0,0,0,0,0,2023/7/24 12:00:00,2023/8/3 11:59:59
1004,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5004101,0,0,0,0,0,0,2023/11/22 12:00:00,2023/12/3 11:59:59
1005,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5007601,0,0,0,0,0,0,2024/4/22 12:00:00,2024/5/3 11:59:59
1006,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5008601,0,0,0,0,0,0,2024/8/14 12:00:00,2024/8/25 11:59:59
1007,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5009201,0,0,0,0,0,0,2024/12/11 12:00:00,2024/12/22 11:59:59
1008,169,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5010001,0,0,0,0,0,0,2025/4/10 12:00:00,2025/4/21 11:59:59
2001,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5004201,0,0,0,0,0,0,2022/7/21 12:00:00,2022/8/1 11:59:59
2002,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5004301,0,0,0,0,0,0,2022/11/21 12:00:00,2022/12/1 11:59:59
2003,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5004401,0,0,0,0,0,0,2023/7/24 12:00:00,2023/8/3 11:59:59
2004,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5004501,0,0,0,0,0,0,2023/11/22 12:00:00,2023/12/3 11:59:59
2005,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5007701,0,0,0,0,0,0,2024/4/22 12:00:00,2024/5/3 11:59:59
2006,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5008701,0,0,0,0,0,0,2024/8/14 12:00:00,2024/8/25 11:59:59
2007,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5009301,0,0,0,0,0,0,2024/12/11 12:00:00,2024/12/22 11:59:59
2008,170,0,0,0,0,0,0,0,0,0,0,100,100,100,5010101,0,0,0,0,0,0,2025/4/10 12:00:00,2025/4/21 11:59:59
3001,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5006501,0,0,0,0,0,0,2023/5/10 12:00:00,2023/5/21 11:59:59
3002,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5006601,0,0,0,0,0,0,2023/7/10 12:00:00,2023/7/22 11:59:59
3003,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5006701,0,0,0,0,0,0,2023/9/11 12:00:00,2023/9/22 11:59:59
3004,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5006901,0,0,0,0,0,0,2023/11/9 12:00:00,2023/11/21 11:59:59
3005,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5007001,0,0,0,0,0,0,2024/1/9 12:00:00,2024/1/21 11:59:59
3006,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5007801,0,0,0,0,0,0,2024/5/10 12:00:00,2024/5/23 11:59:59
3007,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5008401,0,0,0,0,0,0,2024/7/19 12:00:00,2024/7/31 11:59:59
3008,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5008901,0,0,0,0,0,0,2024/9/20 12:00:00,2024/10/2 11:59:59
3009,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5009001,0,0,0,0,0,0,2024/11/18 12:00:00,2024/11/30 11:59:59
3010,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5009501,0,0,0,0,0,0,2025/2/13 12:00:00,2025/2/25 11:59:59
3011,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5010301,0,0,0,0,0,0,2025/5/21 12:00:00,2025/6/2 11:59:59
3012,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5010801,0,0,0,0,0,0,2025/8/12 12:00:00,2025/8/24 11:59:59
3013,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5011401,0,0,0,0,0,0,2025/11/18 12:00:00,2025/11/30 11:59:59
3014,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5008401,0,0,0,0,0,0,2026/2/12 12:00:00,2026/2/24 11:59:59
3015,173,0,0,0,0,0,0,0,0,0,0,99,99,99,5012401,0,0,0,0,0,0,2026/5/19 12:00:00,2026/5/31 11:59:59
5001,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000001,0,0,0,0,0,0,2024/12/27 12:00:00,2025/1/23 11:59:59
5002,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000002,0,0,0,0,0,0,2025/2/24 12:00:00,2025/4/3 11:59:59
5003,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000003,0,0,0,0,0,0,2025/6/27 12:00:00,2025/8/3 11:59:59
5004,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000004,0,0,0,0,0,0,2025/8/24 12:00:00,2025/10/2 11:59:59
5005,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000005,0,0,0,0,0,0,2025/10/29 12:00:00,2025/12/1 11:59:59
5006,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000006,0,0,0,0,0,0,2025/12/26 12:00:00,2026/2/2 11:59:59
5007,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000007,0,0,0,0,0,0,2026/2/24 12:00:00,2026/4/2 11:59:59
5008,185,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000008,0,0,0,0,0,0,2026/6/29 12:00:00,2026/8/2 11:59:59
10001,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10002,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200102,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10003,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200201,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10004,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200301,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10005,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200302,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10006,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200401,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10007,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200402,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10008,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200501,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10009,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200601,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10010,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200602,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10011,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200701,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10012,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10013,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200901,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10014,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10015,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10016,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201102,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10017,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201201,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10018,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201301,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10019,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201302,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10020,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201401,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10021,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201402,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10022,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201501,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10023,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201502,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10024,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201601,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10025,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201701,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10026,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201702,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10027,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10028,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201802,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10029,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1201901,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10030,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10031,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10032,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202201,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10033,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202301,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10034,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202302,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10035,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202401,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10036,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202402,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10037,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202501,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10038,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202601,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10039,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202602,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10040,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202701,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10041,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1202801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10042,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10043,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203002,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10044,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203201,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10045,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203301,0,0,0,0,0,0,2022/2/16 0:00:00,2050/1/1 0:00:00
10046,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203501,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10047,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203701,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10048,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203702,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10049,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10050,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1203901,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10051,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10052,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204002,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10053,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10054,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204501,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10055,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204502,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10056,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204601,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10057,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1204801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10058,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10059,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205201,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10060,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205202,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10061,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205601,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10062,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205602,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10063,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205801,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10064,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1205901,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10065,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1206001,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10066,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1206101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10067,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1206901,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10068,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1207101,0,0,0,0,0,0,2022/2/14 0:00:00,2050/1/1 0:00:00
10069,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200103,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
10070,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1200502,0,0,0,0,0,0,2023/2/14 12:00:00,2050/1/1 0:00:00
