id,mode,sub_mode,sub_mode_jump,situation,sub_situation,situation_end,disable_reentry_situation,trigger0,trigger1,trigger2,trigger3,trigger4,trigger5,trigger6,trigger7,trigger8,trigger9,message_group,comment_group,priority,per,immediate,discard,tension,camera_id,camera_horse1,camera_horse2,is_force_play_event_camera,disable_reuse
1922,1,5,6,62,0,0,1,94,1192,1296,1315,1298,0,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1923,1,5,6,62,0,0,1,94,1192,1296,1297,1353,0,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1924,1,5,6,62,0,0,1,94,1192,1313,1297,1298,1839,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1925,1,5,6,62,0,0,1,94,1192,1299,1300,1354,0,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1926,1,5,6,62,0,0,1,94,1192,1299,1314,1301,0,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1927,1,5,6,62,0,0,1,94,1192,1312,1300,1301,0,0,0,0,0,130508,0,3600,100,0,0,1,0,0,0,0,0
1928,1,5,6,62,0,0,1,94,1192,1288,0,0,0,0,0,0,0,130608,0,3500,100,0,0,1,0,0,0,0,0
1929,1,5,6,62,0,0,1,94,1192,1289,0,0,0,0,0,0,0,130708,0,3400,100,0,0,1,0,0,0,0,0
1930,1,5,6,62,0,0,1,94,1192,1290,0,0,0,0,0,0,0,130808,0,3300,100,0,0,1,0,0,0,0,0
1931,1,5,6,62,0,0,1,94,1192,1329,40,0,0,0,0,0,0,131908,0,3250,100,0,0,1,0,0,0,0,0
1932,1,5,6,62,0,0,1,94,1192,1302,0,0,0,0,0,0,0,130908,0,3200,100,0,0,1,0,0,0,0,0
1933,1,5,6,62,0,0,1,94,1192,1303,0,0,0,0,0,0,0,130908,0,3200,100,0,0,1,0,0,0,0,0
1934,1,5,6,62,0,0,1,94,1192,1297,1313,1353,1839,0,0,0,0,131008,0,3100,100,0,0,1,0,0,0,0,0
1935,1,5,6,62,0,0,1,94,1192,1291,0,0,0,0,0,0,0,131108,0,3000,100,0,0,1,0,0,0,0,0
1936,1,5,6,62,0,0,1,94,1192,1291,30,0,0,0,0,0,0,131808,0,3050,100,0,0,1,0,0,0,0,0
1937,1,5,6,62,0,0,1,94,1192,1292,0,0,0,0,0,0,0,131108,0,3000,100,0,0,1,0,0,0,0,0
1938,1,5,6,62,0,0,1,94,1192,1296,1315,1353,0,0,0,0,0,131208,0,2900,100,0,0,1,0,0,0,0,0
1939,1,5,6,62,0,0,1,94,1192,1313,1315,1298,1839,0,0,0,0,131308,0,2900,100,0,0,1,0,0,0,0,0
1940,1,5,6,62,0,0,1,94,1192,1312,1300,1354,0,0,0,0,0,131408,0,2800,100,0,0,1,0,0,0,0,0
1941,1,5,6,62,0,0,1,94,1192,1299,1314,1354,0,0,0,0,0,131508,0,2700,100,0,0,1,0,0,0,0,0
1942,1,5,6,62,0,0,1,94,1192,1312,1314,1301,0,0,0,0,0,131608,0,2600,100,0,0,1,0,0,0,0,0
1943,1,5,6,62,0,0,1,94,1192,1293,1332,18,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1944,1,5,6,62,0,0,1,94,1192,1293,1332,19,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1945,1,5,6,62,0,0,1,94,1192,1293,1332,23,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1946,1,5,6,62,0,0,1,94,1192,1293,1332,24,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1947,1,5,6,62,0,0,1,94,1192,1293,1332,28,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1948,1,5,6,62,0,0,1,94,1192,1293,1332,29,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1949,1,5,6,62,0,0,1,94,1192,1294,1332,18,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1950,1,5,6,62,0,0,1,94,1192,1294,1332,19,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1951,1,5,6,62,0,0,1,94,1192,1294,1332,23,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1952,1,5,6,62,0,0,1,94,1192,1294,1332,24,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1953,1,5,6,62,0,0,1,94,1192,1294,1332,28,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1954,1,5,6,62,0,0,1,94,1192,1294,1332,29,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1955,1,5,6,62,0,0,1,94,1192,1295,1332,18,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1956,1,5,6,62,0,0,1,94,1192,1295,1332,19,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1957,1,5,6,62,0,0,1,94,1192,1295,1332,23,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1958,1,5,6,62,0,0,1,94,1192,1295,1332,24,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1959,1,5,6,62,0,0,1,94,1192,1295,1332,28,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1960,1,5,6,62,0,0,1,94,1192,1295,1332,29,1839,0,0,0,0,131708,0,2500,100,0,0,1,0,0,0,0,0
1961,1,5,6,62,0,0,1,94,1192,1284,1328,0,0,0,0,0,0,130118,0,6000,100,0,0,1,0,0,0,0,0
1962,1,5,6,62,0,0,1,94,1192,1285,1328,0,0,0,0,0,0,130218,0,5900,100,0,0,1,0,0,0,0,0
1963,1,5,6,62,0,0,1,94,1192,1286,1328,0,0,0,0,0,0,130318,0,5800,100,0,0,1,0,0,0,0,0
1964,1,5,6,62,0,0,1,94,1192,1287,1328,0,0,0,0,0,0,130418,0,5700,100,0,0,1,0,0,0,0,0
1965,1,5,6,62,0,0,1,94,1192,1296,1315,1298,1328,0,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1966,1,5,6,62,0,0,1,94,1192,1296,1297,1353,1328,0,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1967,1,5,6,62,0,0,1,94,1192,1313,1297,1298,1328,1839,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1968,1,5,6,62,0,0,1,94,1192,1299,1300,1354,1328,0,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1969,1,5,6,62,0,0,1,94,1192,1299,1314,1301,1328,0,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1970,1,5,6,62,0,0,1,94,1192,1312,1300,1301,1328,0,0,0,0,130518,0,5600,100,0,0,1,0,0,0,0,0
1971,1,5,6,62,0,0,1,94,1192,1288,1328,0,0,0,0,0,0,130618,0,5500,100,0,0,1,0,0,0,0,0
1972,1,5,6,62,0,0,1,94,1192,1289,1328,0,0,0,0,0,0,130718,0,5400,100,0,0,1,0,0,0,0,0
1973,1,5,6,62,0,0,1,94,1192,1290,1328,0,0,0,0,0,0,130818,0,5300,100,0,0,1,0,0,0,0,0
1974,1,5,6,62,0,0,1,94,1192,1329,40,1328,0,0,0,0,0,131918,0,5250,100,0,0,1,0,0,0,0,0
1975,1,5,6,62,0,0,1,94,1192,1302,1328,0,0,0,0,0,0,130918,0,5200,100,0,0,1,0,0,0,0,0
1976,1,5,6,62,0,0,1,94,1192,1303,1328,0,0,0,0,0,0,130918,0,5200,100,0,0,1,0,0,0,0,0
1977,1,5,6,62,0,0,1,94,1192,1297,1313,1353,1328,1839,0,0,0,131018,0,5100,100,0,0,1,0,0,0,0,0
1978,1,5,6,62,0,0,1,94,1192,1291,1328,0,0,0,0,0,0,131118,0,5000,100,0,0,1,0,0,0,0,0
1979,1,5,6,62,0,0,1,94,1192,1291,30,1328,0,0,0,0,0,131818,0,5050,100,0,0,1,0,0,0,0,0
1980,1,5,6,62,0,0,1,94,1192,1292,1328,0,0,0,0,0,0,131118,0,5000,100,0,0,1,0,0,0,0,0
1981,1,5,6,62,0,0,1,94,1192,1296,1315,1353,1328,0,0,0,0,131218,0,4900,100,0,0,1,0,0,0,0,0
1982,1,5,6,62,0,0,1,94,1192,1313,1315,1298,1328,1839,0,0,0,131318,0,4900,100,0,0,1,0,0,0,0,0
1983,1,5,6,62,0,0,1,94,1192,1312,1300,1354,1328,0,0,0,0,131418,0,4800,100,0,0,1,0,0,0,0,0
1984,1,5,6,62,0,0,1,94,1192,1299,1314,1354,1328,0,0,0,0,131518,0,4700,100,0,0,1,0,0,0,0,0
1985,1,5,6,62,0,0,1,94,1192,1312,1314,1301,1328,0,0,0,0,131618,0,4600,100,0,0,1,0,0,0,0,0
1986,1,5,6,62,0,0,1,94,1192,1293,1332,18,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1987,1,5,6,62,0,0,1,94,1192,1293,1332,19,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1988,1,5,6,62,0,0,1,94,1192,1293,1332,23,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1989,1,5,6,62,0,0,1,94,1192,1293,1332,24,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1990,1,5,6,62,0,0,1,94,1192,1293,1332,28,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1991,1,5,6,62,0,0,1,94,1192,1293,1332,29,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1992,1,5,6,62,0,0,1,94,1192,1294,1332,18,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1993,1,5,6,62,0,0,1,94,1192,1294,1332,19,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1994,1,5,6,62,0,0,1,94,1192,1294,1332,23,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1995,1,5,6,62,0,0,1,94,1192,1294,1332,24,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1996,1,5,6,62,0,0,1,94,1192,1294,1332,28,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1997,1,5,6,62,0,0,1,94,1192,1294,1332,29,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1998,1,5,6,62,0,0,1,94,1192,1295,1332,18,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
1999,1,5,6,62,0,0,1,94,1192,1295,1332,19,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
2000,1,5,6,62,0,0,1,94,1192,1295,1332,23,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
2001,1,5,6,62,0,0,1,94,1192,1295,1332,24,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
2002,1,5,6,62,0,0,1,94,1192,1295,1332,28,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
2003,1,5,6,62,0,0,1,94,1192,1295,1332,29,1328,1839,0,0,0,131718,0,4500,100,0,0,1,0,0,0,0,0
2004,1,5,6,62,0,0,1,784,1245,1284,0,0,0,0,0,0,0,130105,0,4100,100,0,0,1,0,0,0,0,0
2005,1,5,6,62,0,0,1,784,1245,1285,0,0,0,0,0,0,0,130205,0,4000,100,0,0,1,0,0,0,0,0
2006,1,5,6,62,0,0,1,784,1245,1286,0,0,0,0,0,0,0,130305,0,3900,100,0,0,1,0,0,0,0,0
2007,1,5,6,62,0,0,1,784,1245,1287,0,0,0,0,0,0,0,130405,0,3800,100,0,0,1,0,0,0,0,0
2008,1,5,6,62,0,0,1,784,1245,1296,1315,1298,0,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2009,1,5,6,62,0,0,1,784,1245,1296,1297,1353,0,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2010,1,5,6,62,0,0,1,784,1245,1313,1297,1298,1839,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2011,1,5,6,62,0,0,1,784,1245,1299,1300,1354,0,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2012,1,5,6,62,0,0,1,784,1245,1299,1314,1301,0,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2013,1,5,6,62,0,0,1,784,1245,1312,1300,1301,0,0,0,0,0,130505,0,3700,100,0,0,1,0,0,0,0,0
2014,1,5,6,62,0,0,1,784,1245,1288,0,0,0,0,0,0,0,130605,0,3600,100,0,0,1,0,0,0,0,0
2015,1,5,6,62,0,0,1,784,1245,1289,0,0,0,0,0,0,0,130705,0,3500,100,0,0,1,0,0,0,0,0
2016,1,5,6,62,0,0,1,784,1245,1290,0,0,0,0,0,0,0,130805,0,3400,100,0,0,1,0,0,0,0,0
2017,1,5,6,62,0,0,1,784,1245,1329,40,0,0,0,0,0,0,131905,0,3350,100,0,0,1,0,0,0,0,0
2018,1,5,6,62,0,0,1,784,1245,1302,0,0,0,0,0,0,0,130905,0,3300,100,0,0,1,0,0,0,0,0
2019,1,5,6,62,0,0,1,784,1245,1303,0,0,0,0,0,0,0,130905,0,3300,100,0,0,1,0,0,0,0,0
2020,1,5,6,62,0,0,1,784,1245,1297,1313,1353,1839,0,0,0,0,131005,0,3200,100,0,0,1,0,0,0,0,0
2021,1,5,6,62,0,0,1,784,1245,1291,0,0,0,0,0,0,0,131105,0,3100,100,0,0,1,0,0,0,0,0
2022,1,5,6,62,0,0,1,784,1245,1291,30,0,0,0,0,0,0,131805,0,3150,100,0,0,1,0,0,0,0,0
2023,1,5,6,62,0,0,1,784,1245,1292,0,0,0,0,0,0,0,131105,0,3100,100,0,0,1,0,0,0,0,0
2024,1,5,6,62,0,0,1,784,1245,1296,1315,1353,0,0,0,0,0,131205,0,3000,100,0,0,1,0,0,0,0,0
2025,1,5,6,62,0,0,1,784,1245,1313,1315,1298,1839,0,0,0,0,131305,0,3000,100,0,0,1,0,0,0,0,0
2026,1,5,6,62,0,0,1,784,1245,1312,1300,1354,0,0,0,0,0,131405,0,2900,100,0,0,1,0,0,0,0,0
2027,1,5,6,62,0,0,1,784,1245,1299,1314,1354,0,0,0,0,0,131505,0,2800,100,0,0,1,0,0,0,0,0
2028,1,5,6,62,0,0,1,784,1245,1312,1314,1301,0,0,0,0,0,131605,0,2700,100,0,0,1,0,0,0,0,0
2029,1,5,6,62,0,0,1,784,1245,1293,1332,18,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2030,1,5,6,62,0,0,1,784,1245,1293,1332,19,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2031,1,5,6,62,0,0,1,784,1245,1293,1332,23,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2032,1,5,6,62,0,0,1,784,1245,1293,1332,24,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2033,1,5,6,62,0,0,1,784,1245,1293,1332,28,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2034,1,5,6,62,0,0,1,784,1245,1293,1332,29,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2035,1,5,6,62,0,0,1,784,1245,1294,1332,18,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2036,1,5,6,62,0,0,1,784,1245,1294,1332,19,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2037,1,5,6,62,0,0,1,784,1245,1294,1332,23,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2038,1,5,6,62,0,0,1,784,1245,1294,1332,24,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2039,1,5,6,62,0,0,1,784,1245,1294,1332,28,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2040,1,5,6,62,0,0,1,784,1245,1294,1332,29,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2041,1,5,6,62,0,0,1,784,1245,1295,1332,18,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2042,1,5,6,62,0,0,1,784,1245,1295,1332,19,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2043,1,5,6,62,0,0,1,784,1245,1295,1332,23,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2044,1,5,6,62,0,0,1,784,1245,1295,1332,24,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2045,1,5,6,62,0,0,1,784,1245,1295,1332,28,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2046,1,5,6,62,0,0,1,784,1245,1295,1332,29,1839,0,0,0,0,131705,0,2600,100,0,0,1,0,0,0,0,0
2047,1,5,6,62,0,0,1,784,1245,1284,1328,0,0,0,0,0,0,130115,0,6100,100,0,0,1,0,0,0,0,0
2048,1,5,6,62,0,0,1,784,1245,1285,1328,0,0,0,0,0,0,130215,0,6000,100,0,0,1,0,0,0,0,0
2049,1,5,6,62,0,0,1,784,1245,1286,1328,0,0,0,0,0,0,130315,0,5900,100,0,0,1,0,0,0,0,0
2050,1,5,6,62,0,0,1,784,1245,1287,1328,0,0,0,0,0,0,130415,0,5800,100,0,0,1,0,0,0,0,0
2051,1,5,6,62,0,0,1,784,1245,1296,1315,1298,1328,0,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2052,1,5,6,62,0,0,1,784,1245,1296,1297,1353,1328,0,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2053,1,5,6,62,0,0,1,784,1245,1313,1297,1298,1328,1839,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2054,1,5,6,62,0,0,1,784,1245,1299,1300,1354,1328,0,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2055,1,5,6,62,0,0,1,784,1245,1299,1314,1301,1328,0,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2056,1,5,6,62,0,0,1,784,1245,1312,1300,1301,1328,0,0,0,0,130515,0,5700,100,0,0,1,0,0,0,0,0
2057,1,5,6,62,0,0,1,784,1245,1288,1328,0,0,0,0,0,0,130615,0,5600,100,0,0,1,0,0,0,0,0
2058,1,5,6,62,0,0,1,784,1245,1289,1328,0,0,0,0,0,0,130715,0,5500,100,0,0,1,0,0,0,0,0
2059,1,5,6,62,0,0,1,784,1245,1290,1328,0,0,0,0,0,0,130815,0,5400,100,0,0,1,0,0,0,0,0
2060,1,5,6,62,0,0,1,784,1245,1329,40,1328,0,0,0,0,0,131915,0,5350,100,0,0,1,0,0,0,0,0
2061,1,5,6,62,0,0,1,784,1245,1302,1328,0,0,0,0,0,0,130915,0,5300,100,0,0,1,0,0,0,0,0
2062,1,5,6,62,0,0,1,784,1245,1303,1328,0,0,0,0,0,0,130915,0,5300,100,0,0,1,0,0,0,0,0
2063,1,5,6,62,0,0,1,784,1245,1297,1313,1353,1328,1839,0,0,0,131015,0,5200,100,0,0,1,0,0,0,0,0
2064,1,5,6,62,0,0,1,784,1245,1291,1328,0,0,0,0,0,0,131115,0,5100,100,0,0,1,0,0,0,0,0
2065,1,5,6,62,0,0,1,784,1245,1291,30,1328,0,0,0,0,0,131815,0,5150,100,0,0,1,0,0,0,0,0
2066,1,5,6,62,0,0,1,784,1245,1292,1328,0,0,0,0,0,0,131115,0,5100,100,0,0,1,0,0,0,0,0
2067,1,5,6,62,0,0,1,784,1245,1296,1315,1353,1328,0,0,0,0,131215,0,5000,100,0,0,1,0,0,0,0,0
2068,1,5,6,62,0,0,1,784,1245,1313,1315,1298,1328,1839,0,0,0,131315,0,5000,100,0,0,1,0,0,0,0,0
2069,1,5,6,62,0,0,1,784,1245,1312,1300,1354,1328,0,0,0,0,131415,0,4900,100,0,0,1,0,0,0,0,0
2070,1,5,6,62,0,0,1,784,1245,1299,1314,1354,1328,0,0,0,0,131515,0,4800,100,0,0,1,0,0,0,0,0
2071,1,5,6,62,0,0,1,784,1245,1312,1314,1301,1328,0,0,0,0,131615,0,4700,100,0,0,1,0,0,0,0,0
2072,1,5,6,62,0,0,1,784,1245,1293,1332,18,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2073,1,5,6,62,0,0,1,784,1245,1293,1332,19,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2074,1,5,6,62,0,0,1,784,1245,1293,1332,23,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2075,1,5,6,62,0,0,1,784,1245,1293,1332,24,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2076,1,5,6,62,0,0,1,784,1245,1293,1332,28,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2077,1,5,6,62,0,0,1,784,1245,1293,1332,29,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2078,1,5,6,62,0,0,1,784,1245,1294,1332,18,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2079,1,5,6,62,0,0,1,784,1245,1294,1332,19,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2080,1,5,6,62,0,0,1,784,1245,1294,1332,23,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2081,1,5,6,62,0,0,1,784,1245,1294,1332,24,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2082,1,5,6,62,0,0,1,784,1245,1294,1332,28,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2083,1,5,6,62,0,0,1,784,1245,1294,1332,29,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2084,1,5,6,62,0,0,1,784,1245,1295,1332,18,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2085,1,5,6,62,0,0,1,784,1245,1295,1332,19,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2086,1,5,6,62,0,0,1,784,1245,1295,1332,23,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2087,1,5,6,62,0,0,1,784,1245,1295,1332,24,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2088,1,5,6,62,0,0,1,784,1245,1295,1332,28,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2089,1,5,6,62,0,0,1,784,1245,1295,1332,29,1328,1839,0,0,0,131715,0,4600,100,0,0,1,0,0,0,0,0
2090,1,2,3,83,0,0,1,390,1245,1296,1297,29,0,0,0,0,0,132001,0,4000,100,0,0,1,0,0,0,0,1
2091,1,2,3,83,0,0,1,390,1245,1299,1300,28,0,0,0,0,0,132002,0,3900,100,0,0,1,0,0,0,0,1
2092,1,2,3,83,0,0,1,390,1245,1296,24,0,0,0,0,0,0,132003,0,3800,100,0,0,1,0,0,0,0,1
2093,1,2,3,83,0,0,1,390,1245,1299,23,0,0,0,0,0,0,132004,0,3700,100,0,0,1,0,0,0,0,1
2094,1,2,3,83,0,0,1,390,1245,1299,1314,28,0,0,0,0,0,132005,0,3600,100,0,0,1,0,0,0,0,1
2095,1,2,3,83,0,0,1,390,1245,1312,1300,28,0,0,0,0,0,132006,0,3500,100,0,0,1,0,0,0,0,1
2096,1,2,3,83,0,0,1,390,1245,1296,1315,29,0,0,0,0,0,132007,0,3400,100,0,0,1,0,0,0,0,1
2097,1,2,3,83,0,0,1,390,1245,1313,1297,29,1839,0,0,0,0,132008,0,3300,100,0,0,1,0,0,0,0,1
2098,1,2,3,83,0,0,1,390,1245,1294,18,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2099,1,2,3,83,0,0,1,390,1245,1294,19,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2100,1,2,3,83,0,0,1,390,1245,1294,23,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2101,1,2,3,83,0,0,1,390,1245,1294,24,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2102,1,2,3,83,0,0,1,390,1245,1294,28,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2103,1,2,3,83,0,0,1,390,1245,1294,29,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2104,1,2,3,83,0,0,1,390,1245,1293,18,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2105,1,2,3,83,0,0,1,390,1245,1293,19,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2106,1,2,3,83,0,0,1,390,1245,1293,23,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2107,1,2,3,83,0,0,1,390,1245,1293,24,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2108,1,2,3,83,0,0,1,390,1245,1293,28,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2109,1,2,3,83,0,0,1,390,1245,1293,29,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2110,1,2,3,83,0,0,1,390,1245,1295,18,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2111,1,2,3,83,0,0,1,390,1245,1295,19,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2112,1,2,3,83,0,0,1,390,1245,1295,23,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2113,1,2,3,83,0,0,1,390,1245,1295,24,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2114,1,2,3,83,0,0,1,390,1245,1295,28,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2115,1,2,3,83,0,0,1,390,1245,1295,29,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2117,1,2,3,83,0,0,1,390,1245,1291,30,0,0,0,0,0,0,132011,0,3000,100,0,0,1,0,0,0,0,1
2118,1,2,3,83,0,0,1,390,1245,1329,0,0,0,0,0,0,0,132012,0,2900,100,0,0,1,0,0,0,0,1
2119,1,2,3,83,0,0,1,91,1352,1296,1297,29,0,0,0,0,0,132001,0,4000,100,0,0,1,0,0,0,0,1
2120,1,2,3,83,0,0,1,91,1352,1299,1300,28,0,0,0,0,0,132002,0,3900,100,0,0,1,0,0,0,0,1
2121,1,2,3,83,0,0,1,91,1352,1296,24,0,0,0,0,0,0,132003,0,3800,100,0,0,1,0,0,0,0,1
2122,1,2,3,83,0,0,1,91,1352,1299,23,0,0,0,0,0,0,132004,0,3700,100,0,0,1,0,0,0,0,1
2123,1,2,3,83,0,0,1,91,1352,1299,1314,28,0,0,0,0,0,132005,0,3600,100,0,0,1,0,0,0,0,1
2124,1,2,3,83,0,0,1,91,1352,1312,1300,28,0,0,0,0,0,132006,0,3500,100,0,0,1,0,0,0,0,1
2125,1,2,3,83,0,0,1,91,1352,1296,1315,29,0,0,0,0,0,132007,0,3400,100,0,0,1,0,0,0,0,1
2126,1,2,3,83,0,0,1,91,1352,1313,1297,29,1839,0,0,0,0,132008,0,3300,100,0,0,1,0,0,0,0,1
2127,1,2,3,83,0,0,1,91,1352,1294,18,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
2128,1,2,3,83,0,0,1,91,1352,1294,19,1332,1839,0,0,0,0,132009,0,3200,100,0,0,1,0,0,0,0,1
