id,score_group_id,score_type,data,disp_order,bonus_score,reward_coin
911,31,4,1000,7,1500,150
912,31,4,1201,8,1000,100
913,31,5,1000,9,1500,150
914,31,5,1201,10,1000,100
915,31,8,6,11,1500,300
916,31,6,202722,12,400,100
917,31,6,202502,13,400,100
918,31,6,200462,14,400,100
919,31,6,202112,15,400,100
920,31,6,202552,16,400,100
921,31,6,202802,17,400,100
922,31,6,210302,18,400,100
923,31,6,202721,19,1200,200
924,31,6,202501,20,1200,200
925,31,6,200461,21,1200,200
926,31,6,202111,22,1200,200
927,31,6,202551,23,1200,200
928,31,6,202801,24,1200,200
929,31,6,210301,25,1200,200
930,31,7000,4,26,1500,450
931,31,7001,300,27,1500,450
932,31,7002,300,28,1500,450
933,31,7003,300,29,1500,450
934,31,102,1,30,40,0
935,31,102,2,31,50,0
936,31,102,3,32,60,0
937,31,102,4,33,70,0
938,31,102,5,34,80,0
939,31,102,6,35,90,0
940,31,102,7,36,100,0
941,31,102,8,37,100,0
942,32,1,1000,1,1500,150
943,32,1,1201,2,1000,100
944,32,2,1000,3,1500,150
945,32,2,1201,4,1000,100
946,32,3,1000,5,1500,150
947,32,3,1201,6,1000,100
948,32,4,1000,7,1500,150
949,32,4,1201,8,1000,100
950,32,5,1000,9,1500,150
951,32,5,1201,10,1000,100
952,32,8,6,11,1500,300
953,32,6,202722,12,400,100
954,32,6,200722,13,400,100
955,32,6,202102,14,400,100
956,32,6,202552,15,400,100
957,32,6,202802,16,400,100
958,32,6,200512,17,400,100
959,32,6,210302,18,400,100
960,32,6,202721,19,1200,200
961,32,6,200721,20,1200,200
962,32,6,202101,21,1200,200
963,32,6,202551,22,1200,200
964,32,6,202801,23,1200,200
965,32,6,200511,24,1200,200
966,32,6,210301,25,1200,200
967,32,7000,4,26,1500,450
968,32,7001,300,27,1500,450
969,32,7002,300,28,1500,450
970,32,7003,300,29,1500,450
971,32,103,1,30,40,0
972,32,103,2,31,50,0
973,32,103,3,32,60,0
974,32,103,4,33,70,0
975,32,103,5,34,80,0
976,32,103,6,35,90,0
977,32,103,7,36,100,0
978,32,103,8,37,100,0
979,33,1,1000,1,1500,150
980,33,1,1201,2,1000,100
981,33,2,1000,3,1500,150
982,33,2,1201,4,1000,100
983,33,3,1000,5,1500,150
984,33,3,1201,6,1000,100
985,33,4,1000,7,1500,150
986,33,4,1201,8,1000,100
987,33,5,1000,9,1500,150
988,33,5,1201,10,1000,100
989,33,8,6,11,1500,300
990,33,6,202722,12,400,100
991,33,6,200742,13,400,100
992,33,6,200382,14,400,100
993,33,6,200352,15,400,100
994,33,6,202552,16,400,100
995,33,6,202802,17,400,100
996,33,6,200512,18,400,100
997,33,6,202721,19,1200,200
998,33,6,200741,20,1200,200
999,33,6,200381,21,1200,200
1000,33,6,200351,22,1200,200
1001,33,6,202551,23,1200,200
1002,33,6,202801,24,1200,200
1003,33,6,200511,25,1200,200
1004,33,7000,4,26,1500,450
1005,33,7001,300,27,1500,450
1006,33,7002,300,28,1500,450
1007,33,7003,300,29,1500,450
1008,33,104,1,30,40,0
1009,33,104,2,31,50,0
1010,33,104,3,32,60,0
1011,33,104,4,33,70,0
1012,33,104,5,34,80,0
1013,33,104,6,35,90,0
1014,33,104,7,36,100,0
1015,33,104,8,37,100,0
1016,34,1,1000,1,1500,150
1017,34,1,1201,2,1000,100
1018,34,2,1000,3,1500,150
1019,34,2,1201,4,1000,100
1020,34,3,1000,5,1500,150
1021,34,3,1201,6,1000,100
1022,34,4,1000,7,1500,150
1023,34,4,1201,8,1000,100
1024,34,5,1000,9,1500,150
1025,34,5,1201,10,1000,100
1026,34,8,6,11,1500,300
1027,34,6,201672,12,400,100
1028,34,6,201682,13,400,100
1029,34,6,202532,14,400,100
1030,34,6,202552,15,400,100
1031,34,6,202802,16,400,100
1032,34,6,200512,17,400,100
1033,34,6,210302,18,400,100
1034,34,6,201671,19,1200,200
1035,34,6,201681,20,1200,200
1036,34,6,202531,21,1200,200
1037,34,6,202551,22,1200,200
1038,34,6,202801,23,1200,200
1039,34,6,200511,24,1200,200
1040,34,6,210301,25,1200,200
1041,34,7000,4,26,1500,450
1042,34,7001,300,27,1500,450
1043,34,7002,300,28,1500,450
1044,34,7003,300,29,1500,450
1045,34,106,1,30,40,0
1046,34,106,2,31,50,0
1047,34,106,3,32,60,0
1048,34,106,4,33,70,0
1049,34,106,5,34,80,0
1050,34,106,6,35,90,0
1051,34,106,7,36,100,0
1052,34,106,8,37,100,0
1053,35,1,1000,1,1500,150
1054,35,1,1201,2,1000,100
1055,35,2,1000,3,1500,150
1056,35,2,1201,4,1000,100
1057,35,3,1000,5,1500,150
1058,35,3,1201,6,1000,100
1059,35,4,1000,7,1500,150
1060,35,4,1201,8,1000,100
1061,35,5,1000,9,1500,150
1062,35,5,1201,10,1000,100
1063,35,8,6,11,1500,300
1064,35,6,200332,12,400,100
1065,35,6,200362,13,400,100
1066,35,6,202722,14,400,100
1067,35,6,200462,15,400,100
1068,35,6,202552,16,400,100
1069,35,6,202802,17,400,100
1070,35,6,200512,18,400,100
1071,35,6,210302,19,400,100
1072,35,6,200331,20,1200,250
1073,35,6,200361,21,1200,250
1074,35,6,202721,22,1200,250
1075,35,6,200461,23,1200,250
1076,35,6,202551,24,1200,250
1077,35,6,202801,25,1200,250
1078,35,6,200511,26,1200,250
1079,35,6,210301,27,1200,250
1080,35,7,100,29,100,100
1081,35,7,200,30,70,0
1082,35,7,300,31,50,0
1083,35,7,400,32,20,0
1084,35,7000,4,33,1500,450
1085,35,7001,300,34,1500,450
1086,35,7002,300,35,1500,450
1087,35,7003,300,36,1500,450
1088,36,1,1000,1,1500,150
1089,36,1,1201,2,1000,100
1090,36,2,1000,3,1500,150
1091,36,2,1201,4,1000,100
1092,36,3,1000,5,1500,150
1093,36,3,1201,6,1000,100
1094,36,4,1000,7,1500,150
1095,36,4,1201,8,1000,100
1096,36,5,1000,9,1500,150
1097,36,5,1201,10,1000,100
1098,36,8,1,11,400,100
1099,36,8,2,12,1200,250
1100,36,8,6,13,1500,300
1101,36,7,100,14,100,100
1102,36,7,200,15,70,0
1103,36,7,300,16,50,0
1104,36,7,400,17,20,0
1105,36,7000,4,18,1500,450
1106,36,7001,300,20,1500,450
1107,36,7002,300,21,1500,450
1108,36,7003,300,22,1500,450
1109,37,1,1000,1,2000,200
1110,37,1,1201,2,1000,100
1111,37,3,1000,3,2000,200
1112,37,3,1201,4,1000,100
1113,37,4,1000,5,2000,200
1114,37,4,1201,6,1000,100
1115,37,5,1000,7,2000,200
1116,37,5,1201,8,1000,100
1117,37,8,6,9,1500,300
1118,37,6,203012,10,400,100
1119,37,6,200652,11,400,100
1120,37,6,200432,12,400,100
1121,37,6,203042,13,400,100
1122,37,6,201591,14,400,100
1123,37,6,210322,15,400,100
1124,37,6,202792,16,400,100
1125,37,6,203011,17,1200,200
1126,37,6,200651,18,1200,200
1127,37,6,200431,19,1200,200
1128,37,6,203041,20,1200,200
1129,37,6,201592,21,1200,200
1130,37,6,210321,22,1200,200
1131,37,6,202791,23,1200,200
1132,37,8000,15,24,2000,600
1133,37,8001,20,25,2000,600
1134,37,8002,4,26,2000,600
1135,37,101,1,27,40,0
1136,37,101,2,28,50,0
1137,37,101,3,29,60,0
1138,37,101,4,30,70,0
1139,37,101,5,31,80,0
1140,37,101,6,32,90,0
1141,37,101,7,33,100,0
1142,37,101,8,34,100,0
1143,38,1,1000,1,2000,200
1144,38,1,1201,2,1000,100
1145,38,3,1000,3,2000,200
1146,38,3,1201,4,1000,100
1147,38,4,1000,5,2000,200
1148,38,4,1201,6,1000,100
1149,38,5,1000,7,2000,200
1150,38,5,1201,8,1000,100
1151,38,8,6,9,1500,300
1152,38,6,203022,10,400,100
1153,38,6,202672,11,400,100
1154,38,6,202402,12,400,100
1155,38,6,203042,13,400,100
1156,38,6,201591,14,400,100
1157,38,6,210322,15,400,100
1158,38,6,202792,16,400,100
1159,38,6,203021,17,1200,200
1160,38,6,202671,18,1200,200
1161,38,6,202401,19,1200,200
1162,38,6,203041,20,1200,200
1163,38,6,201592,21,1200,200
1164,38,6,210321,22,1200,200
1165,38,6,202791,23,1200,200
1166,38,8000,15,24,2000,600
1167,38,8001,20,25,2000,600
1168,38,8002,4,26,2000,600
1169,38,102,1,27,40,0
1170,38,102,2,28,50,0
1171,38,102,3,29,60,0
1172,38,102,4,30,70,0
1173,38,102,5,31,80,0
1174,38,102,6,32,90,0
1175,38,102,7,33,100,0
1176,38,102,8,34,100,0
1177,41,1,1000,1,2000,200
1178,41,1,1201,2,1000,100
1179,41,3,1000,3,2000,200
1180,41,3,1201,4,1000,100
1181,41,4,1000,5,2000,200
1182,41,4,1201,6,1000,100
1183,41,5,1000,7,2000,200
1184,41,5,1201,8,1000,100
1185,41,8,6,9,1500,300
1186,41,6,200332,10,400,100
1187,41,6,201682,11,400,100
1188,41,6,202532,12,400,100
1189,41,6,203042,13,400,100
1190,41,6,201591,14,400,100
1191,41,6,210322,15,400,100
1192,41,6,202792,16,400,100
1193,41,6,200331,17,1200,200
1194,41,6,201681,18,1200,200
1195,41,6,202531,19,1200,200
1196,41,6,203041,20,1200,200
1197,41,6,201592,21,1200,200
1198,41,6,210321,22,1200,200
1199,41,6,202791,23,1200,200
1200,41,8000,15,24,2000,600
1201,41,8001,20,25,2000,600
1202,41,8002,4,26,2000,600
1203,41,106,1,27,40,0
1204,41,106,2,28,50,0
1205,41,106,3,29,60,0
1206,41,106,4,30,70,0
1207,41,106,5,31,80,0
1208,41,106,6,32,90,0
1209,41,106,7,33,100,0
1210,41,106,8,34,100,0
1211,42,1,1000,1,2000,200
1212,42,1,1201,2,1000,100
1213,42,3,1000,3,2000,200
1214,42,3,1201,4,1000,100
1215,42,4,1000,5,2000,200
1216,42,4,1201,6,1000,100
1217,42,5,1000,7,2000,200
1218,42,5,1201,8,1000,100
1219,42,8,6,9,1500,300
1220,42,6,200332,10,400,100
1221,42,6,200362,11,400,100
1222,42,6,201611,12,400,100
1223,42,6,202552,13,400,100
1224,42,6,203042,14,400,100
1225,42,6,201591,15,400,100
1226,42,6,210322,16,400,100
1227,42,6,202792,17,400,100
1228,42,6,200331,18,1200,250
1229,42,6,200361,19,1200,250
1230,42,6,201612,20,1200,250
1231,42,6,202551,21,1200,250
1232,42,6,203041,22,1200,250
1233,42,6,201592,23,1200,250
1234,42,6,210321,24,1200,250
1235,42,6,202791,25,1200,250
1236,42,7,100,26,100,100
1237,42,7,200,27,70,0
1238,42,7,300,28,50,0
1239,42,7,400,29,20,0
1240,42,8000,15,30,2000,600
1241,42,8001,20,31,2000,600
1242,42,8002,4,32,2000,600
1243,43,1,1000,1,2000,200
1244,43,1,1201,2,1000,100
1245,43,3,1000,3,2000,200
1246,43,3,1201,4,1000,100
1247,43,4,1000,5,2000,200
1248,43,4,1201,6,1000,100
1249,43,5,1000,7,2000,200
1250,43,5,1201,8,1000,100
1251,43,8,1,9,400,100
1252,43,8,2,10,1200,250
1253,43,8,6,11,1500,300
1254,43,7,100,12,100,100
1255,43,7,200,13,70,0
1256,43,7,300,14,50,0
1257,43,7,400,15,20,0
1258,43,8000,15,16,2000,600
1259,43,8001,20,17,2000,600
1260,43,8002,4,18,2000,600
1261,44,1,1000,1,1500,150
1262,44,1,1201,2,1000,100
1263,44,2,1000,3,1500,150
1264,44,2,1201,4,1000,100
1265,44,3,1000,3,1500,150
1266,44,3,1201,4,1000,100
1267,44,4,1000,5,1500,150
1268,44,4,1201,6,1000,100
1269,44,5,1000,7,1500,150
1270,44,5,1201,8,1000,100
1271,44,8,6,9,1500,300
1272,44,6,201272,10,400,100
1273,44,6,200532,11,400,100
1274,44,6,203032,12,400,100
1275,44,6,200332,13,400,100
1276,44,6,203242,14,400,100
1277,44,6,200512,15,400,100
1278,44,6,210342,16,400,100
1279,44,6,201271,17,1200,200
1280,44,6,200531,18,1200,200
1281,44,6,203031,19,1200,200
1282,44,6,200331,20,1200,200
1283,44,6,203241,21,1200,200
1284,44,6,200511,22,1200,200
1285,44,6,210341,23,1200,200
1286,44,9000,20,24,2000,600
1287,44,9001,4,25,2000,600
1288,44,9002,2000,26,2000,600
1289,44,107,1,27,40,0
1290,44,107,2,28,50,0
1291,44,107,3,29,60,0
1292,44,107,4,30,70,0
1293,44,107,5,31,80,0
1294,44,107,6,32,90,0
1295,44,107,7,33,100,0
1296,44,107,8,34,100,0
1297,45,1,1000,1,1500,150
1298,45,1,1201,2,1000,100
1299,45,2,1000,3,1500,150
1300,45,2,1201,4,1000,100
1301,45,3,1000,3,1500,150
1302,45,3,1201,4,1000,100
1303,45,4,1000,5,1500,150
1304,45,4,1201,6,1000,100
1305,45,5,1000,7,1500,150
1306,45,5,1201,8,1000,100
1307,45,8,6,9,1500,300
1308,45,6,202762,10,400,100
1309,45,6,203032,11,400,100
1310,45,6,202982,12,400,100
1311,45,6,200332,13,400,100
1312,45,6,203242,14,400,100
1313,45,6,200512,15,400,100
1314,45,6,210342,16,400,100
1315,45,6,202761,17,1200,200
1316,45,6,203031,18,1200,200
1317,45,6,202981,19,1200,200
1318,45,6,200331,20,1200,200
1319,45,6,203241,21,1200,200
1320,45,6,200511,22,1200,200
1321,45,6,210341,23,1200,200
1322,45,9000,20,24,2000,600
1323,45,9001,4,25,2000,600
1324,45,9002,2000,26,2000,600
1325,45,108,1,27,40,0
1326,45,108,2,28,50,0
1327,45,108,3,29,60,0
1328,45,108,4,30,70,0
1329,45,108,5,31,80,0
1330,45,108,6,32,90,0
1331,45,108,7,33,100,0
1332,45,108,8,34,100,0
1333,46,1,1000,1,1500,150
1334,46,1,1201,2,1000,100
1335,46,2,1000,3,1500,150
1336,46,2,1201,4,1000,100
1337,46,3,1000,3,1500,150
1338,46,3,1201,4,1000,100
1339,46,4,1000,5,1500,150
1340,46,4,1201,6,1000,100
1341,46,5,1000,7,1500,150
1342,46,5,1201,8,1000,100
1343,46,8,6,9,1500,300
1344,46,6,202092,10,400,100
1345,46,6,203252,11,400,100
1346,46,6,203152,12,400,100
1347,46,6,200332,13,400,100
1348,46,6,203242,14,400,100
1349,46,6,200512,15,400,100
1350,46,6,210342,16,400,100
1351,46,6,202091,17,1200,200
1352,46,6,203251,18,1200,200
1353,46,6,203151,19,1200,200
1354,46,6,200331,20,1200,200
1355,46,6,203241,21,1200,200
1356,46,6,200511,22,1200,200
1357,46,6,210341,23,1200,200
1358,46,9000,20,24,2000,600
1359,46,9001,4,25,2000,600
1360,46,9002,2000,26,2000,600
1361,46,109,1,27,40,0
1362,46,109,2,28,50,0
1363,46,109,3,29,60,0
1364,46,109,4,30,70,0
1365,46,109,5,31,80,0
1366,46,109,6,32,90,0
1367,46,109,7,33,100,0
1368,46,109,8,34,100,0
1369,47,1,1000,1,1500,150
1370,47,1,1201,2,1000,100
1371,47,2,1000,3,1500,150
1372,47,2,1201,4,1000,100
1373,47,3,1000,3,1500,150
1374,47,3,1201,4,1000,100
1375,47,4,1000,5,1500,150
1376,47,4,1201,6,1000,100
1377,47,5,1000,7,1500,150
1378,47,5,1201,8,1000,100
1379,47,8,6,9,1500,300
1380,47,6,202902,10,400,100
1381,47,6,201452,11,400,100
1382,47,6,201451,12,400,100
1383,47,6,202022,12,400,100
1384,47,6,200332,13,400,100
1385,47,6,203242,14,400,100
1386,47,6,200512,15,400,100
1387,47,6,210342,16,400,100
1388,47,6,202901,17,1200,200
1389,47,6,201453,18,1200,200
1390,47,6,202021,19,1200,200
1391,47,6,200331,20,1200,200
1392,47,6,203241,21,1200,200
1393,47,6,200511,22,1200,200
1394,47,6,210341,23,1200,200
1395,47,9000,20,24,2000,600
1396,47,9001,4,25,2000,600
1397,47,9002,2000,26,2000,600
1398,47,110,1,27,40,0
1399,47,110,2,28,50,0
1400,47,110,3,29,60,0
1401,47,110,4,30,70,0
1402,47,110,5,31,80,0
1403,47,110,6,32,90,0
1404,47,110,7,33,100,0
1405,47,110,8,34,100,0
1406,48,1,1000,1,1500,150
1407,48,1,1201,2,1000,100
1408,48,2,1000,3,1500,150
1409,48,2,1201,4,1000,100
1410,48,3,1000,3,1500,150
1411,48,3,1201,4,1000,100
1412,48,4,1000,5,1500,150
1413,48,4,1201,6,1000,100
1414,48,5,1000,7,1500,150
1415,48,5,1201,8,1000,100
1416,48,8,6,9,1500,300
1417,48,6,202722,10,400,100
1418,48,6,201611,11,400,100
1419,48,6,203142,12,400,100
1420,48,6,202552,13,400,100
1421,48,6,200332,14,400,100
1422,48,6,203242,15,400,100
1423,48,6,200512,16,400,100
1424,48,6,210342,17,400,100
1425,48,6,202721,18,1200,250
1426,48,6,201612,19,1200,250
1427,48,6,203141,20,1200,250
1428,48,6,202551,21,1200,250
1429,48,6,200331,22,1200,250
1430,48,6,203241,23,1200,250
1431,48,6,200511,24,1200,250
1432,48,6,210341,25,1200,250
1433,48,7,100,26,100,100
1434,48,7,200,27,70,0
1435,48,7,300,28,50,0
1436,48,7,400,29,20,0
1437,48,9000,20,30,2000,600
1438,48,9001,4,31,2000,600
1439,48,9002,2000,32,2000,600
1440,49,1,1000,1,1500,150
1441,49,1,1201,2,1000,100
1442,49,2,1000,3,1500,150
1443,49,2,1201,4,1000,100
1444,49,3,1000,3,1500,150
1445,49,3,1201,4,1000,100
1446,49,4,1000,5,1500,150
1447,49,4,1201,6,1000,100
1448,49,5,1000,7,1500,150
1449,49,5,1201,8,1000,100
1450,49,8,1,9,400,100
1451,49,8,2,10,1200,250
1452,49,8,6,11,1500,300
1453,49,7,100,12,100,100
1454,49,7,200,13,70,0
1455,49,7,300,14,50,0
1456,49,7,400,15,20,0
1457,49,9000,20,16,2000,600
1458,49,9001,4,17,2000,600
1459,49,9002,2000,18,2000,600
1460,50,1,1000,1,1500,150
1461,50,1,1201,2,1000,100
1462,50,2,1000,3,1500,150
1463,50,2,1201,4,1000,100
1464,50,3,1000,5,1500,150
1465,50,3,1201,6,1000,100
1466,50,4,1000,7,1500,150
1467,50,4,1201,8,1000,100
1468,50,5,1000,9,1500,150
1469,50,5,1201,10,1000,100
1470,50,8,6,11,1500,300
1471,50,6,200432,12,400,100
1472,50,6,200652,13,400,100
1473,50,6,202752,14,400,100
1474,50,6,203502,15,400,100
1475,50,6,200362,16,400,100
1476,50,6,202792,17,400,100
1477,50,6,210352,18,400,100
1478,50,6,200431,19,1200,200
1479,50,6,200651,20,1200,200
1480,50,6,202751,21,1200,200
1481,50,6,203501,22,1200,200
1482,50,6,200361,23,1200,200
1483,50,6,202791,24,1200,200
1484,50,6,210351,25,1200,200
1485,50,10000,1,26,2000,600
1486,50,10001,2,27,2000,600
1487,50,10002,20,29,2000,600
1488,50,101,1,30,40,0
1489,50,101,2,31,50,0
1490,50,101,3,32,60,0
1491,50,101,4,33,70,0
1492,50,101,5,34,80,0
1493,50,101,6,35,90,0
1494,50,101,7,36,100,0
1495,50,101,8,37,100,0
1496,51,1,1000,1,1500,150
1497,51,1,1201,2,1000,100
1498,51,2,1000,3,1500,150
1499,51,2,1201,4,1000,100
1500,51,3,1000,5,1500,150
1501,51,3,1201,6,1000,100
1502,51,4,1000,7,1500,150
1503,51,4,1201,8,1000,100
1504,51,5,1000,9,1500,150
1505,51,5,1201,10,1000,100
1506,51,8,6,11,1500,300
1507,51,6,202502,12,400,100
1508,51,6,202402,13,400,100
1509,51,6,203042,14,400,100
1510,51,6,203502,15,400,100
1511,51,6,200362,16,400,100
1512,51,6,202792,17,400,100
1513,51,6,210352,18,400,100
1514,51,6,202501,19,1200,200
1515,51,6,202401,20,1200,200
1516,51,6,203041,21,1200,200
1517,51,6,203501,22,1200,200
1518,51,6,200361,23,1200,200
1519,51,6,202791,24,1200,200
1520,51,6,210351,25,1200,200
1521,51,10000,1,26,2000,600
1522,51,10001,2,27,2000,600
1523,51,10002,20,29,2000,600
1524,51,102,1,30,40,0
1525,51,102,2,31,50,0
1526,51,102,3,32,60,0
1527,51,102,4,33,70,0
1528,51,102,5,34,80,0
1529,51,102,6,35,90,0
1530,51,102,7,36,100,0
1531,51,102,8,37,100,0
1532,52,1,1000,1,1500,150
1533,52,1,1201,2,1000,100
1534,52,2,1000,3,1500,150
1535,52,2,1201,4,1000,100
1536,52,3,1000,5,1500,150
1537,52,3,1201,6,1000,100
1538,52,4,1000,7,1500,150
1539,52,4,1201,8,1000,100
1540,52,5,1000,9,1500,150
1541,52,5,1201,10,1000,100
1542,52,8,6,11,1500,300
1543,52,6,203432,12,400,100
1544,52,6,203252,13,400,100
1545,52,6,203142,14,400,100
1546,52,6,203502,15,400,100
1547,52,6,200362,16,400,100
1548,52,6,202792,17,400,100
1549,52,6,210352,18,400,100
1550,52,6,203431,19,1200,200
1551,52,6,203251,20,1200,200
1552,52,6,203141,21,1200,200
1553,52,6,203501,22,1200,200
1554,52,6,200361,23,1200,200
1555,52,6,202791,24,1200,200
1556,52,6,210351,25,1200,200
1557,52,10000,1,26,2000,600
1558,52,10001,2,27,2000,600
1559,52,10002,20,29,2000,600
1560,52,103,1,30,40,0
1561,52,103,2,31,50,0
1562,52,103,3,32,60,0
1563,52,103,4,33,70,0
1564,52,103,5,34,80,0
1565,52,103,6,35,90,0
1566,52,103,7,36,100,0
1567,52,103,8,37,100,0
1568,53,1,1000,1,1500,150
1569,53,1,1201,2,1000,100
1570,53,2,1000,3,1500,150
1571,53,2,1201,4,1000,100
1572,53,3,1000,5,1500,150
1573,53,3,1201,6,1000,100
1574,53,4,1000,7,1500,150
1575,53,4,1201,8,1000,100
1576,53,5,1000,9,1500,150
1577,53,5,1201,10,1000,100
1578,53,8,6,11,1500,300
1579,53,6,203242,12,400,100
1580,53,6,201591,13,400,100
1581,53,6,200352,14,400,100
1582,53,6,203502,15,400,100
1583,53,6,200362,16,400,100
1584,53,6,202792,17,400,100
1585,53,6,210352,18,400,100
1586,53,6,203241,19,1200,200
1587,53,6,201592,20,1200,200
1588,53,6,200351,21,1200,200
1589,53,6,203501,22,1200,200
1590,53,6,200361,23,1200,200
1591,53,6,202791,24,1200,200
1592,53,6,210351,25,1200,200
1593,53,10000,1,26,2000,600
1594,53,10001,2,27,2000,600
1595,53,10002,20,29,2000,600
1596,53,104,1,30,40,0
1597,53,104,2,31,50,0
1598,53,104,3,32,60,0
1599,53,104,4,33,70,0
1600,53,104,5,34,80,0
1601,53,104,6,35,90,0
1602,53,104,7,36,100,0
1603,53,104,8,37,100,0
1604,54,1,1000,1,1500,150
1605,54,1,1201,2,1000,100
1606,54,2,1000,3,1500,150
1607,54,2,1201,4,1000,100
1608,54,3,1000,5,1500,150
1609,54,3,1201,6,1000,100
1610,54,4,1000,7,1500,150
1611,54,4,1201,8,1000,100
1612,54,5,1000,9,1500,150
1613,54,5,1201,10,1000,100
1614,54,8,6,11,1500,300
1615,54,6,202832,12,400,100
1616,54,6,202952,13,400,100
1617,54,6,203103,14,400,100
1618,54,6,203102,14,400,100
1619,54,6,203502,15,400,100
1620,54,6,200362,16,400,100
1621,54,6,202792,17,400,100
1622,54,6,210352,18,400,100
1623,54,6,202831,19,1200,200
1624,54,6,202951,20,1200,200
1625,54,6,203101,21,1200,200
1626,54,6,203501,22,1200,200
1627,54,6,200361,23,1200,200
1628,54,6,202791,24,1200,200
1629,54,6,210351,25,1200,200
1630,54,10000,1,26,2000,600
1631,54,10001,2,27,2000,600
1632,54,10002,20,29,2000,600
1633,54,106,1,30,40,0
1634,54,106,2,31,50,0
1635,54,106,3,32,60,0
1636,54,106,4,33,70,0
1637,54,106,5,34,80,0
1638,54,106,6,35,90,0
1639,54,106,7,36,100,0
1640,54,106,8,37,100,0
1641,55,1,1000,1,1500,150
1642,55,1,1201,2,1000,100
1643,55,2,1000,3,1500,150
1644,55,2,1201,4,1000,100
1645,55,3,1000,5,1500,150
1646,55,3,1201,6,1000,100
1647,55,4,1000,7,1500,150
1648,55,4,1201,8,1000,100
1649,55,5,1000,9,1500,150
1650,55,5,1201,10,1000,100
1651,55,8,6,11,1500,300
1652,55,6,200332,12,400,100
1653,55,6,201611,13,400,100
1654,55,6,202802,14,400,100
1655,55,6,201651,15,400,100
1656,55,6,203502,16,400,100
1657,55,6,200362,17,400,100
1658,55,6,202792,18,400,100
1659,55,6,210352,19,400,100
1660,55,6,200331,20,1200,250
1661,55,6,201612,21,1200,250
1662,55,6,202801,22,1200,250
1663,55,6,201652,23,1200,250
1664,55,6,203501,24,1200,250
1665,55,6,200361,25,1200,250
1666,55,6,202791,26,1200,250
1667,55,6,210351,27,1200,250
1668,55,7,100,29,100,100
1669,55,7,200,30,70,0
1670,55,7,300,31,50,0
1671,55,7,400,32,20,0
1672,55,10000,1,26,2000,600
1673,55,10001,2,27,2000,600
1674,55,10002,20,29,2000,600
1675,56,1,1000,1,1500,150
1676,56,1,1201,2,1000,100
1677,56,2,1000,3,1500,150
1678,56,2,1201,4,1000,100
1679,56,3,1000,5,1500,150
1680,56,3,1201,6,1000,100
1681,56,4,1000,7,1500,150
1682,56,4,1201,8,1000,100
1683,56,5,1000,9,1500,150
1684,56,5,1201,10,1000,100
1685,56,8,1,11,400,100
1686,56,8,2,12,1200,250
1687,56,8,6,13,1500,300
1688,56,7,100,14,100,100
1689,56,7,200,15,70,0
1690,56,7,300,16,50,0
1691,56,7,400,17,20,0
1692,56,10000,1,26,2000,600
1693,56,10001,2,27,2000,600
1694,56,10002,20,28,2000,600
1695,57,1,1000,1,3000,300
1696,57,1,1201,2,2000,300
1697,57,2,1000,3,3000,300
1698,57,2,1201,4,2000,300
1699,57,3,1000,3,3000,300
1700,57,3,1201,4,2000,300
1701,57,4,1000,5,3000,300
1702,57,4,1201,6,2000,300
1703,57,5,1000,7,3000,300
1704,57,5,1201,8,2000,300
1705,57,8,6,9,1500,300
1706,57,6,200542,10,400,100
1707,57,6,201272,11,400,100
1708,57,6,203662,12,400,100
1709,57,6,202552,13,400,100
1710,57,6,203652,14,400,100
1711,57,6,200512,15,400,100
1712,57,6,210362,16,400,100
1713,57,6,200541,17,1200,200
1714,57,6,201271,18,1200,200
1715,57,6,203661,19,1200,200
1716,57,6,202551,20,1200,200
1717,57,6,203651,21,1200,200
1718,57,6,200511,22,1200,200
1719,57,6,210361,23,1200,200
1720,57,107,1,24,40,0
1721,57,107,2,25,50,0
1722,57,107,3,26,60,0
1723,57,107,4,27,70,0
1724,57,107,5,28,80,0
1725,57,107,6,29,90,0
1726,57,107,7,30,100,0
1727,57,107,8,31,100,0
1728,58,1,1000,1,3000,300
1729,58,1,1201,2,2000,300
1730,58,2,1000,3,3000,300
1731,58,2,1201,4,2000,300
1732,58,3,1000,3,3000,300
1733,58,3,1201,4,2000,300
1734,58,4,1000,5,3000,300
1735,58,4,1201,6,2000,300
1736,58,5,1000,7,3000,300
1737,58,5,1201,8,2000,300
1738,58,8,6,9,1500,300
1739,58,6,203222,10,400,100
1740,58,6,202702,11,400,100
1741,58,6,203662,12,400,100
1742,58,6,202552,13,400,100
1743,58,6,203652,14,400,100
1744,58,6,200512,15,400,100
1745,58,6,210362,16,400,100
1746,58,6,203221,17,1200,200
1747,58,6,202701,18,1200,200
1748,58,6,203661,19,1200,200
1749,58,6,202551,20,1200,200
1750,58,6,203651,21,1200,200
1751,58,6,200511,22,1200,200
1752,58,6,210361,23,1200,200
1753,58,108,1,24,40,0
1754,58,108,2,25,50,0
1755,58,108,3,26,60,0
1756,58,108,4,27,70,0
1757,58,108,5,28,80,0
1758,58,108,6,29,90,0
1759,58,108,7,30,100,0
1760,58,108,8,31,100,0
1761,59,1,1000,1,3000,300
1762,59,1,1201,2,2000,300
1763,59,2,1000,3,3000,300
1764,59,2,1201,4,2000,300
1765,59,3,1000,3,3000,300
1766,59,3,1201,4,2000,300
1767,59,4,1000,5,3000,300
1768,59,4,1201,6,2000,300
