id,available_skill_set_id,skill_id,need_rank
10710230,107102,200471,3
10710240,107102,201322,4
10710250,107102,201103,5
10720100,107201,200462,0
10720101,107201,200732,0
10720102,107201,201322,0
10720120,107201,202092,2
10720130,107201,200461,3
10720140,107201,200342,4
10720150,107201,200731,5
10720200,107202,200032,0
10720201,107202,202712,0
10720202,107202,202472,0
10720220,107202,201611,2
10720230,107202,202711,3
10720240,107202,201651,4
10720250,107202,202471,5
10730100,107301,201312,0
10730101,107301,201322,0
10730102,107301,201112,0
10730120,107301,201102,2
10730130,107301,201323,3
10730140,107301,203432,4
10730150,107301,201113,5
10740100,107401,200472,0
10740101,107401,201462,0
10740102,107401,202072,0
10740120,107401,201212,2
10740130,107401,200471,3
10740140,107401,201222,4
10740150,107401,202071,5
10740200,107402,202642,0
10740201,107402,200162,0
10740202,107402,201212,0
10740220,107402,202622,2
10740230,107402,202641,3
10740240,107402,200202,4
10740250,107402,201211,5
10760100,107601,201382,0
10760101,107601,202152,0
10760102,107601,202592,0
10760120,107601,201611,2
10760130,107601,202151,3
10760140,107601,202472,4
10760150,107601,202591,5
10760200,107602,204142,0
10760201,107602,202472,0
10760202,107602,200202,0
10760220,107602,201182,2
10760230,107602,204141,3
10760240,107602,200382,4
10760250,107602,202471,5
10770100,107701,200152,0
10770101,107701,202012,0
10770102,107701,202192,0
10770120,107701,201172,2
10770130,107701,200154,3
10770140,107701,202482,4
10770150,107701,202011,5
10770200,107702,202192,0
10770201,107702,201322,0
10770202,107702,203222,0
10770220,107702,202372,2
10770230,107702,202191,3
10770240,107702,201591,4
10770250,107702,203221,5
10770300,107703,203732,0
10770301,107703,202682,0
10770302,107703,203702,0
10770320,107703,200562,2
10770330,107703,203731,3
10770340,107703,204082,4
10770350,107703,203701,5
10780100,107801,200302,0
10780101,107801,201052,0
10780102,107801,202412,0
10780120,107801,201042,2
10780130,107801,201051,3
10780140,107801,200342,4
10780150,107801,202411,5
10780200,107802,202762,0
10780201,107802,202412,0
10780202,107802,203042,0
10780220,107802,201032,2
10780230,107802,202761,3
10780240,107802,202672,4
10780250,107802,202411,5
10790100,107901,202532,0
10790101,107901,203082,0
10790102,107901,203472,0
10790120,107901,202252,2
10790130,107901,202531,3
10790140,107901,203093,4
10790150,107901,203471,5
10800100,108001,201032,0
10800101,108001,201601,0
10800102,108001,202952,0
10800120,108001,200452,2
10800130,108001,201602,3
10800140,108001,200532,4
10800150,108001,202951,5
10800200,108002,203093,0
10800201,108002,201601,0
10800202,108002,203982,0
10800220,108002,200452,2
10800230,108002,201602,3
10800240,108002,203972,4
10800250,108002,203981,5
10810100,108101,203182,0
10810101,108101,203082,0
10810102,108101,203972,0
10810120,108101,203982,2
10810130,108101,203081,3
10810140,108101,202252,4
10810150,108101,203181,5
10820100,108201,200462,0
10820101,108201,202502,0
10820102,108201,202672,0
10820120,108201,201042,2
10820130,108201,200461,3
10820140,108201,202532,4
10820150,108201,202671,5
10820200,108202,202962,0
10820201,108202,202492,0
10820202,108202,204172,0
10820220,108202,203762,2
10820230,108202,202961,3
10820240,108202,203042,4
10820250,108202,202491,5
10830100,108301,200042,0
10830101,108301,202562,0
10830102,108301,202422,0
10830120,108301,201692,2
10830130,108301,202421,3
10830140,108301,200592,4
10830150,108301,202561,5
10830200,108302,202092,0
10830201,108302,200602,0
10830202,108302,202161,0
10830220,108302,201702,2
10830230,108302,202091,3
10830240,108302,202082,4
10830250,108302,200601,5
10840100,108401,200362,0
10840101,108401,200632,0
10840102,108401,202652,0
10840120,108401,200032,2
10840130,108401,200631,3
10840140,108401,200642,4
10840150,108401,202651,5
10840200,108402,200702,0
10840201,108402,201452,0
10840202,108402,200632,0
10840220,108402,203042,2
10840230,108402,200701,3
10840240,108402,202652,4
10840250,108402,201453,5
10850100,108501,202542,0
10850101,108501,200502,0
10850102,108501,202402,0
10850120,108501,201392,2
10850130,108501,202541,3
10850140,108501,200851,4
10850150,108501,202401,5
10850200,108502,202402,0
10850201,108502,201611,0
10850202,108502,202962,0
10850220,108502,202622,2
10850230,108502,202401,3
10850240,108502,202612,4
10850250,108502,202961,5
10860100,108601,200492,0
10860101,108601,202742,0
10860102,108601,202532,0
10860120,108601,201352,2
10860130,108601,202741,3
10860140,108601,201902,4
10860150,108601,202531,5
10860200,108602,202372,0
10860201,108602,200682,0
10860202,108602,203422,0
10860220,108602,203222,2
10860230,108602,202371,3
10860240,108602,201902,4
10860250,108602,200681,5
10870100,108701,200162,0
10870101,108701,202042,0
10870102,108701,200532,0
10870120,108701,200972,2
10870130,108701,200531,3
10870140,108701,201601,4
10870150,108701,202041,5
10870200,108702,203202,0
10870201,108702,200452,0
10870202,108702,203482,0
10870220,108702,201012,2
10870230,108702,203201,3
10870240,108702,202161,4
10870250,108702,203481,5
10880100,108801,200592,0
10880101,108801,201112,0
10880102,108801,202082,0
10880120,108801,200162,2
10880130,108801,200591,3
10880140,108801,202652,4
10880150,108801,202081,5
10880200,108802,202472,0
10880201,108802,203742,0
10880202,108802,203332,0
10880220,108802,202602,2
10880230,108802,202471,3
10880240,108802,201102,4
10880250,108802,203741,5
10890100,108901,202432,0
10890101,108901,200512,0
10890102,108901,201352,0
10890120,108901,201651,2
10890130,108901,202431,3
10890140,108901,201611,4
10890150,108901,200511,5
10890200,108902,203412,0
10890201,108902,202762,0
10890202,108902,203712,0
10890220,108902,203642,2
10890230,108902,202761,3
10890240,108902,203702,4
10890250,108902,203711,5
10900100,109001,201601,0
10900101,109001,203162,0
10900102,109001,202722,0
10900120,109001,202672,2
10900130,109001,202721,3
10900140,109001,202502,4
10900150,109001,201602,5
10910100,109101,202172,0
10910101,109101,202122,0
10910102,109101,200492,0
10910120,109101,201442,2
10910130,109101,202171,3
10910140,109101,202652,4
10910150,109101,202121,5
10910200,109102,203432,0
10910201,109102,202642,0
10910202,109102,202152,0
10910220,109102,203632,2
10910230,109102,203431,3
10910240,109102,203322,4
10910250,109102,202641,5
10920100,109201,203052,0
10920101,109201,204052,0
10920102,109201,202532,0
10920120,109201,201902,2
10920130,109201,203051,3
10920140,109201,203472,4
10920150,109201,204051,5
10930100,109301,200582,0
10930101,109301,200992,0
10930102,109301,201902,0
10930120,109301,201312,2
10930130,109301,200581,3
10930140,109301,202042,4
10930150,109301,201901,5
10930200,109302,203222,0
10930201,109302,203872,0
10930202,109302,201902,0
10930220,109302,200192,2
10930230,109302,203221,3
10930240,109302,203042,4
10930250,109302,203871,5
10940100,109401,200022,0
10940101,109401,202622,0
10940102,109401,202662,0
10940120,109401,201382,2
10940130,109401,202621,3
10940140,109401,202602,4
10940150,109401,202661,5
10940200,109402,204132,0
10940201,109402,203792,0
10940202,109402,202452,0
10940220,109402,202622,2
10940230,109402,204131,3
10940240,109402,202092,4
10940250,109402,202451,5
10950100,109501,202372,0
10950101,109501,203932,0
10950102,109501,200022,0
10950120,109501,201322,2
10950130,109501,202371,3
10950140,109501,201902,4
10950150,109501,203931,5
10960100,109601,202092,0
10960101,109601,202122,0
10960102,109601,201702,0
10960120,109601,203332,2
10960130,109601,202091,3
10960140,109601,202082,4
10960150,109601,202121,5
10970100,109701,203792,0
10970101,109701,203781,0
10970102,109701,203802,0
10970120,109701,203812,2
10970130,109701,203791,3
10970140,109701,203822,4
10970150,109701,203801,5
10980100,109801,202262,0
10980101,109801,201532,0
10980102,109801,201112,0
10980120,109801,202332,2
10980130,109801,202261,3
10980140,109801,202252,4
10980150,109801,202331,5
10980200,109802,202252,0
10980201,109802,203612,0
10980202,109802,202952,0
10980220,109802,203093,2
10980230,109802,203611,3
10980240,109802,202652,4
10980250,109802,202254,5
10990100,109901,202202,0
10990101,109901,201672,0
10990102,109901,200562,0
10990120,109901,201332,2
10990130,109901,200561,3
10990140,109901,200861,4
10990150,109901,201671,5
10990200,109902,202832,0
10990201,109902,202302,0
10990202,109902,203082,0
10990220,109902,203093,2
10990230,109902,202831,3
10990240,109902,202332,4
10990250,109902,203081,5
11000100,110001,202302,0
11000101,110001,201532,0
11000102,110001,201072,0
11000120,110001,201032,2
11000130,110001,201071,3
11000140,110001,202332,4
11000150,110001,202301,5
11000200,110002,204102,0
11000201,110002,202302,0
11000202,110002,204112,0
11000220,110002,202472,2
11000230,110002,204101,3
11000240,110002,203612,4
11000250,110002,204111,5
11020100,110201,200382,0
11020101,110201,201661,0
11020102,110201,202542,0
11020120,110201,201651,2
11020130,110201,200381,3
11020140,110201,201591,4
11020150,110201,202541,5
11020200,110202,202602,0
11020201,110202,203992,0
11020202,110202,200722,0
11020220,110202,202702,2
11020230,110202,202601,3
11020240,110202,203652,4
11020250,110202,203991,5
11030100,110301,201332,0
11030101,110301,202702,0
11030102,110301,204082,0
11030120,110301,201102,2
11030130,110301,201331,3
11030140,110301,201112,4
11030150,110301,204081,5
11040100,110401,200032,0
11040101,110401,200532,0
11040102,110401,202462,0
11040120,110401,200552,2
11040130,110401,200531,3
11040140,110401,200732,4
11040150,110401,202461,5
11040200,110402,203382,0
11040201,110402,203392,0
11040202,110402,203402,0
11040220,110402,202602,2
11040230,110402,203381,3
11040240,110402,202392,4
11040250,110402,203391,5
11050100,110501,201702,0
11050101,110501,200172,0
11050102,110501,202602,0
11050120,110501,201651,2
11050130,110501,201701,3
11050140,110501,202161,4
11050150,110501,202601,5
11050200,110502,202082,0
11050201,110502,202602,0
11050202,110502,201631,0
11050220,110502,200132,2
11050230,110502,202601,3
11050240,110502,202532,4
11050250,110502,201632,5
11060100,110601,200302,0
11060101,110601,202642,0
11060102,110601,201422,0
11060120,110601,200062,2
11060130,110601,201421,3
11060140,110601,201382,4
11060150,110601,202641,5
11060200,110602,201651,0
11060201,110602,200012,0
11060202,110602,202082,0
11060220,110602,201392,2
11060230,110602,201652,3
11060240,110602,203572,4
11060250,110602,202081,5
11070100,110701,202552,0
11070101,110701,200542,0
11070102,110701,201611,0
11070120,110701,200722,2
11070130,110701,200541,3
11070140,110701,202602,4
11070150,110701,201612,5
11070200,110702,202462,0
11070201,110702,202692,0
11070202,110702,202392,0
11070220,110702,201102,2
11070230,110702,202461,3
11070240,110702,203392,4
11070250,110702,202391,5
11080100,110801,202652,0
11080101,110801,202722,0
11080102,110801,202872,0
11080120,110801,201462,2
11080130,110801,202721,3
11080140,110801,202882,4
11080150,110801,202871,5
11090100,110901,201902,0
11090101,110901,200582,0
11090102,110901,202502,0
11090120,110901,201312,2
11090130,110901,202501,3
11090140,110901,202802,4
11090150,110901,201901,5
11090200,110902,200012,0
11090201,110902,203032,0
11090202,110902,201342,0
11090220,110902,202742,2
11090230,110902,203721,3
11090240,110902,201601,4
11090250,110902,201341,5
11100100,111001,201702,0
11100101,111001,203172,0
11100102,111001,202161,0
11100120,111001,201102,2
11100130,111001,201701,3
11100140,111001,201412,4
11100150,111001,203171,5
11100200,111002,202432,0
11100201,111002,203422,0
11100202,111002,203052,0
11100220,111002,203122,2
11100230,111002,202431,3
11100240,111002,201702,4
11100250,111002,203051,5
11110100,111101,202102,0
11110101,111101,200012,0
11110102,111101,203332,0
11110120,111101,201102,2
11110130,111101,202101,3
11110140,111101,203322,4
11110150,111101,203331,5
11120100,111201,202372,0
11120101,111201,202532,0
11120102,111201,204012,0
11120120,111201,204412,2
11120130,111201,202371,3
11120140,111201,204322,4
11120150,111201,202531,5
11130100,111301,200722,0
11130101,111301,201902,0
11130102,111301,203112,0
11130120,111301,200012,2
11130130,111301,200721,3
11130140,111301,201342,4
11130150,111301,201901,5
11140100,111401,204062,0
11140101,111401,202872,0
11140102,111401,201462,0
11140120,111401,203532,2
11140130,111401,204061,3
11140140,111401,203792,4
11140150,111401,202871,5
11150100,111501,203532,0
11150101,111501,202872,0
11150102,111501,203512,0
11150120,111501,203522,2
11150130,111501,202871,3
11150140,111501,201462,4
11150150,111501,203511,5
11160100,111601,200492,0
11160101,111601,201322,0
11160102,111601,203122,0
11160120,111601,202982,2
11160130,111601,200491,3
11160140,111601,203132,4
11160150,111601,203121,5
11160200,111602,203792,0
11160201,111602,203572,0
11160202,111602,202622,0
11160220,111602,203742,2
11160230,111602,203791,3
11160240,111602,203682,4
11160250,111602,202621,5
11170100,111701,202932,0
11170101,111701,201512,0
11170102,111701,202722,0
11170120,111701,200292,2
11170130,111701,202931,3
11170140,111701,202902,4
11170150,111701,202721,5
11180100,111801,203842,0
11180101,111801,203832,0
11180102,111801,203742,0
11180120,111801,203812,2
11180130,111801,203841,3
11180140,111801,203682,4
11180150,111801,203831,5
11190100,111901,200012,0
11190101,111901,202932,0
11190102,111901,203002,0
11190120,111901,200492,2
11190130,111901,200014,3
11190140,111901,202852,4
11190150,111901,203001,5
11190200,111902,202852,0
11190201,111902,202932,0
11190202,111902,201452,0
11190220,111902,201651,2
11190230,111902,202851,3
11190240,111902,203512,4
11190250,111902,202931,5
11200100,112001,203061,0
11200101,112001,200962,0
11200102,112001,201242,0
11200120,112001,203071,2
11200130,112001,200963,3
11200140,112001,202862,4
11200150,112001,201243,5
11210100,112101,201462,0
11210101,112101,202922,0
11210102,112101,202402,0
11210120,112101,200192,2
11210130,112101,202921,3
11210140,112101,202932,4
11210150,112101,202401,5
11240100,112401,202802,0
11240101,112401,202412,0
11240102,112401,203132,0
11240120,112401,201661,2
11240130,112401,202411,3
11240140,112401,201902,4
11240150,112401,203131,5
11240200,112402,201072,0
11240201,112402,201601,0
11240202,112402,203232,0
11240220,112402,200022,2
11240230,112402,201071,3
11240240,112402,204162,4
11240250,112402,203231,5
11270100,112701,200742,0
11270101,112701,202772,0
11270102,112701,202482,0
11270120,112701,200172,2
11270130,112701,200741,3
11270140,112701,200012,4
11270150,112701,202481,5
11290100,112901,204212,0
11290101,112901,203632,0
11290102,112901,204012,0
11290120,112901,203502,2
11290130,112901,204211,3
11290140,112901,200332,4
11290150,112901,203631,5
11300100,113001,203672,0
11300101,113001,203222,0
11300102,113001,202532,0
11300120,113001,204052,2
11300130,113001,203671,3
11300140,113001,204112,4
11300150,113001,203221,5
11310100,113101,203042,0
11310101,113101,201032,0
11310102,113101,203542,0
11310120,113101,202402,2
11310130,113101,203041,3
11310140,113101,203552,4
11310150,113101,203541,5
11320100,113201,203622,0
11320101,113201,203332,0
11320102,113201,203632,0
11320120,113201,202602,2
11320130,113201,203621,3
11320140,113201,201412,4
11320150,113201,203631,5
11320200,113202,203112,0
11320201,113202,204302,0
11320202,113202,203052,0
11320220,113202,203132,2
11320230,113202,203111,3
11320240,113202,203712,4
11320250,113202,204301,5
11330100,113301,202982,0
11330101,113301,203442,0
11330102,113301,201312,0
11330120,113301,202472,2
11330130,113301,202981,3
11330140,113301,203642,4
11330150,113301,203441,5
11340100,113401,203992,0
11340101,113401,203372,0
11340102,113401,201591,0
11340120,113401,202161,2
11340130,113401,203991,3
11340140,113401,202982,4
11340150,113401,203371,5
11350100,113501,204122,0
11350101,113501,201591,0
11350102,113501,203852,0
11350120,113501,202552,2
11350130,113501,204121,3
11350140,113501,203502,4
11350150,113501,203851,5
11360100,113601,201702,0
11360101,113601,203322,0
11360102,113601,204453,0
11360120,113601,203152,2
11360130,113601,201701,3
11360140,113601,203172,4
11360150,113601,203321,5
11370100,113701,202612,0
11370101,113701,201262,0
11370102,113701,204022,0
11370120,113701,203642,2
11370130,113701,202611,3
11370140,113701,200162,4
11370150,113701,204021,5
11430100,114301,203622,0
11430101,114301,203172,0
11430102,114301,202522,0
11430120,114301,203812,2
11430130,114301,203621,3
11430140,114301,204132,4
11430150,114301,202521,5
