music_id,sort,condition_type,is_hidden,version_type,request_type,lamp_color,lamp_animation,name_texture_length,song_type,bgm_cue_name_short,bgm_cuesheet_name_short,bgm_cue_name_gamesize,bgm_cuesheet_name_gamesize,short_length,alter_jacket,start_date,end_date
1157,1011,0,0,1,0,1,2,279,6,snd_bgm_CS1157_Short,snd_bgm_CS1157_Short,snd_bgm_CS1157_GameSize,snd_bgm_CS1157_GameSize,28940,0,1761706800,4102412399
1158,10301,0,0,1,0,4,1,141,5,snd_bgm_CS1158_Short,snd_bgm_CS1158_Short,snd_bgm_CS1158_GameSize,snd_bgm_CS1158_GameSize,28000,0,1743476400,4102412399
1159,10307,0,0,1,0,2,1,208,3,snd_bgm_CS1159_Short,snd_bgm_CS1159_Short,snd_bgm_CS1159_GameSize,snd_bgm_CS1159_GameSize,28000,0,1745982000,4102412399
1160,6510,0,0,1,0,5,1,376,3,snd_bgm_CS1160_Short,snd_bgm_CS1160_Short,snd_bgm_CS1160_GameSize,snd_bgm_CS1160_GameSize,27900,0,1748574000,4102412399
1161,6520,0,0,1,0,4,2,144,4,snd_bgm_CS1161_Short,snd_bgm_CS1161_Short,snd_bgm_CS1161_GameSize,snd_bgm_CS1161_GameSize,39700,0,1748574000,4102412399
1162,6530,0,0,1,0,2,2,259,6,snd_bgm_CS1162_Short,snd_bgm_CS1162_Short,snd_bgm_CS1162_GameSize,snd_bgm_CS1162_GameSize,37400,0,1748574000,4102412399
1163,6540,0,0,1,0,2,2,407,6,snd_bgm_CS1163_Short,snd_bgm_CS1163_Short,snd_bgm_CS1163_GameSize,snd_bgm_CS1163_GameSize,54800,0,1748574000,4102412399
1164,6550,0,0,1,0,1,1,224,2,snd_bgm_CS1164_Short,snd_bgm_CS1164_Short,snd_bgm_CS1164_GameSize,snd_bgm_CS1164_GameSize,30400,0,1748574000,4102412399
1165,6560,0,0,1,0,1,1,266,3,snd_bgm_CS1165_Short,snd_bgm_CS1165_Short,snd_bgm_CS1165_GameSize,snd_bgm_CS1165_GameSize,29400,0,1748574000,4102412399
1166,6570,0,0,1,0,3,1,96,1,snd_bgm_CS1166_Short,snd_bgm_CS1166_Short,snd_bgm_CS1166_GameSize,snd_bgm_CS1166_GameSize,42800,0,1748574000,4102412399
1167,6580,0,0,1,0,4,1,219,1,snd_bgm_CS1167_Short,snd_bgm_CS1167_Short,snd_bgm_CS1167_GameSize,snd_bgm_CS1167_GameSize,17000,0,1748574000,4102412399
1168,6600,0,0,1,0,1,2,147,3,snd_bgm_CS1168_Short,snd_bgm_CS1168_Short,snd_bgm_CS1168_GameSize,snd_bgm_CS1168_GameSize,26900,0,1748574000,4102412399
1169,6590,0,0,1,0,4,1,257,2,snd_bgm_CS1169_Short,snd_bgm_CS1169_Short,snd_bgm_CS1169_GameSize,snd_bgm_CS1169_GameSize,22500,0,1748574000,4102412399
1170,6610,0,0,1,0,4,1,179,1,snd_bgm_CS1170_Short,snd_bgm_CS1170_Short,snd_bgm_CS1170_GameSize,snd_bgm_CS1170_GameSize,28200,0,1748574000,4102412399
1171,20002,0,0,1,0,1,1,187,2,snd_bgm_CS1171_Short,snd_bgm_CS1171_Short,snd_bgm_CS1171_GameSize,snd_bgm_CS1171_GameSize,27500,0,1748574000,4102412399
1172,20003,0,0,1,0,1,1,183,2,snd_bgm_CS1172_Short,snd_bgm_CS1172_Short,snd_bgm_CS1172_GameSize,snd_bgm_CS1172_GameSize,31500,0,1748574000,4102412399
1173,20004,0,0,1,0,5,1,304,1,snd_bgm_CS1173_Short,snd_bgm_CS1173_Short,snd_bgm_CS1173_GameSize,snd_bgm_CS1173_GameSize,31700,0,1748574000,4102412399
1174,3003,0,0,1,0,4,2,187,6,snd_bgm_CS1174_Short,snd_bgm_CS1174_Short,snd_bgm_CS1174_GameSize,snd_bgm_CS1174_GameSize,23300,0,1757386800,4102412399
1175,4011,1,0,1,0,2,2,233,6,snd_bgm_CS1175_Short,snd_bgm_CS1175_Short,snd_bgm_CS1175_GameSize,snd_bgm_CS1175_GameSize,51400,0,1765702800,4102412399
1176,4012,1,0,1,0,2,1,155,3,snd_bgm_CS1176_Short,snd_bgm_CS1176_Short,snd_bgm_CS1176_GameSize,snd_bgm_CS1176_GameSize,28180,0,1771902000,4102412399
1177,1012,1,0,1,0,1,1,299,1,snd_bgm_CS1177_Short,snd_bgm_CS1177_Short,snd_bgm_CS1177_GameSize,snd_bgm_CS1177_GameSize,34440,0,1771902000,4102412399
1178,10330,0,0,1,0,2,1,323,2,snd_bgm_CS1178_Short,snd_bgm_CS1178_Short,snd_bgm_CS1178_GameSize,snd_bgm_CS1178_GameSize,30000,0,1748574000,4102412399
1179,10331,0,0,1,0,3,2,32,1,snd_bgm_CS1179_Short,snd_bgm_CS1179_Short,snd_bgm_CS1179_GameSize,snd_bgm_CS1179_GameSize,44700,0,1748574000,4102412399
1181,1013,1,0,1,0,1,1,303,5,snd_bgm_CS1181_Short,snd_bgm_CS1181_Short,snd_bgm_CS1181_GameSize,snd_bgm_CS1181_GameSize,20000,0,1782702000,4102412399
1182,6613,0,0,1,0,5,2,311,4,snd_bgm_CS1182_Short,snd_bgm_CS1182_Short,snd_bgm_CS1182_GameSize,snd_bgm_CS1182_GameSize,45600,0,1761706800,4102412399
1183,6611,0,0,1,0,5,1,364,1,snd_bgm_CS1183_Short,snd_bgm_CS1183_Short,snd_bgm_CS1183_GameSize,snd_bgm_CS1183_GameSize,30000,0,1761706800,4102412399
1184,6614,0,0,1,0,2,2,455,6,snd_bgm_CS1184_Short,snd_bgm_CS1184_Short,snd_bgm_CS1184_GameSize,snd_bgm_CS1184_GameSize,31400,0,1761706800,4102412399
1185,6615,0,0,1,0,4,1,352,1,snd_bgm_CS1185_Short,snd_bgm_CS1185_Short,snd_bgm_CS1185_GameSize,snd_bgm_CS1185_GameSize,36780,0,1761706800,4102412399
1186,6617,0,0,1,0,5,2,512,5,snd_bgm_CS1186_Short,snd_bgm_CS1186_Short,snd_bgm_CS1186_GameSize,snd_bgm_CS1186_GameSize,30000,0,1761706800,4102412399
1187,6616,0,0,1,0,1,1,331,5,snd_bgm_CS1187_Short,snd_bgm_CS1187_Short,snd_bgm_CS1187_GameSize,snd_bgm_CS1187_GameSize,31000,0,1761706800,4102412399
1188,6618,0,0,1,0,4,2,231,6,snd_bgm_CS1188_Short,snd_bgm_CS1188_Short,snd_bgm_CS1188_GameSize,snd_bgm_CS1188_GameSize,31600,0,1761706800,4102412399
1189,6612,0,0,1,0,4,2,104,6,snd_bgm_CS1189_Short,snd_bgm_CS1189_Short,snd_bgm_CS1189_GameSize,snd_bgm_CS1189_GameSize,38250,0,1761706800,4102412399
1190,20005,0,0,1,0,5,1,313,1,snd_bgm_CS1190_Short,snd_bgm_CS1190_Short,snd_bgm_CS1190_GameSize,snd_bgm_CS1190_GameSize,24700,0,1761706800,4102412399
1191,20006,0,0,1,0,2,1,239,6,snd_bgm_CS1191_Short,snd_bgm_CS1191_Short,snd_bgm_CS1191_GameSize,snd_bgm_CS1191_GameSize,23700,0,1764295200,4102412399
1192,10332,0,0,1,0,4,2,92,6,snd_bgm_CS1192_Short,snd_bgm_CS1192_Short,snd_bgm_CS1192_GameSize,snd_bgm_CS1192_GameSize,43000,0,1761706800,4102412399
1194,10308,0,0,1,0,1,1,227,3,snd_bgm_CS1194_Short,snd_bgm_CS1194_Short,snd_bgm_CS1194_GameSize,snd_bgm_CS1194_GameSize,21500,0,1777518000,4102412399
1200,6619,0,0,1,0,5,2,611,6,snd_bgm_CS1200_Short,snd_bgm_CS1200_Short,snd_bgm_CS1200_GameSize,snd_bgm_CS1200_GameSize,27000,0,1782702000,4102412399
1201,6620,0,0,1,0,5,1,289,1,snd_bgm_CS1201_Short,snd_bgm_CS1201_Short,snd_bgm_CS1201_GameSize,snd_bgm_CS1201_GameSize,32000,0,1782702000,4102412399
1202,6621,0,0,1,0,5,1,267,5,snd_bgm_CS1202_Short,snd_bgm_CS1202_Short,snd_bgm_CS1202_GameSize,snd_bgm_CS1202_GameSize,24000,0,1782702000,4102412399
1203,6628,0,0,1,0,4,2,187,6,snd_bgm_CS1203_Short,snd_bgm_CS1203_Short,snd_bgm_CS1203_GameSize,snd_bgm_CS1203_GameSize,50000,0,1782702000,4102412399
1204,6622,0,0,1,0,1,1,252,2,snd_bgm_CS1204_Short,snd_bgm_CS1204_Short,snd_bgm_CS1204_GameSize,snd_bgm_CS1204_GameSize,23000,0,1782702000,4102412399
1205,20007,0,0,1,0,1,1,219,3,snd_bgm_CS1205_Short,snd_bgm_CS1205_Short,snd_bgm_CS1205_GameSize,snd_bgm_CS1205_GameSize,30000,0,1782702000,4102412399
1206,6623,0,0,1,0,3,1,154,1,snd_bgm_CS1206_Short,snd_bgm_CS1206_Short,snd_bgm_CS1206_GameSize,snd_bgm_CS1206_GameSize,25000,0,1782702000,4102412399
1207,6624,0,0,1,0,2,1,307,5,snd_bgm_CS1207_Short,snd_bgm_CS1207_Short,snd_bgm_CS1207_GameSize,snd_bgm_CS1207_GameSize,22000,0,1782702000,4102412399
1208,6625,0,0,1,0,1,2,300,6,snd_bgm_CS1208_Short,snd_bgm_CS1208_Short,snd_bgm_CS1208_GameSize,snd_bgm_CS1208_GameSize,34000,0,1782702000,4102412399
1209,6626,0,0,1,0,3,1,220,3,snd_bgm_CS1209_Short,snd_bgm_CS1209_Short,snd_bgm_CS1209_GameSize,snd_bgm_CS1209_GameSize,30000,0,1782702000,4102412399
1210,6627,0,0,1,0,3,1,303,2,snd_bgm_CS1210_Short,snd_bgm_CS1210_Short,snd_bgm_CS1210_GameSize,snd_bgm_CS1210_GameSize,30000,0,1782702000,4102412399
8501,52000,0,0,3,2,2,1,139,2,,,snd_bgm_CS8501_GameSize,snd_bgm_CS8501_GameSize,27000,0,1658286000,4102412399
8502,52001,0,0,3,2,3,1,96,2,,,snd_bgm_CS8502_GameSize,snd_bgm_CS8502_GameSize,27000,0,1658286000,4102412399
8503,52002,0,0,3,2,1,1,127,4,,,snd_bgm_CS8503_GameSize,snd_bgm_CS8503_GameSize,27000,0,1658286000,4102412399
8504,52003,0,0,3,2,2,2,128,6,,,snd_bgm_CS8504_GameSize,snd_bgm_CS8504_GameSize,27000,0,1658286000,4102412399
8505,52004,0,0,3,2,3,2,127,1,,,snd_bgm_CS8505_GameSize,snd_bgm_CS8505_GameSize,27000,0,1658286000,4102412399
8506,52005,0,0,3,2,3,2,127,6,,,snd_bgm_CS8506_GameSize,snd_bgm_CS8506_GameSize,27000,0,1698634800,4102412399
8507,52006,0,0,3,2,3,2,127,1,,,snd_bgm_CS8507_GameSize,snd_bgm_CS8507_GameSize,27000,0,1698634800,4102412399
8508,52007,0,0,3,2,4,2,126,6,,,snd_bgm_CS8508_GameSize,snd_bgm_CS8508_GameSize,27000,0,1698634800,4102412399
8509,52008,0,0,3,2,4,2,127,6,,,snd_bgm_CS8509_GameSize,snd_bgm_CS8509_GameSize,27000,0,1698634800,4102412399
8510,52009,0,0,3,2,1,1,159,3,,,snd_bgm_CS8510_GameSize,snd_bgm_CS8510_GameSize,27000,0,1698634800,4102412399
