id,hint_id,support_card_id,hint_group,hint_gain_type,hint_value_1,hint_value_2,group_id,condition_set_id,priority
1261,9081021,30064,5,0,201132,1,0,0,0
1262,9081021,30064,6,0,201142,1,0,0,0
1263,9081021,30064,7,0,201412,1,0,0,0
1264,9081021,30064,8,1,2,2,0,0,0
1265,9081021,30064,8,1,3,6,0,0,0
1266,9081047,30065,1,0,200362,1,0,0,0
1267,9081047,30065,2,0,200452,1,0,0,0
1268,9081047,30065,3,0,200492,1,0,0,0
1269,9081047,30065,4,0,200502,1,0,0,0
1270,9081047,30065,5,0,201332,1,0,0,0
1271,9081047,30065,6,0,201432,1,0,0,0
1272,9081047,30065,7,0,201532,1,0,0,0
1273,9081047,30065,8,0,201542,1,0,0,0
1274,9081047,30065,9,1,1,6,0,0,0
1275,9081047,30065,9,1,3,2,0,0,0
1276,9081026,30066,1,0,200242,1,0,0,0
1277,9081026,30066,2,0,200532,1,0,0,0
1278,9081026,30066,3,0,201242,1,0,0,0
1279,9081026,30066,4,0,201252,1,0,0,0
1280,9081026,30066,5,1,5,6,0,0,0
1281,9081026,30066,5,1,30,5,0,0,0
1282,9081049,30043,1,0,200162,1,0,0,0
1283,9081049,30043,2,0,200302,1,0,0,0
1284,9081049,30043,3,0,200602,1,0,0,0
1285,9081049,30043,4,0,200612,1,0,0,0
1286,9081049,30043,5,0,200732,1,0,0,0
1287,9081049,30043,6,0,201382,1,0,0,0
1288,9081049,30043,7,0,201442,1,0,0,0
1289,9081049,30043,8,0,201562,1,0,0,0
1290,9081049,30043,9,0,201702,1,0,0,0
1291,9081049,30043,10,1,2,6,0,0,0
1292,9081049,30043,10,1,4,2,0,0,0
1293,9081070,20038,1,0,200162,1,0,0,0
1294,9081070,20038,2,0,200582,1,0,0,0
1295,9081070,20038,3,0,201112,1,0,0,0
1296,9081070,20038,4,0,201641,1,0,0,0
1297,9081070,20038,5,1,1,1,0,0,0
1298,9081070,20038,5,1,3,1,0,0,0
1299,9081070,20038,5,1,4,6,0,0,0
1300,9081049,10067,1,0,200162,1,0,0,0
1301,9081049,10067,2,0,200302,1,0,0,0
1302,9081049,10067,3,0,200602,1,0,0,0
1303,9081049,10067,4,0,200612,1,0,0,0
1304,9081049,10067,5,0,200732,1,0,0,0
1305,9081049,10067,6,0,201382,1,0,0,0
1306,9081049,10067,7,0,201442,1,0,0,0
1307,9081049,10067,8,0,201562,1,0,0,0
1308,9081049,10067,9,0,201702,1,0,0,0
1309,9081049,10067,10,1,2,6,0,0,0
1310,9081049,10067,10,1,4,2,0,0,0
1311,9081070,10071,1,0,200162,1,0,0,0
1312,9081070,10071,2,0,200582,1,0,0,0
1313,9081070,10071,3,0,201112,1,0,0,0
1314,9081070,10071,4,0,201641,1,0,0,0
1315,9081070,10071,5,1,1,1,0,0,0
1316,9081070,10071,5,1,3,1,0,0,0
1317,9081070,10071,5,1,4,6,0,0,0
1318,9081038,30068,1,0,200652,1,0,0,0
1319,9081038,30068,2,0,200911,1,0,0,0
1320,9081038,30068,3,0,200962,1,0,0,0
1321,9081038,30068,4,0,201002,1,0,0,0
1322,9081038,30068,5,0,201372,1,0,0,0
1323,9081038,30068,6,1,5,6,0,0,0
1324,9081038,30068,6,1,30,5,0,0,0
1325,9081016,30069,1,0,200012,1,0,0,0
1326,9081016,30069,2,0,200572,1,0,0,0
1327,9081016,30069,3,0,200612,1,0,0,0
1328,9081016,30069,4,0,200752,1,0,0,0
1329,9081016,30069,5,0,201102,1,0,0,0
1330,9081016,30069,6,0,201112,1,0,0,0
1331,9081016,30069,7,0,201172,1,0,0,0
1332,9081016,30069,8,0,201352,1,0,0,0
1333,9081016,30069,9,1,2,6,0,0,0
1334,9081016,30069,9,1,4,2,0,0,0
1335,9081029,30070,1,0,200042,1,0,0,0
1336,9081029,30070,2,0,200202,1,0,0,0
1337,9081029,30070,3,0,200732,1,0,0,0
1338,9081029,30070,4,0,201112,1,0,0,0
1339,9081029,30070,5,1,1,1,0,0,0
1340,9081029,30070,5,1,3,1,0,0,0
1341,9081029,30070,5,1,4,6,0,0,0
1342,9081038,10073,1,0,200652,1,0,0,0
1343,9081038,10073,2,0,200911,1,0,0,0
1344,9081038,10073,3,0,200962,1,0,0,0
1345,9081038,10073,4,0,201002,1,0,0,0
1346,9081038,10073,5,0,201372,1,0,0,0
1347,9081038,10073,6,1,5,6,0,0,0
1348,9081038,10073,6,1,30,5,0,0,0
1349,9081065,30071,1,0,200462,1,0,0,0
1350,9081065,30071,2,0,200562,1,0,0,0
1351,9081065,30071,3,0,201042,1,0,0,0
1352,9081065,30071,4,0,201052,1,0,0,0
1353,9081065,30071,5,0,201082,1,0,0,0
1354,9081065,30071,7,0,201631,1,0,0,0
1355,9081065,30071,8,0,201651,1,0,0,0
1356,9081065,30071,9,1,2,2,0,0,0
1357,9081065,30071,9,1,3,6,0,0,0
1358,9081008,20039,1,0,200032,1,0,0,0
1359,9081008,20039,2,0,200362,1,0,0,0
1360,9081008,20039,3,0,200372,1,0,0,0
1361,9081008,20039,4,0,200382,1,0,0,0
1362,9081008,20039,5,0,200512,1,0,0,0
1363,9081008,20039,6,0,200602,1,0,0,0
1364,9081008,20039,7,0,200702,1,0,0,0
1365,9081008,20039,8,0,201032,1,0,0,0
1366,9081008,20039,9,0,201102,1,0,0,0
1367,9081008,20039,10,1,1,6,0,0,0
1368,9081008,20039,10,1,3,2,0,0,0
1369,9081024,30072,1,0,200142,1,0,0,0
1370,9081024,30072,2,0,200332,1,0,0,0
1371,9081024,30072,3,0,200362,1,0,0,0
1372,9081024,30072,4,0,200382,1,0,0,0
1373,9081024,30072,5,0,200492,1,0,0,0
1374,9081024,30072,6,0,200502,1,0,0,0
1375,9081024,30072,7,1,1,6,0,0,0
1376,9081024,30072,7,1,3,2,0,0,0
1377,9081050,30073,1,0,200442,1,0,0,0
1378,9081050,30073,2,0,200482,1,0,0,0
1379,9081050,30073,3,0,200622,1,0,0,0
1380,9081050,30073,4,0,200632,1,0,0,0
1381,9081050,30073,5,0,201462,1,0,0,0
1382,9081050,30073,6,0,201512,1,0,0,0
1383,9081050,30073,7,0,201641,1,0,0,0
1384,9081050,30073,8,1,5,6,0,0,0
1385,9081050,30073,8,1,30,5,0,0,0
1386,9081055,30074,1,0,200362,1,0,0,0
1387,9081055,30074,2,0,200462,1,0,0,0
1388,9081055,30074,3,0,200851,1,0,0,0
1389,9081055,30074,4,0,200881,1,0,0,0
1390,9081055,30074,5,0,201611,1,0,0,0
1391,9081055,30074,6,1,2,2,0,0,0
1392,9081055,30074,6,1,3,6,0,0,0
1393,9081025,30075,1,0,200162,1,0,0,0
1394,9081025,30075,2,0,200232,1,0,0,0
1395,9081025,30075,3,0,201172,1,0,0,0
1396,9081025,30075,4,0,201202,1,0,0,0
1397,9081025,30075,5,0,201222,1,0,0,0
1398,9081025,30075,6,0,201581,1,0,0,0
1399,9081025,30075,7,1,2,6,0,0,0
1400,9081025,30075,7,1,4,2,0,0,0
1401,9081034,20032,1,0,200172,1,0,0,0
1402,9081034,20032,2,0,200202,1,0,0,0
1403,9081034,20032,3,0,200292,1,0,0,0
1404,9081034,20032,4,0,200462,1,0,0,0
1405,9081034,20032,5,0,201442,1,0,0,0
1406,9081034,20032,6,0,201611,1,0,0,0
1407,9081034,20032,7,0,201682,1,0,0,0
1408,9081034,20032,8,0,202002,1,0,0,0
1409,9081034,20032,9,1,2,2,0,0,0
1410,9081034,20032,9,1,3,6,0,0,0
1411,9081034,10068,1,0,200172,1,0,0,0
1412,9081034,10068,2,0,200202,1,0,0,0
1413,9081034,10068,3,0,200292,1,0,0,0
1414,9081034,10068,4,0,200462,1,0,0,0
1415,9081034,10068,5,0,201442,1,0,0,0
1416,9081034,10068,6,0,201611,1,0,0,0
1417,9081034,10068,7,0,201682,1,0,0,0
1418,9081034,10068,8,0,202002,1,0,0,0
1419,9081034,10068,9,1,2,2,0,0,0
1420,9081034,10068,9,1,3,6,0,0,0
1421,9081002,30076,1,0,200432,1,0,0,0
1422,9081002,30076,2,0,200532,1,0,0,0
1423,9081002,30076,3,0,200542,1,0,0,0
1424,9081002,30076,4,0,200552,1,0,0,0
1425,9081002,30076,5,0,200712,1,0,0,0
1426,9081002,30076,6,0,201242,1,0,0,0
1427,9081002,30076,7,0,201252,1,0,0,0
1428,9081002,30076,8,0,201522,1,0,0,0
1429,9081002,30076,9,0,201272,1,0,0,0
1430,9081002,30076,10,1,1,6,0,0,0
1431,9081002,30076,10,1,3,2,0,0,0
1432,9081033,30077,1,0,200632,1,0,0,0
1433,9081033,30077,2,0,201152,1,0,0,0
1434,9081033,30077,3,0,201452,1,0,0,0
1435,9081033,30077,4,0,201492,1,0,0,0
1436,9081033,30077,5,0,201502,1,0,0,0
1437,9081033,30077,8,1,2,2,0,0,0
1438,9081033,30077,8,1,3,6,0,0,0
1439,9081033,10075,1,0,200632,1,0,0,0
1440,9081033,10075,2,0,201152,1,0,0,0
1441,9081033,10075,3,0,201452,1,0,0,0
1442,9081033,10075,4,0,201492,1,0,0,0
1443,9081033,10075,5,0,201502,1,0,0,0
1444,9081033,10075,8,1,2,2,0,0,0
1445,9081033,10075,8,1,3,6,0,0,0
1446,9081056,30078,1,0,200092,1,0,0,0
1447,9081056,30078,2,0,200482,1,0,0,0
1448,9081056,30078,3,0,200781,1,0,0,0
1449,9081056,30078,4,0,201392,1,0,0,0
1450,9081056,30078,5,0,201422,1,0,0,0
1451,9081056,30078,6,0,201562,1,0,0,0
1452,9081056,30078,7,0,201571,1,0,0,0
1453,9081056,30078,8,1,1,6,0,0,0
1454,9081056,30078,8,1,3,2,0,0,0
1455,9081058,30079,1,0,200142,1,0,0,0
1456,9081058,30079,2,0,200152,1,0,0,0
1457,9081058,30079,3,0,200252,1,0,0,0
1458,9081058,30079,4,0,200302,1,0,0,0
1459,9081058,30079,5,0,201122,1,0,0,0
1460,9081058,30079,6,0,201382,1,0,0,0
1461,9081058,30079,7,0,201621,1,0,0,0
1462,9081058,30079,8,1,2,6,0,0,0
1463,9081058,30079,8,1,4,2,0,0,0
1464,9081021,20022,1,0,200712,1,0,0,0
1465,9081021,20022,2,0,200811,1,0,0,0
1466,9081021,20022,3,0,200901,1,0,0,0
1467,9081021,20022,4,0,201112,1,0,0,0
1468,9081021,20022,5,0,201132,1,0,0,0
1469,9081021,20022,6,0,201142,1,0,0,0
1470,9081021,20022,7,0,201412,1,0,0,0
1471,9081021,20022,8,1,4,6,0,0,0
1472,9081021,20022,8,1,1,1,0,0,0
1473,9081021,20022,8,1,3,1,0,0,0
1474,9081051,30082,1,0,200052,1,0,0,0
1475,9081051,30082,2,0,200132,1,0,0,0
1476,9081051,30082,3,0,200152,1,0,0,0
1477,9081051,30082,4,0,200702,1,0,0,0
1478,9081051,30082,5,0,201322,1,0,0,0
1479,9081051,30082,6,1,5,6,0,0,0
1480,9081051,30082,6,1,30,5,0,0,0
1481,9081041,30083,1,0,200652,1,0,0,0
1482,9081041,30083,2,0,200791,1,0,0,0
1483,9081041,30083,3,0,200841,1,0,0,0
1484,9081041,30083,4,0,200962,1,0,0,0
1485,9081041,30083,5,0,200972,1,0,0,0
1486,9081041,30083,6,0,200982,1,0,0,0
1487,9081041,30083,7,0,200992,1,0,0,0
1488,9081041,30083,8,0,201012,1,0,0,0
1489,9081041,30083,9,1,1,1,0,0,0
1490,9081041,30083,9,1,3,1,0,0,0
1491,9081041,30083,9,1,4,6,0,0,0
1492,9081048,30084,1,0,200302,1,0,0,0
1493,9081048,30084,2,0,200562,1,0,0,0
1494,9081048,30084,3,0,200592,1,0,0,0
1495,9081048,30084,4,0,201102,1,0,0,0
1496,9081048,30084,5,0,201112,1,0,0,0
1497,9081048,30084,6,0,201312,1,0,0,0
1498,9081048,30084,7,1,1,6,0,0,0
1499,9081048,30084,7,1,3,2,0,0,0
1500,9081031,20030,1,0,200732,1,0,0,0
1501,9081031,20030,2,0,201082,1,0,0,0
1502,9081031,20030,3,0,201282,1,0,0,0
1503,9081031,20030,4,0,201651,1,0,0,0
1504,9081031,20030,5,0,201661,1,0,0,0
1505,9081031,20030,6,1,5,6,0,0,0
1506,9081031,20030,6,1,30,5,0,0,0
1507,9081019,30085,1,0,200022,1,0,0,0
1508,9081019,30085,2,0,201032,1,0,0,0
1509,9081019,30085,3,0,201382,1,0,0,0
1510,9081019,30085,4,0,201591,1,0,0,0
1511,9081019,30085,5,0,201682,1,0,0,0
1512,9081019,30085,6,0,201702,1,0,0,0
1513,9081019,30085,7,1,2,2,0,0,0
1514,9081019,30085,7,1,3,6,0,0,0
1515,9081077,30086,1,0,200142,1,0,0,0
1516,9081077,30086,2,0,200152,1,0,0,0
1517,9081077,30086,3,0,200252,1,0,0,0
1518,9081077,30086,4,0,200572,1,0,0,0
1519,9081077,30086,8,1,1,6,0,0,0
1520,9081077,30086,8,1,3,2,0,0,0
1521,9081077,10077,1,0,200142,1,0,0,0
1522,9081077,10077,2,0,200152,1,0,0,0
1523,9081077,10077,3,0,200252,1,0,0,0
1524,9081077,10077,4,0,200572,1,0,0,0
1525,9081077,10077,8,1,1,6,0,0,0
1526,9081077,10077,8,1,3,2,0,0,0
1527,9081074,30087,1,0,200012,1,0,0,0
1528,9081074,30087,2,0,200762,1,0,0,0
1529,9081074,30087,3,0,201202,1,0,0,0
1530,9081074,30087,4,0,201212,1,0,0,0
1531,9081074,30087,5,0,201222,1,0,0,0
1532,9081074,30087,6,1,2,6,0,0,0
1533,9081074,30087,6,1,4,2,0,0,0
1534,9081074,10076,1,0,200012,1,0,0,0
1535,9081074,10076,2,0,200762,1,0,0,0
1536,9081074,10076,3,0,201202,1,0,0,0
1537,9081074,10076,4,0,201212,1,0,0,0
1538,9081074,10076,5,0,201222,1,0,0,0
1539,9081074,10076,6,1,2,6,0,0,0
1540,9081074,10076,6,1,4,2,0,0,0
1541,9081067,30088,1,0,200592,1,0,0,0
1542,9081067,30088,2,0,201212,1,0,0,0
1543,9081067,30088,3,0,201382,1,0,0,0
1544,9081067,30088,4,0,201392,1,0,0,0
1545,9081067,30088,5,0,201542,1,0,0,0
1546,9081067,30088,6,0,201692,1,0,0,0
1547,9081067,30088,7,1,5,6,0,0,0
1548,9081067,30088,7,1,30,5,0,0,0
1549,9081027,20040,1,0,200602,1,0,0,0
1550,9081027,20040,2,0,200722,1,0,0,0
1551,9081027,20040,3,0,201102,1,0,0,0
1552,9081027,20040,4,1,2,6,0,0,0
1553,9081027,20040,4,1,4,2,0,0,0
1554,9081033,20041,1,0,200632,1,0,0,0
1555,9081033,20041,2,0,201152,1,0,0,0
1556,9081033,20041,3,0,201452,1,0,0,0
1557,9081033,20041,4,0,201492,1,0,0,0
1558,9081033,20041,5,0,201502,1,0,0,0
1559,9081033,20041,6,1,1,1,0,0,0
1560,9081033,20041,6,1,3,1,0,0,0
1561,9081033,20041,6,1,4,6,0,0,0
1562,9081041,20042,1,0,200652,1,0,0,0
1563,9081041,20042,2,0,200791,1,0,0,0
1564,9081041,20042,3,0,200841,1,0,0,0
1565,9081041,20042,4,0,200962,1,0,0,0
1566,9081041,20042,5,0,200972,1,0,0,0
1567,9081041,20042,6,0,200982,1,0,0,0
1568,9081041,20042,7,0,200992,1,0,0,0
1569,9081041,20042,8,0,201012,1,0,0,0
1570,9081041,20042,9,1,2,2,0,0,0
1571,9081041,20042,9,1,3,6,0,0,0
1572,9081001,20043,1,0,200162,1,0,0,0
1573,9081001,20043,2,0,200512,1,0,0,0
1574,9081001,20043,3,0,200562,1,0,0,0
1575,9081001,20043,4,0,200732,1,0,0,0
1576,9081001,20043,5,0,201312,1,0,0,0
1577,9081001,20043,6,0,201352,1,0,0,0
1578,9081001,20043,7,0,201362,1,0,0,0
1579,9081001,20043,8,1,2,2,0,0,0
1580,9081001,20043,8,1,3,6,0,0,0
1586,9081077,30086,5,0,200582,1,0,0,0
1587,9081077,30086,6,0,201172,1,0,0,0
1588,9081077,30086,7,0,201702,1,0,0,0
1589,9081077,10077,5,0,200582,1,0,0,0
1590,9081077,10077,6,0,201172,1,0,0,0
1591,9081077,10077,7,0,201702,1,0,0,0
1592,9081038,20044,1,0,200652,1,0,0,0
1593,9081038,20044,2,0,200911,1,0,0,0
1594,9081038,20044,3,0,200962,1,0,0,0
1595,9081038,20044,4,0,201002,1,0,0,0
1596,9081038,20044,5,0,201372,1,0,0,0
1597,9081038,20044,6,1,1,6,0,0,0
1598,9081038,20044,6,1,3,2,0,0,0
1599,9081055,30089,1,0,200362,1,0,0,0
1600,9081055,30089,2,0,200462,1,0,0,0
1601,9081055,30089,3,0,200851,1,0,0,0
1602,9081055,30089,4,0,200881,1,0,0,0
1603,9081055,30089,5,0,201611,1,0,0,0
1604,9081055,30089,6,1,4,6,0,0,0
1605,9081055,30089,6,1,1,1,0,0,0
1606,9081055,30089,6,1,3,1,0,0,0
1607,9081017,30090,1,0,200831,1,0,0,0
1608,9081017,30090,2,0,200861,1,0,0,0
1609,9081017,30090,3,0,200891,1,0,0,0
1610,9081017,30090,4,0,200921,1,0,0,0
1611,9081017,30090,5,0,201102,1,0,0,0
1612,9081017,30090,6,0,201112,1,0,0,0
1613,9081017,30090,7,0,201152,1,0,0,0
1614,9081017,30090,8,0,201702,1,0,0,0
1615,9081017,30090,9,1,2,6,0,0,0
1616,9081017,30090,9,1,4,2,0,0,0
1617,9081070,30091,1,0,200162,1,0,0,0
1618,9081070,30091,2,0,201112,1,0,0,0
1619,9081070,30091,3,0,201382,1,0,0,0
1620,9081070,30091,4,0,201641,1,0,0,0
1621,9081070,30091,5,0,201692,1,0,0,0
1622,9081070,30091,6,1,5,6,0,0,0
1623,9081070,30091,6,1,30,5,0,0,0
1624,9081036,30092,1,0,200622,1,0,0,0
1625,9081036,30092,2,0,200642,1,0,0,0
1626,9081036,30092,3,0,200722,1,0,0,0
1627,9081036,30092,4,0,201462,1,0,0,0
1628,9081036,30092,5,0,201492,1,0,0,0
1629,9081036,30092,6,1,1,6,0,0,0
1630,9081036,30092,6,1,3,2,0,0,0
1631,9081046,20045,1,0,200162,1,0,0,0
1632,9081046,20045,2,0,200222,1,0,0,0
1633,9081046,20045,3,0,200952,1,0,0,0
1634,9081046,20045,4,0,201242,1,0,0,0
1635,9081046,20045,5,0,201522,1,0,0,0
1636,9081046,20045,6,0,201672,1,0,0,0
1637,9081046,20045,7,0,201682,1,0,0,0
1638,9081046,20045,8,1,1,1,0,0,0
1639,9081046,20045,8,1,3,1,0,0,0
1640,9081046,20045,8,1,4,6,0,0,0
1641,9081009,30093,1,0,200282,1,0,0,0
1642,9081009,30093,2,0,200572,1,0,0,0
1643,9081009,30093,3,0,200582,1,0,0,0
1644,9081009,30093,4,0,201322,1,0,0,0
1645,9081009,30093,5,0,201342,1,0,0,0
1646,9081009,30093,6,1,2,2,0,0,0
1647,9081009,30093,6,1,3,6,0,0,0
1648,9081044,20046,1,0,200452,1,0,0,0
1649,9081044,20046,2,0,201162,1,0,0,0
1650,9081044,20046,3,0,201462,1,0,0,0
1651,9081044,20046,4,0,201472,1,0,0,0
1652,9081044,20046,5,0,201482,1,0,0,0
1653,9081044,20046,6,0,201552,1,0,0,0
1654,9081044,20046,8,0,201651,1,0,0,0
1655,9081044,20046,9,1,5,6,0,0,0
1656,9081044,20046,9,1,30,5,0,0,0
1657,9081053,30094,1,0,200292,1,0,0,0
1658,9081053,30094,2,0,200512,1,0,0,0
1659,9081053,30094,3,0,200612,1,0,0,0
1660,9081053,30094,4,0,200672,1,0,0,0
1661,9081053,30094,5,0,200702,1,0,0,0
1662,9081053,30094,6,0,201032,1,0,0,0
1663,9081053,30094,7,1,1,1,0,0,0
1664,9081053,30094,7,1,3,1,0,0,0
1665,9081053,30094,7,1,4,6,0,0,0
1666,9081042,30095,1,0,200152,1,0,0,0
1667,9081042,30095,2,0,200582,1,0,0,0
1668,9081042,30095,3,0,200602,1,0,0,0
1669,9081042,30095,4,0,200652,1,0,0,0
1670,9081042,30095,5,0,200692,1,0,0,0
1671,9081042,30095,6,0,201442,1,0,0,0
1672,9081042,30095,7,0,201532,1,0,0,0
1673,9081042,30095,8,0,201542,1,0,0,0
1674,9081042,30095,9,0,201902,1,0,0,0
1675,9081042,30095,10,1,1,6,0,0,0
1676,9081042,30095,10,1,3,2,0,0,0
1677,9081039,30096,1,0,200132,1,0,0,0
1678,9081039,30096,2,0,200572,1,0,0,0
1679,9081039,30096,3,0,201142,1,0,0,0
1680,9081039,30096,4,0,201362,1,0,0,0
1681,9081039,30096,5,1,2,2,0,0,0
1682,9081039,30096,5,1,3,6,0,0,0
1683,9081057,10078,1,0,200232,1,0,0,0
1684,9081057,10078,2,0,200342,1,0,0,0
1685,9081057,10078,3,0,200512,1,0,0,0
1686,9081057,10078,4,0,200642,1,0,0,0
1687,9081057,10078,5,0,201112,1,0,0,0
1688,9081057,10078,6,0,201502,1,0,0,0
1689,9081057,10078,7,0,201611,1,0,0,0
1690,9081057,10078,8,1,5,6,0,0,0
1691,9081057,10078,8,1,30,5,0,0,0
1692,9081057,30097,1,0,200232,1,0,0,0
1693,9081057,30097,2,0,200342,1,0,0,0
1694,9081057,30097,3,0,200512,1,0,0,0
1695,9081057,30097,4,0,200642,1,0,0,0
1696,9081057,30097,5,0,201112,1,0,0,0
1697,9081057,30097,6,0,201502,1,0,0,0
1698,9081057,30097,7,0,201611,1,0,0,0
1699,9081057,30097,8,1,5,6,0,0,0
1700,9081057,30097,8,1,30,5,0,0,0
1701,9081003,20047,1,0,200452,1,0,0,0
1702,9081003,20047,2,0,200492,1,0,0,0
1703,9081003,20047,3,0,200502,1,0,0,0
1704,9081003,20047,4,0,201132,1,0,0,0
1705,9081003,20047,5,0,201142,1,0,0,0
1706,9081003,20047,6,0,201332,1,0,0,0
1707,9081003,20047,7,1,2,6,0,0,0
1708,9081003,20047,7,1,4,2,0,0,0
1709,9081052,30098,1,1,2,2,90815201,0,90
1710,9081052,30098,1,1,3,6,90815202,0,90
1712,9081063,30099,1,0,200482,1,0,0,0
1713,9081063,30099,2,0,200592,1,0,0,0
1714,9081063,30099,3,0,201392,1,0,0,0
1715,9081063,30099,4,0,201432,1,0,0,0
1716,9081063,30099,5,0,201442,1,0,0,0
1717,9081063,30099,6,0,201542,1,0,0,0
1718,9081063,30099,8,1,2,6,0,0,0
1719,9081063,30099,8,1,4,2,0,0,0
1720,9081030,30100,1,0,200742,1,0,0,0
1721,9081030,30100,2,0,201322,1,0,0,0
1722,9081030,30100,3,0,201342,1,0,0,0
1723,9081030,30100,4,0,201372,1,0,0,0
1724,9081030,30100,5,0,201532,1,0,0,0
1725,9081030,30100,6,0,202012,1,0,0,0
1726,9081030,30100,7,1,5,6,0,0,0
1727,9081030,30100,7,1,30,5,0,0,0
1728,9081010,30053,1,0,200162,1,0,0,0
1729,9081010,30053,2,0,200682,1,0,0,0
1730,9081010,30053,3,0,201032,1,0,0,0
1731,9081010,30053,4,0,201052,1,0,0,0
1732,9081010,30053,5,0,201062,1,0,0,0
1733,9081010,30053,6,0,201082,1,0,0,0
1734,9081010,30053,7,1,1,6,0,0,0
1735,9081010,30053,7,1,3,2,0,0,0
1736,9081006,20048,2,0,200342,1,0,0,0
1737,9081006,20048,3,0,200492,1,0,0,0
1738,9081006,20048,4,0,200512,1,0,0,0
1739,9081006,20048,5,0,201062,1,0,0,0
1740,9081006,20048,6,0,201072,1,0,0,0
1741,9081006,20048,7,0,201601,1,0,0,0
1742,9081006,20048,8,0,202112,1,0,0,0
1743,9081006,20048,9,0,202122,1,0,0,0
1744,9081006,20048,10,1,1,1,0,0,0
1745,9081006,20048,10,1,3,1,0,0,0
1746,9081006,20048,10,1,4,6,0,0,0
1747,9081014,30102,1,0,200132,1,0,0,0
1748,9081014,30102,2,0,200572,1,0,0,0
1749,9081014,30102,3,0,200582,1,0,0,0
1750,9081014,30102,4,0,201122,1,0,0,0
1751,9081014,30102,5,0,201312,1,0,0,0
1752,9081014,30102,6,0,201532,1,0,0,0
1753,9081014,30102,7,0,201902,1,0,0,0
1754,9081014,30102,8,1,1,1,0,0,0
1755,9081014,30102,8,1,3,1,0,0,0
1756,9081014,30102,8,1,4,6,0,0,0
1757,9081062,30103,1,0,200352,1,0,0,0
1758,9081062,30103,2,0,200442,1,0,0,0
1759,9081062,30103,3,0,200472,1,0,0,0
1760,9081062,30103,4,0,200492,1,0,0,0
1761,9081062,30103,5,0,200512,1,0,0,0
1762,9081062,30103,6,0,201621,1,0,0,0
1763,9081062,30103,7,1,5,6,0,0,0
1764,9081062,30103,7,1,30,5,0,0,0
1765,9081047,30104,1,0,200032,1,0,0,0
1766,9081047,30104,2,0,200722,1,0,0,0
1767,9081047,30104,3,0,201112,1,0,0,0
1768,9081047,30104,4,0,201152,1,0,0,0
1769,9081047,30104,5,0,201532,1,0,0,0
1770,9081047,30104,6,0,201542,1,0,0,0
1771,9081047,30104,7,1,2,6,0,0,0
1772,9081047,30104,7,1,4,2,0,0,0
1773,9081063,30099,7,0,201692,1,0,0,0
1774,9081040,20049,1,0,200232,1,0,0,0
1775,9081040,20049,2,0,200302,1,0,0,0
1776,9081040,20049,3,0,200692,1,0,0,0
1777,9081040,20049,4,0,201611,1,0,0,0
1778,9081040,20049,5,0,201641,1,0,0,0
1779,9081040,20049,6,1,5,6,0,0,0
1780,9081040,20049,6,1,30,5,0,0,0
1781,9081018,30106,1,0,200931,1,0,0,0
1782,9081018,30106,2,0,200941,1,0,0,0
1783,9081018,30106,3,0,201382,1,0,0,0
1784,9081018,30106,4,0,201442,1,0,0,0
1785,9081018,30106,5,0,201692,1,0,0,0
1786,9081018,30106,6,0,202122,1,0,0,0
1787,9081018,30106,7,1,3,6,0,0,0
1788,9081018,30106,7,1,2,2,0,0,0
1789,9081001,30105,1,0,200012,1,0,0,0
1790,9081001,30105,2,0,200042,1,0,0,0
1791,9081001,30105,3,0,200142,1,0,0,0
1792,9081001,30105,4,0,200202,1,0,0,0
1793,9081001,30105,5,0,201172,1,0,0,0
1794,9081001,30105,6,0,201212,1,0,0,0
1795,9081001,30105,7,1,1,1,0,0,0
1796,9081001,30105,7,1,3,1,0,0,0
1797,9081001,30105,7,1,4,6,0,0,0
1798,9081073,10081,1,0,200302,1,0,0,0
1799,9081073,10081,2,0,200722,1,0,0,0
1800,9081073,10081,3,0,202032,1,0,0,0
1801,9081073,10081,4,0,202092,1,0,0,0
1802,9081073,10081,5,0,202152,1,0,0,0
1803,9081073,10081,6,1,1,1,0,0,0
1804,9081073,10081,6,1,3,1,0,0,0
1805,9081073,10081,6,1,4,6,0,0,0
1806,9081014,20033,1,0,200132,1,0,0,0
1807,9081014,20033,2,0,200582,1,0,0,0
1808,9081014,20033,3,0,200722,1,0,0,0
1809,9081014,20033,4,0,201312,1,0,0,0
1810,9081014,20033,5,0,201902,1,0,0,0
1811,9081014,20033,6,1,1,6,0,0,0
1812,9081014,20033,6,1,3,2,0,0,0
1813,9081004,30107,1,0,200182,1,0,0,0
1814,9081004,30107,2,0,200432,1,0,0,0
1815,9081004,30107,3,0,200532,1,0,0,0
1816,9081004,30107,4,0,201242,1,0,0,0
1817,9081004,30107,5,0,201252,1,0,0,0
1818,9081004,30107,6,0,201272,1,0,0,0
1819,9081004,30107,7,0,201571,1,0,0,0
1820,9081004,30107,8,0,201601,1,0,0,0
1821,9081004,30107,9,0,201651,1,0,0,0
1822,9081004,30107,10,0,201661,1,0,0,0
1824,9081004,30107,11,1,1,6,0,0,0
1825,9081004,30107,11,1,3,2,0,0,0
1826,9081049,30108,1,0,200162,1,0,0,0
1827,9081049,30108,2,0,200182,1,0,0,0
1828,9081049,30108,3,0,200302,1,0,0,0
1829,9081049,30108,4,0,200492,1,0,0,0
1830,9081049,30108,5,0,200602,1,0,0,0
