id,story_event_id,chara_id,rarity,support_card_id,limit_0,limit_1,limit_2,limit_3,limit_4,start_date,end_date
429,1026,1012,2,20003,7,9,12,15,18,1685329200,1686279599
430,1026,1051,2,20027,7,9,12,15,18,1685329200,1686279599
431,1026,1008,2,20039,7,9,12,15,18,1685329200,1686279599
432,1026,1087,2,20055,7,9,12,15,18,1685329200,1686279599
433,1026,1008,1,10007,3,5,7,10,12,1685329200,1686279599
434,1026,1009,1,10023,3,5,7,10,12,1685329200,1686279599
435,1026,1012,1,10024,3,5,7,10,12,1685329200,1686279599
436,1026,1051,1,10041,3,5,7,10,12,1685329200,1686279599
437,1026,1087,1,10087,3,5,7,10,12,1685329200,1686279599
438,1026,1008,3,30150,20,23,26,30,35,1685329200,1686279599
439,1027,1040,3,30153,30,32,35,40,45,1688007600,1688957999
440,1027,1064,3,30154,30,32,35,40,45,1688007600,1688957999
441,1027,1048,3,30084,10,13,16,20,25,1688007600,1688957999
442,1027,1053,3,30042,10,13,16,20,25,1688007600,1688957999
443,1027,1053,3,30094,10,13,16,20,25,1688007600,1688957999
444,1027,1040,3,30014,10,13,16,20,25,1688007600,1688957999
445,1027,1064,3,30027,10,13,16,20,25,1688007600,1688957999
446,1027,1064,3,30115,10,13,16,20,25,1688007600,1688957999
447,1027,1065,3,30071,10,13,16,20,25,1688007600,1688957999
448,1027,1065,3,30116,10,13,16,20,25,1688007600,1688957999
449,1027,1048,2,20035,7,9,12,15,18,1688007600,1688957999
450,1027,1040,2,20049,7,9,12,15,18,1688007600,1688957999
451,1027,1065,2,20024,7,9,12,15,18,1688007600,1688957999
452,1027,1048,1,10070,3,5,7,10,12,1688007600,1688957999
453,1027,1053,1,10065,3,5,7,10,12,1688007600,1688957999
454,1027,1040,1,10017,3,5,7,10,12,1688007600,1688957999
455,1027,1064,1,10054,3,5,7,10,12,1688007600,1688957999
456,1027,1065,1,10052,3,5,7,10,12,1688007600,1688957999
457,1027,1065,3,30155,20,23,26,30,35,1688007600,1688957999
458,1028,1025,3,30157,30,32,35,40,45,1690772400,1691981999
459,1028,1094,3,30158,30,32,35,40,45,1690772400,1691981999
460,1028,1032,3,30101,10,13,16,20,25,1690772400,1691981999
461,1028,1002,3,30002,10,13,16,20,25,1690772400,1691981999
462,1028,1002,3,30062,10,13,16,20,25,1690772400,1691981999
463,1028,1002,3,30076,10,13,16,20,25,1690772400,1691981999
464,1028,1025,3,30075,10,13,16,20,25,1690772400,1691981999
465,1028,1025,3,30110,10,13,16,20,25,1690772400,1691981999
466,1028,1018,3,30106,10,13,16,20,25,1690772400,1691981999
467,1028,1018,3,30124,10,13,16,20,25,1690772400,1691981999
468,1028,1094,3,30147,10,13,16,20,25,1690772400,1691981999
469,1028,1032,2,20012,7,9,12,15,18,1690772400,1691981999
470,1028,1032,2,20059,7,9,12,15,18,1690772400,1691981999
471,1028,1025,2,20008,7,9,12,15,18,1690772400,1691981999
472,1028,1094,2,20056,7,9,12,15,18,1690772400,1691981999
473,1028,1018,2,20004,7,9,12,15,18,1690772400,1691981999
474,1028,1002,2,20063,7,9,12,15,18,1690772400,1691981999
475,1028,1032,1,10036,3,5,7,10,12,1690772400,1691981999
476,1028,1002,1,10002,3,5,7,10,12,1690772400,1691981999
477,1028,1025,1,10031,3,5,7,10,12,1690772400,1691981999
478,1028,1094,1,10089,3,5,7,10,12,1690772400,1691981999
479,1028,1018,1,10025,3,5,7,10,12,1690772400,1691981999
480,1028,1018,3,30159,20,23,26,30,35,1690772400,1691981999
481,1029,1084,3,30165,30,32,35,40,45,1695956400,1696906799
482,1029,1107,3,30166,30,32,35,40,45,1695956400,1696906799
483,1029,1022,3,30010,10,13,16,20,25,1695956400,1696906799
484,1029,1036,3,30013,10,13,16,20,25,1695956400,1696906799
485,1029,1036,3,30092,10,13,16,20,25,1695956400,1696906799
486,1029,1083,3,30118,10,13,16,20,25,1695956400,1696906799
487,1029,1083,3,30136,10,13,16,20,25,1695956400,1696906799
488,1029,1084,3,30145,10,13,16,20,25,1695956400,1696906799
489,1029,1022,2,20037,7,9,12,15,18,1695956400,1696906799
490,1029,1022,1,10028,3,5,7,10,12,1695956400,1696906799
491,1029,1036,1,10037,3,5,7,10,12,1695956400,1696906799
492,1029,1083,1,10082,3,5,7,10,12,1695956400,1696906799
493,1029,1084,1,10084,3,5,7,10,12,1695956400,1696906799
494,1029,1107,1,10095,5,7,9,12,15,1695956400,1696906799
495,1029,1022,3,30167,20,23,26,30,35,1695956400,1696906799
496,1030,1061,3,30170,30,32,35,40,45,1698634800,1699498799
497,1030,1073,3,30169,30,32,35,40,45,1698634800,1699498799
498,1030,1003,3,30003,10,13,16,20,25,1698634800,1699498799
499,1030,1003,3,30058,10,13,16,20,25,1698634800,1699498799
500,1030,1003,3,30111,10,13,16,20,25,1698634800,1699498799
501,1030,1003,3,30140,10,13,16,20,25,1698634800,1699498799
502,1030,1039,3,30039,10,13,16,20,25,1698634800,1699498799
503,1030,1039,3,30096,10,13,16,20,25,1698634800,1699498799
504,1030,1061,3,30056,10,13,16,20,25,1698634800,1699498799
505,1030,1052,3,30019,10,13,16,20,25,1698634800,1699498799
506,1030,1052,3,30098,10,13,16,20,25,1698634800,1699498799
507,1030,1003,2,20047,7,9,12,15,18,1698634800,1699498799
508,1030,1073,2,20052,7,9,12,15,18,1698634800,1699498799
509,1030,1061,2,20020,7,9,12,15,18,1698634800,1699498799
510,1030,1003,1,10003,3,5,7,10,12,1698634800,1699498799
511,1030,1073,1,10081,3,5,7,10,12,1698634800,1699498799
512,1030,1039,1,10063,3,5,7,10,12,1698634800,1699498799
513,1030,1052,1,10020,3,5,7,10,12,1698634800,1699498799
514,1030,1061,1,10048,3,5,7,10,12,1698634800,1699498799
515,1030,1052,3,30171,20,23,26,30,35,1698634800,1699498799
516,1031,1059,3,30174,30,32,35,40,45,1701313200,1702263599
517,1031,1086,3,30175,30,32,35,40,45,1701313200,1702263599
518,1031,1064,3,30027,10,13,16,20,25,1701313200,1702263599
519,1031,1059,3,30041,10,13,16,20,25,1701313200,1702263599
520,1031,1027,3,30048,10,13,16,20,25,1701313200,1702263599
521,1031,1074,3,30087,10,13,16,20,25,1701313200,1702263599
522,1031,1064,3,30115,10,13,16,20,25,1701313200,1702263599
523,1031,1086,3,30134,10,13,16,20,25,1701313200,1702263599
524,1031,1064,3,30154,10,13,16,20,25,1701313200,1702263599
525,1031,1027,2,20010,7,9,12,15,18,1701313200,1702263599
526,1031,1059,2,20018,7,9,12,15,18,1701313200,1702263599
527,1031,1027,2,20040,7,9,12,15,18,1701313200,1702263599
528,1031,1059,2,20057,7,9,12,15,18,1701313200,1702263599
529,1031,1027,1,10033,3,5,7,10,12,1701313200,1702263599
530,1031,1059,1,10046,3,5,7,10,12,1701313200,1702263599
531,1031,1064,1,10054,3,5,7,10,12,1701313200,1702263599
532,1031,1074,1,10076,3,5,7,10,12,1701313200,1702263599
533,1031,1086,1,10088,3,5,7,10,12,1701313200,1702263599
534,1031,1027,3,30176,20,23,26,30,35,1701313200,1702263599
535,1032,1108,3,30178,30,32,35,40,45,1703732400,1704769199
536,1032,1067,3,30179,30,32,35,40,45,1703732400,1704769199
537,1032,1102,3,30173,10,13,16,20,25,1703732400,1704769199
538,1032,1091,3,30177,10,13,16,20,25,1703732400,1704769199
539,1032,1001,3,30001,10,13,16,20,25,1703732400,1704769199
540,1032,1001,3,30025,10,13,16,20,25,1703732400,1704769199
541,1032,1001,3,30105,10,13,16,20,25,1703732400,1704769199
542,1032,1001,3,30127,10,13,16,20,25,1703732400,1704769199
543,1032,1003,3,30003,10,13,16,20,25,1703732400,1704769199
544,1032,1003,3,30058,10,13,16,20,25,1703732400,1704769199
545,1032,1003,3,30111,10,13,16,20,25,1703732400,1704769199
546,1032,1003,3,30140,10,13,16,20,25,1703732400,1704769199
547,1032,1060,3,30054,10,13,16,20,25,1703732400,1704769199
548,1032,1060,3,30138,10,13,16,20,25,1703732400,1704769199
549,1032,1066,3,30026,10,13,16,20,25,1703732400,1704769199
550,1032,1066,3,30060,10,13,16,20,25,1703732400,1704769199
551,1032,1066,3,30112,10,13,16,20,25,1703732400,1704769199
552,1032,1067,3,30029,10,13,16,20,25,1703732400,1704769199
553,1032,1067,3,30088,10,13,16,20,25,1703732400,1704769199
554,1032,1068,3,30028,10,13,16,20,25,1703732400,1704769199
555,1032,1090,2,20070,7,9,12,15,18,1703732400,1704769199
556,1032,1103,2,20071,7,9,12,15,18,1703732400,1704769199
557,1032,1001,2,20043,7,9,12,15,18,1703732400,1704769199
558,1032,1003,2,20047,7,9,12,15,18,1703732400,1704769199
559,1032,1060,2,20019,7,9,12,15,18,1703732400,1704769199
560,1032,1060,2,20026,7,9,12,15,18,1703732400,1704769199
561,1032,1060,2,20068,7,9,12,15,18,1703732400,1704769199
562,1032,1068,2,20066,7,9,12,15,18,1703732400,1704769199
563,1032,1102,1,10098,3,5,7,10,12,1703732400,1704769199
564,1032,1090,1,10097,3,5,7,10,12,1703732400,1704769199
565,1032,1091,1,10099,3,5,7,10,12,1703732400,1704769199
566,1032,1103,1,10100,3,5,7,10,12,1703732400,1704769199
567,1032,1108,1,10101,5,7,10,12,15,1703732400,1704769199
568,1032,1001,1,10001,3,5,7,10,12,1703732400,1704769199
569,1032,1003,1,10003,3,5,7,10,12,1703732400,1704769199
570,1032,1060,1,10047,3,5,7,10,12,1703732400,1704769199
571,1032,1066,1,10051,3,5,7,10,12,1703732400,1704769199
572,1032,1067,1,10056,3,5,7,10,12,1703732400,1704769199
573,1032,1068,1,10055,3,5,7,10,12,1703732400,1704769199
574,1032,1066,3,30181,20,23,26,30,35,1703732400,1704769199
575,1033,1035,3,30183,30,32,35,40,45,1706670000,1707879599
576,1033,1041,3,30184,30,32,35,40,45,1706670000,1707879599
577,1033,1035,3,30012,10,13,16,20,25,1706670000,1707879599
578,1033,1041,3,30015,10,13,16,20,25,1706670000,1707879599
579,1033,1029,3,30031,10,13,16,20,25,1706670000,1707879599
580,1033,1035,3,30033,10,13,16,20,25,1706670000,1707879599
581,1033,1035,3,30046,10,13,16,20,25,1706670000,1707879599
582,1033,1029,3,30070,10,13,16,20,25,1706670000,1707879599
583,1033,1025,3,30075,10,13,16,20,25,1706670000,1707879599
584,1033,1041,3,30083,10,13,16,20,25,1706670000,1707879599
585,1033,1025,3,30110,10,13,16,20,25,1706670000,1707879599
586,1033,1025,3,30157,10,13,16,20,25,1706670000,1707879599
587,1033,1025,2,20008,7,9,12,15,18,1706670000,1707879599
588,1033,1029,2,20011,7,9,12,15,18,1706670000,1707879599
589,1033,1041,2,20042,7,9,12,15,18,1706670000,1707879599
590,1033,1035,1,10016,3,5,7,10,12,1706670000,1707879599
591,1033,1041,1,10018,3,5,7,10,12,1706670000,1707879599
592,1033,1025,1,10031,3,5,7,10,12,1706670000,1707879599
593,1033,1029,1,10034,3,5,7,10,12,1706670000,1707879599
594,1033,1082,1,10102,5,7,10,12,15,1706670000,1707879599
595,1033,1082,3,30185,20,23,26,30,35,1706670000,1707879599
596,1034,1078,3,30196,30,32,35,40,45,1711681200,1712631599
597,1034,1093,3,30195,30,32,35,40,45,1711681200,1712631599
598,1034,1065,3,30071,10,13,16,20,25,1711681200,1712631599
599,1034,1065,3,30116,10,13,16,20,25,1711681200,1712631599
600,1034,1065,3,30155,10,13,16,20,25,1711681200,1712631599
601,1034,1085,3,30114,10,13,16,20,25,1711681200,1712631599
602,1034,1093,3,30130,10,13,16,20,25,1711681200,1712631599
603,1034,1078,3,30126,10,13,16,20,25,1711681200,1712631599
604,1034,1053,3,30042,10,13,16,20,25,1711681200,1712631599
605,1034,1053,3,30094,10,13,16,20,25,1711681200,1712631599
606,1034,1065,2,20024,7,9,12,15,18,1711681200,1712631599
607,1034,1093,2,20051,7,9,12,15,18,1711681200,1712631599
608,1034,1065,1,10052,3,5,7,10,12,1711681200,1712631599
609,1034,1085,1,10079,3,5,7,10,12,1711681200,1712631599
610,1034,1093,1,10080,3,5,7,10,12,1711681200,1712631599
611,1034,1078,1,10086,3,5,7,10,12,1711681200,1712631599
612,1034,1053,1,10065,3,5,7,10,12,1711681200,1712631599
613,1034,1053,3,30197,20,23,26,30,35,1711681200,1712631599
614,1035,1050,3,30201,30,32,35,40,45,1714446000,1715309999
615,1035,1106,3,30199,30,32,35,40,45,1714446000,1715309999
616,1035,1096,1,10117,5,7,10,12,15,1714446000,1715309999
617,1035,1106,1,10107,5,7,10,12,15,1714446000,1715309999
618,1035,1045,3,30016,10,13,16,20,25,1714446000,1715309999
619,1035,1072,3,30032,10,13,16,20,25,1714446000,1715309999
620,1035,1072,3,30120,10,13,16,20,25,1714446000,1715309999
621,1035,1050,3,30073,10,13,16,20,25,1714446000,1715309999
622,1035,1072,2,20074,7,9,12,15,18,1714446000,1715309999
623,1035,1050,2,20014,7,9,12,15,18,1714446000,1715309999
624,1035,1045,1,10019,3,5,7,10,12,1714446000,1715309999
625,1035,1072,1,10058,3,5,7,10,12,1714446000,1715309999
626,1035,1050,1,10040,3,5,7,10,12,1714446000,1715309999
627,1035,1096,3,30200,20,23,26,30,35,1714446000,1715309999
628,1036,1091,3,30206,30,32,35,40,45,1717038000,1718247599
629,1036,1020,3,30204,30,32,35,40,45,1717038000,1718247599
630,1036,1020,3,30008,10,13,16,20,25,1717038000,1718247599
631,1036,1020,3,30055,10,13,16,20,25,1717038000,1718247599
632,1036,1044,3,30045,10,13,16,20,25,1717038000,1718247599
633,1036,1044,3,30128,10,13,16,20,25,1717038000,1718247599
634,1036,1061,3,30056,10,13,16,20,25,1717038000,1718247599
635,1036,1061,3,30170,10,13,16,20,25,1717038000,1718247599
636,1036,1091,3,30177,10,13,16,20,25,1717038000,1718247599
637,1036,1091,3,30192,10,13,16,20,25,1717038000,1718247599
638,1036,1020,2,20050,7,9,12,15,18,1717038000,1718247599
639,1036,1044,2,20023,7,9,12,15,18,1717038000,1718247599
640,1036,1044,2,20046,7,9,12,15,18,1717038000,1718247599
641,1036,1061,2,20020,7,9,12,15,18,1717038000,1718247599
642,1036,1090,2,20070,7,9,12,15,18,1717038000,1718247599
643,1036,1020,1,10014,3,5,7,10,12,1717038000,1718247599
644,1036,1044,1,10050,3,5,7,10,12,1717038000,1718247599
645,1036,1061,1,10048,3,5,7,10,12,1717038000,1718247599
646,1036,1090,1,10097,3,5,7,10,12,1717038000,1718247599
647,1036,1091,1,10099,3,5,7,10,12,1717038000,1718247599
648,1036,1090,3,30205,20,23,26,30,35,1717038000,1718247599
649,1037,1046,3,30210,30,32,35,40,45,1722222000,1723604399
650,1037,1098,3,30211,30,32,35,40,45,1722222000,1723604399
651,1037,1037,3,30122,10,13,16,20,25,1722222000,1723604399
652,1037,1099,3,30182,10,13,16,20,25,1722222000,1723604399
653,1037,1046,3,30017,10,13,16,20,25,1722222000,1723604399
654,1037,1100,3,30156,10,13,16,20,25,1722222000,1723604399
655,1037,1037,2,20013,7,9,12,15,18,1722222000,1723604399
656,1037,1046,2,20045,7,9,12,15,18,1722222000,1723604399
657,1037,1098,2,20064,7,9,12,15,18,1722222000,1723604399
658,1037,1037,1,10038,3,5,7,10,12,1722222000,1723604399
659,1037,1099,1,10090,3,5,7,10,12,1722222000,1723604399
660,1037,1046,1,10039,3,5,7,10,12,1722222000,1723604399
661,1037,1098,1,10092,3,5,7,10,12,1722222000,1723604399
662,1037,1100,1,10093,3,5,7,10,12,1722222000,1723604399
663,1037,1100,3,30212,20,23,26,30,35,1722222000,1723604399
664,1038,1005,3,30219,30,32,35,40,45,1724986800,1725937199
665,1038,1010,3,30218,30,32,35,40,45,1724986800,1725937199
666,1038,1010,3,30053,10,13,16,20,25,1724986800,1725937199
667,1038,1047,3,30065,10,13,16,20,25,1724986800,1725937199
668,1038,1047,3,30104,10,13,16,20,25,1724986800,1725937199
669,1038,1083,3,30118,10,13,16,20,25,1724986800,1725937199
670,1038,1083,3,30136,10,13,16,20,25,1724986800,1725937199
671,1038,1105,3,30198,10,13,16,20,25,1724986800,1725937199
672,1038,1005,2,20001,7,9,12,15,18,1724986800,1725937199
673,1038,1010,2,20067,7,9,12,15,18,1724986800,1725937199
674,1038,1047,2,20028,7,9,12,15,18,1724986800,1725937199
675,1038,1005,1,10049,3,5,7,10,12,1724986800,1725937199
676,1038,1010,1,10008,3,5,7,10,12,1724986800,1725937199
677,1038,1047,1,10059,3,5,7,10,12,1724986800,1725937199
678,1038,1083,1,10082,3,5,7,10,12,1724986800,1725937199
679,1038,1105,1,10106,3,5,7,10,12,1724986800,1725937199
680,1038,1083,3,30220,20,23,26,30,35,1724986800,1725937199
681,1039,1012,3,30223,30,32,35,40,45,1727665200,1728615599
682,1039,1016,3,30224,30,32,35,40,45,1727665200,1728615599
683,1039,1042,3,30095,10,13,16,20,25,1727665200,1728615599
684,1039,1024,3,30072,10,13,16,20,25,1727665200,1728615599
685,1039,1024,3,30151,10,13,16,20,25,1727665200,1728615599
686,1039,1016,3,30044,10,13,16,20,25,1727665200,1728615599
687,1039,1016,3,30069,10,13,16,20,25,1727665200,1728615599
688,1039,1016,3,30123,10,13,16,20,25,1727665200,1728615599
689,1039,1012,3,30164,10,13,16,20,25,1727665200,1728615599
690,1039,1056,3,30078,10,13,16,20,25,1727665200,1728615599
691,1039,1042,2,20029,7,9,12,15,18,1727665200,1728615599
692,1039,1024,2,20007,7,9,12,15,18,1727665200,1728615599
693,1039,1012,2,20003,7,9,12,15,18,1727665200,1728615599
694,1039,1056,2,20016,7,9,12,15,18,1727665200,1728615599
695,1039,1056,2,20078,7,9,12,15,18,1727665200,1728615599
696,1039,1042,1,10061,3,5,7,10,12,1727665200,1728615599
697,1039,1024,1,10030,3,5,7,10,12,1727665200,1728615599
698,1039,1016,1,10072,3,5,7,10,12,1727665200,1728615599
699,1039,1012,1,10024,3,5,7,10,12,1727665200,1728615599
700,1039,1056,1,10044,3,5,7,10,12,1727665200,1728615599
701,1039,1056,3,30225,20,23,26,30,35,1727665200,1728615599
702,1040,1019,3,30229,30,32,35,40,45,1732762800,1733799599
703,1040,1058,3,30230,30,32,35,40,45,1732762800,1733799599
704,1040,1019,3,30085,10,13,16,20,25,1732762800,1733799599
705,1040,1058,3,30079,10,13,16,20,25,1732762800,1733799599
706,1040,1077,3,30086,10,13,16,20,25,1732762800,1733799599
707,1040,1033,3,30077,10,13,16,20,25,1732762800,1733799599
708,1040,1033,3,30162,10,13,16,20,25,1732762800,1733799599
709,1040,1015,3,30152,10,13,16,20,25,1732762800,1733799599
710,1040,1019,2,20005,7,9,12,15,18,1732762800,1733799599
711,1040,1058,2,20017,7,9,12,15,18,1732762800,1733799599
712,1040,1077,2,20053,7,9,12,15,18,1732762800,1733799599
713,1040,1033,2,20041,7,9,12,15,18,1732762800,1733799599
714,1040,1015,2,20054,7,9,12,15,18,1732762800,1733799599
715,1040,1019,1,10026,3,5,7,10,12,1732762800,1733799599
716,1040,1058,1,10045,3,5,7,10,12,1732762800,1733799599
717,1040,1077,1,10077,3,5,7,10,12,1732762800,1733799599
718,1040,1033,1,10075,3,5,7,10,12,1732762800,1733799599
719,1040,1015,1,10012,3,5,7,10,12,1732762800,1733799599
720,1040,1015,3,30231,20,23,26,30,35,1732762800,1733799599
721,1041,1017,3,30233,30,32,35,40,45,1735268400,1736477999
722,1041,1071,3,30234,30,32,35,40,45,1735268400,1736477999
723,1041,1004,3,0,10,13,16,20,25,1735268400,1736477999
724,1041,1017,3,0,10,13,16,20,25,1735268400,1736477999
725,1041,1057,3,0,10,13,16,20,25,1735268400,1736477999
726,1041,1071,3,0,10,13,16,20,25,1735268400,1736477999
727,1041,1104,3,0,10,13,16,20,25,1735268400,1736477999
728,1041,1004,2,0,7,9,12,15,18,1735268400,1736477999
729,1041,1017,2,0,7,9,12,15,18,1735268400,1736477999
730,1041,1071,2,0,7,9,12,15,18,1735268400,1736477999
731,1041,1004,1,0,3,5,7,10,12,1735268400,1736477999
732,1041,1017,1,0,3,5,7,10,12,1735268400,1736477999
733,1041,1057,1,0,3,5,7,10,12,1735268400,1736477999
734,1041,1071,1,0,3,5,7,10,12,1735268400,1736477999
735,1041,1104,1,0,3,5,7,10,12,1735268400,1736477999
736,1041,1004,3,30235,20,23,26,30,35,1735268400,1736477999
737,1042,1038,3,30237,30,32,35,40,45,1738292400,1739501999
738,1042,1063,3,30238,30,32,35,40,45,1738292400,1739501999
739,1042,1078,3,0,10,13,16,20,25,1738292400,1739501999
740,1042,1087,3,0,10,13,16,20,25,1738292400,1739501999
741,1042,1038,3,0,10,13,16,20,25,1738292400,1739501999
742,1042,1060,3,0,10,13,16,20,25,1738292400,1739501999
743,1042,1063,3,0,10,13,16,20,25,1738292400,1739501999
744,1042,1087,2,0,7,9,12,15,18,1738292400,1739501999
745,1042,1038,2,0,7,9,12,15,18,1738292400,1739501999
746,1042,1063,2,0,7,9,12,15,18,1738292400,1739501999
747,1042,1060,2,0,7,9,12,15,18,1738292400,1739501999
748,1042,1078,1,0,3,5,7,10,12,1738292400,1739501999
749,1042,1087,1,0,3,5,7,10,12,1738292400,1739501999
750,1042,1038,1,0,3,5,7,10,12,1738292400,1739501999
751,1042,1060,1,0,3,5,7,10,12,1738292400,1739501999
752,1042,1063,1,0,3,5,7,10,12,1738292400,1739501999
753,1042,1060,3,30239,20,23,26,30,35,1738292400,1739501999
754,1043,1008,3,30245,30,32,35,40,45,1743390000,1744253999
755,1043,1119,3,30246,30,32,35,40,45,1743390000,1744253999
756,1043,1084,3,0,10,13,16,20,25,1743390000,1744253999
757,1043,1107,3,0,10,13,16,20,25,1743390000,1744253999
758,1043,1083,3,0,10,13,16,20,25,1743390000,1744253999
759,1043,1008,3,0,10,13,16,20,25,1743390000,1744253999
760,1043,1084,2,0,7,9,12,15,18,1743390000,1744253999
761,1043,1107,2,0,7,9,12,15,18,1743390000,1744253999
762,1043,1008,2,0,7,9,12,15,18,1743390000,1744253999
763,1043,1084,1,0,3,5,7,10,12,1743390000,1744253999
764,1043,1107,1,0,3,5,7,10,12,1743390000,1744253999
765,1043,1083,1,0,3,5,7,10,12,1743390000,1744253999
766,1043,1008,1,0,3,5,7,10,12,1743390000,1744253999
767,1043,1119,1,0,5,7,10,12,15,1743390000,1744253999
768,1043,1083,3,30247,20,23,26,30,35,1743390000,1744253999
769,1044,1080,3,30249,30,32,35,40,45,1745982000,1747018799
770,1044,1114,3,30250,30,32,35,40,45,1745982000,1747018799
771,1044,1080,3,0,10,13,16,20,25,1745982000,1747018799
772,1044,1114,3,0,10,13,16,20,25,1745982000,1747018799
773,1044,1046,3,0,10,13,16,20,25,1745982000,1747018799
774,1044,1081,3,0,10,13,16,20,25,1745982000,1747018799
775,1044,1098,3,0,10,13,16,20,25,1745982000,1747018799
776,1044,1080,2,0,7,9,12,15,18,1745982000,1747018799
777,1044,1114,2,0,7,9,12,15,18,1745982000,1747018799
778,1044,1046,2,0,7,9,12,15,18,1745982000,1747018799
779,1044,1081,2,0,7,9,12,15,18,1745982000,1747018799
780,1044,1098,2,0,7,9,12,15,18,1745982000,1747018799
781,1044,1080,1,0,5,7,10,12,15,1745982000,1747018799
782,1044,1114,1,0,3,5,7,10,12,1745982000,1747018799
783,1044,1046,1,0,3,5,7,10,12,1745982000,1747018799
784,1044,1081,1,0,3,5,7,10,12,1745982000,1747018799
785,1044,1098,1,0,3,5,7,10,12,1745982000,1747018799
786,1044,1081,3,30251,20,23,26,30,35,1745982000,1747018799
787,1045,1109,3,30253,30,32,35,40,45,1748574000,1749783599
788,1045,1112,3,30254,30,32,35,40,45,1748574000,1749783599
789,1045,1111,1,10127,5,7,10,12,15,1748574000,1749783599
790,1045,1086,3,0,10,13,16,20,25,1748574000,1749783599
791,1045,1109,3,0,10,13,16,20,25,1748574000,1749783599
792,1045,1110,3,0,10,13,16,20,25,1748574000,1749783599
793,1045,1086,2,0,7,9,12,15,18,1748574000,1749783599
794,1045,1112,2,0,7,9,12,15,18,1748574000,1749783599
795,1045,1086,1,0,3,5,7,10,12,1748574000,1749783599
796,1045,1109,1,0,3,5,7,10,12,1748574000,1749783599
797,1045,1110,1,0,3,5,7,10,12,1748574000,1749783599
798,1045,1112,1,0,3,5,7,10,12,1748574000,1749783599
799,1045,1111,3,30255,20,23,26,30,35,1748574000,1749783599
800,1046,1108,3,30262,30,32,35,40,45,1753930800,1755140399
801,1046,1117,3,30261,30,32,35,40,45,1753930800,1755140399
802,1046,1117,1,10131,5,7,10,12,15,1753930800,1755140399
803,1046,1089,3,0,10,13,16,20,25,1753930800,1755140399
804,1046,1091,3,0,10,13,16,20,25,1753930800,1755140399
805,1046,1108,3,0,10,13,16,20,25,1753930800,1755140399
806,1046,1089,1,0,3,5,7,10,12,1753930800,1755140399
807,1046,1091,1,0,3,5,7,10,12,1753930800,1755140399
808,1046,1108,1,0,3,5,7,10,12,1753930800,1755140399
809,1046,1091,3,30263,20,23,26,30,35,1753930800,1755140399
810,1047,1120,3,30267,30,32,35,40,45,1756436400,1757386799
811,1047,1121,3,30268,30,32,35,40,45,1756436400,1757386799
812,1047,1120,1,10135,5,7,10,12,15,1756436400,1757386799
813,1047,1121,1,10136,5,7,10,12,15,1756436400,1757386799
814,1047,1106,3,0,10,13,16,20,25,1756436400,1757386799
815,1047,1093,3,0,10,13,16,20,25,1756436400,1757386799
816,1047,1092,3,0,10,13,16,20,25,1756436400,1757386799
817,1047,1093,2,0,7,9,12,15,18,1756436400,1757386799
818,1047,1092,2,0,7,9,12,15,18,1756436400,1757386799
819,1047,1106,1,0,3,5,7,10,12,1756436400,1757386799
820,1047,1093,1,0,3,5,7,10,12,1756436400,1757386799
821,1047,1092,1,0,3,5,7,10,12,1756436400,1757386799
822,1047,1092,3,30269,20,23,26,30,35,1756436400,1757386799
823,1048,1037,3,30272,30,32,35,40,45,1759114800,1760065199
824,1048,1005,3,30271,30,32,35,40,45,1759114800,1760065199
825,1048,1055,3,0,10,13,16,20,25,1759114800,1760065199
826,1048,1028,3,0,10,13,16,20,25,1759114800,1760065199
827,1048,1048,3,0,10,13,16,20,25,1759114800,1760065199
828,1048,1037,3,0,10,13,16,20,25,1759114800,1760065199
829,1048,1005,3,0,10,13,16,20,25,1759114800,1760065199
830,1048,1055,2,0,7,9,12,15,18,1759114800,1760065199
831,1048,1028,2,0,7,9,12,15,18,1759114800,1760065199
832,1048,1048,2,0,7,9,12,15,18,1759114800,1760065199
833,1048,1037,2,0,7,9,12,15,18,1759114800,1760065199
834,1048,1005,2,0,7,9,12,15,18,1759114800,1760065199
835,1048,1055,1,0,3,5,7,10,12,1759114800,1760065199
836,1048,1028,1,0,3,5,7,10,12,1759114800,1760065199
837,1048,1048,1,0,3,5,7,10,12,1759114800,1760065199
838,1048,1037,1,0,3,5,7,10,12,1759114800,1760065199
839,1048,1005,1,0,3,5,7,10,12,1759114800,1760065199
840,1048,1048,3,30273,20,23,26,30,35,1759114800,1760065199
841,1049,1007,3,30278,30,32,35,40,45,1764298800,1765421999
842,1049,1127,3,30279,30,32,35,40,45,1764298800,1765421999
843,1049,1007,3,0,10,13,16,20,25,1764298800,1765421999
844,1049,1049,3,0,10,13,16,20,25,1764298800,1765421999
845,1049,1115,3,0,10,13,16,20,25,1764298800,1765421999
846,1049,1119,3,0,10,13,16,20,25,1764298800,1765421999
847,1049,1007,2,20061,7,9,12,15,18,1764298800,1765421999
848,1049,1007,1,0,3,5,7,10,12,1764298800,1765421999
849,1049,1049,1,0,3,5,7,10,12,1764298800,1765421999
850,1049,1115,1,0,3,5,7,10,12,1764298800,1765421999
851,1049,1119,1,0,3,5,7,10,12,1764298800,1765421999
852,1049,1127,1,0,5,7,10,12,15,1764298800,1765421999
853,1049,1115,3,30280,20,23,26,30,35,1764298800,1765421999
