id,story_id,short_story_id,card_id,card_chara_id,support_card_id,support_chara_id,show_progress_1,show_progress_2,show_progress_3,show_clear,show_succession,event_title_style,event_title_dress_icon,event_title_chara_icon,se_change,ending_type,race_event_flag,mini_game_result,gallery_main_scenario,gallery_flag,gallery_list_id,gallery_gruop_id,gallery_sort,gallery_condition,gallery_suggest_event,available_gallery_key,past_race_id,past_race_id_2,past_race_id_3,past_race_id_4,force_use_race_dress,event_category
4345,501020601,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,0,0,0,0,1,0,0,0,0,0,3
4346,501020726,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,41001,0,0,0,0,1,0,0,0,0,0,3
4347,501020727,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,41002,0,0,0,0,1,0,0,0,0,0,3
4348,501020728,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,41003,0,0,0,0,1,0,0,0,0,0,3
4349,501020729,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,41004,0,0,0,0,1,0,0,0,0,0,3
4350,501020713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4351,501020730,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,41005,0,0,0,0,1,0,0,0,0,0,3
4352,501020731,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,41006,0,0,0,0,1,0,0,0,0,0,3
4353,501020732,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4354,501020733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4355,501020732,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4356,501020733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4357,501020508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4358,501020113,501020401,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11010,0,0,0,1,1,0,0,0,0,0,2
4359,501020114,501020402,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15001,0,0,0,0,1,0,0,0,0,0,3
4360,501020115,501020403,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15002,0,0,0,0,1,0,0,0,0,0,3
4361,501020116,501020404,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15003,0,0,0,0,1,0,0,0,0,0,3
4362,501020117,501020405,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47010,0,0,0,1,1,0,0,0,0,0,2
4363,501020118,501020406,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,65030,0,0,0,1,1,0,0,0,0,0,2
4364,501020119,501020407,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,66010,0,0,0,1,1,0,0,0,0,0,2
4365,501020120,501020408,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68010,0,0,0,1,1,0,0,0,0,0,2
4366,501020121,501020409,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69010,0,0,0,1,1,0,0,0,0,0,2
4367,501020200,501020412,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12020,0,0,0,1,1,0,0,0,0,0,2
4368,501020201,501020413,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31020,0,0,0,1,1,0,0,0,0,0,2
4369,501020202,501020414,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34020,0,0,0,1,1,0,0,0,0,0,2
4370,501020203,501020415,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44020,0,0,0,1,1,0,0,0,0,0,2
4371,501020204,501020416,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48020,0,0,0,1,1,0,0,0,0,0,2
4372,501020205,501020417,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,56020,0,0,0,1,1,0,0,0,0,0,2
4373,501020206,501020418,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,60020,0,0,0,1,1,0,0,0,0,0,2
4374,501020207,501020419,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,68020,0,0,0,1,1,0,0,0,0,0,2
4375,501020208,501020420,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,72020,0,0,0,1,1,0,0,0,0,0,2
4376,501020303,501020421,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12030,0,0,0,1,1,0,0,0,0,0,2
4377,501020304,501020422,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25030,0,0,0,1,1,0,0,0,0,0,2
4378,501020305,501020423,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31030,102002,100,0,1,1,0,0,0,0,0,2
4379,501020306,501020424,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31030,102002,0,0,0,1,0,0,0,0,0,2
4380,501020307,501020425,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34030,102003,0,0,0,1,0,0,0,0,0,2
4381,501020308,501020426,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34030,102003,200,0,1,1,0,0,0,0,0,2
4382,501020309,501020427,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34030,102003,100,0,0,1,0,0,0,0,0,2
4383,501020310,501020428,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44030,102005,100,0,1,1,0,0,0,0,0,2
4384,501020311,501020429,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44030,102005,0,0,0,1,0,0,0,0,0,2
4385,501020312,501020430,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48030,0,0,0,1,1,0,0,0,0,0,2
4386,501020313,501020431,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,56030,0,0,0,1,1,0,0,0,0,0,2
4387,501020314,501020432,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,60030,102006,0,0,0,1,0,0,0,0,0,2
4388,501020315,501020433,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,60030,102006,100,0,1,1,0,0,0,0,0,2
4389,501020316,501020434,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,68030,0,0,0,1,1,0,0,0,0,0,2
4390,501020317,501020435,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,72030,0,0,0,1,1,0,0,0,0,0,2
4391,501020524,0,0,1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,52001,0,0,0,0,1,0,0,0,0,0,3
4392,801053003,0,0,0,0,1053,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
4393,801053001,0,0,0,0,1053,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4394,801053002,0,0,0,0,1053,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4395,830042001,0,0,0,30042,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4396,830042002,0,0,0,30042,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4397,830042003,0,0,0,30042,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4398,801043003,0,0,0,0,1043,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
4399,801043001,0,0,0,0,1043,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4400,801043002,0,0,0,0,1043,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4401,820031001,0,0,0,20031,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4402,820031002,0,0,0,20031,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4403,830059001,0,0,0,30059,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4404,830059002,0,0,0,30059,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4405,830059003,0,0,0,30059,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4406,501012100,501012400,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
4407,501012101,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
4408,501012102,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
4409,501012103,501012407,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
4410,501012104,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
4411,501012105,501012408,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
4412,501012107,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
4413,501012108,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55010,0,0,0,1,1,0,0,0,0,0,2
4414,501012109,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,72010,0,0,0,1,1,0,0,0,0,0,2
4415,501012300,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40030,0,0,0,1,1,0,0,0,0,0,2
4416,501012301,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64030,0,0,0,1,1,0,0,0,0,0,2
4417,501012302,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49030,0,0,0,1,1,0,0,0,0,0,2
4418,501012110,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90011,101201,0,0,0,1,0,0,0,0,0,2
4419,501012111,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,90012,101201,100,0,1,0,0,0,0,0,0,2
4420,501012112,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,90010,101200,0,101200,1,0,0,0,0,0,0,2
4421,501012500,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42001,0,0,0,0,1,0,0,0,0,0,3
4422,501012506,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42002,0,0,0,0,1,0,0,0,0,0,3
4423,501012507,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42003,0,0,0,0,1,0,0,0,0,0,3
4424,501012517,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42004,0,0,0,0,1,0,0,0,0,0,3
4425,501012518,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42005,0,0,0,0,1,0,0,0,0,0,3
4426,501012519,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42006,0,0,0,0,1,0,0,0,0,0,3
4427,501012510,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42007,0,0,0,0,1,0,0,0,0,0,3
4428,501012511,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42008,0,0,0,0,1,0,0,0,0,0,3
4429,501012520,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42009,0,0,0,0,1,0,0,0,0,0,3
4430,501012702,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43001,0,0,0,0,1,0,0,0,0,0,3
4431,501012703,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43002,0,0,0,0,1,0,0,0,0,0,3
4432,501012704,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43003,0,0,0,0,1,0,0,0,0,0,3
4433,501012705,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43004,0,0,0,0,1,0,0,0,0,0,3
4434,501012706,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43005,0,0,0,0,1,0,0,0,0,0,3
4435,501012523,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80001,0,0,0,0,1,0,0,0,0,0,3
4436,501012521,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80002,0,0,0,0,1,0,0,0,0,0,3
4437,501012522,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80003,0,0,0,0,1,0,0,0,0,0,3
4438,501012508,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81001,0,0,0,0,1,0,0,0,0,0,3
4439,501012509,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81002,0,0,0,0,1,0,0,0,0,0,3
4440,501012708,0,0,1012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81003,0,0,0,0,1,0,0,0,0,0,3
4441,501012709,0,0,1012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81004,0,0,0,0,1,0,0,0,0,0,3
4442,501012710,0,0,1012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81005,0,0,0,0,1,0,0,0,0,0,3
4443,501012711,0,0,1012,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,81006,0,0,0,0,1,0,0,0,0,0,3
4444,501012700,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82001,0,0,0,0,1,0,0,0,0,0,3
4445,501012718,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82002,0,0,0,0,1,0,0,0,0,0,3
4446,501012701,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82003,0,0,0,0,1,0,0,0,0,0,3
4447,501012707,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82004,0,0,0,0,1,0,0,0,0,0,3
4448,501012712,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82005,0,0,0,0,1,0,0,0,0,0,3
4449,501012713,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82006,0,0,0,0,1,0,0,0,0,0,3
4450,501012714,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82007,0,0,0,0,1,0,0,0,0,0,3
4451,501012717,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82008,0,0,0,0,1,0,0,0,0,0,3
4452,501012715,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82009,0,0,0,0,1,0,0,0,0,0,3
4453,501012716,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82010,0,0,0,0,1,0,0,0,0,0,3
4454,501012516,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82011,0,0,0,0,1,0,0,0,0,0,3
4455,501012720,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82012,0,0,0,0,1,0,0,0,0,0,3
4456,501012719,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82013,0,0,0,0,1,0,0,0,0,0,3
4457,501012722,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82014,0,0,0,0,1,0,0,0,0,0,3
4458,501012513,0,101201,1012,0,0,0,0,0,0,0,4,101201,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
4459,501012514,0,101201,1012,0,0,0,0,0,0,0,4,101201,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3
4460,501012515,0,101201,1012,0,0,0,0,0,0,0,4,101201,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3
4461,501012600,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40001,0,0,0,0,1,0,0,0,0,0,3
4462,501012601,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40002,0,0,0,0,1,0,0,0,0,0,3
4463,501012726,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,41001,0,0,0,0,1,0,0,0,0,0,3
4464,501012727,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,41002,0,0,0,0,1,0,0,0,0,0,3
4465,501012728,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,41003,0,0,0,0,1,0,0,0,0,0,3
4466,501012729,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,41004,0,0,0,0,1,0,0,0,0,0,3
4467,501012713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4468,501012730,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,41005,0,0,0,0,1,0,0,0,0,0,3
4469,501012731,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,41006,0,0,0,0,1,0,0,0,0,0,3
4470,501012732,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4471,501012733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4472,501012732,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4473,501012733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4474,501012508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4475,501012113,501012401,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26010,0,0,0,1,1,0,0,0,0,0,2
4476,501012114,501012402,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30010,0,0,0,1,1,0,0,0,0,0,2
4477,501012115,501012403,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54031,0,0,0,1,1,0,0,0,0,0,2
4478,501012116,501012404,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,65010,0,0,0,1,1,0,0,0,0,0,2
4479,501012117,501012405,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68030,0,0,0,1,1,0,0,0,0,0,2
4480,501012118,501012406,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15003,0,0,0,0,1,0,0,0,0,0,3
4481,501012200,501012409,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12020,0,0,0,1,1,0,0,0,0,0,2
4482,501012201,501012410,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23020,0,0,0,1,1,0,0,0,0,0,2
4483,501012202,501012411,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31020,0,0,0,1,1,0,0,0,0,0,2
4484,501012203,501012412,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34020,0,0,0,1,1,0,0,0,0,0,2
4485,501012204,501012413,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44020,0,0,0,1,1,0,0,0,0,0,2
4486,501012205,501012414,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48020,0,0,0,1,1,0,0,0,0,0,2
4487,501012206,501012415,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,54020,0,0,0,1,1,0,0,0,0,0,2
4488,501012207,501012416,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,59020,0,0,0,1,1,0,0,0,0,0,2
4489,501012208,501012417,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,70020,0,0,0,1,1,0,0,0,0,0,2
4490,501012209,501012418,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,72020,0,0,0,1,1,0,0,0,0,0,2
4491,501012303,501012419,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12030,0,0,0,1,1,0,0,0,0,0,2
4492,501012304,501012420,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23030,0,0,0,1,1,0,0,0,0,0,2
4493,501012305,501012421,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31030,0,0,0,1,1,0,0,0,0,0,2
4494,501012306,501012422,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34030,0,0,0,1,1,0,0,0,0,0,2
4495,501012307,501012423,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44030,101202,0,0,0,1,0,0,0,0,0,2
4496,501012308,501012424,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,44030,101202,100,0,1,1,0,0,0,0,0,2
4497,501012309,501012425,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48030,101203,0,0,0,1,0,0,0,0,0,2
4498,501012310,501012426,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48030,101203,200,0,1,1,0,0,0,0,0,2
4499,501012311,501012427,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,48030,101203,100,0,0,1,0,0,0,0,0,2
4500,501012312,501012428,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,54030,0,0,0,1,1,0,0,0,0,0,2
4501,501012313,501012429,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,59030,0,0,0,1,1,0,0,0,0,0,2
4502,501012314,501012430,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,70030,0,0,0,1,1,0,0,0,0,0,2
4503,501012315,501012431,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,72030,0,0,0,1,1,0,0,0,0,0,2
4504,501012524,0,0,1012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,52001,0,0,0,0,1,0,0,0,0,0,3
4505,830055001,0,0,0,30055,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4506,830055002,0,0,0,30055,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4507,830055003,0,0,0,30055,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4508,830056001,0,0,0,30056,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4509,830056002,0,0,0,30056,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4510,830056003,0,0,0,30056,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4511,830057001,0,0,0,30057,0,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4512,830057002,0,0,0,30057,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4513,830057003,0,0,0,30057,0,3,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4
4514,501011800,0,101102,1011,0,0,0,0,0,0,0,4,101116,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
4515,501011801,0,101102,1011,0,0,0,0,0,0,0,4,101116,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3
4516,501011802,0,101102,1011,0,0,0,0,0,0,0,4,101116,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3
4517,501014800,0,101402,1014,0,0,0,0,0,0,0,4,101416,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
4518,501014801,0,101402,1014,0,0,0,0,0,0,0,4,101416,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3
4519,501014802,0,101402,1014,0,0,0,0,0,0,0,4,101416,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3
4520,501005100,501005400,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
4521,501005101,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
4522,501005102,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
4523,501005103,501005406,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
4524,501005104,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
4525,501005105,501005407,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
4526,501005107,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
4527,501005108,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55010,0,0,0,1,1,0,0,0,0,0,2
4528,501005109,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,72010,0,0,0,1,1,0,0,0,0,0,2
4529,501005300,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40030,0,0,0,1,1,0,0,0,0,0,2
4530,501005301,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64030,0,0,0,1,1,0,0,0,0,0,2
4531,501005302,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49030,0,0,0,1,1,0,0,0,0,0,2
4532,501005110,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90011,100501,0,0,0,1,0,0,0,0,0,2
4533,501005111,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,90012,100501,100,0,1,0,0,0,0,0,0,2
4534,501005112,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,90010,100500,0,100500,1,0,0,0,0,0,0,2
4535,501005500,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42001,0,0,0,0,1,0,0,0,0,0,3
4536,501005506,0,0,1005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42002,0,0,0,0,1,0,0,0,0,0,3
