id,label,body_motion,body_motion_type,body_motion_play_type,body_motion_scene_type,scene_sub_folder,chara_type_target,add_layer_index,is_mirror,facial_motion,chara_face_type,transition_time,ear_motion,is_enable_randome_ear,tail_motion,tail_motion_type,is_enable_randome_tail,use_tail_in_body_motion,prop_id,prop_motion,prop_motion_scene_type,prop_attach_node_name_type,prop_id_2,prop_motion_2,prop_motion_scene_type_2,prop_attach_node_name_type_2,is_prop_require_motion_end
400006,Roulette06,goal01,3,1,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
400007,Roulette07,goal02,3,1,0,,0,0,0,,FightA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
400008,Roulette08,jump03,3,1,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
400009,Roulette09,fight04,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
400010,Roulette10,hope01,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
400011,Roulette11,shy02,3,2,0,,0,0,0,,KusyoA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500001,Jukebox01,dance01,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500002,Jukebox02,dance05,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500003,Jukebox03,dance09,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500004,Jukebox04,dance11,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500005,Jukebox05,dance13,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500006,Jukebox06,dance14,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500007,Jukebox07,dance15,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500008,Jukebox08,music01,3,2,0,,0,0,0,,WaraiE,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500009,Jukebox09,music02,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500010,Jukebox10,music03,3,2,0,,0,0,0,,IkariB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500011,Jukebox11,music04,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500012,Jukebox12,music05,3,2,0,,0,0,0,,WaraiE,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500013,Jukebox13,music06,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500014,Jukebox14,music07,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500015,Jukebox15,music08,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500016,Jukebox16,music09,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
500017,Jukebox17,Oh01,3,1,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
600001,Showtime01,mot01,2,2,0,,0,0,0,mot01,,0,mot01,0,,0,1,0,0,,0,0,0,,0,0,0
600002,Showtime02,act02,2,2,0,,0,0,0,act02,,0,act02,0,,0,1,0,0,,0,0,0,,0,0,0
600003,Showtime03,pose03,3,2,0,,0,0,0,pose03,,0,pose03,0,,0,1,0,0,,0,0,0,,0,0,0
600004,Showtime04,showtime01,3,2,0,,0,0,0,showtime01,,0,showtime01,0,,0,1,0,0,,0,0,0,,0,0,0
600005,Showtime05,showtime02,3,2,0,,0,0,0,showtime02,,0,showtime02,0,,0,1,0,0,,0,0,0,,0,0,0
600006,Showtime06,showtime03,3,2,0,,0,0,0,showtime03,,0,showtime03,0,,0,1,0,0,,0,0,0,,0,0,0
600007,Gorushichan01,mot01,2,2,0,,0,0,0,mot01,,0,mot01,0,,0,1,0,0,,0,0,0,,0,0,0
600008,Gorushichan02,mot02,2,2,0,,0,0,0,mot02,,0,mot02,0,,0,1,0,0,,0,0,0,,0,0,0
600009,Gorushichan03,mot03,2,2,0,,0,0,0,mot03,,0,mot03,0,,0,1,0,0,,0,0,0,,0,0,0
600010,Gorushichan04,ikaku01,3,2,0,,0,0,0,ikaku01,,0,ikaku01,0,,0,1,0,0,,0,0,0,,0,0,0
600011,Gorushichan05,joy05,3,2,0,,0,0,0,joy05,,0,joy05,0,,0,1,0,0,,0,0,0,,0,0,0
600012,Gorushichan06,topin01,3,2,0,,0,0,0,topin01,,0,topin01,0,,0,1,0,0,,0,0,0,,0,0,0
600013,Gorushichan07,akire02,3,2,0,,0,0,0,akire02,,0,akire02,0,,0,1,0,0,,0,0,0,,0,0,0
700001,Fanraid01,01_0101_loop,3,1,4,,0,0,0,01_0101_loop,,0,,0,loopS01_tail,0,1,0,0,,0,0,0,,0,0,0
700002,Fanraid02,01_0102_loop,3,1,4,,0,0,0,01_0102_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700003,Fanraid03,01_0201_loop,3,1,4,,0,0,0,01_0201_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700004,Fanraid04,01_0202_loop,3,1,4,,0,0,0,01_0202_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700005,Fanraid05,01_0301_loop,3,1,4,,0,0,0,01_0301_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700006,Fanraid06,01_0302_loop,3,1,4,,0,0,0,01_0302_loop,,0,,0,,0,1,0,113901,,0,2,0,,0,0,0
700007,Fanraid07,01_0303_loop,3,1,4,,0,0,0,01_0303_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700008,Fanraid08,01_0401_loop,3,1,4,,0,0,0,01_0401_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700009,Fanraid09,01_0402_loop,3,1,4,,0,0,0,01_0402_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700010,Fanraid10,01_0403_loop,3,1,4,,0,0,0,01_0403_loop,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700011,Map_event01,idle01,2,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700012,Map_event02,run02_base,4,1,0,,5,0,0,run02_base,,0,run02_base,0,,0,1,0,0,,0,0,0,,0,0,0
700013,Map_event03,run02_base,4,1,0,,5,0,0,run02_base,,0,run02_base,0,,0,1,0,0,,0,0,0,,0,0,0
700014,Map_event04,run02_stride,4,1,0,,5,0,0,run02_stride,,0,run02_stride,0,,0,1,0,0,,0,0,0,,0,0,0
700015,Map_event05,gatts06,3,2,0,,0,0,0,,KiriC,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700016,Map_event06,joy05,3,2,0,,0,0,0,joy05,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700017,Map_event07,idea02,3,2,0,,0,0,0,,WaraiA,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700018,Map_event08,res01,2,2,0,,0,0,0,res01,,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700019,Map_event09,mot03,2,2,0,,0,0,0,mot03,,0,mot03,0,,0,1,0,0,,0,0,0,,0,0,0
700020,Map_event10,mot01,2,2,0,,0,0,0,mot01,,0,mot01,0,,0,1,0,0,,0,0,0,,0,0,0
700021,Map_event11,hello04,3,2,0,,0,0,0,,WaraiC,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700022,Map_event12,mot01,2,2,0,,0,0,0,,KiriC,0,,0,,0,1,0,0,,0,0,0,,0,0,0
700023,Map_event13,mot02,2,2,0,,0,0,0,mot02,,0,mot02,0,,0,1,0,0,,0,0,0,,0,0,0
700024,Map_event14,homestand12,3,2,0,,0,0,0,homestand12,,0,homestand12,0,,0,1,0,0,,0,0,0,,0,0,0
700025,Map_event15,smt03_024_01,3,2,0,,0,0,0,smt03_024_01,,0,smt03_024_01,0,,0,1,0,0,,0,0,0,,0,0,0
700026,Map_event16,smt03_024_02,3,2,0,,0,0,0,smt03_024_02,,0,smt03_024_02,0,,0,1,0,0,,0,0,0,,0,0,0
700027,Map_event17,smt03_024_03,3,2,0,,0,0,0,smt03_024_03,,0,smt03_024_03,0,,0,1,0,0,,0,0,0,,0,0,0
700028,CollectRaid01,yell03,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700029,CollectRaid02,gatts04,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700030,CollectRaid03,oh06,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700031,CollectRaid04,joy01,3,2,0,,0,0,0,,IkariA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700032,CollectRaid05,oh14,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700033,CollectRaid06,yell02,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700034,CollectRaid07,gatts06,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700035,CollectRaid08,idea02,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700036,CollectRaid09,drinkcupA02,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,155200,,0,2,0,,0,0,0
700037,CollectRaid10,joy02,3,2,0,,0,0,1,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700038,CollectRaid11,joy06,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700039,CollectRaid12,gatts04,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700040,CollectRaid13,fight04,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700041,CollectRaid14,jump01,3,1,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700042,CollectRaid15,jump02,3,1,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700043,CollectRaid16,003_01_1002_0001,3,1,9,,0,0,0,003_01_1002_0001,,0,,0,,0,0,0,155200,,0,1,0,,0,0,0
700044,CollectRaid17,003_01_1002_0002,3,1,9,,0,0,0,003_01_1002_0002,,0,,0,,0,0,0,155200,,0,2,0,,0,0,0
700045,CollectRaid18,003_01_1002_0003,3,1,9,,0,0,0,003_01_1002_0003,,0,,0,,0,0,0,155200,,0,2,0,,0,0,0
700046,CollectRaid19,003_01_1002_0004,3,1,9,,0,0,0,003_01_1002_0004,,0,,0,,0,0,0,155200,,0,2,0,,0,0,0
700047,CollectRaid20,bow03,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700048,CollectRaid21,happy05,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700049,CollectRaid22,oh14,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700050,CollectRaid23,hope01,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700051,CollectRaid24,happy03,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700052,CollectRaid25,idea02,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700053,CollectRaid26,fight04,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700054,CollectRaid27,byebye08,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700055,CollectRaid28,oh11,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700056,CollectRaid29,oh13,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700057,CollectRaid30,jump01,3,1,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700058,CollectRaid31,jump01,3,1,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700059,CollectRaid32,fight04,3,2,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700060,CollectRaid33,fight05,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700061,CollectRaid34,kuchiate04,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700062,CollectRaid35,peace02,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700063,CollectRaid36,003_01_1003_chr1132,3,2,9,,0,0,0,003_01_1003_chr1132,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
700064,CollectRaid37,003_01_1003_chr1038,3,2,9,,0,0,0,003_01_1003_chr1038,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
700065,CollectRaid38,003_01_1003_chr1097,3,2,9,,0,0,0,003_01_1003_chr1097,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
700066,CollectRaid39,003_01_1003_chr1113,3,2,9,,0,0,0,003_01_1003_chr1113,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
700067,CollectRaid40,003_01_1004_chr1045,3,2,9,,0,0,0,003_01_1004_chr1045,,0,,0,,0,0,0,402501,,0,2,0,,0,0,0
700068,CollectRaid41,003_01_1004_chr1021,3,2,9,,0,0,0,003_01_1004_chr1021,,0,,0,,0,0,0,402501,,0,2,0,,0,0,0
700069,CollectRaid42,003_01_1004_chr1006,3,2,9,,0,0,0,003_01_1004_chr1006,,0,,0,,0,0,0,402501,,0,2,0,,0,0,0
700070,CollectRaid43,003_01_1004_chr1034,3,2,9,,0,0,0,003_01_1004_chr1034,,0,,0,,0,0,0,402501,,0,2,0,,0,0,0
700071,CollectRaid44,kuchiate04,3,2,0,,0,0,0,kuchiate04,,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700072,CollectRaid45,hungry03,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700073,CollectRaid46,act01,2,1,0,,0,0,0,,WaraiC,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700074,CollectRaid47,mot06,2,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700075,CollectRaid48,mot03,2,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700076,CollectRaid49,oh08,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700077,CollectRaid50,jump01_mirror,3,1,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700078,CollectRaid51,good01,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700079,CollectRaid52,gatts03,3,2,0,,0,0,1,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700080,CollectRaid53,fight02,3,2,0,,0,0,0,,WaraiD,0,,1,,0,1,0,0,,0,0,0,,0,0,0
700081,CollectRaid54,oh13,3,2,0,,0,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
800001,FactorResearch01,near06,3,2,0,,0,0,0,near06,,0,near06,0,,0,1,0,0,,0,0,0,,0,0,0
800002,FactorResearch02,mot03,2,2,0,,0,0,0,mot03,,0,mot03,0,,0,1,0,0,,0,0,0,,0,0,0
800003,FactorResearch03,pdk02,2,2,0,,0,0,0,pdk02,,0,pdk02,0,,0,1,0,0,,0,0,0,,0,0,0
800004,FactorResearch04,fight09,3,2,0,,0,0,0,,WaraiB,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800005,FactorResearch05,laugh10,3,2,0,,0,0,1,,OdorokiA,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800006,FactorResearch06,near05,3,2,0,,0,0,0,,OdorokiB,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800007,FactorResearch07,near16,3,2,0,,0,0,1,,WaraiA,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800008,FactorResearch08,see04,3,2,0,,0,0,0,,WaraiA,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800009,FactorResearch09,mot01,2,2,0,,0,0,1,,WaraiA,0,,0,,0,1,0,0,,0,0,0,,0,0,0
800010,FactorResearch10,mot03,2,2,0,,0,0,1,,WaraiB,0,,0,,0,1,0,0,,0,0,0,,0,0,0
900001,Cooking_002_0101,002_0101,3,1,9,,1,0,0,002_0101,,0,002_0101,0,,0,1,0,401700,002_0101,7,1,401200,,0,2,0
900002,Cooking_002_0201,002_0201,3,1,9,,1,0,0,002_0201,,0,002_0201,0,,0,1,0,401300,002_0201,7,801,401900,002_0203,7,2,0
900003,Cooking_002_0301,002_0301,3,1,9,,1,0,0,002_0301,,0,002_0301,0,,0,1,0,401500,,0,1,401900,,0,2,0
900004,Cooking_002_0401,002_0401,3,1,9,,1,0,0,002_0401,,0,002_0401,0,,0,1,0,401800,,0,1,402000,,0,2,0
900005,Cooking_002_0501,002_0501,3,1,9,,1,0,0,002_0501,,0,002_0501,0,,0,1,0,401700,,0,1,0,,0,0,0
900006,Cooking_002_0601,002_0601,3,1,9,,1,0,0,002_0601,,0,002_0601,0,,0,1,0,401300,,0,1,0,,0,0,0
900007,Cooking_002_0701,002_0701,3,1,9,,1,0,0,002_0701,,0,002_0701,0,,0,1,0,0,,0,0,0,,0,0,0
900008,Cooking_002_0102,002_0102,3,1,9,,1,0,0,002_0102,,0,002_0102,0,,0,1,0,401700,002_0102,7,1,401200,,0,2,0
900009,Cooking_002_0202,002_0202,3,1,9,,1,0,0,002_0202,,0,002_0202,0,,0,1,0,401300,002_0201,7,801,401900,002_0202,7,2,0
900010,Cooking_002_0402,002_0402,3,1,9,,1,0,0,002_0402,,0,002_0402,0,,0,1,0,401800,,0,1,402000,,0,2,0
900011,Cooking_002_0502,002_0502,3,1,9,,1,0,0,002_0502,,0,002_0502,0,,0,1,0,401700,,0,1,0,,0,0,0
900012,Cooking_002_0103,002_0103,3,1,9,,1,0,0,002_0103,,0,002_0103,0,,0,1,0,401700,,0,1,401200,,0,2,0
900013,Cooking_002_0203,002_0203,3,1,9,,1,0,0,002_0203,,0,002_0203,0,,0,1,0,401300,002_0201,7,801,401900,,0,2,0
900014,Cooking_002_0303,002_0303,3,1,9,,1,0,0,002_0303,,0,002_0303,0,,0,1,0,401900,,0,2,0,,0,0,0
900015,Cooking_002_0403,002_0403,3,1,9,,1,0,0,002_0403,,0,002_0403,0,,0,1,0,401800,,0,1,402000,,0,2,0
900016,Cooking_002_0503,002_0503,3,1,9,,1,0,0,002_0503,,0,002_0503,0,,0,1,0,0,,0,0,0,,0,0,0
900017,Cooking_002_0104,002_0104,3,1,9,,1,0,0,002_0104,,0,002_0104,0,,0,1,0,401700,,0,1,401200,,0,2,0
900018,Cooking_002_0204,002_0204,3,1,9,,1,0,0,002_0204,,0,002_0204,0,,0,1,0,401300,002_0201,7,801,401900,,0,2,0
900019,Cooking_002_0404,002_0404,3,1,9,,1,0,0,002_0404,,0,002_0404,0,,0,1,0,401800,,0,1,402000,,0,2,0
900020,Cooking_002_1001,002_1001,3,1,9,,1,0,0,002_1001,,0,002_1001,0,,0,1,0,0,,0,0,0,,0,0,0
900021,Cooking_002_1002,002_1002,3,1,9,,1,0,0,002_1002,,0,002_1002,0,,0,1,0,0,,0,0,0,,0,0,0
900022,Cooking_002_1003,002_1003,3,1,9,,1,0,0,002_1003,,0,002_1003,0,,0,1,0,0,,0,0,0,,0,0,0
900023,Cooking_002_1004,002_1004,3,1,9,,1,0,0,002_1004,,0,002_1004,0,,0,1,0,0,,0,0,0,,0,0,0
900024,Cooking_002_1005,002_1005,3,1,9,,1,0,0,002_1005,,0,002_1005,0,,0,1,0,0,,0,0,0,,0,0,0
900025,Cooking_002_1006,002_1006,3,1,9,,1,0,0,002_1006,,0,002_1006,0,,0,1,0,0,,0,0,0,,0,0,0
900026,Cooking_002_0305,002_0305,3,1,9,,1,0,0,002_0305,,0,002_0305,0,,0,1,0,401500,002_0305,7,801,401900,,0,2,0
900101,Garden_01,001_0101_loop,3,1,9,,0,0,0,,,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900102,Garden_02,01_102_loop,3,1,1,,0,0,0,01_102_loop,,0,,0,,0,1,0,400400,,5,2,0,,0,0,0
900103,Garden_03,01_102_loop,3,1,1,,0,0,0,01_102_loop,,0,,0,,0,1,0,400401,,5,2,0,,0,0,0
900104,Garden_04,01_102_loop,3,1,1,,0,0,0,01_102_loop,,0,,0,,0,1,0,400402,,5,2,0,,0,0,0
900105,Garden_05,001_0401_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401400,001_0401_loop,7,0,0,,0,0,0
900106,Garden_06,001_0401_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401401,001_0401_loop,7,0,0,,0,0,0
900107,Garden_07,001_0401_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401402,001_0401_loop,7,0,0,,0,0,0
900108,Garden_08,001_0301_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401600,,0,2,0,,0,0,0
900109,Garden_09,001_0301_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401601,,0,2,0,,0,0,0
900110,Garden_10,001_0301_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,0,0,401602,,0,2,0,,0,0,0
900111,Garden_11,001_0202_loop,3,1,9,,0,0,0,,WaraiC,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900112,Garden_12,001_0302_loop,3,1,9,,0,0,0,,WaraiC,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900113,Garden_13,001_0402_loop,3,1,9,,0,0,0,,WaraiC,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900114,Garden_14,001_0201_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,1,0,400400,,5,2,0,,0,0,0
900115,Garden_15,001_0201_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,1,0,400401,,5,2,0,,0,0,0
900116,Garden_16,001_0201_loop,3,1,9,,0,0,0,,WaraiA,0,,1,,0,1,0,400402,,5,2,0,,0,0,0
900201,Garden_20,001_0101_01,3,1,9,,0,0,0,,,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900202,Garden_21,001_0101_02,3,1,9,,0,0,0,,,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900203,Garden_22,01_102_01,3,1,1,,0,0,0,,,0,,1,,0,0,0,400400,,0,2,0,,0,0,0
900204,Garden_23,01_102_01,3,1,1,,0,0,0,,,0,,1,,0,0,0,400401,,0,2,0,,0,0,0
900205,Garden_24,01_102_01,3,1,1,,0,0,0,,,0,,1,,0,0,0,400402,,0,2,0,,0,0,0
900206,Garden_25,01_102_02,3,1,1,,0,0,0,,,0,,1,,0,0,0,400400,,0,2,0,,0,0,0
900207,Garden_26,01_102_02,3,1,1,,0,0,0,,,0,,1,,0,0,0,400401,,0,2,0,,0,0,0
900208,Garden_27,01_102_02,3,1,1,,0,0,0,,,0,,1,,0,0,0,400402,,0,2,0,,0,0,0
900209,Garden_28,001_0401_01,3,1,9,,0,0,0,,,0,,1,,0,0,0,401400,001_0401_01,7,0,0,,0,0,0
900210,Garden_29,001_0401_01,3,1,9,,0,0,0,,,0,,1,,0,0,0,401401,001_0401_01,7,0,0,,0,0,0
900211,Garden_30,001_0401_01,3,1,9,,0,0,0,,,0,,1,,0,0,0,401402,001_0401_01,7,0,0,,0,0,0
900212,Garden_31,001_0401_02,3,1,9,,0,0,0,,,0,,1,,0,0,0,401400,001_0401_02,7,0,0,,0,0,0
900213,Garden_32,001_0401_02,3,1,9,,0,0,0,,,0,,1,,0,0,0,401401,001_0401_02,7,0,0,,0,0,0
900214,Garden_33,001_0401_02,3,1,9,,0,0,0,,,0,,1,,0,0,0,401402,001_0401_02,7,0,0,,0,0,0
900301,CookingTarget01,idea02,3,2,0,,0,0,0,,WaraiC,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900302,CookingTarget02,shy01,3,2,0,,0,0,0,,KusyoA,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900303,CookingTarget03,mot03,2,2,0,,0,0,0,,WaraiD,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900304,CookingTarget04,pose08,3,2,0,,0,0,0,,WaraiC,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900305,CookingTarget05,surprise01,3,2,0,,0,0,0,,OdorokiA,0,,1,,0,0,0,0,,0,0,0,,0,0,0
900306,CookingTarget06,002_2001,3,1,9,,0,0,0,002_2001,,0,002_2001,0,,0,0,0,401700,,0,1,401700,,0,2,0
900307,CookingTarget07,002_2002,3,1,9,,0,0,0,002_2002,,0,002_2002,0,,0,0,0,401900,,0,1,0,,0,0,0
900308,CookingTarget08,002_2003,3,1,9,,0,0,0,002_2003,,0,002_2003,0,,0,0,0,401500,,0,2,0,,0,0,0
900309,CookingTarget09,002_2004,3,1,9,,0,0,0,002_2004,,0,002_2004,0,,0,0,0,402000,,0,2,401800,,0,1,0
900310,CookingTarget10,002_2005,3,1,9,,0,0,0,002_2005,,0,002_2005,0,,0,0,0,401300,002_2005,7,0,0,,0,0,0
900401,CookingResult1,002_3001,3,1,9,,0,0,0,002_3001,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900402,CookingResult2,002_3002,3,1,9,,0,0,0,002_3002,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900403,CookingResult3,002_3003,3,1,9,,0,0,0,002_3003,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900404,CookingResult4,002_3004,3,1,9,,0,0,0,002_3004,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900405,CookingResult5,002_3005,3,1,9,,0,0,0,002_3005,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900406,CookingResult6,002_3006,3,1,9,,0,0,0,002_3006,,0,,0,,0,0,0,0,,0,0,0,,0,0,0
900407,CookingResult7,idea01,3,2,0,,0,0,0,,WaraiA,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900408,Hungry02,hungry01,3,2,0,,0,0,0,,SleepB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
900409,PioneerRun,run04,3,1,0,,0,0,0,run04,,0,run04,0,,0,0,0,0,,0,0,0,,0,0,0
900410,PioneerCompleteA,004_02_A,4,2,9,,0,0,0,004_02_A,,0,004_02_A,1,,0,1,0,0,,0,0,0,,0,0,0
900411,PioneerCompleteB,004_02_B,3,2,9,,0,0,0,004_02_B,,0,004_02_B,1,,0,1,0,0,,0,0,0,,0,0,0
900412,PioneerCompleteC,004_02_C,3,2,9,,0,0,0,004_02_C,,0,004_02_C,1,,0,1,0,0,,0,0,0,,0,0,0
900413,PioneerCompleteD,004_02_D,3,2,9,,0,0,0,004_02_D,,0,004_02_D,1,,0,1,0,0,,0,0,0,,0,0,0
900414,PioneerCompleteE,004_02_E,3,2,9,,0,0,0,004_02_E,,0,004_02_E,1,,0,1,0,0,,0,0,0,,0,0,0
900415,PioneerCompleteF,004_02_F,3,2,9,,0,0,0,004_02_F,,0,004_02_F,1,,0,1,0,0,,0,0,0,,0,0,0
900500,OnsenChoice01,Oh01,3,1,0,,1,0,0,,WaraiB,0,,1,,0,1,0,0,,0,0,0,,0,0,0
