id,command_name,base_state_name,pose_blend,type,state_group,category,start_blend_time,end_blend_time
566,brush04,brush04,1,0,2,0,2300,1600
567,talk01,talk01,0,0,2,0,2300,1600
568,talk02,talk02,0,0,2,0,2300,1600
569,talk03,talk03,0,0,2,0,2300,1600
570,talk04,talk04,0,0,2,0,2300,1600
571,talk05,talk05,0,0,2,0,2300,1600
572,talk06,talk06,0,0,2,0,2300,1600
573,hightouch01,hightouch01,1,0,2,0,2300,1600
574,hightouch02,hightouch02,1,0,2,0,2300,1600
575,hightouch03,hightouch03,1,0,2,0,2300,1600
576,hightouch04,hightouch04,1,0,2,0,2300,1600
577,hightouch05,hightouch05,1,0,2,0,2300,1600
578,hightouch06,hightouch06,1,0,2,0,2300,1600
579,race_standby01,start_loop_L,0,-2,4,1,2300,1600
580,race_set01,start_set_L,0,-2,4,1,2300,1600
581,race_go01,start_go_L,0,-2,0,1,2300,1600
582,race_run02,run02_base,0,-2,4,1,2300,1600
583,race_sweat02,run02_sweat_base,0,-2,0,1,2300,1600
584,race_run03,run03_base,0,-2,4,1,2300,1600
585,race_sweat03,run03_sweat_base,0,-2,0,1,2300,1600
586,race_run05,run05_base,0,-2,4,1,2300,1600
587,race_overrun01,overRun01_loop_L,0,-2,4,1,2300,1600
588,race_winner01,overRun02_start_L,0,-2,0,1,2300,1600
589,race_winner02,overRun02_loop_L,0,-2,4,1,2300,1600
590,race_lose01,overRun03_start_L,0,-2,0,1,2300,1600
591,race_lose02,overRun03_loop_L,0,-2,4,1,2300,1600
592,stomp01,stomp01,1,0,2,0,2300,1600
593,take01,take01,1,0,2,0,2300,1600
594,swim01,swim01,1,0,2,0,2300,1600
595,lookback01,lookback01,0,0,0,0,2300,1600
596,lookback02,lookback02,0,0,0,0,2300,1600
597,eat01,eat01,1,0,2,0,2300,1600
598,byebye08,byebye08,1,0,2,0,2300,1600
599,byebye09,byebye09,1,0,2,0,2300,1600
600,byebye10,byebye10,1,0,2,0,2300,1600
601,byebye11,byebye11,1,0,2,0,2300,1600
602,byebye12,byebye12,1,0,2,0,2300,1600
603,byebye13,byebye13,1,0,2,0,2300,1600
604,pdk01,pdk01,0,-2,2,0,2300,1600
605,chair01_L,chair01_L,1,0,4,0,2300,1600
606,chair01_S,chair01_S,1,0,4,0,2300,1600
607,chair01_L_look01,chair01_L_look01,1,0,2,0,2300,1600
608,chair01_S_look01,chair01_S_look01,1,0,2,0,2300,1600
609,homewalk01,homewalk01,0,0,4,0,2300,1600
610,homewalk01_D,homewalk01_D,0,0,4,0,2300,1600
611,homewalk01_U,homewalk01_U,0,0,4,0,2300,1600
612,homewalk02,homewalk02,0,0,4,0,2300,1600
613,homewalk02_D,homewalk02_D,0,0,4,0,2300,1600
614,homewalk02_U,homewalk02_U,0,0,4,0,2300,1600
615,homewalk03,homewalk03,0,0,4,0,2300,1600
616,homewalk03_D,homewalk03_D,0,0,4,0,2300,1600
617,homewalk03_U,homewalk03_U,0,0,4,0,2300,1600
618,homewalk04,homewalk04,0,0,4,0,2300,1600
619,homewalk04_D,homewalk04_D,0,0,4,0,2300,1600
620,homewalk04_U,homewalk04_U,0,0,4,0,2300,1600
621,homewalk05,homewalk05,0,0,4,0,2300,1600
622,homewalk05_D,homewalk05_D,0,0,4,0,2300,1600
623,homewalk05_U,homewalk05_U,0,0,4,0,2300,1600
624,present03,present03,1,0,2,0,2300,1600
625,present04,present04,1,0,2,0,2300,1600
626,present05,present05,1,0,2,0,2300,1600
627,present06,present06,1,0,2,0,2300,1600
629,homestand01,homestand01,1,0,2,0,2300,1600
630,homestand01_turn50_L,homestand01_turn50_L,0,0,0,0,2300,1600
631,homestand01_turn50_R,homestand01_turn50_R,0,0,0,0,2300,1600
632,homestand01_turn135_L,homestand01_turn135_L,0,0,0,0,2300,1600
633,homestand01_turn135_R,homestand01_turn135_R,0,0,0,0,2300,1600
634,homestand02,homestand02,1,0,2,0,2300,1600
635,homestand02_turn50_L,homestand02_turn50_L,0,0,0,0,2300,1600
636,homestand02_turn50_R,homestand02_turn50_R,0,0,0,0,2300,1600
637,homestand02_turn135_L,homestand02_turn135_L,0,0,0,0,2300,1600
638,homestand02_turn135_R,homestand02_turn135_R,0,0,0,0,2300,1600
639,homestand03,homestand03,1,0,2,0,2300,1600
640,homestand03_turn50_L,homestand03_turn50_L,0,0,0,0,2300,1600
641,homestand03_turn50_R,homestand03_turn50_R,0,0,0,0,2300,1600
642,homestand03_turn135_L,homestand03_turn135_L,0,0,0,0,2300,1600
643,homestand03_turn135_R,homestand03_turn135_R,0,0,0,0,2300,1600
644,homestand04,homestand04,1,0,2,0,2300,1600
645,homestand04_turn50_L,homestand04_turn50_L,0,0,0,0,2300,1600
646,homestand04_turn50_R,homestand04_turn50_R,0,0,0,0,2300,1600
647,homestand04_turn135_L,homestand04_turn135_L,0,0,0,0,2300,1600
648,homestand04_turn135_R,homestand04_turn135_R,0,0,0,0,2300,1600
649,homestand05,homestand05,1,0,2,0,2300,1600
650,homestand05_turn50_L,homestand05_turn50_L,0,0,0,0,2300,1600
651,homestand05_turn50_R,homestand05_turn50_R,0,0,0,0,2300,1600
652,homestand05_turn135_L,homestand05_turn135_L,0,0,0,0,2300,1600
653,homestand05_turn135_R,homestand05_turn135_R,0,0,0,0,2300,1600
654,homestand06,homestand06,1,0,2,0,2300,1600
655,homestand06_turn50_L,homestand06_turn50_L,0,0,0,0,2300,1600
656,homestand06_turn50_R,homestand06_turn50_R,0,0,0,0,2300,1600
657,homestand06_turn135_L,homestand06_turn135_L,0,0,0,0,2300,1600
658,homestand06_turn135_R,homestand06_turn135_R,0,0,0,0,2300,1600
659,homestand07,homestand07,1,0,2,0,2300,1600
660,homestand07_turn50_L,homestand07_turn50_L,0,0,0,0,2300,1600
661,homestand07_turn50_R,homestand07_turn50_R,0,0,0,0,2300,1600
662,homestand07_turn135_L,homestand07_turn135_L,0,0,0,0,2300,1600
663,homestand07_turn135_R,homestand07_turn135_R,0,0,0,0,2300,1600
664,homestand08,homestand08,1,0,2,0,2300,1600
665,homestand08_turn50_L,homestand08_turn50_L,0,0,0,0,2300,1600
666,homestand08_turn50_R,homestand08_turn50_R,0,0,0,0,2300,1600
667,homestand08_turn135_L,homestand08_turn135_L,0,0,0,0,2300,1600
668,homestand08_turn135_R,homestand08_turn135_R,0,0,0,0,2300,1600
669,homestand09,homestand09,1,0,2,0,2300,1600
670,homestand09_turn50_L,homestand09_turn50_L,0,0,0,0,2300,1600
671,homestand09_turn50_R,homestand09_turn50_R,0,0,0,0,2300,1600
672,homestand09_turn135_L,homestand09_turn135_L,0,0,0,0,2300,1600
673,homestand09_turn135_R,homestand09_turn135_R,0,0,0,0,2300,1600
674,homestand10,homestand10,1,0,2,0,2300,1600
675,homestand10_turn50_L,homestand10_turn50_L,0,0,0,0,2300,1600
676,homestand10_turn50_R,homestand10_turn50_R,0,0,0,0,2300,1600
677,homestand10_turn135_L,homestand10_turn135_L,0,0,0,0,2300,1600
678,homestand10_turn135_R,homestand10_turn135_R,0,0,0,0,2300,1600
679,homestand11,homestand11,1,0,2,0,2300,1600
680,homestand11_turn50_L,homestand11_turn50_L,0,0,0,0,2300,1600
681,homestand11_turn50_R,homestand11_turn50_R,0,0,0,0,2300,1600
682,homestand11_turn135_L,homestand11_turn135_L,0,0,0,0,2300,1600
683,homestand11_turn135_R,homestand11_turn135_R,0,0,0,0,2300,1600
684,homestand12,homestand12,1,0,2,0,2300,1600
685,homestand12_turn50_L,homestand12_turn50_L,0,0,0,0,2300,1600
686,homestand12_turn50_R,homestand12_turn50_R,0,0,0,0,2300,1600
687,homestand12_turn135_L,homestand12_turn135_L,0,0,0,0,2300,1600
688,homestand12_turn135_R,homestand12_turn135_R,0,0,0,0,2300,1600
689,homestand13,homestand13,1,0,2,0,2300,1600
690,homestand13_turn50_L,homestand13_turn50_L,0,0,0,0,2300,1600
691,homestand13_turn50_R,homestand13_turn50_R,0,0,0,0,2300,1600
692,homestand13_turn135_L,homestand13_turn135_L,0,0,0,0,2300,1600
693,homestand13_turn135_R,homestand13_turn135_R,0,0,0,0,2300,1600
694,homestand14,homestand14,1,0,2,0,2300,1600
695,homestand14_turn50_L,homestand14_turn50_L,0,0,0,0,2300,1600
696,homestand14_turn50_R,homestand14_turn50_R,0,0,0,0,2300,1600
697,homestand14_turn135_L,homestand14_turn135_L,0,0,0,0,2300,1600
698,homestand14_turn135_R,homestand14_turn135_R,0,0,0,0,2300,1600
699,homestand15,homestand15,1,0,2,0,2300,1600
700,homestand15_turn50_L,homestand15_turn50_L,0,0,0,0,2300,1600
701,homestand15_turn50_R,homestand15_turn50_R,0,0,0,0,2300,1600
702,homestand15_turn135_L,homestand15_turn135_L,0,0,0,0,2300,1600
703,homestand15_turn135_R,homestand15_turn135_R,0,0,0,0,2300,1600
704,homestand16,homestand16,1,0,2,0,2300,1600
705,homestand16_turn50_L,homestand16_turn50_L,0,0,0,0,2300,1600
706,homestand16_turn50_R,homestand16_turn50_R,0,0,0,0,2300,1600
707,homestand16_turn135_L,homestand16_turn135_L,0,0,0,0,2300,1600
708,homestand16_turn135_R,homestand16_turn135_R,0,0,0,0,2300,1600
709,chair01_S_drink01,chair01_S_drink01,0,0,2,0,2300,1600
710,chair01_L_drink01,chair01_L_drink01,0,0,2,0,2300,1600
711,table_L_laptop01,table_L_laptop01,1,0,4,0,2300,1600
712,table_S_laptop01,table_S_laptop01,1,0,4,0,2300,1600
713,table_L_study01,table_L_study01,1,0,4,0,2300,1600
714,table_S_study01,table_S_study01,1,0,4,0,2300,1600
715,table_L_study02,table_L_study02,1,0,4,0,2300,1600
716,table_S_study02,table_S_study02,1,0,4,0,2300,1600
717,table_L_eat01,table_L_eat01,1,0,2,0,2300,1600
718,table_S_eat01,table_S_eat01,1,0,2,0,2300,1600
719,eat02,eat02,1,0,2,0,2300,1600
720,sorry03,sorry03,1,0,2,0,2300,1600
721,pain06,pain06,1,0,2,0,2300,1600
722,pain07,pain07,1,0,2,0,2300,1600
723,think12,think12,1,0,2,0,2300,1600
724,sudachi06,sudachi06,1,0,2,0,2300,1600
725,eatbase01,eatbase01,0,0,2,0,2300,1600
726,eatbase01_act01,eatbase01_act01,0,0,0,0,2300,1600
727,eatbase01_mot01,eatbase01_mot01,0,0,2,0,2300,1600
728,nen01,nen01,1,0,2,0,2300,1600
729,hug01,hug01,1,0,2,0,2300,1600
730,watchbase01,watchbase01,1,0,2,0,2300,1600
731,watchbase02,watchbase02,1,0,2,0,2300,1600
732,watchlook01,watchlook01,1,0,2,0,2300,1600
733,watchstart01,watchstart01,0,0,0,0,2300,1600
734,watchstop01,watchstop01,0,0,0,0,2300,1600
735,bag01,bag01,1,0,2,0,2300,1600
736,bag02,bag02,1,0,2,0,2300,1600
737,bag03,bag03,1,0,2,0,2300,1600
738,bag04,bag04,1,0,2,0,2300,1600
739,bag05,bag05,1,0,2,0,2300,1600
740,drink04,drink04,1,0,2,0,2300,1600
741,drink05,drink05,0,0,0,0,2300,1600
742,drink06,drink06,1,0,2,0,2300,1600
743,drink07,drink07,0,0,0,0,2300,1600
744,drink08,drink08,1,0,2,0,2300,1600
745,drink09,drink09,1,0,2,0,2300,1600
746,drink10_01,drink10_01,1,0,2,0,2300,1600
747,drink10_02,drink10_02,1,0,2,0,2300,1600
748,tapdance01,tapdance01,1,0,2,0,2300,1600
749,eat04,eat04,1,0,2,0,2300,1600
750,eat05,eat05,0,0,0,0,2300,1600
751,eat06,eat06,1,0,2,0,2300,1600
752,eat07,eat07,1,0,2,0,2300,1600
753,newspaper01,newspaper01,1,0,2,0,2300,1600
754,doll01,doll01,1,0,4,0,2300,1600
755,doll02,doll02,1,0,2,0,2300,1600
756,doll03,doll03,1,0,4,0,2300,1600
757,doll04,doll04,1,0,4,0,2300,1600
758,phonepicture01,phonepicture01,1,0,2,0,2300,1600
759,phonepicture02,phonepicture02,1,0,2,0,2300,1600
760,push01,push01,1,0,2,0,2300,1600
761,push02,push02,1,0,2,0,2300,1600
762,push03,push03,1,0,2,0,2300,1600
763,stretch22,stretch22,1,0,0,0,2300,1600
764,stretch23,stretch23,1,0,2,0,2300,1600
765,diarylook02,diarylook02,1,0,2,0,2300,1600
766,diarylook03,diarylook03,1,0,2,0,2300,1600
767,diarylook04,diarylook04,1,0,2,0,2300,1600
768,diarywrite01,diarywrite01,1,0,2,0,2300,1600
769,diarywrite02,diarywrite02,1,0,2,0,2300,1600
770,magic01,magic01,1,0,2,0,2300,1600
771,magic02,magic02,1,0,2,0,2300,1600
772,step01,step01,1,0,2,0,2300,1600
773,phoneshow01,phoneshow01,1,0,2,0,2300,1600
777,sing04,sing04,1,0,2,0,2300,1600
778,sing05,sing05,1,0,2,0,2300,1600
780,main_promise01,main_promise01,1,0,2,0,2300,1600
781,main_promise02,main_promise02,1,0,2,0,2300,1600
782,card01,card01,1,0,2,0,2300,1600
783,flower01,flower01,1,0,2,0,2300,1600
784,think13,think13,1,0,2,0,2300,1600
785,point13,point13,1,0,2,0,2300,1600
786,getup02,getup02,1,0,2,0,2300,1600
787,see11,see11,1,0,2,0,2300,1600
788,cheer01,cheer01,1,0,2,0,2300,1600
789,cheer02,cheer02,1,0,2,0,2300,1600
790,cheer03,cheer03,1,0,2,0,2300,1600
791,cheer04,cheer04,1,0,2,0,2300,1600
792,cheer05,cheer05,1,0,2,0,2300,1600
793,cheer06,cheer06,1,0,2,0,2300,1600
794,magic03,magic03,1,0,2,0,2300,1600
795,cheer07,cheer07,1,0,2,0,2300,1600
796,see12,see12,1,0,4,0,2300,1600
797,magic04,magic04,1,0,2,0,2300,1600
798,quiz01,quiz01,1,0,2,0,2300,1600
799,quiz02,quiz02,1,0,2,0,2300,1600
800,quiz03,quiz03,1,0,2,0,2300,1600
801,see13,see13,1,0,2,0,2300,1600
802,see14,see14,1,0,2,0,2300,1600
803,ng08,ng08,1,0,2,0,2300,1600
804,hold01,hold01,1,0,2,0,2300,1600
805,fall03,fall03,1,0,2,0,2300,1600
806,pose13,pose13,1,0,2,0,2300,1600
807,drinkmugA01,drinkmugA01,1,0,2,0,2300,1600
808,drinkmugA02,drinkmugA02,1,0,2,0,2300,1600
809,drinkmugA03,drinkmugA03,1,0,2,0,2300,1600
810,drinkmugA04,drinkmugA04,1,0,2,0,2300,1600
811,drinkmugB01,drinkmugB01,1,0,2,0,2300,1600
812,drinkmugB02,drinkmugB02,1,0,2,0,2300,1600
813,drinkmugB03,drinkmugB03,1,0,2,0,2300,1600
814,drinkmugB04,drinkmugB04,1,0,2,0,2300,1600
815,pose14,pose14,1,0,2,0,2300,1600
816,pose15,pose15,1,0,2,0,2300,1600
817,pose16,pose16,1,0,2,0,2300,1600
818,sad03,sad03,1,0,2,0,2300,1600
819,runback01,runback01,1,0,4,0,2300,1600
820,surprise13,surprise13,1,0,2,0,2300,1600
821,peace04,peace04,1,0,2,0,2300,1600
822,sitdown01,sitdown01,1,0,2,0,2300,1600
823,massage01,massage01,1,0,4,0,2300,1600
824,joke04,joke04,1,0,2,0,2300,1600
825,stretch24,stretch24,1,0,2,0,2300,1600
826,angry09,angry09,1,0,2,0,2300,1600
827,angry10,angry10,1,0,2,0,2300,1600
828,angry11,angry11,1,0,2,0,2300,1600
829,sorry04,sorry04,1,0,2,0,2300,1600
830,eat14,eat14,1,0,2,0,2300,1600
831,paper02,paper02,1,0,2,0,2300,1600
832,surprise14,surprise14,1,0,2,0,2300,1600
833,letterlook02,letterlook02,1,0,2,0,2300,1600
834,binder01_01,binder01_01,1,0,2,0,2300,1600
835,binder01_02,binder01_02,1,0,2,0,2300,1600
836,binder01_03,binder01_03,1,0,2,0,2300,1600
837,binder01_04,binder01_04,1,0,2,0,2300,1600
838,tablet01,tablet01,1,0,2,0,2300,1600
839,tablet02,tablet02,1,0,2,0,2300,1600
840,tablet03,tablet03,1,0,2,0,2300,1600
841,tablet04,tablet04,1,0,4,0,2300,1600
842,eat16_01,eat16_01,1,0,2,0,2300,1600
843,eat16_02,eat16_02,1,0,4,0,2300,1600
844,eat17_01_home,eat17_01_home,1,0,4,0,2300,1600
845,eat17_02_home,eat17_02_home,1,0,4,0,2300,1600
846,tired07,tired07,1,0,2,0,2300,1600
847,eat15,eat15,1,0,2,0,2300,1600
848,stop02,stop02,1,0,2,0,2300,1600
849,doll05_01,doll05_01,1,0,2,0,2300,1600
850,doll05_02,doll05_02,1,0,2,0,2300,1600
851,doll05_03,doll05_03,1,0,2,0,2300,1600
852,doll05_04,doll05_04,1,0,2,0,2300,1600
853,doll05_05,doll05_05,1,0,2,0,2300,1600
854,cook01_01,cook01_01,1,0,2,0,2300,1600
855,cook01_02,cook01_02,1,0,2,0,2300,1600
856,nail01,nail01,1,0,2,0,2300,1600
857,cry12,cry12,1,0,2,0,2300,1600
858,cry13,cry13,1,0,2,0,2300,1600
859,cry14,cry14,1,0,2,0,2300,1600
860,typewrite01,typewrite01,1,0,2,0,2300,1600
861,typewrite02,typewrite02,1,0,2,0,2300,1600
862,typewrite03,typewrite03,1,0,2,0,2300,1600
863,paper01,paper01,1,0,2,0,2300,1600
864,cook02_01,cook02_01,1,0,2,0,2300,1600
865,cook02_02,cook02_02,1,0,2,0,2300,1600
866,cook03_01,cook03_01,1,0,2,0,2300,1600
867,eat08_01,eat08_01,1,0,2,0,2300,1600
868,eat08_02,eat08_02,1,0,0,0,2300,1600
869,eat08_03,eat08_03,1,0,2,0,2300,1600
870,eat09_01,eat09_01,1,0,2,0,2300,1600
871,eat10_01,eat10_01,1,0,2,0,2300,1600
872,eat10_02,eat10_02,1,0,2,0,2300,1600
873,eat10_03,eat10_03,1,0,2,0,2300,1600
874,eat10_04,eat10_04,1,0,2,0,2300,1600
875,clap06,clap06,1,0,2,0,2300,1600
876,clap07,clap07,1,0,2,0,2300,1600
877,cheer08,cheer08,1,0,2,0,2300,1600
878,cheer09,cheer09,1,0,2,0,2300,1600
879,cheer10,cheer10,1,0,2,0,2300,1600
880,hello07,hello07,1,0,2,0,2300,1600
881,pose17,pose17,1,0,2,0,2300,1600
882,hello08,hello08,1,0,2,0,2300,1600
883,eartouch03,eartouch03,1,0,2,0,2300,1600
884,hungry04,hungry04,1,0,2,0,2300,1600
885,take03_01,take03_01,1,0,2,0,2300,1600
886,take03_02,take03_02,1,0,4,0,2300,1600
887,schoolbag01_01,schoolbag01_01,1,0,2,0,2300,1600
888,schoolbag01_02,schoolbag01_02,1,0,4,0,2300,1600
889,quiet05,quiet05,1,0,2,0,2300,1600
890,laugh09,laugh09,1,0,2,0,2300,1600
891,near11,near11,1,0,2,0,2300,1600
892,fight15,fight15,1,0,2,0,2300,1600
893,joy09,joy09,1,0,2,0,2300,1600
894,joy10,joy10,1,0,2,0,2300,1600
895,point14,point14,1,0,2,0,2300,1600
896,punch06,punch06,1,0,2,0,2300,1600
897,sitdown02,sitdown02,1,0,2,0,2300,1600
898,fish01,fish01,1,0,2,0,2300,1600
899,fish02_01,fish02_01,1,0,2,0,2300,1600
900,fish02_02,fish02_02,1,0,2,0,2300,1600
901,umbrella01,umbrella01,1,0,2,0,2300,1600
902,umbrella02,umbrella02,1,0,2,0,2300,1600
903,umbrella03,umbrella03,1,0,2,0,2300,1600
904,umbrella04,umbrella04,1,0,2,0,2300,1600
905,doll06_01,doll06_01,1,0,2,0,2300,1600
906,doll06_02,doll06_02,1,0,2,0,2300,1600
907,doll06_03,doll06_03,1,0,2,0,2300,1600
908,kuchiate06,kuchiate06,1,0,2,0,2300,1600
909,runin08,runin08,1,0,0,0,2300,1600
910,runin09,runin09,1,0,0,0,2300,1600
911,point15,point15,1,0,2,0,2300,1600
912,tired08,tired08,1,0,2,0,2300,1600
913,joke05,joke05,1,0,2,0,2300,1600
914,good04,good04,1,0,2,0,2300,1600
915,bow09,bow09,1,0,2,0,2300,1600
916,hello09,hello09,1,0,2,0,2300,1600
917,drinkhoneyA01,drinkhoneyA01,1,0,2,0,2300,1600
918,drinkhoneyA02,drinkhoneyA02,1,0,2,0,2300,1600
919,drinkhoneyA03,drinkhoneyA03,1,0,2,0,2300,1600
920,drinkhoneyB01,drinkhoneyB01,1,0,2,0,2300,1600
921,drinkhoneyB02,drinkhoneyB02,1,0,2,0,2300,1600
922,drinkhoneyB03,drinkhoneyB03,1,0,2,0,2300,1600
923,see15,see15,1,0,2,0,2300,1600
924,opera01,opera01,1,0,2,0,2300,1600
925,muneate11,muneate11,1,0,2,0,2300,1600
926,talk07_A,talk07_A,1,0,2,0,2300,1600
927,talk07_B,talk07_B,1,0,2,0,2300,1600
928,maintenance01,maintenance01,1,0,2,0,2300,1600
929,maintenance02,maintenance02,1,0,2,0,2300,1600
930,maintenance03,maintenance03,1,0,2,0,2300,1600
931,lip01,lip01,1,0,2,0,2300,1600
932,bow10,bow10,1,0,2,0,2300,1600
933,bow11,bow11,1,0,2,0,2300,1600
934,bow12,bow12,1,0,2,0,2300,1600
935,opera02,opera02,1,0,2,0,2300,1600
936,opera03,opera03,1,0,2,0,2300,1600
937,snap01,snap01,1,0,2,0,2300,1600
938,akire07,akire07,1,0,2,0,2300,1600
939,walkhello01,walkhello01,1,0,4,0,2300,1600
940,walkhello02,walkhello02,1,0,4,0,2300,1600
941,flower02,flower02,1,0,2,0,2300,1600
942,supporter01,supporter01,1,0,2,0,2300,1600
943,supporter02,supporter02,1,0,2,0,2300,1600
944,supporter03,supporter03,1,0,2,0,2300,1600
945,supporter04,supporter04,1,0,2,0,2300,1600
946,supporter05,supporter05,1,0,2,0,2300,1600
947,supporter06,supporter06,1,0,2,0,2300,1600
948,supporter07,supporter07,1,0,2,0,2300,1600
949,banzai02,banzai02,1,0,2,0,2300,1600
950,bag06_01,bag06_01,1,0,2,0,2300,1600
951,tekagami01,tekagami01,1,0,2,0,2300,1600
952,tekagami02,tekagami02,1,0,2,0,2300,1600
953,tekagami03,tekagami03,1,0,2,0,2300,1600
954,table_study03_01,table_study03_01,1,0,2,0,2300,1600
955,table_study03_02,table_study03_02,1,0,2,0,2300,1600
956,pair_dance01,pair_dance01,0,0,2,2,2300,1600
957,pair_dance02,pair_dance02,0,0,2,2,2300,1600
958,pair_near01,pair_near01,0,0,2,2,2300,1600
959,pair_picture01,pair_picture01,0,0,2,2,2300,1600
960,point16,point16,1,0,2,0,2300,1600
961,budo01,budo01,1,0,2,0,2300,1600
962,budo02,budo02,1,0,2,0,2300,1600
963,budo03,budo03,1,0,2,0,2300,1600
964,gun01_01,gun01_01,1,0,2,0,2300,1600
965,gun01_02,gun01_02,1,0,2,0,2300,1600
966,runaway01,runaway01,1,0,2,0,2300,1600
967,take02,take02,1,0,2,0,2300,1600
968,send09,send09,1,0,2,0,2300,1600
969,laugh10,laugh10,1,0,2,0,2300,1600
970,laugh11,laugh11,1,0,2,0,2300,1600
971,golf01_01,golf01_01,1,0,2,0,2300,1600
972,golf01_02,golf01_02,1,0,2,0,2300,1600
973,joke06,joke06,1,0,2,0,2300,1600
974,shock09,shock09,1,0,2,0,2300,1600
975,shock10,shock10,1,0,2,0,2300,1600
976,point17,point17,1,0,2,0,2300,1600
977,joke07,joke07,1,0,2,0,2300,1600
978,sitdown03,sitdown03,1,0,2,0,2300,1600
979,key01_01,key01_01,1,0,2,0,2300,1600
980,clock01_01,clock01_01,1,0,0,0,2300,1600
981,clock01_02,clock01_02,1,0,2,0,2300,1600
982,clock01_03,clock01_03,1,0,2,0,2300,1600
983,stretch25,stretch25,1,0,2,0,2300,1600
984,kabuki01,kabuki01,1,0,2,0,2300,1600
985,see16,see16,1,0,2,0,2300,1600
986,stomp02,stomp02,1,0,2,0,2300,1600
987,magic05,magic05,1,0,2,0,2300,1600
988,magic06,magic06,1,0,2,0,2300,1600
989,angry12,angry12,1,0,2,0,2300,1600
990,angry13,angry13,1,0,2,0,2300,1600
991,gatts08,gatts08,1,0,2,0,2300,1600
992,gatts09,gatts09,1,0,2,0,2300,1600
993,drinkcupA01,drinkcupA01,1,0,2,0,2300,1600
994,drinkcupA02,drinkcupA02,1,0,2,0,2300,1600
995,ikaku05,ikaku05,1,0,2,0,2300,1600
996,phonehello01,phonehello01,1,0,2,0,2300,1600
997,phonegood01,phonegood01,1,0,2,0,2300,1600
998,stone01_01,stone01_01,1,0,2,0,2300,1600
999,map01_01,map01_01,1,0,2,0,2300,1600
1000,map01_02,map01_02,1,0,2,0,2300,1600
1001,binder02_01,binder02_01,1,0,2,0,2300,1600
1002,binder02_02,binder02_02,1,0,2,0,2300,1600
1003,send10,send10,1,0,2,0,2300,1600
1004,book05_01,book05_01,1,0,2,0,2300,1600
1005,book05_02,book05_02,1,0,2,0,2300,1600
1006,typewrite04_01,typewrite04_01,1,0,2,0,2300,1600
1007,typewrite04_02,typewrite04_02,1,0,2,0,2300,1600
1008,angry14,angry14,1,0,2,0,2300,1600
1009,stretch26,stretch26,1,0,2,0,2300,1600
1010,gun02_01,gun02_01,1,0,2,0,2300,1600
1011,gun02_02,gun02_02,1,0,2,0,2300,1600
1012,gun03_01,gun03_01,1,0,2,0,2300,1600
1013,gun03_02,gun03_02,1,0,2,0,2300,1600
1014,magic04_01,magic04_01,1,0,2,0,2300,1600
1015,mic01,mic01,1,0,2,0,2300,1600
1016,disc01_01,disc01_01,1,0,2,0,2300,1600
1017,disc01_02,disc01_02,1,0,2,0,2300,1600
1018,danceunique01,danceunique01,1,0,2,0,2300,1600
1019,take04_01,take04_01,1,0,2,0,2300,1600
1020,take04_02,take04_02,1,0,2,0,2300,1600
1021,gun02_03,gun02_03,1,0,4,0,2300,1600
1022,gun03_03,gun03_03,1,0,4,0,2300,1600
1023,phoneshow01_01,phoneshow01_01,1,0,2,0,2300,1600
1024,drink01_01,drink01_01,1,0,2,0,2300,1600
1025,drink01_02,drink01_02,1,0,2,0,2300,1600
1026,drink02_01,drink02_01,1,0,2,0,2300,1600
1027,drink02_02,drink02_02,1,0,2,0,2300,1600
1028,drink03_01,drink03_01,1,0,2,0,2300,1600
1029,drink03_02,drink03_02,1,0,2,0,2300,1600
1030,present01_01,present01_01,1,0,2,0,2300,1600
1031,present02_01,present02_01,1,0,2,0,2300,1600
1032,present03_01,present03_01,1,0,2,0,2300,1600
1033,present04_01,present04_01,1,0,2,0,2300,1600
1034,take05,take05,1,0,2,0,2300,1600
1035,violin01_01,violin01_01,1,0,2,0,2300,1600
1036,violin01_02,violin01_02,1,0,2,0,2300,1600
1037,violin01_03,violin01_03,1,0,4,0,2300,1600
1038,board01,board01,1,0,2,0,2300,1600
1039,doll07_01,doll07_01,1,0,2,0,2300,1600
1040,doll07_02,doll07_02,1,0,2,0,2300,1600
1041,doll07_03,doll07_03,1,0,2,0,2300,1600
1042,doll07_04,doll07_04,1,0,2,0,2300,1600
1043,doll07_05,doll07_05,1,0,2,0,2300,1600
1044,doll07_06,doll07_06,1,0,2,0,2300,1600
1045,handsup04,handsup04,1,0,2,0,2300,1600
1046,peace05,peace05,1,0,2,0,2300,1600
1047,phoneselfie03_01,phoneselfie03_01,1,0,2,0,2300,1600
1048,phoneselfie03_02,phoneselfie03_02,1,0,2,0,2300,1600
1049,bag07,bag07,1,0,2,0,2300,1600
1050,letterlook03,letterlook03,1,0,2,0,2300,1600
1051,near12,near12,1,0,2,0,2300,1600
1052,think14,think14,1,0,2,0,2300,1600
1053,drinkcupA03_01,drinkcupA03_01,1,0,2,0,2300,1600
1054,drinkcupA03_02,drinkcupA03_02,1,0,2,0,2300,1600
1055,drinkcupA03_03,drinkcupA03_03,1,0,2,0,2300,1600
1056,shaker01_01,shaker01_01,1,0,2,0,2300,1600
1057,shaker01_02,shaker01_02,1,0,2,0,2300,1600
1058,gatts10,gatts10,1,0,2,0,2300,1600
1059,dance20,dance20,1,0,2,0,2300,1600
1060,stretch27,stretch27,1,0,2,0,2300,1600
