gacha_id,card_id,card_type,pay_item_num,disp_order
30312,100403,1,200,4
30312,107901,1,200,3
30312,108702,1,200,2
30312,107802,1,200,1
30313,30215,2,200,1
30313,30210,2,200,2
30313,30208,2,200,3
30313,30204,2,200,4
30313,30195,2,200,5
30313,30214,2,200,6
30313,30153,2,200,7
30313,30202,2,200,8
30313,30172,2,200,9
30313,30218,2,200,10
30314,111501,1,200,1
30315,30241,2,200,1
30315,30242,2,200,2
30316,101002,1,200,1
30316,102202,1,200,2
30316,102902,1,200,3
30316,105102,1,200,4
30316,105301,1,200,5
30316,106102,1,200,6
30316,106502,1,200,7
30316,108201,1,200,8
30318,113101,1,200,1
30319,30244,2,200,1
30320,109601,1,200,1
30321,30215,2,200,1
30321,30210,2,200,2
30321,30224,2,200,3
30321,30226,2,200,4
30321,30234,2,200,5
30321,30228,2,200,6
30321,30208,2,200,7
30321,30219,2,200,8
30321,30227,2,200,9
30321,30201,2,200,10
30322,110702,1,200,1
30322,108402,1,200,2
30323,30245,2,200,1
30323,30246,2,200,2
30324,101303,1,200,1
30324,102502,1,200,2
30324,103003,1,200,3
30324,103402,1,200,4
30324,104503,1,200,5
30324,106803,1,200,6
30324,107402,1,200,7
30324,107601,1,200,8
30326,107002,1,200,1
30327,30248,2,200,1
30328,112701,1,200,1
30329,30215,2,200,1
30329,30210,2,200,2
30329,30226,2,200,3
30329,30173,2,200,4
30329,30193,2,200,5
30329,30228,2,200,6
30329,30223,2,200,7
30329,30219,2,200,8
30329,30227,2,200,9
30329,30201,2,200,10
30330,109802,1,200,1
30330,104603,1,200,2
30331,30249,2,200,1
30331,30250,2,200,2
30332,100601,1,200,1
30332,100602,1,200,2
30332,100702,1,200,3
30332,100703,1,200,4
30332,101301,1,200,5
30332,101302,1,200,6
30332,101303,1,200,7
30332,102001,1,200,8
30332,102002,1,200,9
30332,102101,1,200,10
30332,102102,1,200,11
30332,102301,1,200,12
30332,102302,1,200,13
30332,102303,1,200,14
30332,103801,1,200,15
30332,103802,1,200,16
30332,110601,1,200,17
30334,100602,1,200,1
30334,101902,1,200,2
30334,103401,1,200,3
30334,104301,1,200,4
30334,108001,1,200,5
30334,109901,1,200,6
30334,109902,1,200,7
30334,110001,1,200,8
30336,109001,1,200,1
30337,30252,2,200,1
30338,109601,1,200,1
30339,30215,2,200,1
30339,30210,2,200,2
30339,30224,2,200,3
30339,30226,2,200,4
30339,30234,2,200,5
30339,30228,2,200,6
30339,30208,2,200,7
30339,30219,2,200,8
30339,30227,2,200,9
30339,30201,2,200,10
30340,113201,1,200,1
30341,30215,2,200,1
30341,30210,2,200,2
30341,30226,2,200,3
30341,30182,2,200,4
30341,30228,2,200,5
30341,30222,2,200,6
30341,30208,2,200,7
30341,30187,2,200,8
30341,30227,2,200,9
30341,30211,2,200,10
30342,108602,1,200,1
30342,111002,1,200,2
30343,30253,2,200,1
30343,30254,2,200,2
30344,103203,1,200,1
30344,103503,1,200,2
30344,103703,1,200,3
30344,106003,1,200,4
30344,106802,1,200,5
30344,107001,1,200,6
30344,110502,1,200,7
30344,110801,1,200,8
30346,113301,1,200,1
30347,30215,2,200,1
30347,30210,2,200,2
30347,30226,2,200,3
30347,30209,2,200,4
30347,30234,2,200,5
30347,30232,2,200,6
30347,30214,2,200,7
30347,30233,2,200,8
30347,30227,2,200,9
30347,30201,2,200,10
30348,104003,1,200,1
30350,100202,1,200,1
30350,100602,1,200,2
30350,101202,1,200,3
30350,102702,1,200,4
30350,104402,1,200,5
30350,105901,1,200,6
30350,108601,1,200,7
30350,110501,1,200,8
30352,103103,1,200,1
30353,30258,2,200,1
30354,111301,1,200,1
30355,30242,2,200,1
30355,30246,2,200,2
30355,30230,2,200,3
30355,30224,2,200,4
30355,30226,2,200,5
30355,30209,2,200,6
30355,30228,2,200,7
30355,30232,2,200,8
30355,30214,2,200,9
30355,30233,2,200,10
30356,108802,1,200,1
30356,108902,1,200,2
30357,30261,2,200,1
30357,30262,2,200,2
30358,100902,1,200,1
30358,102303,1,200,2
30358,102403,1,200,3
30358,102502,1,200,4
30358,106803,1,200,5
30358,107601,1,200,6
30358,107702,1,200,7
30358,110201,1,200,8
30360,109102,1,200,1
30361,30242,2,200,1
30361,30246,2,200,2
30361,30224,2,200,3
30361,30226,2,200,4
30361,30209,2,200,5
30361,30228,2,200,6
30361,30232,2,200,7
30361,30248,2,200,8
30361,30227,2,200,9
30361,30201,2,200,10
30362,109701,1,200,1
30364,109302,1,200,1
30364,110602,1,200,2
30365,30267,2,200,1
30365,30268,2,200,2
30366,102201,1,200,1
30366,103203,1,200,2
30366,103902,1,200,3
30366,104402,1,200,4
30366,106902,1,200,5
30366,110402,1,200,6
30366,111101,1,200,7
30366,112401,1,200,8
30368,108101,1,200,1
30369,30270,2,200,1
30370,109501,1,200,1
30371,30242,2,200,1
30371,30246,2,200,2
30371,30226,2,200,3
30371,30250,2,200,4
30371,30245,2,200,5
30371,30252,2,200,6
30371,30237,2,200,7
30371,30248,2,200,8
30371,30233,2,200,9
30371,30227,2,200,10
30372,102802,1,200,1
30372,105502,1,200,2
30373,30271,2,200,1
30373,30272,2,200,2
30374,103802,1,200,1
30374,104102,1,200,2
30374,105302,1,200,3
30374,106103,1,200,4
30374,108501,1,200,5
30374,108702,1,200,6
30374,112001,1,200,7
30374,112101,1,200,8
30376,109201,1,200,1
30377,30242,2,200,1
30377,30236,2,200,2
30377,30234,2,200,3
30377,30222,2,200,4
30377,30208,2,200,5
30377,30237,2,200,6
30377,30233,2,200,7
30377,30227,2,200,8
30377,30238,2,200,9
30377,30211,2,200,10
30378,109401,1,200,1
30380,104803,1,200,1
30381,30274,2,200,1
30382,108002,1,200,1
30384,100401,1,200,1
30384,101902,1,200,2
30384,102902,1,200,3
30384,104301,1,200,4
30384,105202,1,200,5
30384,107901,1,200,6
30384,109801,1,200,7
30384,109902,1,200,8
30386,110002,1,200,1
30387,30277,2,200,1
30388,111401,1,200,1
30389,30242,2,200,1
30389,30253,2,200,2
30389,30234,2,200,3
30389,30222,2,200,4
30389,30249,2,200,5
30389,30248,2,200,6
30389,30233,2,200,7
30389,30227,2,200,8
30389,30238,2,200,9
30389,30211,2,200,10
30390,104902,1,200,1
30390,111902,1,200,2
30391,30278,2,200,1
30391,30279,2,200,2
30392,100403,1,200,1
30392,101802,1,200,2
30392,106502,1,200,3
30392,108201,1,200,4
30392,108402,1,200,5
30392,108502,1,200,6
30392,109301,1,200,7
30392,113101,1,200,8
30394,100603,1,200,1
30395,30281,2,200,1
30396,113501,1,200,1
30397,30242,2,200,1
30397,30253,2,200,2
30397,30246,2,200,3
30397,30226,2,200,4
30397,30244,2,200,5
30397,30256,2,200,6
30397,30248,2,200,7
30397,30227,2,200,8
30397,30254,2,200,9
30397,30238,2,200,10
30398,106302,1,200,1
30398,107602,1,200,2
30399,30282,2,200,1
30399,30283,2,200,2
30400,101103,1,200,1
30400,101701,1,200,2
30400,102303,1,200,3
30400,102403,1,200,4
30400,104702,1,200,5
30400,105602,1,200,6
30400,105702,1,200,7
30400,111701,1,200,8
30402,111601,1,200,1
30404,111501,1,200,1
30406,112402,1,200,1
30407,30285,2,200,1
30408,113701,1,200,1
30409,30242,2,200,1
30409,30253,2,200,2
30409,30246,2,200,3
30409,30226,2,200,4
30409,30256,2,200,5
30409,30271,2,200,6
30409,30261,2,200,7
30409,30248,2,200,8
30409,30227,2,200,9
30409,30254,2,200,10
30410,101003,1,200,1
30410,110202,1,200,2
30411,30286,2,200,1
30411,30287,2,200,2
30412,100402,1,200,1
30412,103102,1,200,2
30412,104202,1,200,3
30412,106501,1,200,4
30412,107802,1,200,5
30412,108602,1,200,6
30412,109001,1,200,7
30412,110901,1,200,8
30414,100101,1,200,213
30414,100201,1,200,212
30414,100301,1,200,211
30414,100401,1,200,210
30414,100601,1,200,209
30414,101001,1,200,208
30414,101301,1,200,207
30414,101701,1,200,206
30414,103001,1,200,205
30414,101501,1,200,204
30414,102601,1,200,203
30414,102301,1,200,202
30414,100302,1,200,201
30414,101302,1,200,200
30414,103801,1,200,199
30414,105001,1,200,198
30414,104601,1,200,197
30414,101601,1,200,196
30414,102402,1,200,195
30414,101802,1,200,194
30414,102001,1,200,193
30414,101201,1,200,192
30414,101402,1,200,191
30414,101102,1,200,190
30414,100501,1,200,189
30414,104001,1,200,188
30414,100102,1,200,187
30414,100402,1,200,186
30414,105801,1,200,185
30414,103701,1,200,184
30414,105602,1,200,183
30414,102801,1,200,182
30414,101901,1,200,181
30414,103002,1,200,180
30414,104502,1,200,179
30414,103901,1,200,178
30414,102501,1,200,177
30414,101702,1,200,176
30414,104002,1,200,175
30414,104801,1,200,174
30414,105901,1,200,173
30414,100602,1,200,172
30414,102302,1,200,171
30414,102201,1,200,170
30414,102101,1,200,169
30414,105202,1,200,168
30414,101502,1,200,167
30414,106901,1,200,166
30414,102602,1,200,165
30414,103702,1,200,164
30414,107101,1,200,163
30414,103301,1,200,162
30414,106801,1,200,161
30414,106701,1,200,160
30414,107401,1,200,159
30414,102002,1,200,158
30414,100502,1,200,157
30414,105101,1,200,156
30414,107201,1,200,155
30414,106002,1,200,154
30414,106102,1,200,153
30414,103101,1,200,152
30414,106401,1,200,151
30414,103802,1,200,150
30414,102202,1,200,149
30414,103401,1,200,148
30414,104401,1,200,147
30414,101002,1,200,146
30414,105902,1,200,145
30414,103601,1,200,144
30414,101303,1,200,143
30414,100702,1,200,142
30414,105301,1,200,141
30414,109801,1,200,140
30414,104602,1,200,139
30414,103502,1,200,138
30414,105002,1,200,137
30414,102901,1,200,136
30414,104201,1,200,135
30414,101902,1,200,134
30414,105802,1,200,133
30414,108701,1,200,132
30414,107801,1,200,131
30414,102102,1,200,130
30414,103402,1,200,129
30414,104901,1,200,128
30414,110001,1,200,127
30414,100802,1,200,126
30414,100902,1,200,125
30414,104701,1,200,124
30414,101602,1,200,123
30414,106802,1,200,122
30414,106702,1,200,121
30414,109901,1,200,120
30414,106501,1,200,119
30414,103102,1,200,118
30414,102702,1,200,117
30414,104301,1,200,116
30414,105701,1,200,115
30414,108501,1,200,114
30414,108301,1,200,113
30414,107102,1,200,112
30414,106902,1,200,111
30414,107601,1,200,110
30414,110501,1,200,109
30414,106202,1,200,108
30414,104102,1,200,107
30414,110601,1,200,106
30414,108401,1,200,105
30414,105102,1,200,104
30414,101202,1,200,103
30414,105501,1,200,102
30414,105302,1,200,101
30414,104802,1,200,100
30414,110401,1,200,99
30414,107001,1,200,98
30414,103202,1,200,97
30414,100202,1,200,96
30414,107701,1,200,95
30414,100703,1,200,94
30414,106703,1,200,93
30414,109301,1,200,92
30414,103602,1,200,91
30414,108302,1,200,90
30414,108601,1,200,89
30414,103902,1,200,88
30414,100303,1,200,87
30414,110701,1,200,86
30414,106402,1,200,85
30414,107402,1,200,84
30414,108801,1,200,83
30414,108901,1,200,82
30414,106803,1,200,81
30414,106003,1,200,80
30414,109101,1,200,79
30414,102902,1,200,78
30414,102502,1,200,77
30414,110801,1,200,76
30414,108001,1,200,75
30414,110901,1,200,74
30414,108502,1,200,73
30414,106502,1,200,72
30414,103503,1,200,71
30414,110201,1,200,70
30414,104503,1,200,69
30414,107202,1,200,68
30414,103203,1,200,67
30414,108201,1,200,66
30414,106103,1,200,65
30414,104402,1,200,64
30414,111901,1,200,63
30414,103003,1,200,62
30414,112001,1,200,61
30414,103703,1,200,60
30414,109902,1,200,59
30414,110502,1,200,58
30414,104702,1,200,57
30414,111001,1,200,56
30414,112101,1,200,55
30414,104202,1,200,54
30414,102403,1,200,53
30414,112401,1,200,52
30414,102303,1,200,51
30414,105003,1,200,50
30414,111101,1,200,49
30414,107702,1,200,48
30414,103302,1,200,47
30414,111701,1,200,46
30414,101103,1,200,45
30414,110402,1,200,44
30414,105702,1,200,43
30414,100403,1,200,42
30414,107901,1,200,41
30414,108702,1,200,40
30414,107802,1,200,39
30414,113101,1,200,38
30414,109601,1,200,37
30414,110702,1,200,36
30414,108402,1,200,35
30414,107002,1,200,34
30414,112701,1,200,33
30414,109802,1,200,32
30414,104603,1,200,31
30414,109001,1,200,30
30414,113201,1,200,29
30414,108602,1,200,28
30414,111002,1,200,27
30414,113301,1,200,26
30414,104003,1,200,25
30414,103103,1,200,24
30414,111301,1,200,23
30414,108802,1,200,22
30414,108902,1,200,21
30414,109102,1,200,20
30414,109302,1,200,19
30414,110602,1,200,18
30414,108101,1,200,17
30414,109501,1,200,16
30414,102802,1,200,15
30414,105502,1,200,14
30414,104803,1,200,13
30414,109201,1,200,12
30414,108002,1,200,11
30414,110002,1,200,10
30414,111401,1,200,9
30414,104902,1,200,8
30414,111902,1,200,7
30414,106302,1,200,6
30414,107602,1,200,5
30414,112402,1,200,4
30414,113701,1,200,3
30414,101003,1,200,2
30414,110202,1,200,1
30415,30242,2,200,1
30415,30265,2,200,2
30415,30253,2,200,3
30415,30246,2,200,4
30415,30226,2,200,5
30415,30256,2,200,6
30415,30264,2,200,7
30415,30271,2,200,8
30415,30248,2,200,9
30415,30268,2,200,10
30416,112901,1,200,1
30418,104003,1,200,1
30418,105002,1,200,2
30418,105701,1,200,3
30418,106801,1,200,4
30418,108801,1,200,5
30418,110502,1,200,6
30418,111002,1,200,7
30418,113301,1,200,8
30420,113202,1,200,1
30421,30292,2,200,1
30422,114301,1,200,1
30423,30275,2,200,1
30423,30265,2,200,2
30423,30246,2,200,3
30423,30267,2,200,4
30423,30279,2,200,5
30423,30274,2,200,6
30423,30283,2,200,7
30423,30256,2,200,8
30423,30277,2,200,9
30423,30264,2,200,10
30424,104103,1,200,1
30424,108202,1,200,2
30425,30293,2,200,1
30425,30294,2,200,2
30426,101902,1,200,1
30426,103401,1,200,2
30426,104603,1,200,3
30426,107901,1,200,4
30426,108101,1,200,5
30426,109802,1,200,6
30426,109902,1,200,7
30426,110001,1,200,8
30428,113001,1,200,1
30429,30296,2,200,1
30430,111801,1,200,1
30431,30275,2,200,1
30431,30242,2,200,2
30431,30272,2,200,3
30431,30246,2,200,4
30431,30267,2,200,5
30431,30274,2,200,6
30431,30277,2,200,7
30431,30256,2,200,8
30431,30264,2,200,9
30431,30270,2,200,10
30432,109402,1,200,1
30432,100503,1,200,2
30433,30297,2,200,1
30433,30298,2,200,2
30434,100702,1,200,1
30434,100703,1,200,2
30434,104901,1,200,3
30434,104902,1,200,4
30434,111501,1,200,5
30434,111901,1,200,6
30434,111902,1,200,7
30434,112701,1,200,8
30434,113501,1,200,9
30436,102802,1,200,1
30436,103802,1,200,2
30436,104201,1,200,3
30436,108702,1,200,4
30436,109302,1,200,5
30436,109501,1,200,6
30436,112001,1,200,7
30436,113101,1,200,8
30438,111201,1,200,1
30439,30300,2,200,1
30440,113601,1,200,1
30441,30275,2,200,1
30441,30272,2,200,2
30441,30265,2,200,3
30441,30267,2,200,4
30441,30279,2,200,5
30441,30262,2,200,6
30441,30287,2,200,7
30441,30277,2,200,8
30441,30256,2,200,9
30441,30264,2,200,10
30442,102503,1,200,1
30442,111602,1,200,2
30443,30301,2,200,1
30443,30302,2,200,2
30444,103103,1,200,1
30444,103302,1,200,2
30444,103703,1,200,3
30444,107002,1,200,4
30444,108802,1,200,5
30444,110402,1,200,6
30444,113201,1,200,7
30444,113301,1,200,8
30446,113401,1,200,1
30447,30282,2,200,1
30447,30275,2,200,2
30447,30286,2,200,3
30447,30272,2,200,4
30447,30265,2,200,5
30447,30279,2,200,6
30447,30281,2,200,7
30447,30287,2,200,8
30447,30283,2,200,9
30447,30264,2,200,10
30448,107703,1,200,1
30450,101303,1,200,1
30450,102303,1,200,2
30450,102403,1,200,3
30450,104503,1,200,4
30450,105702,1,200,5
30450,110201,1,200,6
30450,111701,1,200,7
30450,111901,1,200,8
50049,105602,1,200,8
50049,103002,1,200,7
50049,102501,1,200,6
50049,106801,1,200,4
50049,102002,1,200,5
50049,101303,1,200,2
50049,101602,1,200,3
50049,106702,1,200,1
50055,102001,1,200,8
50055,104801,1,200,4
50055,100602,1,200,1
50055,103702,1,200,7
50055,104401,1,200,6
50055,105902,1,200,3
50055,102102,1,200,2
50055,104701,1,200,5
50061,100601,1,200,1
50061,103401,1,200,2
50061,104601,1,200,3
50061,106701,1,200,4
50061,106801,1,200,5
50061,109801,1,200,6
50061,109901,1,200,7
50061,110001,1,200,8
50063,100702,1,200,1
50063,100902,1,200,2
50063,101502,1,200,3
50063,102101,1,200,4
50063,102602,1,200,5
50063,103402,1,200,6
50063,105802,1,200,7
50063,108301,1,200,8
50069,100602,1,200,1
50069,101201,1,200,2
50069,101901,1,200,3
50069,103102,1,200,4
50069,104301,1,200,5
50069,104602,1,200,6
50069,107101,1,200,7
50069,107201,1,200,8
50070,100502,1,200,1
50070,101001,1,200,2
50070,103802,1,200,3
50070,104201,1,200,4
50070,105101,1,200,5
50070,105301,1,200,6
50070,107801,1,200,7
50070,108701,1,200,8
