id,birth_year,birth_month,birth_day,last_year,sex,image_color_main,image_color_sub,ui_color_main,ui_color_sub,ui_training_color_1,ui_training_color_2,ui_border_color,ui_num_color_1,ui_num_color_2,ui_turn_color,ui_wipe_color_1,ui_wipe_color_2,ui_wipe_color_3,ui_speech_color_1,ui_speech_color_2,ui_nameplate_color_1,ui_nameplate_color_2,height,bust,scale,skin,shape,socks,personal_dress,tail_model_id,race_running_type,ear_random_time_min,ear_random_time_max,tail_random_time_min,tail_random_time_max,story_ear_random_time_min,story_ear_random_time_max,story_tail_random_time_min,story_tail_random_time_max,attachment_model_id,mini_mayu_shader_type,start_date,chara_category,love_rank_limit
1084,1999,5,4,2002,1,F3E972,0A2966,dab610,173061,dcbc3c,c5963a,c5963a,e3c13a,d1a50a,cba10e,dcc55c,e1cb66,4a5b7d,e2ac38,e2ac38,d4a914,fddf66,2,1,166,0,1,6,0,1,3,160,250,220,310,275,425,220,310,-1,0,1684465200,0,12
1085,1987,4,15,1992,2,E2435F,5F4876,d2445d,6946a9,ea5a73,c14363,c14363,f87d92,df5175,dc476d,fa82aa,ff96b9,bf8cd9,e2556e,e2556e,ea5d76,ff9ba4,1,1,141,0,0,5,0,1,1,170,270,180,310,275,425,180,310,-1,0,1678417200,0,12
1086,1983,4,9,1986,2,2EB8B1,183548,4bb6af,3c5161,3ab5ba,229ba6,229ba6,28c8ca,0eacba,229ba6,4cc0b8,57c5be,7b94a8,229ba6,229ba6,2db1ac,80dcba,2,3,165,0,0,2,0,1,1,170,270,180,310,275,425,180,310,-1,0,1697684400,0,12
1087,2004,3,5,2008,2,CB3725,FFEC8C,CF4436,E1DCCB,e4554a,c02530,c02530,f2675c,db362a,d74237,fc857f,ffa69d,f7f1db,e44a3e,e44a3e,e44a3e,ff926c,1,3,152,1,2,4,0,1,2,110,220,130,250,275,425,130,250,-1,0,1665457200,0,12
1088,2012,3,10,2018,1,225D39,F4F0A2,21713A,F3F19D,249546,097a2c,097a2c,29a34e,108533,1f873f,8fd0a3,abdfba,f5ffbf,06812b,06812b,06812b,77d995,2,2,163,0,0,6,0,1,3,130,210,110,210,275,425,110,210,-1,0,1702263600,0,12
1089,2012,3,14,2019,1,BFFFFE,030073,64C3C1,1E3872,19bfb3,20abbc,20abbc,65ded5,1cbcb9,1cbcb9,72e5e3,afebea,85ace6,19bfb3,19bfb3,29cbbf,7ef0e8,1,2,160,1,0,1,0,1,2,160,250,220,310,275,425,220,310,-1,3,1703041200,0,12
1090,2009,3,5,2014,2,0000DD,66CCFF,4747cc,84c6e7,7070ec,5151c9,5151c9,7070ec,5554c9,5554c9,c2c2ff,dcdcff,ceeeff,7070ec,7070ec,7070ec,acacfe,1,3,158,0,0,6,0,1,2,170,270,180,310,275,425,180,310,-1,0,1747018800,0,12
1091,2013,4,9,2019,2,162ECC,8BD9E7,404fb1,84d4e3,5e6fe1,4456cb,4456cb,8291f9,5e6fe1,5e6fe1,ced4fa,e6e9ff,d7f7fd,5e6fe1,5e6fe1,5e6fe1,a6b2ff,1,3,156,0,0,1,0,1,2,110,220,130,250,275,425,130,250,-1,0,1705633200,0,12
1092,1998,4,19,2005,1,FFABBF,00B783,e97d97,119d76,f67594,dc466a,dc466a,f67594,f04871,f04871,ffd1dc,ffe7ed,cffaed,f67594,f67594,f67594,ffc3d1,2,3,163,1,2,1,0,1,2,130,210,110,210,275,425,110,210,-1,0,1760788800,0,12
1093,1988,3,16,1991,1,ADCBEF,FEF38A,85aae1,ebd64a,73a3e9,4d7cca,4d7cca,7bb0fe,5086df,4d7cca,96bbf2,a1c5fa,fff5b3,5b8de0,5b8de0,699be2,b2d7fd,1,2,156,0,1,3,0,1,1,160,250,220,310,275,425,220,310,-1,2,1695178800,0,12
1094,1998,5,7,2002,1,F3EA5D,58D916,6ac43c,e6d734,6fce3e,49ad15,49ad15,80e74b,50bb19,50bb19,c4f7aa,e3fad7,fffde2,6fce3e,6fce3e,6fce3e,86ed51,1,1,158,1,0,6,0,1,3,130,210,110,210,275,425,110,210,-1,0,1718247600,0,12
1095,1998,4,26,2003,2,A7EAFF,FF4680,4baece,c63663,41b7de,009aca,009aca,5ec3e4,00a2d8,00a2d8,b2e3f2,d9f0f8,f2d5de,41b7de,41b7de,41b7de,a1e8ff,1,0,156,0,1,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,1758250800,0,12
1096,1999,6,4,2004,1,E42947,A1DBFF,cb243e,9ad2f5,D4364E,b6263c,b6263c,f74a64,ca233c,ca233c,feb6c1,ffd4db,ceeafb,D4364E,D4364E,ef5970,f7a3b0,1,2,160,1,0,1,0,1,1,130,210,110,210,275,425,110,210,-1,0,1742526000,0,12
1097,2000,5,2,2005,2,D0383E,33CCFF,d83a43,6fbbf1,e84a53,d4323b,d4323b,f26269,d63b44,d63b44,ffc8ca,ffdfe0,e4f4ff,e84a53,e84a53,e84a53,ff9399,1,1,153,0,1,3,0,1,1,170,270,180,310,275,425,180,310,-1,0,1756004400,0,12
1098,2010,3,24,2017,1,FDDA26,ED2736,eeb42a,d93c49,ecab1f,cf8b20,cf8b20,ffbd0c,de9014,df9e20,ffca63,ffd88c,ffe1cb,d39318,d39318,ed9a0a,fcd049,2,2,165,1,0,3,0,1,1,110,220,130,250,275,425,130,250,-1,0,1660878000,0,12
1099,2009,5,26,2016,1,DFF0F2,F0444D,d94149,cddee0,e7676e,c74545,c74545,f66f6f,e75b5b,e75b5b,f16169,fa7178,cddee0,f1646c,f1646c,e7676e,ff969c,1,3,162,0,2,1,0,1,1,120,220,120,210,275,425,120,210,-1,0,1673319600,0,12
1100,2006,3,14,2015,1,D792A9,E6E2E7,d85081,d8d2d9,ea5f91,c53d77,c53d77,ff84b0,f3589a,e24a8a,f18fb2,ef9ebc,eae5eb,d85081,d85081,e55589,fea4be,1,1,159,0,1,6,0,1,1,170,270,180,310,275,425,180,310,-1,0,1668654000,0,12
1102,2011,4,12,2018,1,D12F29,003273,ca4640,305991,e5443d,c23b35,c23b35,fc5d56,e53c32,e53c32,ffb9b6,ffd3d1,cae0ff,e5443d,e5443d,e5443d,f98f8b,1,2,161,1,0,3,0,1,1,130,210,110,210,275,425,110,210,-1,0,1713495600,0,12
1103,1990,3,10,1996,1,FFC977,FF4436,e69a22,cc382e,fca417,e88f00,e88f00,ffa71a,ed8600,ed8600,ffdca3,ffe8c2,ffccbd,fca417,fca417,fca417,ffcb78,1,2,159,0,0,6,0,1,1,160,250,220,310,275,425,220,310,-1,0,1771038000,0,12
1104,1980,4,24,1984,1,86C4F8,FC9BB3,7db0e0,f77696,6caae7,377bbf,377bbf,70abe6,4b8dce,4e8fd0,7db0e0,9ccbf8,e890a6,6fa8e0,6fa8e0,6caae7,b4d7f8,2,2,165,1,0,0,0,1,2,130,210,110,210,275,425,110,210,-1,0,1688958000,0,12
1105,2000,5,21,2004,1,FDF16C,6EC0E3,5abae6,f8db55,47c2fb,1292cd,1292cd,5ac8fa,22a0da,2ca6de,86d9ff,a1e1ff,fff4c0,5ac3f3,5ac3f3,2db1ee,a8e4ff,1,2,160,0,1,3,0,1,1,170,270,180,310,275,425,180,310,-1,0,1681873200,0,12
1106,1999,3,31,2005,1,487BCC,CFD9E5,4a71b2,bdd1e9,5d89d2,416aae,416aae,75abfc,5b88d4,4e80d5,6f9fe0,82afec,ccdae9,4a71b2,4a71b2,5986d1,bdd1e9,1,2,156,0,2,2,0,1,1,170,270,180,310,275,425,180,310,-1,0,1683687600,0,12
1107,1997,3,16,2005,1,EF3340,10069F,d44853,4840ad,f4636e,d1313e,cf2f3c,ff7b85,e9404d,d1313e,fa8891,fa99a0,9f97ff,d1313e,d1313e,ee4d5a,ee969d,2,3,170,1,0,2,0,1,3,130,210,110,210,275,425,110,210,-1,0,1700449200,0,12
1108,2012,3,22,2016,1,A60014,0D0D0D,bf3344,4e4e4e,e64358,c73143,c73143,fd5c6f,de3b50,de3b50,aa8989,c28989,df99a2,cd355c,cd355c,bf3344,f57282,2,3,166,2,0,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,1708743600,0,12
1109,2002,4,4,2006,2,FFCBD4,3DCEA6,f15b75,2c9679,f36b83,e44460,e44460,f36b83,ec4c68,ec4c68,ffcad4,ffe1e6,d7fff4,f36b83,f36b83,f36b83,ffb7c4,1,2,157,1,0,1,0,1,1,120,220,120,210,275,425,120,210,-1,0,1710990000,0,12
1110,2002,3,31,2005,2,E7E4F2,004399,948eab,0a3874,849cc3,657193,657193,a0b3d3,707e9f,6a799a,c9d7f7,e6edff,b9cee6,849cc3,849cc3,7b89b3,b5c7e4,2,2,167,0,1,3,0,1,3,160,250,220,310,275,425,220,310,-1,0,1725937200,0,12
1111,2002,2,4,2006,2,272AA4,FFFC61,2c2f9d,fffd8c,585df0,393cb6,393cb6,7377ff,4144c9,4144c9,cdceff,e8e9ff,fcfbcf,585df0,585df0,585df0,a8aaff,1,2,162,1,0,6,0,1,1,170,270,180,310,275,425,180,310,-1,0,1731898800,0,12
1112,2002,3,9,2008,2,FFFA1C,3B3632,d0ba00,38312b,D0BA00,AF9D00,AF9D00,DBC400,B4A100,B4A100,EDE49A,FAF4C1,E3D6CB,D0BA00,D0BA00,D0BA00,F2E471,2,2,165,0,0,2,0,1,2,130,210,110,210,275,425,110,210,0,0,1778468400,0,12
1113,2003,2,27,2007,2,FB637E,FFE085,fd637f,fbd872,ff7790,f8516f,f8516f,ff7790,f95d7a,f95d7a,ffc6d0,ffe2e7,fff4d3,ff7790,ff7790,ff7790,ffc2cd,2,3,165,0,2,0,0,1,2,120,220,120,210,275,425,120,210,0,0,1753153200,0,12
1114,2006,3,14,2011,2,E5D77E,66292B,c0af3b,583d3e,c2b246,a99300,a99300,d4c142,b7a52a,b7a52a,f1eaba,f7f2d3,e4d7d7,c2b246,c2b246,c2b246,ebda61,1,2,159,1,0,1,0,1,3,170,270,180,310,275,425,180,310,-1,0,1763521200,0,12
1115,2008,5,14,2013,1,CB3E38,FFEAA5,be4134,ecd898,ee5e4f,c94336,c94336,ee5e4f,d0483a,d0483a,fdc0ba,fddedb,fdf0dc,ee5e4f,ee5e4f,ee5e4f,ffbfb8,2,2,165,0,0,4,0,1,2,160,250,220,310,275,425,220,310,-1,0,1740366000,0,12
1116,2009,2,20,2014,2,C4352D,4C1E21,cf2f2b,533c3d,f05252,cc3c37,cc3c37,f05252,d62f40,d62f40,f7a7a6,fabbb6,deada0,f05252,f05252,f05252,fc9692,2,4,167,1,2,3,0,1,2,170,270,180,310,275,425,180,310,-1,0,1724468400,0,12
1117,2008,4,10,2015,1,C10016,DDE5ED,c1213c,bad7f4,e93856,ca0c2d,ca0c2d,fd526f,e61a3e,e61a3e,ffbbc7,ffd2da,d5eaff,e93856,e93856,e93856,ffaab9,1,1,159,0,1,5,0,1,3,130,210,110,210,275,425,110,210,-1,0,1733799600,0,12
1118,2000,4,30,2005,2,3954A7,76EEFF,344d99,5cbac8,5876d2,455da6,455da6,5876d2,3353b4,3353b4,aebae1,cdd6f5,b9eaf1,5876d2,5876d2,5876d2,93adff,2,3,165,0,0,4,0,1,1,160,250,220,310,275,425,220,310,-1,0,1776654000,0,12
1119,2004,2,24,2011,1,2E2E27,F2E649,332d1f,e6e08a,ded214,a49b11,a49b11,ded214,beb414,beb414,a89d82,d8caa6,fffbc6,ded214,ded214,ded214,fff77f,1,0,144,0,1,6,0,1,2,170,270,180,310,275,425,180,310,-1,0,1719370800,0,12
1120,1998,5,3,2005,1,131B4C,FFEF1A,131b4c,f7eb49,3A4CAD,2A3881,2A3881,7F92FF,465CD3,465CD3,BDC1CD,D7D9E6,FCF7B7,3A4CAD,3A4CAD,3A4CAD,7F92FF,1,2,159,0,0,1,0,2,1,130,210,110,210,275,425,110,210,-1,0,1721358000,0,12
1121,1999,5,25,2005,1,F2B730,E60B17,efa605,d22630,f3ad11,de9118,de9118,ffb709,e18f00,e18f00,ffdf98,fff1cc,ffcccc,f3ad11,f3ad11,f4a800,ffe185,1,3,162,0,0,5,0,1,1,130,210,110,210,275,425,110,210,-1,0,1726801200,0,12
1124,1993,4,11,1997,1,FEE600,0055FF,e5bd00,0047bb,E5BD00,AC8E00,AC8E00,F2D02E,C4A200,C4A200,FFEFA2,FFF4C0,DFEBFF,E5BD00,E5BD00,E5BD00,FFE568,2,2,166,1,0,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,1728615600,0,12
1126,1990,5,11,1995,1,FEB8E2,F1DFE9,fa83cb,d8c8d1,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,2,164,0,0,1,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1127,2009,4,20,2011,1,574B72,FFE652,574a74,f4db4e,765db2,5c478a,5c478a,9376d3,63508f,63508f,d1ccdc,e6e3ec,fbf4ce,765db2,765db2,765db2,bcaae6,2,2,171,2,0,2,0,1,3,160,250,220,310,275,425,220,310,-1,3,1745204400,0,12
1128,2015,4,2,2021,1,A8C6FD,5277D6,009cbd,0cb85f,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,3,174,2,2,0,0,1,3,130,210,110,210,275,425,110,210,0,0,2524575600,0,10
1129,2015,3,10,2020,2,99ccff,cc3300,69a9e9,cc3300,69A9E9,3084D7,3084D7,69A9E9,4292E1,4292E1,B7DBFF,D0E8FF,FBE6DE,69A9E9,69A9E9,69A9E9,B5DAFF,2,3,163,1,0,3,0,1,1,130,210,110,210,275,425,110,210,-1,0,1771902000,0,12
1130,2015,4,3,2020,2,403C49,B492B9,454152,907594,a26faf,82518e,82518e,ae7fbf,885894,885894,ada7ca,c2bfdc,dfc5ed,a26faf,a26faf,a26faf,dec6e2,1,3,162,0,0,6,0,1,1,170,270,180,310,275,425,180,310,-1,0,1775790000,0,12
1131,2016,1,24,2021,2,5F6266,FF384F,53565a,ef4d60,ff6173,eb3147,eb3147,ff6173,eb3449,eb3449,cacbcd,d6d7d9,facad0,ff6173,ff6173,ff6173,ffb5be,1,2,160,0,0,0,0,2,1,130,210,110,210,275,425,110,210,-1,0,1741662000,0,12
1132,2016,3,26,2021,2,373A37,399857,424840,268745,29aa50,278846,278846,1bbf4e,1ea448,1ea448,858b83,9da89a,8bbd9a,29aa50,29aa50,29aa50,7ef1a1,1,3,158,0,2,6,0,1,1,120,220,120,210,275,425,120,210,0,0,1747796400,0,12
1133,2016,3,6,2021,2,464647,71E3E0,464647,50a19f,60B9B7,409593,409593,60B9B7,3E9C9A,3E9C9A,afafb0,c7c6c6,b4d6d6,60B9B7,60B9B7,60B9B7,A2E8E6,1,1,152,0,1,2,0,1,2,170,270,180,310,275,425,180,310,-1,0,1749783600,0,12
1134,2016,4,23,2021,2,E6E6E3,47443E,8e8180,473d3c,937472,6e514f,6e514f,937472,705553,705553,dac6c5,eee0df,cab6b5,937472,937472,937472,bc9e9c,1,1,153,0,0,4,0,1,2,170,270,180,310,275,425,180,310,-1,0,1781492400,0,12
1135,1994,3,24,2001,1,BFB876,4F72AA,bfb33e,49699c,bfb33e,9c8d00,9c8d00,bfb33e,998b07,998b07,e8e2af,f9f5d2,cfd6e1,bfb33e,bfb33e,bfb33e,e0d358,1,0,142,1,1,2,0,1,2,130,210,110,210,275,425,110,210,-1,0,1766322600,0,12
1136,2006,4,19,2011,2,D32630,802F2D,cb3a43,802f2d,e44e57,d1323b,d1323b,ed5d66,ca2f38,ca2f38,fbadb1,fcc5c8,e7a19f,e44e57,e44e57,e44e57,ffadb2,1,1,160,0,1,6,0,1,3,170,270,180,310,275,425,180,310,-1,0,1779246000,0,12
1137,2014,5,13,2021,1,2FA74B,EEF8FF,2c9c46,c8dbe9,2ABE4D,0F952E,0F952E,2ABE4D,00A227,00A227,99E6AB,B5EAC1,D7E9F7,2ABE4D,2ABE4D,2ABE4D,91F4A9,2,3,166,1,0,1,0,1,3,130,210,110,210,275,425,110,210,-1,0,1768791600,0,12
1138,2021,2,24,2025,1,6F1F3C,EAE5E7,822b4a,d8ced2,bc4D75,9a254f,9a254f,bc4D75,98244e,98244e,ce91a7,d8b0bf,d8ced8,bc4D75,bc4D75,bc4D75,de97b0,2,3,167,1,0,0,0,1,3,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1139,2005,3,7,2011,1,A8C6FD,5277D6,5198b0,dde4e2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,2,165,1,0,2,0,1,2,160,250,220,310,275,425,220,310,-1,0,2524575600,1,10
1140,2016,2,4,2022,2,8A1538,E9A2B2,8b1538,e9a2b2,c5355f,b21845,b21845,e43f6f,c5355f,c5355f,d9a3b3,f0c4d1,f8d9e0,c5355f,c5355f,c5355f,ed6b91,1,3,157,0,2,4,0,1,1,170,270,180,310,275,425,180,310,0,3,2524575600,0,10
1141,2010,2,11,2015,1,A8C6FD,5277D6,17af87,d0dee8,2dbb96,0c8666,0c8666,2dbb96,0f9a76,0f9a76,6cd3b8,9bd8c8,d0dee8,2dbb96,2dbb96,2dbb96,8fd7c4,1,2,159,0,0,2,0,1,2,110,220,30,90,275,425,130,250,-1,0,2524575600,0,10
1142,2010,3,10,2017,1,A8C6FD,5277D6,7e2d40,bd9b60,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2,160,1,1,1,0,1,2,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1143,2007,3,31,2011,1,1D23AB,F1EB9D,4146b8,f1eb9d,6064c2,3a40b8,3a40b8,6064c2,3f45c7,3f45c7,b1b4ef,d9daee,fffce2,6064c2,6064c2,6064c2,b0b2ec,1,2,161,0,0,7,0,1,3,160,250,220,310,275,425,220,310,-1,0,1773889200,0,12
1144,2007,5,10,2013,1,A8C6FD,5277D6,cb363d,52606b,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,1,155,0,1,1,0,1,2,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
1145,2007,5,15,2012,1,A8C6FD,5277D6,beab08,3a4c5c,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,3,160,0,0,4,0,1,3,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
2001,1971,3,20,1800,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,2,163,0,0,3,0,2,1,170,270,180,310,275,425,180,310,-1,0,2524575600,0,10
2002,1971,4,1,1800,1,FFFFFF,FFFFFF,ed4f44,674445,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2,160,3,0,0,0,1,1,110,220,30,90,275,425,130,250,0,0,2524575600,0,10
2003,1971,3,14,1800,1,FFFFFF,FFFFFF,6973ab,61c9f5,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,1,154,0,0,1,0,1,3,110,220,30,90,275,425,130,250,0,0,2524575600,0,10
2004,1996,4,4,2000,1,A8C6FD,5277D6,da483a,ffda93,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,3,172,1,0,6,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
2005,2010,4,27,1800,2,A8C6FD,5277D6,215a95,db4977,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,2,155,0,0,1,0,2,2,110,220,130,250,275,425,130,250,-1,0,2524575600,0,10
2006,1983,4,22,1800,1,A8C6FD,5277D6,da6642,755151,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,3,170,3,0,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
2007,2007,3,23,1800,1,A8C6FD,5277D6,f07736,ffa6d1,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,2,175,0,1,0,0,1,3,130,210,110,210,275,425,110,210,0,0,2524575600,0,10
2008,1800,8,2,1800,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,2,157,0,0,0,0,1,1,130,210,110,210,275,425,110,210,0,0,2524575600,0,10
9001,1948,5,2,1800,2,44A705,FFFFFF,44A705,F3CD00,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,2,166,1,2,7,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9002,1971,3,15,1800,1,FFFFFF,FFFFFF,FC8056,D1BDBA,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,0,0,140,2,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9003,1971,5,3,1800,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,3,168,1,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9004,1971,10,13,1800,1,464ed2,e48cfa,464ed2,e48cfa,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,1,1,155,0,1,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9005,1971,11,11,1800,1,FFFFFF,FFFFFF,df4945,c3cacd,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,68D25D,68D25D,66D713,25C4A4,2,3,173,1,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9006,1971,7,1,1800,1,FFFFFF,FFFFFF,54498c,8b9096,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,1,166,1,1,0,0,-1,1,1,110,220,30,90,275,425,130,-1,0,2524575600,1,10
9007,1971,11,11,1800,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,2,3,173,1,0,0,0,-1,1,1,110,220,30,90,275,425,130,-1,0,2524575600,1,10
9008,1800,3,25,1800,2,FCA7FF,FF58D9,f482a2,92ddcd,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,1,3,157,0,2,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,1,10
9040,1800,2,24,1800,1,FCA7FF,FF58D9,d84556,ddaa4d,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,2,1,165,3,0,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,0,10
9041,1800,2,24,1800,1,FCA7FF,FF58D9,3381d8,20c8cf,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,1,2,160,0,0,0,0,1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,0,10
9042,1800,2,24,1800,1,FCA7FF,FF58D9,bba61d,7874c9,FF7FDD,F759CD,F759CD,FF7FDD,FA50CD,FA50CD,FCCAEE,FCE3F5,FDEDFE,FF7FDD,FF7FDD,FF7CDC,FEB4EA,2,2,167,1,2,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
9043,1967,4,11,1800,1,A8C6FD,5277D6,e4ac34,5e4b3c,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,0,141,2,0,0,0,-1,2,130,210,110,210,275,425,110,210,-1,0,2524575600,1,10
9044,1800,9,30,1800,2,A8C6FD,5277D6,b26fbd,ffad93,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,3,160,0,0,0,0,-1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,1,10
9045,1800,6,10,1800,1,A8C6FD,5277D6,5cc0ad,c85382,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,1,157,1,1,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,1,10
9046,1800,4,2,1800,1,FCA7FF,FF58D9,5bb1de,ebc6ac,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,1,4,158,0,2,0,0,1,1,170,270,180,310,275,425,180,310,-1,0,2524575600,0,10
9047,1800,5,3,1800,1,FCA7FF,FF58D9,10a546,e3e3e3,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,2,170,0,1,0,0,1,1,160,250,220,310,275,425,220,310,-1,0,2524575600,0,10
9048,1800,3,6,1800,1,FCA7FF,FF58D9,c23c94,e3f5ff,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,2,167,1,0,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,0,10
9049,1800,6,21,1800,1,FCA7FF,FF58D9,c4b076,00857d,4C91F1,2B75DD,2B75DD,71ADFF,1667D9,1667D9,BCD5F5,D6E4F6,FFEBF6,4C91F1,4C91F1,4C91F1,8DBCFD,2,3,168,2,2,0,0,1,1,130,210,110,210,275,425,110,210,-1,0,2524575600,1,10
