id,card_id,rarity,race_dress_id,skill_set,speed,stamina,pow,guts,wiz,max_speed,max_stamina,max_pow,max_guts,max_wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,get_dress_id_1,get_dress_id_2
10270205,102702,5,102713,11270105,125,91,122,111,101,1200,1200,1200,1200,1200,3,5,7,6,2,7,7,2,7,1,101,102713
10280103,102801,3,102801,10280103,99,60,108,91,92,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10280104,102801,4,102801,10280104,110,67,120,101,102,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10280105,102801,5,102801,10280105,120,74,132,111,113,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102801
10280203,102802,3,102840,11280103,91,59,113,101,86,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102840
10280204,102802,4,102840,11280104,101,66,125,112,96,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102840
10280205,102802,5,102840,11280105,111,72,138,123,106,1200,1200,1200,1200,1200,7,6,2,1,6,7,5,1,7,2,101,102840
10290103,102901,3,102901,10290103,95,86,83,95,91,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10290104,102901,4,102901,10290104,106,96,93,106,99,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10290105,102901,5,102901,10290105,117,106,102,117,108,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,6,101,102901
10290203,102902,3,102913,11290103,95,84,89,95,87,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,7,101,102913
10290204,102902,4,102913,11290104,106,93,99,106,96,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,7,101,102913
10290205,102902,5,102913,11290105,117,102,109,117,105,1200,1200,1200,1200,1200,4,7,7,3,5,7,2,1,7,7,101,102913
10300103,103001,3,103001,10300103,71,117,70,102,90,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300104,103001,4,103001,10300104,79,130,78,114,99,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300105,103001,5,103001,10300105,87,143,86,125,109,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103001
10300203,103002,3,103040,11300103,76,121,67,97,89,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10300204,103002,4,103040,11300104,85,135,75,107,98,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10300205,103002,5,103040,11300105,93,148,82,118,109,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103040
10300303,103003,3,103002,12300103,69,124,65,104,88,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103002
10300304,103003,4,103002,12300104,77,138,73,116,96,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103002
10300305,103003,5,103002,12300105,85,152,80,127,106,1200,1200,1200,1200,1200,3,5,7,7,6,7,5,1,7,1,101,103002
10310103,103101,3,103101,10310103,100,96,72,98,84,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310104,103101,4,103101,10310104,111,106,80,109,94,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310105,103101,5,103101,10310105,122,117,88,120,103,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103101
10310203,103102,3,103113,11310103,102,95,72,85,96,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10310204,103102,4,103113,11310104,114,106,80,95,105,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10310205,103102,5,103113,11310105,125,116,88,104,117,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103113
10310303,103103,3,103102,12310103,103,86,88,85,88,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103102
10310304,103103,4,103102,12310104,114,96,98,94,98,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103102
10310305,103103,5,103102,12310105,126,105,108,104,107,1200,1200,1200,1200,1200,1,7,7,5,7,5,1,1,7,1,101,103102
10320101,103201,1,101,10320101,82,76,76,79,87,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,0
10320102,103201,2,101,10320102,87,81,81,83,93,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,0
10320103,103201,3,103201,10320103,92,85,85,88,100,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10320104,103201,4,103201,10320104,102,95,95,98,110,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10320105,103201,5,103201,10320105,112,104,104,108,122,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103201
10320203,103202,3,103230,11320103,89,85,91,84,101,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103230
10320204,103202,4,103230,11320104,99,94,102,94,111,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103230
10320205,103202,5,103230,11320105,109,104,112,103,122,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103230
10320303,103203,3,103202,12320103,94,85,86,84,101,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103202
10320304,103203,4,103202,12320104,105,95,96,93,111,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103202
10320305,103203,5,103202,12320105,115,104,106,103,122,1200,1200,1200,1200,1200,1,4,7,6,3,7,6,2,7,1,101,103202
10330103,103301,3,103301,10330103,96,79,108,69,98,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10330104,103301,4,103301,10330104,107,88,120,77,108,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10330105,103301,5,103301,10330105,118,96,132,85,119,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103301
10330203,103302,3,103346,11330103,102,86,101,68,93,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103346
10330204,103302,4,103346,11330104,113,96,112,75,104,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103346
10330205,103302,5,103346,11330105,124,105,123,83,115,1200,1200,1200,1200,1200,2,5,7,5,1,1,6,7,7,1,101,103346
10340103,103401,3,103401,10340103,88,100,109,74,79,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340104,103401,4,103401,10340104,98,111,121,82,88,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340105,103401,5,103401,10340105,108,122,133,90,97,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103401
10340203,103402,3,103443,11340103,95,88,98,78,91,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10340204,103402,4,103443,11340104,106,98,109,87,100,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10340205,103402,5,103443,11340105,117,108,120,95,110,1200,1200,1200,1200,1200,2,6,7,7,1,6,6,7,7,7,101,103443
10350101,103501,1,101,10350101,87,68,91,74,80,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,0
10350102,103501,2,101,10350102,93,72,97,78,85,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,0
10350103,103501,3,103501,10350103,98,76,102,83,91,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350104,103501,4,103501,10350104,109,85,114,92,100,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350105,103501,5,103501,10350105,120,93,125,101,111,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103501
10350203,103502,3,103516,11350103,101,73,109,87,80,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
10350204,103502,4,103516,11350104,112,81,121,96,90,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
10350205,103502,5,103516,11350105,123,90,133,106,98,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103516
10350303,103503,3,103502,12350103,102,84,106,81,77,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103502
10350304,103503,4,103502,12350104,114,93,118,90,85,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103502
10350305,103503,5,103502,12350105,125,102,130,99,94,1200,1200,1200,1200,1200,1,2,7,6,1,6,7,1,7,1,101,103502
10360103,103601,3,103601,10360103,99,85,95,69,102,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10360104,103601,4,103601,10360104,110,95,106,76,113,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10360105,103601,5,103601,10360105,120,104,116,84,126,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103601
10360203,103602,3,103640,11360103,84,93,81,89,103,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103640
10360204,103602,4,103640,11360104,93,103,90,99,115,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103640
10360205,103602,5,103640,11360105,103,113,99,109,126,1200,1200,1200,1200,1200,1,3,7,7,1,5,7,7,7,1,101,103640
10370103,103701,3,103701,10370103,100,83,93,82,92,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370104,103701,4,103701,10370104,111,92,103,91,103,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370105,103701,5,103701,10370105,122,101,113,100,114,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103701
10370203,103702,3,103713,11370103,94,88,84,82,102,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10370204,103702,4,103713,11370104,104,97,94,91,114,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10370205,103702,5,103713,11370105,115,107,103,100,125,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103713
10370303,103703,3,103730,12370103,95,82,87,87,99,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103730
10370304,103703,4,103730,12370104,105,91,97,97,110,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103730
10370305,103703,5,103730,12370105,116,101,106,107,120,1200,1200,1200,1200,1200,1,2,7,7,1,6,7,5,7,1,101,103730
10380103,103801,3,103801,10380103,97,58,107,91,97,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380104,103801,4,103801,10380104,108,65,118,101,108,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380105,103801,5,103801,10380105,119,71,130,111,119,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103801
10380203,103802,3,103826,11380103,100,54,109,85,102,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10380204,103802,4,103826,11380104,111,59,121,95,114,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10380205,103802,5,103826,11380105,122,65,133,104,126,1200,1200,1200,1200,1200,7,4,1,1,6,7,3,1,7,2,101,103826
10390103,103901,3,103901,10390103,100,71,107,82,90,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10390104,103901,4,103901,10390104,111,79,119,91,100,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10390105,103901,5,103901,10390105,122,87,131,101,109,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103901
10390203,103902,3,103943,11390103,87,76,113,92,82,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103943
10390204,103902,4,103943,11390104,96,85,125,102,92,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103943
10390205,103902,5,103943,11390105,106,93,138,112,101,1200,1200,1200,1200,1200,4,6,7,2,1,5,7,4,7,1,101,103943
10400103,104001,3,104001,10400103,89,92,94,92,83,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400104,104001,4,104001,10400104,99,103,104,102,92,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400105,104001,5,104001,10400105,109,113,114,112,102,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104001
10400203,104002,3,104043,11400103,86,98,86,98,82,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10400204,104002,4,104043,11400104,95,109,95,108,93,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10400205,104002,5,104043,11400105,105,120,105,119,101,1200,1200,1200,1200,1200,2,7,6,6,2,7,7,2,7,4,101,104043
10400303,104003,3,104002,12400103,85,102,96,83,84,1200,1200,1200,1200,1200,2,6,7,7,2,7,7,2,7,4,101,104002
10400304,104003,4,104002,12400104,95,113,107,92,93,1200,1200,1200,1200,1200,2,6,7,7,2,7,7,2,7,4,101,104002
10400305,104003,5,104002,12400105,104,125,118,101,102,1200,1200,1200,1200,1200,2,6,7,7,2,7,7,2,7,4,101,104002
10410101,104101,1,101,10410101,87,54,93,85,81,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,0
10410102,104101,2,101,10410102,93,57,99,90,86,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,0
10410103,104101,3,104101,10410103,98,60,105,95,92,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10410104,104101,4,104101,10410104,109,67,116,106,102,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10410105,104101,5,104101,10410105,120,74,128,116,112,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104101
10410203,104102,3,104150,11410103,107,61,93,96,93,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104150
10410204,104102,4,104150,11410104,119,67,104,106,104,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104150
10410205,104102,5,104150,11410105,131,74,114,117,114,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104150
10410303,104103,3,104120,12410103,98,59,102,100,91,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104120
10410304,104103,4,104120,12410104,109,66,114,111,100,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104120
10410305,104103,5,104120,12410105,119,73,125,122,111,1200,1200,1200,1200,1200,7,6,1,1,7,7,2,1,7,1,101,104120
10420103,104201,3,104201,10420103,99,65,104,93,89,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10420104,104201,4,104201,10420104,110,72,115,104,99,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10420105,104201,5,104201,10420105,121,79,127,114,109,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104201
10420203,104202,3,104240,11420103,87,79,97,95,92,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104240
10420204,104202,4,104240,11420104,97,88,108,106,101,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104240
10420205,104202,5,104240,11420105,106,97,119,116,112,1200,1200,1200,1200,1200,7,7,3,1,5,7,7,6,7,2,101,104240
10430103,104301,3,104301,10430103,99,76,107,81,87,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10430104,104301,4,104301,10430104,110,85,119,90,96,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10430105,104301,5,104301,10430105,121,93,131,98,107,1200,1200,1200,1200,1200,5,7,6,1,1,7,6,2,2,7,101,104301
10440103,104401,3,104401,10440103,101,85,110,65,89,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10440104,104401,4,104401,10440104,112,94,122,72,100,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10440105,104401,5,104401,10440105,123,104,135,79,109,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104401
10440203,104402,3,104426,11440103,101,85,102,75,87,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104426
10440204,104402,4,104426,11440104,112,95,114,83,96,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104426
10440205,104402,5,104426,11440105,123,104,125,91,107,1200,1200,1200,1200,1200,3,7,7,4,1,1,7,7,7,1,101,104426
10450102,104501,2,101,10450102,65,100,71,100,89,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,0
10450103,104501,3,104501,10450103,69,106,75,106,94,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450104,104501,4,104501,10450104,76,118,84,118,104,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450105,104501,5,104501,10450105,84,129,92,129,116,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104501
10450203,104502,3,104540,11450103,74,106,75,98,97,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10450204,104502,4,104540,11450104,82,118,84,108,108,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10450205,104502,5,104540,11450105,90,129,92,119,120,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104540
10450303,104503,3,104550,12450103,76,110,70,99,95,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104550
10450304,104503,4,104550,12450104,84,123,78,111,104,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104550
10450305,104503,5,104550,12450105,91,135,86,122,116,1200,1200,1200,1200,1200,1,1,7,7,4,7,6,1,7,1,101,104550
10460103,104601,3,104601,10460103,94,85,85,100,86,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460104,104601,4,104601,10460104,104,95,95,111,95,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460105,104601,5,104601,10460105,115,104,104,122,105,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104601
10460203,104602,3,104602,11460103,99,82,82,104,83,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10460204,104602,4,104602,11460104,110,91,91,116,92,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10460205,104602,5,104602,11460105,121,100,100,128,101,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104602
10460303,104603,3,104650,12460103,101,78,85,96,90,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104650
10460304,104603,4,104650,12460104,112,87,95,106,100,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104650
10460305,104603,5,104650,12460105,123,95,104,117,111,1200,1200,1200,1200,1200,6,7,7,3,7,4,1,1,3,7,101,104650
10470103,104701,3,104701,10470103,88,97,91,74,100,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10470104,104701,4,104701,10470104,98,108,101,82,111,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10470105,104701,5,104701,10470105,108,118,111,91,122,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104701
10470203,104702,3,104723,11470103,93,90,92,87,88,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104723
10470204,104702,4,104723,11470104,103,100,102,96,99,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104723
10470205,104702,5,104723,11470105,114,110,112,106,108,1200,1200,1200,1200,1200,1,3,7,7,1,7,7,3,7,1,101,104723
10480103,104801,3,104801,10480103,89,98,75,101,87,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10480104,104801,4,104801,10480104,99,109,83,112,97,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10480105,104801,5,104801,10480105,109,120,92,123,106,1200,1200,1200,1200,1200,1,2,7,6,5,7,6,1,7,1,101,104801
10480203,104802,3,104823,11480103,97,84,99,86,84,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104823
10480204,104802,4,104823,11480104,108,93,110,96,93,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104823
10480205,104802,5,104823,11480105,119,102,121,105,103,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104823
10480303,104803,3,104840,12480103,96,92,96,85,81,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104840
10480304,104803,4,104840,12480104,107,103,107,94,89,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104840
10480305,104803,5,104840,12480105,118,113,118,104,97,1200,1200,1200,1200,1200,1,2,7,6,5,7,7,1,7,1,101,104840
10490103,104901,3,104901,10490103,97,92,99,75,87,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10490104,104901,4,104901,10490104,108,102,110,84,96,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10490105,104901,5,104901,10490105,119,113,121,92,105,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104901
10490203,104902,3,104946,11490103,99,78,82,92,99,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104946
10490204,104902,4,104946,11490104,110,86,91,102,111,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104946
10490205,104902,5,104946,11490105,121,95,100,113,121,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,4,7,1,101,104946
10500103,105001,3,105001,10500103,96,82,99,79,94,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500104,105001,4,105001,10500104,107,91,110,88,104,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500105,105001,5,105001,10500105,118,100,121,97,114,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105001
10500203,105002,3,105016,11500103,90,84,93,82,101,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10500204,105002,4,105016,11500104,100,94,103,91,112,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10500205,105002,5,105016,11500105,110,103,113,100,124,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105016
10500303,105003,3,105002,12500103,97,82,83,92,96,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105002
10500304,105003,4,105002,12500104,107,91,92,102,108,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105002
10500305,105003,5,105002,12500105,118,100,101,112,119,1200,1200,1200,1200,1200,2,4,7,7,1,2,6,7,7,1,101,105002
10510103,105101,3,105101,10510103,93,81,95,86,95,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10510104,105101,4,105101,10510104,103,90,105,96,106,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10510105,105101,5,105101,10510105,113,99,116,105,117,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105101
10510203,105102,3,105126,11510103,94,80,90,89,97,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105126
10510204,105102,4,105126,11510104,104,89,100,98,109,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105126
10510205,105102,5,105126,11510105,114,98,110,108,120,1200,1200,1200,1200,1200,7,7,3,1,2,7,7,1,7,2,101,105126
10520101,105201,1,101,10520101,83,58,89,86,84,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,0
10520102,105201,2,101,10520102,89,61,95,92,88,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,0
10520103,105201,3,105201,10520103,94,65,100,97,94,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520104,105201,4,105201,10520104,104,72,112,108,104,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520105,105201,5,105201,10520105,115,79,123,119,114,1200,1200,1200,1200,1200,7,6,1,1,1,1,7,6,1,7,101,105201
10520203,105202,3,105210,11520103,94,54,106,98,98,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10520204,105202,4,105210,11520104,105,60,118,109,108,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10520205,105202,5,105210,11520105,115,66,130,119,120,1200,1200,1200,1200,1200,7,7,1,1,1,1,7,6,1,7,101,105210
10530103,105301,3,105301,10530103,98,74,104,92,82,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10530104,105301,4,105301,10530104,109,82,115,102,92,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10530105,105301,5,105301,10530105,119,90,127,112,102,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105301
10530203,105302,3,105323,11530103,110,64,108,84,84,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105323
10530204,105302,4,105323,11530104,122,72,120,93,93,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105323
10530205,105302,5,105323,11530105,134,79,133,102,102,1200,1200,1200,1200,1200,7,7,5,1,1,3,7,5,7,4,101,105323
10540102,105401,2,101,10540102,105,56,105,84,75,1200,1200,1200,1200,1200,7,6,1,1,1,3,7,6,7,3,101,0
10540103,105401,3,105401,10540103,111,60,111,89,79,1200,1200,1200,1200,1200,7,6,1,1,1,3,7,6,7,3,101,105401
10540104,105401,4,105401,10540104,124,66,124,99,87,1200,1200,1200,1200,1200,7,6,1,1,1,3,7,6,7,3,101,105401
10540105,105401,5,105401,10540105,136,73,136,109,96,1200,1200,1200,1200,1200,7,6,1,1,1,3,7,6,7,3,101,105401
10550103,105501,3,105501,10550103,94,82,99,76,99,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105501
10550104,105501,4,105501,10550104,105,91,110,84,110,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105501
10550105,105501,5,105501,10550105,115,100,121,93,121,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105501
10550203,105502,3,105540,11550103,93,96,95,78,88,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105540
10550204,105502,4,105540,11550104,103,106,105,87,99,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105540
10550205,105502,5,105540,11550105,114,117,116,96,107,1200,1200,1200,1200,1200,1,5,7,6,1,7,7,5,7,2,101,105540
10560101,105601,1,101,10560101,77,81,88,81,73,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,0
10560102,105601,2,101,10560102,82,86,93,86,78,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,0
10560103,105601,3,105601,10560103,87,91,99,91,82,1200,1200,1200,1200,1200,2,5,7,7,1,6,7,2,7,2,101,105601
