id,support_card_id,chara_id,race_dress_id,live_dress_id,tag_support_card_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,speed_limit,stamina_limit,pow_limit,guts_limit,wiz_limit
257,30125,1076,101,101,10085,135,145,135,148,137,1,5,7,7,1,5,7,6,7,3,700,750,700,720,700
258,10086,1078,101,101,10086,147,133,131,147,142,6,7,7,1,3,7,5,1,7,4,710,700,710,750,700
259,20054,1015,101,101,10012,125,158,125,152,140,1,3,7,7,5,7,7,1,7,3,700,750,700,720,700
260,30126,1078,101,101,10086,147,133,131,147,142,6,7,7,1,3,7,5,1,7,4,700,750,700,720,700
261,30127,1001,101,101,10001,133,138,148,140,141,2,5,7,7,1,7,7,5,7,1,700,750,700,720,700
262,30128,1044,101,101,10050,151,127,155,122,145,3,7,7,5,1,3,7,7,7,1,720,700,700,700,750
263,30129,1011,101,101,10009,146,124,155,129,146,1,7,6,7,2,7,7,2,7,1,700,720,750,700,700
264,10087,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,750,700,720,700,700
266,30130,1093,101,101,10080,161,114,144,141,140,7,6,1,1,3,7,6,5,7,1,710,700,710,750,700
267,30131,1055,101,101,10043,150,134,146,124,146,1,1,7,6,1,6,7,5,7,2,750,700,720,700,700
268,30132,1054,101,101,10042,146,117,154,136,147,7,6,1,1,1,6,7,3,7,3,700,720,750,700,700
269,30133,1028,101,101,10064,149,110,158,141,142,7,6,2,1,6,7,5,1,7,2,720,700,700,700,750
270,10088,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,720,700,700,700,750
271,10089,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,750,700,720,700,700
272,10091,1104,101,101,10091,150,142,133,145,130,3,6,7,5,7,7,3,1,7,1,750,700,720,700,700
273,20055,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,750,700,720,700,700
274,20056,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,750,700,720,700,700
275,20057,1059,101,101,10046,151,133,149,126,141,3,7,7,2,5,6,7,1,7,1,710,700,710,750,700
276,20058,1017,101,101,10013,136,141,133,146,144,3,5,7,7,6,7,7,5,7,1,700,750,700,720,700
277,20059,1032,101,101,10036,142,135,135,138,150,1,4,7,6,3,7,6,2,7,1,700,720,750,700,700
278,30134,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,720,700,700,700,750
279,30135,1104,101,101,10091,150,142,133,145,130,3,6,7,5,7,7,3,1,7,1,750,700,720,700,700
280,30136,1083,101,101,10082,152,137,152,122,137,1,3,7,7,1,7,7,4,7,1,710,700,710,750,700
282,20060,1028,101,101,10064,149,110,158,141,142,7,6,2,1,6,7,5,1,7,2,700,720,750,700,700
283,30138,1060,101,101,10047,147,131,150,128,144,1,5,7,7,2,6,7,4,7,1,700,720,750,700,700
284,30139,1013,101,101,10010,121,161,121,153,144,1,2,7,7,6,7,4,2,7,3,700,750,700,720,700
285,30140,1003,101,101,10003,140,139,133,142,146,2,3,7,6,4,7,5,3,7,1,750,700,720,700,700
286,20061,1007,101,101,10006,137,151,155,131,126,1,5,7,7,1,6,6,7,7,1,700,750,700,720,700
287,30037,1017,101,101,10013,136,141,133,146,144,3,5,7,7,6,7,7,5,7,1,710,700,710,750,700
288,30141,1026,101,101,10032,146,122,142,152,138,5,6,7,6,7,3,1,1,7,1,720,700,700,700,750
289,30142,1076,101,101,10085,135,145,135,148,137,1,5,7,7,1,5,7,6,7,3,700,750,700,720,700
290,30143,1063,101,101,10053,146,129,143,135,147,2,6,7,5,2,6,7,2,7,1,700,720,750,700,700
291,20062,1004,101,101,10004,146,118,136,150,150,6,7,6,5,7,3,1,1,7,4,720,700,700,700,750
292,30147,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,750,700,720,700,700
293,30148,1009,101,101,10023,139,131,134,150,146,2,7,7,6,7,7,3,1,7,1,710,700,710,750,700
294,30149,1087,101,101,10087,149,123,147,148,133,7,6,1,1,7,7,1,1,7,1,720,700,700,700,750
295,30150,1008,101,101,10007,152,114,161,129,144,2,7,7,2,5,6,7,2,7,1,700,750,700,720,700
296,30152,1015,101,101,10012,125,158,125,152,140,1,3,7,7,5,7,7,1,7,3,710,700,710,750,700
297,20063,1002,101,101,10002,151,134,127,150,138,4,7,7,3,7,5,3,1,7,1,710,700,710,750,700
298,30151,1024,101,101,10030,127,156,121,151,145,4,4,7,7,7,7,6,5,7,3,700,720,750,700,700
299,10092,1098,101,101,10092,145,136,144,135,140,5,7,7,1,7,7,5,1,2,7,750,700,720,700,700
300,20064,1098,101,101,10092,145,136,144,135,140,5,7,7,1,7,7,5,1,2,7,710,700,710,750,700
301,30153,1040,101,101,10017,139,142,144,142,133,2,7,6,6,2,7,7,2,7,4,710,700,710,750,700
302,30154,1064,101,101,10054,146,146,125,149,134,1,2,7,7,7,3,2,1,7,1,750,700,720,700,700
303,30155,1065,101,101,10052,148,122,151,151,128,5,7,6,3,7,6,1,1,7,1,720,700,700,700,750
305,30157,1025,101,101,10031,133,148,144,136,139,1,1,5,7,1,5,7,5,7,1,720,700,700,700,750
306,30158,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,710,700,710,750,700
307,30159,1018,101,101,10025,141,136,136,142,145,5,6,7,3,4,7,7,1,7,1,750,700,720,700,700
319,10093,1100,101,101,10093,130,127,131,156,156,4,7,7,3,5,7,5,3,1,7,700,720,750,700,700
335,20065,1011,101,101,10009,146,124,155,129,146,1,7,6,7,2,7,7,2,7,1,700,720,750,700,700
400,10095,1107,101,101,10095,155,140,131,152,122,1,2,7,6,7,6,2,1,7,1,710,700,710,750,700
401,10097,1090,101,101,10097,147,127,126,159,141,5,7,7,1,7,7,3,1,7,1,710,700,710,750,700
402,10098,1102,101,101,10098,142,130,149,133,146,1,2,7,7,1,6,7,3,7,1,700,750,700,720,700
403,10099,1091,101,101,10099,153,130,156,126,135,3,7,7,1,1,4,7,2,7,1,710,700,710,750,700
404,10100,1103,101,101,10100,140,136,137,135,152,1,6,7,2,3,7,7,1,7,1,700,720,750,700,700
405,10101,1108,101,101,10101,167,142,157,108,126,1,7,7,5,1,5,7,6,7,1,750,700,720,700,700
406,10090,1099,101,101,10090,142,150,123,134,151,2,7,7,3,6,7,1,1,1,7,700,750,700,720,700
407,10102,1082,101,101,10102,152,118,146,148,136,5,7,6,1,4,7,4,5,7,1,720,700,700,700,750
408,10103,1115,101,101,10103,160,151,156,110,123,1,5,7,7,1,2,7,7,7,4,710,700,710,750,700
409,10113,1116,101,101,10113,165,132,150,127,126,1,7,7,6,3,7,7,4,7,1,750,700,720,700,700
410,10105,1089,101,101,10105,136,162,126,140,136,1,1,7,7,1,7,6,2,7,1,700,750,700,720,700
411,10114,1109,101,101,10114,145,134,142,145,134,7,7,6,1,3,7,5,1,7,1,710,700,710,750,700
412,10106,1105,101,101,10106,142,130,144,122,162,2,6,7,6,2,7,7,5,7,1,720,700,700,700,750
413,10107,1106,101,101,10107,140,148,144,136,132,1,1,7,7,1,5,7,6,7,1,700,750,700,720,700
414,10117,1096,101,101,10117,151,131,150,145,123,1,6,7,5,1,4,7,2,7,1,710,700,710,750,700
415,10108,1092,101,101,10108,144,135,158,128,135,3,6,7,4,1,7,6,4,7,2,720,700,700,700,750
416,10096,1097,101,101,10096,143,132,153,134,138,5,7,7,1,1,7,7,2,7,1,750,700,720,700,700
417,10118,1114,101,101,10118,133,120,158,151,138,1,7,7,6,1,6,7,7,7,1,710,700,710,750,700
418,10110,1081,101,101,10110,152,127,138,136,147,7,7,6,1,7,7,2,1,3,7,700,720,750,700,700
419,10115,1110,101,101,10115,152,138,148,122,140,1,7,7,2,1,7,7,5,7,1,720,700,700,700,750
420,10111,1124,101,101,10111,155,126,139,135,145,1,7,7,1,3,7,6,1,7,1,750,700,720,700,700
421,10116,1128,101,101,10116,147,139,158,115,141,1,4,7,6,1,7,7,4,7,1,710,700,710,750,700
422,10122,1129,101,101,10122,157,130,149,125,139,1,7,7,2,1,7,7,4,7,1,750,700,720,700,700
423,10123,1130,101,101,10123,140,139,135,141,145,1,7,7,5,2,7,7,1,7,1,720,700,700,700,750
424,10124,1131,101,101,10124,156,124,155,139,126,7,7,5,1,2,7,7,6,7,1,700,720,750,700,700
425,10119,1119,101,101,10119,139,147,142,124,148,2,5,7,7,1,1,7,7,7,1,750,700,720,700,700
426,10120,1075,101,101,10120,145,126,152,142,135,2,7,7,2,1,4,7,2,7,1,720,700,700,700,750
427,10121,1112,101,101,10121,151,118,147,145,139,6,7,3,1,4,7,2,1,7,4,700,720,750,700,700
428,10125,1080,101,101,10125,147,130,126,139,158,1,7,7,1,7,6,2,1,2,7,710,700,710,750,700
429,10126,1134,101,101,10126,156,145,143,116,140,1,6,7,6,3,7,6,1,7,1,700,750,700,720,700
430,10127,1111,101,101,10127,143,137,139,139,142,5,6,7,1,1,6,7,3,7,1,720,700,700,700,750
431,10129,1113,101,101,10129,150,136,140,127,147,1,6,7,1,5,7,6,2,7,3,750,700,720,700,700
432,10131,1117,101,101,10131,132,159,140,142,127,1,3,7,7,1,3,7,7,7,1,720,700,700,700,750
433,10132,1135,101,101,10132,142,140,137,133,148,1,1,7,7,1,6,7,1,7,1,710,700,710,750,700
434,10133,1118,101,101,10133,146,144,140,134,136,1,6,7,1,1,6,7,5,7,1,750,700,720,700,700
435,10134,1133,101,101,10134,147,138,135,128,152,1,6,7,7,1,7,5,3,7,1,720,700,700,700,750
436,10135,1120,101,101,10135,184,97,147,145,127,7,4,1,1,7,5,1,1,7,1,750,700,720,700,700
437,10136,1121,101,101,10136,151,119,164,131,135,7,7,2,1,1,1,5,7,7,1,720,700,700,700,750
438,10137,1126,101,101,10137,142,136,145,138,139,2,7,7,4,1,5,7,7,7,1,750,700,720,700,700
439,10139,1127,101,101,10139,139,155,127,147,132,1,1,7,7,5,7,3,1,7,1,700,750,700,720,700
440,10140,1138,101,101,10140,139,145,135,130,151,1,7,7,1,5,7,6,4,1,7,720,700,700,700,750
441,10142,1136,101,101,10142,150,137,116,159,138,1,7,7,2,1,6,7,2,7,6,710,700,710,750,700
442,10143,1143,101,101,10143,140,130,150,130,150,1,6,7,6,1,7,7,3,7,7,750,700,720,700,700
443,10144,1140,101,101,10144,147,144,145,137,127,1,7,7,1,4,7,7,2,4,7,750,700,720,700,700
500,30156,1100,101,101,10093,130,127,131,156,156,4,7,7,3,5,7,5,3,1,7,700,720,750,700,700
600,20066,1068,101,101,10055,141,149,121,149,140,3,3,7,7,7,6,5,1,7,1,700,750,700,720,700
601,20067,1010,101,101,10008,146,121,148,143,142,7,7,3,1,5,7,3,1,7,5,720,700,700,700,750
602,20068,1060,101,101,10047,147,131,150,128,144,1,5,7,7,2,6,7,4,7,1,700,750,700,720,700
603,20069,1062,101,101,10057,141,138,143,138,140,1,2,7,7,2,7,7,3,7,1,750,700,720,700,700
604,20070,1090,101,101,10097,147,127,126,159,141,5,7,7,1,7,7,3,1,7,1,710,700,710,750,700
605,20071,1103,101,101,10100,140,136,137,135,152,1,6,7,2,3,7,7,1,7,1,700,720,750,700,700
606,20072,1084,101,101,10084,150,135,161,119,135,2,7,7,2,1,4,6,7,7,2,720,700,700,700,750
607,20073,1048,101,101,10070,139,148,125,151,137,1,1,7,6,4,7,7,1,7,1,750,700,720,700,700
608,20074,1072,101,101,10058,141,148,128,147,136,3,6,7,4,2,7,6,2,7,4,700,750,700,720,700
609,20075,1107,101,101,10095,155,140,131,152,122,1,2,7,6,7,6,2,1,7,1,710,700,710,750,700
610,20076,1036,101,101,10037,152,132,152,121,143,2,5,7,7,2,5,7,6,7,1,700,720,750,700,700
611,20077,1092,101,101,10108,144,135,158,128,135,3,6,7,4,1,7,6,4,7,2,720,700,700,700,750
612,20078,1056,101,101,10044,137,141,149,141,132,2,5,7,7,1,6,7,2,7,2,750,700,720,700,700
613,20036,1064,101,101,10054,146,146,125,149,134,1,2,7,7,7,3,2,1,7,1,700,750,700,720,700
614,20079,1055,101,101,10043,150,134,146,124,146,1,1,7,6,1,6,7,5,7,2,710,700,710,750,700
615,20080,1076,101,101,10085,135,145,135,148,137,1,5,7,7,1,5,7,6,7,3,720,700,700,700,750
616,20081,1082,101,101,10102,152,118,146,148,136,5,7,6,1,4,7,4,5,7,1,700,720,750,700,700
617,20082,1124,101,101,10111,155,126,139,135,145,1,7,7,1,3,7,6,1,7,1,750,700,720,700,700
618,20083,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,700,750,700,720,700
619,20084,1130,101,101,10123,140,139,135,141,145,1,7,7,5,2,7,7,1,7,1,720,700,700,700,750
620,20085,1013,101,101,10010,121,161,121,153,144,1,2,7,7,6,7,4,2,7,3,710,700,710,750,700
621,20086,1030,101,101,10015,121,167,120,152,140,3,5,7,7,6,7,5,1,7,1,750,700,720,700,700
622,20087,1112,101,101,10121,151,118,147,145,139,6,7,3,1,4,7,2,1,7,4,700,720,750,700,700
623,20088,1134,101,101,10126,156,145,143,116,140,1,6,7,6,3,7,6,1,7,1,700,750,700,720,700
624,20089,1039,101,101,10063,150,121,157,132,140,5,4,7,4,1,5,7,4,7,1,710,700,710,750,700
625,20090,1054,101,101,10042,146,117,154,136,147,7,6,1,1,1,6,7,3,7,3,720,700,700,700,750
626,20091,1126,101,101,10137,142,136,145,138,139,2,7,7,4,1,5,7,7,7,1,750,700,720,700,700
627,20092,1099,101,101,10090,142,150,123,134,151,2,7,7,3,6,7,1,1,1,7,700,720,750,700,700
628,20093,1059,101,101,10046,151,133,149,126,141,3,7,7,2,5,6,7,1,7,1,750,700,720,700,700
629,20094,1067,101,101,10056,141,137,145,130,147,2,4,7,7,1,4,7,6,7,1,700,750,700,720,700
630,20095,1136,101,101,10142,150,137,116,159,138,1,7,7,2,1,6,7,2,7,6,710,700,710,750,700
631,20096,1010,101,101,10008,146,121,148,143,142,7,7,3,1,5,7,3,1,7,5,710,700,710,750,700
632,20097,1045,101,101,10019,119,156,125,156,144,1,1,7,7,4,7,6,1,7,1,700,720,750,700,700
633,20098,1012,101,101,10024,143,134,155,132,136,4,7,7,6,1,6,5,7,7,3,720,700,700,700,750
634,20099,1071,101,101,10069,142,145,139,130,144,3,4,7,5,5,7,5,1,7,2,700,750,700,720,700
801,30161,1014,101,101,10011,140,130,135,149,146,2,7,7,6,3,7,7,5,7,6,750,700,720,700,700
802,30162,1033,101,101,10075,146,129,158,119,148,2,5,7,5,1,1,7,7,7,1,700,750,700,720,700
803,30163,1049,101,101,10067,150,142,157,121,130,2,4,7,5,1,5,7,4,7,1,720,700,700,700,750
804,30164,1012,101,101,10024,143,134,155,132,136,4,7,7,6,1,6,5,7,7,3,700,720,750,700,700
805,30165,1084,101,101,10084,150,135,161,119,135,2,7,7,2,1,4,6,7,7,2,700,750,700,720,700
806,30166,1107,101,101,10095,155,140,131,152,122,1,2,7,6,7,6,2,1,7,1,710,700,710,750,700
807,30167,1022,101,101,10028,141,135,138,138,148,2,7,7,5,4,7,5,3,7,1,750,700,720,700,700
808,30168,1007,101,101,10006,137,151,155,131,126,1,5,7,7,1,6,6,7,7,1,750,700,720,700,700
809,30169,1073,101,101,10081,146,140,131,137,146,2,4,7,6,1,7,7,3,7,2,700,720,750,700,700
810,30170,1061,101,101,10048,148,117,154,132,149,7,6,6,5,1,6,7,4,7,1,710,700,710,750,700
811,30171,1052,101,101,10020,144,115,150,147,144,7,6,1,1,1,1,7,5,1,7,700,720,750,700,700
812,30172,1013,101,101,10010,121,161,121,153,144,1,2,7,7,6,7,4,2,7,3,720,700,700,700,750
813,30173,1102,101,101,10098,142,130,149,133,146,1,2,7,7,1,6,7,3,7,1,700,750,700,720,700
814,30174,1059,101,101,10046,151,133,149,126,141,3,7,7,2,5,6,7,1,7,1,750,700,720,700,700
815,30175,1086,101,101,10088,152,135,146,124,143,6,7,7,2,1,7,7,2,7,2,700,720,750,700,700
816,30176,1027,101,101,10033,148,124,156,130,142,3,5,7,6,2,7,7,2,7,1,710,700,710,750,700
817,30177,1091,101,101,10099,153,130,156,126,135,3,7,7,1,1,4,7,2,7,1,710,700,710,750,700
818,30178,1108,101,101,10101,167,142,157,108,126,1,7,7,5,1,5,7,6,7,1,750,700,720,700,700
819,30179,1067,101,101,10056,141,137,145,130,147,2,4,7,7,1,4,7,6,7,1,720,700,700,700,750
820,30181,1066,101,101,10051,143,138,135,146,138,3,6,7,5,7,1,1,1,7,3,700,750,700,720,700
821,30182,1099,101,101,10090,142,150,123,134,151,2,7,7,3,6,7,1,1,1,7,700,750,700,720,700
822,30189,1068,101,101,10055,141,149,121,149,140,3,3,7,7,7,6,5,1,7,1,710,700,710,750,700
823,30183,1035,101,101,10016,148,126,152,133,141,1,2,7,6,1,6,7,1,7,1,700,720,750,700,700
824,30184,1041,101,101,10018,148,110,155,145,142,7,6,1,1,7,7,2,1,7,1,750,700,720,700,700
825,30185,1082,101,101,10102,152,118,146,148,136,5,7,6,1,4,7,4,5,7,1,720,700,700,700,750
826,30190,1108,101,101,10101,167,142,157,108,126,1,7,7,5,1,5,7,6,7,1,700,750,700,720,700
827,30186,1116,101,101,10113,165,132,150,127,126,1,7,7,6,3,7,7,4,7,1,750,700,720,700,700
828,30187,1115,101,101,10103,160,151,156,110,123,1,5,7,7,1,2,7,7,7,4,710,700,710,750,700
829,30191,1102,101,101,10098,142,130,149,133,146,1,2,7,7,1,6,7,3,7,1,700,720,750,700,700
830,30193,1089,101,101,10105,136,162,126,140,136,1,1,7,7,1,7,6,2,7,1,700,750,700,720,700
831,30194,1109,101,101,10114,145,134,142,145,134,7,7,6,1,3,7,5,1,7,1,710,700,710,750,700
832,30195,1093,101,101,10080,161,114,144,141,140,7,6,1,1,3,7,6,5,7,1,700,720,750,700,700
833,30196,1078,101,101,10086,147,133,131,147,142,6,7,7,1,3,7,5,1,7,4,750,700,720,700,700
834,30197,1053,101,101,10065,146,128,155,137,134,7,7,6,1,1,3,7,5,7,4,700,720,750,700,700
835,30192,1091,101,101,10099,153,130,156,126,135,3,7,7,1,1,4,7,2,7,1,750,700,720,700,700
836,30198,1105,101,101,10106,142,130,144,122,162,2,6,7,6,2,7,7,5,7,1,720,700,700,700,750
837,30213,1003,101,101,10003,140,139,133,142,146,2,3,7,6,4,7,5,3,7,1,750,700,720,700,700
838,30199,1106,101,101,10107,140,148,144,136,132,1,1,7,7,1,5,7,6,7,1,700,750,700,720,700
839,30200,1096,101,101,10117,151,131,150,145,123,1,6,7,5,1,4,7,2,7,1,710,700,710,750,700
840,30201,1050,101,101,10040,146,132,149,129,144,2,4,7,7,1,2,6,7,7,1,720,700,700,700,750
841,30202,1008,101,101,10007,152,114,161,129,144,2,7,7,2,5,6,7,2,7,1,710,700,710,750,700
842,30203,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,700,720,750,700,700
843,30204,1020,101,101,10014,148,148,138,133,133,1,5,7,7,7,6,4,3,7,1,700,720,750,700,700
844,30205,1090,101,101,10097,147,127,126,159,141,5,7,7,1,7,7,3,1,7,1,750,700,720,700,700
845,30206,1091,101,101,10099,153,130,156,126,135,3,7,7,1,1,4,7,2,7,1,750,700,720,700,700
846,30208,1051,101,101,10041,141,131,141,144,143,7,7,4,1,2,7,7,1,7,2,700,720,750,700,700
847,30209,1092,101,101,10108,144,135,158,128,135,3,6,7,4,1,7,6,4,7,2,700,750,700,720,700
848,30210,1046,101,101,10039,144,135,135,150,136,6,7,7,3,7,4,1,1,3,7,750,700,720,700,700
849,30211,1098,101,101,10092,145,136,144,135,140,5,7,7,1,7,7,5,1,2,7,720,700,700,700,750
850,30212,1100,101,101,10093,130,127,131,156,156,4,7,7,3,5,7,5,3,1,7,700,750,700,720,700
851,30214,1022,101,101,10028,141,135,138,138,148,2,7,7,5,4,7,5,3,7,1,710,700,710,750,700
852,30215,1097,101,101,10096,143,132,153,134,138,5,7,7,1,1,7,7,2,7,1,750,700,720,700,700
853,30216,1114,101,101,10118,133,120,158,151,138,1,7,7,6,1,6,7,7,7,1,710,700,710,750,700
854,30221,1067,101,101,10056,141,137,145,130,147,2,4,7,7,1,4,7,6,7,1,700,750,700,720,700
855,30218,1010,101,101,10008,146,121,148,143,142,7,7,3,1,5,7,3,1,7,5,720,700,700,700,750
856,30219,1005,101,101,10049,146,138,147,132,137,6,7,6,3,5,7,5,1,7,2,710,700,710,750,700
857,30220,1083,101,101,10082,152,137,152,122,137,1,3,7,7,1,7,7,4,7,1,720,700,700,700,750
858,30222,1081,101,101,10110,152,127,138,136,147,7,7,6,1,7,7,2,1,3,7,700,720,750,700,700
859,30217,1110,101,101,10115,152,138,148,122,140,1,7,7,2,1,7,7,5,7,1,720,700,700,700,750
860,30223,1012,101,101,10024,143,134,155,132,136,4,7,7,6,1,6,5,7,7,3,710,700,710,750,700
861,30224,1016,101,101,10072,143,139,150,139,129,2,6,7,7,1,7,7,4,7,1,750,700,720,700,700
862,30225,1056,101,101,10044,137,141,149,141,132,2,5,7,7,1,6,7,2,7,2,710,700,710,750,700
863,30226,1036,101,101,10037,152,132,152,121,143,2,5,7,7,2,5,7,6,7,1,700,750,700,720,700
864,30227,1009,101,101,10023,139,131,134,150,146,2,7,7,6,7,7,3,1,7,1,720,700,700,700,750
865,30228,1083,101,101,10082,152,137,152,122,137,1,3,7,7,1,7,7,4,7,1,700,720,750,700,700
866,30229,1019,101,101,10026,135,141,133,150,141,2,7,7,1,1,7,7,6,7,7,720,700,700,700,750
867,30230,1058,101,101,10045,143,145,135,146,131,1,2,7,7,2,7,6,3,7,3,750,700,720,700,700
868,30231,1015,101,101,10012,125,158,125,152,140,1,3,7,7,5,7,7,1,7,3,700,720,750,700,700
869,30232,1128,101,101,10116,147,139,158,115,141,1,4,7,6,1,7,7,4,7,1,710,700,710,750,700
870,30233,1017,101,101,10013,136,141,133,146,144,3,5,7,7,6,7,7,5,7,1,720,700,700,700,750
871,30234,1071,101,101,10069,142,145,139,130,144,3,4,7,5,5,7,5,1,7,2,700,720,750,700,700
872,30235,1004,101,101,10004,146,118,136,150,150,6,7,6,5,7,3,1,1,7,4,750,700,720,700,700
873,30236,1042,101,101,10061,147,118,149,135,151,7,7,2,1,1,5,7,6,7,2,750,700,720,700,700
874,30237,1038,101,101,10073,147,108,157,141,147,7,4,1,1,6,7,3,1,7,2,710,700,710,750,700
875,30238,1063,101,101,10053,146,129,143,135,147,2,6,7,5,2,6,7,2,7,1,720,700,700,700,750
876,30239,1060,101,101,10047,147,131,150,128,144,1,5,7,7,2,6,7,4,7,1,700,750,700,720,700
877,30240,1094,101,101,10089,149,140,155,123,133,1,5,7,6,1,4,7,6,7,1,700,750,700,720,700
878,30242,1129,101,101,10122,157,130,149,125,139,1,7,7,2,1,7,7,4,7,1,750,700,720,700,700
879,30243,1131,101,101,10124,156,124,155,139,126,7,7,5,1,2,7,7,6,7,1,700,720,750,700,700
880,30244,1074,101,101,10076,139,157,137,117,150,2,5,7,7,1,5,7,7,7,1,700,750,700,720,700
881,30245,1008,101,101,10007,152,114,161,129,144,2,7,7,2,5,6,7,2,7,1,700,720,750,700,700
882,30246,1119,101,101,10119,139,147,142,124,148,2,5,7,7,1,1,7,7,7,1,750,700,720,700,700
883,30247,1083,101,101,10082,152,137,152,122,137,1,3,7,7,1,7,7,4,7,1,750,700,720,700,700
884,30248,1075,101,101,10120,145,126,152,142,135,2,7,7,2,1,4,7,2,7,1,720,700,700,700,750
885,30249,1080,101,101,10125,147,130,126,139,158,1,7,7,1,7,6,2,1,2,7,710,700,710,750,700
886,30250,1114,101,101,10118,133,120,158,151,138,1,7,7,6,1,6,7,7,7,1,700,720,750,700,700
887,30251,1081,101,101,10110,152,127,138,136,147,7,7,6,1,7,7,2,1,3,7,710,700,710,750,700
888,30260,1013,101,101,10010,121,161,121,153,144,1,2,7,7,6,7,4,2,7,3,750,700,720,700,700
889,30252,1002,101,101,10002,151,134,127,150,138,4,7,7,3,7,5,3,1,7,1,710,700,710,750,700
890,30253,1109,101,101,10114,145,134,142,145,134,7,7,6,1,3,7,5,1,7,1,750,700,720,700,700
891,30254,1112,101,101,10121,151,118,147,145,139,6,7,3,1,4,7,2,1,7,4,720,700,700,700,750
892,30255,1111,101,101,10127,143,137,139,139,142,5,6,7,1,1,6,7,3,7,1,720,700,700,700,750
893,30256,1021,101,101,10027,146,132,149,129,144,1,2,7,7,1,7,6,7,7,3,700,720,750,700,700
894,30258,1027,101,101,10033,148,124,156,130,142,3,5,7,6,2,7,7,2,7,1,700,750,700,720,700
895,30259,1113,101,101,10129,150,136,140,127,147,1,6,7,1,5,7,6,2,7,3,750,700,720,700,700
896,30261,1117,101,101,10131,132,159,140,142,127,1,3,7,7,1,3,7,7,7,1,720,700,700,700,750
897,30262,1108,101,101,10101,167,142,157,108,126,1,7,7,5,1,5,7,6,7,1,700,750,700,720,700
898,30263,1091,101,101,10099,153,130,156,126,135,3,7,7,1,1,4,7,2,7,1,700,720,750,700,700
899,30264,1135,101,101,10132,142,140,137,133,148,1,1,7,7,1,6,7,1,7,1,710,700,710,750,700
900,30265,1118,101,101,10133,146,144,140,134,136,1,6,7,1,1,6,7,5,7,1,750,700,720,700,700
901,30266,1133,101,101,10134,147,138,135,128,152,1,6,7,7,1,7,5,3,7,1,720,700,700,700,750
902,30267,1120,101,101,10135,184,97,147,145,127,7,4,1,1,7,5,1,1,7,1,750,700,720,700,700
903,30268,1121,101,101,10136,151,119,164,131,135,7,7,2,1,1,1,5,7,7,1,720,700,700,700,750
904,30269,1092,101,101,10108,144,135,158,128,135,3,6,7,4,1,7,6,4,7,2,750,700,720,700,700
905,30270,1085,101,101,10079,153,123,158,131,135,7,7,3,1,1,6,7,7,7,1,710,700,710,750,700
906,30271,1005,101,101,10049,146,138,147,132,137,6,7,6,3,5,7,5,1,7,2,710,700,710,750,700
907,30272,1037,101,101,10038,150,133,143,132,142,1,2,7,7,1,6,7,5,7,1,750,700,720,700,700
908,30273,1048,101,101,10070,139,148,125,151,137,1,1,7,6,4,7,7,1,7,1,700,720,750,700,700
909,30274,1134,101,101,10126,156,145,143,116,140,1,6,7,6,3,7,6,1,7,1,700,750,700,720,700
910,30275,1003,101,101,10003,140,139,133,142,146,2,3,7,6,4,7,5,3,7,1,750,700,720,700,700
911,30277,1026,101,101,10032,146,122,142,152,138,5,6,7,6,7,3,1,1,7,1,700,720,750,700,700
912,30278,1007,101,101,10006,137,151,155,131,126,1,5,7,7,1,6,6,7,7,1,700,750,700,720,700
913,30279,1127,101,101,10139,139,155,127,147,132,1,1,7,7,5,7,3,1,7,1,700,750,700,720,700
914,30280,1115,101,101,10103,160,151,156,110,123,1,5,7,7,1,2,7,7,7,4,700,750,700,720,700
915,30281,1034,101,101,10068,138,150,159,124,129,2,6,7,7,1,6,5,7,7,7,700,750,700,720,700
916,30282,1018,101,101,10025,141,136,136,142,145,5,6,7,3,4,7,7,1,7,1,750,700,720,700,700
917,30283,1022,101,101,10028,141,135,138,138,148,2,7,7,5,4,7,5,3,7,1,700,720,750,700,700
918,30284,1124,101,101,10111,155,126,139,135,145,1,7,7,1,3,7,6,1,7,1,710,700,710,750,700
919,30285,1061,101,101,10048,148,117,154,132,149,7,6,6,5,1,6,7,4,7,1,710,700,710,750,700
920,30286,1056,101,101,10044,137,141,149,141,132,2,5,7,7,1,6,7,2,7,2,750,700,720,700,700
921,30287,1105,101,101,10106,142,130,144,122,162,2,6,7,6,2,7,7,5,7,1,700,720,750,700,700
