id,npc_group_id,chara_id,mob_id,race_dress_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id
299,100201,1,8526,11,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
300,100201,1,8596,8,718,417,483,536,711,2,7,7,3,4,5,6,7,1,7,34010204
301,100301,1046,0,104601,916,661,770,664,636,6,7,7,3,7,4,1,1,3,7,34104612
302,100301,1098,0,109801,725,787,739,647,655,5,7,7,1,6,7,5,1,2,7,34109812
303,100301,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
304,100301,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
305,100301,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
306,100301,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
307,100301,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
308,100102,1078,0,107801,1142,722,1071,1071,1012,7,7,6,1,4,7,4,1,7,3,34107822
309,100102,1053,0,105301,1178,563,1092,1011,1023,7,7,5,1,5,6,7,5,7,4,34105322
310,100102,1,8386,8,1087,515,1149,1009,915,7,7,4,1,7,6,5,4,7,1,34020101
311,100102,1,8212,12,1220,825,780,670,1070,2,7,7,3,5,6,7,6,7,1,34020203
312,100102,1,8374,11,1170,968,999,734,869,1,1,7,7,4,5,6,7,7,1,34020304
313,100102,1,8518,11,1170,440,930,835,1200,7,7,4,1,6,7,6,5,1,7,34020102
314,100102,1,8570,12,1210,659,805,772,1096,2,7,7,3,7,6,5,4,1,7,34020201
315,100202,1069,0,106901,1302,920,942,818,888,3,7,7,3,6,7,2,1,7,1,34106922
316,100202,1076,0,107601,1256,958,924,896,838,1,5,7,7,1,5,7,6,7,3,34107622
317,100202,1,8002,8,1171,485,936,789,1147,7,7,4,1,7,6,5,4,7,1,34020101
318,100202,1,8503,12,1071,633,933,885,1061,2,7,7,3,4,5,6,7,7,1,34020204
319,100202,1,8329,12,852,1150,918,792,978,1,1,7,7,6,7,6,5,7,1,34020302
320,100202,1,8526,11,1214,362,954,796,1229,7,7,4,1,5,6,7,6,1,7,34020103
321,100202,1,8596,8,1148,666,773,857,1137,2,7,7,3,4,5,6,7,1,7,34020204
322,100302,1046,0,104601,1275,686,1073,924,924,6,7,7,3,7,4,1,1,3,7,34104622
323,100302,1098,0,109801,1187,914,924,879,889,5,7,7,1,6,7,5,1,2,7,34109822
324,100302,1,8008,12,1160,530,880,825,1190,7,7,4,1,6,7,6,5,7,1,34020102
325,100302,1,8290,12,1193,837,837,734,1112,2,7,7,3,4,5,6,7,7,1,34020204
326,100302,1,8347,12,1166,1031,855,774,797,1,1,7,7,5,6,7,6,7,1,34020303
327,100302,1,8529,12,1190,455,935,780,1205,7,7,4,1,5,6,7,6,1,7,34020103
328,100302,1,8584,11,1166,691,810,767,1118,2,7,7,3,5,6,7,6,1,7,34020203
329,100401,1086,0,108601,1582,1003,1251,1155,1010,6,7,7,3,1,7,6,2,7,2,34108641
330,100401,1059,0,105901,1524,969,1319,1135,1029,3,7,7,2,5,6,7,1,7,1,34105941
331,100401,1,8386,8,1317,624,1392,1222,1109,7,7,4,1,7,6,5,4,7,1,34020101
332,100401,1,8212,12,1513,1023,967,831,1327,2,7,7,3,5,6,7,6,7,1,34020203
333,100401,1,8374,11,1430,1183,1221,897,1062,1,1,7,7,4,5,6,7,7,1,34020304
334,100401,1,8518,11,1404,628,1116,1002,1440,7,7,4,1,6,7,6,5,1,7,34020102
335,100401,1,8570,12,1501,817,998,958,1360,2,7,7,3,7,6,5,4,1,7,34020201
336,100501,1051,0,105101,1206,1203,1150,1143,1406,7,7,3,1,2,6,7,1,7,2,34105141
337,100501,1041,0,104101,1301,1012,1327,1218,1225,7,6,1,1,6,7,2,1,7,1,34104141
338,100501,1,8002,8,1317,624,1392,1222,1109,7,7,4,1,7,6,5,4,7,1,34020101
339,100501,1,8503,12,1281,1151,1151,1109,1308,2,7,7,3,4,5,6,7,7,1,34020204
340,100501,1,8329,12,1434,1182,1182,986,1092,1,1,7,7,6,7,6,5,7,1,34020302
341,100501,1,8526,11,1452,533,1141,952,1470,7,7,4,1,5,6,7,6,1,7,34020103
342,100501,1,8596,8,1415,881,952,1056,1401,2,7,7,3,4,5,6,7,1,7,34020204
343,100601,1002,0,100201,1562,852,1217,1119,1237,4,7,7,3,7,5,3,1,7,1,34100241
344,100601,1014,0,101401,1382,1121,1251,1018,1327,2,7,7,6,3,7,6,5,7,6,34101441
345,100601,1,8008,12,1415,687,1074,1077,1452,7,7,4,1,6,7,6,5,7,1,34020102
346,100601,1,8290,12,1459,1023,1023,898,1360,2,7,7,3,4,5,6,7,7,1,34020204
347,100601,1,8347,12,1450,1282,1064,963,991,1,1,7,7,5,6,7,6,7,1,34020303
348,100601,1,8529,12,1433,548,1126,939,1452,7,7,4,1,5,6,7,6,1,7,34020103
349,100601,1,8584,11,1447,858,1005,951,1387,2,7,7,3,5,6,7,6,1,7,34020203
350,100701,2002,0,200201,1408,1130,1267,1248,1112,7,7,7,7,3,7,5,6,7,7,34200241
351,100701,2003,0,200301,1482,1155,1316,1116,1012,2,6,7,7,4,5,7,5,7,1,34200341
352,100701,1,8515,11,1305,776,1273,1254,1194,7,5,1,1,5,7,5,4,7,6,34851541
353,100701,1,8265,11,1363,855,1328,1140,1157,2,5,7,5,4,5,7,5,7,1,34826541
354,100701,1,8383,11,1215,1352,1432,769,876,1,1,6,7,3,4,5,7,7,1,34838341
355,100701,1,8000,12,1350,994,1231,1215,1177,7,4,1,1,7,5,4,3,7,1,34800041
356,100701,1,8549,11,1241,943,1323,1323,1051,4,7,4,2,5,7,5,4,1,7,34854941
357,100402,1086,0,108601,881,821,668,593,706,6,7,7,3,1,7,6,2,7,2,34108642
358,100402,1059,0,105901,844,801,653,621,737,3,7,7,2,5,6,7,1,7,1,34105942
359,100402,1,8386,8,669,317,707,621,563,7,7,4,1,7,6,5,4,7,1,34010101
360,100402,1,8212,12,756,512,484,415,663,2,7,7,3,5,6,7,6,7,1,34010203
361,100402,1,8374,11,702,581,599,440,521,1,1,7,7,4,5,6,7,7,1,34010304
362,100402,1,8518,11,702,294,558,501,720,7,7,4,1,6,7,6,5,1,7,34010102
363,100402,1,8570,12,739,403,492,472,670,2,7,7,3,7,6,5,4,1,7,34010201
364,100502,1051,0,105101,723,721,690,685,843,7,7,3,1,2,6,7,1,7,2,34105142
365,100502,1041,0,104101,780,607,796,730,735,7,6,1,1,6,7,2,1,7,1,34104142
366,100502,1,8002,8,717,297,573,483,702,7,7,4,1,7,6,5,4,7,1,34010101
367,100502,1,8503,12,651,567,567,477,645,2,7,7,3,4,5,6,7,7,1,34010204
368,100502,1,8329,12,691,570,551,475,527,1,1,7,7,6,7,6,5,7,1,34010302
369,100502,1,8526,11,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
370,100502,1,8596,8,718,417,483,536,711,2,7,7,3,4,5,6,7,1,7,34010204
371,100602,1002,0,100201,907,671,724,621,742,4,7,7,3,7,5,3,1,7,1,34100242
372,100602,1014,0,101401,749,672,750,710,726,2,7,7,6,3,7,6,5,7,6,34101442
373,100602,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
374,100602,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
375,100602,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
376,100602,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
377,100602,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
378,100702,2002,0,200201,844,778,760,648,667,7,7,7,7,3,7,5,6,7,7,34200242
379,100702,2003,0,200301,889,793,789,669,607,2,6,7,7,4,5,7,5,7,1,34200342
380,100702,1,8515,11,810,596,738,729,706,7,5,1,1,5,7,5,4,7,6,34851542
381,100702,1,8265,11,783,465,763,752,716,2,5,7,5,4,5,7,5,7,1,34826542
382,100702,1,8383,11,744,565,793,793,630,1,1,6,7,3,4,5,7,7,1,34838342
383,100702,1,8000,12,817,513,796,684,694,7,4,1,1,7,5,4,3,7,1,34800042
384,100702,1,8549,11,729,811,859,461,525,4,7,4,2,5,7,5,4,1,7,34854942
385,100801,1036,0,103601,1405,1271,1365,1213,1479,1,3,7,7,1,5,6,7,7,1,34103651
386,100801,1032,0,103201,1482,1328,1353,914,1501,1,4,7,6,3,7,6,2,7,1,34103251
387,100801,1,8386,8,1448,686,1531,1344,1209,7,7,4,1,7,6,5,4,7,1,34020101
388,100801,1,8212,12,1554,1125,1217,1024,1429,2,7,7,3,5,6,7,6,7,1,34020203
389,100801,1,8374,11,1573,1301,1343,986,1168,1,1,7,7,4,5,6,7,7,1,34020304
390,100801,1,8518,11,1544,690,1227,1102,1584,7,7,4,1,6,7,6,5,1,7,34020102
391,100801,1,8570,12,1541,898,1317,1053,1476,2,7,7,3,7,6,5,4,1,7,34020201
392,100802,1036,0,103601,851,669,771,562,768,1,3,7,7,1,5,6,7,7,1,34103652
393,100802,1032,0,103201,870,658,721,565,774,1,4,7,6,3,7,6,2,7,1,34103252
394,100802,1,8386,8,669,317,707,621,563,7,7,4,1,7,6,5,4,7,1,34010101
395,100802,1,8212,12,756,512,484,415,663,2,7,7,3,5,6,7,6,7,1,34010203
396,100802,1,8374,11,702,581,599,440,521,1,1,7,7,4,5,6,7,7,1,34010304
397,100802,1,8518,11,702,294,558,501,720,7,7,4,1,6,7,6,5,1,7,34010102
398,100802,1,8570,12,739,403,492,472,670,2,7,7,3,7,6,5,4,1,7,34010201
399,100901,1054,0,105401,1616,1029,1390,1243,1318,7,7,1,1,1,6,7,6,7,4,34105451
400,100901,1012,0,101201,1611,1162,1436,1103,1334,4,7,7,6,1,6,5,7,7,3,34101251
401,100901,1,8008,12,1501,931,1181,1107,1547,7,7,4,1,6,7,6,5,7,1,34020102
402,100901,1,8290,12,1554,1125,1191,987,1496,2,7,7,3,4,5,6,7,7,1,34020204
403,100901,1,8347,12,1555,1370,1214,1059,1200,1,1,7,7,5,6,7,6,7,1,34020303
404,100901,1,8529,12,1534,1043,1245,1213,1385,7,7,4,1,5,6,7,6,1,7,34020103
405,100901,1,8584,11,1541,998,1105,1156,1525,2,7,7,3,5,6,7,6,1,7,34020203
406,100902,1054,0,105401,882,514,842,549,783,7,7,1,1,1,6,7,6,7,4,34105452
407,100902,1012,0,101201,895,717,861,528,702,4,7,7,6,1,6,5,7,7,3,34101252
408,100902,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
409,100902,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
410,100902,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
411,100902,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
412,100902,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
413,101001,1099,0,109901,1593,1305,1228,1345,1268,2,7,7,3,6,7,1,1,1,7,34109951
414,101001,1100,0,110001,1533,1232,1321,1392,1252,4,7,7,3,5,7,5,3,1,7,34110051
415,101001,1,8023,11,1498,720,1203,1217,1579,7,7,4,1,5,6,7,6,7,1,34802351
416,101001,1,8128,11,1486,1149,1170,1267,1409,2,7,7,3,7,6,5,4,7,1,34812851
417,101001,1,8470,8,1619,1117,958,1104,1470,2,7,7,3,6,7,6,5,7,1,34847051
418,101001,1,8536,11,1548,826,1223,1063,1579,7,7,4,1,4,5,6,7,1,7,34853651
419,101001,1,8578,11,1524,885,1313,1202,1415,2,7,7,3,6,7,6,5,1,7,34857851
420,101002,1099,0,109901,736,737,699,728,720,2,7,7,3,6,7,1,1,1,7,34109952
421,101002,1100,0,110001,728,654,675,792,771,4,7,7,3,5,7,5,3,1,7,34110052
422,101002,1,8023,11,666,320,534,541,710,7,7,4,1,5,6,7,6,7,1,34802352
423,101002,1,8128,11,654,499,508,456,629,2,7,7,3,7,6,5,4,7,1,34812852
424,101002,1,8470,8,714,493,416,438,666,2,7,7,3,6,7,6,5,7,1,34847052
425,101002,1,8536,11,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853652
426,101002,1,8578,11,700,406,512,502,713,2,7,7,3,6,7,6,5,1,7,34857852
427,101101,1067,0,106702,1407,1234,1414,1265,1431,1,5,7,7,1,6,7,4,7,1,34106751
428,101101,1068,0,106802,1462,1310,1383,1310,1290,3,5,7,7,7,6,5,1,7,1,34106851
429,101101,1,8389,12,1485,924,1353,1262,1356,7,7,4,1,6,7,6,5,7,1,34838951
430,101101,1,8485,11,1463,1148,1260,1288,1329,2,7,7,3,5,6,7,6,7,1,34848551
431,101101,1,8320,12,1511,1343,1329,1167,1147,1,1,7,7,7,6,5,4,7,1,34832051
432,101101,1,8539,12,1491,1184,1167,1024,1530,7,7,4,1,4,5,6,7,1,7,34853951
433,101101,1,8586,12,1518,1283,1204,1007,1407,2,7,7,3,5,6,7,6,1,7,34858651
434,101102,1067,0,106702,765,702,744,666,753,1,5,7,7,1,6,7,4,7,1,34106752
435,101102,1068,0,106802,732,774,627,774,726,3,5,7,7,7,6,5,1,7,1,34106852
436,101102,1,8389,12,675,300,624,528,630,7,7,4,1,6,7,6,5,7,1,34838952
437,101102,1,8485,11,669,525,544,461,566,2,7,7,3,5,6,7,6,7,1,34848552
438,101102,1,8320,12,675,613,594,490,512,1,1,7,7,7,6,5,4,7,1,34832052
439,101102,1,8539,12,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853952
440,101102,1,8586,12,726,376,462,482,706,2,7,7,3,5,6,7,6,1,7,34858652
441,101201,1072,0,107201,1522,1083,1384,1342,1384,1,7,7,3,2,7,6,1,7,3,34107261
442,101201,1006,0,100601,1568,1127,1311,1391,1288,3,7,7,6,2,7,6,4,7,6,34100661
443,101201,1,8008,12,1501,931,1181,1107,1547,7,7,4,1,6,7,6,5,7,1,34020102
444,101201,1,8290,12,1554,1125,1191,987,1496,2,7,7,3,4,5,6,7,7,1,34020204
445,101201,1,8347,12,1555,1370,1214,1059,1200,1,1,7,7,5,6,7,6,7,1,34020303
446,101201,1,8529,12,1534,1043,1245,1213,1385,7,7,4,1,5,6,7,6,1,7,34020103
447,101201,1,8584,11,1541,998,1105,1156,1525,2,7,7,3,5,6,7,6,1,7,34020203
448,101202,1072,0,107201,729,765,660,759,702,1,7,7,3,2,7,6,1,7,3,34107262
449,101202,1006,0,100601,741,630,813,732,741,3,7,7,6,2,7,6,4,7,6,34100662
450,101202,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
451,101202,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
452,101202,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
453,101202,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
454,101202,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
455,101301,1019,0,101901,1616,1208,1282,1320,1309,2,7,7,1,1,6,7,6,7,7,34101961
456,101301,1046,0,104601,1579,1117,1340,1379,1294,6,7,7,3,7,4,1,1,3,7,34104661
457,101301,1,8023,11,1498,720,1203,1217,1579,7,7,4,1,5,6,7,6,7,1,34802351
458,101301,1,8128,11,1486,1149,1170,1267,1409,2,7,7,3,7,6,5,4,7,1,34812851
459,101301,1,8470,8,1619,1117,958,1104,1470,2,7,7,3,6,7,6,5,7,1,34847051
460,101301,1,8536,11,1548,826,1223,1063,1579,7,7,4,1,4,5,6,7,1,7,34853651
461,101301,1,8578,11,1524,885,1313,1202,1415,2,7,7,3,6,7,6,5,1,7,34857851
462,101302,1019,0,101901,726,735,729,717,735,2,7,7,1,1,6,7,6,7,7,34101962
463,101302,1046,0,104601,753,708,705,681,831,6,7,7,3,7,4,1,1,3,7,34104662
464,101302,1,8023,11,666,320,534,541,710,7,7,4,1,5,6,7,6,7,1,34802352
465,101302,1,8128,11,654,499,508,456,629,2,7,7,3,7,6,5,4,7,1,34812852
466,101302,1,8470,8,714,493,416,438,666,2,7,7,3,6,7,6,5,7,1,34847052
467,101302,1,8536,11,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853652
468,101302,1,8578,11,700,406,512,502,713,2,7,7,3,6,7,6,5,1,7,34857852
469,101401,1028,0,102801,1579,1098,1403,1216,1397,7,6,2,1,6,7,5,1,7,2,34102861
470,101401,1010,0,101001,1529,1113,1431,1279,1353,7,7,3,1,5,7,3,1,7,6,34101061
471,101401,1,8002,8,1581,679,1404,1105,1399,7,7,4,1,7,6,5,4,7,1,34020101
472,101401,1,8503,12,1446,1211,1400,1099,1294,2,7,7,3,4,5,6,7,7,1,34020204
473,101401,1,8329,12,1555,1267,1377,1109,1071,1,1,7,7,6,7,6,5,7,1,34020302
474,101401,1,8526,11,1639,507,1431,1114,1329,7,7,4,1,5,6,7,6,1,7,34020103
475,101401,1,8596,8,1550,932,1278,1200,1387,2,7,7,3,4,5,6,7,1,7,34020204
476,101402,1028,0,102801,868,604,772,669,768,7,6,2,1,6,7,5,1,7,2,34102862
477,101402,1010,0,101001,841,612,787,703,744,7,7,3,1,5,7,3,1,7,6,34101062
478,101402,1,8002,8,717,297,573,483,702,7,7,4,1,7,6,5,4,7,1,34010101
479,101402,1,8503,12,651,567,567,477,645,2,7,7,3,4,5,6,7,7,1,34010204
480,101402,1,8329,12,691,570,551,475,527,1,1,7,7,6,7,6,5,7,1,34010302
481,101402,1,8526,11,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
482,101402,1,8596,8,718,417,483,536,711,2,7,7,3,4,5,6,7,1,7,34010204
483,101501,1007,0,100730,1458,1351,1452,1253,1239,1,5,7,7,1,6,6,7,7,1,34100761
484,101501,1013,0,101330,1516,1354,1295,1243,1295,1,2,7,7,6,7,4,2,7,3,34101361
485,101501,1,8386,8,1448,686,1531,1344,1209,7,7,4,1,7,6,5,4,7,1,34020101
486,101501,1,8212,12,1554,1125,1217,1024,1429,2,7,7,3,5,6,7,6,7,1,34020203
487,101501,1,8374,11,1573,1301,1343,986,1168,1,1,7,7,4,5,6,7,7,1,34020304
488,101501,1,8518,11,1544,690,1227,1102,1584,7,7,4,1,6,7,6,5,1,7,34020102
489,101501,1,8570,12,1541,898,1317,1053,1476,2,7,7,3,7,6,5,4,1,7,34020201
490,101502,1007,0,100730,792,738,843,567,579,1,5,7,7,1,6,6,7,7,1,34100762
491,101502,1013,0,101330,777,840,639,618,768,1,2,7,7,6,7,4,2,7,3,34101362
492,101502,1,8386,8,669,317,707,621,563,7,7,4,1,7,6,5,4,7,1,34010101
493,101502,1,8212,12,756,512,484,415,663,2,7,7,3,5,6,7,6,7,1,34010203
494,101502,1,8374,11,702,581,599,440,521,1,1,7,7,4,5,6,7,7,1,34010304
495,101502,1,8518,11,702,294,558,501,720,7,7,4,1,6,7,6,5,1,7,34010102
496,101502,1,8570,12,739,403,492,472,670,2,7,7,3,7,6,5,4,1,7,34010201
497,101601,1044,0,104401,1456,1225,1451,1175,1399,3,7,7,4,1,1,6,7,7,1,34104471
498,101601,1039,0,103901,1460,1090,1480,1259,1380,4,6,7,2,1,5,7,4,7,1,34103971
499,101601,1,8386,8,1448,686,1531,1344,1209,7,7,4,1,7,6,5,4,7,1,34020101
500,101601,1,8212,12,1554,1125,1217,1024,1429,2,7,7,3,5,6,7,6,7,1,34020203
501,101601,1,8374,11,1573,1301,1343,986,1168,1,1,7,7,4,5,6,7,7,1,34020304
502,101601,1,8518,11,1544,690,1227,1102,1584,7,7,4,1,6,7,6,5,1,7,34020102
503,101601,1,8570,12,1541,898,1317,1053,1476,2,7,7,3,7,6,5,4,1,7,34020201
504,101602,1044,0,104401,777,654,798,627,747,3,7,7,4,1,1,6,7,7,1,34104472
505,101602,1039,0,103901,795,564,849,651,714,4,6,7,2,1,5,7,4,7,1,34103972
506,101602,1,8386,8,669,317,707,621,563,7,7,4,1,7,6,5,4,7,1,34010101
507,101602,1,8212,12,756,512,484,415,663,2,7,7,3,5,6,7,6,7,1,34010203
508,101602,1,8374,11,702,581,599,440,521,1,1,7,7,4,5,6,7,7,1,34010304
509,101602,1,8518,11,702,294,558,501,720,7,7,4,1,6,7,6,5,1,7,34010102
510,101602,1,8570,12,739,403,492,472,670,2,7,7,3,7,6,5,4,1,7,34010201
511,101701,1008,0,100801,1466,1208,1501,1259,1250,2,7,7,2,5,6,7,2,7,1,34100871
512,101701,1087,0,108701,1480,1094,1451,1401,1246,7,7,1,1,7,6,1,1,7,1,34108771
513,101701,1,8008,12,1501,931,1181,1107,1547,7,7,4,1,6,7,6,5,7,1,34020102
514,101701,1,8290,12,1554,1125,1191,987,1496,2,7,7,3,4,5,6,7,7,1,34020204
515,101701,1,8347,12,1555,1370,1214,1059,1200,1,1,7,7,5,6,7,6,7,1,34020303
516,101701,1,8529,12,1534,1043,1245,1213,1385,7,7,4,1,5,6,7,6,1,7,34020103
517,101701,1,8584,11,1541,998,1105,1156,1525,2,7,7,3,5,6,7,6,1,7,34020203
518,101702,1008,0,100801,765,630,837,657,717,2,7,7,2,5,6,7,2,7,1,34100872
519,101702,1087,0,108701,759,561,744,753,639,7,7,1,1,7,6,1,1,7,1,34108772
520,101702,1,8008,12,719,329,546,512,738,7,7,4,1,6,7,6,5,7,1,34010102
521,101702,1,8290,12,707,496,496,435,659,2,7,7,3,4,5,6,7,7,1,34010204
522,101702,1,8347,12,725,641,532,482,496,1,1,7,7,5,6,7,6,7,1,34010303
523,101702,1,8529,12,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
524,101702,1,8584,11,713,422,495,469,683,2,7,7,3,5,6,7,6,1,7,34010203
525,101801,1100,0,110001,1333,1232,1271,1492,1440,4,7,7,3,5,7,5,3,1,7,34110071
526,101801,1080,0,108001,1446,1294,1243,1305,1492,1,7,7,1,7,6,2,1,2,7,34108071
527,101801,1,8023,11,1498,720,1203,1217,1579,7,7,4,1,5,6,7,6,7,1,34802351
528,101801,1,8128,11,1486,1149,1170,1267,1409,2,7,7,3,7,6,5,4,7,1,34812851
529,101801,1,8470,8,1619,1117,958,1104,1470,2,7,7,3,6,7,6,5,7,1,34847051
530,101801,1,8536,11,1548,826,1223,1063,1579,7,7,4,1,4,5,6,7,1,7,34853651
531,101801,1,8578,11,1524,885,1313,1202,1415,2,7,7,3,6,7,6,5,1,7,34857851
532,101802,1100,0,110001,708,654,675,792,771,4,7,7,3,5,7,5,3,1,7,34110072
533,101802,1080,0,108001,768,687,660,693,792,1,7,7,1,7,6,2,1,2,7,34108072
534,101802,1,8023,11,666,320,534,541,710,7,7,4,1,5,6,7,6,7,1,34802352
535,101802,1,8128,11,654,499,508,456,629,2,7,7,3,7,6,5,4,7,1,34812852
536,101802,1,8470,8,714,493,416,438,666,2,7,7,3,6,7,6,5,7,1,34847052
537,101802,1,8536,11,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853652
538,101802,1,8578,11,700,406,512,502,713,2,7,7,3,6,7,6,5,1,7,34857852
539,101901,1064,0,106446,1413,1413,1215,1350,1345,1,2,7,7,7,3,2,1,7,1,34106471
540,101901,1065,0,106520,1448,1201,1422,1443,1248,6,7,6,7,7,6,1,1,7,1,34106571
541,101901,1,8389,12,1485,924,1353,1262,1356,7,7,4,1,6,7,6,5,7,1,34838951
542,101901,1,8485,11,1463,1148,1260,1288,1329,2,7,7,3,5,6,7,6,7,1,34848551
543,101901,1,8320,12,1511,1343,1329,1167,1147,1,1,7,7,7,6,5,4,7,1,34832051
544,101901,1,8539,12,1491,1184,1167,1024,1530,7,7,4,1,4,5,6,7,1,7,34853951
545,101901,1,8586,12,1518,1283,1204,1007,1407,2,7,7,3,5,6,7,6,1,7,34858651
546,101902,1064,0,106446,750,750,645,765,690,1,2,7,7,7,3,2,1,7,1,34106472
547,101902,1065,0,106520,762,627,777,777,657,6,7,6,7,7,6,1,1,7,1,34106572
548,101902,1,8389,12,675,300,624,528,630,7,7,4,1,6,7,6,5,7,1,34838952
549,101902,1,8485,11,669,525,544,461,566,2,7,7,3,5,6,7,6,7,1,34848552
550,101902,1,8320,12,675,613,594,490,512,1,1,7,7,7,6,5,4,7,1,34832052
551,101902,1,8539,12,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853952
552,101902,1,8586,12,726,376,462,482,706,2,7,7,3,5,6,7,6,1,7,34858652
553,102001,1121,0,112101,1382,1048,1823,1044,1130,7,7,2,1,1,1,5,7,7,1,34112181
554,102001,1120,0,112001,1706,826,1334,1345,1274,7,4,1,1,7,5,1,1,7,1,34112081
555,102001,1,8002,8,1581,679,1404,1105,1399,7,7,4,1,7,6,5,4,7,1,34020101
556,102001,1,8503,12,1446,1211,1400,1099,1294,2,7,7,3,4,5,6,7,7,1,34020204
557,102001,1,8329,12,1555,1267,1377,1109,1071,1,1,7,7,6,7,6,5,7,1,34020302
558,102001,1,8526,11,1639,507,1431,1114,1329,7,7,4,1,5,6,7,6,1,7,34020103
559,102001,1,8596,8,1550,932,1278,1200,1387,2,7,7,3,4,5,6,7,1,7,34020204
560,102002,1121,0,112101,701,765,681,674,791,7,7,2,1,1,1,5,7,7,1,34112182
561,102002,1120,0,112001,821,459,741,747,794,7,4,1,1,7,5,1,1,7,1,34112082
562,102002,1,8002,8,717,297,573,483,702,7,7,4,1,7,6,5,4,7,1,34010101
563,102002,1,8503,12,651,567,567,477,645,2,7,7,3,4,5,6,7,7,1,34010204
564,102002,1,8329,12,691,570,551,475,527,1,1,7,7,6,7,6,5,7,1,34010302
565,102002,1,8526,11,714,273,561,468,723,7,7,4,1,5,6,7,6,1,7,34010103
566,102002,1,8596,8,718,417,483,536,711,2,7,7,3,4,5,6,7,1,7,34010204
567,102101,1099,0,109901,1480,1305,1314,1298,1345,2,7,7,3,6,7,1,1,1,7,34109981
568,102101,1098,0,109801,1450,1178,1443,1294,1411,5,7,7,1,7,6,5,1,2,7,34109881
569,102101,1,8023,11,1498,720,1203,1217,1579,7,7,4,1,5,6,7,6,7,1,34802351
570,102101,1,8128,11,1486,1149,1170,1267,1409,2,7,7,3,7,6,5,4,7,1,34812851
571,102101,1,8470,8,1619,1117,958,1104,1470,2,7,7,3,6,7,6,5,7,1,34847051
572,102101,1,8536,11,1548,826,1223,1063,1579,7,7,4,1,4,5,6,7,1,7,34853651
573,102101,1,8578,11,1524,885,1313,1202,1415,2,7,7,3,6,7,6,5,1,7,34857851
574,102102,1099,0,109901,681,730,734,741,760,2,7,7,3,6,7,1,1,1,7,34109982
575,102102,1098,0,109801,678,670,792,693,781,5,7,7,1,7,6,5,1,2,7,34109882
576,102102,1,8023,11,666,320,534,541,710,7,7,4,1,5,6,7,6,7,1,34802352
577,102102,1,8128,11,654,499,508,456,629,2,7,7,3,7,6,5,4,7,1,34812852
578,102102,1,8470,8,714,493,416,438,666,2,7,7,3,6,7,6,5,7,1,34847052
579,102102,1,8536,11,722,264,580,496,741,7,7,4,1,4,5,6,7,1,7,34853652
580,102102,1,8578,11,700,406,512,502,713,2,7,7,3,6,7,6,5,1,7,34857852
581,102201,1110,0,111001,1335,1270,1424,1341,1401,1,7,7,3,3,7,6,6,7,1,34111081
582,102201,1109,0,110901,1419,1305,1325,1419,1305,7,7,6,1,3,7,5,1,7,1,34110981
583,102201,1,8008,12,1501,931,1181,1107,1547,7,7,4,1,6,7,6,5,7,1,34020102
584,102201,1,8290,12,1554,1125,1191,987,1496,2,7,7,3,4,5,6,7,7,1,34020204
