id,upgrade_type,description_id,num,sub_num,timing_type,count_type
10480107,1,104801211,2,2,1,1
10480201,1,104802111,1,1,1,1
10480202,1,104802111,1,2,1,1
10480203,1,104802111,2,1,1,1
10480204,1,104802111,2,2,1,1
10480205,1,104802211,1,1,1,1
10480206,1,104802211,2,1,1,1
10480207,1,104802211,3,1,1,1
10480208,1,104802221,1,1,2,2
10480209,1,104802221,1,2,2,1
10480210,1,104802221,2,1,2,1
10480211,1,104802221,2,2,2,1
10480301,1,104803111,1,1,2,1
10480302,1,104803111,1,2,2,1
10480303,1,104803111,2,1,1,1
10480304,1,104803211,1,1,1,1
10480305,1,104803211,2,1,1,1
10480306,1,104803211,2,2,1,1
10490101,1,104901111,1,1,2,2
10490102,1,104901111,1,2,1,1
10490103,1,104901111,2,1,1,1
10490104,1,104901211,1,1,2,2
10490105,1,104901211,1,2,1,1
10490106,1,104901211,2,1,1,1
10490201,1,104902111,1,1,1,1
10490202,1,104902111,1,2,1,1
10490203,1,104902111,2,1,1,1
10490204,1,104902211,1,1,2,1
10490205,1,104902211,2,1,1,1
10490206,1,104902211,2,2,1,1
10500101,1,105001111,1,1,1,1
10500102,1,105001111,1,2,1,1
10500103,1,105001211,1,1,2,1
10500104,1,105001211,1,2,2,1
10500105,1,105001211,2,1,1,1
10500201,1,105002111,1,1,1,1
10500202,1,105002111,2,1,1,1
10500203,1,105002211,1,1,1,1
10500204,1,105002211,2,1,1,1
10500301,1,105003111,1,1,1,1
10500302,1,105003111,2,1,1,1
10500303,1,105003211,1,1,2,1
10500304,1,105003211,2,1,1,1
10510101,1,105101111,1,1,1,1
10510102,1,105101211,1,1,1,1
10510103,1,105101211,2,1,1,1
10510104,1,105101211,3,1,1,1
10510105,1,105101121,1,1,2,2
10510106,1,105101121,1,2,1,1
10510201,1,105102111,1,1,1,1
10510202,1,105102111,1,2,1,1
10510203,1,105102111,2,1,1,1
10510204,1,105102111,2,2,1,1
10510205,1,105102211,1,1,1,1
10510206,1,105102211,1,2,1,1
10510207,1,105102211,2,1,1,1
10510208,1,105102211,2,2,1,1
10510209,1,105102221,1,1,2,1
10510210,1,105102221,1,2,2,1
10510211,1,105102221,2,1,2,1
10520101,1,105201111,1,1,1,1
10520102,1,105201111,1,2,1,1
10520103,1,105201111,2,1,1,1
10520104,1,105201211,1,1,1,1
10520105,1,105201211,2,1,1,1
10520201,1,105202111,1,1,1,1
10520202,1,105202111,1,2,1,1
10520203,1,105202111,2,1,1,1
10520204,1,105202211,1,1,1,1
10520205,1,105202211,2,1,1,1
10520206,1,105202121,1,1,1,1
10520207,1,105202121,2,1,1,1
10530101,1,105301111,1,1,2,1
10530102,1,105301111,1,2,1,1
10530103,1,105301111,2,1,1,1
10530104,1,105301211,1,1,1,1
10530105,1,105301121,1,1,1,1
10530106,1,105301121,1,2,1,1
10530107,1,105301121,2,1,1,1
10530201,1,105302111,1,1,1,1
10530202,1,105302111,1,2,1,1
10530203,1,105302111,2,1,1,1
10530204,1,105302211,1,1,1,1
10530205,1,105302211,1,2,1,1
10530206,1,105302211,2,1,1,1
10530207,1,105302211,3,1,1,1
10540101,1,105401111,1,1,2,2
10540102,1,105401111,1,2,1,1
10540103,1,105401211,1,1,2,1
10540104,1,105401211,1,2,1,1
10540105,1,105401211,2,1,1,1
10540106,1,105401211,2,2,1,1
10550101,1,105501111,1,1,2,1
10550102,1,105501111,1,2,1,1
10550103,1,105501111,2,1,1,1
10550104,1,105501211,1,1,2,2
10550105,1,105501211,1,2,1,1
10550106,1,105501211,2,1,1,1
10550107,1,105501211,2,2,1,1
10550108,1,105501211,3,1,1,1
10550109,1,105501121,1,1,1,1
10550110,1,105501121,2,1,1,1
10550201,1,105502111,1,1,2,2
10550202,1,105502111,1,2,1,1
10550203,1,105502111,2,1,1,1
10550204,1,105502211,1,1,1,1
10550205,1,105502211,1,2,1,1
10550206,1,105502211,2,1,1,1
10560101,1,105601111,1,1,1,1
10560102,1,105601111,2,1,1,1
10560103,1,105601211,1,1,2,1
10560104,1,105601211,1,2,1,1
10560105,1,105601211,2,1,2,1
10560106,1,105601211,2,2,1,1
10560107,1,105601211,3,1,2,1
10560108,1,105601211,3,2,1,1
10560201,1,105602111,1,1,2,1
10560202,1,105602111,1,2,2,1
10560203,1,105602111,2,1,1,1
10560204,1,105602211,1,1,2,1
10560205,1,105602211,1,2,2,1
10560206,1,105602211,2,1,1,1
10560207,1,105602121,1,1,1,1
10560208,1,105602121,2,1,1,1
10570101,1,105701111,1,1,2,1
10570102,1,105701111,1,2,1,1
10570103,1,105701111,2,1,1,1
10570104,1,105701211,1,1,1,1
10570105,1,105701211,2,1,1,1
10570106,1,105701221,1,1,1,1
10570107,1,105701221,2,1,1,1
10570201,1,105702111,1,1,2,1
10570202,1,105702111,1,2,2,1
10570203,1,105702111,2,1,1,1
10570204,1,105702211,1,1,1,1
10570205,1,105702211,1,2,1,1
10570206,1,105702211,2,1,1,1
10580101,1,105801111,1,1,1,1
10580102,1,105801111,1,2,1,1
10580103,1,105801111,2,1,1,1
10580104,1,105801211,1,1,2,2
10580105,1,105801211,1,2,1,1
10580201,1,105802111,1,1,1,1
10580202,1,105802211,1,1,2,1
10580203,1,105802211,2,1,1,1
10580204,1,105802211,3,1,1,1
10580205,1,105802121,1,1,2,2
10580206,1,105802121,1,2,1,1
10590101,1,105901111,1,1,2,1
10590102,1,105901111,1,2,1,1
10590103,1,105901111,2,1,1,1
10590104,1,105901211,1,1,2,1
10590105,1,105901211,2,1,1,1
10590106,1,105901121,1,1,2,1
10590201,1,105902111,1,1,2,1
10590202,1,105902111,1,2,2,1
10590203,1,105902111,2,1,1,1
10590204,1,105902211,1,1,2,1
10590205,1,105902211,1,2,2,1
10590206,1,105902211,2,1,1,1
10590207,1,105902121,1,1,2,1
10590208,1,105902121,1,2,1,1
10590209,1,105902121,2,1,1,1
10600101,1,106001111,1,1,2,2
10600102,1,106001111,1,2,1,1
10600103,1,106001111,2,1,2,2
10600104,1,106001111,2,2,1,1
10600105,1,106001211,1,1,2,2
10600106,1,106001211,1,2,1,1
10600107,1,106001211,2,1,2,2
10600108,1,106001211,2,2,1,1
10600201,1,106002111,1,1,2,2
10600202,1,106002111,1,2,2,1
10600203,1,106002111,2,1,1,1
10600204,1,106002211,1,1,2,2
10600205,1,106002211,1,2,2,1
10600206,1,106002211,2,1,1,1
10600301,1,106003111,1,1,2,2
10600302,1,106003111,1,2,1,1
10600303,1,106003111,2,1,1,1
10600304,1,106003211,1,1,2,1
10600305,1,106003211,1,2,1,1
10600306,1,106003211,2,1,1,1
10600307,1,106003211,2,2,1,1
10600308,1,106003221,1,1,2,1
10600309,1,106003221,1,2,2,1
10600310,1,106003221,2,1,1,1
10600311,1,106003221,2,2,1,1
10610101,1,106101111,1,1,2,1
10610102,1,106101111,2,1,1,1
10610103,1,106101211,1,1,2,1
10610104,1,106101211,2,1,1,1
10610201,1,106102111,1,1,2,2
10610202,1,106102111,1,2,2,1
10610203,1,106102111,2,1,1,1
10610204,1,106102211,1,1,2,2
10610205,1,106102211,1,2,2,1
10610206,1,106102211,2,1,1,1
10610301,1,106103111,1,1,1,1
10610302,1,106103111,1,2,1,1
10610303,1,106103111,2,1,1,1
10610304,1,106103211,1,1,2,2
10610305,1,106103211,1,2,1,1
10610306,1,106103211,2,1,1,1
10610307,1,106103221,1,1,2,1
10610308,1,106103221,2,1,1,1
10620101,1,106201111,1,1,2,2
10620102,1,106201111,1,2,1,1
10620103,1,106201211,1,1,2,1
10620104,1,106201211,1,2,1,1
10620105,1,106201211,2,1,1,1
10620201,1,106202111,1,1,1,1
10620202,1,106202111,1,2,1,1
10620203,1,106202111,2,1,1,1
10620204,1,106202211,1,1,2,1
10620205,1,106202211,1,2,1,1
10620206,1,106202211,2,1,1,1
10620207,1,106202221,1,1,2,2
10620208,1,106202221,1,2,1,1
10620209,1,106202221,2,1,1,1
10630101,1,106301111,1,1,1,2
10630102,1,106301111,1,2,2,1
10630103,1,106301111,2,1,1,1
10630104,1,106301111,2,2,1,1
10630105,1,106301211,1,1,2,1
10630106,1,106301211,1,2,1,1
10630107,1,106301211,2,1,1,1
10630108,1,106301211,2,2,1,1
10630201,1,106302111,1,1,2,1
10630202,1,106302111,1,2,2,1
10630203,1,106302111,2,1,1,1
10630204,1,106302211,1,1,1,1
10630205,1,106302211,2,1,1,1
10640101,1,106401111,1,1,1,1
10640102,1,106401111,1,2,1,1
10640103,1,106401111,2,1,1,1
10640104,1,106401211,1,1,1,1
10640105,1,106401211,1,2,1,1
10640106,1,106401211,2,1,1,1
10640107,1,106401221,1,1,2,1
10640108,1,106401221,1,2,1,1
10640109,1,106401221,2,1,1,1
10640201,1,106402111,1,1,2,1
10640202,1,106402111,1,2,1,1
10640203,1,106402111,2,1,1,1
10640204,1,106402211,1,1,2,1
10640205,1,106402211,1,2,1,1
10640206,1,106402211,2,1,1,1
10650101,1,106501111,1,1,2,2
10650102,1,106501111,1,2,1,1
10650103,1,106501111,2,1,1,1
10650104,1,106501111,2,2,1,1
10650105,1,106501211,1,1,2,1
10650106,1,106501211,1,2,2,1
10650107,1,106501211,2,1,1,1
10650201,1,106502111,1,1,1,1
10650202,1,106502111,1,2,1,1
10650203,1,106502111,2,1,1,1
10650204,1,106502211,1,1,2,1
10650205,1,106502211,1,2,1,1
10660101,1,106601111,1,1,2,2
10660102,1,106601111,1,2,1,1
10660103,1,106601111,2,1,1,1
10660104,1,106601111,2,2,1,1
10660105,1,106601211,1,1,2,1
10660106,1,106601211,2,1,1,1
10670101,1,106701111,1,1,2,1
10670102,1,106701111,1,2,1,1
10670103,1,106701111,2,1,1,1
10670104,1,106701211,1,1,2,1
10670105,1,106701211,1,2,1,1
10670106,1,106701211,2,1,1,1
10670107,1,106701121,1,1,2,2
10670108,1,106701121,1,2,1,1
10670109,1,106701121,2,1,1,1
10670110,1,106701121,2,2,1,1
10670201,1,106702111,1,1,2,1
10670202,1,106702111,1,2,1,1
10670203,1,106702111,2,1,1,1
10670204,1,106702211,1,1,2,2
10670205,1,106702211,1,2,1,1
10670206,1,106702211,2,1,1,1
10670301,1,106703111,1,1,2,1
10670302,1,106703111,1,2,1,1
10670303,1,106703111,2,1,1,1
10670304,1,106703211,1,1,2,1
10670305,1,106703211,1,2,2,1
10670306,1,106703211,2,1,1,1
10670307,1,106703211,2,2,1,1
10680101,1,106801111,1,1,2,2
10680102,1,106801111,1,2,1,1
10680103,1,106801111,2,1,1,1
10680104,1,106801211,1,1,2,1
10680105,1,106801211,1,2,1,1
10680106,1,106801211,2,1,1,1
10680107,1,106801221,1,1,2,1
10680108,1,106801221,2,1,1,1
10680201,1,106802111,1,1,2,2
10680202,1,106802111,1,2,1,1
10680203,1,106802111,2,1,1,1
10680204,1,106802211,1,1,2,1
10680205,1,106802211,1,2,1,1
10680206,1,106802211,2,1,1,1
10680301,1,106803111,1,1,2,2
10680302,1,106803111,1,2,1,1
10680303,1,106803111,2,1,1,1
10680304,1,106803211,1,1,2,1
10680305,1,106803211,1,2,1,1
10680306,1,106803211,2,1,1,1
10690101,1,106901111,1,1,2,1
10690102,1,106901111,1,2,1,1
10690103,1,106901211,1,1,2,1
10690104,1,106901211,1,2,1,1
10690105,1,106901121,1,1,1,1
10690106,1,106901121,1,2,1,1
10690107,1,106901121,2,1,1,1
10690201,1,106902111,1,1,1,1
10690202,1,106902111,2,1,1,1
10690203,1,106902211,1,1,2,1
10690204,1,106902211,1,2,1,1
10690205,1,106902211,2,1,1,1
10700101,1,107001111,1,1,2,1
10700102,1,107001111,1,2,1,1
10700103,1,107001111,2,1,1,1
10700104,1,107001211,1,1,2,2
10700105,1,107001211,1,2,1,1
10700106,1,107001211,2,1,1,1
10700107,1,107001221,1,1,2,1
10700108,1,107001221,1,2,1,1
10700109,1,107001221,2,1,1,1
10700201,1,107002111,1,1,2,1
10700202,1,107002111,1,2,1,1
10700203,1,107002111,2,1,1,1
10700204,1,107002211,1,1,1,1
10700205,1,107002211,2,1,1,1
10700206,1,107002211,2,2,1,1
10700207,1,107002121,1,1,2,1
10700208,1,107002121,1,2,1,1
10700209,1,107002121,2,1,2,1
10710101,1,107101111,1,1,2,1
10710102,1,107101111,1,2,1,1
10710103,1,107101211,1,1,2,1
10710104,1,107101211,1,2,1,1
10710201,1,107102111,1,1,1,1
10710202,1,107102111,2,1,1,1
10710203,1,107102211,1,1,2,1
10710204,1,107102211,1,2,1,1
10710205,1,107102211,2,1,1,1
10710206,1,107102211,3,1,1,1
10710207,1,107102121,1,1,1,2
10710208,1,107102121,1,2,1,1
10710209,1,107102121,2,1,1,1
10720101,1,107201111,1,1,2,2
10720102,1,107201111,1,2,1,1
10720103,1,107201211,1,1,2,1
10720104,1,107201211,1,2,1,1
10720105,1,107201221,1,1,2,1
10720106,1,107201221,1,2,1,1
10720107,1,107201221,2,1,1,1
10720201,1,107202111,1,1,2,1
10720202,1,107202111,1,2,2,1
10720203,1,107202111,2,1,1,1
10720204,1,107202211,1,1,1,1
10720205,1,107202211,1,2,1,1
10730101,1,107301111,1,1,1,2
10730102,1,107301111,1,2,1,1
10730103,1,107301111,2,1,1,1
10730104,1,107301211,1,1,2,1
10730105,1,107301211,1,2,1,1
10730106,1,107301211,2,1,1,1
10740101,1,107401111,1,1,2,1
10740102,1,107401111,1,2,1,1
10740103,1,107401211,1,1,2,1
10740104,1,107401211,2,1,1,1
10740105,1,107401211,3,1,1,1
10740106,1,107401211,3,2,1,1
10740201,1,107402111,1,1,1,1
10740202,1,107402211,1,1,2,1
10740203,1,107402211,1,2,1,1
10740204,1,107402211,2,1,1,1
10760101,1,107601111,1,1,2,1
10760102,1,107601111,1,2,1,1
10760103,1,107601111,2,1,1,1
10760104,1,107601211,1,1,2,2
10760105,1,107601211,1,2,1,1
10760106,1,107601211,2,1,1,1
10760107,1,107601211,3,1,1,1
10760201,1,107602111,1,1,2,1
10760202,1,107602111,1,2,2,1
10760203,1,107602111,2,1,1,1
10760204,1,107602211,1,1,1,1
10760205,1,107602211,2,1,1,1
10760206,1,107602211,2,2,1,1
10770101,1,107701111,1,1,2,1
10770102,1,107701111,1,2,1,1
10770103,1,107701111,2,1,1,1
10770104,1,107701111,3,1,1,1
10770105,1,107701211,1,1,2,2
10770106,1,107701211,1,2,1,1
10770107,1,107701211,2,1,1,1
10770201,1,107702111,1,1,1,1
10770202,1,107702111,1,2,1,1
10770203,1,107702111,2,1,1,1
10770204,1,107702211,1,1,2,1
10770205,1,107702211,1,2,1,1
10770206,1,107702211,2,1,1,1
10770301,1,107703111,1,1,2,1
10770302,1,107703111,1,2,1,1
10770303,1,107703111,2,1,1,1
10770304,1,107703211,1,1,1,1
10770305,1,107703211,2,1,1,1
10770306,1,107703211,2,2,1,1
10780101,1,107801111,1,1,2,1
10780102,1,107801111,1,2,1,1
10780103,1,107801111,2,1,1,1
10780104,1,107801211,1,1,2,2
10780105,1,107801211,1,2,1,1
10780106,1,107801211,2,1,1,1
10780107,1,107801221,1,1,2,1
10780108,1,107801221,1,2,1,1
10780109,1,107801221,2,1,1,1
10780201,1,107802111,1,1,1,1
10780202,1,107802111,1,2,1,1
10780203,1,107802111,2,1,1,1
10780204,1,107802211,1,1,2,1
10780205,1,107802211,2,1,1,1
10790101,1,107901111,1,1,2,1
10790102,1,107901111,1,2,1,1
10790103,1,107901211,1,1,1,1
10790104,1,107901211,1,2,1,1
10790105,1,107901211,2,1,1,1
10790106,1,107901211,2,2,1,1
10800101,1,108001111,1,1,2,1
10800102,1,108001111,1,2,1,1
10800103,1,108001111,2,1,1,1
10800104,1,108001211,1,1,2,2
10800105,1,108001211,1,2,1,1
10800106,1,108001211,2,1,2,1
10800107,1,108001211,2,2,2,1
10800201,1,108002111,1,1,1,1
10800202,1,108002111,2,1,1,1
10800203,1,108002111,2,2,1,1
10800204,1,108002211,1,1,1,1
10800205,1,108002211,1,2,1,1
10800206,1,108002211,2,1,2,1
10810101,1,108101111,1,1,2,1
10810102,1,108101111,2,1,1,1
10810103,1,108101211,1,1,1,1
10810104,1,108101211,2,1,1,1
10820101,1,108201111,1,1,1,1
10820102,1,108201111,1,2,1,1
10820103,1,108201111,2,1,1,1
10820104,1,108201211,1,1,2,1
10820105,1,108201211,1,2,1,1
10820106,1,108201211,2,1,1,1
10820107,1,108201211,2,2,1,1
10820201,1,108202111,1,1,2,1
10820202,1,108202111,1,2,1,1
10820203,1,108202111,2,1,1,1
10820204,1,108202211,1,1,1,1
10820205,1,108202211,2,1,1,1
10820206,1,108202211,2,2,1,1
10830101,1,108301111,1,1,2,1
10830102,1,108301111,1,2,1,1
10830103,1,108301111,2,1,1,1
10830104,1,108301211,1,1,2,2
10830105,1,108301211,1,2,1,1
10830106,1,108301211,2,1,1,1
10830107,1,108301211,2,2,1,1
10830108,1,108301211,3,1,1,1
10830201,1,108302111,1,1,1,1
10830202,1,108302111,1,2,1,1
10830203,1,108302111,2,1,1,1
10830204,1,108302211,1,1,2,1
10830205,1,108302211,1,2,1,1
10830206,1,108302211,2,1,1,1
10830207,1,108302211,2,2,1,1
10840101,1,108401111,1,1,2,2
10840102,1,108401111,1,2,1,1
10840103,1,108401111,2,1,1,1
10840104,1,108401211,1,1,2,1
10840105,1,108401211,1,2,1,1
10840106,1,108401211,2,1,1,1
10840107,1,108401211,2,2,1,1
10840201,1,108402111,1,1,1,1
10840202,1,108402111,2,1,1,1
10840203,1,108402211,1,1,2,1
10850101,1,108501111,1,1,2,2
10850102,1,108501111,1,2,1,1
10850103,1,108501111,2,1,1,1
10850104,1,108501111,3,1,1,1
10850105,1,108501211,1,1,2,1
10850106,1,108501211,1,2,2,1
10850107,1,108501211,2,1,1,1
10850108,1,108501211,2,2,1,1
10850109,1,108501121,1,1,1,2
10850110,1,108501121,1,2,1,1
10850111,1,108501121,2,1,1,1
10850201,1,108502111,1,1,2,1
10850202,1,108502111,1,2,1,1
10850203,1,108502111,2,1,1,1
10850204,1,108502211,1,1,1,1
10850205,1,108502211,1,2,1,1
10860101,1,108601111,1,1,2,1
10860102,1,108601211,1,1,2,2
10860103,1,108601211,1,2,1,1
10860201,1,108602111,1,1,2,2
10860202,1,108602111,1,2,1,1
10860203,1,108602111,2,1,1,1
10860204,1,108602211,1,1,1,1
10860205,1,108602211,1,2,1,1
10860206,1,108602211,2,1,1,1
10870101,1,108701111,1,1,2,2
10870102,1,108701111,1,2,1,1
10870103,1,108701111,2,1,1,1
10870104,1,108701211,1,1,1,1
10870105,1,108701211,1,2,1,1
10870201,1,108702111,1,1,1,1
10870202,1,108702111,2,1,1,1
10870203,1,108702211,1,1,1,1
10870204,1,108702211,2,1,1,1
10880101,1,108801111,1,1,2,2
10880102,1,108801111,1,2,1,1
10880103,1,108801111,2,1,1,1
10880104,1,108801111,2,2,1,1
10880105,1,108801211,1,1,1,1
10880106,1,108801211,1,2,1,1
10880107,1,108801211,2,1,1,1
10880108,1,108801211,2,2,1,1
10880201,1,108802111,1,1,1,1
10880202,1,108802111,1,2,1,1
10880203,1,108802111,2,1,1,1
10880204,1,108802211,1,1,2,1
10880205,1,108802211,1,2,1,1
10880206,1,108802211,2,1,2,1
10880207,1,108802211,2,2,1,1
10890101,1,108901111,1,1,1,1
10890102,1,108901111,1,2,1,1
10890103,1,108901211,1,1,2,2
10890104,1,108901211,1,2,1,1
10890105,1,108901211,2,1,1,1
10890106,1,108901211,2,2,1,1
10890201,1,108902111,1,1,2,1
10890202,1,108902111,1,2,1,1
10890203,1,108902111,2,1,1,1
10890204,1,108902211,1,1,1,1
10890205,1,108902211,1,2,1,1
10890206,1,108902211,2,1,1,1
10900101,1,109001111,1,1,2,2
10900102,1,109001111,1,2,1,1
10900103,1,109001111,2,1,1,1
10900104,1,109001211,1,1,2,1
10900105,1,109001211,1,2,2,1
10900106,1,109001211,2,1,1,1
10910101,1,109101111,1,1,1,1
10910102,1,109101111,1,2,1,1
10910103,1,109101111,2,1,1,1
10910104,1,109101111,2,2,1,1
10910105,1,109101211,1,1,2,1
10910106,1,109101211,1,2,2,1
10910107,1,109101211,2,1,1,1
10910108,1,109101211,2,2,1,1
10910201,1,109102111,1,1,2,2
10910202,1,109102111,1,2,1,1
10910203,1,109102111,2,1,1,1
10910204,1,109102211,1,1,2,1
10910205,1,109102211,1,2,1,1
10910206,1,109102211,2,1,1,1
10920101,1,109201111,1,1,1,1
10920102,1,109201111,2,1,1,1
10920103,1,109201111,2,2,1,1
10920104,1,109201211,1,1,2,2
10920105,1,109201211,1,2,1,1
10920106,1,109201211,2,1,2,1
10920107,1,109201211,2,2,2,1
10930101,1,109301111,1,1,2,1
10930102,1,109301111,1,2,1,1
10930103,1,109301111,2,1,1,1
10930104,1,109301211,1,1,2,2
10930105,1,109301211,1,2,1,1
10930106,1,109301211,2,1,1,1
10930107,1,109301121,1,1,2,1
10930108,1,109301121,2,1,1,1
10930201,1,109302111,1,1,2,1
10930202,1,109302111,1,2,1,1
10930203,1,109302111,2,1,1,1
10930204,1,109302211,1,1,2,2
10930205,1,109302211,1,2,1,1
10930206,1,109302211,2,1,1,1
10940101,1,109401111,1,1,1,1
10940102,1,109401111,2,1,1,1
10940103,1,109401111,3,1,1,1
10940104,1,109401211,1,1,2,2
10940105,1,109401211,1,2,2,1
10940106,1,109401211,2,1,1,1
10940107,1,109401211,2,2,1,1
10940108,1,109401221,1,1,2,1
10940109,1,109401221,1,2,1,1
10940201,1,109402111,1,1,1,1
10940202,1,109402111,2,1,1,1
10940203,1,109402111,2,2,1,1
10940204,1,109402211,1,1,2,1
10940205,1,109402211,1,2,1,1
10940206,1,109402211,2,1,1,1
10950101,1,109501111,1,1,1,1
10950102,1,109501111,2,1,1,1
10950103,1,109501211,1,1,1,1
10950104,1,109501211,1,2,1,1
10950105,1,109501211,2,1,1,1
10960101,1,109601111,1,1,1,1
10960102,1,109601211,1,1,2,1
10960103,1,109601211,1,2,1,1
10960104,1,109601211,2,1,1,1
10960105,1,109601211,2,2,1,1
10970101,1,109701111,1,1,2,1
10970102,1,109701111,2,1,1,1
10970103,1,109701211,1,1,1,1
10970104,1,109701211,1,2,1,1
10970105,1,109701221,1,1,2,2
10970106,1,109701221,1,2,1,1
10970107,1,109701221,2,1,2,1
10970108,1,109701221,2,2,2,1
10980101,1,109801111,1,1,1,1
10980102,1,109801111,1,2,1,1
10980103,1,109801211,1,1,1,1
10980104,1,109801211,1,2,1,1
10980201,1,109802111,1,1,1,1
10980202,1,109802111,1,2,1,1
10980203,1,109802111,2,1,1,1
10980204,1,109802211,1,1,2,2
10980205,1,109802211,1,2,2,1
10980206,1,109802221,1,1,1,1
10980207,1,109802221,2,1,1,1
10990101,1,109901111,1,1,2,2
10990102,1,109901111,1,2,1,1
10990103,1,109901111,2,1,1,1
10990104,1,109901211,1,1,1,1
10990105,1,109901211,1,2,1,1
10990106,1,109901221,1,1,2,1
10990107,1,109901221,1,2,1,1
10990108,1,109901221,2,1,1,1
10990201,1,109902111,1,1,1,1
10990202,1,109902111,1,2,1,1
10990203,1,109902111,2,1,1,1
10990204,1,109902211,1,1,2,2
10990205,1,109902211,1,2,1,1
10990206,1,109902211,2,1,1,1
11000101,1,110001111,1,1,2,2
11000102,1,110001111,1,2,1,1
11000103,1,110001111,2,1,1,1
11000104,1,110001211,1,1,1,1
11000105,1,110001211,1,2,1,1
11000106,1,110001121,1,1,1,1
11000107,1,110001121,1,2,1,1
11000108,1,110001121,2,1,1,1
11000201,1,110002111,1,1,2,1
11000202,1,110002111,2,1,1,1
11000203,1,110002211,1,1,1,1
11000204,1,110002211,2,1,1,1
11000205,1,110002211,2,2,1,1
11020101,1,110201111,1,1,2,2
11020102,1,110201111,1,2,1,1
11020103,1,110201111,2,1,1,1
11020104,1,110201111,2,2,1,1
11020105,1,110201211,1,1,1,1
11020106,1,110201211,1,2,1,1
11020107,1,110201211,2,1,1,1
11020108,1,110201221,1,1,2,1
11020109,1,110201221,2,1,1,1
11020201,1,110202111,1,1,2,2
11020202,1,110202111,1,2,1,1
11020203,1,110202111,2,1,1,1
11020204,1,110202211,1,1,2,1
11020205,1,110202211,2,1,1,1
11020206,1,110202211,2,2,1,1
11030101,1,110301111,1,1,1,1
11030102,1,110301111,2,1,1,1
11030103,1,110301211,1,1,1,1
11030104,1,110301211,2,1,1,1
11040101,1,110401111,1,1,2,2
11040102,1,110401111,1,2,1,1
11040103,1,110401111,2,1,1,1
11040104,1,110401211,1,1,1,1
11040105,1,110401211,1,2,1,1
11040106,1,110401211,2,1,1,1
11040107,1,110401211,2,2,1,1
11040201,1,110402111,1,1,2,1
11040202,1,110402111,1,2,2,1
11040203,1,110402111,2,1,1,1
11040204,1,110402211,1,1,1,1
11040205,1,110402211,1,2,1,1
11040206,1,110402211,2,1,1,1
11050101,1,110501111,1,1,1,1
11050102,1,110501111,1,2,1,1
11050103,1,110501111,2,1,1,1
11050104,1,110501211,1,1,2,2
11050105,1,110501211,1,2,1,1
11050106,1,110501211,2,1,1,1
11050201,1,110502111,1,1,2,2
11050202,1,110502111,1,2,1,1
11050203,1,110502111,2,1,1,1
11050204,1,110502211,1,1,2,1
11050205,1,110502211,1,2,1,1
11050206,1,110502211,2,1,1,1
11060101,1,110601111,1,1,1,1
11060102,1,110601111,1,2,1,1
11060103,1,110601111,2,1,1,1
11060104,1,110601111,2,2,1,1
11060105,1,110601211,1,1,2,2
11060106,1,110601211,1,2,1,1
11060107,1,110601211,2,1,1,1
11060108,1,110601211,2,2,1,1
11060109,1,110601121,1,1,2,1
11060110,1,110601121,1,2,1,1
11060111,1,110601121,2,1,1,1
11060112,1,110601121,2,2,1,1
11060201,1,110602111,1,1,2,2
11060202,1,110602111,1,2,1,1
11060203,1,110602111,2,1,1,1
11060204,1,110602211,1,1,2,1
11060205,1,110602211,2,1,1,1
11060206,1,110602211,2,2,1,1
11070101,1,110701111,1,1,1,1
11070102,1,110701111,1,2,1,1
11070103,1,110701111,2,1,1,1
11070104,1,110701211,1,1,2,1
11070105,1,110701211,1,2,1,1
11070106,1,110701211,2,1,1,1
11070107,1,110701211,2,2,1,1
11070201,1,110702111,1,1,2,1
11070202,1,110702111,1,2,1,1
11070203,1,110702211,1,1,1,1
11070204,1,110702211,1,2,1,1
11080101,1,110801111,1,1,2,2
11080102,1,110801111,1,2,1,1
11080103,1,110801111,2,1,1,1
11080104,1,110801111,2,2,1,1
11080105,1,110801211,1,1,1,1
11090101,1,110901111,1,1,2,2
11090102,1,110901111,1,2,1,1
11090103,1,110901111,2,1,2,1
11090104,1,110901111,2,2,2,1
11090105,1,110901111,3,1,1,1
11090106,1,110901111,3,2,1,1
11090107,1,110901211,1,1,1,1
11090108,1,110901211,1,2,1,1
11090109,1,110901121,1,1,1,1
11090110,1,110901121,2,1,2,1
11090201,1,110902111,1,1,2,1
11090202,1,110902111,1,2,1,1
11090203,1,110902211,1,1,2,2
11090204,1,110902211,1,2,1,1
11090205,1,110902211,2,1,1,1
11100101,1,111001111,1,1,1,1
11100102,1,111001111,2,1,1,1
11100103,1,111001111,2,2,1,1
11100104,1,111001211,1,1,1,1
11100105,1,111001211,1,2,1,1
11100106,1,111001211,2,1,1,1
11100201,1,111002111,1,1,2,1
11100202,1,111002111,1,2,1,1
11100203,1,111002211,1,1,2,2
11100204,1,111002211,1,2,1,1
11100205,1,111002211,2,1,1,1
11100206,1,111002211,2,2,1,1
11110101,1,111101111,1,1,2,1
11110102,1,111101111,1,2,1,1
11110103,1,111101211,1,1,2,2
11110104,1,111101211,1,2,1,1
11110105,1,111101211,2,1,1,1
11110106,1,111101211,2,2,1,1
11120101,1,111201111,1,1,1,1
11120102,1,111201111,2,1,1,1
11120103,1,111201211,1,1,1,1
11120104,1,111201211,2,1,2,1
11130101,1,111301111,1,1,2,2
