id,gacha_id,card_id,card_type,recommend_order,recommend_type
997,50174,30006,2,6,0
998,50174,30007,2,7,0
999,50174,30008,2,8,0
1000,50174,30009,2,9,0
1001,50174,30010,2,10,0
1002,50174,30011,2,11,0
1003,50174,30012,2,12,0
1004,50174,30013,2,13,0
1005,50174,30014,2,14,0
1006,50174,30015,2,15,0
1007,50174,30016,2,16,0
1008,50174,30017,2,17,0
1009,50174,30018,2,18,0
1010,50174,30020,2,19,0
1011,50174,30021,2,20,0
1012,50174,30024,2,21,0
1013,50174,30026,2,22,0
1014,50174,30027,2,23,0
1015,50174,30028,2,24,0
1016,50174,30029,2,25,0
1017,50174,30031,2,26,0
1018,50174,30032,2,27,0
1019,50174,30038,2,28,0
1020,50174,30039,2,29,0
1021,50174,30040,2,30,0
1022,50174,30042,2,31,0
1023,50174,30055,2,32,0
1024,50174,30056,2,33,0
1025,50174,30048,2,34,0
1026,50174,30045,2,35,0
1027,50174,30046,2,36,0
1028,50174,30054,2,37,0
1029,50174,30034,2,38,0
1030,50174,30036,2,39,0
1031,50174,30063,2,40,0
1032,50174,30064,2,41,0
1033,50174,30065,2,42,0
1034,50174,30043,2,43,0
1035,50174,30068,2,44,0
1036,50174,30069,2,45,0
1037,50174,30071,2,46,0
1038,50174,30072,2,47,0
1039,50174,30073,2,48,0
1040,50174,30075,2,49,0
1041,50174,30077,2,50,0
1042,50174,30078,2,51,0
1043,50174,30080,2,52,0
1044,50174,30082,2,53,0
1045,50174,30083,2,54,0
1046,50174,30085,2,55,0
1047,50174,30086,2,56,0
1048,50174,30089,2,57,0
1049,50174,30090,2,58,0
1050,50174,30091,2,59,0
1051,50174,30093,2,60,0
1052,50174,30094,2,61,0
1053,50174,30095,2,62,0
1054,50174,30097,2,63,0
1055,50174,30098,2,64,0
1056,50174,30099,2,65,0
1057,50174,30053,2,66,0
1058,50174,30102,2,67,0
1059,50174,30103,2,68,0
1060,50174,30106,2,69,0
1061,50174,30067,2,70,0
1062,50174,30107,2,71,0
1063,50174,30108,2,72,0
1064,50174,30110,2,73,0
1065,50174,30052,2,74,0
1066,50174,30101,2,75,0
1067,50174,30111,2,76,0
1068,50174,30112,2,77,0
1069,50174,30114,2,78,0
1070,50174,30115,2,79,0
1071,50174,30116,2,80,0
1072,50174,30118,2,81,0
1073,50174,30146,2,82,0
1074,50174,30120,2,83,0
1075,50174,30122,2,84,0
1076,50174,30123,2,85,0
1077,50174,30124,2,86,0
1078,50174,30126,2,87,0
1079,50174,30127,2,88,0
1080,50174,30128,2,89,0
1081,50174,30130,2,90,0
1082,50174,30131,2,91,0
1083,50174,30132,2,92,0
1084,50174,30134,2,93,0
1085,50174,30137,2,94,0
1086,50174,30138,2,95,0
1087,50174,30139,2,96,0
1088,50174,30037,2,97,0
1089,50174,30141,2,98,0
1090,50174,30142,2,99,0
1091,50174,30147,2,100,0
1092,50174,30148,2,101,0
1093,50174,30149,2,102,0
1094,50174,30152,2,103,0
1095,50174,30151,2,104,0
1096,50174,30153,2,105,0
1097,50174,30154,2,106,0
1098,50174,30156,2,107,0
1099,50174,30157,2,108,0
1100,50174,30158,2,109,0
1101,50174,30160,2,110,0
1102,50174,30161,2,111,0
1103,50174,30163,2,112,0
1104,50174,30164,2,113,0
1105,50174,30165,2,114,0
1106,50174,30166,2,115,0
1107,50174,30168,2,116,0
1108,50174,30169,2,117,0
1109,50174,30170,2,118,0
1110,50174,30172,2,119,0
1111,50174,30173,2,120,0
1112,50174,30174,2,121,0
1113,50174,30175,2,122,0
1114,50174,30177,2,123,0
1115,50174,30178,2,124,0
1116,50174,30179,2,125,0
1117,50174,30182,2,126,0
1118,50174,30183,2,127,0
1119,50174,30184,2,128,0
1120,50174,30187,2,129,0
1121,50174,30188,2,130,0
1122,50174,30193,2,131,0
1123,50174,30195,2,132,0
1124,50174,30196,2,133,0
1125,50174,30198,2,134,0
1126,50174,30199,2,135,0
1127,50174,30201,2,136,0
1128,50174,30202,2,137,0
1129,50174,30206,2,138,0
1130,50174,30204,2,139,0
1131,50174,30207,2,140,0
1132,50174,30208,2,141,0
1133,50174,30209,2,142,0
1134,50174,30210,2,143,0
1135,50174,30211,2,144,0
1136,50174,30214,2,145,0
1137,50174,30215,2,146,1
1138,50174,30218,2,147,0
1139,50174,30219,2,148,0
1140,50174,30222,2,149,0
1141,50174,30223,2,150,0
1142,50174,30224,2,151,0
1143,50174,30226,2,152,1
1144,50174,30227,2,153,0
1145,50174,30228,2,154,0
1146,50174,30229,2,155,0
1147,50174,30230,2,156,0
1148,50174,30232,2,157,0
1149,50174,30233,2,158,1
1150,50174,30234,2,159,1
1151,50174,30236,2,160,0
1152,50174,30237,2,161,1
1153,50174,30238,2,162,0
1154,50174,30241,2,163,0
1155,50174,30242,2,164,1
1156,50174,30244,2,165,0
1157,50174,30245,2,166,0
1158,50174,30246,2,167,0
1159,50174,30248,2,168,1
1160,50174,30249,2,169,0
1161,50174,30250,2,170,0
1162,50174,30252,2,171,0
1163,50174,30253,2,172,1
1164,50174,30254,2,173,0
1165,50174,30256,2,174,1
1166,50174,30257,2,175,1
1167,50174,30258,2,176,0
1168,50174,30261,2,177,0
1169,50174,30262,2,178,0
1170,30371,30242,2,10,0
1171,30371,30246,2,9,0
1172,30371,30226,2,8,0
1173,30371,30250,2,7,0
1174,30371,30245,2,6,0
1175,30371,30252,2,5,0
1176,30371,30237,2,4,0
1177,30371,30248,2,3,0
1178,30371,30233,2,2,0
1179,30371,30227,2,1,0
1180,30377,30242,2,10,0
1181,30377,30236,2,9,0
1182,30377,30234,2,8,0
1183,30377,30222,2,7,0
1184,30377,30208,2,6,0
1185,30377,30237,2,5,0
1186,30377,30233,2,4,0
1187,30377,30227,2,3,0
1188,30377,30238,2,2,0
1189,30377,30211,2,1,0
1190,50189,30242,2,25,0
1191,50189,30265,2,24,0
1192,50189,30246,2,23,0
1193,50189,30253,2,22,0
1194,50189,30226,2,21,0
1195,50189,30262,2,20,0
1196,50189,30258,2,19,0
1197,50189,30244,2,18,0
1198,50189,30209,2,17,0
1199,50189,30256,2,16,0
1200,50189,30250,2,15,0
1201,50189,30234,2,14,0
1202,50189,30245,2,13,0
1203,50189,30264,2,12,0
1204,50189,30249,2,11,0
1205,50189,30237,2,10,0
1206,50189,30252,2,9,0
1207,50189,30232,2,8,0
1208,50189,30261,2,7,0
1209,50189,30248,2,6,0
1210,50189,30233,2,5,0
1211,50189,30227,2,4,0
1212,50189,30254,2,3,0
1213,50189,30238,2,2,0
1214,50189,30211,2,1,0
1215,30389,30242,2,10,0
1216,30389,30253,2,9,0
1217,30389,30234,2,8,0
1218,30389,30222,2,7,0
1219,30389,30249,2,6,0
1220,30389,30248,2,5,0
1221,30389,30233,2,4,0
1222,30389,30227,2,3,0
1223,30389,30238,2,2,0
1224,30389,30211,2,1,0
1225,30397,30242,2,10,0
1226,30397,30253,2,9,0
1227,30397,30246,2,8,0
1228,30397,30226,2,7,0
1229,30397,30244,2,6,0
1230,30397,30256,2,5,0
1231,30397,30248,2,4,0
1232,30397,30227,2,3,0
1233,30397,30254,2,2,0
1234,30397,30238,2,1,0
1235,30409,30242,2,10,0
1236,30409,30253,2,9,0
1237,30409,30246,2,8,0
1238,30409,30226,2,7,0
1239,30409,30256,2,6,0
1240,30409,30271,2,5,0
1241,30409,30261,2,4,0
1242,30409,30248,2,3,0
1243,30409,30227,2,2,0
1244,30409,30254,2,1,0
1245,30415,30242,2,10,0
1246,30415,30265,2,9,0
1247,30415,30253,2,8,0
1248,30415,30246,2,7,0
1249,30415,30226,2,6,0
1250,30415,30256,2,5,0
1251,30415,30264,2,4,0
1252,30415,30271,2,3,0
1253,30415,30248,2,2,0
1254,30415,30268,2,1,0
1255,50213,100101,1,1,0
1256,50213,100201,1,2,0
1257,50213,100301,1,3,0
1258,50213,100401,1,4,0
1259,50213,100601,1,5,0
1260,50213,101001,1,6,0
1261,50213,101301,1,7,0
1262,50213,101701,1,8,0
1263,50213,103001,1,9,0
1264,50213,101501,1,10,0
1265,50213,102601,1,11,0
1266,50213,102301,1,12,0
1267,50213,100302,1,13,0
1268,50213,101302,1,14,0
1269,50213,103801,1,15,0
1270,50213,105001,1,16,0
1271,50213,104601,1,17,0
1272,50213,101601,1,18,0
1273,50213,102402,1,19,0
1274,50213,101802,1,20,0
1275,50213,102001,1,21,0
1276,50213,101201,1,22,0
1277,50213,101402,1,23,0
1278,50213,101102,1,24,0
1279,50213,100501,1,25,0
1280,50213,104001,1,26,0
1281,50213,100102,1,27,0
1282,50213,100402,1,28,0
1283,50213,105801,1,29,0
1284,50213,103701,1,30,0
1285,50213,105602,1,31,0
1286,50213,102801,1,32,0
1287,50213,101901,1,33,0
1288,50213,103002,1,34,0
1289,50213,104502,1,35,0
1290,50213,103901,1,36,0
1291,50213,102501,1,37,0
1292,50213,101702,1,38,0
1293,50213,104002,1,39,0
1294,50213,104801,1,40,0
1295,50213,105901,1,41,0
1296,50213,100602,1,42,0
1297,50213,102302,1,43,0
1298,50213,102201,1,44,0
1299,50213,102101,1,45,0
1300,50213,105202,1,46,0
1301,50213,101502,1,47,0
1302,50213,106901,1,48,0
1303,50213,102602,1,49,0
1304,50213,103702,1,50,0
1305,50213,107101,1,51,0
1306,50213,103301,1,52,0
1307,50213,106801,1,53,0
1308,50213,106701,1,54,0
1309,50213,107401,1,55,0
1310,50213,102002,1,56,0
1311,50213,100502,1,57,0
1312,50213,105101,1,58,0
1313,50213,107201,1,59,0
1314,50213,106002,1,60,0
1315,50213,106102,1,61,0
1316,50213,103101,1,62,0
1317,50213,106401,1,63,0
1318,50213,103802,1,64,0
1319,50213,102202,1,65,0
1320,50213,103401,1,66,0
1321,50213,104401,1,67,0
1322,50213,101002,1,68,0
1323,50213,105902,1,69,0
1324,50213,103601,1,70,0
1325,50213,101303,1,71,0
1326,50213,100702,1,72,0
1327,50213,105301,1,73,0
1328,50213,109801,1,74,0
1329,50213,104602,1,75,0
1330,50213,103502,1,76,0
1331,50213,105002,1,77,0
1332,50213,102901,1,78,0
1333,50213,104201,1,79,0
1334,50213,101902,1,80,0
1335,50213,105802,1,81,0
1336,50213,108701,1,82,0
1337,50213,107801,1,83,0
1338,50213,102102,1,84,0
1339,50213,103402,1,85,0
1340,50213,104901,1,86,0
1341,50213,110001,1,87,0
1342,50213,100802,1,88,0
1343,50213,100902,1,89,0
1344,50213,104701,1,90,0
1345,50213,101602,1,91,0
1346,50213,106802,1,92,0
1347,50213,106702,1,93,0
1348,50213,109901,1,94,0
1349,50213,106501,1,95,0
1350,50213,103102,1,96,0
1351,50213,102702,1,97,0
1352,50213,104301,1,98,0
1353,50213,105701,1,99,0
1354,50213,108501,1,100,0
1355,50213,108301,1,101,0
1356,50213,107102,1,102,0
1357,50213,106902,1,103,0
1358,50213,107601,1,104,0
1359,50213,110501,1,105,0
1360,50213,106202,1,106,0
1361,50213,104102,1,107,0
1362,50213,110601,1,108,0
1363,50213,108401,1,109,0
1364,50213,105102,1,110,0
1365,50213,101202,1,111,0
1366,50213,105501,1,112,0
1367,50213,105302,1,113,0
1368,50213,104802,1,114,0
1369,50213,110401,1,115,0
1370,50213,107001,1,116,0
1371,50213,103202,1,117,0
1372,50213,100202,1,118,0
1373,50213,107701,1,119,0
1374,50213,100703,1,120,0
1375,50213,106703,1,121,0
1376,50213,109301,1,122,0
1377,50213,103602,1,123,0
1378,50213,108302,1,124,0
1379,50213,108601,1,125,0
1380,50213,103902,1,126,0
1381,50213,100303,1,127,0
1382,50213,110701,1,128,0
1383,50213,106402,1,129,0
1384,50213,107402,1,130,0
1385,50213,108801,1,131,0
1386,50213,108901,1,132,0
1387,50213,106803,1,133,0
1388,50213,106003,1,134,0
1389,50213,109101,1,135,0
1390,50213,102902,1,136,0
1391,50213,102502,1,137,0
1392,50213,110801,1,138,0
1393,50213,108001,1,139,0
1394,50213,110901,1,140,0
1395,50213,108502,1,141,0
1396,50213,106502,1,142,0
1397,50213,103503,1,143,0
1398,50213,110201,1,144,0
1399,50213,104503,1,145,0
1400,50213,107202,1,146,0
1401,50213,103203,1,147,0
1402,50213,108201,1,148,0
1403,50213,106103,1,149,0
1404,50213,104402,1,150,0
1405,50213,111901,1,151,0
1406,50213,103003,1,152,0
1407,50213,112001,1,153,0
1408,50213,103703,1,154,0
1409,50213,109902,1,155,0
1410,50213,110502,1,156,0
1411,50213,104702,1,157,0
1412,50213,111001,1,158,0
1413,50213,112101,1,159,1
1414,50213,104202,1,160,0
1415,50213,102403,1,161,0
1416,50213,112401,1,162,0
1417,50213,102303,1,163,0
1418,50213,105003,1,164,0
1419,50213,111101,1,165,0
1420,50213,107702,1,166,0
1421,50213,103302,1,167,0
1422,50213,111701,1,168,0
1423,50213,101103,1,169,0
1424,50213,110402,1,170,0
1425,50213,105702,1,171,0
1426,50213,100403,1,172,0
1427,50213,107901,1,173,0
1428,50213,108702,1,174,1
1429,50213,107802,1,175,0
1430,50213,113101,1,176,1
1431,50213,109601,1,177,0
1432,50213,110702,1,178,0
1433,50213,108402,1,179,0
1434,50213,107002,1,180,0
1435,50213,112701,1,181,0
1436,50213,109802,1,182,0
1437,50213,104603,1,183,0
1438,50213,109001,1,184,0
1439,50213,113201,1,185,1
1440,50213,108602,1,186,0
1441,50213,111002,1,187,0
1442,50213,113301,1,188,1
1443,50213,104003,1,189,0
1444,50213,103103,1,190,0
1445,50213,111301,1,191,0
1446,50213,108802,1,192,0
1447,50213,108902,1,193,1
1448,50213,109102,1,194,0
1449,50213,109302,1,195,0
1450,50213,110602,1,196,0
1451,50213,108101,1,197,1
1452,50213,109501,1,198,0
1453,50213,102802,1,199,0
1454,50213,105502,1,200,0
1455,50213,104803,1,201,0
1456,50213,109201,1,202,0
1457,50213,108002,1,203,1
1458,50213,110002,1,204,0
1459,50213,111401,1,205,1
1460,50213,104902,1,206,0
1461,50213,111902,1,207,0
1462,50213,106302,1,208,0
1463,50213,107602,1,209,0
1464,50213,112402,1,210,0
1465,50213,113701,1,211,0
1466,50213,101003,1,212,1
1467,50213,110202,1,213,0
1468,50218,30001,2,1,0
1469,50218,30002,2,2,0
1470,50218,30003,2,3,0
1471,50218,30004,2,4,0
1472,50218,30005,2,5,0
1473,50218,30006,2,6,0
1474,50218,30007,2,7,0
1475,50218,30008,2,8,0
1476,50218,30009,2,9,0
1477,50218,30010,2,10,0
1478,50218,30011,2,11,0
1479,50218,30012,2,12,0
1480,50218,30013,2,13,0
1481,50218,30014,2,14,0
1482,50218,30015,2,15,0
1483,50218,30016,2,16,0
1484,50218,30017,2,17,0
1485,50218,30018,2,18,0
1486,50218,30020,2,19,0
1487,50218,30021,2,20,0
1488,50218,30024,2,21,0
1489,50218,30026,2,22,0
1490,50218,30027,2,23,0
1491,50218,30028,2,24,0
1492,50218,30029,2,25,0
1493,50218,30031,2,26,0
1494,50218,30032,2,27,0
1495,50218,30038,2,28,0
1496,50218,30039,2,29,0
1497,50218,30040,2,30,0
1498,50218,30042,2,31,0
1499,50218,30055,2,32,0
1500,50218,30056,2,33,0
1501,50218,30048,2,34,0
1502,50218,30045,2,35,0
1503,50218,30046,2,36,0
1504,50218,30054,2,37,0
1505,50218,30034,2,38,0
1506,50218,30036,2,39,0
1507,50218,30063,2,40,0
1508,50218,30064,2,41,0
1509,50218,30065,2,42,0
1510,50218,30043,2,43,0
1511,50218,30068,2,44,0
1512,50218,30069,2,45,0
1513,50218,30071,2,46,0
1514,50218,30072,2,47,0
1515,50218,30073,2,48,0
1516,50218,30075,2,49,0
1517,50218,30077,2,50,0
1518,50218,30078,2,51,0
1519,50218,30080,2,52,0
1520,50218,30082,2,53,0
1521,50218,30083,2,54,0
1522,50218,30085,2,55,0
1523,50218,30086,2,56,0
1524,50218,30089,2,57,0
1525,50218,30090,2,58,0
1526,50218,30091,2,59,0
1527,50218,30093,2,60,0
1528,50218,30094,2,61,0
1529,50218,30095,2,62,0
1530,50218,30097,2,63,0
1531,50218,30098,2,64,0
1532,50218,30099,2,65,0
1533,50218,30053,2,66,0
1534,50218,30102,2,67,0
1535,50218,30103,2,68,0
1536,50218,30106,2,69,0
1537,50218,30067,2,70,0
1538,50218,30107,2,71,0
1539,50218,30108,2,72,0
1540,50218,30110,2,73,0
1541,50218,30052,2,74,0
1542,50218,30101,2,75,0
1543,50218,30111,2,76,0
1544,50218,30112,2,77,0
1545,50218,30114,2,78,0
1546,50218,30115,2,79,0
1547,50218,30116,2,80,0
1548,50218,30118,2,81,0
1549,50218,30146,2,82,0
1550,50218,30120,2,83,0
1551,50218,30122,2,84,0
1552,50218,30123,2,85,0
1553,50218,30124,2,86,0
1554,50218,30126,2,87,0
1555,50218,30127,2,88,0
1556,50218,30128,2,89,0
1557,50218,30130,2,90,0
1558,50218,30131,2,91,0
1559,50218,30132,2,92,0
1560,50218,30134,2,93,0
1561,50218,30137,2,94,0
1562,50218,30138,2,95,0
1563,50218,30139,2,96,0
1564,50218,30037,2,97,0
1565,50218,30141,2,98,0
1566,50218,30142,2,99,0
1567,50218,30147,2,100,0
1568,50218,30148,2,101,0
1569,50218,30149,2,102,0
1570,50218,30152,2,103,0
1571,50218,30151,2,104,0
1572,50218,30153,2,105,0
1573,50218,30154,2,106,0
1574,50218,30156,2,107,0
1575,50218,30157,2,108,0
1576,50218,30158,2,109,0
1577,50218,30160,2,110,0
1578,50218,30161,2,111,0
1579,50218,30163,2,112,0
1580,50218,30164,2,113,0
1581,50218,30165,2,114,0
1582,50218,30166,2,115,0
1583,50218,30168,2,116,0
1584,50218,30169,2,117,0
1585,50218,30170,2,118,0
1586,50218,30172,2,119,0
1587,50218,30173,2,120,0
1588,50218,30174,2,121,0
1589,50218,30175,2,122,0
1590,50218,30177,2,123,0
1591,50218,30178,2,124,0
1592,50218,30179,2,125,0
1593,50218,30182,2,126,0
1594,50218,30183,2,127,0
1595,50218,30184,2,128,0
1596,50218,30187,2,129,0
1597,50218,30188,2,130,0
1598,50218,30193,2,131,0
1599,50218,30195,2,132,0
1600,50218,30196,2,133,0
1601,50218,30198,2,134,0
1602,50218,30199,2,135,0
1603,50218,30201,2,136,0
1604,50218,30202,2,137,0
1605,50218,30206,2,138,0
1606,50218,30204,2,139,0
1607,50218,30207,2,140,0
1608,50218,30208,2,141,0
1609,50218,30209,2,142,0
1610,50218,30210,2,143,0
1611,50218,30211,2,144,0
1612,50218,30214,2,145,0
1613,50218,30215,2,146,0
1614,50218,30218,2,147,0
1615,50218,30219,2,148,0
1616,50218,30222,2,149,0
1617,50218,30223,2,150,0
1618,50218,30224,2,151,0
1619,50218,30226,2,152,0
1620,50218,30227,2,153,0
1621,50218,30228,2,154,0
1622,50218,30229,2,155,0
1623,50218,30230,2,156,0
1624,50218,30232,2,157,0
1625,50218,30233,2,158,0
1626,50218,30234,2,159,0
1627,50218,30236,2,160,0
1628,50218,30237,2,161,0
1629,50218,30238,2,162,0
1630,50218,30241,2,163,0
1631,50218,30242,2,164,1
1632,50218,30244,2,165,0
1633,50218,30245,2,166,0
1634,50218,30246,2,167,0
1635,50218,30248,2,168,0
1636,50218,30249,2,169,0
1637,50218,30250,2,170,0
1638,50218,30252,2,171,0
1639,50218,30253,2,172,0
1640,50218,30254,2,173,0
1641,50218,30256,2,174,1
1642,50218,30257,2,175,0
1643,50218,30258,2,176,0
1644,50218,30261,2,177,1
1645,50218,30262,2,178,0
1646,50218,30264,2,179,1
1647,50218,30265,2,180,0
1648,50218,30267,2,181,0
1649,50218,30268,2,182,0
1650,50218,30270,2,183,0
1651,50218,30271,2,184,0
1652,50218,30272,2,185,0
1653,50218,30274,2,186,0
1654,50218,30275,2,187,1
1655,50218,30276,2,188,0
1656,50218,30277,2,189,1
1657,50218,30278,2,190,0
1658,50218,30279,2,191,1
1659,50218,30281,2,192,0
1660,50218,30282,2,193,1
1661,50218,30283,2,194,1
1662,50218,30285,2,195,0
1663,50218,30286,2,196,0
1664,50218,30287,2,197,1
1665,30423,30275,2,10,0
1666,30423,30265,2,9,0
1667,30423,30246,2,8,0
1668,30423,30267,2,7,0
1669,30423,30279,2,6,0
1670,30423,30274,2,5,0
1671,30423,30283,2,4,0
1672,30423,30256,2,3,0
1673,30423,30277,2,2,0
1674,30423,30264,2,1,0
1675,30431,30275,2,10,0
1676,30431,30242,2,9,0
1677,30431,30272,2,8,0
1678,30431,30246,2,7,0
1679,30431,30267,2,6,0
1680,30431,30274,2,5,0
1681,30431,30277,2,4,0
1682,30431,30256,2,3,0
1683,30431,30264,2,2,0
1684,30431,30270,2,1,0
1685,50227,30282,2,25,0
1686,50227,30275,2,24,0
1687,50227,30242,2,23,0
1688,50227,30272,2,22,0
1689,50227,30265,2,21,0
1690,50227,30253,2,20,0
1691,50227,30246,2,19,0
1692,50227,30267,2,18,0
1693,50227,30279,2,17,0
1694,50227,30274,2,16,0
1695,50227,30281,2,15,0
1696,50227,30278,2,14,0
1697,50227,30283,2,13,0
1698,50227,30277,2,12,0
1699,50227,30256,2,11,0
1700,50227,30250,2,10,0
1701,50227,30264,2,9,0
1702,50227,30271,2,8,0
1703,50227,30270,2,7,0
1704,50227,30285,2,6,0
1705,50227,30252,2,5,0
1706,50227,30289,2,4,0
1707,50227,30261,2,3,0
1708,50227,30248,2,2,0
1709,50227,30290,2,1,0
1710,30441,30275,2,10,0
1711,30441,30272,2,9,0
1712,30441,30265,2,8,0
1713,30441,30267,2,7,0
1714,30441,30279,2,6,0
1715,30441,30262,2,5,0
1716,30441,30287,2,4,0
1717,30441,30277,2,3,0
1718,30441,30256,2,2,0
1719,30441,30264,2,1,0
1720,30447,30282,2,10,0
1721,30447,30275,2,9,0
1722,30447,30286,2,8,0
1723,30447,30272,2,7,0
1724,30447,30265,2,6,0
1725,30447,30279,2,5,0
1726,30447,30281,2,4,0
1727,30447,30287,2,3,0
1728,30447,30283,2,2,0
1729,30447,30264,2,1,0
