factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,succession_search_hidden,start_date,end_date
2012803,20128,3,1,4,43,0,1483196400,2524575600
2012901,20129,1,1,4,41,0,1483196400,2524575600
2012902,20129,2,1,4,42,0,1483196400,2524575600
2012903,20129,3,1,4,43,0,1483196400,2524575600
2013001,20130,1,1,4,41,0,1483196400,2524575600
2013002,20130,2,1,4,42,0,1483196400,2524575600
2013003,20130,3,1,4,43,0,1483196400,2524575600
2013101,20131,1,1,4,41,0,1483196400,2524575600
2013102,20131,2,1,4,42,0,1483196400,2524575600
2013103,20131,3,1,4,43,0,1483196400,2524575600
2013201,20132,1,1,4,41,0,1483196400,2524575600
2013202,20132,2,1,4,42,0,1483196400,2524575600
2013203,20132,3,1,4,43,0,1483196400,2524575600
2013301,20133,1,1,4,41,0,1483196400,2524575600
2013302,20133,2,1,4,42,0,1483196400,2524575600
2013303,20133,3,1,4,43,0,1483196400,2524575600
2013401,20134,1,1,4,41,0,1483196400,2524575600
2013402,20134,2,1,4,42,0,1483196400,2524575600
2013403,20134,3,1,4,43,0,1483196400,2524575600
2013501,20135,1,1,4,41,0,1483196400,2524575600
2013502,20135,2,1,4,42,0,1483196400,2524575600
2013503,20135,3,1,4,43,0,1483196400,2524575600
2013601,20136,1,1,4,41,0,1483196400,2524575600
2013602,20136,2,1,4,42,0,1483196400,2524575600
2013603,20136,3,1,4,43,0,1483196400,2524575600
2013701,20137,1,1,4,41,0,1483196400,2524575600
2013702,20137,2,1,4,42,0,1483196400,2524575600
2013703,20137,3,1,4,43,0,1483196400,2524575600
2013801,20138,1,1,4,41,0,1483196400,2524575600
2013802,20138,2,1,4,42,0,1483196400,2524575600
2013803,20138,3,1,4,43,0,1483196400,2524575600
2013901,20139,1,1,4,41,0,1483196400,2524575600
2013902,20139,2,1,4,42,0,1483196400,2524575600
2013903,20139,3,1,4,43,0,1483196400,2524575600
2014001,20140,1,1,4,41,0,1483196400,2524575600
2014002,20140,2,1,4,42,0,1483196400,2524575600
2014003,20140,3,1,4,43,0,1483196400,2524575600
2014101,20141,1,1,4,41,0,1483196400,2524575600
2014102,20141,2,1,4,42,0,1483196400,2524575600
2014103,20141,3,1,4,43,0,1483196400,2524575600
2014201,20142,1,1,4,41,0,1483196400,2524575600
2014202,20142,2,1,4,42,0,1483196400,2524575600
2014203,20142,3,1,4,43,0,1483196400,2524575600
2014301,20143,1,1,4,41,0,1483196400,2524575600
2014302,20143,2,1,4,42,0,1483196400,2524575600
2014303,20143,3,1,4,43,0,1483196400,2524575600
2014401,20144,1,1,4,41,0,1483196400,2524575600
2014402,20144,2,1,4,42,0,1483196400,2524575600
2014403,20144,3,1,4,43,0,1483196400,2524575600
2014501,20145,1,1,4,41,0,1483196400,2524575600
2014502,20145,2,1,4,42,0,1483196400,2524575600
2014503,20145,3,1,4,43,0,1483196400,2524575600
2014601,20146,1,1,4,41,0,1483196400,2524575600
2014602,20146,2,1,4,42,0,1483196400,2524575600
2014603,20146,3,1,4,43,0,1483196400,2524575600
2014701,20147,1,1,4,41,0,1483196400,2524575600
2014702,20147,2,1,4,42,0,1483196400,2524575600
2014703,20147,3,1,4,43,0,1483196400,2524575600
2014801,20148,1,1,4,41,0,1483196400,2524575600
2014802,20148,2,1,4,42,0,1483196400,2524575600
2014803,20148,3,1,4,43,0,1483196400,2524575600
2014901,20149,1,1,4,41,0,1483196400,2524575600
2014902,20149,2,1,4,42,0,1483196400,2524575600
2014903,20149,3,1,4,43,0,1483196400,2524575600
2015001,20150,1,1,4,41,0,1483196400,2524575600
2015002,20150,2,1,4,42,0,1483196400,2524575600
2015003,20150,3,1,4,43,0,1483196400,2524575600
2015101,20151,1,1,4,41,0,1483196400,2524575600
2015102,20151,2,1,4,42,0,1483196400,2524575600
2015103,20151,3,1,4,43,0,1483196400,2524575600
2015201,20152,1,1,4,41,0,1483196400,2524575600
2015202,20152,2,1,4,42,0,1483196400,2524575600
2015203,20152,3,1,4,43,0,1483196400,2524575600
2015301,20153,1,1,4,41,0,1483196400,2524575600
2015302,20153,2,1,4,42,0,1483196400,2524575600
2015303,20153,3,1,4,43,0,1483196400,2524575600
2015401,20154,1,1,4,41,0,1483196400,2524575600
2015402,20154,2,1,4,42,0,1483196400,2524575600
2015403,20154,3,1,4,43,0,1483196400,2524575600
2015501,20155,1,1,4,41,0,1483196400,2524575600
2015502,20155,2,1,4,42,0,1483196400,2524575600
2015503,20155,3,1,4,43,0,1483196400,2524575600
2015601,20156,1,1,4,41,0,1483196400,2524575600
2015602,20156,2,1,4,42,0,1483196400,2524575600
2015603,20156,3,1,4,43,0,1483196400,2524575600
2015701,20157,1,1,4,41,0,1483196400,2524575600
2015702,20157,2,1,4,42,0,1483196400,2524575600
2015703,20157,3,1,4,43,0,1483196400,2524575600
2015801,20158,1,1,4,41,0,1483196400,2524575600
2015802,20158,2,1,4,42,0,1483196400,2524575600
2015803,20158,3,1,4,43,0,1483196400,2524575600
2015901,20159,1,1,4,41,0,1483196400,2524575600
2015902,20159,2,1,4,42,0,1483196400,2524575600
2015903,20159,3,1,4,43,0,1483196400,2524575600
2016001,20160,1,1,4,41,0,1483196400,2524575600
2016002,20160,2,1,4,42,0,1483196400,2524575600
2016003,20160,3,1,4,43,0,1483196400,2524575600
2016101,20161,1,1,4,41,0,1483196400,2524575600
2016102,20161,2,1,4,42,0,1483196400,2524575600
2016103,20161,3,1,4,43,0,1483196400,2524575600
2016201,20162,1,1,4,41,0,1483196400,2524575600
2016202,20162,2,1,4,42,0,1483196400,2524575600
2016203,20162,3,1,4,43,0,1483196400,2524575600
2016301,20163,1,1,4,41,0,1483196400,2524575600
2016302,20163,2,1,4,42,0,1483196400,2524575600
2016303,20163,3,1,4,43,0,1483196400,2524575600
2016401,20164,1,1,4,41,0,1483196400,2524575600
2016402,20164,2,1,4,42,0,1483196400,2524575600
2016403,20164,3,1,4,43,0,1483196400,2524575600
2016501,20165,1,1,4,41,0,1483196400,2524575600
2016502,20165,2,1,4,42,0,1483196400,2524575600
2016503,20165,3,1,4,43,0,1483196400,2524575600
2016601,20166,1,1,4,41,0,1483196400,2524575600
2016602,20166,2,1,4,42,0,1483196400,2524575600
2016603,20166,3,1,4,43,0,1483196400,2524575600
2016701,20167,1,1,4,41,0,1483196400,2524575600
2016702,20167,2,1,4,42,0,1483196400,2524575600
2016703,20167,3,1,4,43,0,1483196400,2524575600
2016801,20168,1,1,4,41,0,1483196400,2524575600
2016802,20168,2,1,4,42,0,1483196400,2524575600
2016803,20168,3,1,4,43,0,1483196400,2524575600
2016901,20169,1,1,4,41,0,1483196400,2524575600
2016902,20169,2,1,4,42,0,1483196400,2524575600
2016903,20169,3,1,4,43,0,1483196400,2524575600
2017001,20170,1,1,4,41,0,1483196400,2524575600
2017002,20170,2,1,4,42,0,1483196400,2524575600
2017003,20170,3,1,4,43,0,1483196400,2524575600
2019001,20190,1,1,4,41,0,1483196400,2524575600
2019002,20190,2,1,4,42,0,1483196400,2524575600
2019003,20190,3,1,4,43,0,1483196400,2524575600
2020001,20200,1,1,4,41,0,1483196400,2524575600
2020002,20200,2,1,4,42,0,1483196400,2524575600
2020003,20200,3,1,4,43,0,1483196400,2524575600
2020101,20201,1,1,4,41,0,1483196400,2524575600
2020102,20201,2,1,4,42,0,1483196400,2524575600
2020103,20201,3,1,4,43,0,1483196400,2524575600
2020201,20202,1,1,4,41,0,1483196400,2524575600
2020202,20202,2,1,4,42,0,1483196400,2524575600
2020203,20202,3,1,4,43,0,1483196400,2524575600
2020301,20203,1,1,4,41,0,1483196400,2524575600
2020302,20203,2,1,4,42,0,1483196400,2524575600
2020303,20203,3,1,4,43,0,1483196400,2524575600
2020401,20204,1,1,4,41,0,1483196400,2524575600
2020402,20204,2,1,4,42,0,1483196400,2524575600
2020403,20204,3,1,4,43,0,1483196400,2524575600
2020701,20207,1,1,4,41,0,1483196400,2524575600
2020702,20207,2,1,4,42,0,1483196400,2524575600
2020703,20207,3,1,4,43,0,1483196400,2524575600
2020801,20208,1,1,4,41,0,1483196400,2524575600
2020802,20208,2,1,4,42,0,1483196400,2524575600
2020803,20208,3,1,4,43,0,1483196400,2524575600
2020901,20209,1,1,4,41,0,1483196400,2524575600
2020902,20209,2,1,4,42,0,1483196400,2524575600
2020903,20209,3,1,4,43,0,1483196400,2524575600
2021001,20210,1,1,4,41,0,1483196400,2524575600
2021002,20210,2,1,4,42,0,1483196400,2524575600
2021003,20210,3,1,4,43,0,1483196400,2524575600
2021101,20211,1,1,4,41,0,1483196400,2524575600
2021102,20211,2,1,4,42,0,1483196400,2524575600
2021103,20211,3,1,4,43,0,1483196400,2524575600
2021201,20212,1,1,4,41,0,1483196400,2524575600
2021202,20212,2,1,4,42,0,1483196400,2524575600
2021203,20212,3,1,4,43,0,1483196400,2524575600
2021301,20213,1,1,4,41,0,1483196400,2524575600
2021302,20213,2,1,4,42,0,1483196400,2524575600
2021303,20213,3,1,4,43,0,1483196400,2524575600
2021501,20215,1,1,4,41,0,1483196400,2524575600
2021502,20215,2,1,4,42,0,1483196400,2524575600
2021503,20215,3,1,4,43,0,1483196400,2524575600
2021601,20216,1,1,4,41,0,1483196400,2524575600
2021602,20216,2,1,4,42,0,1483196400,2524575600
2021603,20216,3,1,4,43,0,1483196400,2524575600
2021701,20217,1,1,4,41,0,1483196400,2524575600
2021702,20217,2,1,4,42,0,1483196400,2524575600
2021703,20217,3,1,4,43,0,1483196400,2524575600
2021901,20219,1,1,4,41,0,1483196400,2524575600
2021902,20219,2,1,4,42,0,1483196400,2524575600
2021903,20219,3,1,4,43,0,1483196400,2524575600
2022001,20220,1,1,4,41,0,1483196400,2524575600
2022002,20220,2,1,4,42,0,1483196400,2524575600
2022003,20220,3,1,4,43,0,1483196400,2524575600
2022101,20221,1,1,4,41,0,1483196400,2524575600
2022102,20221,2,1,4,42,0,1483196400,2524575600
2022103,20221,3,1,4,43,0,1483196400,2524575600
2022201,20222,1,1,4,41,0,1483196400,2524575600
2022202,20222,2,1,4,42,0,1483196400,2524575600
2022203,20222,3,1,4,43,0,1483196400,2524575600
2022301,20223,1,1,4,41,0,1483196400,2524575600
2022302,20223,2,1,4,42,0,1483196400,2524575600
2022303,20223,3,1,4,43,0,1483196400,2524575600
2022401,20224,1,1,4,41,0,1483196400,2524575600
2022402,20224,2,1,4,42,0,1483196400,2524575600
2022403,20224,3,1,4,43,0,1483196400,2524575600
2022501,20225,1,1,4,41,0,1483196400,2524575600
2022502,20225,2,1,4,42,0,1483196400,2524575600
2022503,20225,3,1,4,43,0,1483196400,2524575600
2022601,20226,1,1,4,41,0,1483196400,2524575600
2022602,20226,2,1,4,42,0,1483196400,2524575600
2022603,20226,3,1,4,43,0,1483196400,2524575600
2022701,20227,1,1,4,41,0,1483196400,2524575600
2022702,20227,2,1,4,42,0,1483196400,2524575600
2022703,20227,3,1,4,43,0,1483196400,2524575600
2022801,20228,1,1,4,41,0,1483196400,2524575600
2022802,20228,2,1,4,42,0,1483196400,2524575600
2022803,20228,3,1,4,43,0,1483196400,2524575600
2022901,20229,1,1,4,41,0,1483196400,2524575600
2022902,20229,2,1,4,42,0,1483196400,2524575600
2022903,20229,3,1,4,43,0,1483196400,2524575600
2023001,20230,1,1,4,41,0,1483196400,2524575600
2023002,20230,2,1,4,42,0,1483196400,2524575600
2023003,20230,3,1,4,43,0,1483196400,2524575600
2023101,20231,1,1,4,41,0,1483196400,2524575600
2023102,20231,2,1,4,42,0,1483196400,2524575600
2023103,20231,3,1,4,43,0,1483196400,2524575600
2023201,20232,1,1,4,41,0,1483196400,2524575600
2023202,20232,2,1,4,42,0,1483196400,2524575600
2023203,20232,3,1,4,43,0,1483196400,2524575600
2023301,20233,1,1,4,41,0,1483196400,2524575600
2023302,20233,2,1,4,42,0,1483196400,2524575600
2023303,20233,3,1,4,43,0,1483196400,2524575600
2023401,20234,1,1,4,41,0,1483196400,2524575600
2023402,20234,2,1,4,42,0,1483196400,2524575600
2023403,20234,3,1,4,43,0,1483196400,2524575600
2023501,20235,1,1,4,41,0,1483196400,2524575600
2023502,20235,2,1,4,42,0,1483196400,2524575600
2023503,20235,3,1,4,43,0,1483196400,2524575600
2023601,20236,1,1,4,41,0,1483196400,2524575600
2023602,20236,2,1,4,42,0,1483196400,2524575600
2023603,20236,3,1,4,43,0,1483196400,2524575600
2023701,20237,1,1,4,41,0,1483196400,2524575600
2023702,20237,2,1,4,42,0,1483196400,2524575600
2023703,20237,3,1,4,43,0,1483196400,2524575600
2023801,20238,1,1,4,41,0,1483196400,2524575600
2023802,20238,2,1,4,42,0,1483196400,2524575600
2023803,20238,3,1,4,43,0,1483196400,2524575600
2023901,20239,1,1,4,41,0,1483196400,2524575600
2023902,20239,2,1,4,42,0,1483196400,2524575600
2023903,20239,3,1,4,43,0,1483196400,2524575600
2024001,20240,1,1,4,41,0,1483196400,2524575600
2024002,20240,2,1,4,42,0,1483196400,2524575600
2024003,20240,3,1,4,43,0,1483196400,2524575600
2024101,20241,1,1,4,41,0,1483196400,2524575600
2024102,20241,2,1,4,42,0,1483196400,2524575600
2024103,20241,3,1,4,43,0,1483196400,2524575600
2024201,20242,1,1,4,41,0,1483196400,2524575600
2024202,20242,2,1,4,42,0,1483196400,2524575600
2024203,20242,3,1,4,43,0,1483196400,2524575600
2024301,20243,1,1,4,41,0,1483196400,2524575600
2024302,20243,2,1,4,42,0,1483196400,2524575600
2024303,20243,3,1,4,43,0,1483196400,2524575600
2024401,20244,1,1,4,41,0,1483196400,2524575600
2024402,20244,2,1,4,42,0,1483196400,2524575600
2024403,20244,3,1,4,43,0,1483196400,2524575600
2024501,20245,1,1,4,41,0,1483196400,2524575600
2024502,20245,2,1,4,42,0,1483196400,2524575600
2024503,20245,3,1,4,43,0,1483196400,2524575600
2024601,20246,1,1,4,41,0,1483196400,2524575600
2024602,20246,2,1,4,42,0,1483196400,2524575600
2024603,20246,3,1,4,43,0,1483196400,2524575600
2024701,20247,1,1,4,41,0,1483196400,2524575600
2024702,20247,2,1,4,42,0,1483196400,2524575600
2024703,20247,3,1,4,43,0,1483196400,2524575600
2024801,20248,1,1,4,41,0,1483196400,2524575600
2024802,20248,2,1,4,42,0,1483196400,2524575600
2024803,20248,3,1,4,43,0,1483196400,2524575600
2024901,20249,1,1,4,41,0,1483196400,2524575600
2024902,20249,2,1,4,42,0,1483196400,2524575600
2024903,20249,3,1,4,43,0,1483196400,2524575600
2025001,20250,1,1,4,41,0,1483196400,2524575600
2025002,20250,2,1,4,42,0,1483196400,2524575600
2025003,20250,3,1,4,43,0,1483196400,2524575600
2025201,20252,1,1,4,41,0,1483196400,2524575600
2025202,20252,2,1,4,42,0,1483196400,2524575600
2025203,20252,3,1,4,43,0,1483196400,2524575600
2025301,20253,1,1,4,41,0,1483196400,2524575600
2025302,20253,2,1,4,42,0,1483196400,2524575600
2025303,20253,3,1,4,43,0,1483196400,2524575600
2025401,20254,1,1,4,41,0,1483196400,2524575600
2025402,20254,2,1,4,42,0,1483196400,2524575600
2025403,20254,3,1,4,43,0,1483196400,2524575600
2025501,20255,1,1,4,41,0,1483196400,2524575600
2025502,20255,2,1,4,42,0,1483196400,2524575600
2025503,20255,3,1,4,43,0,1483196400,2524575600
2025601,20256,1,1,4,41,0,1483196400,2524575600
2025602,20256,2,1,4,42,0,1483196400,2524575600
2025603,20256,3,1,4,43,0,1483196400,2524575600
2025801,20258,1,1,4,41,0,1483196400,2524575600
2025802,20258,2,1,4,42,0,1483196400,2524575600
2025803,20258,3,1,4,43,0,1483196400,2524575600
2025901,20259,1,1,4,41,0,1483196400,2524575600
2025902,20259,2,1,4,42,0,1483196400,2524575600
2025903,20259,3,1,4,43,0,1483196400,2524575600
2026001,20260,1,1,4,41,0,1483196400,2524575600
2026002,20260,2,1,4,42,0,1483196400,2524575600
2026003,20260,3,1,4,43,0,1483196400,2524575600
2026101,20261,1,1,4,41,0,1483196400,2524575600
2026102,20261,2,1,4,42,0,1483196400,2524575600
2026103,20261,3,1,4,43,0,1483196400,2524575600
2026201,20262,1,1,4,41,0,1483196400,2524575600
2026202,20262,2,1,4,42,0,1483196400,2524575600
2026203,20262,3,1,4,43,0,1483196400,2524575600
2026401,20264,1,1,4,41,0,1483196400,2524575600
2026402,20264,2,1,4,42,0,1483196400,2524575600
2026403,20264,3,1,4,43,0,1483196400,2524575600
2026501,20265,1,1,4,41,0,1483196400,2524575600
2026502,20265,2,1,4,42,0,1483196400,2524575600
2026503,20265,3,1,4,43,0,1483196400,2524575600
2026601,20266,1,1,4,41,0,1483196400,2524575600
2026602,20266,2,1,4,42,0,1483196400,2524575600
2026603,20266,3,1,4,43,0,1483196400,2524575600
2026701,20267,1,1,4,41,0,1483196400,2524575600
2026702,20267,2,1,4,42,0,1483196400,2524575600
2026703,20267,3,1,4,43,0,1483196400,2524575600
2026801,20268,1,1,4,41,0,1483196400,2524575600
2026802,20268,2,1,4,42,0,1483196400,2524575600
2026803,20268,3,1,4,43,0,1483196400,2524575600
2026901,20269,1,1,4,41,0,1483196400,2524575600
2026902,20269,2,1,4,42,0,1483196400,2524575600
2026903,20269,3,1,4,43,0,1483196400,2524575600
2027001,20270,1,1,4,41,0,1483196400,2524575600
2027002,20270,2,1,4,42,0,1483196400,2524575600
2027003,20270,3,1,4,43,0,1483196400,2524575600
2027101,20271,1,1,4,41,0,1483196400,2524575600
2027102,20271,2,1,4,42,0,1483196400,2524575600
2027103,20271,3,1,4,43,0,1483196400,2524575600
2027201,20272,1,1,4,41,0,1483196400,2524575600
2027202,20272,2,1,4,42,0,1483196400,2524575600
2027203,20272,3,1,4,43,0,1483196400,2524575600
2027301,20273,1,1,4,41,0,1483196400,2524575600
2027302,20273,2,1,4,42,0,1483196400,2524575600
2027303,20273,3,1,4,43,0,1483196400,2524575600
2027401,20274,1,1,4,41,0,1483196400,2524575600
2027402,20274,2,1,4,42,0,1483196400,2524575600
2027403,20274,3,1,4,43,0,1483196400,2524575600
2027501,20275,1,1,4,41,0,1483196400,2524575600
2027502,20275,2,1,4,42,0,1483196400,2524575600
2027503,20275,3,1,4,43,0,1483196400,2524575600
2027601,20276,1,1,4,41,0,1483196400,2524575600
2027602,20276,2,1,4,42,0,1483196400,2524575600
2027603,20276,3,1,4,43,0,1483196400,2524575600
2027701,20277,1,1,4,41,0,1483196400,2524575600
2027702,20277,2,1,4,42,0,1483196400,2524575600
2027703,20277,3,1,4,43,0,1483196400,2524575600
2027901,20279,1,1,4,41,0,1483196400,2524575600
2027902,20279,2,1,4,42,0,1483196400,2524575600
2027903,20279,3,1,4,43,0,1483196400,2524575600
2028001,20280,1,1,4,41,0,1483196400,2524575600
2028002,20280,2,1,4,42,0,1483196400,2524575600
2028003,20280,3,1,4,43,0,1483196400,2524575600
2028101,20281,1,1,4,41,0,1483196400,2524575600
2028102,20281,2,1,4,42,0,1483196400,2524575600
2028103,20281,3,1,4,43,0,1483196400,2524575600
2028201,20282,1,1,4,41,0,1483196400,2524575600
2028202,20282,2,1,4,42,0,1483196400,2524575600
2028203,20282,3,1,4,43,0,1483196400,2524575600
2028301,20283,1,1,4,41,0,1483196400,2524575600
2028302,20283,2,1,4,42,0,1483196400,2524575600
2028303,20283,3,1,4,43,0,1483196400,2524575600
2028401,20284,1,1,4,41,0,1483196400,2524575600
2028402,20284,2,1,4,42,0,1483196400,2524575600
2028403,20284,3,1,4,43,0,1483196400,2524575600
2028501,20285,1,1,4,41,0,1483196400,2524575600
2028502,20285,2,1,4,42,0,1483196400,2524575600
2028503,20285,3,1,4,43,0,1483196400,2524575600
2028601,20286,1,1,4,41,0,1483196400,2524575600
2028602,20286,2,1,4,42,0,1483196400,2524575600
2028603,20286,3,1,4,43,0,1483196400,2524575600
2028701,20287,1,1,4,41,0,1483196400,2524575600
2028702,20287,2,1,4,42,0,1483196400,2524575600
2028703,20287,3,1,4,43,0,1483196400,2524575600
2028801,20288,1,1,4,41,0,1483196400,2524575600
2028802,20288,2,1,4,42,0,1483196400,2524575600
2028803,20288,3,1,4,43,0,1483196400,2524575600
2028901,20289,1,1,4,41,0,1483196400,2524575600
2028902,20289,2,1,4,42,0,1483196400,2524575600
2028903,20289,3,1,4,43,0,1483196400,2524575600
2029001,20290,1,1,4,41,0,1483196400,2524575600
2029002,20290,2,1,4,42,0,1483196400,2524575600
2029003,20290,3,1,4,43,0,1483196400,2524575600
2029101,20291,1,1,4,41,0,1483196400,2524575600
2029102,20291,2,1,4,42,0,1483196400,2524575600
2029103,20291,3,1,4,43,0,1483196400,2524575600
2029201,20292,1,1,4,41,0,1483196400,2524575600
2029202,20292,2,1,4,42,0,1483196400,2524575600
2029203,20292,3,1,4,43,0,1483196400,2524575600
2029301,20293,1,1,4,41,0,1483196400,2524575600
2029302,20293,2,1,4,42,0,1483196400,2524575600
2029303,20293,3,1,4,43,0,1483196400,2524575600
2029401,20294,1,1,4,41,0,1483196400,2524575600
2029402,20294,2,1,4,42,0,1483196400,2524575600
2029403,20294,3,1,4,43,0,1483196400,2524575600
2029501,20295,1,1,4,41,0,1483196400,2524575600
2029502,20295,2,1,4,42,0,1483196400,2524575600
2029503,20295,3,1,4,43,0,1483196400,2524575600
2029601,20296,1,1,4,41,0,1483196400,2524575600
2029602,20296,2,1,4,42,0,1483196400,2524575600
2029603,20296,3,1,4,43,0,1483196400,2524575600
2029701,20297,1,1,4,41,0,1483196400,2524575600
2029702,20297,2,1,4,42,0,1483196400,2524575600
2029703,20297,3,1,4,43,0,1483196400,2524575600
2029801,20298,1,1,4,41,0,1483196400,2524575600
2029802,20298,2,1,4,42,0,1483196400,2524575600
2029803,20298,3,1,4,43,0,1483196400,2524575600
2029901,20299,1,1,4,41,0,1483196400,2524575600
2029902,20299,2,1,4,42,0,1483196400,2524575600
2029903,20299,3,1,4,43,0,1483196400,2524575600
2030001,20300,1,1,4,41,0,1483196400,2524575600
2030002,20300,2,1,4,42,0,1483196400,2524575600
2030003,20300,3,1,4,43,0,1483196400,2524575600
2030101,20301,1,1,4,41,0,1483196400,2524575600
2030102,20301,2,1,4,42,0,1483196400,2524575600
2030103,20301,3,1,4,43,0,1483196400,2524575600
2030201,20302,1,1,4,41,0,1483196400,2524575600
2030202,20302,2,1,4,42,0,1483196400,2524575600
2030203,20302,3,1,4,43,0,1483196400,2524575600
2030301,20303,1,1,4,41,0,1483196400,2524575600
2030302,20303,2,1,4,42,0,1483196400,2524575600
2030303,20303,3,1,4,43,0,1483196400,2524575600
2030401,20304,1,1,4,41,0,1483196400,2524575600
2030402,20304,2,1,4,42,0,1483196400,2524575600
2030403,20304,3,1,4,43,0,1483196400,2524575600
2030501,20305,1,1,4,41,0,1483196400,2524575600
2030502,20305,2,1,4,42,0,1483196400,2524575600
2030503,20305,3,1,4,43,0,1483196400,2524575600
2030601,20306,1,1,4,41,0,1483196400,2524575600
2030602,20306,2,1,4,42,0,1483196400,2524575600
2030603,20306,3,1,4,43,0,1483196400,2524575600
2030701,20307,1,1,4,41,0,1483196400,2524575600
2030702,20307,2,1,4,42,0,1483196400,2524575600
2030703,20307,3,1,4,43,0,1483196400,2524575600
2030801,20308,1,1,4,41,0,1483196400,2524575600
2030802,20308,2,1,4,42,0,1483196400,2524575600
2030803,20308,3,1,4,43,0,1483196400,2524575600
2030901,20309,1,1,4,41,0,1483196400,2524575600
2030902,20309,2,1,4,42,0,1483196400,2524575600
2030903,20309,3,1,4,43,0,1483196400,2524575600
2031001,20310,1,1,4,41,0,1483196400,2524575600
2031002,20310,2,1,4,42,0,1483196400,2524575600
2031003,20310,3,1,4,43,0,1483196400,2524575600
2031101,20311,1,1,4,41,0,1483196400,2524575600
2031102,20311,2,1,4,42,0,1483196400,2524575600
2031103,20311,3,1,4,43,0,1483196400,2524575600
2031201,20312,1,1,4,41,0,1483196400,2524575600
2031202,20312,2,1,4,42,0,1483196400,2524575600
2031203,20312,3,1,4,43,0,1483196400,2524575600
2031301,20313,1,1,4,41,0,1483196400,2524575600
2031302,20313,2,1,4,42,0,1483196400,2524575600
2031303,20313,3,1,4,43,0,1483196400,2524575600
2031401,20314,1,1,4,41,0,1483196400,2524575600
2031402,20314,2,1,4,42,0,1483196400,2524575600
2031403,20314,3,1,4,43,0,1483196400,2524575600
2031501,20315,1,1,4,41,0,1483196400,2524575600
2031502,20315,2,1,4,42,0,1483196400,2524575600
2031503,20315,3,1,4,43,0,1483196400,2524575600
2031601,20316,1,1,4,41,0,1483196400,2524575600
2031602,20316,2,1,4,42,0,1483196400,2524575600
2031603,20316,3,1,4,43,0,1483196400,2524575600
2031701,20317,1,1,4,41,0,1483196400,2524575600
2031702,20317,2,1,4,42,0,1483196400,2524575600
2031703,20317,3,1,4,43,0,1483196400,2524575600
2031801,20318,1,1,4,41,0,1483196400,2524575600
2031802,20318,2,1,4,42,0,1483196400,2524575600
2031803,20318,3,1,4,43,0,1483196400,2524575600
2032001,20320,1,1,4,41,0,1483196400,2524575600
2032002,20320,2,1,4,42,0,1483196400,2524575600
2032003,20320,3,1,4,43,0,1483196400,2524575600
2032101,20321,1,1,4,41,0,1483196400,2524575600
2032102,20321,2,1,4,42,0,1483196400,2524575600
2032103,20321,3,1,4,43,0,1483196400,2524575600
2032201,20322,1,1,4,41,0,1483196400,2524575600
2032202,20322,2,1,4,42,0,1483196400,2524575600
2032203,20322,3,1,4,43,0,1483196400,2524575600
2032301,20323,1,1,4,41,0,1483196400,2524575600
2032302,20323,2,1,4,42,0,1483196400,2524575600
2032303,20323,3,1,4,43,0,1483196400,2524575600
2032401,20324,1,1,4,41,0,1483196400,2524575600
2032402,20324,2,1,4,42,0,1483196400,2524575600
2032403,20324,3,1,4,43,0,1483196400,2524575600
2032501,20325,1,1,4,41,0,1483196400,2524575600
2032502,20325,2,1,4,42,0,1483196400,2524575600
2032503,20325,3,1,4,43,0,1483196400,2524575600
2032601,20326,1,1,4,41,0,1483196400,2524575600
2032602,20326,2,1,4,42,0,1483196400,2524575600
2032603,20326,3,1,4,43,0,1483196400,2524575600
2032701,20327,1,1,4,41,0,1483196400,2524575600
2032702,20327,2,1,4,42,0,1483196400,2524575600
2032703,20327,3,1,4,43,0,1483196400,2524575600
2033001,20330,1,1,4,41,0,1483196400,2524575600
2033002,20330,2,1,4,42,0,1483196400,2524575600
2033003,20330,3,1,4,43,0,1483196400,2524575600
2033101,20331,1,1,4,41,0,1483196400,2524575600
2033102,20331,2,1,4,42,0,1483196400,2524575600
2033103,20331,3,1,4,43,0,1483196400,2524575600
2033201,20332,1,1,4,41,0,1483196400,2524575600
2033202,20332,2,1,4,42,0,1483196400,2524575600
2033203,20332,3,1,4,43,0,1483196400,2524575600
2033301,20333,1,1,4,41,0,1483196400,2524575600
2033302,20333,2,1,4,42,0,1483196400,2524575600
2033303,20333,3,1,4,43,0,1483196400,2524575600
2033401,20334,1,1,4,41,0,1483196400,2524575600
2033402,20334,2,1,4,42,0,1483196400,2524575600
2033403,20334,3,1,4,43,0,1483196400,2524575600
2033501,20335,1,1,4,41,0,1483196400,2524575600
2033502,20335,2,1,4,42,0,1483196400,2524575600
2033503,20335,3,1,4,43,0,1483196400,2524575600
2033601,20336,1,1,4,41,0,1483196400,2524575600
2033602,20336,2,1,4,42,0,1483196400,2524575600
2033603,20336,3,1,4,43,0,1483196400,2524575600
2033701,20337,1,1,4,41,0,1483196400,2524575600
2033702,20337,2,1,4,42,0,1483196400,2524575600
2033703,20337,3,1,4,43,0,1483196400,2524575600
2033801,20338,1,1,4,41,0,1483196400,2524575600
2033802,20338,2,1,4,42,0,1483196400,2524575600
2033803,20338,3,1,4,43,0,1483196400,2524575600
2033901,20339,1,1,4,41,0,1483196400,2524575600
2033902,20339,2,1,4,42,0,1483196400,2524575600
