id,npc_group_id,chara_id,mob_id,race_dress_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id,motivation_min,motivation_max
1011019,0,1011,0,101101,322,297,311,331,340,1,7,7,7,2,6,7,2,7,1,1101101,4,5
1011020,0,1011,0,101101,363,335,351,374,384,1,7,7,7,2,6,7,2,7,1,1101101,4,5
1011021,0,1011,0,101101,319,294,307,326,335,1,7,7,7,2,6,7,2,7,1,1101101,4,5
1011022,0,1011,0,101101,315,290,304,324,333,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011023,0,1011,0,101101,363,335,351,374,384,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011024,0,1011,0,101101,363,335,351,374,384,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011025,0,1011,0,101101,315,290,304,324,333,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011026,0,1011,0,101101,387,357,374,398,410,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011027,0,1011,0,101101,411,379,398,423,435,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011028,0,1011,0,101101,411,379,398,423,435,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011029,0,1011,0,101101,300,277,290,309,317,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011030,0,1011,0,101101,387,357,374,398,410,1,7,7,7,2,7,7,2,7,1,1101101,4,5
1011100,0,1011,0,101,235,217,228,242,249,1,7,7,7,2,7,7,2,7,1,0,3,5
1011101,0,1011,0,101101,252,217,255,242,249,1,7,7,7,2,7,6,2,7,1,9041,3,5
1011102,0,1011,0,101116,252,217,255,242,249,1,7,7,7,2,6,7,2,7,1,9064,3,5
1011103,0,1011,0,101101,252,217,255,242,249,1,7,7,7,2,6,7,2,7,1,9104,3,5
1011900,0,1011,0,101101,297,164,309,228,251,5,7,7,6,2,7,7,2,7,5,1101101,4,5
1012001,0,1012,0,101201,327,294,352,220,288,6,6,7,6,1,6,5,7,7,1,1101201,4,5
1012002,0,1012,0,101201,332,300,358,226,294,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012003,0,1012,0,101201,327,294,352,220,288,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012004,0,1012,0,101201,308,278,332,210,273,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012005,0,1012,0,101201,327,294,352,220,288,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012006,0,1012,0,101201,310,279,333,209,273,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012007,0,1012,0,101201,327,294,352,220,288,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012008,0,1012,0,101201,352,318,382,234,311,6,6,7,5,1,6,5,7,7,1,1101201,4,5
1012009,0,1012,0,101201,331,311,359,229,293,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012010,0,1012,0,101201,355,320,385,236,314,6,6,7,7,1,6,5,7,7,1,1101201,4,5
1012011,0,1012,0,101201,382,339,413,250,335,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012012,0,1012,0,101201,398,359,431,264,351,6,7,7,5,1,7,5,7,7,1,1101201,4,5
1012013,0,1012,0,101201,400,361,433,266,353,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012014,0,1012,0,101201,400,361,433,266,353,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012015,0,1012,0,101201,358,323,387,238,316,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012016,0,1012,0,101201,379,339,410,250,332,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012017,0,1012,0,101201,329,296,356,218,290,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012018,0,1012,0,101201,376,339,408,250,332,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012019,0,1012,0,101201,371,335,402,246,328,6,6,7,7,1,7,5,7,7,1,1101201,4,5
1012020,0,1012,0,101201,358,323,387,238,316,6,6,7,7,1,7,5,7,7,1,1101201,4,5
1012021,0,1012,0,101201,398,359,431,264,351,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012022,0,1012,0,101201,398,359,431,264,351,6,7,7,5,1,7,5,7,7,1,1101201,4,5
1012023,0,1012,0,101201,398,359,431,264,351,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012024,0,1012,0,101201,379,342,410,252,335,6,6,7,7,1,7,5,7,7,1,1101201,4,5
1012025,0,1012,0,101201,352,318,382,234,311,6,7,7,5,1,7,5,7,7,1,1101201,4,5
1012026,0,1012,0,101201,379,342,410,252,335,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012027,0,1012,0,101201,352,318,382,234,311,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012028,0,1012,0,101201,392,354,425,260,346,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012029,0,1012,0,101201,352,318,382,234,311,6,6,7,5,1,7,5,7,7,1,1101201,4,5
1012030,0,1012,0,101201,265,239,287,176,234,6,6,7,7,1,7,5,7,7,1,1101201,4,5
1012100,0,1012,0,101,214,193,231,144,189,6,6,7,5,1,7,5,7,7,7,0,3,5
1012101,0,1012,0,101201,262,230,299,144,294,6,6,7,5,1,7,5,7,7,7,1101201,3,5
1012900,0,1012,0,101201,247,228,239,254,261,6,6,7,5,1,7,5,7,7,6,1101201,4,5
1013001,0,1013,0,101301,316,341,262,252,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013002,0,1013,0,101301,315,341,261,253,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013003,0,1013,0,101301,342,368,284,274,350,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013004,0,1013,0,101301,342,368,283,274,351,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013005,0,1013,0,101301,337,364,281,270,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013006,0,1013,0,101301,317,342,262,253,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013007,0,1013,0,101301,315,341,261,253,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013008,0,1013,0,101301,342,368,283,274,351,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013009,0,1013,0,101301,319,344,265,256,326,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013010,0,1013,0,101301,315,341,261,253,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013011,0,1013,0,101301,342,368,283,274,351,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013012,0,1013,0,101301,315,341,261,253,324,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013013,0,1013,0,101301,381,412,318,305,391,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013015,0,1013,0,101301,349,378,289,280,359,1,6,7,7,2,2,6,7,7,3,1101302,4,5
1013016,0,1013,0,101302,296,320,246,236,303,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013017,0,1013,0,101302,376,406,312,300,385,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013018,0,1013,0,101302,385,415,319,307,394,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013019,0,1013,0,101301,345,372,286,275,353,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013020,0,1013,0,101302,330,355,273,263,337,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013021,0,1013,0,101301,386,417,317,307,396,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013022,0,1013,0,101301,389,420,320,309,399,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013023,0,1013,0,101301,389,420,320,309,399,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013024,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013025,0,1013,0,101301,363,392,298,288,372,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013026,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013027,0,1013,0,101301,334,361,275,266,343,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013028,0,1013,0,101301,401,434,330,319,412,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013029,0,1013,0,101301,401,434,330,319,412,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013030,0,1013,0,101301,316,342,260,251,325,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013031,0,1013,0,101302,389,420,320,309,399,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013032,0,1013,0,101302,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013033,0,1013,0,101302,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101303,4,5
1013034,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013035,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013036,0,1013,0,101301,311,336,256,247,319,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013037,0,1013,0,101301,308,333,253,245,317,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013038,0,1013,0,101301,303,328,249,241,311,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013039,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013040,0,1013,0,101301,334,378,275,258,343,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013041,0,1013,0,101301,350,378,288,278,359,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013042,0,1013,0,101301,334,361,275,266,343,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013043,0,1013,0,101301,350,378,288,278,359,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013044,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013045,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013046,0,1013,0,101301,311,336,256,247,319,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013047,0,1013,0,101301,308,333,253,245,317,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013048,0,1013,0,101301,332,358,273,264,340,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013049,0,1013,0,101301,427,462,351,340,439,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013050,0,1013,0,101301,435,470,351,340,439,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013051,0,1013,0,101301,438,473,360,348,450,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013052,0,1013,0,101301,363,392,298,288,372,1,2,7,7,6,7,4,2,7,3,1101301,4,5
1013053,0,1013,0,101301,389,420,320,309,399,1,2,7,7,6,7,4,2,7,7,1101301,4,5
1013054,0,1013,0,101301,337,364,277,268,346,1,2,7,7,6,7,4,2,7,7,1101301,4,5
1013100,0,1013,0,101,259,280,214,207,266,1,2,7,7,6,7,4,2,7,7,0,3,5
1013101,0,1013,0,101301,259,280,214,207,266,1,2,7,7,6,7,4,2,7,7,9039,3,5
1013102,0,1013,0,101301,333,334,224,217,295,1,2,7,7,6,7,4,2,7,7,9056,3,5
1013103,0,1013,0,101330,259,280,214,207,266,1,2,7,7,6,7,4,2,7,7,9066,3,5
1013104,0,1013,0,101301,259,280,214,207,266,1,2,7,7,6,7,4,2,7,7,9097,3,5
1013900,0,1013,0,101301,270,244,292,181,239,6,6,7,7,6,7,4,2,7,6,1101301,4,5
1014001,0,1014,0,101401,309,292,292,313,301,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014002,0,1014,0,101401,308,291,291,312,299,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014003,0,1014,0,101401,312,295,295,316,303,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014004,0,1014,0,101401,304,287,287,309,296,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014005,0,1014,0,101401,304,287,287,309,296,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014006,0,1014,0,101401,307,290,290,311,300,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014007,0,1014,0,101401,307,290,290,311,300,5,7,7,6,3,7,6,5,7,6,1101401,4,5
1014008,0,1014,0,101401,333,314,314,337,323,5,7,7,7,3,7,6,5,7,6,1101401,4,5
1014009,0,1014,0,101401,343,322,322,348,332,6,7,7,6,3,7,6,5,7,7,1101401,4,5
1014010,0,1014,0,101401,328,308,308,333,317,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014011,0,1014,0,101401,328,308,308,333,317,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014012,0,1014,0,101401,378,356,356,384,366,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014013,0,1014,0,101401,277,261,261,282,268,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014014,0,1014,0,101401,378,356,356,384,366,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014015,0,1014,0,101401,403,379,379,410,390,6,7,7,7,3,7,7,5,7,7,1101401,4,5
1014016,0,1014,0,101401,403,379,379,410,390,6,7,7,6,3,7,7,5,7,7,1101401,4,5
1014017,0,1014,0,101401,373,351,351,379,361,6,7,7,7,3,7,7,5,7,7,1101401,4,5
1014100,0,1014,0,101,245,231,231,249,238,6,7,7,6,3,7,7,5,7,7,0,3,5
1014101,0,1014,0,101401,245,231,242,249,238,6,7,7,6,7,6,6,5,7,7,9028,3,5
1014102,0,1014,0,101416,245,231,242,249,238,6,7,7,6,3,6,7,5,7,7,9063,3,5
1014900,0,1014,0,101401,264,285,218,211,271,6,7,7,6,3,7,7,5,7,6,1101401,4,5
1015001,0,1015,0,101501,309,331,286,298,277,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015002,0,1015,0,101501,418,448,388,404,376,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015003,0,1015,0,101501,375,401,347,362,337,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015004,0,1015,0,101501,367,394,340,354,329,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015005,0,1015,0,101501,309,331,286,298,277,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015006,0,1015,0,101501,322,344,298,310,288,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015007,0,1015,0,101501,323,346,299,311,289,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015008,0,1015,0,101501,313,335,290,302,281,1,3,7,7,5,7,6,1,7,3,1101501,5,5
1015009,0,1015,0,101501,313,335,290,302,281,1,3,7,7,5,7,6,1,7,3,1101501,5,5
1015010,0,1015,0,101501,313,335,290,302,281,1,3,7,7,5,7,6,1,7,3,1101501,5,5
1015011,0,1015,0,101501,306,305,283,288,299,1,3,7,7,5,7,6,1,7,3,1101501,5,5
1015012,0,1015,0,101501,376,403,349,364,339,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015013,0,1015,0,101501,338,362,314,327,304,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015014,0,1015,0,101501,344,369,319,332,310,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015015,0,1015,0,101501,355,380,330,343,320,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015016,0,1015,0,101501,347,372,322,336,312,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015017,0,1015,0,101501,341,366,317,330,307,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015018,0,1015,0,101501,310,332,287,299,279,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015019,0,1015,0,101501,353,377,327,340,318,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015020,0,1015,0,101501,538,536,498,507,526,1,3,7,7,5,7,6,1,7,3,1101502,4,5
1015021,0,1015,0,101501,381,380,353,359,372,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015022,0,1015,0,101501,318,316,294,299,310,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015023,0,1015,0,101501,381,380,353,359,372,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015024,0,1015,0,101501,343,342,315,320,332,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015025,0,1015,0,101501,343,342,315,320,332,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015026,0,1015,0,101501,343,342,315,320,332,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015027,0,1015,0,101501,318,316,294,296,308,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015028,0,1015,0,101501,333,331,308,313,325,1,7,7,7,5,7,7,1,7,7,1101501,4,5
1015029,0,1015,0,101501,467,463,430,437,454,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015030,0,1015,0,101501,368,367,341,347,360,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015031,0,1015,0,101501,351,349,324,330,342,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015032,0,1015,0,101501,333,331,308,313,325,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015033,0,1015,0,101501,455,453,421,428,444,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015034,0,1015,0,101501,455,458,418,428,441,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015035,0,1015,0,101501,419,430,388,394,409,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015036,0,1015,0,101501,422,417,390,394,409,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015037,0,1015,0,101501,455,453,421,428,444,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015038,0,1015,0,101501,422,417,390,394,409,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015039,0,1015,0,101501,422,420,390,397,412,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015040,0,1015,0,101501,372,372,345,351,365,1,3,7,7,5,7,6,1,7,3,1101501,4,5
1015041,0,1015,0,101501,373,372,345,351,365,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015042,0,1015,0,101501,373,372,345,351,365,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015043,0,1015,0,101501,376,374,348,354,367,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015044,0,1015,0,101501,378,377,350,356,370,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015045,0,1015,0,101501,356,354,329,335,347,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015046,0,1015,0,101501,356,354,329,335,347,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015047,0,1015,0,101501,356,354,329,335,347,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015048,0,1015,0,101501,318,316,294,299,310,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015049,0,1015,0,101501,315,314,291,296,308,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015050,0,1015,0,101501,356,354,329,335,347,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015051,0,1015,0,101501,330,329,306,311,322,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015052,0,1015,0,101501,330,329,306,311,322,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015053,0,1015,0,101501,432,430,400,406,422,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015054,0,1015,0,101501,330,329,306,311,322,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015055,0,1015,0,101501,432,430,400,406,422,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015056,0,1015,0,101501,432,430,400,406,422,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015057,0,1015,0,101501,394,392,364,370,384,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015058,0,1015,0,101501,406,405,376,382,397,1,3,7,7,5,7,7,1,7,7,1101501,4,5
1015100,0,1015,0,101,259,277,238,249,231,1,3,7,7,5,7,7,1,7,7,0,3,5
1015101,0,1015,0,101501,259,277,238,249,231,1,3,7,7,5,7,7,1,7,7,1101501,3,5
1015900,0,1015,0,101501,257,242,242,261,249,6,6,7,7,5,7,7,1,7,6,1101501,4,5
1016001,0,1016,0,101601,318,329,318,264,280,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016002,0,1016,0,101601,431,440,424,352,375,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016003,0,1016,0,101601,345,352,339,283,299,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016004,0,1016,0,101601,314,325,314,259,276,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016005,0,1016,0,101601,314,325,314,259,276,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016006,0,1016,0,101601,346,358,346,287,304,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016007,0,1016,0,101601,256,265,256,211,225,6,6,7,7,4,7,6,2,7,1,1101601,2,2
1016008,0,1016,0,101601,304,315,304,251,267,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016009,0,1016,0,101601,314,325,314,259,276,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016010,0,1016,0,101601,300,310,300,247,264,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016011,0,1016,0,101601,300,310,300,247,264,6,6,7,7,4,7,6,2,7,1,1101601,4,5
1016012,0,1016,0,101601,361,375,361,316,296,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016013,0,1016,0,101601,377,378,377,318,298,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016014,0,1016,0,101601,374,373,374,316,296,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016015,0,1016,0,101601,374,373,374,316,296,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016016,0,1016,0,101601,648,671,648,572,540,6,6,8,8,4,6,7,2,7,1,1101602,5,5
1016017,0,1016,0,101601,653,676,653,577,544,6,6,8,8,4,6,7,2,7,1,1101602,5,5
1016018,0,1016,0,101601,836,682,816,579,546,6,6,8,8,4,7,6,2,7,1,1101603,5,5
1016019,0,1016,0,101601,468,486,468,409,383,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016020,0,1016,0,101601,546,594,546,477,447,6,6,7,7,4,6,7,2,7,1,1101601,5,5
1016021,0,1016,0,101601,247,257,247,216,202,6,6,7,7,4,7,7,2,7,1,1101601,1,2
1016022,0,1016,0,101601,257,267,257,225,211,6,6,7,7,4,7,7,2,7,1,1101601,1,2
1016023,0,1016,0,101601,359,375,359,316,294,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016024,0,1016,0,101601,364,378,364,318,298,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016025,0,1016,0,101601,351,392,351,318,288,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016026,0,1016,0,101601,356,370,356,311,292,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016027,0,1016,0,101601,387,402,387,338,317,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016028,0,1016,0,101601,390,405,390,341,320,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016029,0,1016,0,101601,390,405,390,341,320,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016030,0,1016,0,101601,393,408,393,343,322,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016031,0,1016,0,101601,325,338,325,284,266,7,6,7,7,4,7,7,2,7,1,1101601,4,5
1016032,0,1016,0,101601,341,354,341,297,279,6,6,7,7,4,7,7,2,7,1,1101601,4,5
1016100,0,1016,0,101,263,273,263,217,231,6,6,7,7,4,7,7,2,7,1,0,3,5
1016101,0,1016,0,101601,263,273,263,217,231,6,6,7,7,4,7,6,2,7,1,9038,3,5
1016900,0,1016,0,101601,259,277,238,249,231,6,6,7,7,4,7,7,2,7,6,1101601,4,5
1017001,0,1017,0,101701,305,305,290,265,325,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017002,0,1017,0,101701,305,305,290,265,325,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017003,0,1017,0,101701,378,378,360,329,403,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017004,0,1017,0,101701,354,354,340,305,371,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017005,0,1017,0,101701,339,339,326,292,355,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017006,0,1017,0,101701,349,349,335,301,366,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017007,0,1017,0,101701,506,506,486,436,530,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017008,0,1017,0,101701,544,544,510,458,557,3,6,7,7,6,7,6,5,7,1,1101702,4,5
1017009,0,1017,0,101701,339,339,326,292,355,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017010,0,1017,0,101701,359,359,345,310,376,3,6,7,7,6,7,6,5,7,1,1101701,4,5
1017011,0,1017,0,101701,405,405,389,349,424,3,6,7,7,6,7,7,5,7,1,1101701,4,5
1017100,0,1017,0,101,266,266,252,231,284,3,6,7,7,6,7,7,5,7,1,0,3,5
1017101,0,1017,0,101701,266,266,252,231,284,3,6,7,7,6,7,7,5,7,1,9084,3,5
1017102,0,1017,0,101701,266,266,252,231,284,3,6,7,7,6,6,7,5,7,1,9123,3,5
1017900,0,1017,0,101701,265,275,265,218,232,6,6,7,7,6,7,7,5,7,6,1101701,4,5
1018001,0,1018,0,101801,295,265,301,309,327,5,6,7,3,4,7,6,1,7,1,1101801,4,5
1018002,0,1018,0,101801,295,265,301,309,327,5,6,7,3,4,7,6,1,7,1,1101801,4,5
1018003,0,1018,0,101801,253,228,258,265,280,5,4,7,7,4,6,7,1,7,1,1101802,4,5
1018004,0,1018,0,101801,276,248,282,289,306,5,4,7,7,4,6,7,1,7,1,1101802,4,5
1018005,0,1018,0,101801,284,255,290,298,315,5,4,7,7,4,6,7,1,7,1,1101802,4,5
1018006,0,1018,0,101801,292,262,298,306,323,5,4,7,7,4,6,7,1,7,1,1101802,4,5
1018007,0,1018,0,101801,353,317,361,369,391,5,4,7,7,4,6,7,1,7,1,1101802,4,5
1018008,0,1018,0,101801,319,285,325,335,354,5,6,7,6,4,7,7,1,7,1,1101801,4,5
1018009,0,1018,0,101801,342,306,349,358,380,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018010,0,1018,0,101801,331,296,338,347,368,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018011,0,1018,0,101801,308,276,314,323,342,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018012,0,1018,0,101801,337,301,344,354,375,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018013,0,1018,0,101801,307,274,313,322,342,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018014,0,1018,0,101801,326,291,332,342,363,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018015,0,1018,0,101801,299,268,306,314,333,5,6,7,6,4,7,7,1,7,1,1101801,4,5
1018016,0,1018,0,101801,302,272,309,317,336,5,6,7,6,4,7,7,1,7,1,1101801,4,5
1018017,0,1018,0,101801,237,212,242,249,264,5,6,7,6,4,7,7,1,7,1,1101801,4,5
1018018,0,1018,0,101801,356,318,363,374,396,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018019,0,1018,0,101801,315,282,322,331,351,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018020,0,1018,0,101801,351,314,358,369,391,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018021,0,1018,0,101801,297,266,304,312,331,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018022,0,1018,0,101801,297,266,304,312,331,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018023,0,1018,0,101801,297,266,304,312,331,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018024,0,1018,0,101801,521,466,532,548,581,5,6,7,3,4,7,7,1,7,1,1101801,4,5
1018025,0,1018,0,101801,325,291,332,341,362,5,6,7,3,4,7,7,1,7,1,1101801,4,5
