id,sheet_id,se_cue_name,se_cuesheet_name,chara_index,voice_trigger_id
290,Suc02_106020_001_02_000,snd_sfx_trc_106020_001_02_000_suc02,snd_sfx_trainingcut_007,0,0
291,Bad01_106030_001_02_000,snd_sfx_trc_106030_001_02_000_bad01,snd_sfx_trainingcut_007,0,0
292,Suc01_106030_001_02_000,snd_sfx_trc_106030_001_02_000_suc01,snd_sfx_trainingcut_007,0,0
293,Suc02_106030_001_02_000,snd_sfx_trc_106030_001_02_000_suc02,snd_sfx_trainingcut_007,0,0
294,Bad01_106250_001_02_000,snd_sfx_trc_106250_001_02_000_bad01,snd_sfx_trainingcut_007,0,0
295,Suc01_106250_001_02_000,snd_sfx_trc_106250_001_02_000_suc01,snd_sfx_trainingcut_007,0,0
296,Suc02_106250_001_02_000,snd_sfx_trc_106250_001_02_000_suc02,snd_sfx_trainingcut_007,0,0
297,Bad01_106230_001_02_000,snd_sfx_trc_106230_001_02_000_bad01,snd_sfx_trainingcut_007,0,0
298,Suc01_106230_001_02_000,snd_sfx_trc_106230_001_02_000_suc01,snd_sfx_trainingcut_007,0,0
299,Suc02_106230_001_02_000,snd_sfx_trc_106230_001_02_000_suc02,snd_sfx_trainingcut_007,0,0
300,Bad01_106240_001_02_000,snd_sfx_trc_106240_001_02_000_bad01,snd_sfx_trainingcut_007,0,0
301,Suc01_106240_001_02_000,snd_sfx_trc_106240_001_02_000_suc01,snd_sfx_trainingcut_007,0,0
302,Suc02_106240_001_02_000,snd_sfx_trc_106240_001_02_000_suc02,snd_sfx_trainingcut_007,0,0
303,Bad01_107011_001_02_000,snd_sfx_trc_107011_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
304,Suc01_107011_001_02_000,snd_sfx_trc_107011_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
305,Bad01_107012_001_02_000,snd_sfx_trc_107012_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
306,Suc01_107012_001_02_000,snd_sfx_trc_107012_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
307,Suc01_107013_001_02_000,snd_sfx_trc_107013_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
308,Bad01_107013_001_02_001,snd_sfx_trc_107013_001_02_001_bad01,snd_sfx_trainingcut_011,0,0
309,Bad01_107013_001_02_002,snd_sfx_trc_107013_001_02_002_bad01,snd_sfx_trainingcut_011,0,0
310,Bad01_107021_001_02_000,snd_sfx_trc_107021_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
311,Suc01_107021_001_02_000,snd_sfx_trc_107021_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
312,Bad01_107022_001_02_000,snd_sfx_trc_107022_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
313,Suc01_107022_001_02_000,snd_sfx_trc_107022_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
314,Bad01_107023_001_02_000,snd_sfx_trc_107023_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
315,Suc01_107023_001_02_000,snd_sfx_trc_107023_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
316,Bad01_107031_001_02_000,snd_sfx_trc_107031_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
317,Suc01_107031_001_02_000,snd_sfx_trc_107031_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
318,Bad01_107032_001_02_000,snd_sfx_trc_107032_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
319,Suc01_107032_001_02_000,snd_sfx_trc_107032_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
320,Bad01_107033_001_02_000,snd_sfx_trc_107033_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
321,Suc01_107033_001_02_000,snd_sfx_trc_107033_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
322,Bad01_107041_001_02_000,snd_sfx_trc_107041_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
323,Suc01_107041_001_02_000,snd_sfx_trc_107041_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
324,Bad01_107042_001_02_000,snd_sfx_trc_107042_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
325,Suc01_107042_001_02_000,snd_sfx_trc_107042_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
326,Bad01_107043_001_02_000,snd_sfx_trc_107043_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
327,Suc01_107043_001_02_000,snd_sfx_trc_107043_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
328,Bad01_107051_001_02_000,snd_sfx_trc_107051_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
329,Suc01_107051_001_02_000,snd_sfx_trc_107051_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
330,Bad01_107052_001_02_000,snd_sfx_trc_107052_001_02_000_bad01,snd_sfx_trainingcut_011,0,0
331,Suc01_107052_001_02_000,snd_sfx_trc_107052_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
332,Suc01_107053_001_02_000,snd_sfx_trc_107053_001_02_000_suc01,snd_sfx_trainingcut_011,0,0
333,Bad01_107053_001_02_001,snd_sfx_trc_107053_001_02_001_bad01,snd_sfx_trainingcut_011,0,0
334,Bad01_107053_001_02_002,snd_sfx_trc_107053_001_02_002_bad01,snd_sfx_trainingcut_011,0,0
335,Suc01_108010_001_01_001,snd_sfx_trc108010_01_001,snd_sfx_trainingcut_011,0,0
336,Suc01_108010_001_01_002,snd_sfx_trc108010_01_002,snd_sfx_trainingcut_011,0,0
337,Suc01_108010_001_01_003,snd_sfx_trc108010_01_003,snd_sfx_trainingcut_011,0,0
338,Suc01_108010_001_01_004,snd_sfx_trc108010_01_004,snd_sfx_trainingcut_011,0,0
339,Suc01_108020_001_01_001,snd_sfx_trc108020_01_001,snd_sfx_trainingcut_011,0,0
340,Suc01_108020_001_01_002,snd_sfx_trc108020_01_002,snd_sfx_trainingcut_011,0,0
341,Suc01_108020_001_01_003,snd_sfx_trc108020_01_003,snd_sfx_trainingcut_011,0,0
342,Suc01_108030_001_01_001,snd_sfx_trc108030_01_001,snd_sfx_trainingcut_011,0,0
343,Suc01_108030_001_01_002,snd_sfx_trc108030_01_002,snd_sfx_trainingcut_011,0,0
344,Suc01_108030_001_01_003,snd_sfx_trc108030_01_003,snd_sfx_trainingcut_011,0,0
345,Suc01_108030_001_01_004,snd_sfx_trc108030_01_004,snd_sfx_trainingcut_011,0,0
346,Suc01_108030_001_01_005,snd_sfx_trc108030_01_005,snd_sfx_trainingcut_011,0,0
347,Suc01_108040_001_01_001,snd_sfx_trc108040_01_001,snd_sfx_trainingcut_011,0,0
348,Suc01_108040_001_01_002,snd_sfx_trc108040_01_002,snd_sfx_trainingcut_011,0,0
349,Suc01_108040_001_01_003,snd_sfx_trc108040_01_003,snd_sfx_trainingcut_011,0,0
350,Suc01_108040_001_01_004,snd_sfx_trc108040_01_004,snd_sfx_trainingcut_011,0,0
351,Bad01_107010_001_01_000,trc_102010_001_01_000_bad,snd_sfx_training_000,0,0
352,Suc01_107010_001_01_000,trc_102010_001_01_000_suc,snd_sfx_training_000,0,0
353,Bad01_107010_001_02_000,trc_102010_001_02_000_bad,snd_sfx_training_000,0,0
354,Suc01_107010_001_02_000,trc_102010_001_02_000_suc,snd_sfx_training_000,0,0
355,Bad01_107020_001_01_000,trc_102020_001_01_000_bad,snd_sfx_training_000,0,0
356,Suc01_107020_001_01_000,trc_102020_001_01_000_suc,snd_sfx_training_000,0,0
357,Bad01_107020_001_02_000,trc_102020_001_02_000_bad,snd_sfx_training_000,0,0
358,Suc01_107020_001_02_000,trc_102020_001_02_000_suc,snd_sfx_training_000,0,0
359,Bad01_107030_001_01_001,trc_102030_001_01_001_bad,snd_sfx_training_000,0,0
360,Bad01_107030_001_01_002,trc_102030_001_01_002_bad,snd_sfx_training_000,0,0
361,Suc01_107030_001_01_001,trc_102030_001_01_001_suc,snd_sfx_training_000,0,0
362,Suc01_107030_001_01_002,trc_102030_001_01_002_suc,snd_sfx_training_000,0,0
363,Bad01_107030_001_02_001,trc_102030_001_02_001_bad,snd_sfx_training_000,0,0
364,Bad01_107030_001_02_002,trc_102030_001_02_002_bad,snd_sfx_training_000,0,0
365,Suc01_107030_001_02_001,trc_102030_001_02_001_suc,snd_sfx_training_000,0,0
366,Suc01_107030_001_02_002,trc_102030_001_02_002_suc,snd_sfx_training_000,0,0
367,Suc01_107030_001_01_003,trc_102030_001_01_003_suc,snd_sfx_training_000,0,0
368,Bad01_107030_001_01_003,trc_102030_001_01_003_bad,snd_sfx_training_000,0,0
369,Suc01_107030_001_02_003,trc_102030_001_02_003_suc,snd_sfx_training_000,0,0
370,Bad01_107030_001_02_003,trc_102030_001_02_003_bad,snd_sfx_training_000,0,0
371,Bad01_107040_001_01_000,trc_102040_001_01_000_bad,snd_sfx_training_000,0,0
372,Suc01_107040_001_01_000,trc_102040_001_01_000_suc,snd_sfx_training_000,0,0
373,Bad01_107040_001_02_001,trc_102040_001_02_001_bad,snd_sfx_training_000,0,0
374,Suc01_107040_001_02_001,trc_102040_001_02_001_suc,snd_sfx_training_000,0,0
375,Bad01_107040_001_02_002,trc_102040_001_02_002_bad,snd_sfx_training_000,0,0
376,Suc01_107040_001_02_002,trc_102040_001_02_002_suc,snd_sfx_training_000,0,0
377,Bad01_107040_001_02_003,trc_102040_001_02_003_bad,snd_sfx_training_000,0,0
378,Suc01_107040_001_02_003,trc_102040_001_02_003_suc,snd_sfx_training_000,0,0
379,Bad01_107040_001_02_004,trc_102040_001_02_004_bad,snd_sfx_training_000,0,0
380,Suc01_107040_001_02_004,trc_102040_001_02_004_suc,snd_sfx_training_000,0,0
381,Bad01_107040_001_02_005,trc_102040_001_02_005_bad,snd_sfx_training_000,0,0
382,Suc01_107040_001_02_005,trc_102040_001_02_005_suc,snd_sfx_training_000,0,0
383,Bad01_107040_001_02_006,trc_102040_001_02_006_bad,snd_sfx_training_000,0,0
384,Suc01_107040_001_02_006,trc_102040_001_02_006_suc,snd_sfx_training_000,0,0
385,Bad01_107050_001_01_000,trc_102050_001_01_000_bad,snd_sfx_training_000,0,0
386,Suc01_107050_001_01_000,trc_102050_001_01_000_suc,snd_sfx_training_000,0,0
387,Bad01_107050_001_02_000,trc_102050_001_02_000_bad,snd_sfx_training_000,0,0
388,Suc01_107050_001_02_000,trc_102050_001_02_000_suc,snd_sfx_training_000,0,0
389,Suc01_109010_001_01_001,snd_sfx_trc_109010_001_01_001,snd_sfx_trainingcut_012,0,0
390,Suc01_109010_001_01_002,snd_sfx_trc_109010_001_01_002,snd_sfx_trainingcut_012,0,0
391,Suc01_109010_001_01_003,snd_sfx_trc_109010_001_01_003,snd_sfx_trainingcut_012,0,0
392,Suc01_109020_001_02_001,snd_sfx_trc_109020_001_02_001,snd_sfx_trainingcut_012,0,0
393,Suc01_109020_001_02_002,snd_sfx_trc_109020_001_02_002,snd_sfx_trainingcut_012,0,0
394,Suc01_109020_001_02_003,snd_sfx_trc_109020_001_02_003,snd_sfx_trainingcut_012,0,0
395,Suc01_109030_001_06_001,snd_sfx_trc_109030_001_06_001,snd_sfx_trainingcut_012,0,0
396,Suc01_109030_001_06_002,snd_sfx_trc_109030_001_06_002,snd_sfx_trainingcut_012,0,0
397,Suc01_109030_001_06_003,snd_sfx_trc_109030_001_06_003,snd_sfx_trainingcut_012,0,0
398,Suc01_109030_001_06_004,snd_sfx_trc_109030_001_06_004,snd_sfx_trainingcut_012,0,0
