id,reward_set,is_pickup,base_point,reward_item_id,reward_item_category,reward_item_num
20030164,2003,0,65600,211,179,1
20030165,2003,0,66000,13,11,5
20030166,2003,0,66400,43,90,15
20030167,2003,0,66800,95,34,1
20030168,2003,0,67200,59,91,12000
20030169,2003,0,67600,1,11,5
20030170,2003,1,68000,41,40,1
20030171,2003,0,68400,43,90,15
20030172,2003,0,68800,116,150,1
20030173,2003,0,69200,44,93,2
20030174,2003,0,69600,163,11,1
20030175,2003,0,70000,7,11,5
20030176,2003,0,70400,116,150,1
20030177,2003,0,70800,59,91,12000
20030178,2003,0,71200,10,11,5
20030179,2003,0,71600,32,20,1
20030180,2003,0,72000,59,91,12000
20030181,2003,0,72400,32,20,1
20030182,2003,0,72800,43,90,15
20030183,2003,0,73200,211,179,1
20030184,2003,0,73600,59,91,12000
20030185,2003,0,74000,162,11,1
20030186,2003,0,74400,32,20,1
20030187,2003,0,74800,59,91,12000
20030188,2003,0,75200,116,150,1
20030189,2003,0,75600,95,34,1
20030190,2003,0,76000,43,90,15
20030191,2003,0,76400,34,21,1
20030192,2003,0,76800,43,90,15
20030193,2003,0,77200,59,91,12000
20030194,2003,0,77600,95,34,1
20030195,2003,0,78000,211,179,1
20030196,2003,0,78400,211,179,1
20030197,2003,0,78800,95,34,1
20030198,2003,0,79200,34,21,1
20030199,2003,0,79600,59,91,12000
20030200,2003,1,80000,43,90,300
20030201,2003,0,80400,43,90,15
20030202,2003,0,80800,32,20,1
20030203,2003,0,81200,162,11,1
20030204,2003,0,81600,44,93,2
20030205,2003,0,82000,59,91,12000
20030206,2003,0,82400,4,11,5
20030207,2003,0,82800,44,93,2
20030208,2003,0,83200,95,34,1
20030209,2003,0,83600,7,11,5
20030210,2003,0,84000,161,11,1
20030211,2003,0,84400,116,150,1
20030212,2003,0,84800,162,11,1
20030213,2003,0,85200,44,93,2
20030214,2003,0,85600,32,20,1
20030215,2003,0,86000,162,11,1
20030216,2003,0,86400,43,90,15
20030217,2003,0,86800,59,91,12000
20030218,2003,0,87200,44,93,2
20030219,2003,0,87600,116,150,1
20030220,2003,0,88000,211,179,1
20030221,2003,0,88400,44,93,2
20030222,2003,0,88800,43,90,15
20030223,2003,1,89200,111,40,1
20030224,2003,0,89600,162,11,1
20030225,2003,0,90000,44,93,2
20030226,2003,0,90400,43,90,15
20030227,2003,0,90800,44,93,2
20030228,2003,0,91200,34,21,1
20030229,2003,0,91600,32,20,1
20030230,2003,0,92000,163,11,1
20030231,2003,0,92400,43,90,15
20030232,2003,0,92800,59,91,12000
20030233,2003,0,93200,44,93,2
20030234,2003,0,93600,34,21,1
20030235,2003,0,94000,116,150,1
20030236,2003,0,94400,44,93,2
20030237,2003,0,94800,43,90,15
20030238,2003,0,95200,95,34,1
20030239,2003,0,95600,163,11,1
20030240,2003,0,96000,32,20,1
20030241,2003,0,96400,59,91,12000
20030242,2003,0,96800,44,93,2
20030243,2003,0,97200,34,21,1
20030244,2003,0,97600,95,34,1
20030245,2003,0,98000,44,93,2
20030246,2003,0,98400,43,90,15
20030247,2003,0,98800,161,11,2
20030248,2003,0,99200,59,91,12000
20030249,2003,0,99600,44,93,2
20030250,2003,1,100000,149,164,1
20030251,2003,0,100400,43,90,15
20030252,2003,0,100800,32,20,1
20030253,2003,0,101200,59,91,12000
20030254,2003,0,101600,44,93,2
20030255,2003,0,102000,163,11,1
20030256,2003,0,102400,116,150,1
20030257,2003,0,102800,161,11,1
20030258,2003,0,103200,44,93,2
20030259,2003,0,103600,59,91,12000
20030260,2003,0,104000,44,93,2
20030261,2003,0,104400,95,34,1
20030262,2003,0,104800,160,11,2
20030263,2003,0,105200,43,90,15
20030264,2003,0,105600,95,34,1
20030265,2003,0,106000,43,90,15
20030266,2003,0,106400,44,93,2
20030267,2003,0,106800,32,20,1
20030268,2003,0,107200,44,93,2
20030269,2003,0,107600,43,90,15
20030270,2003,0,108000,34,21,1
20030271,2003,0,108400,44,93,2
20030272,2003,0,108800,1,11,5
20030273,2003,0,109200,162,11,1
20030274,2003,0,109600,162,11,1
20030275,2003,0,110000,32,20,1
20030276,2003,0,110400,116,150,1
20030277,2003,0,110800,161,11,1
20030278,2003,0,111200,10,11,5
20030279,2003,0,111600,43,90,15
20030280,2003,0,112000,161,11,4
20030281,2003,0,112400,59,91,12000
20030282,2003,0,112800,44,93,2
20030283,2003,0,113200,116,150,1
20030284,2003,0,113600,160,11,4
20030285,2003,0,114000,163,11,1
20030286,2003,0,114400,163,11,1
20030287,2003,0,114800,119,150,1
20030288,2003,0,115200,161,11,4
20030289,2003,0,115600,43,90,15
20030290,2003,0,116000,34,21,1
20030291,2003,0,116400,32,20,1
20030292,2003,0,116800,95,34,1
20030293,2003,0,117200,44,93,2
20030294,2003,0,117600,116,150,1
20030295,2003,0,118000,163,11,2
20030296,2003,0,118400,43,90,15
20030297,2003,0,118800,95,34,1
20030298,2003,0,119200,44,93,2
20030299,2003,0,119600,163,11,2
20030300,2003,1,120000,43,90,300
99990001,9999,0,999979999,59,91,12000
