id,body_motion,body_motion_type,body_motion_path_segment,body_motion_play_type,face_type,cheek,eye_default,ear_motion,tail_motion,tail_motion_type
1020004,tired02,3,1,2,KomariA,0,1,EarC,,0
1020005,muneate01,3,1,2,IkariA,0,1,EarC,,0
1020006,tekumi06,3,1,2,WaraiA,0,0,EarC,,0
1020007,laugh06,3,1,2,WaraiC,0,1,EarC,,0
1020008,think01,3,1,2,IkariA,0,1,EarC,,0
1020009,think09,3,1,2,JitomeA,0,1,EarC,,0
1020010,udekumi02,3,1,2,KusyoAL,0,0,EarC,,0
1020011,akire06,3,1,2,KomariA,0,0,EarC,,0
1020012,shy05,3,1,2,KusyoAL,0,1,EarC,,0
1020013,soppo10,3,1,2,IkariA,0,1,EarC,,0
1020014,surprise05,3,1,2,KomariC,0,0,EarC,,0
1020015,joke02,3,1,2,WaraiC,0,0,EarC,,0
1020016,advice04,3,1,2,WaraiA,0,0,EarC,,0
1020017,udekumi02,3,1,2,DereA,0,0,EarC,,0
1020018,akire05,3,1,2,KusyoCL,0,0,EarC,,0
1020019,peace02,3,1,2,WaraiC,0,0,EarC,,0
1020020,come04,3,1,2,WaraiA,0,0,EarC,,0
1020021,think01,3,1,2,DoyaA,0,1,EarC,,0
1020022,oh05,3,1,2,WaraiC,0,0,EarC,,0
1020023,koshiate02,3,1,2,DoyaA,0,0,EarC,,0
1020024,gatts03,3,1,2,DoyaA,0,1,EarC,,0
1020025,koshiate09,3,1,2,IkariA,0,1,EarC,,0
1020026,fight06,3,1,2,IkariC,0,0,EarC,,0
1020027,shock04,3,1,2,KomariA,0,1,EarC,,0
1020028,shock02,3,1,2,KanasiC,0,1,EarC,,0
1020029,laugh06,3,1,2,WaraiC,0,1,EarC,,0
1020030,near05,3,1,2,WaraiA,0,0,EarC,,0
1020031,swing02,3,1,2,WaraiA,0,0,EarC,,0
1020032,udekumi02,3,1,2,FutuA,0,0,EarC,,0
1020033,think09,3,1,2,JitomeA,0,1,EarC,,0
1020034,think01,3,1,2,WaraiA,0,0,EarC,,0
1020035,shy05,3,1,2,KusyoAL,0,1,EarC,,0
1020036,soppo05,3,1,2,IkariA,0,1,EarC,,0
1020037,guard04,3,1,2,OdorokiA,0,0,EarC,,0
1020038,surprise05,3,1,2,OdorokiC,0,0,EarC,,0
1020039,akire05,3,1,2,KusyoCL,0,1,EarC,,0
1020040,advice02,3,1,2,JitomeA,0,0,EarC,,0
1020800,good02,3,1,2,WaraiC,0,0,EarC,,0
1020801,sudachi03,3,1,2,KomariA,0,1,EarC,,0
1020802,joke02,3,1,2,KusyoAL,0,0,EarC,,0
1020803,oh11,3,1,2,WaraiC,0,0,EarC,,0
1020804,joy02,3,1,2,WaraiC,0,0,EarC,,0
1020805,clap03,3,1,2,WaraiA,0,0,EarC,,0
1020806,muneate01,3,1,2,KomariC,0,1,EarC,,0
1020807,udekumi02,3,1,2,FutuA,0,0,EarC,,0
1020808,cry06,3,1,2,KanasiC,0,1,EarC,,0
1020809,come04,3,1,2,KomariA,0,0,EarC,,0
1020810,near02,3,1,2,WaraiC,0,0,EarC,,0
1020811,shake01,3,1,2,KomariC,0,0,EarC,,0
1020812,send03,3,1,2,DoyaA,0,0,EarC,,0
1020813,udekumi02,3,1,2,JitomeA,0,0,EarC,,0
1020814,think01,3,1,2,DoyaA,0,0,EarC,,0
1020815,akire06,3,1,2,KusyoCL,0,0,EarC,,0
1020816,advice04,3,1,2,WaraiC,0,0,EarC,,0
1020817,udekumi02,3,1,2,DoyaA,0,0,EarC,,0
1021000,good01,3,1,2,WaraiC,0,0,EarC,,0
1021001,joy06,3,1,2,DoyaA,0,0,EarC,,0
1021002,ikaku02,3,1,2,IkariA,0,0,EarC,,0
1021003,angry02,3,1,2,IkariC,0,0,EarC,,0
1021004,shock06,3,1,2,JitomeA,0,1,EarC,,0
1021005,soppo07,3,1,2,KanasiA,0,1,EarC,,0
1021006,fight04,3,1,2,WaraiA,0,0,EarC,,0
1021007,koshiate02,3,1,2,WaraiC,0,0,EarC,,0
1021008,think09,3,1,2,IkariA,0,1,EarC,,0
1021009,shock07,3,1,2,IkariC,0,1,EarC,,0
1021010,akire02,3,1,2,KusyoCL,0,1,EarC,,0
1021011,udekumi05,3,1,2,KusyoAL,0,0,EarC,,0
1021012,shy05,3,1,2,KusyoAL,0,1,EarC,,0
1021013,surprise10,3,1,2,KomariC,0,0,EarC,,0
1021014,surprise06,3,1,2,KomariC,0,0,EarC,,0
1021015,surprise02,3,1,2,OdorokiC,0,0,EarC,,0
1021016,udekumi05,3,1,2,WaraiA,0,0,EarC,,0
1021017,near06,3,1,2,FutuA,0,0,EarC,,0
1021018,akire04,3,1,2,KomariC,0,1,EarC,,0
1021019,handsup01,3,1,2,WaraiA,0,0,EarC,,0
1021020,near05,3,1,2,FutuA,0,0,EarC,,0
1021021,sorry01,3,1,2,WaraiC,0,0,EarC,,0
1021022,hope03,3,1,2,WaraiC,0,1,EarC,,0
1021023,good01,3,1,2,WaraiC,0,0,EarC,,0
1021024,gatts01,3,1,2,DoyaA,0,1,EarC,,0
1021025,fight07,3,1,2,WaraiA,0,1,EarC,,0
1021026,angry01,3,1,2,IkariA,0,1,EarC,,0
1021027,ng04,3,1,2,IkariA,0,1,EarC,,0
1021028,shock02,3,1,2,KanasiC,0,1,EarC,,0
1021029,shock05,3,1,2,KusyoCL,0,0,EarC,,0
1021030,laugh06,3,1,2,WaraiC,0,0,EarC,,0
1021031,clap05,3,1,2,WaraiC,0,1,EarC,,0
1021032,udekumi05,3,1,2,FutuA,0,0,EarC,,0
1021033,koshiate02,3,1,2,WaraiA,0,1,EarC,,0
1021034,think10,3,1,2,JitomeA,0,1,EarC,,0
1021035,near06,3,1,2,KomariA,0,1,EarC,,0
1021036,shy05,3,1,2,KusyoAL,0,1,EarC,,0
1021037,soppo11,3,1,2,IkariA,0,1,EarC,,0
1021038,surprise06,3,1,2,OdorokiC,0,0,EarC,,0
1021039,surprise08,3,1,2,OdorokiC,0,0,EarC,,0
1021040,akire06,3,1,2,KusyoCL,0,1,EarC,,0
1021041,shock06,3,1,2,KomariC,0,1,EarC,,0
1021800,koshiate02,3,1,2,KusyoAL,0,0,EarC,,0
1021801,koshiate02,3,1,2,WaraiA,0,0,EarC,,0
1021802,shock07_mirror,3,1,2,IkariC,0,1,EarC,,0
1021803,koshiate02,3,1,2,IkariA,0,0,EarC,,0
1021804,think01,3,1,2,WaraiA,0,0,EarC,,0
1021805,udekumi05,3,1,2,WaraiC,0,0,EarC,,0
1021806,akire03,3,1,2,IkariA,0,0,EarC,,0
1021807,tired04,3,1,2,KomariA,0,0,EarC,,0
1021808,oh06,3,1,2,DoyaA,0,0,EarC,,0
1021809,tired02,3,1,2,JitomeA,0,1,EarC,,0
1021810,tired02_mirror,3,1,2,KomariA,0,0,EarC,,0
1021811,ikaku02,3,1,2,DoyaA,0,0,EarC,,0
1021812,gatts02,3,1,2,DoyaA,0,0,EarC,,0
1021813,angry03,3,1,2,KomariC,0,0,EarC,,0
1021814,surprise05,3,1,2,OdorokiA,0,0,EarC,,0
1021815,fight06,3,1,2,KomariC,0,0,EarC,,0
1021816,shock01,3,1,2,KomariC,0,0,EarC,,0
1021817,near06,3,1,2,IkariA,0,0,EarC,,0
1021818,hello03,3,1,2,WaraiA,0,0,EarC,,0
1021819,hope03,3,1,2,IkariA,0,1,EarC,,0
1021820,gatts02_mirror,3,1,2,DoyaA,0,0,EarC,,0
1021821,shock06,3,1,2,IkariA,0,0,EarC,,0
1021822,koshiate02,3,1,2,DoyaA,0,0,EarC,,0
1021823,think09,3,1,2,JitomeA,0,1,EarC,,0
1021824,tired02,3,1,2,IkariA,0,1,EarC,,0
1021825,muneate01,3,1,2,IkariA,0,1,EarC,,0
1021826,pain01,3,1,2,KomariC,0,1,EarC,,0
1021827,stretch05,3,1,1,KusyoAL,0,0,EarC,,0
1021828,udekumi05,3,1,2,IkariA,0,0,EarC,,0
1021829,shock07,3,1,2,KomariC,0,1,EarC,,0
1021830,fight04,3,1,2,IkariA,0,1,EarC,,0
1021831,muneate02,3,1,2,WaraiC,0,0,EarC,,0
1021832,akire04,3,1,2,WaraiA,0,0,EarC,,0
1021833,shock01,3,1,2,KomariC,0,1,EarC,,0
1021834,think01,3,1,2,JitomeA,0,1,EarC,,0
1021835,akire04,3,1,2,KomariC,0,0,EarC,,0
1021836,think09,3,1,2,WaraiC,0,1,EarC,,0
1021837,shake05,3,1,2,KomariC,0,0,EarC,,0
1021838,think01,3,1,2,OdorokiA,0,1,EarC,,0
1021839,pose11,3,1,2,WaraiA,0,0,EarC,,0
1021840,see02,3,1,2,DoyaA,0,1,EarC,,0
1021841,tired08,3,1,2,KomariA,0,1,EarC,,0
1021842,muneate01,3,1,2,DoyaA,0,1,EarC,,0
1021843,ikaku03,3,1,2,IkariA,0,0,EarC,,0
1021844,think09,3,1,2,WaraiA,0,1,EarC,,0
1021845,koshiate02,3,1,2,DereA,0,1,EarC,,0
1021846,gatts06,3,1,2,DoyaA,0,0,EarC,,0
1021847,udekumi05,3,1,2,FutuC,0,0,EarC,,0
1021848,udekumi05,3,1,2,KusyoEL,0,0,EarC,,0
1021849,udekumi05,3,1,2,DoyaA,0,0,EarC,,0
1021850,shock06,3,1,2,IkariA,0,1,EarC,,0
1022000,idea02,3,1,2,WaraiA,0,0,EarC,,0
1022001,hope07,3,1,2,WaraiC,0,0,EarC,,0
1022002,swing02,3,1,2,IkariA,0,0,EarC,,0
1022003,joy01,3,1,2,IkariA,0,0,EarC,,0
1022004,sad02,3,1,2,KomariA,0,1,EarC,,0
1022005,tekumi01,3,1,2,KanasiC,0,1,EarC,,0
1022006,laugh03,3,1,2,FutuA,0,0,EarC,,0
1022007,laugh04,3,1,2,WaraiC,0,0,EarC,,0
1022008,think03,3,1,2,KomariA,0,0,EarC,,0
1022009,think09,3,1,2,KomariC,0,1,EarC,,0
1022010,tekumi04,3,1,2,KusyoAL,0,1,EarC,,0
1022011,tekumi06,3,1,2,KusyoAL,0,0,EarC,,0
1022012,tekumi05,3,1,2,DereA,0,1,EarC,,0
1022013,shy09,3,1,2,KomariC,0,1,EarC,,0
1022014,surprise01,3,1,2,OdorokiA,0,0,EarC,,0
1022015,fight11,3,1,2,OdorokiA,0,0,EarC,,0
1022016,fight09,3,1,2,IkariA,0,0,EarC,,0
1022017,tekumi02,3,1,2,FutuA,0,0,EarC,,0
1022018,koshiate02,3,1,2,KomariA,0,0,EarC,,0
1022019,byebye08,3,1,2,FutuA,0,0,EarC,,0
1022020,yell01,3,1,2,WaraiA,0,0,EarC,,0
1022021,bow07,3,1,2,FutuA,0,0,EarC,,0
1022022,idea01,3,1,2,WaraiC,0,0,EarC,,0
1022800,think03,3,1,2,FutuA,0,0,EarC,,0
1022801,hope07_mirror,3,1,2,WaraiC,0,0,EarC,,0
1022802,tekumi06,3,1,2,WaraiC,0,0,EarC,,0
1022803,think03_mirror,3,1,2,FutuA,0,0,EarC,,0
1022804,fight11,3,1,2,WaraiA,0,0,EarC,,0
1022805,hope01,3,1,2,WaraiC,0,0,EarC,,0
1022806,muneate03,3,1,2,WaraiA,0,0,EarC,,0
1022807,fight01,3,1,2,DoyaA,0,0,EarC,,0
1022808,hope04,3,1,2,FutuA,0,1,EarC,,0
1022809,tekumi06,3,1,2,WaraiA,0,0,EarC,,0
1022810,muneate03,3,1,2,FutuA,0,0,EarC,,0
1022811,hope01,3,1,2,WaraiA,0,0,EarC,,0
1022812,fight11,3,1,2,WaraiC,0,0,EarC,,0
1022813,think09,3,1,2,FutuA,0,1,EarC,,0
1022814,hope04,3,1,2,IkariA,0,1,EarC,,0
1022815,kuchiate04,3,1,2,WaraiA,0,0,EarC,,0
1022816,oh07,3,1,2,WaraiA,0,0,EarC,,0
1022817,tekumi02,3,1,2,DereA,0,0,EarC,,0
1022818,point01,3,1,2,DereA,0,0,EarC,,0
1022819,think03,3,1,2,WaraiA,0,1,EarC,,0
1022820,think09,3,1,2,WaraiA,0,1,EarC,,0
1022821,tekumi02,3,1,2,IkariA,0,0,EarC,,0
1022822,think03,3,1,2,OdorokiA,0,1,EarC,,0
1022823,kuchiate04,3,1,2,WaraiC,0,0,EarC,,0
1022824,fight09,3,1,2,DoyaA,0,0,EarC,,0
1022825,muneate02,3,1,2,WaraiA,0,0,EarC,,0
1022826,koshiate02,3,1,2,WaraiC,0,0,EarC,,0
1022827,fight09,3,1,2,WaraiA,0,0,EarC,,0
1022828,think03,3,1,2,KomariA,0,1,EarC,,0
1023000,koshiate01,3,1,2,WaraiA,0,0,EarC,,0
1023001,muneate01,3,1,2,DoyaA,0,1,EarC,,0
1023002,udekumi01,3,1,2,IkariA,0,0,EarC,,0
1023003,koshiate03,3,1,2,IkariC,0,0,EarC,,0
1023004,soppo11,3,1,2,KanasiA,0,1,EarC,,0
1023005,think07,3,1,2,IkariA,0,1,EarC,,0
1023006,udekumi02,3,1,2,WaraiA,0,0,EarC,,0
1023007,think05,3,1,2,WaraiC,0,1,EarC,,0
1023008,think08,3,1,2,KomariA,0,0,EarC,,0
1023009,pain04,3,1,2,KomariC,0,1,EarC,,0
1023010,koshiate03,3,1,2,KusyoAL,0,0,EarC,,0
1023011,shy05,3,1,2,KusyoAL,0,1,EarC,,0
1023012,tekumi06,3,1,2,DereA,0,0,EarC,,0
1023013,soppo10,3,1,2,KomariC,0,1,EarC,,0
1023014,surprise05,3,1,2,OdorokiA,0,0,EarC,,0
1023015,advice02,3,1,2,FutuA,0,0,EarC,,0
1023016,pain06,3,1,2,KomariA,0,1,EarC,,0
1023017,udekumi02,3,1,2,FutuA,0,0,EarC,,0
1023018,think10,3,1,2,KomariA,0,1,EarC,,0
1023019,muneate05,3,1,2,FutuA,0,0,EarC,,0
1023020,koshiate03,3,1,2,FutuA,0,0,EarC,,0
1023021,hope03,3,1,2,FutuA,0,1,EarC,,0
1023800,idle01,2,1,2,WaraiA,0,0,EarC,,0
1023801,think08,3,1,2,WaraiA,0,0,EarC,,0
1023802,surprise05,3,1,2,KanasiA,0,0,EarC,,0
1023803,think08,3,1,2,KomariA,0,0,EarC,,0
1023804,tekumi06,3,1,2,DereA,0,0,EarC,,0
1023805,soppo11,3,1,2,KanasiA,0,0,EarC,,0
1023806,think05,3,1,2,WaraiC,0,0,EarC,,0
1023807,muneate05,3,1,2,WaraiA,0,0,EarC,,0
1023808,udekumi02,3,1,2,WaraiA,0,0,EarC,,0
1023809,idle02_mirror,2,1,2,DoyaA,0,0,EarC,,0
1023810,think07_mirror,3,1,2,IkariA,0,0,EarC,,0
1023811,surprise05_mirror,3,1,2,OdorokiA,0,0,EarC,,0
1023812,sudachi04,3,1,2,KanasiA,0,0,EarC,,0
1023813,idle01_mirror,2,1,2,OdorokiA,0,0,EarC,,0
1023814,advice02_mirror,3,1,2,WaraiA,0,0,EarC,,0
1023815,sleep05,3,1,1,KanasiC,0,1,EarC,,0
1023816,idle01,2,1,2,KomariA,1,0,EarC,,0
1023817,advice02,3,1,2,WaraiA,0,0,EarC,,0
1023818,koshiate01,3,1,2,KusyoAL,0,0,EarC,,0
1023819,udekumi02,3,1,2,KusyoAL,0,0,EarC,,0
1023820,think08,3,1,2,KusyoAL,0,0,EarC,,0
1023821,think06,3,1,2,IkariA,0,1,EarC,,0
1023822,koshiate01,3,1,2,DoyaA,0,1,EarC,,0
1023823,think08,3,1,2,CloseC,0,0,EarC,,0
1023824,muneate05,3,1,2,CloseC,0,0,EarC,,0
1023825,think08,3,1,2,FutuC,0,0,EarC,,0
1023826,udekumi02,3,1,2,CloseA,0,0,EarC,,0
1023827,udekumi02,3,1,2,WaraiC,0,0,EarC,,0
1023828,pain04,3,1,2,FutuC,0,0,EarC,,0
1023829,think05,3,1,2,WaraiA,0,0,EarC,,0
1023830,sleep05_01,3,1,2,KanasiC,0,1,EarC,,0
1023831,muneate01,3,1,2,WaraiA,0,0,EarC,,0
1023832,koshiate01,3,1,2,CloseA,0,0,EarC,,0
1023833,muneate01,3,1,2,CloseC,0,1,EarC,,0
1023834,think05,3,1,2,CloseA,0,0,EarC,,0
1023835,koshiate01,3,1,2,FutuA,0,0,EarC,,0
1023836,think05,3,1,2,CloseC,0,0,EarC,,0
1023837,check13,3,1,2,WaraiA,0,1,EarC,,0
1023838,advice02,3,1,2,CloseC,0,0,EarC,,0
1023839,advice02,3,1,2,WaraiC,0,0,EarC,,0
1023840,muneate01,3,1,2,CloseE,0,1,EarC,,0
1023841,muneate05,3,1,2,WaraiC,0,0,EarC,,0
1023842,koshiate01,3,1,2,WaraiC,0,0,EarC,,0
1024000,joy01,3,1,2,WaraiA,0,0,EarC,,0
1024001,joy05,3,1,2,WaraiC,0,1,EarC,,0
1024002,fight04,3,1,2,KomariC,0,0,EarC,,0
1024003,near01,3,1,2,IkariC,0,0,EarC,,0
1024004,sad02,3,1,2,KanasiA,0,1,EarC,,0
1024005,shock02,3,1,2,KanasiC,0,1,EarC,,0
1024006,swing03,3,1,2,DoyaA,0,0,EarC,,0
1024007,near04,3,1,2,WaraiC,0,0,EarC,,0
1024008,think03,3,1,2,KomariA,0,1,EarC,,0
1024009,shock08,3,1,2,KomariC,0,1,EarC,,0
1024010,shy03,3,1,2,KusyoAL,0,0,EarC,,0
1024011,laugh02,3,1,2,KusyoAL,0,1,EarC,,0
1024012,shy03,3,1,2,DereA,0,1,EarC,,0
1024013,shy01,3,1,2,WaraiC,0,0,EarC,,0
1024014,guard03,3,1,2,OdorokiA,0,0,EarC,,0
1024015,surprise06,3,1,2,OdorokiC,0,0,EarC,,0
1024016,happy03,3,1,2,WaraiC,0,0,EarC,,0
1024017,gatts06,3,1,2,DoyaA,0,0,EarC,,0
1024018,swing02,3,1,2,DoyaA,0,0,EarC,,0
1024019,swing02,3,1,2,FutuA,0,0,EarC,,0
1024020,swing02,3,1,2,KomariA,0,1,EarC,,0
1024021,byebye07,3,1,2,WaraiC,0,0,EarC,,0
1024022,near01,3,1,2,DoyaA,0,0,EarC,,0
1024023,hope07,3,1,2,WaraiA,0,0,EarC,,0
1024024,idea01,3,1,2,WaraiA,0,1,EarC,,0
1024025,joy05,3,1,2,WaraiC,0,0,EarC,,0
1024026,fight07,3,1,2,WaraiA,0,0,EarC,,0
1024027,near04,3,1,2,IkariA,0,0,EarC,,0
1024028,angry02,3,1,2,IkariA,0,0,EarC,,0
1024029,sad02,3,1,2,KomariA,0,1,EarC,,0
1024030,tekumi04,3,1,2,KomariA,0,1,EarC,,0
1024031,joy01,3,1,2,DoyaA,0,0,EarC,,0
1024032,swing03,3,1,2,WaraiC,0,0,EarC,,0
1024033,swing02,3,1,2,FutuA,0,0,EarC,,0
1024034,think03,3,1,2,KomariC,0,1,EarC,,0
1024035,think11,3,1,2,KomariA,0,0,EarC,,0
1024036,shy01,3,1,2,KusyoAL,0,1,EarC,,0
1024037,shy03,3,1,2,KusyoAL,0,0,EarC,,0
1024038,surprise04,3,1,2,OdorokiA,0,0,EarC,,0
1024039,surprise06,3,1,2,OdorokiC,0,0,EarC,,0
1024040,swing01,3,1,2,KomariA,0,1,EarC,,0
1024041,soppo01,3,1,2,JitomeA,0,1,EarC,,0
1024800,swing02,3,1,2,KomariA,0,0,EarC,,0
1024801,sleep02,3,1,2,DereA,0,1,EarC,,1
1024802,laugh02,3,1,2,DereA,0,0,EarC,,0
1024803,idle01,2,1,2,WaraiA,0,0,EarC,,0
1024804,joy05,3,1,2,DoyaA,0,0,EarC,,0
1024805,joy01,3,1,2,OdorokiA,0,0,EarC,,0
1024806,near01,3,1,2,WaraiA,0,0,EarC,,0
1024807,guard03_mirror,3,1,2,OdorokiA,0,0,EarC,,0
1024808,joy05,3,1,2,WaraiC,0,0,EarC,,0
1024809,sad02,3,1,2,KanasiA,0,0,EarC,,0
1024810,shock02,3,1,2,KanasiC,0,0,EarC,,0
1024811,think03,3,1,2,KomariA,0,0,EarC,,0
1024812,shock08,3,1,2,KomariC,0,0,EarC,,0
1024813,shy03,3,1,2,DereA,0,0,EarC,,0
1024814,sleep02,3,1,2,DereA,0,0,EarC,,1
1024815,sleep04,3,1,1,KomariA,0,0,EarC,,0
1024816,gatts06,3,1,2,IkariA,0,0,EarC,,0
1024817,shy03,3,1,2,DereA,0,0,EarC,,0
1024818,think03,3,1,2,WaraiA,0,1,EarC,,0
1024819,swing02,3,1,2,WaraiA,0,0,EarC,,0
1024820,think03,3,1,2,FutuC,0,1,EarC,,0
1024821,fight01,3,1,2,WaraiA,0,0,EarC,,0
1024822,near04,3,1,2,WaraiA,0,0,EarC,,0
1024823,joy03,3,1,2,WaraiA,0,0,EarC,,0
1024824,hope01,3,1,2,WaraiA,0,0,EarC,,0
1024825,joy01,3,1,2,WaraiC,0,0,EarC,,0
1024826,happy03,3,1,2,WaraiA,0,0,EarC,,0
1024827,swing03,3,1,2,WaraiA,0,0,EarC,,0
1024828,near04,3,1,2,WaraiC,0,0,EarC,,0
1024829,think01,3,1,2,DoyaA,0,1,EarC,,0
1024830,fight04,3,1,2,WaraiA,0,0,EarC,,0
1024831,advice04,3,1,2,DoyaA,0,0,EarC,,0
1024832,advice01,3,1,2,WaraiA,0,0,EarC,,0
1024833,fight01,3,1,2,DoyaA,0,0,EarC,,0
1024834,stretch31,3,1,2,CloseA,0,1,EarC,,0
1024835,oh11,3,1,2,WaraiC,0,0,EarC,,0
1024836,soppo01,3,1,2,CloseE,0,1,EarC,,0
1024837,near04,3,1,2,DoyaA,0,0,EarC,,0
1024838,shock02_mirror,3,1,2,KomariA,0,1,EarC,,0
1025000,fight01,3,1,2,WaraiA,0,0,EarC,,0
1025001,kuchiate04,3,1,2,WaraiC,0,1,EarC,,0
1025002,muneate01,3,1,2,IkariA,0,0,EarC,,0
1025003,sad02,3,1,2,IkariA,0,1,EarC,,0
1025004,tekumi04,3,1,2,KanasiA,0,1,EarC,,0
1025005,tekumi06,3,1,2,WaraiA,0,0,EarC,,0
1025006,tired03,3,1,2,WaraiA,0,0,EarC,,0
1025007,think09,3,1,2,KomariA,0,1,EarC,,0
1025008,think06,3,1,2,KanasiA,0,1,EarC,,0
1025009,tekumi03,3,1,2,KusyoAL,0,0,EarC,,0
1025010,tekumi04,3,1,2,KusyoAL,0,0,EarC,,0
1025011,tekumi01,3,1,2,KomariA,0,0,EarC,,0
1025012,soppo12,3,1,2,KomariA,0,1,EarC,,0
1025013,guard03,3,1,2,OdorokiA,0,1,EarC,,0
1025014,guard02,3,1,2,KanasiA,0,0,EarC,,0
1025015,see01,3,1,2,FutuA,0,1,EarC,,0
1025016,kuchiate04,3,1,2,FutuA,0,0,EarC,,0
1025017,bow03,3,1,2,FutuA,0,0,EarC,,0
1025018,come03,3,1,2,FutuA,0,0,EarC,,0
1025019,hope04,3,1,2,FutuA,0,0,EarC,,0
1025020,hope03,3,1,2,FutuA,0,1,EarC,,0
1025800,tekumi01,3,1,2,FutuA,0,0,EarC,,0
1025801,kuchiate04,3,1,2,WaraiA,0,0,EarC,,0
1025802,think09,3,1,2,FutuA,0,1,EarC,,0
1025803,think06,3,1,2,FutuA,0,1,EarC,,0
1025804,sad02,3,1,2,KanasiA,0,1,EarC,,0
1025805,hope04,3,1,2,FutuA,0,1,EarC,,0
1025806,kuchiate04,3,1,2,KomariA,0,0,EarC,,0
1025807,kuchiate04,3,1,2,FutuC,0,0,EarC,,0
1025808,tired03,3,1,2,FutuC,0,0,EarC,,0
1025809,tired03,3,1,2,CloseA,0,1,EarC,,0
1025810,kuchiate04,3,1,2,CloseA,0,0,EarC,,0
1025811,bow03,3,1,2,CloseA,0,0,EarC,,0
1025812,bow03,3,1,2,WaraiA,0,0,EarC,,0
1025813,tired03,3,1,2,CloseC,0,1,EarC,,0
1025814,idle02,2,1,2,KomariA,0,1,EarC,,0
1025815,think06,3,1,2,CloseC,0,1,EarC,,0
1025816,think06,3,1,2,FutuC,0,1,EarC,,0
1025817,tekumi01,3,1,2,FutuC,0,0,EarC,,0
1025818,kuchiate04,3,1,2,CloseC,0,0,EarC,,0
1025819,think09_mirror,3,1,2,FutuC,0,1,EarC,,0
1025820,think09_mirror,3,1,2,WaraiA,0,1,EarC,,0
1025821,tekumi01,3,1,2,CloseC,0,0,EarC,,0
1025822,muneate02,3,1,2,FutuC,0,0,EarC,,0
1025823,muneate02,3,1,2,CloseC,0,0,EarC,,0
1025824,muneate02,3,1,2,CloseA,0,0,EarC,,0
1025825,soppo12,3,1,2,FutuC,0,1,EarC,,0
1025826,soppo12,3,1,2,CloseA,0,1,EarC,,0
1026000,muneate01,3,1,2,KanasiA,0,1,EarC,,0
1026001,muneate02,3,1,2,WaraiA,0,0,EarC,,0
1026002,kuchiate04,3,1,2,DereA,0,0,EarC,,0
1026003,pain06,3,1,2,KomariA,0,1,EarC,,0
1026004,sleep01,3,1,2,FutuA,0,1,EarC,,0
1026005,pain06,3,1,2,JitomeA,0,1,EarC,,0
1026006,bow05,3,1,2,FutuA,0,1,EarC,,0
1026007,hope03,3,1,2,FutuA,0,1,EarC,,0
1026800,mot02,2,1,2,FutuA,0,0,EarC,,0
1026801,idle02,2,1,2,FutuA,0,0,EarC,,0
1026802,sudachi01,3,1,2,OdorokiA,0,0,EarC,,0
1026803,sudachi05,3,1,2,KomariA,0,0,EarC,,0
1026804,sudachi05,3,1,2,WaraiA,0,0,EarC,,0
1026805,idle02,2,1,2,WaraiA,0,0,EarC,,0
1026806,muneate01,3,1,2,FutuA,0,0,EarC,,0
1026807,sudachi04,3,1,2,OdorokiA,0,0,EarC,,0
1026808,kuchiate04,3,1,2,WaraiA,0,0,EarC,,0
1026809,sudachi05,3,1,2,IkariA,0,0,EarC,,0
1026810,sudachi04,3,1,2,KomariA,0,0,EarC,,0
1026811,sudachi01,3,1,2,KanasiA,0,0,EarC,,0
1026812,kuchiate04,3,1,2,FutuA,0,0,EarC,,0
1026813,idle01,2,1,2,FutuA,0,0,EarC,,0
1026814,mot02,2,1,2,FutuA,0,1,EarC,,0
1026815,kuchiate04,3,1,2,FutuA,0,1,EarC,,0
1026816,muneate02,3,1,2,FutuA,0,0,EarC,,0
1026817,tekumi02,3,1,2,WaraiA,0,0,EarC,,0
1026818,think06,3,1,2,FutuA,0,1,EarC,,0
1026819,sudachi05,3,1,2,KomariA,0,1,EarC,,0
1027000,joy06,3,1,2,WaraiA,0,0,EarC,,0
1027001,fight06,3,1,2,WaraiC,0,0,EarC,,0
1027002,udekumi01,3,1,2,IkariA,0,0,EarC,,0
1027003,koshiate09,3,1,2,IkariC,0,1,EarC,,0
1027004,muneate02,3,1,2,KanasiA,0,0,EarC,,0
1027005,tekumi04,3,1,2,KanasiC,0,1,EarC,,0
1027006,ikaku04,3,1,2,DoyaA,0,0,EarC,,0
1027007,koshiate02,3,1,2,WaraiA,0,0,EarC,,0
1027008,think09,3,1,2,KomariA,0,1,EarC,,0
1027009,udekumi06,3,1,2,KomariC,0,0,EarC,,0
1027010,koshiate03,3,1,2,KusyoAL,0,0,EarC,,0
1027011,udekumi02,3,1,2,KusyoAL,0,0,EarC,,0
1027012,pose11,3,1,2,KusyoAL,0,0,EarC,,0
1027013,shy06,3,1,2,WaraiA,0,1,EarC,,0
1027014,surprise05,3,1,2,OdorokiA,0,0,EarC,,0
1027015,guard04,3,1,2,KomariC,0,0,EarC,,0
1027016,gatts04,3,1,2,DoyaA,0,1,EarC,,0
1027017,stretch09,3,1,2,WaraiA,0,0,EarC,,0
1027018,koshiate03,3,1,2,FutuA,0,0,EarC,,0
1027019,koshiate01,3,1,2,KanasiA,0,0,EarC,,0
1027020,hello04,3,1,2,WaraiA,0,0,EarC,,0
1027021,yell01,3,1,2,WaraiA,0,0,EarC,,0
1027022,bow02,3,1,2,WaraiA,0,1,EarC,,0
