id,group_id,story_id,condition_type,condition_story_id_1,gain_select_1,select_index_1,condition_story_id_2,gain_select_2,select_index_2,condition_story_id_3,gain_select_3,select_index_3
1306,113502,501135206,1,501135117,3,0,0,0,0,0,0,0
1307,113502,501135207,1,501135117,1,0,0,0,0,0,0,0
1308,113502,501135208,1,501135117,2,0,0,0,0,0,0,0
1309,113503,501135209,1,501135301,1,0,0,0,0,0,0,0
1310,113503,501135210,1,501135301,2,0,0,0,0,0,0,0
1311,113504,501135211,2,501135314,1,0,501135315,1,0,0,0,0
1312,113504,501135212,2,501135314,2,0,501135315,2,0,0,0,0
1313,113505,501135307,1,501135203,0,0,0,0,0,0,0,0
1314,113507,501135311,1,501135206,0,0,0,0,0,0,0,0
1315,113507,501135312,1,501135207,0,0,0,0,0,0,0,0
1316,113507,501135313,1,501135208,0,0,0,0,0,0,0,0
1317,113508,501135314,1,501135209,0,0,0,0,0,0,0,0
1318,113508,501135315,1,501135210,0,0,0,0,0,0,0,0
1319,113509,501135316,1,501135211,0,0,0,0,0,0,0,0
1320,113509,501135317,1,501135212,0,0,0,0,0,0,0,0
1321,113703,501137119,2,501137310,0,0,501137312,0,0,0,0,0
1322,113703,501137120,2,501137311,0,0,501137313,0,0,0,0,0
1323,113704,501137205,2,501137117,1,0,501137118,1,0,0,0,0
1324,113704,501137206,1,501137117,2,0,0,0,0,0,0,0
1325,113705,501137207,2,501137310,0,0,501137312,0,0,0,0,0
1326,113705,501137208,2,501137311,0,0,501137313,0,0,0,0,0
1327,113706,501137310,1,501137205,0,0,0,0,0,0,0,0
1328,113706,501137311,1,501137205,0,0,0,0,0,0,0,0
1329,113706,501137312,1,501137206,0,0,0,0,0,0,0,0
1330,113706,501137313,1,501137206,0,0,0,0,0,0,0,0
1331,112905,501129209,1,501129312,0,0,0,0,0,0,0,0
1332,112905,501129210,1,501129313,0,0,0,0,0,0,0,0
1333,112904,501129314,1,501129312,0,0,0,0,0,0,0,0
1334,112904,501129315,1,501129313,0,0,0,0,0,0,0,0
1335,112906,501129117,1,501129312,0,0,0,0,0,0,0,0
1336,112907,501129118,1,501129313,0,0,0,0,0,0,0,0
1337,113004,501130311,1,501130305,0,0,501130308,0,0,0,0,0
1338,113004,501130312,2,501130306,0,0,501130307,0,0,0,0,0
1339,113004,501130312,2,501130309,0,0,501130310,0,0,0,0,0
1340,113004,501130313,1,501130306,0,0,501130309,0,0,0,0,0
1341,113004,501130314,2,501130305,0,0,501130307,0,0,0,0,0
1342,113004,501130314,2,501130308,0,0,501130310,0,0,0,0,0
1343,113004,501130315,0,0,0,0,0,0,0,0,0,0
1344,111804,501118311,0,0,0,0,0,0,0,0,0,0
1345,111804,501118312,1,501118306,0,0,501118309,0,0,0,0,0
1346,111804,501118313,2,501118305,0,0,501118307,0,0,0,0,0
1347,111804,501118313,2,501118308,0,0,501118310,0,0,0,0,0
1348,111804,501118314,0,0,0,0,0,0,0,0,0,0
