id,team_building_event_id,chara_id,condition_type_1,bonus_type_1,bonus_value_1,condition_type_2,bonus_type_2,bonus_value_2
694,1008,1100,1,4,15,0,0,0
695,1008,1102,1,2,15,0,0,0
696,1008,1104,1,4,15,0,0,0
697,1008,1105,1,5,15,0,0,0
698,1008,1106,1,4,15,0,0,0
699,1008,1107,1,3,15,0,0,0
700,1008,1108,1,1,15,0,0,0
701,1008,1109,1,3,15,0,0,0
702,1008,1110,1,3,15,0,0,0
703,1008,1111,1,5,15,0,0,0
704,1008,1115,1,3,15,0,0,0
705,1008,1116,1,3,15,0,0,0
706,1008,1117,1,4,15,0,0,0
707,1008,1119,1,2,15,0,0,0
708,1008,1120,1,1,15,0,0,0
709,1008,1121,1,1,15,0,0,0
710,1008,1124,1,4,15,0,0,0
711,1008,1131,1,4,15,0,0,0
