id,chara_id,episode_index,story_id,lock_type_1,lock_value_1_1,lock_value_1_2,add_reward_category_1,add_reward_id_1,add_reward_num_1,exp_type
594,1105,6,41105006,6,1105,3,90,43,50,2
595,1105,7,41105007,6,1105,6,90,43,50,2
596,1106,1,41106001,0,0,0,90,43,20,1
597,1106,2,41106002,0,0,0,90,43,20,1
598,1106,3,41106003,0,0,0,90,43,20,1
599,1106,4,41106004,0,0,0,90,43,20,1
600,1106,5,41106005,6,1106,1,90,43,50,2
601,1106,6,41106006,6,1106,3,90,43,50,2
602,1106,7,41106007,6,1106,6,90,43,50,2
603,1084,1,41084001,0,0,0,90,43,20,1
604,1084,2,41084002,0,0,0,90,43,20,1
605,1084,3,41084003,0,0,0,90,43,20,1
606,1084,4,41084004,0,0,0,90,43,20,1
607,1084,5,41084005,6,1084,1,90,43,50,2
608,1084,6,41084006,6,1084,3,90,43,50,2
609,1084,7,41084007,6,1084,6,90,43,50,2
610,1055,1,41055001,0,0,0,90,43,20,1
611,1055,2,41055002,0,0,0,90,43,20,1
612,1055,3,41055003,0,0,0,90,43,20,1
613,1055,4,41055004,0,0,0,90,43,20,1
614,1055,5,41055005,6,1055,1,90,43,50,2
615,1055,6,41055006,6,1055,3,90,43,50,2
616,1055,7,41055007,6,1055,6,90,43,50,2
617,1104,1,41104001,0,0,0,90,43,20,1
618,1104,2,41104002,0,0,0,90,43,20,1
619,1104,3,41104003,0,0,0,90,43,20,1
620,1104,4,41104004,0,0,0,90,43,20,1
621,1104,5,41104005,6,1104,1,90,43,50,2
622,1104,6,41104006,6,1104,3,90,43,50,2
623,1104,7,41104007,6,1104,6,90,43,50,2
624,1070,1,41070001,0,0,0,90,43,20,1
625,1070,2,41070002,0,0,0,90,43,20,1
626,1070,3,41070003,0,0,0,90,43,20,1
627,1070,4,41070004,0,0,0,90,43,20,1
628,1070,5,41070005,6,1070,1,90,43,50,2
629,1070,6,41070006,6,1070,3,90,43,50,2
630,1070,7,41070007,6,1070,6,90,43,50,2
631,1077,1,41077001,0,0,0,90,43,20,1
632,1077,2,41077002,0,0,0,90,43,20,1
633,1077,3,41077003,0,0,0,90,43,20,1
634,1077,4,41077004,0,0,0,90,43,20,1
635,1077,5,41077005,6,1077,1,90,43,50,2
636,1077,6,41077006,6,1077,3,90,43,50,2
637,1077,7,41077007,6,1077,6,90,43,50,2
638,1093,1,41093001,0,0,0,90,43,20,1
639,1093,2,41093002,0,0,0,90,43,20,1
640,1093,3,41093003,0,0,0,90,43,20,1
641,1093,4,41093004,0,0,0,90,43,20,1
642,1093,5,41093005,6,1093,1,90,43,50,2
643,1093,6,41093006,6,1093,3,90,43,50,2
644,1093,7,41093007,6,1093,6,90,43,50,2
645,1086,1,41086001,0,0,0,90,43,20,1
646,1086,2,41086002,0,0,0,90,43,20,1
647,1086,3,41086003,0,0,0,90,43,20,1
648,1086,4,41086004,0,0,0,90,43,20,1
649,1086,5,41086005,6,1086,1,90,43,50,2
650,1086,6,41086006,6,1086,3,90,43,50,2
651,1086,7,41086007,6,1086,6,90,43,50,2
652,1107,1,41107001,0,0,0,90,43,20,1
653,1107,2,41107002,0,0,0,90,43,20,1
654,1107,3,41107003,0,0,0,90,43,20,1
655,1107,4,41107004,0,0,0,90,43,20,1
656,1107,5,41107005,6,1107,1,90,43,50,2
657,1107,6,41107006,6,1107,3,90,43,50,2
658,1107,7,41107007,6,1107,6,90,43,50,2
659,1088,1,41088001,0,0,0,90,43,20,1
660,1088,2,41088002,0,0,0,90,43,20,1
661,1088,3,41088003,0,0,0,90,43,20,1
662,1088,4,41088004,0,0,0,90,43,20,1
663,1088,5,41088005,6,1088,1,90,43,50,2
664,1088,6,41088006,6,1088,3,90,43,50,2
665,1088,7,41088007,6,1088,6,90,43,50,2
666,1089,1,41089001,0,0,0,90,43,20,1
667,1089,2,41089002,0,0,0,90,43,20,1
668,1089,3,41089003,0,0,0,90,43,20,1
669,1089,4,41089004,0,0,0,90,43,20,1
670,1089,5,41089005,6,1089,1,90,43,50,2
671,1089,6,41089006,6,1089,3,90,43,50,2
672,1089,7,41089007,6,1089,6,90,43,50,2
673,1091,1,41091001,0,0,0,90,43,20,1
674,1091,2,41091002,0,0,0,90,43,20,1
675,1091,3,41091003,0,0,0,90,43,20,1
676,1091,4,41091004,0,0,0,90,43,20,1
677,1091,5,41091005,6,1091,1,90,43,50,2
678,1091,6,41091006,6,1091,3,90,43,50,2
679,1091,7,41091007,6,1091,6,90,43,50,2
680,1054,1,41054001,0,0,0,90,43,20,1
681,1054,2,41054002,0,0,0,90,43,20,1
682,1054,3,41054003,0,0,0,90,43,20,1
683,1054,4,41054004,0,0,0,90,43,20,1
684,1054,5,41054005,6,1054,1,90,43,50,2
685,1054,6,41054006,6,1054,3,90,43,50,2
686,1054,7,41054007,6,1054,6,90,43,50,2
687,1063,1,41063001,0,0,0,90,43,20,1
688,1063,2,41063002,0,0,0,90,43,20,1
689,1063,3,41063003,0,0,0,90,43,20,1
690,1063,4,41063004,0,0,0,90,43,20,1
691,1063,5,41063005,6,1063,1,90,43,50,2
692,1063,6,41063006,6,1063,3,90,43,50,2
693,1063,7,41063007,6,1063,6,90,43,50,2
694,1108,1,41108001,0,0,0,90,43,20,1
695,1108,2,41108002,0,0,0,90,43,20,1
696,1108,3,41108003,0,0,0,90,43,20,1
697,1108,4,41108004,0,0,0,90,43,20,1
698,1108,5,41108005,6,1108,1,90,43,50,2
699,1108,6,41108006,6,1108,3,90,43,50,2
700,1108,7,41108007,6,1108,6,90,43,50,2
701,1080,1,41080001,0,0,0,90,43,20,1
702,1080,2,41080002,0,0,0,90,43,20,1
703,1080,3,41080003,0,0,0,90,43,20,1
704,1080,4,41080004,0,0,0,90,43,20,1
705,1080,5,41080005,6,1080,1,90,43,50,2
706,1080,6,41080006,6,1080,3,90,43,50,2
707,1080,7,41080007,6,1080,6,90,43,50,2
708,1109,1,41109001,0,0,0,90,43,20,1
709,1109,2,41109002,0,0,0,90,43,20,1
710,1109,3,41109003,0,0,0,90,43,20,1
711,1109,4,41109004,0,0,0,90,43,20,1
712,1109,5,41109005,6,1109,1,90,43,50,2
713,1109,6,41109006,6,1109,3,90,43,50,2
714,1109,7,41109007,6,1109,6,90,43,50,2
715,1102,1,41102001,0,0,0,90,43,20,1
716,1102,2,41102002,0,0,0,90,43,20,1
717,1102,3,41102003,0,0,0,90,43,20,1
718,1102,4,41102004,0,0,0,90,43,20,1
719,1102,5,41102005,6,1102,1,90,43,50,2
720,1102,6,41102006,6,1102,3,90,43,50,2
721,1102,7,41102007,6,1102,6,90,43,50,2
722,1082,1,41082001,0,0,0,90,43,20,1
723,1082,2,41082002,0,0,0,90,43,20,1
724,1082,3,41082003,0,0,0,90,43,20,1
725,1082,4,41082004,0,0,0,90,43,20,1
726,1082,5,41082005,6,1082,1,90,43,50,2
727,1082,6,41082006,6,1082,3,90,43,50,2
728,1082,7,41082007,6,1082,6,90,43,50,2
729,1094,1,41094001,0,0,0,90,43,20,1
730,1094,2,41094002,0,0,0,90,43,20,1
731,1094,3,41094003,0,0,0,90,43,20,1
732,1094,4,41094004,0,0,0,90,43,20,1
733,1094,5,41094005,6,1094,1,90,43,50,2
734,1094,6,41094006,6,1094,3,90,43,50,2
735,1094,7,41094007,6,1094,6,90,43,50,2
736,1119,1,41119001,0,0,0,90,43,20,1
737,1119,2,41119002,0,0,0,90,43,20,1
738,1119,3,41119003,0,0,0,90,43,20,1
739,1119,4,41119004,0,0,0,90,43,20,1
740,1119,5,41119005,6,1119,1,90,43,50,2
741,1119,6,41119006,6,1119,3,90,43,50,2
742,1119,7,41119007,6,1119,6,90,43,50,2
743,1120,1,41120001,0,0,0,90,43,20,1
744,1120,2,41120002,0,0,0,90,43,20,1
745,1120,3,41120003,0,0,0,90,43,20,1
746,1120,4,41120004,0,0,0,90,43,20,1
747,1120,5,41120005,6,1120,1,90,43,50,2
748,1120,6,41120006,6,1120,3,90,43,50,2
749,1120,7,41120007,6,1120,6,90,43,50,2
750,1116,1,41116001,0,0,0,90,43,20,1
751,1116,2,41116002,0,0,0,90,43,20,1
752,1116,3,41116003,0,0,0,90,43,20,1
753,1116,4,41116004,0,0,0,90,43,20,1
754,1116,5,41116005,6,1116,1,90,43,50,2
755,1116,6,41116006,6,1116,3,90,43,50,2
756,1116,7,41116007,6,1116,6,90,43,50,2
757,1110,1,41110001,0,0,0,90,43,20,1
758,1110,2,41110002,0,0,0,90,43,20,1
759,1110,3,41110003,0,0,0,90,43,20,1
760,1110,4,41110004,0,0,0,90,43,20,1
761,1110,5,41110005,6,1110,1,90,43,50,2
762,1110,6,41110006,6,1110,3,90,43,50,2
763,1110,7,41110007,6,1110,6,90,43,50,2
764,1121,1,41121001,0,0,0,90,43,20,1
765,1121,2,41121002,0,0,0,90,43,20,1
766,1121,3,41121003,0,0,0,90,43,20,1
767,1121,4,41121004,0,0,0,90,43,20,1
768,1121,5,41121005,6,1121,1,90,43,50,2
769,1121,6,41121006,6,1121,3,90,43,50,2
770,1121,7,41121007,6,1121,6,90,43,50,2
771,1124,1,41124001,0,0,0,90,43,20,1
772,1124,2,41124002,0,0,0,90,43,20,1
773,1124,3,41124003,0,0,0,90,43,20,1
774,1124,4,41124004,0,0,0,90,43,20,1
775,1124,5,41124005,6,1124,1,90,43,50,2
776,1124,6,41124006,6,1124,3,90,43,50,2
777,1124,7,41124007,6,1124,6,90,43,50,2
778,1111,1,41111001,0,0,0,90,43,20,1
779,1111,2,41111002,0,0,0,90,43,20,1
780,1111,3,41111003,0,0,0,90,43,20,1
781,1111,4,41111004,0,0,0,90,43,20,1
782,1111,5,41111005,6,1111,1,90,43,50,2
783,1111,6,41111006,6,1111,3,90,43,50,2
784,1111,7,41111007,6,1111,6,90,43,50,2
785,1117,1,41117001,0,0,0,90,43,20,1
786,1117,2,41117002,0,0,0,90,43,20,1
787,1117,3,41117003,0,0,0,90,43,20,1
788,1117,4,41117004,0,0,0,90,43,20,1
789,1117,5,41117005,6,1117,1,90,43,50,2
790,1117,6,41117006,6,1117,3,90,43,50,2
791,1117,7,41117007,6,1117,6,90,43,50,2
792,1079,1,41079001,0,0,0,90,43,20,1
793,1079,2,41079002,0,0,0,90,43,20,1
794,1079,3,41079003,0,0,0,90,43,20,1
795,1079,4,41079004,0,0,0,90,43,20,1
796,1079,5,41079005,6,1079,1,90,43,50,2
797,1079,6,41079006,6,1079,3,90,43,50,2
798,1079,7,41079007,6,1079,6,90,43,50,2
799,1073,1,41073001,0,0,0,90,43,20,1
800,1073,2,41073002,0,0,0,90,43,20,1
801,1073,3,41073003,0,0,0,90,43,20,1
802,1073,4,41073004,0,0,0,90,43,20,1
803,1073,5,41073005,6,1073,1,90,43,50,2
804,1073,6,41073006,6,1073,3,90,43,50,2
805,1073,7,41073007,6,1073,6,90,43,50,2
806,1115,1,41115001,0,0,0,90,43,20,1
807,1115,2,41115002,0,0,0,90,43,20,1
808,1115,3,41115003,0,0,0,90,43,20,1
809,1115,4,41115004,0,0,0,90,43,20,1
810,1115,5,41115005,6,1115,1,90,43,50,2
811,1115,6,41115006,6,1115,3,90,43,50,2
812,1115,7,41115007,6,1115,6,90,43,50,2
813,1131,1,41131001,0,0,0,90,43,20,1
814,1131,2,41131002,0,0,0,90,43,20,1
815,1131,3,41131003,0,0,0,90,43,20,1
816,1131,4,41131004,0,0,0,90,43,20,1
817,1131,5,41131005,6,1131,1,90,43,50,2
818,1131,6,41131006,6,1131,3,90,43,50,2
819,1131,7,41131007,6,1131,6,90,43,50,2
820,1096,1,41096001,0,0,0,90,43,20,1
821,1096,2,41096002,0,0,0,90,43,20,1
822,1096,3,41096003,0,0,0,90,43,20,1
823,1096,4,41096004,0,0,0,90,43,20,1
824,1096,5,41096005,6,1096,1,90,43,50,2
825,1096,6,41096006,6,1096,3,90,43,50,2
826,1096,7,41096007,6,1096,6,90,43,50,2
827,1127,1,41127001,0,0,0,90,43,20,1
828,1127,2,41127002,0,0,0,90,43,20,1
829,1127,3,41127003,0,0,0,90,43,20,1
830,1127,4,41127004,0,0,0,90,43,20,1
831,1127,5,41127005,6,1127,1,90,43,50,2
832,1127,6,41127006,6,1127,3,90,43,50,2
833,1127,7,41127007,6,1127,6,90,43,50,2
834,1090,1,41090001,0,0,0,90,43,20,1
835,1090,2,41090002,0,0,0,90,43,20,1
836,1090,3,41090003,0,0,0,90,43,20,1
837,1090,4,41090004,0,0,0,90,43,20,1
838,1090,5,41090005,6,1090,1,90,43,50,2
839,1090,6,41090006,6,1090,3,90,43,50,2
840,1090,7,41090007,6,1090,6,90,43,50,2
841,1132,1,41132001,0,0,0,90,43,20,1
842,1132,2,41132002,0,0,0,90,43,20,1
843,1132,3,41132003,0,0,0,90,43,20,1
844,1132,4,41132004,0,0,0,90,43,20,1
845,1132,5,41132005,6,1132,1,90,43,50,2
846,1132,6,41132006,6,1132,3,90,43,50,2
847,1132,7,41132007,6,1132,6,90,43,50,2
848,1133,1,41133001,0,0,0,90,43,20,1
849,1133,2,41133002,0,0,0,90,43,20,1
850,1133,3,41133003,0,0,0,90,43,20,1
851,1133,4,41133004,0,0,0,90,43,20,1
852,1133,5,41133005,6,1133,1,90,43,50,2
853,1133,6,41133006,6,1133,3,90,43,50,2
854,1133,7,41133007,6,1133,6,90,43,50,2
855,1113,1,41113001,0,0,0,90,43,20,1
856,1113,2,41113002,0,0,0,90,43,20,1
857,1113,3,41113003,0,0,0,90,43,20,1
858,1113,4,41113004,0,0,0,90,43,20,1
859,1113,5,41113005,6,1113,1,90,43,50,2
860,1113,6,41113006,6,1113,3,90,43,50,2
861,1113,7,41113007,6,1113,6,90,43,50,2
862,1097,1,41097001,0,0,0,90,43,20,1
863,1097,2,41097002,0,0,0,90,43,20,1
864,1097,3,41097003,0,0,0,90,43,20,1
865,1097,4,41097004,0,0,0,90,43,20,1
866,1097,5,41097005,6,1097,1,90,43,50,2
867,1097,6,41097006,6,1097,3,90,43,50,2
868,1097,7,41097007,6,1097,6,90,43,50,2
869,1081,1,41081001,0,0,0,90,43,20,1
870,1081,2,41081002,0,0,0,90,43,20,1
871,1081,3,41081003,0,0,0,90,43,20,1
872,1081,4,41081004,0,0,0,90,43,20,1
873,1081,5,41081005,6,1081,1,90,43,50,2
874,1081,6,41081006,6,1081,3,90,43,50,2
875,1081,7,41081007,6,1081,6,90,43,50,2
876,1095,1,41095001,0,0,0,90,43,20,1
877,1095,2,41095002,0,0,0,90,43,20,1
878,1095,3,41095003,0,0,0,90,43,20,1
879,1095,4,41095004,0,0,0,90,43,20,1
880,1095,5,41095005,6,1095,1,90,43,50,2
881,1095,6,41095006,6,1095,3,90,43,50,2
882,1095,7,41095007,6,1095,6,90,43,50,2
883,1092,1,41092001,0,0,0,90,43,20,1
884,1092,2,41092002,0,0,0,90,43,20,1
885,1092,3,41092003,0,0,0,90,43,20,1
886,1092,4,41092004,0,0,0,90,43,20,1
887,1092,5,41092005,6,1092,1,90,43,50,2
888,1092,6,41092006,6,1092,3,90,43,50,2
889,1092,7,41092007,6,1092,6,90,43,50,2
890,1114,1,41114001,0,0,0,90,43,20,1
891,1114,2,41114002,0,0,0,90,43,20,1
892,1114,3,41114003,0,0,0,90,43,20,1
893,1114,4,41114004,0,0,0,90,43,20,1
894,1114,5,41114005,6,1114,1,90,43,50,2
895,1114,6,41114006,6,1114,3,90,43,50,2
896,1114,7,41114007,6,1114,6,90,43,50,2
897,1135,1,41135001,0,0,0,90,43,20,1
898,1135,2,41135002,0,0,0,90,43,20,1
899,1135,3,41135003,0,0,0,90,43,20,1
900,1135,4,41135004,0,0,0,90,43,20,1
901,1135,5,41135005,6,1135,1,90,43,50,2
902,1135,6,41135006,6,1135,3,90,43,50,2
903,1135,7,41135007,6,1135,6,90,43,50,2
904,1137,1,41137001,0,0,0,90,43,20,1
905,1137,2,41137002,0,0,0,90,43,20,1
906,1137,3,41137003,0,0,0,90,43,20,1
907,1137,4,41137004,0,0,0,90,43,20,1
908,1137,5,41137005,6,1137,1,90,43,50,2
909,1137,6,41137006,6,1137,3,90,43,50,2
910,1137,7,41137007,6,1137,6,90,43,50,2
911,1103,1,41103001,0,0,0,90,43,20,1
912,1103,2,41103002,0,0,0,90,43,20,1
913,1103,3,41103003,0,0,0,90,43,20,1
914,1103,4,41103004,0,0,0,90,43,20,1
915,1103,5,41103005,6,1103,1,90,43,50,2
916,1103,6,41103006,6,1103,3,90,43,50,2
917,1103,7,41103007,6,1103,6,90,43,50,2
918,1129,1,41129001,0,0,0,90,43,20,1
919,1129,2,41129002,0,0,0,90,43,20,1
920,1129,3,41129003,0,0,0,90,43,20,1
921,1129,4,41129004,0,0,0,90,43,20,1
922,1129,5,41129005,6,1129,1,90,43,50,2
923,1129,6,41129006,6,1129,3,90,43,50,2
924,1129,7,41129007,6,1129,6,90,43,50,2
925,1143,1,41143001,0,0,0,90,43,20,1
926,1143,2,41143002,0,0,0,90,43,20,1
927,1143,3,41143003,0,0,0,90,43,20,1
928,1143,4,41143004,0,0,0,90,43,20,1
929,1143,5,41143005,6,1143,1,90,43,50,2
930,1143,6,41143006,6,1143,3,90,43,50,2
931,1143,7,41143007,6,1143,6,90,43,50,2
932,1130,1,41130001,0,0,0,90,43,20,1
933,1130,2,41130002,0,0,0,90,43,20,1
934,1130,3,41130003,0,0,0,90,43,20,1
935,1130,4,41130004,0,0,0,90,43,20,1
936,1130,5,41130005,6,1130,1,90,43,50,2
937,1130,6,41130006,6,1130,3,90,43,50,2
938,1130,7,41130007,6,1130,6,90,43,50,2
939,1118,1,41118001,0,0,0,90,43,20,1
940,1118,2,41118002,0,0,0,90,43,20,1
941,1118,3,41118003,0,0,0,90,43,20,1
942,1118,4,41118004,0,0,0,90,43,20,1
943,1118,5,41118005,6,1118,1,90,43,50,2
944,1118,6,41118006,6,1118,3,90,43,50,2
945,1118,7,41118007,6,1118,6,90,43,50,2
946,1112,1,41112001,0,0,0,90,43,20,1
947,1112,2,41112002,0,0,0,90,43,20,1
948,1112,3,41112003,0,0,0,90,43,20,1
949,1112,4,41112004,0,0,0,90,43,20,1
950,1112,5,41112005,6,1112,1,90,43,50,2
951,1112,6,41112006,6,1112,3,90,43,50,2
952,1112,7,41112007,6,1112,6,90,43,50,2
953,1136,1,41136001,0,0,0,90,43,20,1
954,1136,2,41136002,0,0,0,90,43,20,1
955,1136,3,41136003,0,0,0,90,43,20,1
956,1136,4,41136004,0,0,0,90,43,20,1
957,1136,5,41136005,6,1136,1,90,43,50,2
958,1136,6,41136006,6,1136,3,90,43,50,2
959,1136,7,41136007,6,1136,6,90,43,50,2
960,1134,1,41134001,0,0,0,90,43,20,1
961,1134,2,41134002,0,0,0,90,43,20,1
962,1134,3,41134003,0,0,0,90,43,20,1
963,1134,4,41134004,0,0,0,90,43,20,1
964,1134,5,41134005,6,1134,1,90,43,50,2
965,1134,6,41134006,6,1134,3,90,43,50,2
966,1134,7,41134007,6,1134,6,90,43,50,2
