id,npc_group_id,chara_id,mob_id,race_dress_id,cutin_flag,use_replacing,replace_npc_id,replace_midboss_id,replace_boss_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id_1,skill_set_id_2,skill_set_id_3
1397,680921,1,8421,11,0,0,0,0,0,897,975,755,1307,1328,5,7,5,1,5,7,5,4,7,1,78201205,78201206,0
1398,680921,1,8424,11,0,0,0,0,0,1272,1261,1011,1158,661,5,7,5,1,5,7,5,4,7,1,78201207,78201208,0
1399,680921,1,8091,8,0,0,0,0,0,1209,1264,940,1227,756,5,7,5,2,4,5,7,5,7,1,78202201,78202202,0
1400,680921,1,8085,12,0,0,0,0,0,1226,1141,976,700,1314,5,7,5,2,4,5,7,5,7,1,78202203,78202204,0
1401,680921,1,8088,12,0,0,0,0,0,883,1228,1087,1087,1184,5,7,5,2,4,5,7,5,7,1,78202205,78202206,0
1402,680921,1,8435,8,0,0,0,0,0,1318,1318,1066,721,840,5,7,5,2,4,5,7,5,7,1,78202207,78202208,0
1403,680921,1,8121,11,0,0,0,0,0,1037,1306,1220,827,981,5,7,5,2,3,4,5,7,7,1,78203201,78203202,0
1404,680921,1,8118,12,0,0,0,0,0,1131,1253,1054,719,1242,5,7,5,2,3,4,5,7,7,1,78203203,78203204,0
1405,680921,1,8455,8,0,0,0,0,0,1140,792,1272,1231,958,5,7,5,2,3,4,5,7,7,1,78203205,78203206,0
1406,680921,1092,0,109201,1,1,0,0,0,1774,775,1541,1414,1209,3,8,7,4,1,7,6,4,7,2,70320207,70320208,0
1407,680921,1,8439,11,0,1,0,0,0,1244,1249,1015,1254,587,5,7,5,2,4,5,7,5,7,1,78202209,78202210,0
1408,681001,1094,0,109401,1,0,1423,1409,1422,1524,1072,988,1052,863,1,5,7,6,1,4,7,6,7,1,70330001,70330002,0
1409,681001,1015,0,101501,2,0,1423,0,0,1320,962,752,838,962,1,3,7,7,5,7,6,1,7,3,70330003,70330004,0
1410,681001,1077,0,107701,3,0,1423,0,0,1563,944,716,720,575,1,5,7,7,2,6,6,7,7,1,70330005,70330006,0
1411,681001,1058,0,105801,4,0,1423,0,0,1382,813,798,896,769,1,2,7,7,2,6,7,3,7,3,70330007,70330008,0
1412,681001,1,8136,12,0,0,0,0,0,944,627,651,1092,1183,2,5,7,5,7,5,4,3,7,1,78300001,78300002,0
1413,681001,1,8148,12,0,0,0,0,0,922,839,1039,922,776,2,5,7,5,7,5,4,3,7,1,78300003,78300004,0
1414,681001,1,8149,8,0,0,0,0,0,1170,585,930,520,1247,2,6,7,6,7,5,4,3,7,1,78300005,78300006,0
1415,681001,1,8160,11,0,0,0,0,0,890,904,1118,590,995,2,5,7,5,5,7,5,4,7,1,78301001,78301002,0
1416,681001,1,8190,8,0,0,0,0,0,978,939,982,943,655,2,5,7,5,5,7,5,4,7,1,78301003,78301004,0
1417,681001,1,8205,12,0,0,0,0,0,937,896,1164,1030,471,2,5,7,5,5,7,5,4,7,1,78301005,78301006,0
1418,681001,1,8217,8,0,0,0,0,0,1043,918,1048,524,965,2,5,7,5,4,5,7,5,7,1,78302001,78302002,0
1419,681001,1,8232,11,0,0,0,0,0,1004,870,749,1028,846,2,5,7,5,4,5,7,5,7,1,78302003,78302004,0
1420,681001,1,8247,11,0,0,0,0,0,1004,866,1045,1050,532,2,5,7,5,4,5,7,5,7,1,78302005,78302006,0
1421,681001,1,8313,8,0,0,0,0,0,921,833,933,978,833,2,5,7,5,3,4,5,7,7,1,78303001,78303002,0
1422,681001,1015,0,101501,1,1,0,0,0,1469,1042,1027,1041,1083,1,3,7,7,5,7,6,1,7,3,70330009,70330010,0
1423,681001,1,8214,12,0,1,0,0,0,874,1029,942,744,908,2,5,7,5,4,5,7,5,7,1,78302007,78302008,0
1424,681011,1094,0,109401,1,0,1439,1425,1438,1608,1217,1215,1205,1117,1,5,7,6,1,4,7,6,7,1,70330101,70330102,0
1425,681011,1015,0,101501,2,0,1439,0,0,1469,1042,1027,1041,1083,1,3,7,7,5,7,6,1,7,3,70330103,70330104,0
1426,681011,1077,0,107701,3,0,1439,0,0,1593,1130,949,1002,864,1,5,7,7,2,6,6,7,7,1,70330105,70330106,0
1427,681011,1058,0,105801,4,0,1439,0,0,1474,969,1110,1064,925,1,2,7,7,2,6,7,3,7,3,70330107,70330108,0
1428,681011,1,8136,12,0,0,0,0,0,1048,697,724,1207,1257,2,5,7,5,7,5,4,3,7,1,78300101,78300102,0
1429,681011,1,8148,12,0,0,0,0,0,1025,932,1154,1025,862,2,5,7,5,7,5,4,3,7,1,78300103,78300104,0
1430,681011,1,8149,8,0,0,0,0,0,1250,650,1033,577,1319,2,6,7,6,7,5,4,3,7,1,78300105,78300106,0
1431,681011,1,8160,11,0,0,0,0,0,989,1005,1221,656,1106,2,5,7,5,5,7,5,4,7,1,78301101,78301102,0
1432,681011,1,8190,8,0,0,0,0,0,1087,1044,1091,1048,727,2,5,7,5,5,7,5,4,7,1,78301103,78301104,0
1433,681011,1,8205,12,0,0,0,0,0,1042,995,1246,1144,523,2,5,7,5,5,7,5,4,7,1,78301105,78301106,0
1434,681011,1,8217,8,0,0,0,0,0,1159,1020,1164,582,1073,2,5,7,5,4,5,7,5,7,1,78302101,78302102,0
1435,681011,1,8232,11,0,0,0,0,0,1116,967,832,1143,940,2,5,7,5,4,5,7,5,7,1,78302103,78302104,0
1436,681011,1,8247,11,0,0,0,0,0,1116,963,1162,1167,591,2,5,7,5,4,5,7,5,7,1,78302105,78302106,0
1437,681011,1,8313,8,0,0,0,0,0,1024,925,1037,1086,925,2,5,7,5,3,4,5,7,7,1,78303101,78303102,0
1438,681011,1015,0,101501,1,1,0,0,0,1618,1122,1251,1222,1202,1,3,7,7,5,7,6,1,7,3,70330109,70330110,0
1439,681011,1,8214,12,0,1,0,0,0,972,1143,1047,827,1009,2,5,7,5,4,5,7,5,7,1,78302107,78302108,0
1440,681021,1094,0,109401,1,0,1455,1441,1454,1715,1268,1249,1321,1254,1,5,8,6,1,4,7,6,7,1,70330201,70330202,0
1441,681021,1015,0,101501,2,0,1455,0,0,1618,1122,1251,1222,1202,1,3,7,7,5,7,6,1,7,3,70330203,70330204,0
1442,681021,1077,0,107701,3,0,1455,0,0,1623,1258,1182,1242,1153,1,5,7,7,2,6,6,7,7,1,70330205,70330206,0
1443,681021,1058,0,105801,4,0,1455,0,0,1566,1125,1311,1216,1081,1,2,7,7,2,6,7,3,7,3,70330207,70330208,0
1444,681021,1,8136,12,0,0,0,0,0,1153,767,796,1267,1323,2,5,7,5,7,5,4,3,7,1,78300201,78300202,0
1445,681021,1,8148,12,0,0,0,0,0,1127,1025,1235,1127,948,2,5,7,5,7,5,4,3,7,1,78300203,78300204,0
1446,681021,1,8149,8,0,0,0,0,0,1315,715,1136,635,1391,2,6,7,6,7,5,4,3,7,1,78300205,78300206,0
1447,681021,1,8160,11,0,0,0,0,0,1088,1105,1283,722,1208,2,5,7,5,5,7,5,4,7,1,78301201,78301202,0
1448,681021,1,8190,8,0,0,0,0,0,1196,1148,1200,1153,800,2,5,7,5,5,7,5,4,7,1,78301203,78301204,0
1449,681021,1,8205,12,0,0,0,0,0,1146,1095,1311,1229,575,2,5,7,5,5,7,5,4,7,1,78301205,78301206,0
1450,681021,1,8217,8,0,0,0,0,0,1237,1122,1240,640,1180,2,5,7,5,4,5,7,5,7,1,78302201,78302202,0
1451,681021,1,8232,11,0,0,0,0,0,1213,1064,915,1228,1034,2,5,7,5,4,5,7,5,7,1,78302203,78302204,0
1452,681021,1,8247,11,0,0,0,0,0,1213,1059,1239,1241,650,2,5,7,5,4,5,7,5,7,1,78302205,78302206,0
1453,681021,1,8313,8,0,0,0,0,0,1126,1018,1141,1195,1018,2,5,7,5,3,4,5,7,7,1,78303201,78303202,0
1454,681021,1015,0,101501,1,1,0,0,0,1703,1206,1309,1330,1289,1,3,8,7,5,7,6,1,7,3,70330209,70330210,0
1455,681021,1,8214,12,0,1,0,0,0,1069,1229,1151,909,1110,2,5,7,5,4,5,7,5,7,1,78302207,78302208,0
1456,681101,1025,0,102501,1,0,1467,1457,1466,1465,1206,871,976,835,1,2,6,7,1,5,7,5,7,1,70340001,70340002,0
1457,681101,1094,0,109401,2,0,1467,0,0,1364,1138,814,842,593,1,5,7,7,1,4,7,6,7,1,70340003,70340004,0
1458,681101,1077,0,107701,3,0,1467,0,0,1304,1160,530,806,403,1,5,7,7,2,7,6,4,7,1,70340005,70340006,0
1459,681101,1,8319,12,0,0,0,0,0,827,1162,597,960,951,1,1,5,7,7,5,4,3,7,1,78400001,78400002,0
1460,681101,1,8322,8,0,0,0,0,0,757,1004,831,806,1099,1,1,5,7,7,5,4,3,7,1,78400003,78400004,0
1461,681101,1,8328,8,0,0,0,0,0,713,893,1039,686,1166,1,1,5,7,5,7,5,4,7,1,78401001,78401002,0
1462,681101,1,8331,12,0,0,0,0,0,816,1036,639,1278,650,1,1,5,7,5,7,5,4,7,1,78401003,78401004,0
1463,681101,1,8358,11,0,0,0,0,0,967,553,1127,1122,728,1,1,5,7,4,5,7,5,7,1,78402001,78402002,0
1464,681101,1,8376,11,0,0,0,0,0,856,960,843,947,891,1,1,5,7,3,4,5,7,7,1,78403001,78403002,0
1465,681101,1,8379,11,0,0,0,0,0,787,1106,992,1102,511,1,1,5,7,3,4,5,7,7,1,78403003,78403004,0
1466,681101,1094,0,109401,1,1,0,0,0,1517,1174,1031,1048,850,1,5,7,7,1,4,7,6,7,1,70340007,70340008,0
1467,681101,1,8355,8,0,1,0,0,0,1047,902,889,672,988,1,1,5,7,4,5,7,5,7,1,78402003,78402004,0
1468,681111,1025,0,102501,1,0,1479,1469,1478,1573,1220,1168,1156,1136,1,2,6,7,1,5,7,5,7,1,70340101,70340102,0
1469,681111,1094,0,109401,2,0,1479,0,0,1517,1174,1031,1048,850,1,5,7,7,1,4,7,6,7,1,70340103,70340104,0
1470,681111,1077,0,107701,3,0,1479,0,0,1449,1178,896,935,751,1,5,7,7,2,7,6,4,7,1,70340105,70340106,0
1471,681111,1,8319,12,0,0,0,0,0,919,1246,663,1067,1057,1,1,5,7,7,5,4,3,7,1,78400101,78400102,0
1472,681111,1,8322,8,0,0,0,0,0,841,1116,924,896,1210,1,1,5,7,7,5,4,3,7,1,78400103,78400104,0
1473,681111,1,8328,8,0,0,0,0,0,792,993,1154,763,1248,1,1,5,7,5,7,5,4,7,1,78401101,78401102,0
1474,681111,1,8331,12,0,0,0,0,0,906,1151,710,1353,723,1,1,5,7,5,7,5,4,7,1,78401103,78401104,0
1475,681111,1,8358,11,0,0,0,0,0,1074,615,1226,1223,809,1,1,5,7,4,5,7,5,7,1,78402101,78402102,0
1476,681111,1,8376,11,0,0,0,0,0,951,1067,937,1053,990,1,1,5,7,3,4,5,7,7,1,78403101,78403102,0
1477,681111,1,8379,11,0,0,0,0,0,874,1214,1103,1212,568,1,1,5,7,3,4,5,7,7,1,78403103,78403104,0
1478,681111,1094,0,109401,1,1,0,0,0,1615,1215,1224,1199,1107,1,5,7,7,1,4,7,6,7,1,70340107,70340108,0
1479,681111,1,8355,8,0,1,0,0,0,1163,1003,987,747,1098,1,1,5,7,4,5,7,5,7,1,78402103,78402104,0
1480,681121,1025,0,102501,1,0,1491,1481,1490,1690,1336,1210,1284,1201,1,2,6,8,1,5,7,5,7,1,70340201,70340202,0
1481,681121,1094,0,109401,2,0,1491,0,0,1615,1215,1224,1199,1107,1,5,7,7,1,4,7,6,7,1,70340203,70340204,0
1482,681121,1077,0,107701,3,0,1491,0,0,1514,1273,1231,984,1099,1,5,7,7,2,7,6,4,7,1,70340205,70340206,0
1483,681121,1,8319,12,0,0,0,0,0,1011,1310,730,1174,1162,1,1,5,7,7,5,4,3,7,1,78400201,78400202,0
1484,681121,1,8322,8,0,0,0,0,0,925,1213,1016,986,1271,1,1,5,7,7,5,4,3,7,1,78400203,78400204,0
1485,681121,1,8328,8,0,0,0,0,0,871,1092,1235,839,1313,1,1,5,7,5,7,5,4,7,1,78401201,78401202,0
1486,681121,1,8331,12,0,0,0,0,0,997,1233,781,1429,795,1,1,5,7,5,7,5,4,7,1,78401203,78401204,0
1487,681121,1,8358,11,0,0,0,0,0,1181,677,1288,1286,890,1,1,5,7,4,5,7,5,7,1,78402201,78402202,0
1488,681121,1,8376,11,0,0,0,0,0,1046,1174,1030,1158,1089,1,1,5,7,3,4,5,7,7,1,78403201,78403202,0
1489,681121,1,8379,11,0,0,0,0,0,962,1276,1206,1273,625,1,1,5,7,3,4,5,7,7,1,78403203,78403204,0
1490,681121,1094,0,109401,1,1,0,0,0,1716,1289,1243,1333,1245,1,5,7,8,1,4,7,6,7,1,70340207,70340208,0
1491,681121,1,8355,8,0,1,0,0,0,1239,1103,1086,821,1204,1,1,5,7,4,5,7,5,7,1,78402203,78402204,0
1492,681201,1099,0,109901,1,0,1508,1493,1507,1686,648,1137,1271,731,2,7,7,3,6,7,1,1,1,7,70350001,70350002,0
1493,681201,1100,0,110001,2,0,1508,0,0,1257,739,778,1050,528,4,7,7,3,5,6,5,7,1,7,70350003,70350004,0
1494,681201,1098,0,109801,3,0,1508,0,0,1273,778,1006,827,717,5,7,7,1,6,6,7,1,2,7,70350005,70350006,0
1495,681201,1,8540,12,0,0,0,0,0,881,980,709,881,1046,6,7,6,1,7,5,4,3,1,7,78210001,78210002,0
1496,681201,1,8542,12,0,0,0,0,0,929,865,1201,704,797,5,7,5,1,7,5,4,3,1,7,78210003,78210004,0
1497,681201,1,8543,11,0,0,0,0,0,830,920,1049,572,1127,6,7,6,1,7,5,4,3,1,7,78210005,78210006,0
1498,681201,1,8550,8,0,0,0,0,0,881,1013,793,837,973,5,7,5,2,5,7,5,4,1,7,78211001,78211002,0
1499,681201,1,8518,11,0,0,0,0,0,979,1160,1097,729,532,7,7,2,1,5,7,5,4,1,7,78211003,78211004,0
1500,681201,1,8548,12,0,0,0,0,0,872,595,1246,651,1087,6,7,6,2,5,7,5,4,1,7,78211005,78211006,0
1501,681201,1,8547,8,0,0,0,0,0,815,543,1029,1071,1039,5,7,5,2,5,7,5,4,1,7,78211007,78211008,0
1502,681201,1,8589,11,0,0,0,0,0,696,1136,1095,579,992,2,7,7,6,4,5,7,5,1,7,78212001,78212002,0
1503,681201,1,8557,11,0,0,0,0,0,922,943,907,871,855,6,7,6,2,4,5,7,5,1,7,78212003,78212004,0
1504,681201,1,8562,12,0,0,0,0,0,1103,708,1311,621,644,5,7,5,2,4,5,7,5,1,7,78212005,78212006,0
1505,681201,1,8596,8,0,0,0,0,0,852,929,1034,841,841,2,7,7,6,3,4,5,7,1,7,78213001,78213002,0
1506,681201,1,8536,11,0,0,0,0,0,937,808,1094,739,919,7,7,2,1,3,4,5,7,1,7,78213003,78213004,0
1507,681201,1100,0,110001,1,1,0,0,0,1482,770,1075,1217,844,4,7,7,3,5,6,5,7,1,7,70350007,70350008,0
1508,681201,1,8576,12,0,1,0,0,0,994,529,822,1013,1138,2,7,7,6,5,7,5,4,1,7,78211009,78211010,0
1509,681211,1099,0,109901,1,0,1525,1510,1524,1733,694,1348,1412,1105,2,7,7,3,6,7,1,1,1,7,70350101,70350102,0
1510,681211,1100,0,110001,2,0,1525,0,0,1482,770,1075,1217,844,4,7,7,3,5,6,5,7,1,7,70350103,70350104,0
1511,681211,1098,0,109801,3,0,1525,0,0,1445,845,1102,978,980,5,7,7,1,6,6,7,1,2,7,70350105,70350106,0
1512,681211,1,8540,12,0,0,0,0,0,979,1089,788,979,1162,6,7,6,1,7,5,4,3,1,7,78210101,78210102,0
1513,681211,1,8542,12,0,0,0,0,0,1032,961,1268,782,885,5,7,5,1,7,5,4,3,1,7,78210103,78210104,0
1514,681211,1,8543,11,0,0,0,0,0,922,1022,1165,635,1226,6,7,6,1,7,5,4,3,1,7,78210105,78210106,0
1515,681211,1,8550,8,0,0,0,0,0,979,1125,882,930,1081,5,7,5,2,5,7,5,4,1,7,78211101,78211102,0
1516,681211,1,8518,11,0,0,0,0,0,1088,1244,1209,810,591,7,7,2,1,5,7,5,4,1,7,78211103,78211104,0
1517,681211,1,8548,12,0,0,0,0,0,969,661,1318,724,1204,6,7,6,2,5,7,5,4,1,7,78211105,78211106,0
1518,681211,1,8547,8,0,0,0,0,0,906,604,1143,1190,1155,5,7,5,2,5,7,5,4,1,7,78211107,78211108,0
1519,681211,1,8589,11,0,0,0,0,0,773,1231,1208,643,1102,2,7,7,6,4,5,7,5,1,7,78212101,78212102,0
1520,681211,1,8557,11,0,0,0,0,0,1025,1048,1008,967,950,6,7,6,2,4,5,7,5,1,7,78212103,78212104,0
1521,681211,1,8562,12,0,0,0,0,0,1212,787,1390,690,716,5,7,5,2,4,5,7,5,1,7,78212105,78212106,0
1522,681211,1,8596,8,0,0,0,0,0,947,1033,1149,935,935,2,7,7,6,3,4,5,7,1,7,78213101,78213102,0
1523,681211,1,8536,11,0,0,0,0,0,1042,898,1208,821,1021,7,7,2,1,3,4,5,7,1,7,78213103,78213104,0
1524,681211,1100,0,110001,1,1,0,0,0,1707,801,1286,1309,1160,4,7,7,3,5,6,5,7,1,7,70350107,70350108,0
1525,681211,1,8576,12,0,1,0,0,0,1105,588,914,1126,1232,2,7,7,6,5,7,5,4,1,7,78211109,78211110,0
1526,681221,1099,0,109901,1,0,1542,1527,1541,1786,758,1481,1492,1152,2,8,7,3,6,7,1,1,1,7,70350201,70350202,0
1527,681221,1100,0,110001,2,0,1542,0,0,1707,801,1286,1309,1160,4,7,7,3,5,6,5,7,1,7,70350203,70350204,0
1528,681221,1098,0,109801,3,0,1542,0,0,1587,862,1309,1129,1143,5,7,7,1,6,6,7,1,2,7,70350205,70350206,0
1529,681221,1,8540,12,0,0,0,0,0,1077,1198,867,1077,1239,6,7,6,1,7,5,4,3,1,7,78210201,78210202,0
1530,681221,1,8542,12,0,0,0,0,0,1135,1058,1335,860,974,5,7,5,1,7,5,4,3,1,7,78210203,78210204,0
1531,681221,1,8543,11,0,0,0,0,0,1014,1124,1241,699,1289,6,7,6,1,7,5,4,3,1,7,78210205,78210206,0
1532,681221,1,8550,8,0,0,0,0,0,1077,1219,970,1023,1190,5,7,5,2,5,7,5,4,1,7,78211201,78211202,0
1533,681221,1,8518,11,0,0,0,0,0,1197,1309,1270,891,650,7,7,2,1,5,7,5,4,1,7,78211203,78211204,0
1534,681221,1,8548,12,0,0,0,0,0,1066,727,1390,796,1264,6,7,6,2,5,7,5,4,1,7,78211205,78211206,0
1535,681221,1,8547,8,0,0,0,0,0,997,664,1228,1254,1235,5,7,5,2,5,7,5,4,1,7,78211207,78211208,0
1536,681221,1,8589,11,0,0,0,0,0,850,1294,1269,708,1206,2,7,7,6,4,5,7,5,1,7,78212201,78212202,0
1537,681221,1,8557,11,0,0,0,0,0,1127,1152,1108,1064,1045,6,7,6,2,4,5,7,5,1,7,78212203,78212204,0
1538,681221,1,8562,12,0,0,0,0,0,1274,865,1469,759,787,5,7,5,2,4,5,7,5,1,7,78212205,78212206,0
1539,681221,1,8596,8,0,0,0,0,0,1042,1136,1232,1028,1028,2,7,7,6,3,4,5,7,1,7,78213201,78213202,0
1540,681221,1,8536,11,0,0,0,0,0,1146,988,1269,903,1123,7,7,2,1,3,4,5,7,1,7,78213203,78213204,0
1541,681221,1100,0,110001,1,1,0,0,0,1771,903,1407,1370,1258,4,8,7,3,5,6,5,7,1,7,70350207,70350208,0
1542,681221,1,8576,12,0,1,0,0,0,1207,647,1005,1219,1296,2,7,7,6,5,7,5,4,1,7,78211209,78211210,0
1543,680801,1095,0,109501,1,1,0,0,0,1647,628,1260,1117,757,7,4,1,1,4,7,4,1,7,1,70310007,70310008,0
1544,680811,1095,0,109501,1,1,0,0,0,1713,648,1454,1215,1099,7,4,1,1,4,7,4,1,7,1,70310107,70310108,0
1545,680821,1095,0,109501,1,1,0,0,0,1767,735,1567,1326,1172,8,4,1,1,4,7,4,1,7,1,70310207,70310208,0
1546,681301,1051,0,105101,1,0,1562,1547,1561,1602,655,1302,1259,725,7,7,3,1,2,6,7,1,7,2,70410001,70410002,0
1547,681301,1078,0,107801,2,0,1562,0,0,1547,592,876,846,613,7,7,7,1,3,7,5,1,7,4,70410003,70410004,0
1548,681301,1065,0,106501,3,0,1562,0,0,1534,591,878,632,585,7,7,6,3,6,7,1,1,7,1,70410005,70410006,0
1549,681301,1041,0,104101,4,0,1562,0,0,1487,572,832,922,343,7,6,1,1,7,6,2,1,7,1,70410007,70410008,0
1550,681301,1,8001,8,0,0,0,0,0,946,854,980,645,1072,7,5,1,1,7,5,4,3,7,1,78100001,78100002,0
1551,681301,1,8386,8,0,0,0,0,0,1012,527,1167,939,852,7,6,1,1,7,5,4,3,7,1,78100003,78100004,0
1552,681301,1,8007,11,0,0,0,0,0,809,947,1093,564,1085,7,5,1,1,5,7,5,4,7,1,78101001,78101002,0
1553,681301,1,8010,11,0,0,0,0,0,1209,606,996,611,1065,7,5,1,1,5,7,5,4,7,1,78101003,78101004,0
1554,681301,1,8011,8,0,0,0,0,0,1069,528,967,976,959,7,6,1,1,5,7,5,4,7,1,78101005,78101006,0
1555,681301,1,8022,11,0,0,0,0,0,1091,685,853,518,1275,7,5,2,1,4,5,7,5,7,1,78102001,78102002,0
1556,681301,1,8025,11,0,0,0,0,0,1062,656,952,646,1182,7,5,2,1,4,5,7,5,7,1,78102003,78102004,0
1557,681301,1,8404,8,0,0,0,0,0,887,636,970,652,1276,7,6,2,1,4,5,7,5,7,1,78102005,78102006,0
1558,681301,1,8040,12,0,0,0,0,0,766,901,1071,1036,723,7,5,2,1,3,4,5,7,7,1,78103001,78103002,0
1559,681301,1,8411,8,0,0,0,0,0,1063,994,950,526,964,7,5,2,1,3,4,5,7,7,1,78103003,78103004,0
1560,681301,1,8409,8,0,0,0,0,0,1155,1094,853,708,688,7,6,2,1,3,4,5,7,7,1,78103005,78103006,0
1561,681301,1078,0,107801,1,1,0,0,0,1590,632,1236,1282,882,7,7,7,1,3,7,5,1,7,4,70410009,70410010,0
1562,681301,1,8398,12,0,1,0,0,0,1056,778,967,739,957,7,5,2,1,4,5,7,5,7,1,78102007,78102008,0
1563,681311,1051,0,105101,1,0,1579,1564,1578,1667,694,1406,1464,1067,7,7,3,1,2,6,7,1,7,2,70410101,70410102,0
1564,681311,1078,0,107801,2,0,1579,0,0,1590,632,1236,1282,882,7,7,7,1,3,7,5,1,7,4,70410103,70410104,0
1565,681311,1065,0,106501,3,0,1579,0,0,1581,649,1287,1220,824,7,7,6,3,6,7,1,1,7,1,70410105,70410106,0
1566,681311,1041,0,104101,4,0,1579,0,0,1532,640,1123,1259,770,7,6,1,1,7,6,2,1,7,1,70410107,70410108,0
1567,681311,1,8001,8,0,0,0,0,0,1051,949,1089,717,1192,7,5,1,1,7,5,4,3,7,1,78100101,78100102,0
1568,681311,1,8386,8,0,0,0,0,0,1124,586,1248,1044,947,7,6,1,1,7,5,4,3,7,1,78100103,78100104,0
1569,681311,1,8007,11,0,0,0,0,0,899,1052,1207,626,1202,7,5,1,1,5,7,5,4,7,1,78101101,78101102,0
1570,681311,1,8010,11,0,0,0,0,0,1277,674,1107,679,1184,7,5,1,1,5,7,5,4,7,1,78101103,78101104,0
1571,681311,1,8011,8,0,0,0,0,0,1187,586,1075,1084,1065,7,6,1,1,5,7,5,4,7,1,78101105,78101106,0
1572,681311,1,8022,11,0,0,0,0,0,1206,761,948,575,1350,7,5,2,1,4,5,7,5,7,1,78102101,78102102,0
1573,681311,1,8025,11,0,0,0,0,0,1180,729,1057,718,1257,7,5,2,1,4,5,7,5,7,1,78102103,78102104,0
1574,681311,1,8404,8,0,0,0,0,0,986,707,1078,725,1351,7,6,2,1,4,5,7,5,7,1,78102105,78102106,0
1575,681311,1,8040,12,0,0,0,0,0,851,1001,1190,1151,803,7,5,2,1,3,4,5,7,7,1,78103101,78103102,0
1576,681311,1,8411,8,0,0,0,0,0,1181,1105,1055,585,1072,7,5,2,1,3,4,5,7,7,1,78103103,78103104,0
1577,681311,1,8409,8,0,0,0,0,0,1241,1208,948,786,764,7,6,2,1,3,4,5,7,7,1,78103105,78103106,0
1578,681311,1078,0,107801,1,1,0,0,0,1633,672,1434,1541,1151,7,7,7,1,3,7,5,1,7,4,70410109,70410110,0
1579,681311,1,8398,12,0,1,0,0,0,1174,865,1074,821,1063,7,5,2,1,4,5,7,5,7,1,78102107,78102108,0
1580,681321,1051,0,105101,1,0,1596,1581,1595,1732,716,1575,1638,1212,8,7,3,1,2,6,7,1,7,2,70410201,70410202,0
1581,681321,1078,0,107801,2,0,1596,0,0,1633,672,1434,1541,1151,7,7,7,1,3,7,5,1,7,4,70410203,70410204,0
1582,681321,1065,0,106501,3,0,1596,0,0,1628,707,1535,1524,1063,7,7,6,3,6,7,1,1,7,1,70410205,70410206,0
1583,681321,1041,0,104101,4,0,1596,0,0,1657,628,1307,1457,1197,7,6,1,1,7,6,2,1,7,1,70410207,70410208,0
1584,681321,1,8001,8,0,0,0,0,0,1156,1044,1198,789,1255,7,5,1,1,7,5,4,3,7,1,78100201,78100202,0
1585,681321,1,8386,8,0,0,0,0,0,1218,645,1313,1148,1041,7,6,1,1,7,5,4,3,7,1,78100203,78100204,0
1586,681321,1,8007,11,0,0,0,0,0,989,1157,1268,689,1263,7,5,1,1,5,7,5,4,7,1,78101201,78101202,0
1587,681321,1,8010,11,0,0,0,0,0,1344,741,1209,747,1251,7,5,1,1,5,7,5,4,7,1,78101203,78101204,0
1588,681321,1,8011,8,0,0,0,0,0,1253,645,1182,1192,1172,7,6,1,1,5,7,5,4,7,1,78101205,78101206,0
1589,681321,1,8022,11,0,0,0,0,0,1267,838,1042,633,1425,7,5,2,1,4,5,7,5,7,1,78102201,78102202,0
1590,681321,1,8025,11,0,0,0,0,0,1249,802,1163,790,1322,7,5,2,1,4,5,7,5,7,1,78102203,78102204,0
1591,681321,1,8404,8,0,0,0,0,0,1084,778,1186,797,1426,7,6,2,1,4,5,7,5,7,1,78102205,78102206,0
1592,681321,1,8040,12,0,0,0,0,0,937,1102,1254,1233,883,7,5,2,1,3,4,5,7,7,1,78103201,78103202,0
1593,681321,1,8411,8,0,0,0,0,0,1249,1207,1161,643,1179,7,5,2,1,3,4,5,7,7,1,78103203,78103204,0
1594,681321,1,8409,8,0,0,0,0,0,1305,1269,1043,865,840,7,6,2,1,3,4,5,7,7,1,78103205,78103206,0
1595,681321,1078,0,107801,1,1,0,0,0,1704,727,1578,1612,1231,8,7,7,1,3,7,5,1,7,4,70410209,70410210,0
1596,681321,1,8398,12,0,1,0,0,0,1245,952,1182,903,1170,7,5,2,1,4,5,7,5,7,1,78102207,78102208,0
1597,681401,1065,0,106501,1,0,1612,1598,1611,1581,666,1182,1278,737,6,7,6,3,7,6,1,1,7,1,70420001,70420002,0
1598,681401,1085,0,108501,2,0,1612,0,0,1215,620,1044,742,430,7,7,5,1,3,6,7,6,7,1,70420003,70420004,0
1599,681401,1093,0,109301,3,0,1612,0,0,1273,571,814,1118,386,7,7,1,1,3,6,7,5,7,1,70420005,70420006,0
1600,681401,1053,0,105301,4,0,1612,0,0,1292,958,720,856,705,7,7,5,1,1,7,6,5,7,4,70420007,70420008,0
1601,681401,1,8049,12,0,0,0,0,0,1107,803,1144,939,504,5,7,5,1,7,5,4,3,7,1,78200001,78200002,0
1602,681401,1,8419,8,0,0,0,0,0,1073,1084,751,585,1004,6,7,6,1,7,5,4,3,7,1,78200003,78200004,0
1603,681401,1,8421,11,0,0,0,0,0,734,797,617,1157,1191,5,7,5,1,5,7,5,4,7,1,78201001,78201002,0
