id,banner_id,banner_image_id,type,group_id,transition,priority,condition_value,dialog_image_id,start_date,end_date
300,130143,130143,1,1,30143,9,0,0,2023/01/20 12:00:00,2023/01/30 11:59:59
301,130144,130144,1,1,30144,2,0,0,2023/01/20 12:00:00,2023/01/30 11:59:59
302,130145,130145,1,1,30145,2,0,0,2023/01/20 12:00:00,2023/01/30 11:59:59
303,277,277,6,6,100123,2,0,0,2023/01/26 12:00:00,2023/02/20 4:59:59
304,502,502,6,6,100122,2,0,0,2023/01/10 12:00:00,2023/01/31 4:59:59
305,520003,520003,8,8,520003,2,0,0,2023/01/22 12:00:00,2023/01/23 11:59:59
306,130146,130146,1,1,30146,9,0,0,2023/01/30 12:00:00,2023/02/13 11:59:59
307,130147,130147,1,1,30147,9,0,0,2023/01/30 12:00:00,2023/02/13 11:59:59
308,227,226,6,9,100124,4,0,0,2023/01/20 12:00:00,2023/01/30 11:59:59
309,130148,130148,1,1,30148,9,0,0,2023/02/13 12:00:00,2023/02/24 11:59:59
310,130149,130149,1,1,30149,9,0,0,2023/02/13 12:00:00,2023/02/24 11:59:59
311,500023,500023,7,7,23,4,1023,0,2023/02/23 12:00:00,2023/02/24 11:59:59
312,130150,130150,1,1,30150,9,0,0,2023/02/24 12:00:00,2023/03/20 11:59:59
313,130151,130151,1,1,30151,9,0,0,2023/02/24 12:00:00,2023/03/20 11:59:59
314,269,269,6,9,100269,2,0,0,2023/02/14 12:00:00,2023/02/21 4:59:59
315,540001,540001,8,8,540001,2,0,0,2023/03/19 12:00:00,2023/03/20 11:59:59
316,600015,600015,6,10,100026,5,0,0,2023/02/14 12:00:00,2023/02/24 11:59:59
317,600016,600016,6,10,100027,5,0,0,2023/02/24 12:00:00,2023/03/10 11:59:59
318,600017,600017,6,10,100028,5,0,0,2023/03/10 12:00:00,2023/03/20 11:59:59
319,600018,600018,6,10,100029,5,0,0,2023/03/20 12:00:00,2023/03/29 11:59:59
320,150017,150017,1,2,50017,10,0,0,2023/03/10 12:00:00,2023/03/29 11:59:59
321,150018,150018,1,2,50018,10,0,0,2023/03/10 12:00:00,2023/03/29 11:59:59
322,150019,150019,1,2,50019,10,0,0,2023/03/10 12:00:00,2023/03/29 11:59:59
323,150020,150020,1,2,50020,10,0,0,2023/03/10 12:00:00,2023/03/29 11:59:59
324,500024,500024,7,7,24,4,1024,0,2023/03/28 12:00:00,2023/03/29 11:59:59
325,130152,130152,1,1,30152,9,0,0,2023/03/10 12:00:00,2023/03/20 11:59:59
326,130153,130153,1,1,30153,9,0,0,2023/03/10 12:00:00,2023/03/20 11:59:59
327,130154,130154,1,1,30154,9,0,0,2023/03/20 12:00:00,2023/03/29 11:59:59
328,130155,130155,1,1,30155,9,0,0,2023/03/20 12:00:00,2023/03/29 11:59:59
329,304,304,6,6,100125,2,0,0,2023/03/20 12:00:00,2023/04/17 4:59:59
330,900025,900027,9,11,9999,8,2,900028,2023/04/17 12:00:00,2023/04/24 4:59:59
331,900026,900027,9,11,9999,8,2,900029,2023/04/24 5:00:00,2023/05/01 4:59:59
332,900027,900027,9,11,9999,8,2,900030,2023/05/01 5:00:00,2023/05/08 11:59:59
333,900028,900027,9,11,9999,8,2,900031,2023/05/08 12:00:00,2023/05/15 4:59:59
334,130156,130156,1,1,30156,9,0,0,2023/03/29 12:00:00,2023/04/10 11:59:59
335,130157,130157,1,1,30157,9,0,0,2023/03/29 12:00:00,2023/04/10 11:59:59
336,500025,500025,7,7,25,4,1025,0,2023/04/27 12:00:00,2023/04/28 11:59:59
337,308,308,6,6,100126,2,0,0,2023/04/24 12:00:00,2023/06/26 4:59:59
338,130158,130158,1,1,30158,9,0,0,2023/04/10 12:00:00,2023/04/19 11:59:59
339,130159,130159,1,1,30159,9,0,0,2023/04/10 12:00:00,2023/04/19 11:59:59
340,130160,130160,1,1,30160,9,0,0,2023/04/19 12:00:00,2023/04/28 11:59:59
341,130161,130161,1,1,30161,9,0,0,2023/04/19 12:00:00,2023/04/28 11:59:59
342,130162,130162,1,1,30162,9,0,0,2023/04/28 12:00:00,2023/05/10 11:59:59
343,130163,130163,1,1,30163,9,0,0,2023/04/28 12:00:00,2023/05/10 11:59:59
344,333,333,6,9,100124,4,0,0,2023/04/28 12:00:00,2023/05/10 11:59:59
345,340,340,6,5,100127,5,0,0,2023/04/28 12:00:00,2023/05/18 4:59:59
346,130164,130164,1,2,30164,9,0,0,2023/04/28 12:00:00,2023/05/10 11:59:59
347,130166,130166,1,1,30166,9,0,0,2023/05/10 12:00:00,2023/05/19 11:59:59
348,130167,130167,1,1,30167,9,0,0,2023/05/10 12:00:00,2023/05/19 11:59:59
349,520004,520004,8,8,520004,2,0,0,2023/05/21 12:00:00,2023/05/22 11:59:59
350,500026,500026,7,7,26,4,1026,0,2023/05/28 12:00:00,2023/05/29 11:59:59
351,130168,130168,1,1,30168,9,0,0,2023/05/19 12:00:00,2023/05/29 11:59:59
352,130169,130169,1,1,30169,9,0,0,2023/05/19 12:00:00,2023/05/29 11:59:59
353,130170,130170,1,1,30170,9,0,0,2023/05/29 12:00:00,2023/06/09 11:59:59
354,130171,130171,1,1,30171,9,0,0,2023/05/29 12:00:00,2023/06/09 11:59:59
355,130172,130172,1,1,30172,9,0,0,2023/06/09 12:00:00,2023/06/19 11:59:59
356,130173,130173,1,1,30173,9,0,0,2023/06/09 12:00:00,2023/06/19 11:59:59
357,540002,540002,8,8,540002,2,0,0,2023/06/18 12:00:00,2023/06/19 11:59:59
358,360,360,6,6,100128,2,0,0,2023/06/22 12:00:00,2023/07/13 4:59:59
359,500027,500027,7,7,27,4,1027,0,2023/06/28 12:00:00,2023/06/29 11:59:59
360,130174,130174,1,1,30174,9,0,0,2023/06/19 12:00:00,2023/06/29 11:59:59
361,130175,130175,1,1,30175,9,0,0,2023/06/19 12:00:00,2023/06/29 11:59:59
362,150021,150021,1,2,50021,10,0,0,2023/06/19 12:00:00,2023/07/10 11:59:59
363,150022,150022,1,2,50022,10,0,0,2023/06/19 12:00:00,2023/07/10 11:59:59
364,150023,150023,1,2,50023,10,0,0,2023/06/19 12:00:00,2023/07/10 11:59:59
365,150024,150024,1,2,50024,10,0,0,2023/06/19 12:00:00,2023/07/10 11:59:59
366,130176,130176,1,1,30176,9,0,0,2023/06/29 12:00:00,2023/07/10 11:59:59
367,130177,130177,1,1,30177,9,0,0,2023/06/29 12:00:00,2023/07/10 11:59:59
368,130178,130178,1,1,30178,9,0,0,2023/07/10 12:00:00,2023/07/21 11:59:59
369,130179,130179,1,1,30179,9,0,0,2023/07/10 12:00:00,2023/07/21 11:59:59
370,500028,500028,7,7,28,4,1028,0,2023/07/30 22:00:00,2023/07/31 11:59:59
371,530003,530003,8,8,530003,2,0,0,2023/07/23 12:00:00,2023/07/24 11:59:59
372,150025,150025,1,2,50025,10,0,0,2023/07/15 21:00:00,2023/07/21 11:59:59
373,150027,150027,1,2,50027,10,0,0,2023/07/16 21:00:00,2023/07/21 11:59:59
374,600019,600019,6,10,100030,5,0,0,2023/08/14 12:00:00,2023/08/24 11:59:59
375,600020,600020,6,10,100031,5,0,0,2023/08/24 12:00:00,2023/09/04 11:59:59
376,600021,600021,6,10,100032,5,0,0,2023/09/04 12:00:00,2023/09/29 11:59:59
377,130180,130180,1,1,30180,9,0,0,2023/07/21 12:00:00,2023/07/31 11:59:59
378,130181,130181,1,1,30181,9,0,0,2023/07/21 12:00:00,2023/07/31 11:59:59
379,130182,130182,1,1,30182,9,0,0,2023/07/31 12:00:00,2023/08/14 11:59:59
380,130183,130183,1,1,30183,9,0,0,2023/07/31 12:00:00,2023/08/14 11:59:59
381,900032,900032,9,11,9999,8,2,900032,2023/07/30 5:00:00,2023/07/30 19:59:59
382,900033,900032,9,11,9999,8,2,900032,2023/07/30 20:00:00,2023/07/30 21:30:00
383,900034,900032,9,11,9999,8,2,900034,2023/08/22 5:00:00,2023/08/22 19:59:59
384,900035,900032,9,11,9999,8,2,900034,2023/08/22 20:00:00,2023/08/22 21:29:59
385,150029,150029,12,2,50029,10,0,0,2023/08/24 12:00:00,2023/09/29 11:59:59
386,150030,150030,12,2,50030,10,0,0,2023/08/24 12:00:00,2023/09/29 11:59:59
387,130184,130184,1,1,30184,9,0,0,2023/08/14 12:00:00,2023/08/24 11:59:59
388,130185,130185,1,1,30185,9,0,0,2023/08/14 12:00:00,2023/08/24 11:59:59
389,370,226,6,9,100129,4,0,0,2023/08/14 12:00:00,2023/08/24 11:59:59
390,130186,130186,1,1,30186,9,0,0,2023/08/24 12:00:00,2023/09/11 11:59:59
391,130187,130187,1,1,30187,9,0,0,2023/08/24 12:00:00,2023/09/11 11:59:59
392,130188,130188,1,1,30188,9,0,0,2023/08/31 12:00:00,2023/09/11 11:59:59
393,130189,130189,1,1,30189,9,0,0,2023/08/31 12:00:00,2023/09/11 11:59:59
394,130190,130190,1,1,30190,9,0,0,2023/09/11 12:00:00,2023/09/20 11:59:59
395,130191,130191,1,1,30191,9,0,0,2023/09/11 12:00:00,2023/09/20 11:59:59
396,150049,150049,1,1,50049,9,0,0,2023/09/11 12:00:00,2023/10/02 11:59:59
397,500029,500029,7,7,29,4,1029,0,2023/09/28 22:00:00,2023/09/29 11:59:59
398,520005,520005,8,8,520005,2,0,0,2023/09/21 12:00:00,2023/09/22 11:59:59
399,466,466,6,6,100130,2,0,0,2023/09/25 12:00:00,2023/10/23 4:59:59
400,150051,150051,1,2,50051,10,0,0,2023/09/16 20:00:00,2023/09/22 11:59:59
401,150053,150053,1,2,50053,10,0,0,2023/09/17 20:00:00,2023/09/22 11:59:59
402,900036,900032,9,11,9999,8,2,900036,2023/09/28 5:00:00,2023/09/28 19:59:59
403,900037,900032,9,11,9999,8,2,900036,2023/09/28 20:00:00,2023/09/28 21:29:59
404,130192,130192,1,1,30192,9,0,0,2023/09/20 12:00:00,2023/09/29 11:59:59
405,130193,130193,1,1,30193,9,0,0,2023/09/20 12:00:00,2023/09/29 11:59:59
406,900038,900032,9,11,9999,8,2,900038,2023/10/28 5:00:00,2023/10/28 19:59:59
407,900039,900032,9,11,9999,8,2,900038,2023/10/28 20:00:00,2023/10/28 21:29:59
408,900040,900032,9,11,9999,8,2,900040,2023/11/29 5:00:00,2023/11/29 19:59:59
409,900041,900032,9,11,9999,8,2,900040,2023/11/29 20:00:00,2023/11/29 21:29:59
410,900042,900032,9,11,9999,8,2,900042,2023/12/27 5:00:00,2023/12/27 22:29:59
411,900043,900032,9,11,9999,8,2,900042,2023/12/27 22:30:00,2023/12/28 0:29:59
412,150055,150055,1,1,50055,9,0,0,2023/10/02 12:00:00,2023/11/01 11:59:59
413,29,29,6,6,100133,2,0,0,2023/10/05 12:00:00,2024/01/11 4:59:59
414,130194,130194,1,1,30194,9,0,0,2023/09/29 12:00:00,2023/10/10 11:59:59
415,130195,130195,1,1,30195,9,0,0,2023/09/29 12:00:00,2023/10/10 11:59:59
416,540003,540001,8,8,540003,2,0,0,2023/10/18 12:00:00,2023/10/19 11:59:59
417,150057,150057,1,2,50057,9,0,0,2023/10/05 12:00:00,2023/11/09 11:59:59
418,150058,150058,1,2,50058,9,0,0,2023/10/05 12:00:00,2023/11/09 11:59:59
419,130197,130197,1,1,30197,9,0,0,2023/10/10 12:00:00,2023/10/19 11:59:59
420,600022,600022,6,9,100026,3,0,0,2023/10/30 12:00:00,2023/11/30 4:59:59
421,470,470,6,6,100131,2,0,0,2023/10/23 12:00:00,2023/12/04 4:59:59
422,150059,150059,1,2,50059,9,0,0,2023/11/09 12:00:00,2023/12/11 11:59:59
423,150060,150060,1,2,50060,9,0,0,2023/11/09 12:00:00,2023/12/11 11:59:59
424,130198,130198,1,1,30198,9,0,0,2023/10/19 12:00:00,2023/10/30 11:59:59
425,130199,130199,1,1,30199,9,0,0,2023/10/19 12:00:00,2023/10/30 11:59:59
426,500030,500030,7,7,30,4,1030,0,2023/10/29 12:00:00,2023/10/30 11:59:59
427,130200,130200,1,1,30200,9,0,0,2023/10/30 12:00:00,2023/11/09 11:59:59
428,130201,130201,1,1,30201,9,0,0,2023/10/30 12:00:00,2023/11/09 11:59:59
429,503,503,6,5,100134,3,0,0,2023/12/11 12:00:00,2023/12/28 11:59:59
430,150061,150061,1,1,50061,9,0,0,2023/11/01 12:00:00,2023/12/01 11:59:59
431,600023,600023,6,5,100135,3,0,0,2023/11/01 12:00:00,2023/12/01 4:59:59
432,500031,500031,7,7,31,4,1031,0,2023/11/29 22:00:00,2023/11/30 11:59:59
433,530004,530004,8,8,530004,2,0,0,2023/11/21 12:00:00,2023/11/22 11:59:59
434,130203,130203,1,1,30203,9,0,0,2023/11/09 12:00:00,2023/11/20 11:59:59
435,130204,130204,1,1,30204,9,0,0,2023/11/20 12:00:00,2023/11/30 11:59:59
436,130205,130205,1,1,30205,9,0,0,2023/11/20 12:00:00,2023/11/30 11:59:59
437,504,504,6,6,100132,2,0,0,2023/12/04 12:00:00,2023/12/30 4:59:59
438,130206,130206,1,1,30206,9,0,0,2023/11/30 12:00:00,2023/12/11 11:59:59
439,130207,130207,1,1,30207,9,0,0,2023/11/30 12:00:00,2023/12/11 11:59:59
440,150063,150063,1,1,50063,9,0,0,2023/12/01 12:00:00,2024/01/04 11:59:59
441,500032,500032,7,7,32,4,1032,0,2023/12/28 1:15:00,2023/12/28 11:59:59
442,130208,130208,1,1,30208,9,0,0,2023/12/11 12:00:00,2023/12/20 11:59:59
443,130209,130209,1,1,30209,9,0,0,2023/12/11 12:00:00,2023/12/20 11:59:59
444,520006,520006,8,8,520006,2,0,0,2023/12/20 12:00:00,2023/12/21 11:59:59
445,505,505,6,6,100136,2,0,0,2023/12/28 12:00:00,2024/01/09 11:59:59
446,506,506,6,6,100137,2,0,0,2024/01/09 12:00:00,2024/02/01 4:59:59
447,130210,130210,1,1,30210,9,0,0,2023/12/20 12:00:00,2023/12/28 11:59:59
448,130211,130211,1,1,30211,9,0,0,2023/12/20 12:00:00,2023/12/28 11:59:59
449,130212,130212,1,1,30212,9,0,0,2023/12/28 12:00:00,2024/01/09 11:59:59
450,130213,130213,1,1,30213,9,0,0,2023/12/28 12:00:00,2024/01/09 11:59:59
451,150064,150064,1,2,50064,10,0,0,2024/01/01 12:00:00,2024/02/29 11:59:59
452,150065,150065,1,2,50065,10,0,0,2024/01/01 12:00:00,2024/02/29 11:59:59
453,150066,150066,1,2,50066,10,0,0,2024/01/01 12:00:00,2024/02/29 11:59:59
454,150067,150067,1,2,50067,10,0,0,2024/01/01 12:00:00,2024/02/29 11:59:59
455,150069,150069,1,1,50069,9,0,0,2024/01/04 12:00:00,2024/02/01 11:59:59
456,540004,540001,8,8,540004,2,0,0,2024/01/18 12:00:00,2024/01/19 11:59:59
457,550001,550001,8,8,550001,2,0,0,2023/12/28 1:15:00,2023/12/28 11:59:59
458,130214,130214,1,1,30214,9,0,0,2024/01/09 12:00:00,2024/01/19 11:59:59
459,130215,130215,1,1,30215,9,0,0,2024/01/09 12:00:00,2024/01/19 11:59:59
460,130216,130216,1,1,30216,9,0,0,2024/01/19 12:00:00,2024/01/31 11:59:59
461,130217,130217,1,1,30217,9,0,0,2024/01/19 12:00:00,2024/01/31 11:59:59
462,900044,900032,9,11,9999,8,2,900044,2024/01/29 5:00:00,2024/01/29 19:59:59
463,900045,900032,9,11,9999,8,2,900044,2024/01/29 20:00:00,2024/01/29 21:29:59
464,900046,900032,9,11,9999,8,2,900046,2024/02/22 5:00:00,2024/02/22 19:59:59
465,900047,900032,9,11,9999,8,2,900046,2024/02/22 20:00:00,2024/02/22 21:29:59
466,900048,900032,9,11,9999,8,2,900048,2024/03/28 5:00:00,2024/03/28 19:59:59
467,900049,900032,9,11,9999,8,2,900048,2024/03/28 20:00:00,2024/03/28 21:29:59
468,900050,900032,9,11,9999,8,2,900050,2024/04/28 5:00:00,2024/04/28 19:59:59
469,900051,900032,9,11,9999,8,2,900050,2024/04/28 20:00:00,2024/04/28 21:29:59
470,900052,900032,9,11,9999,8,2,900052,2024/05/28 5:00:00,2024/05/28 19:59:59
471,900053,900032,9,11,9999,8,2,900052,2024/05/28 20:00:00,2024/05/28 21:29:59
472,900054,900032,9,11,9999,8,2,900054,2024/06/24 5:00:00,2024/06/24 19:59:59
473,900055,900032,9,11,9999,8,2,900054,2024/06/24 20:00:00,2024/06/24 21:29:59
474,130218,130218,1,1,30218,9,0,0,2024/01/31 12:00:00,2024/02/14 11:59:59
475,130219,130219,1,1,30219,9,0,0,2024/01/31 12:00:00,2024/02/14 11:59:59
476,150070,150070,1,1,50070,9,0,0,2024/02/01 12:00:00,2024/03/01 11:59:59
477,150071,150071,1,2,50071,11,0,0,2024/02/03 21:00:00,2024/02/09 11:59:59
478,150072,150072,1,2,50072,11,0,0,2024/02/04 21:00:00,2024/02/09 11:59:59
479,500033,500033,7,7,33,4,1033,0,2024/01/30 12:00:00,2024/01/31 11:59:59
480,530005,530004,8,8,530005,2,0,0,2024/04/21 12:00:00,2024/04/22 11:59:59
481,507,507,6,6,100138,2,0,0,2024/02/12 12:00:00,2024/02/19 4:59:59
482,508,508,6,9,100139,2,0,0,2024/02/14 12:00:00,2024/02/21 4:59:59
483,130220,130220,1,1,30220,9,0,0,2024/02/14 12:00:00,2024/02/24 11:59:59
484,130221,130221,1,1,30221,9,0,0,2024/02/14 12:00:00,2024/02/24 11:59:59
485,560001,560001,8,8,560001,1,0,0,2024/03/03 12:00:00,2024/03/04 11:59:59
486,130222,130222,1,1,30222,9,0,0,2024/02/24 12:00:00,2024/03/21 11:59:59
487,130223,130223,1,1,30223,9,0,0,2024/02/24 12:00:00,2024/03/21 11:59:59
488,150073,150073,13,5,50073,11,0,0,2024/02/24 12:00:00,2024/03/29 11:59:59
489,150078,150078,13,5,50078,11,0,0,2024/02/24 12:00:00,2024/03/29 11:59:59
490,600024,600024,6,10,100033,5,0,0,2024/02/14 12:00:00,2024/02/24 11:59:59
491,600025,600025,6,10,100034,5,0,0,2024/02/24 12:00:00,2024/03/12 11:59:59
492,600026,600026,6,10,100035,5,0,0,2024/03/12 12:00:00,2024/03/21 11:59:59
493,600027,600027,6,10,100036,5,0,0,2024/03/21 12:00:00,2024/03/29 11:59:59
494,509,509,6,6,100140,2,0,0,2024/03/18 12:00:00,2024/04/29 4:59:59
495,510,510,6,6,100141,2,0,0,2024/04/25 12:00:00,2024/05/27 4:59:59
496,511,511,6,6,100142,2,0,0,2024/05/27 12:00:00,2024/06/27 4:59:59
497,150085,150085,1,2,50085,11,0,0,2024/03/22 21:00:00,2024/03/28 11:59:59
498,150086,150086,1,2,50086,11,0,0,2024/03/23 21:00:00,2024/03/28 11:59:59
499,130224,130224,1,1,30224,9,0,0,2024/03/12 12:00:00,2024/03/21 11:59:59
500,130225,130225,1,1,30225,9,0,0,2024/03/12 12:00:00,2024/03/21 11:59:59
501,540005,540001,8,8,540005,2,0,0,2024/03/20 12:00:00,2024/03/21 11:59:59
502,130226,130226,1,1,30226,9,0,0,2024/03/21 12:00:00,2024/03/29 11:59:59
503,130227,130227,1,1,30227,9,0,0,2024/03/21 12:00:00,2024/03/29 11:59:59
504,500034,500034,7,7,34,4,1034,0,2024/03/28 22:00:00,2024/03/29 11:59:59
505,130228,130228,1,1,30228,9,0,0,2024/03/29 12:00:00,2024/04/09 11:59:59
506,130229,130229,1,1,30229,9,0,0,2024/03/29 12:00:00,2024/04/09 11:59:59
507,550002,550001,8,8,550002,2,0,0,2024/03/28 22:00:00,2024/03/29 11:59:59
508,130230,130230,1,1,30230,9,0,0,2024/04/01 12:00:00,2024/05/01 11:59:59
509,512,512,6,5,100143,5,0,0,2024/04/30 12:00:00,2024/05/20 4:59:59
510,130232,130232,1,1,30232,9,0,0,2024/04/09 12:00:00,2024/04/19 11:59:59
511,130233,130233,1,1,30233,9,0,0,2024/04/09 12:00:00,2024/04/19 11:59:59
512,130234,130234,1,1,30234,9,0,0,2024/04/19 12:00:00,2024/04/30 11:59:59
513,130235,130235,1,1,30235,9,0,0,2024/04/19 12:00:00,2024/04/30 11:59:59
514,600028,600028,6,2,100144,3,0,0,2024/05/16 12:00:00,2024/05/31 11:59:59
515,130236,130236,1,1,30236,9,0,0,2024/04/30 12:00:00,2024/05/10 11:59:59
516,130237,130237,1,1,30237,9,0,0,2024/04/30 12:00:00,2024/05/10 11:59:59
517,130242,130242,1,1,30242,9,0,0,2024/05/10 12:00:00,2024/05/20 11:59:59
518,130243,130243,1,1,30243,9,0,0,2024/05/10 12:00:00,2024/05/20 11:59:59
519,500035,500035,7,7,35,4,1035,0,2024/04/29 12:00:00,2024/04/30 11:59:59
520,130238,130238,1,2,30238,9,0,0,2024/04/30 12:00:00,2024/05/10 11:59:59
521,130240,130240,1,1,30240,9,0,0,2024/05/01 12:00:00,2024/06/03 11:59:59
522,130244,130244,1,1,30244,9,0,0,2024/05/20 12:00:00,2024/05/30 11:59:59
523,130245,130245,1,1,30245,9,0,0,2024/05/20 12:00:00,2024/05/30 11:59:59
524,540006,540006,8,8,540006,2,0,0,2024/05/21 12:00:00,2024/05/22 11:59:59
525,130246,130246,1,1,30246,9,0,0,2024/05/30 12:00:00,2024/06/13 11:59:59
526,130247,130247,1,1,30247,9,0,0,2024/05/30 12:00:00,2024/06/13 11:59:59
527,500036,500036,7,7,36,4,1036,0,2024/05/29 12:00:00,2024/05/30 11:59:59
528,130248,130248,1,1,30248,9,0,0,2024/06/03 12:00:00,2024/07/01 11:59:59
529,150087,150087,1,2,50087,9,0,0,2024/05/24 12:00:00,2024/06/13 11:59:59
530,150088,150088,1,2,50088,9,0,0,2024/05/24 12:00:00,2024/06/13 11:59:59
531,513,513,6,5,100146,5,0,0,2024/06/26 12:00:00,2024/07/29 11:59:59
532,130250,130250,1,1,30250,9,0,0,2024/06/13 12:00:00,2024/06/26 11:59:59
533,130251,130251,1,1,30251,9,0,0,2024/06/13 12:00:00,2024/06/26 11:59:59
534,130252,130252,1,1,30252,9,0,0,2024/06/26 12:00:00,2024/07/19 11:59:59
535,130253,130253,1,1,30253,9,0,0,2024/06/26 12:00:00,2024/07/19 11:59:59
536,150091,150091,1,1,50091,9,0,0,2024/06/03 12:00:00,2024/07/01 11:59:59
537,540007,540001,8,8,540007,2,0,0,2024/07/08 12:00:00,2024/07/09 11:59:59
538,600029,600029,6,9,100145,3,0,0,2024/08/24 12:00:00,2024/09/13 11:59:59
539,600030,600030,6,10,100037,5,0,0,2024/08/14 12:00:00,2024/08/24 11:59:59
540,600031,600031,6,10,100038,5,0,0,2024/08/24 12:00:00,2024/09/10 11:59:59
541,600032,600032,6,10,100039,5,0,0,2024/09/10 12:00:00,2024/09/30 11:59:59
542,130256,130256,1,1,30256,9,0,0,2024/07/09 12:00:00,2024/07/19 11:59:59
543,130257,130257,1,1,30257,9,0,0,2024/07/09 12:00:00,2024/07/19 11:59:59
544,150092,150092,1,2,50092,10,0,0,2024/06/26 12:00:00,2024/07/29 11:59:59
545,150093,150093,1,2,50093,10,0,0,2024/06/26 12:00:00,2024/07/29 11:59:59
546,150094,150094,1,2,50094,10,0,0,2024/06/26 12:00:00,2024/07/29 11:59:59
547,150095,150095,1,2,50095,10,0,0,2024/06/26 12:00:00,2024/07/29 11:59:59
548,130254,130254,1,1,30254,9,0,0,2024/07/01 12:00:00,2024/08/01 11:59:59
549,150096,150096,1,1,50096,9,0,0,2024/07/01 12:00:00,2024/08/01 11:59:59
550,130258,130258,1,1,30258,9,0,0,2024/07/19 12:00:00,2024/07/29 11:59:59
551,130259,130259,1,1,30259,9,0,0,2024/07/19 12:00:00,2024/07/29 11:59:59
552,500037,500037,7,7,37,4,1037,0,2024/07/28 12:00:00,2024/07/29 11:59:59
553,130260,130260,1,1,30260,9,0,0,2024/07/29 12:00:00,2024/08/14 11:59:59
554,130261,130261,1,1,30261,9,0,0,2024/07/29 12:00:00,2024/08/14 11:59:59
555,150097,150097,1,2,50097,10,0,0,2024/07/29 12:00:00,2024/08/14 11:59:59
556,900056,900032,9,11,9999,8,2,900056,2024/07/27 5:00:00,2024/07/27 19:59:59
557,900057,900032,9,11,9999,8,2,900056,2024/07/27 20:00:00,2024/07/27 21:29:59
558,900058,900032,9,11,9999,8,2,900058,2024/08/23 5:00:00,2024/08/23 19:59:59
559,900059,900032,9,11,9999,8,2,900058,2024/08/23 20:00:00,2024/08/23 21:29:59
560,900060,900032,9,11,9999,8,2,900060,2024/09/27 5:00:00,2024/09/27 19:59:59
561,900061,900032,9,11,9999,8,2,900060,2024/09/27 20:00:00,2024/09/27 21:29:59
562,900062,900032,9,11,9999,8,2,900062,2024/10/28 5:00:00,2024/10/28 19:59:59
563,900063,900032,9,11,9999,8,2,900062,2024/10/28 20:00:00,2024/10/28 21:29:59
564,900064,900032,9,11,9999,8,2,900064,2024/11/27 5:00:00,2024/11/27 19:59:59
565,900065,900032,9,11,9999,8,2,900064,2024/11/27 20:00:00,2024/11/27 21:29:59
566,900066,900032,9,11,9999,8,2,900066,2024/12/25 5:00:00,2024/12/25 19:59:59
567,900067,900032,9,11,9999,8,2,900066,2024/12/25 20:00:00,2024/12/25 21:29:59
568,530006,530004,8,8,530006,2,0,0,2024/08/13 12:00:00,2024/08/14 11:59:59
569,550003,550001,8,8,550003,2,0,0,2024/07/28 12:00:00,2024/07/29 11:59:59
570,130262,130262,1,1,30262,9,0,0,2024/08/01 12:00:00,2024/09/02 11:59:59
571,150098,150098,1,1,50098,9,0,0,2024/08/01 12:00:00,2024/09/02 11:59:59
572,130264,130264,1,1,30264,9,0,0,2024/08/14 12:00:00,2024/08/24 11:59:59
573,130265,130265,1,1,30265,9,0,0,2024/08/14 12:00:00,2024/08/24 11:59:59
574,130267,130267,1,1,30267,9,0,0,2024/08/14 12:00:00,2024/08/24 11:59:59
576,150099,150099,13,5,50099,11,0,0,2024/08/24 12:00:00,2024/09/30 11:59:59
577,500038,500038,7,7,38,4,1038,0,2024/08/29 12:00:00,2024/08/30 11:59:59
578,663,663,6,9,100147,4,0,0,2024/08/24 12:00:00,2024/09/05 11:59:59
579,540008,540001,8,8,540008,2,0,0,2024/09/09 12:00:00,2024/09/10 11:59:59
580,500039,500039,7,7,39,4,1039,0,2024/09/29 12:00:00,2024/09/30 11:59:59
581,130268,130268,1,1,30268,9,0,0,2024/08/24 12:00:00,2024/09/10 11:59:59
582,130269,130269,1,1,30269,9,0,0,2024/08/24 12:00:00,2024/09/10 11:59:59
583,130270,130270,1,1,30270,9,0,0,2024/08/30 12:00:00,2024/09/10 11:59:59
584,130271,130271,1,1,30271,9,0,0,2024/08/30 12:00:00,2024/09/10 11:59:59
585,150104,150104,1,2,50104,11,0,0,2024/09/01 17:00:00,2024/09/07 11:59:59
586,514,514,6,6,100148,2,0,0,2024/09/23 12:00:00,2024/10/21 4:59:59
587,515,515,6,6,100149,2,0,0,2024/10/21 12:00:00,2024/12/02 4:59:59
588,516,516,6,6,100150,2,0,0,2024/12/02 12:00:00,2024/12/30 4:59:59
589,130272,130272,1,1,30272,9,0,0,2024/09/02 12:00:00,2024/10/01 11:59:59
590,150105,150105,1,1,50105,9,0,0,2024/09/02 12:00:00,2024/10/01 11:59:59
591,130274,130274,1,1,30274,9,0,0,2024/09/10 12:00:00,2024/09/30 11:59:59
592,130275,130275,1,1,30275,9,0,0,2024/09/10 12:00:00,2024/09/30 11:59:59
593,130276,130276,1,1,30276,9,0,0,2024/09/20 12:00:00,2024/09/30 11:59:59
594,130277,130277,1,1,30277,9,0,0,2024/09/20 12:00:00,2024/09/30 11:59:59
595,150106,150106,1,2,50106,12,0,0,2024/09/29 20:00:00,2024/10/05 11:59:59
596,130278,130278,1,1,30278,9,0,0,2024/09/30 12:00:00,2024/10/11 11:59:59
597,130279,130279,1,1,30279,9,0,0,2024/09/30 12:00:00,2024/10/11 11:59:59
