id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,event_id,date_check_flg,transition_type,start_date,end_date
311496,3,200005,0,0,0,0,94400,900,497,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311497,3,200005,0,0,0,0,94600,900,498,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311498,3,200005,0,0,0,0,94800,900,499,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311499,3,200005,0,0,0,0,95000,900,500,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311500,3,200005,0,0,0,0,95200,900,501,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311501,3,200005,0,0,0,0,95400,900,502,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311502,3,200005,0,0,0,0,95600,900,503,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311503,3,200005,0,0,0,0,95800,900,504,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311504,3,200005,0,0,0,0,96000,900,505,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311505,3,200005,0,0,0,0,96200,900,506,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311506,3,200005,0,0,0,0,96400,900,507,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311507,3,200005,0,0,0,0,96600,900,508,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311508,3,200005,0,0,0,0,96800,900,509,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311509,3,200005,0,0,0,0,97000,900,510,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311510,3,200005,0,0,0,0,97200,900,511,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311511,3,200005,0,0,0,0,97400,900,512,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311512,3,200005,0,0,0,0,97600,900,513,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311513,3,200005,0,0,0,0,97800,900,514,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311514,3,200005,0,0,0,0,98000,900,515,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311515,3,200005,0,0,0,0,98200,900,516,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311516,3,200005,0,0,0,0,98400,900,517,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311517,3,200005,0,0,0,0,98600,900,518,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311518,3,200005,0,0,0,0,98800,900,519,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311519,3,200005,0,0,0,0,99000,900,520,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311520,3,200005,0,0,0,0,99200,900,521,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311521,3,200005,0,0,0,0,99400,900,522,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311522,3,200005,0,0,0,0,99600,900,523,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311523,3,200005,0,0,0,0,99800,900,524,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
311524,3,200005,0,0,0,0,100000,900,525,900,90,43,30,0,1,20001,2024/03/29 12:00:00,2050/01/01 4:59:59
312000,3,200027,1,0,0,0,1,911,1,12,90,43,30,0,1,20007,2022/02/14 12:00:00,2050/01/01 4:59:59
313000,3,200028,0,0,0,0,1,902,1,13,90,43,30,0,1,20008,2022/02/14 12:00:00,2050/01/01 4:59:59
314000,3,200029,0,0,0,0,1,903,1,14,91,59,10000,0,1,20009,2022/02/14 12:00:00,2050/01/01 4:59:59
320000,3,300004,0,0,0,0,1,700,1,700,20,32,2,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320001,3,300004,0,0,0,0,3,700,2,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320002,3,300004,0,0,0,0,5,700,3,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320003,3,300004,0,0,0,0,10,700,4,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320004,3,300004,0,0,0,0,15,700,5,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320005,3,300004,0,0,0,0,20,700,6,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320006,3,300004,0,0,0,0,25,700,7,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320007,3,300004,0,0,0,0,30,700,8,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320008,3,300004,0,0,0,0,35,700,9,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320009,3,300004,0,0,0,0,40,700,10,700,90,43,30,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320010,3,300004,0,0,0,0,45,700,11,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320011,3,300004,0,0,0,0,50,700,12,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320012,3,300004,0,0,0,0,55,700,13,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320013,3,300004,0,0,0,0,60,700,14,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320014,3,300004,0,0,0,0,65,700,15,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320015,3,300004,0,0,0,0,70,700,16,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320016,3,300004,0,0,0,0,75,700,17,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320017,3,300004,0,0,0,0,80,700,18,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320018,3,300004,0,0,0,0,85,700,19,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320019,3,300004,0,0,0,0,90,700,20,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320020,3,300004,0,0,0,0,95,700,21,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320021,3,300004,0,0,0,0,100,700,22,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320022,3,300004,0,0,0,0,105,700,23,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320023,3,300004,0,0,0,0,110,700,24,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320024,3,300004,0,0,0,0,115,700,25,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320025,3,300004,0,0,0,0,120,700,26,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320026,3,300004,0,0,0,0,125,700,27,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320027,3,300004,0,0,0,0,130,700,28,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320028,3,300004,0,0,0,0,135,700,29,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320029,3,300004,0,0,0,0,140,700,30,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320030,3,300004,0,0,0,0,145,700,31,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320031,3,300004,0,0,0,0,150,700,32,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320032,3,300004,0,0,0,0,155,700,33,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320033,3,300004,0,0,0,0,160,700,34,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320034,3,300004,0,0,0,0,165,700,35,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320035,3,300004,0,0,0,0,170,700,36,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320036,3,300004,0,0,0,0,175,700,37,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320037,3,300004,0,0,0,0,180,700,38,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320038,3,300004,0,0,0,0,185,700,39,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320039,3,300004,0,0,0,0,190,700,40,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320040,3,300004,0,0,0,0,195,700,41,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320041,3,300004,0,0,0,0,200,700,42,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320042,3,300004,0,0,0,0,205,700,43,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320043,3,300004,0,0,0,0,210,700,44,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320044,3,300004,0,0,0,0,215,700,45,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320045,3,300004,0,0,0,0,220,700,46,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320046,3,300004,0,0,0,0,225,700,47,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320047,3,300004,0,0,0,0,230,700,48,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320048,3,300004,0,0,0,0,235,700,49,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320049,3,300004,0,0,0,0,240,700,50,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320050,3,300004,0,0,0,0,245,700,51,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320051,3,300004,0,0,0,0,250,700,52,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320052,3,300004,0,0,0,0,255,700,53,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320053,3,300004,0,0,0,0,260,700,54,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320054,3,300004,0,0,0,0,265,700,55,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320055,3,300004,0,0,0,0,270,700,56,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320056,3,300004,0,0,0,0,275,700,57,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320057,3,300004,0,0,0,0,280,700,58,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320058,3,300004,0,0,0,0,285,700,59,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320059,3,300004,0,0,0,0,290,700,60,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320060,3,300004,0,0,0,0,295,700,61,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320061,3,300004,0,0,0,0,300,700,62,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320062,3,300004,0,0,0,0,305,700,63,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320063,3,300004,0,0,0,0,310,700,64,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320064,3,300004,0,0,0,0,315,700,65,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320065,3,300004,0,0,0,0,320,700,66,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320066,3,300004,0,0,0,0,325,700,67,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320067,3,300004,0,0,0,0,330,700,68,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320068,3,300004,0,0,0,0,335,700,69,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320069,3,300004,0,0,0,0,340,700,70,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320070,3,300004,0,0,0,0,345,700,71,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320071,3,300004,0,0,0,0,350,700,72,700,90,43,50,0,0,30001,2017/07/01 1:00:00,2050/01/01 4:59:59
320072,3,300004,0,0,0,0,355,700,73,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320073,3,300004,0,0,0,0,360,700,74,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320074,3,300004,0,0,0,0,365,700,75,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320075,3,300004,0,0,0,0,370,700,76,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320076,3,300004,0,0,0,0,375,700,77,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320077,3,300004,0,0,0,0,380,700,78,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320078,3,300004,0,0,0,0,385,700,79,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320079,3,300004,0,0,0,0,390,700,80,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320080,3,300004,0,0,0,0,395,700,81,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320081,3,300004,0,0,0,0,400,700,82,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320082,3,300004,0,0,0,0,405,700,83,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320083,3,300004,0,0,0,0,410,700,84,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320084,3,300004,0,0,0,0,415,700,85,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320085,3,300004,0,0,0,0,420,700,86,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320086,3,300004,0,0,0,0,425,700,87,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320087,3,300004,0,0,0,0,430,700,88,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320088,3,300004,0,0,0,0,435,700,89,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320089,3,300004,0,0,0,0,440,700,90,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320090,3,300004,0,0,0,0,445,700,91,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320091,3,300004,0,0,0,0,450,700,92,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320092,3,300004,0,0,0,0,455,700,93,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320093,3,300004,0,0,0,0,460,700,94,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320094,3,300004,0,0,0,0,465,700,95,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320095,3,300004,0,0,0,0,470,700,96,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320096,3,300004,0,0,0,0,475,700,97,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320097,3,300004,0,0,0,0,480,700,98,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320098,3,300004,0,0,0,0,485,700,99,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320099,3,300004,0,0,0,0,490,700,100,700,90,43,50,0,1,30001,2022/02/24 12:00:00,2050/01/01 4:59:59
320100,3,300003,0,0,0,0,1,710,1,710,20,32,2,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320101,3,300003,0,0,0,0,3,710,2,710,90,43,30,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320102,3,300003,0,0,0,0,5,710,3,710,90,43,30,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320103,3,300003,0,0,0,0,10,710,4,710,90,43,30,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320104,3,300003,0,0,0,0,15,710,5,710,90,43,30,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320105,3,300003,0,0,0,0,20,710,6,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320106,3,300003,0,0,0,0,25,710,7,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320107,3,300003,0,0,0,0,30,710,8,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320108,3,300003,0,0,0,0,35,710,9,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320109,3,300003,0,0,0,0,40,710,10,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320110,3,300003,0,0,0,0,45,710,11,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320111,3,300003,0,0,0,0,50,710,12,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320112,3,300003,0,0,0,0,55,710,13,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320113,3,300003,0,0,0,0,60,710,14,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320114,3,300003,0,0,0,0,65,710,15,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320115,3,300003,0,0,0,0,70,710,16,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320116,3,300003,0,0,0,0,75,710,17,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320117,3,300003,0,0,0,0,80,710,18,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320118,3,300003,0,0,0,0,85,710,19,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320119,3,300003,0,0,0,0,90,710,20,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320120,3,300003,0,0,0,0,95,710,21,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320121,3,300003,0,0,0,0,100,710,22,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320122,3,300003,0,0,0,0,105,710,23,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320123,3,300003,0,0,0,0,110,710,24,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320124,3,300003,0,0,0,0,115,710,25,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320125,3,300003,0,0,0,0,120,710,26,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320126,3,300003,0,0,0,0,125,710,27,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320127,3,300003,0,0,0,0,130,710,28,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320128,3,300003,0,0,0,0,135,710,29,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320129,3,300003,0,0,0,0,140,710,30,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320130,3,300003,0,0,0,0,145,710,31,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320131,3,300003,0,0,0,0,150,710,32,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320132,3,300003,0,0,0,0,155,710,33,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320133,3,300003,0,0,0,0,160,710,34,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320134,3,300003,0,0,0,0,165,710,35,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320135,3,300003,0,0,0,0,170,710,36,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320136,3,300003,0,0,0,0,175,710,37,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320137,3,300003,0,0,0,0,180,710,38,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320138,3,300003,0,0,0,0,185,710,39,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320139,3,300003,0,0,0,0,190,710,40,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320140,3,300003,0,0,0,0,195,710,41,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320141,3,300003,0,0,0,0,200,710,42,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320142,3,300003,0,0,0,0,205,710,43,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320143,3,300003,0,0,0,0,210,710,44,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320144,3,300003,0,0,0,0,215,710,45,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320145,3,300003,0,0,0,0,220,710,46,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320146,3,300003,0,0,0,0,225,710,47,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320147,3,300003,0,0,0,0,230,710,48,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320148,3,300003,0,0,0,0,235,710,49,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320149,3,300003,0,0,0,0,240,710,50,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320150,3,300003,0,0,0,0,245,710,51,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320151,3,300003,0,0,0,0,250,710,52,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320152,3,300003,0,0,0,0,255,710,53,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320153,3,300003,0,0,0,0,260,710,54,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320154,3,300003,0,0,0,0,265,710,55,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320155,3,300003,0,0,0,0,270,710,56,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320156,3,300003,0,0,0,0,275,710,57,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320157,3,300003,0,0,0,0,280,710,58,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320158,3,300003,0,0,0,0,285,710,59,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320159,3,300003,0,0,0,0,290,710,60,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320160,3,300003,0,0,0,0,295,710,61,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320161,3,300003,0,0,0,0,300,710,62,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320162,3,300003,0,0,0,0,305,710,63,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320163,3,300003,0,0,0,0,310,710,64,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320164,3,300003,0,0,0,0,315,710,65,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320165,3,300003,0,0,0,0,320,710,66,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320166,3,300003,0,0,0,0,325,710,67,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320167,3,300003,0,0,0,0,330,710,68,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320168,3,300003,0,0,0,0,335,710,69,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320169,3,300003,0,0,0,0,340,710,70,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320170,3,300003,0,0,0,0,345,710,71,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320171,3,300003,0,0,0,0,350,710,72,710,90,43,50,0,0,30002,2017/07/01 1:00:00,2050/01/01 4:59:59
320172,3,300003,0,0,0,0,355,710,73,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320173,3,300003,0,0,0,0,360,710,74,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320174,3,300003,0,0,0,0,365,710,75,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320175,3,300003,0,0,0,0,370,710,76,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320176,3,300003,0,0,0,0,375,710,77,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320177,3,300003,0,0,0,0,380,710,78,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320178,3,300003,0,0,0,0,385,710,79,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320179,3,300003,0,0,0,0,390,710,80,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320180,3,300003,0,0,0,0,395,710,81,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320181,3,300003,0,0,0,0,400,710,82,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320182,3,300003,0,0,0,0,405,710,83,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320183,3,300003,0,0,0,0,410,710,84,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320184,3,300003,0,0,0,0,415,710,85,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320185,3,300003,0,0,0,0,420,710,86,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320186,3,300003,0,0,0,0,425,710,87,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
320187,3,300003,0,0,0,0,430,710,88,710,90,43,50,0,1,30002,2022/02/24 12:00:00,2050/01/01 4:59:59
