id,rental_rank,rental_num,use_value1,use_value2
1174,39,14,14650,7860
1175,39,15,14650,7860
1176,40,11,14650,7860
1177,40,12,14650,7860
1178,40,13,14650,7860
1179,40,14,14650,7860
1180,40,15,14650,7860
1181,41,11,14650,7860
1182,41,12,14650,7860
1183,41,13,14650,7860
1184,41,14,14650,7860
1185,41,15,14650,7860
1186,42,11,14650,7860
1187,42,12,14650,7860
1188,42,13,14650,7860
1189,42,14,14650,7860
1190,42,15,14650,7860
1191,43,11,14650,7860
1192,43,12,14650,7860
1193,43,13,14650,7860
1194,43,14,14650,7860
1195,43,15,14650,7860
1196,44,11,14650,7860
1197,44,12,14650,7860
1198,44,13,14650,7860
1199,44,14,14650,7860
1200,44,15,14650,7860
1201,45,11,14650,7860
1202,45,12,14650,7860
1203,45,13,14650,7860
1204,45,14,14650,7860
1205,45,15,14650,7860
1206,46,11,14650,7860
1207,46,12,14650,7860
1208,46,13,14650,7860
1209,46,14,14650,7860
1210,46,15,14650,7860
1211,47,11,14650,7860
1212,47,12,14650,7860
1213,47,13,14650,7860
1214,47,14,14650,7860
1215,47,15,14650,7860
1216,48,11,14650,7860
1217,48,12,14650,7860
1218,48,13,14650,7860
1219,48,14,14650,7860
1220,48,15,14650,7860
1221,49,11,14650,7860
1222,49,12,14650,7860
1223,49,13,14650,7860
1224,49,14,14650,7860
1225,49,15,14650,7860
1226,50,11,14650,7860
1227,50,12,14650,7860
1228,50,13,14650,7860
1229,50,14,14650,7860
1230,50,15,14650,7860
1231,51,11,14650,7860
1232,51,12,14650,7860
1233,51,13,14650,7860
1234,51,14,14650,7860
1235,51,15,14650,7860
1236,52,11,14650,7860
1237,52,12,14650,7860
1238,52,13,14650,7860
1239,52,14,14650,7860
1240,52,15,14650,7860
1241,53,11,14650,7860
1242,53,12,14650,7860
1243,53,13,14650,7860
1244,53,14,14650,7860
1245,53,15,14650,7860
1246,54,11,14650,7860
1247,54,12,14650,7860
1248,54,13,14650,7860
1249,54,14,14650,7860
1250,54,15,14650,7860
1251,55,11,14650,7860
1252,55,12,14650,7860
1253,55,13,14650,7860
1254,55,14,14650,7860
1255,55,15,14650,7860
1256,56,11,14650,7860
1257,56,12,14650,7860
1258,56,13,14650,7860
1259,56,14,14650,7860
1260,56,15,14650,7860
1261,57,11,14650,7860
1262,57,12,14650,7860
1263,57,13,14650,7860
1264,57,14,14650,7860
1265,57,15,14650,7860
1266,58,11,14650,7860
1267,58,12,14650,7860
1268,58,13,14650,7860
1269,58,14,14650,7860
1270,58,15,14650,7860
1271,59,11,14650,7860
1272,59,12,14650,7860
1273,59,13,14650,7860
1274,59,14,14650,7860
1275,59,15,14650,7860
1276,60,11,14650,7860
1277,60,12,14650,7860
1278,60,13,14650,7860
1279,60,14,14650,7860
1280,60,15,14650,7860
1281,61,11,14650,7860
1282,61,12,14650,7860
1283,61,13,14650,7860
1284,61,14,14650,7860
1285,61,15,14650,7860
1286,62,11,14650,7860
1287,62,12,14650,7860
1288,62,13,14650,7860
1289,62,14,14650,7860
1290,62,15,14650,7860
1291,63,11,14650,7860
1292,63,12,14650,7860
1293,63,13,14650,7860
1294,63,14,14650,7860
1295,63,15,14650,7860
1296,64,11,14650,7860
1297,64,12,14650,7860
1298,64,13,14650,7860
1299,64,14,14650,7860
1300,64,15,14650,7860
1301,65,11,14650,7860
1302,65,12,14650,7860
1303,65,13,14650,7860
1304,65,14,14650,7860
1305,65,15,14650,7860
1306,66,11,14650,7860
1307,66,12,14650,7860
1308,66,13,14650,7860
1309,66,14,14650,7860
1310,66,15,14650,7860
1311,67,11,14650,7860
1312,67,12,14650,7860
1313,67,13,14650,7860
1314,67,14,14650,7860
1315,67,15,14650,7860
1316,68,11,14650,7860
1317,68,12,14650,7860
1318,68,13,14650,7860
1319,68,14,14650,7860
1320,68,15,14650,7860
1321,69,11,14650,7860
1322,69,12,14650,7860
1323,69,13,14650,7860
1324,69,14,14650,7860
1325,69,15,14650,7860
1326,70,11,14650,7860
1327,70,12,14650,7860
1328,70,13,14650,7860
1329,70,14,14650,7860
1330,70,15,14650,7860
1331,71,11,14650,7860
1332,71,12,14650,7860
1333,71,13,14650,7860
1334,71,14,14650,7860
1335,71,15,14650,7860
1336,72,11,14650,7860
1337,72,12,14650,7860
1338,72,13,14650,7860
1339,72,14,14650,7860
1340,72,15,14650,7860
1341,73,11,14650,7860
1342,73,12,14650,7860
1343,73,13,14650,7860
1344,73,14,14650,7860
1345,73,15,14650,7860
1346,74,11,14650,7860
1347,74,12,14650,7860
1348,74,13,14650,7860
1349,74,14,14650,7860
1350,74,15,14650,7860
1351,75,11,14650,7860
1352,75,12,14650,7860
1353,75,13,14650,7860
1354,75,14,14650,7860
1355,75,15,14650,7860
1356,76,11,14650,7860
1357,76,12,14650,7860
1358,76,13,14650,7860
1359,76,14,14650,7860
1360,76,15,14650,7860
1361,77,11,14650,7860
1362,77,12,14650,7860
1363,77,13,14650,7860
1364,77,14,14650,7860
1365,77,15,14650,7860
1366,78,11,14650,7860
1367,78,12,14650,7860
1368,78,13,14650,7860
1369,78,14,14650,7860
1370,78,15,14650,7860
1371,79,11,14650,7860
1372,79,12,14650,7860
1373,79,13,14650,7860
1374,79,14,14650,7860
1375,79,15,14650,7860
1376,80,11,14650,7860
1377,80,12,14650,7860
1378,80,13,14650,7860
1379,80,14,14650,7860
1380,80,15,14650,7860
1381,81,11,14650,7860
1382,81,12,14650,7860
1383,81,13,14650,7860
1384,81,14,14650,7860
1385,81,15,14650,7860
1386,82,11,14650,7860
1387,82,12,14650,7860
1388,82,13,14650,7860
1389,82,14,14650,7860
1390,82,15,14650,7860
1391,83,11,14650,7860
1392,83,12,14650,7860
1393,83,13,14650,7860
1394,83,14,14650,7860
1395,83,15,14650,7860
1396,84,11,14650,7860
1397,84,12,14650,7860
1398,84,13,14650,7860
1399,84,14,14650,7860
1400,84,15,14650,7860
1401,85,11,14650,7860
1402,85,12,14650,7860
1403,85,13,14650,7860
1404,85,14,14650,7860
1405,85,15,14650,7860
1406,86,11,14650,7860
1407,86,12,14650,7860
1408,86,13,14650,7860
1409,86,14,14650,7860
1410,86,15,14650,7860
1411,87,11,14650,7860
1412,87,12,14650,7860
1413,87,13,14650,7860
1414,87,14,14650,7860
1415,87,15,14650,7860
1416,88,11,14650,7860
1417,88,12,14650,7860
1418,88,13,14650,7860
1419,88,14,14650,7860
1420,88,15,14650,7860
1421,89,11,14650,7860
1422,89,12,14650,7860
1423,89,13,14650,7860
1424,89,14,14650,7860
1425,89,15,14650,7860
1426,90,11,14650,7860
1427,90,12,14650,7860
1428,90,13,14650,7860
1429,90,14,14650,7860
1430,90,15,14650,7860
1431,91,11,14650,7860
1432,91,12,14650,7860
1433,91,13,14650,7860
1434,91,14,14650,7860
1435,91,15,14650,7860
1436,92,11,14650,7860
1437,92,12,14650,7860
1438,92,13,14650,7860
1439,92,14,14650,7860
1440,92,15,14650,7860
1441,93,11,14650,7860
1442,93,12,14650,7860
1443,93,13,14650,7860
1444,93,14,14650,7860
1445,93,15,14650,7860
1446,94,11,14650,7860
1447,94,12,14650,7860
1448,94,13,14650,7860
1449,94,14,14650,7860
1450,94,15,14650,7860
1451,95,11,14650,7860
1452,95,12,14650,7860
1453,95,13,14650,7860
1454,95,14,14650,7860
1455,95,15,14650,7860
1456,96,11,14650,7860
1457,96,12,14650,7860
1458,96,13,14650,7860
1459,96,14,14650,7860
1460,96,15,14650,7860
1461,97,11,14650,7860
1462,97,12,14650,7860
1463,97,13,14650,7860
1464,97,14,14650,7860
1465,97,15,14650,7860
1466,98,11,14650,7860
1467,98,12,14650,7860
1468,98,13,14650,7860
1469,98,14,14650,7860
1470,98,15,14650,7860
1471,1,16,20,10
1472,1,17,20,10
1473,1,18,20,10
1474,1,19,20,10
1475,1,20,20,10
1476,1,21,20,10
1477,1,22,20,10
1478,1,23,20,10
1479,1,24,20,10
1480,1,25,20,10
1481,2,16,50,30
1482,2,17,50,30
1483,2,18,50,30
1484,2,19,50,30
1485,2,20,50,30
1486,2,21,50,30
1487,2,22,50,30
1488,2,23,50,30
1489,2,24,50,30
1490,2,25,50,30
1491,3,16,100,60
1492,3,17,100,60
1493,3,18,100,60
1494,3,19,100,60
1495,3,20,100,60
1496,3,21,100,60
1497,3,22,100,60
1498,3,23,100,60
1499,3,24,100,60
1500,3,25,100,60
1501,4,16,170,100
1502,4,17,170,100
1503,4,18,170,100
1504,4,19,170,100
1505,4,20,170,100
1506,4,21,170,100
1507,4,22,170,100
1508,4,23,170,100
1509,4,24,170,100
1510,4,25,170,100
1511,5,16,260,150
1512,5,17,260,150
1513,5,18,260,150
1514,5,19,260,150
1515,5,20,260,150
1516,5,21,260,150
1517,5,22,260,150
1518,5,23,260,150
1519,5,24,260,150
1520,5,25,260,150
1521,6,16,380,220
1522,6,17,380,220
1523,6,18,380,220
1524,6,19,380,220
1525,6,20,380,220
1526,6,21,380,220
1527,6,22,380,220
1528,6,23,380,220
1529,6,24,380,220
1530,6,25,380,220
1531,7,16,530,310
1532,7,17,530,310
1533,7,18,530,310
1534,7,19,530,310
1535,7,20,530,310
1536,7,21,530,310
1537,7,22,530,310
1538,7,23,530,310
1539,7,24,530,310
1540,7,25,530,310
1541,8,16,710,410
1542,8,17,710,410
1543,8,18,710,410
1544,8,19,710,410
1545,8,20,710,410
1546,8,21,710,410
1547,8,22,710,410
1548,8,23,710,410
1549,8,24,710,410
1550,8,25,710,410
1551,9,16,920,520
1552,9,17,920,520
1553,9,18,920,520
1554,9,19,920,520
1555,9,20,920,520
1556,9,21,920,520
1557,9,22,920,520
1558,9,23,920,520
1559,9,24,920,520
1560,9,25,920,520
1561,10,16,1170,660
1562,10,17,1170,660
1563,10,18,1170,660
1564,10,19,1170,660
1565,10,20,1170,660
1566,10,21,1170,660
1567,10,22,1170,660
1568,10,23,1170,660
1569,10,24,1170,660
1570,10,25,1170,660
1571,11,16,1460,820
1572,11,17,1460,820
1573,11,18,1460,820
1574,11,19,1460,820
1575,11,20,1460,820
1576,11,21,1460,820
1577,11,22,1460,820
1578,11,23,1460,820
1579,11,24,1460,820
1580,11,25,1460,820
1581,12,16,1790,1000
1582,12,17,1790,1000
1583,12,18,1790,1000
1584,12,19,1790,1000
1585,12,20,1790,1000
1586,12,21,1790,1000
1587,12,22,1790,1000
1588,12,23,1790,1000
1589,12,24,1790,1000
1590,12,25,1790,1000
1591,13,16,2480,1380
1592,13,17,2480,1380
1593,13,18,2480,1380
1594,13,19,2480,1380
1595,13,20,2480,1380
1596,13,21,2480,1380
1597,13,22,2480,1380
1598,13,23,2480,1380
1599,13,24,2480,1380
1600,13,25,2480,1380
1601,14,16,3370,1860
1602,14,17,3370,1860
1603,14,18,3370,1860
1604,14,19,3370,1860
1605,14,20,3370,1860
1606,14,21,3370,1860
1607,14,22,3370,1860
1608,14,23,3370,1860
1609,14,24,3370,1860
1610,14,25,3370,1860
1611,15,16,4940,2720
1612,15,17,4940,2720
1613,15,18,4940,2720
1614,15,19,4940,2720
1615,15,20,4940,2720
1616,15,21,4940,2720
1617,15,22,4940,2720
1618,15,23,4940,2720
1619,15,24,4940,2720
1620,15,25,4940,2720
1621,16,16,7100,3880
1622,16,17,7100,3880
1623,16,18,7100,3880
1624,16,19,7100,3880
1625,16,20,7100,3880
1626,16,21,7100,3880
1627,16,22,7100,3880
1628,16,23,7100,3880
1629,16,24,7100,3880
1630,16,25,7100,3880
1631,17,16,10020,5440
1632,17,17,10020,5440
1633,17,18,10020,5440
1634,17,19,10020,5440
1635,17,20,10020,5440
1636,17,21,10020,5440
1637,17,22,10020,5440
1638,17,23,10020,5440
1639,17,24,10020,5440
1640,17,25,10020,5440
1641,18,16,13920,7520
1642,18,17,13920,7520
1643,18,18,13920,7520
1644,18,19,13920,7520
1645,18,20,13920,7520
1646,18,21,13920,7520
1647,18,22,13920,7520
1648,18,23,13920,7520
1649,18,24,13920,7520
1650,18,25,13920,7520
1651,19,16,14650,7860
1652,19,17,14650,7860
1653,19,18,14650,7860
1654,19,19,14650,7860
1655,19,20,14650,7860
1656,19,21,14650,7860
1657,19,22,14650,7860
1658,19,23,14650,7860
1659,19,24,14650,7860
1660,19,25,14650,7860
1661,20,16,14650,7860
1662,20,17,14650,7860
1663,20,18,14650,7860
1664,20,19,14650,7860
1665,20,20,14650,7860
1666,20,21,14650,7860
1667,20,22,14650,7860
1668,20,23,14650,7860
1669,20,24,14650,7860
1670,20,25,14650,7860
1671,21,16,14650,7860
1672,21,17,14650,7860
1673,21,18,14650,7860
1674,21,19,14650,7860
1675,21,20,14650,7860
1676,21,21,14650,7860
1677,21,22,14650,7860
1678,21,23,14650,7860
1679,21,24,14650,7860
1680,21,25,14650,7860
1681,22,16,14650,7860
1682,22,17,14650,7860
1683,22,18,14650,7860
1684,22,19,14650,7860
1685,22,20,14650,7860
1686,22,21,14650,7860
1687,22,22,14650,7860
1688,22,23,14650,7860
1689,22,24,14650,7860
1690,22,25,14650,7860
1691,23,16,14650,7860
1692,23,17,14650,7860
1693,23,18,14650,7860
1694,23,19,14650,7860
1695,23,20,14650,7860
1696,23,21,14650,7860
1697,23,22,14650,7860
1698,23,23,14650,7860
1699,23,24,14650,7860
1700,23,25,14650,7860
1701,24,16,14650,7860
1702,24,17,14650,7860
1703,24,18,14650,7860
1704,24,19,14650,7860
1705,24,20,14650,7860
1706,24,21,14650,7860
1707,24,22,14650,7860
1708,24,23,14650,7860
1709,24,24,14650,7860
1710,24,25,14650,7860
1711,25,16,14650,7860
1712,25,17,14650,7860
1713,25,18,14650,7860
1714,25,19,14650,7860
1715,25,20,14650,7860
1716,25,21,14650,7860
1717,25,22,14650,7860
1718,25,23,14650,7860
1719,25,24,14650,7860
1720,25,25,14650,7860
1721,26,16,14650,7860
1722,26,17,14650,7860
1723,26,18,14650,7860
1724,26,19,14650,7860
1725,26,20,14650,7860
1726,26,21,14650,7860
1727,26,22,14650,7860
1728,26,23,14650,7860
1729,26,24,14650,7860
1730,26,25,14650,7860
1731,27,16,14650,7860
1732,27,17,14650,7860
1733,27,18,14650,7860
1734,27,19,14650,7860
1735,27,20,14650,7860
1736,27,21,14650,7860
1737,27,22,14650,7860
1738,27,23,14650,7860
1739,27,24,14650,7860
1740,27,25,14650,7860
1741,28,16,14650,7860
1742,28,17,14650,7860
1743,28,18,14650,7860
1744,28,19,14650,7860
1745,28,20,14650,7860
1746,28,21,14650,7860
1747,28,22,14650,7860
1748,28,23,14650,7860
1749,28,24,14650,7860
1750,28,25,14650,7860
1751,29,16,14650,7860
1752,29,17,14650,7860
1753,29,18,14650,7860
1754,29,19,14650,7860
1755,29,20,14650,7860
1756,29,21,14650,7860
1757,29,22,14650,7860
1758,29,23,14650,7860
1759,29,24,14650,7860
1760,29,25,14650,7860
1761,30,16,14650,7860
1762,30,17,14650,7860
1763,30,18,14650,7860
1764,30,19,14650,7860
1765,30,20,14650,7860
1766,30,21,14650,7860
1767,30,22,14650,7860
1768,30,23,14650,7860
1769,30,24,14650,7860
1770,30,25,14650,7860
1771,31,16,14650,7860
1772,31,17,14650,7860
1773,31,18,14650,7860
1774,31,19,14650,7860
1775,31,20,14650,7860
1776,31,21,14650,7860
1777,31,22,14650,7860
1778,31,23,14650,7860
1779,31,24,14650,7860
1780,31,25,14650,7860
1781,32,16,14650,7860
1782,32,17,14650,7860
1783,32,18,14650,7860
1784,32,19,14650,7860
1785,32,20,14650,7860
1786,32,21,14650,7860
1787,32,22,14650,7860
1788,32,23,14650,7860
1789,32,24,14650,7860
1790,32,25,14650,7860
1791,33,16,14650,7860
1792,33,17,14650,7860
1793,33,18,14650,7860
1794,33,19,14650,7860
1795,33,20,14650,7860
1796,33,21,14650,7860
1797,33,22,14650,7860
1798,33,23,14650,7860
1799,33,24,14650,7860
1800,33,25,14650,7860
1801,34,16,14650,7860
1802,34,17,14650,7860
1803,34,18,14650,7860
1804,34,19,14650,7860
1805,34,20,14650,7860
1806,34,21,14650,7860
1807,34,22,14650,7860
1808,34,23,14650,7860
1809,34,24,14650,7860
1810,34,25,14650,7860
1811,35,16,14650,7860
1812,35,17,14650,7860
1813,35,18,14650,7860
1814,35,19,14650,7860
1815,35,20,14650,7860
1816,35,21,14650,7860
1817,35,22,14650,7860
1818,35,23,14650,7860
1819,35,24,14650,7860
1820,35,25,14650,7860
1821,36,16,14650,7860
1822,36,17,14650,7860
1823,36,18,14650,7860
1824,36,19,14650,7860
1825,36,20,14650,7860
1826,36,21,14650,7860
1827,36,22,14650,7860
1828,36,23,14650,7860
1829,36,24,14650,7860
1830,36,25,14650,7860
1831,37,16,14650,7860
1832,37,17,14650,7860
1833,37,18,14650,7860
1834,37,19,14650,7860
1835,37,20,14650,7860
1836,37,21,14650,7860
1837,37,22,14650,7860
1838,37,23,14650,7860
1839,37,24,14650,7860
1840,37,25,14650,7860
1841,38,16,14650,7860
1842,38,17,14650,7860
1843,38,18,14650,7860
1844,38,19,14650,7860
1845,38,20,14650,7860
1846,38,21,14650,7860
1847,38,22,14650,7860
1848,38,23,14650,7860
1849,38,24,14650,7860
1850,38,25,14650,7860
1851,39,16,14650,7860
1852,39,17,14650,7860
1853,39,18,14650,7860
1854,39,19,14650,7860
1855,39,20,14650,7860
1856,39,21,14650,7860
1857,39,22,14650,7860
1858,39,23,14650,7860
1859,39,24,14650,7860
1860,39,25,14650,7860
1861,40,16,14650,7860
1862,40,17,14650,7860
1863,40,18,14650,7860
1864,40,19,14650,7860
1865,40,20,14650,7860
1866,40,21,14650,7860
1867,40,22,14650,7860
1868,40,23,14650,7860
1869,40,24,14650,7860
1870,40,25,14650,7860
1871,41,16,14650,7860
1872,41,17,14650,7860
1873,41,18,14650,7860
1874,41,19,14650,7860
1875,41,20,14650,7860
1876,41,21,14650,7860
1877,41,22,14650,7860
1878,41,23,14650,7860
1879,41,24,14650,7860
1880,41,25,14650,7860
1881,42,16,14650,7860
1882,42,17,14650,7860
1883,42,18,14650,7860
1884,42,19,14650,7860
1885,42,20,14650,7860
1886,42,21,14650,7860
1887,42,22,14650,7860
1888,42,23,14650,7860
1889,42,24,14650,7860
1890,42,25,14650,7860
1891,43,16,14650,7860
1892,43,17,14650,7860
1893,43,18,14650,7860
1894,43,19,14650,7860
1895,43,20,14650,7860
1896,43,21,14650,7860
1897,43,22,14650,7860
1898,43,23,14650,7860
1899,43,24,14650,7860
1900,43,25,14650,7860
1901,44,16,14650,7860
1902,44,17,14650,7860
1903,44,18,14650,7860
1904,44,19,14650,7860
1905,44,20,14650,7860
1906,44,21,14650,7860
1907,44,22,14650,7860
1908,44,23,14650,7860
1909,44,24,14650,7860
1910,44,25,14650,7860
1911,45,16,14650,7860
1912,45,17,14650,7860
1913,45,18,14650,7860
1914,45,19,14650,7860
1915,45,20,14650,7860
1916,45,21,14650,7860
1917,45,22,14650,7860
1918,45,23,14650,7860
1919,45,24,14650,7860
1920,45,25,14650,7860
1921,46,16,14650,7860
1922,46,17,14650,7860
1923,46,18,14650,7860
1924,46,19,14650,7860
1925,46,20,14650,7860
1926,46,21,14650,7860
1927,46,22,14650,7860
1928,46,23,14650,7860
1929,46,24,14650,7860
1930,46,25,14650,7860
1931,47,16,14650,7860
1932,47,17,14650,7860
1933,47,18,14650,7860
1934,47,19,14650,7860
1935,47,20,14650,7860
1936,47,21,14650,7860
1937,47,22,14650,7860
1938,47,23,14650,7860
1939,47,24,14650,7860
1940,47,25,14650,7860
1941,48,16,14650,7860
1942,48,17,14650,7860
1943,48,18,14650,7860
1944,48,19,14650,7860
1945,48,20,14650,7860
1946,48,21,14650,7860
1947,48,22,14650,7860
1948,48,23,14650,7860
1949,48,24,14650,7860
1950,48,25,14650,7860
1951,49,16,14650,7860
1952,49,17,14650,7860
1953,49,18,14650,7860
1954,49,19,14650,7860
1955,49,20,14650,7860
1956,49,21,14650,7860
1957,49,22,14650,7860
1958,49,23,14650,7860
1959,49,24,14650,7860
1960,49,25,14650,7860
1961,50,16,14650,7860
1962,50,17,14650,7860
1963,50,18,14650,7860
1964,50,19,14650,7860
1965,50,20,14650,7860
1966,50,21,14650,7860
1967,50,22,14650,7860
1968,50,23,14650,7860
1969,50,24,14650,7860
1970,50,25,14650,7860
1971,51,16,14650,7860
1972,51,17,14650,7860
1973,51,18,14650,7860
1974,51,19,14650,7860
1975,51,20,14650,7860
1976,51,21,14650,7860
1977,51,22,14650,7860
1978,51,23,14650,7860
1979,51,24,14650,7860
1980,51,25,14650,7860
1981,52,16,14650,7860
1982,52,17,14650,7860
1983,52,18,14650,7860
1984,52,19,14650,7860
1985,52,20,14650,7860
1986,52,21,14650,7860
1987,52,22,14650,7860
1988,52,23,14650,7860
1989,52,24,14650,7860
1990,52,25,14650,7860
1991,53,16,14650,7860
1992,53,17,14650,7860
1993,53,18,14650,7860
1994,53,19,14650,7860
1995,53,20,14650,7860
1996,53,21,14650,7860
1997,53,22,14650,7860
1998,53,23,14650,7860
1999,53,24,14650,7860
2000,53,25,14650,7860
2001,54,16,14650,7860
2002,54,17,14650,7860
2003,54,18,14650,7860
2004,54,19,14650,7860
2005,54,20,14650,7860
2006,54,21,14650,7860
2007,54,22,14650,7860
2008,54,23,14650,7860
2009,54,24,14650,7860
2010,54,25,14650,7860
2011,55,16,14650,7860
2012,55,17,14650,7860
2013,55,18,14650,7860
2014,55,19,14650,7860
2015,55,20,14650,7860
2016,55,21,14650,7860
2017,55,22,14650,7860
2018,55,23,14650,7860
2019,55,24,14650,7860
2020,55,25,14650,7860
2021,56,16,14650,7860
2022,56,17,14650,7860
2023,56,18,14650,7860
2024,56,19,14650,7860
2025,56,20,14650,7860
2026,56,21,14650,7860
2027,56,22,14650,7860
2028,56,23,14650,7860
2029,56,24,14650,7860
2030,56,25,14650,7860
2031,57,16,14650,7860
2032,57,17,14650,7860
2033,57,18,14650,7860
2034,57,19,14650,7860
2035,57,20,14650,7860
2036,57,21,14650,7860
2037,57,22,14650,7860
2038,57,23,14650,7860
2039,57,24,14650,7860
2040,57,25,14650,7860
2041,58,16,14650,7860
2042,58,17,14650,7860
2043,58,18,14650,7860
2044,58,19,14650,7860
2045,58,20,14650,7860
2046,58,21,14650,7860
2047,58,22,14650,7860
2048,58,23,14650,7860
2049,58,24,14650,7860
2050,58,25,14650,7860
2051,59,16,14650,7860
2052,59,17,14650,7860
2053,59,18,14650,7860
2054,59,19,14650,7860
2055,59,20,14650,7860
2056,59,21,14650,7860
2057,59,22,14650,7860
2058,59,23,14650,7860
2059,59,24,14650,7860
2060,59,25,14650,7860
2061,60,16,14650,7860
2062,60,17,14650,7860
2063,60,18,14650,7860
2064,60,19,14650,7860
2065,60,20,14650,7860
2066,60,21,14650,7860
2067,60,22,14650,7860
2068,60,23,14650,7860
2069,60,24,14650,7860
2070,60,25,14650,7860
2071,61,16,14650,7860
2072,61,17,14650,7860
2073,61,18,14650,7860
2074,61,19,14650,7860
2075,61,20,14650,7860
2076,61,21,14650,7860
2077,61,22,14650,7860
2078,61,23,14650,7860
2079,61,24,14650,7860
2080,61,25,14650,7860
2081,62,16,14650,7860
2082,62,17,14650,7860
2083,62,18,14650,7860
2084,62,19,14650,7860
2085,62,20,14650,7860
2086,62,21,14650,7860
2087,62,22,14650,7860
2088,62,23,14650,7860
2089,62,24,14650,7860
2090,62,25,14650,7860
2091,63,16,14650,7860
2092,63,17,14650,7860
2093,63,18,14650,7860
2094,63,19,14650,7860
2095,63,20,14650,7860
2096,63,21,14650,7860
2097,63,22,14650,7860
2098,63,23,14650,7860
2099,63,24,14650,7860
2100,63,25,14650,7860
2101,64,16,14650,7860
2102,64,17,14650,7860
2103,64,18,14650,7860
2104,64,19,14650,7860
2105,64,20,14650,7860
2106,64,21,14650,7860
2107,64,22,14650,7860
2108,64,23,14650,7860
2109,64,24,14650,7860
2110,64,25,14650,7860
2111,65,16,14650,7860
2112,65,17,14650,7860
2113,65,18,14650,7860
2114,65,19,14650,7860
2115,65,20,14650,7860
2116,65,21,14650,7860
2117,65,22,14650,7860
2118,65,23,14650,7860
2119,65,24,14650,7860
2120,65,25,14650,7860
2121,66,16,14650,7860
2122,66,17,14650,7860
2123,66,18,14650,7860
2124,66,19,14650,7860
2125,66,20,14650,7860
2126,66,21,14650,7860
2127,66,22,14650,7860
2128,66,23,14650,7860
2129,66,24,14650,7860
2130,66,25,14650,7860
2131,67,16,14650,7860
2132,67,17,14650,7860
2133,67,18,14650,7860
2134,67,19,14650,7860
2135,67,20,14650,7860
2136,67,21,14650,7860
2137,67,22,14650,7860
2138,67,23,14650,7860
2139,67,24,14650,7860
2140,67,25,14650,7860
2141,68,16,14650,7860
2142,68,17,14650,7860
2143,68,18,14650,7860
2144,68,19,14650,7860
2145,68,20,14650,7860
2146,68,21,14650,7860
2147,68,22,14650,7860
2148,68,23,14650,7860
2149,68,24,14650,7860
2150,68,25,14650,7860
2151,69,16,14650,7860
2152,69,17,14650,7860
2153,69,18,14650,7860
2154,69,19,14650,7860
2155,69,20,14650,7860
2156,69,21,14650,7860
2157,69,22,14650,7860
2158,69,23,14650,7860
2159,69,24,14650,7860
2160,69,25,14650,7860
2161,70,16,14650,7860
2162,70,17,14650,7860
2163,70,18,14650,7860
2164,70,19,14650,7860
2165,70,20,14650,7860
2166,70,21,14650,7860
2167,70,22,14650,7860
2168,70,23,14650,7860
2169,70,24,14650,7860
2170,70,25,14650,7860
2171,71,16,14650,7860
2172,71,17,14650,7860
2173,71,18,14650,7860
2174,71,19,14650,7860
2175,71,20,14650,7860
2176,71,21,14650,7860
2177,71,22,14650,7860
2178,71,23,14650,7860
2179,71,24,14650,7860
2180,71,25,14650,7860
2181,72,16,14650,7860
2182,72,17,14650,7860
2183,72,18,14650,7860
2184,72,19,14650,7860
2185,72,20,14650,7860
2186,72,21,14650,7860
2187,72,22,14650,7860
2188,72,23,14650,7860
2189,72,24,14650,7860
2190,72,25,14650,7860
2191,73,16,14650,7860
2192,73,17,14650,7860
2193,73,18,14650,7860
2194,73,19,14650,7860
2195,73,20,14650,7860
2196,73,21,14650,7860
2197,73,22,14650,7860
2198,73,23,14650,7860
2199,73,24,14650,7860
2200,73,25,14650,7860
2201,74,16,14650,7860
2202,74,17,14650,7860
2203,74,18,14650,7860
2204,74,19,14650,7860
2205,74,20,14650,7860
2206,74,21,14650,7860
2207,74,22,14650,7860
2208,74,23,14650,7860
2209,74,24,14650,7860
2210,74,25,14650,7860
2211,75,16,14650,7860
2212,75,17,14650,7860
2213,75,18,14650,7860
2214,75,19,14650,7860
2215,75,20,14650,7860
2216,75,21,14650,7860
2217,75,22,14650,7860
2218,75,23,14650,7860
2219,75,24,14650,7860
2220,75,25,14650,7860
2221,76,16,14650,7860
2222,76,17,14650,7860
2223,76,18,14650,7860
2224,76,19,14650,7860
2225,76,20,14650,7860
2226,76,21,14650,7860
2227,76,22,14650,7860
2228,76,23,14650,7860
2229,76,24,14650,7860
2230,76,25,14650,7860
2231,77,16,14650,7860
2232,77,17,14650,7860
2233,77,18,14650,7860
2234,77,19,14650,7860
2235,77,20,14650,7860
2236,77,21,14650,7860
2237,77,22,14650,7860
2238,77,23,14650,7860
2239,77,24,14650,7860
2240,77,25,14650,7860
2241,78,16,14650,7860
2242,78,17,14650,7860
2243,78,18,14650,7860
2244,78,19,14650,7860
2245,78,20,14650,7860
2246,78,21,14650,7860
2247,78,22,14650,7860
2248,78,23,14650,7860
2249,78,24,14650,7860
2250,78,25,14650,7860
2251,79,16,14650,7860
2252,79,17,14650,7860
2253,79,18,14650,7860
2254,79,19,14650,7860
2255,79,20,14650,7860
2256,79,21,14650,7860
2257,79,22,14650,7860
2258,79,23,14650,7860
2259,79,24,14650,7860
2260,79,25,14650,7860
2261,80,16,14650,7860
2262,80,17,14650,7860
2263,80,18,14650,7860
