id,story_event_id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,transition_type,date_check_flg,start_date
357,1009,4,100004,1,2,0,0,1,5,1,5,94,45,20,10001,0,
358,1009,4,100004,1,2,0,0,3,6,1,6,100,58,6000,10001,0,
359,1009,4,100004,1,2,0,0,5,7,1,7,94,45,30,10001,0,
360,1009,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
361,1009,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
362,1009,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
363,1009,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
364,1009,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
365,1009,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
366,1009,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
367,1009,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
368,1009,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
369,1009,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
370,1009,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
371,1009,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
372,1009,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
373,1009,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
374,1009,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
375,1009,4,200005,0,0,0,0,10,30,1,30,100,58,4000,20001,0,
376,1009,4,200005,0,0,0,0,15,31,1,31,94,45,30,20001,0,
377,1009,4,200005,0,0,0,0,20,32,1,32,100,58,6000,20001,0,
378,1009,4,200005,0,0,0,0,30,33,1,33,94,45,40,20001,0,
379,1009,4,200005,0,0,0,0,40,34,1,34,100,58,8000,20001,0,
380,1009,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
381,1009,4,200014,0,0,0,0,1000000,36,1,36,100,58,10000,20001,0,
382,1009,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
383,1009,4,200014,0,0,0,0,3000000,38,1,38,100,58,10000,20001,0,
384,1009,4,100025,100101,3,0,0,1,39,1,39,100,58,8000,10001,0,
385,1009,4,100025,304701,3,0,0,1,40,1,40,94,45,20,10001,0,
386,1009,4,100025,110401,3,0,0,1,41,1,41,94,45,20,10001,0,
387,1009,4,100025,101201,3,0,0,1,42,1,42,100,58,8000,10001,0,
388,1009,4,100025,100601,3,0,0,1,43,1,43,94,45,20,10001,0,
389,1009,4,100025,101901,3,0,0,1,44,1,44,94,45,20,10001,0,
390,1009,4,100025,102301,3,0,0,1,45,1,45,100,58,8000,10001,0,
391,1009,6,900001,4,0,0,0,38,1,1,1,55,310109,1,0,0,
392,1010,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
393,1010,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
394,1010,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
395,1010,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
396,1010,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
397,1010,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
398,1010,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
399,1010,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
400,1010,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
401,1010,4,100004,1,2,0,0,1,5,1,5,94,45,20,10001,0,
402,1010,4,100004,1,2,0,0,3,6,1,6,100,58,6000,10001,0,
403,1010,4,100004,1,2,0,0,5,7,1,7,94,45,30,10001,0,
404,1010,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
405,1010,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
406,1010,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
407,1010,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
408,1010,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
409,1010,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
410,1010,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
411,1010,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
412,1010,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
413,1010,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
414,1010,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
415,1010,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
416,1010,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
417,1010,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
418,1010,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
419,1010,4,200005,0,0,0,0,10,30,1,30,100,58,4000,20001,0,
420,1010,4,200005,0,0,0,0,15,31,1,31,94,45,30,20001,0,
421,1010,4,200005,0,0,0,0,20,32,1,32,100,58,6000,20001,0,
422,1010,4,200005,0,0,0,0,30,33,1,33,94,45,40,20001,0,
423,1010,4,200005,0,0,0,0,40,34,1,34,100,58,8000,20001,0,
424,1010,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
425,1010,4,200014,0,0,0,0,1000000,36,1,36,100,58,10000,20001,0,
426,1010,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
427,1010,4,200014,0,0,0,0,3000000,38,1,38,100,58,10000,20001,0,
428,1010,4,100025,100301,3,0,0,1,39,1,39,100,58,8000,10001,0,
429,1010,4,100025,100501,3,0,0,1,40,1,40,94,45,20,10001,0,
430,1010,4,100025,100601,3,0,0,1,41,1,41,94,45,20,10001,0,
431,1010,4,100025,101001,3,0,0,1,42,1,42,100,58,8000,10001,0,
432,1010,4,100025,101501,3,0,0,1,43,1,43,94,45,20,10001,0,
433,1010,4,100025,101601,3,0,0,1,44,1,44,94,45,20,10001,0,
434,1010,4,100025,102201,3,0,0,1,45,1,45,100,58,8000,10001,0,
435,1010,6,900001,4,0,0,0,38,1,1,1,55,310110,1,0,0,
436,1011,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
437,1011,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
438,1011,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
439,1011,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
440,1011,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
441,1011,4,100004,1,0,0,0,3,6,1,6,94,45,20,10001,0,
442,1011,4,100004,1,0,0,0,5,7,1,7,100,58,6000,10001,0,
443,1011,4,100004,1,0,0,0,8,8,1,8,94,45,30,10001,0,
444,1011,4,100004,1,0,0,0,12,9,1,9,100,58,9000,10001,0,
445,1011,4,100004,1,4,0,0,1,10,1,10,94,45,20,10001,0,
446,1011,4,100004,1,4,0,0,3,11,1,11,100,58,6000,10001,0,
447,1011,4,100004,1,4,0,0,5,12,1,12,94,45,30,10001,0,
448,1011,4,100003,0,0,0,0,10,13,1,13,94,45,20,10001,0,
449,1011,4,100003,0,0,0,0,20,14,1,14,100,58,6000,10001,0,
450,1011,4,100003,0,0,0,0,30,15,1,15,94,45,30,10001,0,
451,1011,4,100003,0,0,0,0,40,16,1,16,100,58,8000,10001,0,
452,1011,4,100003,0,0,0,0,50,17,1,17,94,45,40,10001,0,
453,1011,4,100003,0,0,0,0,60,18,1,18,100,58,10000,10001,0,
454,1011,4,100007,100,1,0,0,10,19,1,19,94,45,30,10001,0,
455,1011,4,100007,100,1,0,0,20,20,1,20,100,58,10000,10001,0,
456,1011,4,100007,100,1,0,0,30,21,1,21,94,45,40,10001,0,
457,1011,4,100007,100,1,0,0,40,22,1,22,100,58,10000,10001,0,
458,1011,4,100027,0,0,0,0,500000,23,1,23,94,45,30,10001,0,
459,1011,4,100027,0,0,0,0,1000000,24,1,24,100,58,10000,10001,0,
460,1011,4,100027,0,0,0,0,1500000,25,1,25,94,45,40,10001,0,
461,1011,4,100027,0,0,0,0,2000000,26,1,26,100,58,10000,10001,0,
462,1011,4,200005,0,0,0,0,5,27,1,27,94,45,20,20001,0,
463,1011,4,200005,0,0,0,0,10,28,1,28,100,58,4000,20001,0,
464,1011,4,200005,0,0,0,0,15,29,1,29,94,45,30,20001,0,
465,1011,4,200005,0,0,0,0,20,30,1,30,100,58,6000,20001,0,
466,1011,4,200005,0,0,0,0,30,31,1,31,94,45,40,20001,0,
467,1011,4,200005,0,0,0,0,40,32,1,32,100,58,8000,20001,0,
468,1011,4,200014,0,0,0,0,500000,33,1,33,94,45,30,20001,0,
469,1011,4,200014,0,0,0,0,1000000,34,1,34,100,58,10000,20001,0,
470,1011,4,200014,0,0,0,0,2000000,35,1,35,94,45,40,20001,0,
471,1011,4,200014,0,0,0,0,3000000,36,1,36,100,58,10000,20001,0,
472,1011,4,100025,100201,3,0,0,1,37,1,37,100,58,8000,10001,0,
473,1011,4,100025,101501,3,0,0,1,38,1,38,94,45,20,10001,0,
474,1011,4,100025,100601,3,0,0,1,39,1,39,94,45,20,10001,0,
475,1011,4,100025,101901,3,0,0,1,40,1,40,100,58,8000,10001,0,
476,1011,4,100025,100301,3,0,0,1,41,1,41,94,45,20,10001,0,
477,1011,4,100025,101601,3,0,0,1,42,1,42,94,45,20,10001,0,
478,1011,4,100025,102301,3,0,0,1,43,1,43,100,58,8000,10001,0,
479,1011,6,900001,4,0,0,0,43,1,1,1,55,310111,1,0,0,
480,1011,4,100015,0,0,0,0,5,44,1,44,90,43,50,10001,1,1645758000
481,1011,4,100054,0,3,0,0,1,45,1,45,90,43,50,10001,1,1645844400
482,1011,4,100050,0,0,3,7,1,46,1,46,90,43,50,10001,1,1645930800
483,1011,4,100028,0,100000,0,0,1,47,1,47,90,43,50,10001,1,1646017200
484,1011,4,100046,0,10,0,0,1,48,1,48,90,43,50,10001,1,1646103600
485,1012,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
486,1012,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
487,1012,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
488,1012,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
489,1012,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
490,1012,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
491,1012,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
492,1012,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
493,1012,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
494,1012,4,100004,1,4,0,0,1,5,1,5,94,45,20,10001,0,
495,1012,4,100004,1,4,0,0,3,6,1,6,100,58,6000,10001,0,
496,1012,4,100004,1,4,0,0,5,7,1,7,94,45,30,10001,0,
497,1012,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
498,1012,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
499,1012,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
500,1012,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
501,1012,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
502,1012,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
503,1012,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
504,1012,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
505,1012,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
506,1012,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
507,1012,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
508,1012,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
509,1012,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
510,1012,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
511,1012,4,200005,0,0,0,0,5,22,1,22,94,45,20,20001,0,
512,1012,4,200005,0,0,0,0,10,23,1,23,100,58,4000,20001,0,
513,1012,4,200005,0,0,0,0,15,24,1,24,94,45,30,20001,0,
514,1012,4,200005,0,0,0,0,20,25,1,25,100,58,6000,20001,0,
515,1012,4,200005,0,0,0,0,30,26,1,26,94,45,40,20001,0,
516,1012,4,200005,0,0,0,0,40,27,1,27,100,58,8000,20001,0,
517,1012,4,200014,0,0,0,0,500000,28,1,28,94,45,30,20001,0,
518,1012,4,200014,0,0,0,0,1000000,29,1,29,100,58,10000,20001,0,
519,1012,4,200014,0,0,0,0,2000000,30,1,30,94,45,40,20001,0,
520,1012,4,200014,0,0,0,0,3000000,31,1,31,100,58,10000,20001,0,
521,1012,4,100025,100501,3,0,0,1,32,1,32,100,58,8000,10001,0,
522,1012,4,100025,101501,3,0,0,1,33,1,33,94,45,20,10001,0,
523,1012,4,100025,102201,3,0,0,1,34,1,34,94,45,20,10001,0,
524,1012,4,100025,101001,3,0,0,1,35,1,35,100,58,8000,10001,0,
525,1012,4,100025,100201,3,0,0,1,36,1,36,94,45,20,10001,0,
526,1012,4,100025,101601,3,0,0,1,37,1,37,94,45,20,10001,0,
527,1012,4,100025,100701,3,0,0,1,38,1,38,100,58,8000,10001,0,
528,1012,6,900001,4,0,0,0,38,1,1,1,55,310112,1,0,0,
529,1013,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
530,1013,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
531,1013,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
532,1013,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
533,1013,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
534,1013,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
535,1013,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
536,1013,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
537,1013,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
538,1013,4,100004,1,4,0,0,1,5,1,5,94,45,20,10001,0,
539,1013,4,100004,1,4,0,0,3,6,1,6,100,58,6000,10001,0,
540,1013,4,100004,1,4,0,0,5,7,1,7,94,45,30,10001,0,
541,1013,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
542,1013,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
543,1013,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
544,1013,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
545,1013,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
546,1013,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
547,1013,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
548,1013,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
549,1013,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
550,1013,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
551,1013,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
552,1013,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
553,1013,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
554,1013,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
555,1013,4,200005,0,0,0,0,5,22,1,22,94,45,20,20001,0,
556,1013,4,200005,0,0,0,0,10,23,1,23,100,58,4000,20001,0,
557,1013,4,200005,0,0,0,0,15,24,1,24,94,45,30,20001,0,
558,1013,4,200005,0,0,0,0,20,25,1,25,100,58,6000,20001,0,
559,1013,4,200005,0,0,0,0,30,26,1,26,94,45,40,20001,0,
560,1013,4,200005,0,0,0,0,40,27,1,27,100,58,8000,20001,0,
561,1013,4,200014,0,0,0,0,500000,28,1,28,94,45,30,20001,0,
562,1013,4,200014,0,0,0,0,1000000,29,1,29,100,58,10000,20001,0,
563,1013,4,200014,0,0,0,0,2000000,30,1,30,94,45,40,20001,0,
564,1013,4,200014,0,0,0,0,3000000,31,1,31,100,58,10000,20001,0,
565,1013,4,100025,102401,3,0,0,1,32,1,32,100,58,8000,10001,0,
566,1013,4,100025,100501,3,0,0,1,33,1,33,94,45,20,10001,0,
567,1013,4,100025,100301,3,0,0,1,34,1,34,94,45,20,10001,0,
568,1013,4,100025,100201,3,0,0,1,35,1,35,100,58,8000,10001,0,
569,1013,4,100025,101201,3,0,0,1,36,1,36,94,45,20,10001,0,
570,1013,4,100025,101601,3,0,0,1,37,1,37,94,45,20,10001,0,
571,1013,4,100025,102301,3,0,0,1,38,1,38,100,58,8000,10001,0,
572,1013,6,900001,4,0,0,0,38,1,1,1,55,310113,1,0,0,
573,1014,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
574,1014,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
575,1014,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
576,1014,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
577,1014,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
578,1014,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
579,1014,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
580,1014,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
581,1014,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
582,1014,4,100004,1,4,0,0,1,5,1,5,94,45,20,10001,0,
583,1014,4,100004,1,4,0,0,3,6,1,6,100,58,6000,10001,0,
584,1014,4,100004,1,4,0,0,5,7,1,7,94,45,30,10001,0,
585,1014,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
586,1014,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
587,1014,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
588,1014,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
589,1014,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
590,1014,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
591,1014,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
592,1014,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
593,1014,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
594,1014,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
595,1014,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
596,1014,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
597,1014,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
598,1014,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
599,1014,4,200005,0,0,0,0,5,22,1,22,94,45,20,20001,0,
600,1014,4,200005,0,0,0,0,10,23,1,23,100,58,4000,20001,0,
601,1014,4,200005,0,0,0,0,15,24,1,24,94,45,30,20001,0,
602,1014,4,200005,0,0,0,0,20,25,1,25,100,58,6000,20001,0,
603,1014,4,200005,0,0,0,0,30,26,1,26,94,45,40,20001,0,
604,1014,4,200005,0,0,0,0,40,27,1,27,100,58,8000,20001,0,
605,1014,4,200014,0,0,0,0,500000,28,1,28,94,45,30,20001,0,
606,1014,4,200014,0,0,0,0,1000000,29,1,29,100,58,10000,20001,0,
607,1014,4,200014,0,0,0,0,2000000,30,1,30,94,45,40,20001,0,
608,1014,4,200014,0,0,0,0,3000000,31,1,31,100,58,10000,20001,0,
609,1014,4,100025,100401,3,0,0,1,32,1,32,100,58,8000,10001,0,
610,1014,4,100025,101401,3,0,0,1,33,1,33,94,45,20,10001,0,
611,1014,4,100025,102101,3,0,0,1,34,1,34,94,45,20,10001,0,
612,1014,4,100025,100901,3,0,0,1,35,1,35,100,58,8000,10001,0,
613,1014,4,100025,100201,3,0,0,1,36,1,36,94,45,20,10001,0,
614,1014,4,100025,101701,3,0,0,1,37,1,37,94,45,20,10001,0,
615,1014,4,100025,100801,3,0,0,1,38,1,38,100,58,8000,10001,0,
616,1014,6,900001,4,0,0,0,38,1,1,1,55,310114,1,0,0,
617,1015,1,100004,1,0,0,0,1,1,1,1,94,45,5,10001,0,
618,1015,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
619,1015,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
620,1015,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
621,1015,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
622,1015,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
623,1015,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
624,1015,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
625,1015,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
626,1015,4,100004,1,4,0,0,1,5,1,5,94,45,20,10001,0,
627,1015,4,100004,1,4,0,0,3,6,1,6,100,58,6000,10001,0,
628,1015,4,100004,1,4,0,0,5,7,1,7,94,45,30,10001,0,
629,1015,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
630,1015,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
631,1015,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
632,1015,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
633,1015,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
634,1015,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
635,1015,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
636,1015,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
637,1015,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
638,1015,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
639,1015,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
640,1015,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
641,1015,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
642,1015,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
643,1015,4,200005,0,0,0,0,5,22,1,22,94,45,20,20001,0,
644,1015,4,200005,0,0,0,0,10,23,1,23,100,58,4000,20001,0,
645,1015,4,200005,0,0,0,0,15,24,1,24,94,45,30,20001,0,
646,1015,4,200005,0,0,0,0,20,25,1,25,100,58,6000,20001,0,
647,1015,4,200005,0,0,0,0,30,26,1,26,94,45,40,20001,0,
648,1015,4,200005,0,0,0,0,40,27,1,27,100,58,8000,20001,0,
649,1015,4,200014,0,0,0,0,500000,28,1,28,94,45,30,20001,0,
650,1015,4,200014,0,0,0,0,1000000,29,1,29,100,58,10000,20001,0,
651,1015,4,200014,0,0,0,0,2000000,30,1,30,94,45,40,20001,0,
652,1015,4,200014,0,0,0,0,3000000,31,1,31,100,58,10000,20001,0,
653,1015,4,100025,100301,3,0,0,1,32,1,32,100,58,8000,10001,0,
654,1015,4,100025,100901,3,0,0,1,33,1,33,94,45,20,10001,0,
655,1015,4,100025,101101,3,0,0,1,34,1,34,94,45,20,10001,0,
656,1015,4,100025,101301,3,0,0,1,35,1,35,100,58,8000,10001,0,
657,1015,4,100025,101401,3,0,0,1,36,1,36,94,45,20,10001,0,
658,1015,4,100025,101701,3,0,0,1,37,1,37,94,45,20,10001,0,
659,1015,4,100025,101801,3,0,0,1,38,1,38,100,58,8000,10001,0,
660,1015,6,900001,4,0,0,0,38,1,1,1,55,310115,1,0,0,
661,1016,1,100004,1,0,0,0,1,1,1,1,94,45,5,10001,0,
662,1016,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
663,1016,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
664,1016,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
665,1016,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
666,1016,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
667,1016,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
668,1016,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
669,1016,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
670,1016,4,100004,1,4,0,0,1,5,1,5,94,45,20,10001,0,
671,1016,4,100004,1,4,0,0,3,6,1,6,100,58,6000,10001,0,
672,1016,4,100004,1,4,0,0,5,7,1,7,94,45,30,10001,0,
673,1016,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
674,1016,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
675,1016,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
676,1016,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
677,1016,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
678,1016,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
679,1016,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
680,1016,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
681,1016,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
682,1016,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
683,1016,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
684,1016,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
685,1016,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
686,1016,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
687,1016,4,200005,0,0,0,0,5,22,1,22,94,45,20,20001,0,
688,1016,4,200005,0,0,0,0,10,23,1,23,100,58,4000,20001,0,
689,1016,4,200005,0,0,0,0,15,24,1,24,94,45,30,20001,0,
690,1016,4,200005,0,0,0,0,20,25,1,25,100,58,6000,20001,0,
691,1016,4,200005,0,0,0,0,30,26,1,26,94,45,40,20001,0,
692,1016,4,200005,0,0,0,0,40,27,1,27,100,58,8000,20001,0,
693,1016,4,200014,0,0,0,0,500000,28,1,28,94,45,30,20001,0,
694,1016,4,200014,0,0,0,0,1000000,29,1,29,100,58,10000,20001,0,
695,1016,4,200014,0,0,0,0,2000000,30,1,30,94,45,40,20001,0,
696,1016,4,200014,0,0,0,0,3000000,31,1,31,100,58,10000,20001,0,
697,1016,4,100025,101201,3,0,0,1,32,1,32,100,58,8000,10001,0,
698,1016,4,100025,100501,3,0,0,1,33,1,33,94,45,20,10001,0,
699,1016,4,100025,100601,3,0,0,1,34,1,34,94,45,20,10001,0,
700,1016,4,100025,101501,3,0,0,1,35,1,35,100,58,8000,10001,0,
701,1016,4,100025,102301,3,0,0,1,36,1,36,94,45,20,10001,0,
702,1016,4,100025,100301,3,0,0,1,37,1,37,94,45,20,10001,0,
703,1016,4,100025,101601,3,0,0,1,38,1,38,100,58,8000,10001,0,
704,1016,6,900001,4,0,0,0,38,1,1,1,55,310116,1,0,0,
705,1017,1,100004,1,0,0,0,1,1,1,1,94,45,5,10001,0,
706,1017,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
707,1017,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
708,1017,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
709,1017,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
710,1017,4,100004,1,0,0,0,1,1,1,1,100,58,3000,10001,0,
711,1017,4,100004,1,0,0,0,3,2,1,2,94,45,20,10001,0,
712,1017,4,100004,1,0,0,0,5,3,1,3,100,58,6000,10001,0,
713,1017,4,100004,1,0,0,0,7,4,1,4,94,45,30,10001,0,
