id,race_set_id,scenario_group_id,target_type,sort_id,turn,race_type,condition_type,condition_id,condition_value_1,condition_value_2,determine_race,determine_race_flag,alt_determine_race,alt_determine_race_flag,determine_race_for_generate
413,1012,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
414,1012,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
415,1005,100,1,1,12,0,1,1091,0,0,0,0,0,0,0
416,1005,100,1,2,23,0,1,624,5,0,0,0,0,0,0
417,1005,100,1,3,29,0,1,169,5,0,0,0,0,0,0
418,1005,100,1,4,31,0,1,163,5,0,0,0,0,0,0
419,1005,100,1,5,33,0,1,164,5,0,3,100501,3,100501,99
420,1005,100,1,5,34,0,1,166,5,0,3,100502,3,100502,0
421,1005,100,1,6,44,0,1,168,0,0,3,100503,3,100503,0
422,1005,100,1,6,46,0,1,78,3,0,3,100504,3,100504,99
423,1005,100,1,7,54,0,1,2,3,0,0,0,0,0,0
424,1005,100,1,8,59,0,1,73,3,0,0,0,0,0,0
425,1005,100,1,9,68,0,1,76,1,0,0,0,0,0,0
426,1005,100,1,10,72,0,1,81,0,0,0,0,0,0,0
427,1005,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
428,1005,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
429,1005,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
430,1040,100,1,1,12,0,1,1092,0,0,0,0,0,0,0
431,1040,100,1,2,23,0,1,623,5,0,0,0,0,0,0
432,1040,100,1,3,31,0,1,163,5,0,0,0,0,0,0
433,1040,100,1,4,34,0,1,166,5,0,0,0,0,0,0
434,1040,100,1,5,44,0,1,168,3,0,0,0,0,0,0
435,1040,100,1,6,48,0,1,81,3,0,0,0,0,0,0
436,1040,100,1,7,54,0,1,3,3,0,0,0,0,0,0
437,1040,100,1,8,56,0,1,4,3,0,0,0,0,0,0
438,1040,100,1,9,60,0,1,74,3,0,0,0,0,0,0
439,1040,100,1,10,70,0,1,79,1,0,0,0,0,0,0
440,1040,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
441,1040,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
442,1040,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
443,1058,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
444,1058,100,1,2,31,0,3,0,6000,0,0,0,0,0,0
445,1058,100,1,3,44,0,3,0,15000,0,0,0,0,0,0
446,1058,100,1,4,49,0,1,6,3,0,0,0,0,0,0
447,1058,100,1,5,53,0,1,11,1,0,0,0,0,0,0
448,1058,100,1,6,60,0,1,74,2,0,0,0,0,0,0
449,1058,100,1,7,68,0,1,76,2,0,0,0,0,0,0
450,1058,100,1,8,70,0,1,79,2,0,0,0,0,0,0
451,1058,100,1,9,72,0,1,81,1,0,0,0,0,0,0
452,1058,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
453,1058,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
454,1058,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
455,1037,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
456,1037,100,1,2,25,0,1,1093,5,0,0,0,0,0,0
457,1037,100,1,3,31,0,1,163,5,0,0,0,0,0,0
458,1037,100,1,4,34,0,1,166,5,0,0,0,0,0,0
459,1037,100,1,5,46,0,1,79,0,0,0,0,0,0,0
460,1037,100,1,6,48,0,1,81,0,0,0,0,0,0,0
461,1037,100,1,7,54,0,1,3,3,0,0,0,0,0,0
462,1037,100,1,8,56,0,1,4,3,0,0,0,0,0,0
463,1037,100,1,9,68,0,1,76,1,0,0,0,0,0,0
464,1037,100,1,10,72,0,1,81,1,0,0,0,0,0,0
465,1037,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
466,1037,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
467,1037,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
468,1028,100,1,1,12,0,1,1094,0,0,0,0,0,0,0
469,1028,100,1,2,23,0,3,0,3000,0,0,0,0,0,0
470,1028,100,1,3,37,0,3,0,10000,0,0,0,0,0,0
471,1028,100,1,4,42,0,1,75,3,0,0,0,0,0,0
472,1028,100,1,5,44,0,1,89,3,0,0,0,0,0,0
473,1028,100,1,6,46,0,1,78,3,0,0,0,0,0,0
474,1028,100,1,7,54,0,1,2,1,0,0,0,0,0,0
475,1028,100,1,8,59,0,1,73,2,0,0,0,0,0,0
476,1028,100,1,9,66,0,1,75,1,0,0,0,0,0,0
477,1028,100,1,10,70,0,1,78,1,0,0,0,0,0,0
478,1028,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
479,1028,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
480,1028,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
481,1019,100,1,1,12,0,1,846,0,0,0,0,0,0,0
482,1019,100,1,2,28,0,1,198,3,0,0,0,0,0,0
483,1019,100,1,3,33,0,1,164,5,0,0,0,0,0,0
484,1019,100,1,4,37,0,1,1023,5,0,0,0,0,0,0
485,1019,100,1,5,46,0,1,78,3,0,0,0,0,0,0
486,1019,100,1,6,60,0,2,100,3,3,0,0,0,0,0
487,1019,100,1,7,68,0,1,76,1,0,0,0,0,0,0
488,1019,701,3,8,74,1,1,10001,1,0,0,0,0,0,0
489,1019,701,3,9,76,2,1,10002,1,0,0,0,0,0,0
490,1019,701,3,10,78,3,1,10003,1,0,0,0,0,0,0
491,1039,100,1,1,12,0,1,1070,0,0,0,0,0,0,0
492,1039,100,1,2,31,0,3,0,7000,0,0,0,0,0,0
493,1039,100,1,3,34,0,1,165,5,0,0,0,0,0,0
494,1039,100,1,4,44,0,1,167,3,0,0,0,0,0,0
495,1039,100,1,5,45,0,1,77,3,0,0,0,0,0,0
496,1039,100,1,6,53,0,1,11,3,0,0,0,0,0,0
497,1039,100,1,7,57,0,1,5,3,0,0,0,0,0,0
498,1039,100,1,8,60,0,1,74,3,0,0,0,0,0,0
499,1039,100,1,9,69,0,1,77,1,0,0,0,0,0,0
500,1039,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
501,1039,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
502,1039,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
503,1025,100,1,1,12,0,1,851,0,0,0,0,0,0,0
504,1025,100,1,2,26,0,3,0,4000,0,0,0,0,0,0
505,1025,100,1,3,29,0,1,169,5,0,0,0,0,0,0
506,1025,100,1,4,42,0,1,177,3,0,0,0,0,0,0
507,1025,100,1,5,44,0,1,168,3,0,0,0,0,0,0
508,1025,100,1,6,48,0,1,81,3,0,0,0,0,0,0
509,1025,100,1,7,56,0,1,4,3,0,0,0,0,0,0
510,1025,100,1,8,60,0,1,74,3,0,0,0,0,0,0
511,1025,100,1,9,70,0,1,79,3,0,0,0,0,0,0
512,1025,100,1,10,72,0,1,81,1,0,0,0,0,0,0
513,1025,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
514,1025,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
515,1025,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
516,1048,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
517,1048,100,1,2,24,0,1,625,5,0,0,0,0,0,0
518,1048,100,1,3,31,0,1,163,5,0,0,0,0,0,0
519,1048,100,1,4,45,0,1,90,3,0,0,0,0,0,0
520,1048,100,1,5,48,0,1,81,0,0,0,0,0,0,0
521,1048,100,1,6,54,0,1,3,3,0,0,0,0,0,0
522,1048,100,1,7,56,0,1,4,3,0,0,0,0,0,0
523,1048,100,1,8,60,0,1,74,3,0,0,0,0,0,0
524,1048,100,1,9,68,0,1,76,1,0,0,0,0,0,0
525,1048,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
526,1048,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
527,1048,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
528,1059,100,1,1,12,0,1,1091,0,0,0,0,0,0,0
529,1059,100,1,2,23,0,1,623,5,0,0,0,0,0,0
530,1059,100,1,3,31,0,1,162,5,0,0,0,0,0,0
531,1059,100,1,4,34,0,1,165,5,0,0,0,0,0,0
532,1059,100,1,5,44,0,1,167,3,0,0,0,0,0,0
533,1059,100,1,6,48,0,1,81,0,0,0,0,0,0,0
534,1059,100,1,7,54,0,1,3,3,0,0,0,0,0,0
535,1059,100,1,8,60,0,1,74,3,0,0,0,0,0,0
536,1059,100,1,9,67,0,1,88,1,0,0,0,0,0,0
537,1059,100,1,10,69,0,1,77,1,0,0,0,0,0,0
538,1059,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
539,1059,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
540,1059,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
541,1022,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
542,1022,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
543,1022,100,1,3,31,0,1,162,5,0,0,0,0,0,0
544,1022,100,1,4,34,0,1,165,5,0,0,0,0,0,0
545,1022,100,1,5,44,0,1,167,3,0,0,0,0,0,0
546,1022,100,1,6,45,0,1,77,3,0,0,0,0,0,0
547,1022,100,1,7,54,0,1,3,3,0,0,0,0,0,0
548,1022,100,1,8,60,0,1,74,3,0,0,0,0,0,0
549,1022,100,1,9,64,0,1,82,3,0,0,0,0,0,0
550,1022,100,1,10,68,0,1,76,1,0,3,102201,3,102201,0
551,1022,100,1,10,69,0,1,77,1,0,3,102202,3,102202,99
552,1022,100,1,10,70,0,1,78,1,0,3,102203,3,102203,99
553,1022,100,1,10,72,0,1,81,1,0,3,102204,3,102204,99
554,1022,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
555,1022,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
556,1022,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
557,1021,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
558,1021,100,1,2,29,0,3,0,5000,0,0,0,0,0,0
559,1021,100,1,3,49,0,2,300,3,4,0,0,0,0,0
560,1021,100,1,4,54,0,1,12,3,0,0,0,0,0,0
561,1021,100,1,5,56,0,1,4,3,0,0,0,0,0,0
562,1021,100,1,6,60,0,1,74,1,0,0,0,0,0,0
563,1021,100,1,7,68,0,1,76,1,0,0,0,0,0,0
564,1021,100,1,8,72,0,1,81,1,0,0,0,0,0,0
565,1021,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
566,1021,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
567,1021,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
568,1069,100,1,1,12,0,1,1078,0,0,0,0,0,0,0
569,1069,100,1,2,23,0,1,624,5,0,0,0,0,0,0
570,1069,100,1,3,31,0,1,1095,5,0,0,0,0,0,0
571,1069,100,1,4,34,0,1,166,5,0,0,0,0,0,0
572,1069,100,1,5,44,0,1,76,3,0,0,0,0,0,0
573,1069,100,1,6,59,0,1,73,3,0,3,106901,3,106901,0
574,1069,100,1,6,60,0,1,74,3,0,3,106902,3,106902,99
575,1069,100,1,7,68,0,1,76,1,0,0,0,0,0,0
576,1069,100,1,8,70,0,1,79,2,0,0,0,0,0,0
577,1069,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
578,1069,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
579,1069,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
580,1071,100,1,1,12,0,1,1096,0,0,0,0,0,0,0
581,1071,100,1,2,30,0,3,0,6000,0,0,0,0,0,0
582,1071,100,1,3,32,0,1,174,5,0,0,0,0,0,0
583,1071,100,1,4,34,0,1,166,5,0,0,0,0,0,0
584,1071,100,1,5,44,0,1,168,0,0,3,107101,3,107101,0
585,1071,100,1,5,44,0,1,1097,3,0,3,107102,3,107102,99
586,1071,100,1,6,54,0,1,3,3,0,0,0,0,0,0
587,1071,100,1,7,60,0,1,74,3,0,0,0,0,0,0
588,1071,100,1,8,67,0,1,86,3,0,0,0,0,0,0
589,1071,100,1,9,68,0,1,1098,1,0,3,107101,3,107101,0
590,1071,100,1,9,68,0,1,1099,1,0,3,107102,3,107102,99
591,1071,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
592,1071,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
593,1071,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
594,1033,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
595,1033,100,1,2,24,0,1,625,5,0,0,0,0,0,0
596,1033,100,1,3,31,0,1,163,5,0,0,0,0,0,0
597,1033,100,1,4,34,0,1,166,5,0,0,0,0,0,0
598,1033,100,1,5,44,0,1,168,0,0,0,0,0,0,0
599,1033,100,1,6,60,0,1,74,3,0,0,0,0,0,0
600,1033,100,1,7,68,0,1,76,3,0,0,0,0,0,0
601,1033,100,1,8,70,0,1,79,1,0,0,0,0,0,0
602,1033,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
603,1033,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
604,1033,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
605,1068,100,1,1,12,0,1,851,0,0,0,0,0,0,0
606,1068,100,1,2,30,0,3,0,5000,0,0,0,0,0,0
607,1068,100,1,3,42,0,1,177,3,0,0,0,0,0,0
608,1068,100,1,4,44,0,1,168,3,0,0,0,0,0,0
609,1068,100,1,5,48,0,1,81,3,0,0,0,0,0,0
610,1068,100,1,6,54,0,1,3,3,0,0,0,0,0,0
611,1068,100,1,7,56,0,1,4,3,0,0,0,0,0,0
612,1068,100,1,8,60,0,1,74,3,0,0,0,0,0,0
613,1068,100,1,9,68,0,1,76,3,0,0,0,0,0,0
614,1068,100,1,10,70,0,1,79,3,0,0,0,0,0,0
615,1068,100,1,11,72,0,1,81,1,0,0,0,0,0,0
616,1068,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
617,1068,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
618,1068,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
619,1062,100,1,1,12,0,1,1065,0,0,0,0,0,0,0
620,1062,100,1,2,24,0,2,100,5,1,0,0,0,0,0
621,1062,100,1,3,31,0,1,163,5,0,0,0,0,0,0
622,1062,100,1,4,34,0,1,166,5,0,0,0,0,0,0
623,1062,100,1,5,44,0,1,168,3,0,0,0,0,0,0
624,1062,100,1,6,52,0,1,25,3,0,0,0,0,0,0
625,1062,100,1,7,56,0,1,4,3,0,0,0,0,0,0
626,1062,100,1,8,60,0,1,74,3,0,0,0,0,0,0
627,1062,100,1,9,70,0,1,79,3,0,4,106201,99,0,99
628,1062,100,1,10,72,0,1,81,1,0,0,0,0,0,0
629,1062,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
630,1062,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
631,1062,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
632,1067,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
633,1067,100,1,2,31,0,1,163,5,0,0,0,0,0,0
634,1067,100,1,3,34,0,1,166,5,0,0,0,0,0,0
635,1067,100,1,4,44,0,1,168,3,0,0,0,0,0,0
636,1067,100,1,5,48,0,1,81,3,0,0,0,0,0,0
637,1067,100,1,6,54,0,1,3,3,0,0,0,0,0,0
638,1067,100,1,7,56,0,1,4,3,0,0,0,0,0,0
639,1067,100,1,8,67,0,1,87,1,0,0,0,0,0,0
640,1067,100,1,9,68,0,1,76,1,0,0,0,0,0,0
641,1067,100,1,10,72,0,1,81,1,0,0,0,0,0,0
642,1067,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
643,1067,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
644,1067,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
645,1074,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
646,1074,100,1,2,24,0,1,625,5,0,0,0,0,0,0
647,1074,100,1,3,31,0,1,163,5,0,0,0,0,0,0
648,1074,100,1,4,34,0,1,166,5,0,0,0,0,0,0
649,1074,100,1,5,44,0,1,168,3,0,0,0,0,0,0
650,1074,100,1,6,47,0,1,91,3,0,0,0,0,0,0
651,1074,100,1,7,56,0,1,4,1,0,0,0,0,0,0
652,1074,100,1,8,68,0,1,76,3,0,0,0,0,0,0
653,1074,100,1,9,72,0,1,1101,1,0,0,0,0,0,0
654,1074,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
655,1074,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
656,1074,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
657,1051,100,1,1,12,0,1,1102,0,0,0,0,0,0,0
658,1051,100,1,2,23,0,1,623,5,0,0,0,0,0,0
659,1051,100,1,3,31,0,1,162,5,0,0,0,0,0,0
660,1051,100,1,4,34,0,1,165,0,0,0,0,0,0,0
661,1051,100,1,5,42,0,1,75,3,0,0,0,0,0,0
662,1051,100,1,6,54,0,1,2,3,0,0,0,0,0,0
663,1051,100,1,7,56,0,1,15,3,0,0,0,0,0,0
664,1051,100,1,8,59,0,1,73,1,0,0,0,0,0,0
665,1051,100,1,9,66,0,1,75,1,0,0,0,0,0,0
666,1051,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
667,1051,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
668,1051,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
669,1072,100,1,1,12,0,1,1069,0,0,0,0,0,0,0
670,1072,100,1,2,30,0,1,188,5,0,0,0,0,0,0
671,1072,100,1,3,31,0,1,1095,5,0,0,0,0,0,0
672,1072,100,1,4,34,0,1,166,5,0,0,0,0,0,0
673,1072,100,1,5,44,0,1,168,0,0,0,0,0,0,0
674,1072,100,1,6,54,0,1,3,3,0,0,0,0,0,0
675,1072,100,1,7,59,0,1,73,3,0,0,0,0,0,0
676,1072,100,1,8,60,0,1,74,3,0,0,0,0,0,0
677,1072,100,1,9,68,0,1,76,1,0,0,0,0,0,0
678,1072,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
679,1072,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
680,1072,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
681,1031,100,1,1,12,0,1,1090,0,0,0,0,0,0,0
682,1031,100,1,2,23,0,1,624,5,0,0,0,0,0,0
683,1031,100,1,3,31,0,1,163,5,0,0,0,0,0,0
684,1031,100,1,4,34,0,1,166,5,0,0,0,0,0,0
685,1031,100,1,5,44,0,1,168,0,0,0,0,0,0,0
686,1031,100,1,6,54,0,1,3,3,0,0,0,0,0,0
687,1031,100,1,7,60,0,1,1071,3,0,0,0,0,0,0
688,1031,100,1,8,68,0,1,76,3,0,0,0,0,0,0
689,1031,100,1,9,70,0,1,79,1,0,1,0,1,0,0
690,1031,100,1,9,72,0,1,81,1,0,2,103101,2,103101,99
691,1031,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
692,1031,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
693,1031,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
694,1064,100,1,1,12,0,1,1067,0,0,0,0,0,0,0
695,1064,100,1,2,35,0,3,0,9000,0,0,0,0,0,0
696,1064,100,1,3,37,0,1,100,3,0,0,0,0,0,0
697,1064,100,1,4,49,0,1,6,3,0,0,0,0,0,0
698,1064,100,1,5,56,0,1,4,3,0,0,0,0,0,0
699,1064,100,1,6,60,0,1,74,3,0,0,0,0,0,0
700,1064,100,1,7,68,0,1,76,3,0,0,0,0,0,0
701,1064,100,1,8,72,0,1,81,1,0,0,0,0,0,0
702,1064,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
703,1064,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
704,1064,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
705,1034,100,1,1,12,0,1,1103,0,0,0,0,0,0,0
706,1034,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
707,1034,100,1,3,37,0,1,1104,5,0,0,0,0,0,0
708,1034,100,1,4,48,0,1,1027,1,0,0,0,0,0,0
709,1034,100,1,5,56,0,1,4,3,0,0,0,0,0,0
710,1034,100,1,6,60,0,1,74,3,0,0,0,0,0,0
711,1034,100,1,7,67,0,1,86,2,0,0,0,0,0,0
712,1034,100,1,8,68,0,1,76,3,0,0,0,0,0,0
713,1034,100,1,9,72,0,1,81,1,0,0,0,0,0,0
714,1034,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
715,1034,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
716,1034,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
717,1044,100,1,1,12,0,1,1066,0,0,0,0,0,0,0
718,1044,100,1,2,23,0,1,623,5,0,0,0,0,0,0
719,1044,100,1,3,31,0,1,162,5,0,0,0,0,0,0
720,1044,100,1,4,34,0,1,165,5,0,0,0,0,0,0
721,1044,100,1,5,44,0,1,167,1,0,0,0,0,0,0
722,1044,100,1,6,45,0,1,77,3,0,0,0,0,0,0
723,1044,100,1,7,59,0,1,73,3,0,0,0,0,0,0
724,1044,100,1,8,60,0,1,74,1,0,0,0,0,0,0
725,1044,100,1,9,68,0,1,76,3,0,0,0,0,0,0
726,1044,100,1,10,69,0,1,77,1,0,0,0,0,0,0
727,1044,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
728,1044,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
729,1044,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
730,1036,100,1,1,12,0,1,851,0,0,0,0,0,0,0
731,1036,100,1,2,24,0,1,625,5,0,0,0,0,0,0
732,1036,100,1,3,31,0,1,163,5,0,0,0,0,0,0
733,1036,100,1,4,34,0,1,166,5,0,0,0,0,0,0
734,1036,100,1,5,44,0,1,168,3,0,0,0,0,0,0
735,1036,100,1,6,46,0,1,79,0,0,0,0,0,0,0
736,1036,100,1,7,56,0,1,4,5,0,0,0,0,0,0
737,1036,100,1,8,60,0,1,74,3,0,0,0,0,0,0
738,1036,100,1,9,68,0,1,76,3,0,0,0,0,0,0
739,1036,100,1,10,72,0,1,81,1,0,0,0,0,0,0
740,1036,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
741,1036,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
742,1036,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
743,1053,100,1,1,12,0,1,1105,0,0,0,0,0,0,0
744,1053,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
745,1053,100,1,3,29,0,3,0,6000,0,0,0,0,0,0
746,1053,100,1,4,44,0,1,89,3,0,0,0,0,0,0
747,1053,100,1,5,54,0,1,2,3,0,0,0,0,0,0
748,1053,100,1,6,59,0,1,73,3,0,0,0,0,0,0
749,1053,100,1,7,60,0,1,74,0,0,0,0,0,0,0
750,1053,100,1,8,66,0,1,75,1,0,0,0,0,0,0
751,1053,100,1,9,70,0,1,78,1,0,0,0,0,0,0
752,1053,701,3,10,74,1,1,10001,1,0,0,0,0,0,0
753,1053,701,3,11,76,2,1,10002,1,0,0,0,0,0,0
754,1053,701,3,12,78,3,1,10003,1,0,0,0,0,0,0
755,1098,100,1,1,12,0,1,1135,0,0,0,0,0,0,0
756,1098,100,1,2,24,0,3,0,3000,0,0,0,0,0,0
757,1098,100,1,3,31,0,1,204,3,0,0,0,0,0,0
758,1098,100,1,4,47,0,1,80,3,0,0,0,0,0,0
759,1098,100,1,5,52,0,1,1,3,0,0,0,0,0,0
760,1098,100,1,6,57,0,1,1108,3,0,0,0,0,0,0
761,1098,100,1,7,60,0,1,1022,3,0,0,0,0,0,0
762,1098,100,1,8,67,0,1,1109,3,0,0,0,0,0,0
763,1098,100,1,9,69,4,1,20003,3,0,0,0,0,0,0
764,1098,100,1,10,72,0,1,1027,1,0,0,0,0,0,0
765,1098,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
766,1098,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
767,1098,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
768,1029,100,1,1,12,0,1,1090,0,0,0,0,0,0,0
769,1029,100,1,2,23,0,1,623,5,0,0,0,0,0,0
770,1029,100,1,3,31,0,1,162,5,0,0,0,0,0,0
771,1029,100,1,4,34,0,1,165,5,0,0,0,0,0,0
772,1029,100,1,5,38,0,1,103,1,0,0,0,0,0,0
773,1029,100,1,6,44,0,1,167,3,0,0,0,0,0,0
774,1029,100,1,7,54,0,1,3,3,0,0,0,0,0,0
775,1029,100,1,8,57,0,1,5,3,0,0,0,0,0,0
776,1029,100,1,9,69,0,1,77,1,0,0,0,0,0,0
777,1029,100,1,10,70,0,1,79,1,0,0,0,0,0,0
778,1029,701,3,11,74,1,1,10001,1,0,0,0,0,0,0
779,1029,701,3,12,76,2,1,10002,1,0,0,0,0,0,0
780,1029,701,3,13,78,3,1,10003,1,0,0,0,0,0,0
781,1042,100,1,1,12,0,1,1136,0,0,0,0,0,0,0
782,1042,100,1,2,21,0,1,627,5,0,0,0,0,0,0
783,1042,100,1,3,23,0,1,623,5,0,0,0,0,0,0
784,1042,100,1,4,31,0,1,162,5,0,0,0,0,0,0
785,1042,100,1,5,33,0,1,164,5,0,0,0,0,0,0
786,1042,100,1,6,41,0,1,176,3,0,0,0,0,0,0
787,1042,100,1,7,46,0,1,78,3,0,0,0,0,0,0
788,1042,100,1,8,54,0,1,2,3,0,0,0,0,0,0
789,1042,100,1,9,59,0,1,73,3,0,0,0,0,0,0
790,1042,100,1,10,66,0,1,75,1,0,0,0,0,0,0
791,1042,100,1,11,70,0,1,78,1,0,0,0,0,0,0
792,1042,701,3,12,74,1,1,10001,1,0,0,0,0,0,0
793,1042,701,3,13,76,2,1,10002,1,0,0,0,0,0,0
794,1042,701,3,14,78,3,1,10003,1,0,0,0,0,0,0
795,1087,100,1,1,12,0,1,1136,0,0,0,0,0,0,0
796,1087,100,1,2,21,0,1,634,5,0,0,0,0,0,0
797,1087,100,1,3,23,0,1,623,5,0,0,0,0,0,0
798,1087,100,1,4,29,0,1,170,5,0,0,0,0,0,0
799,1087,100,1,5,31,0,1,162,5,0,0,0,0,0,0
800,1087,100,1,6,42,0,1,75,1,0,0,0,0,0,0
801,1087,100,1,7,54,0,1,2,3,0,0,0,0,0,0
802,1087,100,1,8,66,0,1,75,1,0,0,0,0,0,0
803,1087,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
804,1087,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
805,1087,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
806,1078,100,1,1,12,0,1,676,0,0,0,0,0,0,0
807,1078,100,1,2,31,0,1,172,5,0,0,0,0,0,0
808,1078,100,1,3,34,0,1,210,5,0,0,0,0,0,0
809,1078,100,1,4,42,0,1,75,3,0,0,0,0,0,0
810,1078,100,1,5,46,0,1,78,3,0,0,0,0,0,0
811,1078,100,1,6,59,0,1,73,1,0,0,0,0,0,0
812,1078,100,1,7,66,0,1,75,1,0,0,0,0,0,0
813,1078,100,1,8,68,0,1,76,1,0,0,0,0,0,0
814,1078,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
815,1078,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
816,1078,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
817,1049,100,1,1,12,0,1,851,0,0,0,0,0,0,0
818,1049,100,1,2,25,0,1,180,5,0,0,0,0,0,0
819,1049,100,1,3,31,0,1,163,5,0,0,0,0,0,0
820,1049,100,1,4,34,0,1,166,5,0,0,0,0,0,0
821,1049,100,1,5,44,0,1,168,3,0,0,0,0,0,0
822,1049,100,1,6,47,0,1,118,1,0,0,0,0,0,0
823,1049,100,1,7,60,0,1,74,1,0,0,0,0,0,0
824,1049,100,1,8,70,0,1,79,1,0,0,0,0,0,0
825,1049,701,3,9,74,1,1,10001,1,0,0,0,0,0,0
826,1049,701,3,10,76,2,1,10002,1,0,0,0,0,0,0
827,1049,701,3,11,78,3,1,10003,1,0,0,0,0,0,0
