id,support_card_id,pattern,pos_index,pos_x,pos_y,scale_x,scale_y,rot_z
1404,30022,4,3,-4655000,-5700000,7837,7837,0
1405,30022,4,4,-940000,-7005000,10335,10335,0
1406,30022,5,1,-5965000,3870000,8109,8113,0
1407,30022,5,2,-380000,2030000,9791,9791,0
1408,30022,5,3,-50000,-2520000,9195,9199,5680
1409,30022,5,4,-4490000,-7230000,6899,6899,124714
1410,30022,5,5,-505000,-8435000,9904,9909,0
1411,30023,1,1,-10000,-15000,9335,9335,0
1412,30023,2,1,0,6420000,9421,9421,0
1413,30023,2,2,5000,-2855000,9313,9313,0
1414,30023,3,1,-20000,6780000,9244,9244,0
1415,30023,3,2,-40000,1125000,9218,9218,0
1416,30023,3,3,40000,-4580000,9178,9178,0
1417,30023,4,1,-770000,6645000,8337,8333,0
1418,30023,4,2,4430000,6960000,8029,8029,0
1419,30023,4,3,-990000,-3185000,8614,8614,0
1420,30023,4,4,5400000,-3750000,7792,7792,0
1421,30023,5,1,-420000,7470000,8656,8661,-26458
1422,30023,5,2,5300000,7215000,8325,8325,0
1423,30023,5,3,-5000,1050000,9335,9339,0
1424,30023,5,4,-1155000,-4270000,7739,7739,0
1425,30023,5,5,5605000,-4425000,7464,7468,0
1426,30024,1,1,110000,40000,10000,10000,0
1427,30024,2,1,40000,2300000,10000,10000,0
1428,30024,2,2,0,-7020000,10000,10000,0
1429,30024,3,1,40000,3330000,10000,10000,0
1430,30024,3,2,40000,-3100000,10000,10000,0
1431,30024,3,3,0,-8070000,10000,10000,0
1432,30024,4,1,-3580000,2995000,10000,9995,0
1433,30024,4,2,2350000,3000000,10000,10000,0
1434,30024,4,3,-2770000,-7090000,10000,10000,0
1435,30024,4,4,2350000,-6460000,10000,10000,0
1436,30024,5,1,-3020000,3090000,9501,9505,0
1437,30024,5,2,2190000,3090000,9266,9266,0
1438,30024,5,3,0,-2585000,10000,10005,0
1439,30024,5,4,-2585000,-8015000,9772,9772,0
1440,30024,5,5,2795000,-8015000,10020,10025,0
1441,30025,1,1,110000,40000,10000,10000,0
1442,30025,2,1,-1670000,3530000,12204,12204,0
1443,30025,2,2,-1415000,-5135000,11751,11751,0
1444,30025,3,1,105000,6105000,9372,9372,0
1445,30025,3,2,-1560000,-1000000,11932,11932,0
1446,30025,3,3,-80000,-5470000,9494,9494,0
1447,30025,4,1,-5720000,4835000,10252,10247,0
1448,30025,4,2,-510000,4835000,10747,10747,0
1449,30025,4,3,-6240000,-4870000,11477,11477,0
1450,30025,4,4,-730000,-4085000,11510,11510,0
1451,30025,5,1,-6805000,5450000,11273,11278,0
1452,30025,5,2,-1085000,5315000,11269,11269,0
1453,30025,5,3,-465000,-70000,10499,10504,0
1454,30025,5,4,-6065000,-4900000,10359,10359,0
1455,30025,5,5,-580000,-5700000,10907,10913,0
1456,10051,1,1,985000,-5000,11651,11651,0
1457,10051,2,1,360000,2300000,10000,10000,0
1458,10051,2,2,360000,-5000000,10000,10000,0
1459,10051,3,1,355000,4470000,10000,10000,0
1460,10051,3,2,210000,-1260000,10000,10000,0
1461,10051,3,3,210000,-7120000,10000,10000,0
1462,10051,4,1,-2290000,2995000,10000,9995,0
1463,10051,4,2,3530000,4100000,10000,10000,0
1464,10051,4,3,-2290000,-5290000,10000,10000,0
1465,10051,4,4,3530000,-4280000,10000,10000,0
1466,10051,5,1,-2500000,4380000,10000,10005,0
1467,10051,5,2,3125000,4375000,10000,10000,0
1468,10051,5,3,0,-1165000,10000,10005,0
1469,10051,5,4,-2120000,-6720000,10000,10000,0
1470,10051,5,5,3610000,-6395000,10000,10005,0
1471,10052,1,1,-240000,-255000,10000,10000,0
1472,10052,2,1,0,2730000,10000,10000,0
1473,10052,2,2,-240000,-5000000,10000,10000,0
1474,10052,3,1,-200000,4470000,10000,10000,0
1475,10052,3,2,-200000,-1260000,10000,10000,0
1476,10052,3,3,-290000,-7040000,10000,10000,0
1477,10052,4,1,-3100000,3295000,10000,9995,0
1478,10052,4,2,2660000,3760000,10000,10000,0
1479,10052,4,3,-3660000,-5310000,10000,10000,0
1480,10052,4,4,2080000,-4520000,10000,10000,0
1481,10052,5,1,-3340000,4360000,10000,10005,0
1482,10052,5,2,2660000,4355000,10000,10000,0
1483,10052,5,3,-5000,-1465000,10000,10005,0
1484,10052,5,4,-3340000,-6800000,10000,10000,0
1485,10052,5,5,2660000,-6415000,10000,10005,0
1486,20024,1,1,-1080000,-900000,10957,10957,0
1487,20024,2,1,-1025000,3615000,10823,10823,0
1488,20024,2,2,-1165000,-4995000,10999,10999,0
1489,20024,3,1,-290000,5060000,10000,10000,0
1490,20024,3,2,-840000,-1195000,10683,10683,0
1491,20024,3,3,70000,-6410000,10000,10000,0
1492,20024,4,1,-4160000,3725000,10000,9995,0
1493,20024,4,2,1030000,4340000,10000,10000,0
1494,20024,4,3,-4165000,-5290000,10000,10000,0
1495,20024,4,4,1330000,-4850000,10000,10000,0
1496,20024,5,1,-4900000,4680000,10000,10005,0
1497,20024,5,2,1150000,4375000,10000,10000,0
1498,20024,5,3,-140000,-345000,10000,10005,0
1499,20024,5,4,-4000000,-6090000,10000,10000,0
1500,20024,5,5,1150000,-6085000,10000,10005,0
1501,30026,1,1,20000,-25000,9978,9978,0
1502,30026,2,1,-5000,3810000,10000,10000,0
1503,30026,2,2,0,-4170000,10000,10000,0
1504,30026,3,1,-20000,5650000,9355,9355,-1754
1505,30026,3,2,105000,295000,9728,9728,0
1506,30026,3,3,-50000,-5795000,9429,9429,0
1507,30026,4,1,-1830000,3955000,8958,8954,0
1508,30026,4,2,3730000,4990000,8465,8465,0
1509,30026,4,3,-1830000,-4120000,8416,8416,0
1510,30026,4,4,3610000,-3430000,8320,8320,0
1511,30026,5,1,-2105000,5625000,7565,7569,0
1512,30026,5,2,3605000,5625000,7194,7194,0
1513,30026,5,3,40000,-265000,9378,9382,0
1514,30026,5,4,-2200000,-5070000,7473,7473,0
1515,30026,5,5,3605000,-4435000,7781,7785,0
1516,20025,1,1,0,0,10000,10000,0
1517,20025,2,1,5000,2155000,9468,9468,0
1518,20025,2,2,110000,-7320000,10000,10000,0
1519,20025,3,1,0,1420000,10000,10000,0
1520,20025,3,2,0,-4440000,10000,10000,0
1521,20025,3,3,-200000,-9640000,10000,10000,0
1522,20025,4,1,-1850000,1425000,10000,9995,0
1523,20025,4,2,2780000,1700000,10000,10000,0
1524,20025,4,3,-2360000,-7760000,10000,10000,0
1525,20025,4,4,3020000,-7520000,10000,10000,0
1526,20025,5,1,-2500000,1715000,10000,10005,0
1527,20025,5,2,2780000,1720000,10000,10000,0
1528,20025,5,3,0,-4365000,10000,10005,0
1529,20025,5,4,-2500000,-9600000,10000,10000,0
1530,20025,5,5,3000000,-9050000,10000,10005,0
1531,30027,1,1,0,0,10000,10000,0
1532,30027,2,1,-5000,2865000,9468,9468,0
1533,30027,2,2,-105000,-4995000,9599,9599,0
1534,30027,3,1,-5000,5895000,9603,9603,0
1535,30027,3,2,-5000,-255000,9509,9509,0
1536,30027,3,3,0,-5720000,9361,9361,0
1537,30027,4,1,-2360000,3810000,8841,8837,0
1538,30027,4,2,3240000,4325000,8361,8361,0
1539,30027,4,3,-2230000,-4640000,7854,7854,0
1540,30027,4,4,3240000,-3760000,7946,7946,0
1541,30027,5,1,-2500000,5970000,7507,7511,0
1542,30027,5,2,3000000,5970000,7069,7069,0
1543,30027,5,3,-35000,190000,9310,9315,0
1544,30027,5,4,-2325000,-5345000,7291,7291,0
1545,30027,5,5,3160000,-4995000,7259,7262,0
1546,10053,1,1,0,0,10000,10000,0
1547,10053,2,1,-5000,2270000,9573,9573,0
1548,10053,2,2,40000,-6160000,10000,10000,0
1549,10053,3,1,0,3490000,10000,10000,0
1550,10053,3,2,0,-2145000,10000,10000,0
1551,10053,3,3,40000,-7850000,10000,10000,0
1552,10053,4,1,-2310000,2345000,10000,9995,0
1553,10053,4,2,3020000,2730000,10000,10000,0
1554,10053,4,3,-2310000,-6660000,10000,10000,0
1555,10053,4,4,3020000,-6090000,10000,10000,0
1556,10053,5,1,-2670000,3485000,10000,10005,0
1557,10053,5,2,2780000,3030000,10000,10000,0
1558,10053,5,3,40000,-2245000,10000,10005,0
1559,10053,5,4,-2500000,-7730000,10000,10000,0
1560,10053,5,5,2780000,-7285000,10000,10005,0
1561,10054,1,1,0,0,10000,10000,0
1562,10054,2,1,-5000,2270000,9573,9573,0
1563,10054,2,2,40000,-6160000,10000,10000,0
1564,10054,3,1,0,3910000,10000,10000,0
1565,10054,3,2,0,-2145000,10000,10000,0
1566,10054,3,3,40000,-7610000,10000,10000,0
1567,10054,4,1,-2310000,2345000,10000,9995,0
1568,10054,4,2,3020000,2730000,10000,10000,0
1569,10054,4,3,-2310000,-6660000,10000,10000,0
1570,10054,4,4,3020000,-6090000,10000,10000,0
1571,10054,5,1,-2670000,3485000,10000,10005,0
1572,10054,5,2,2780000,3030000,10000,10000,0
1573,10054,5,3,0,-1925000,10000,10005,0
1574,10054,5,4,-2500000,-7290000,10000,10000,0
1575,10054,5,5,2780000,-7285000,10000,10005,0
1576,10055,1,1,0,0,10000,10000,0
1577,10055,2,1,0,2000000,10000,10000,0
1578,10055,2,2,110000,-5980000,10000,10000,0
1579,10055,3,1,0,3870000,10000,10000,0
1580,10055,3,2,0,-2150000,10000,10000,0
1581,10055,3,3,110000,-7250000,10000,10000,0
1582,10055,4,1,-2770000,2345000,10000,9995,0
1583,10055,4,2,2670000,3000000,10000,10000,0
1584,10055,4,3,-3100000,-6090000,10000,10000,0
1585,10055,4,4,2660000,-5700000,10000,10000,0
1586,10055,5,1,-3020000,3625000,10000,10005,0
1587,10055,5,2,2410000,3020000,10000,10000,0
1588,10055,5,3,-5000,-1925000,10000,10005,0
1589,10055,5,4,-2770000,-7140000,10000,10000,0
1590,10055,5,5,2660000,-6880000,10000,10005,0
1591,10056,1,1,0,0,10000,10000,0
1592,10056,2,1,0,2000000,10000,10000,0
1593,10056,2,2,110000,-5980000,10000,10000,0
1594,10056,3,1,0,3870000,10000,10000,0
1595,10056,3,2,0,-2150000,10000,10000,0
1596,10056,3,3,110000,-7250000,10000,10000,0
1597,10056,4,1,-2770000,2345000,10000,9995,0
1598,10056,4,2,2670000,3000000,10000,10000,0
1599,10056,4,3,-3100000,-6090000,10000,10000,0
1600,10056,4,4,2660000,-5700000,10000,10000,0
1601,10056,5,1,-3020000,3625000,10000,10005,0
1602,10056,5,2,2410000,3020000,10000,10000,0
1603,10056,5,3,-5000,-1925000,10000,10005,0
1604,10056,5,4,-2770000,-7140000,10000,10000,0
1605,10056,5,5,2660000,-6880000,10000,10005,0
1606,10057,1,1,0,0,10000,10000,0
1607,10057,2,1,0,2000000,10000,10000,0
1608,10057,2,2,110000,-5980000,10000,10000,0
1609,10057,3,1,0,3870000,10000,10000,0
1610,10057,3,2,0,-2150000,10000,10000,0
1611,10057,3,3,110000,-7250000,10000,10000,0
1612,10057,4,1,-2770000,2345000,10000,9995,0
1613,10057,4,2,2670000,3000000,10000,10000,0
1614,10057,4,3,-3100000,-6090000,10000,10000,0
1615,10057,4,4,2660000,-5700000,10000,10000,0
1616,10057,5,1,-3020000,3625000,10000,10005,0
1617,10057,5,2,2410000,3020000,10000,10000,0
1618,10057,5,3,-5000,-1925000,10000,10005,0
1619,10057,5,4,-2770000,-7140000,10000,10000,0
1620,10057,5,5,2660000,-6880000,10000,10005,0
1621,20026,1,1,0,0,10000,10000,0
1622,20026,2,1,0,2000000,10000,10000,0
1623,20026,2,2,110000,-5980000,10000,10000,0
1624,20026,3,1,-175000,4880000,9612,9612,0
1625,20026,3,2,0,-1690000,10000,10000,0
1626,20026,3,3,-5000,-6830000,9536,9536,0
1627,20026,4,1,-3125000,2820000,9560,9555,0
1628,20026,4,2,2315000,3470000,9561,9561,0
1629,20026,4,3,-3125000,-6050000,9309,9309,0
1630,20026,4,4,2420000,-5700000,9706,9706,0
1631,20026,5,1,-3020000,4600000,8530,8534,0
1632,20026,5,2,2355000,3890000,8717,8717,0
1633,20026,5,3,-5000,-1050000,9350,9355,0
1634,20026,5,4,-2885000,-6615000,8358,8358,0
1635,20026,5,5,2375000,-6615000,8742,8746,0
1636,30028,1,1,0,-10000,10000,10000,0
1637,30028,2,1,0,2000000,10000,10000,0
1638,30028,2,2,110000,-6720000,10000,10000,0
1639,30028,3,1,-65000,3180000,9612,9612,0
1640,30028,3,2,0,-3165000,10000,10000,0
1641,30028,3,3,-5000,-8430000,9536,9536,0
1642,30028,4,1,-2415000,2250000,9560,9555,0
1643,30028,4,2,3260000,2630000,9561,9561,0
1644,30028,4,3,-2210000,-6750000,9309,9309,0
1645,30028,4,4,3150000,-6750000,9706,9706,0
1646,30028,5,1,-2265000,3480000,8530,8534,0
1647,30028,5,2,3235000,3280000,8717,8717,0
1648,30028,5,3,40000,-2635000,9350,9355,0
1649,30028,5,4,-2405000,-7945000,8358,8358,0
1650,30028,5,5,3255000,-7735000,8742,8746,0
1651,30029,1,1,0,-10000,10000,10000,0
1652,30029,2,1,0,2000000,10000,10000,0
1653,30029,2,2,110000,-6720000,10000,10000,0
1654,30029,3,1,-65000,3180000,9612,9612,0
1655,30029,3,2,0,-3165000,10000,10000,0
1656,30029,3,3,-5000,-8430000,9536,9536,0
1657,30029,4,1,-3105000,2250000,9560,9555,0
1658,30029,4,2,2425000,2630000,9561,9561,0
1659,30029,4,3,-3105000,-6750000,9309,9309,0
1660,30029,4,4,2310000,-6750000,9706,9706,0
1661,30029,5,1,-3020000,3480000,8530,8534,0
1662,30029,5,2,2355000,3280000,8717,8717,0
1663,30029,5,3,40000,-2635000,9350,9355,0
1664,30029,5,4,-2885000,-7945000,8358,8358,0
1665,30029,5,5,2375000,-7945000,8742,8746,0
1666,30030,1,1,0,-10000,10000,10000,0
1667,30030,2,1,0,2000000,10000,10000,0
1668,30030,2,2,110000,-6720000,10000,10000,0
1669,30030,3,1,-65000,3180000,9612,9612,0
1670,30030,3,2,0,-2945000,10000,10000,0
1671,30030,3,3,0,-8030000,9536,9536,0
1672,30030,4,1,-2315000,2250000,9560,9555,0
1673,30030,4,2,3020000,2630000,9561,9561,0
1674,30030,4,3,-2315000,-6750000,9309,9309,0
1675,30030,4,4,3370000,-6325000,9706,9706,0
1676,30030,5,1,-2500000,3480000,8530,8534,0
1677,30030,5,2,3035000,3280000,8717,8717,0
1678,30030,5,3,40000,-2635000,9350,9355,0
1679,30030,5,4,-2365000,-7525000,8358,8358,0
1680,30030,5,5,3355000,-7135000,8742,8746,0
1681,20027,1,1,0,0,10000,10000,0
1682,20027,2,1,0,2300000,10000,10000,0
1683,20027,2,2,0,-5700000,10000,10000,0
1684,20027,3,1,50000,5650000,9442,9442,0
1685,20027,3,2,40000,-940000,10000,10000,0
1686,20027,3,3,95000,-6290000,9349,9349,0
1687,20027,4,1,-5050000,2995000,10000,9995,0
1688,20027,4,2,570000,3480000,10000,10000,0
1689,20027,4,3,-5050000,-5290000,10000,10000,0
1690,20027,4,4,570000,-4850000,10000,10000,0
1691,20027,5,1,-4865000,5060000,8805,8809,0
1692,20027,5,2,1075000,4360000,8160,8160,0
1693,20027,5,3,85000,-255000,9387,9391,0
1694,20027,5,4,-4545000,-5700000,8967,8967,0
1695,20027,5,5,680000,-5700000,8649,8653,0
1696,30031,1,1,0,0,10000,10000,0
1697,30031,2,1,0,2000000,10000,10000,0
1698,30031,2,2,110000,-7560000,10000,10000,0
1699,30031,3,1,-5000,2910000,9442,9442,0
1700,30031,3,2,70000,-3400000,10000,10000,0
1701,30031,3,3,65000,-8935000,9349,9349,0
1702,30031,4,1,-3960000,2165000,10000,9995,0
1703,30031,4,2,1350000,2160000,10000,10000,0
1704,30031,4,3,-3960000,-7330000,10000,10000,0
1705,30031,4,4,1350000,-6825000,10000,10000,0
1706,30031,5,1,-4000000,3090000,8805,8809,0
1707,30031,5,2,1335000,2500000,9538,9538,0
1708,30031,5,3,-5000,-3220000,9694,9699,0
1709,30031,5,4,-3875000,-8600000,8967,8967,0
1710,30031,5,5,1740000,-8525000,9034,9039,0
1711,10058,1,1,0,0,10000,10000,0
1712,10058,2,1,0,2000000,10000,10000,0
1713,10058,2,2,0,-6060000,10000,10000,0
1714,10058,3,1,0,3700000,10000,10000,0
1715,10058,3,2,0,-2420000,10000,10000,0
1716,10058,3,3,40000,-7590000,10000,10000,0
1717,10058,4,1,-2670000,2725000,10000,9995,0
1718,10058,4,2,3020000,3240000,10000,10000,0
1719,10058,4,3,-2670000,-5700000,10000,10000,0
1720,10058,4,4,3020000,-5310000,10000,10000,0
1721,10058,5,1,-2770000,3485000,10000,10005,0
1722,10058,5,2,2780000,3280000,10000,10000,0
1723,10058,5,3,40000,-1925000,10000,10005,0
1724,10058,5,4,-2500000,-7280000,10000,10000,0
1725,10058,5,5,2780000,-6855000,10000,10005,0
1726,10059,1,1,0,0,10000,10000,0
1727,10059,2,1,0,2000000,10000,10000,0
1728,10059,2,2,0,-6060000,10000,10000,0
1729,10059,3,1,0,3700000,10000,10000,0
1730,10059,3,2,0,-2420000,10000,10000,0
1731,10059,3,3,40000,-7590000,10000,10000,0
1732,10059,4,1,-2670000,2725000,10000,9995,0
1733,10059,4,2,3020000,3240000,10000,10000,0
1734,10059,4,3,-2670000,-5700000,10000,10000,0
1735,10059,4,4,3020000,-5310000,10000,10000,0
1736,10059,5,1,-2770000,3485000,10000,10005,0
1737,10059,5,2,2780000,3280000,10000,10000,0
1738,10059,5,3,40000,-1925000,10000,10005,0
1739,10059,5,4,-2500000,-7280000,10000,10000,0
1740,10059,5,5,3000000,-6855000,10000,10005,0
1741,20028,1,1,0,0,10000,10000,0
1742,20028,2,1,0,2940000,10000,10000,0
1743,20028,2,2,0,-5240000,10000,10000,0
1744,20028,3,1,40000,5650000,9344,9344,0
1745,20028,3,2,0,-950000,10000,10000,0
1746,20028,3,3,0,-6040000,9472,9472,0
1747,20028,4,1,-4145000,4665000,8047,8043,0
1748,20028,4,2,1425000,5325000,7680,7680,0
1749,20028,4,3,-4170000,-5070000,8178,8178,0
1750,20028,4,4,1425000,-4290000,8272,8272,0
1751,20028,5,1,-4115000,5815000,7192,7195,0
1752,20028,5,2,1525000,5315000,7478,7478,0
1753,20028,5,3,-5000,-255000,9343,9347,0
1754,20028,5,4,-3765000,-5825000,7627,7627,0
1755,20028,5,5,1525000,-5355000,8059,8062,0
1756,30032,1,1,0,0,10000,10000,0
1757,30032,2,1,0,1640000,10000,10000,0
1758,30032,2,2,0,-7440000,10000,10000,0
1759,30032,3,1,-30000,2370000,9344,9344,0
1760,30032,3,2,-30000,-4010000,10000,10000,0
1761,30032,3,3,75000,-9600000,9472,9472,0
1762,30032,4,1,-4165000,1885000,9574,9570,0
1763,30032,4,2,1030000,1885000,9900,9900,0
1764,30032,4,3,-4165000,-7760000,10137,10137,0
1765,30032,4,4,1140000,-7550000,10336,10336,0
1766,30032,5,1,-4295000,2840000,9037,9041,0
1767,30032,5,2,1525000,2500000,9356,9356,0
1768,30032,5,3,-5000,-3970000,9343,9347,0
1769,30032,5,4,-3485000,-8835000,8788,8788,0
1770,30032,5,5,1690000,-8490000,8860,8864,0
1771,30033,1,1,0,0,10000,10000,0
1772,30033,2,1,0,2000000,10000,10000,0
1773,30033,2,2,0,-6620000,10000,10000,0
1774,30033,3,1,40000,4145000,9344,9344,0
1775,30033,3,2,0,-1930000,10000,10000,0
1776,30033,3,3,40000,-7040000,9472,9472,0
1777,30033,4,1,-2150000,3150000,8834,8830,0
1778,30033,4,2,3425000,3635000,8630,8630,0
1779,30033,4,3,-2200000,-6090000,8776,8776,0
1780,30033,4,4,3655000,-5650000,9399,9399,0
1781,30033,5,1,-2100000,4030000,7932,7936,0
1782,30033,5,2,3610000,3820000,8458,8458,0
1783,30033,5,3,70000,-1650000,9343,9347,0
1784,30033,5,4,-1790000,-7135000,8788,8788,0
1785,30033,5,5,3930000,-6680000,8860,8864,0
1786,10061,1,1,0,0,10000,10000,0
1787,10061,2,1,0,2300000,10000,10000,0
1788,10061,2,2,110000,-6560000,10000,10000,0
1789,10061,3,1,0,3870000,10000,10000,0
1790,10061,3,2,0,-2490000,10000,10000,0
1791,10061,3,3,0,-7440000,10000,10000,0
1792,10061,4,1,-2350000,2835000,10000,9995,0
1793,10061,4,2,3020000,3000000,10000,10000,0
1794,10061,4,3,-2350000,-6450000,10000,10000,0
1795,10061,4,4,3020000,-5700000,10000,10000,0
1796,10061,5,1,-2500000,3555000,10000,10005,0
1797,10061,5,2,2780000,3180000,10000,10000,0
1798,10061,5,3,110000,-1925000,10000,10005,0
1799,10061,5,4,-2500000,-7280000,10000,10000,0
1800,10061,5,5,3110000,-7135000,10000,10005,0
1801,10062,1,1,0,0,10000,10000,0
1802,10062,2,1,0,2000000,10000,10000,0
1803,10062,2,2,110000,-6560000,10000,10000,0
1804,10062,3,1,0,3870000,10000,10000,0
1805,10062,3,2,0,-2490000,10000,10000,0
1806,10062,3,3,0,-7440000,10000,10000,0
1807,10062,4,1,-2770000,2835000,10000,9995,0
1808,10062,4,2,2670000,3000000,10000,10000,0
1809,10062,4,3,-2670000,-6420000,10000,10000,0
1810,10062,4,4,2660000,-5700000,10000,10000,0
1811,10062,5,1,-2770000,3520000,10000,10005,0
1812,10062,5,2,2300000,3480000,10000,10000,0
1813,10062,5,3,110000,-1925000,10000,10005,0
1814,10062,5,4,-3020000,-7280000,10000,10000,0
1815,10062,5,5,2660000,-7285000,10000,10005,0
1816,20029,1,1,0,0,10000,10000,0
1817,20029,2,1,0,2000000,10000,10000,0
1818,20029,2,2,5000,-7730000,10000,10000,0
1819,20029,3,1,0,2190000,10000,10000,0
1820,20029,3,2,0,-3590000,10000,10000,0
1821,20029,3,3,0,-9120000,10000,10000,0
1822,20029,4,1,-2770000,1785000,10000,9995,0
1823,20029,4,2,2670000,1790000,10000,10000,0
1824,20029,4,3,-2670000,-7760000,10000,10000,0
1825,20029,4,4,2670000,-7080000,10000,10000,0
1826,20029,5,1,-2770000,2155000,10000,10005,0
1827,20029,5,2,2660000,2150000,10000,10000,0
1828,20029,5,3,110000,-3545000,10000,10005,0
1829,20029,5,4,-2770000,-8620000,10000,10000,0
1830,20029,5,5,2660000,-8615000,10000,10005,0
1831,30038,1,1,0,0,10000,10000,0
1832,30038,2,1,0,2000000,10000,10000,0
1833,30038,2,2,40000,-7370000,10000,10000,0
1834,30038,3,1,70000,3360000,10000,10000,0
1835,30038,3,2,0,-3080000,10000,10000,0
1836,30038,3,3,0,-8400000,10000,10000,0
1837,30038,4,1,-5050000,1795000,10000,9995,0
1838,30038,4,2,570000,2160000,10000,10000,0
1839,30038,4,3,-4740000,-7080000,10000,10000,0
1840,30038,4,4,570000,-6690000,10000,10000,0
1841,30038,5,1,-4990000,2735000,10000,10005,0
1842,30038,5,2,600000,2500000,10000,10000,0
1843,30038,5,3,-140000,-2545000,10000,10005,0
1844,30038,5,4,-4990000,-8260000,10000,10000,0
1845,30038,5,5,670000,-8035000,10000,10005,0
1846,30058,1,1,0,0,10000,10000,0
1847,30058,2,1,-5000,2000000,10000,10000,0
1848,30058,2,2,-10000,-6690000,10000,10000,0
1849,30058,3,1,1870000,3845000,12057,12057,0
1850,30058,3,2,1655000,-1665000,12152,12152,0
1851,30058,3,3,1555000,-6905000,11666,11666,0
1852,30058,4,1,-5000,2870000,11890,11884,0
1853,30058,4,2,5400000,3310000,12297,12297,0
1854,30058,4,3,0,-6090000,12117,12117,0
1855,30058,4,4,5575000,-5290000,12509,12509,0
1856,30058,5,1,-700000,4380000,10000,10005,0
1857,30058,5,2,4660000,4390000,10000,10000,0
1858,30058,5,3,1420000,-1880000,11762,11767,0
1859,30058,5,4,-310000,-6830000,10419,10419,0
1860,30058,5,5,5210000,-6370000,10685,10689,0
1861,10063,1,1,0,0,10000,10000,0
1862,10063,2,1,0,2300000,10000,10000,0
1863,10063,2,2,0,-6060000,10000,10000,0
1864,10063,3,1,0,3830000,10000,10000,0
1865,10063,3,2,0,-1620000,10000,10000,0
1866,10063,3,3,0,-7260000,10000,10000,0
1867,10063,4,1,-2670000,2420000,10000,9995,0
1868,10063,4,2,2660000,2730000,10000,10000,0
1869,10063,4,3,-2670000,-6090000,10000,10000,0
1870,10063,4,4,2660000,-5310000,10000,10000,0
1871,10063,5,1,-2670000,3625000,10000,10005,0
1872,10063,5,2,2660000,3480000,10000,10000,0
1873,10063,5,3,40000,-1925000,10000,10005,0
1874,10063,5,4,-2670000,-7280000,10000,10000,0
1875,10063,5,5,2690000,-6835000,10000,10005,0
1876,10064,1,1,0,0,10000,10000,0
1877,10064,2,1,0,2300000,10000,10000,0
1878,10064,2,2,0,-6060000,10000,10000,0
1879,10064,3,1,0,3830000,10000,10000,0
1880,10064,3,2,0,-1930000,10000,10000,0
1881,10064,3,3,0,-7850000,10000,10000,0
1882,10064,4,1,-2670000,2420000,10000,9995,0
1883,10064,4,2,2660000,2730000,10000,10000,0
1884,10064,4,3,-2670000,-6090000,10000,10000,0
1885,10064,4,4,2660000,-5310000,10000,10000,0
1886,10064,5,1,-2670000,3625000,10000,10005,0
1887,10064,5,2,2660000,3480000,10000,10000,0
1888,10064,5,3,40000,-1925000,10000,10005,0
1889,10064,5,4,-2670000,-7280000,10000,10000,0
1890,10064,5,5,2690000,-6835000,10000,10005,0
1891,30039,1,1,0,0,10000,10000,0
1892,30039,2,1,0,3740000,10000,10000,0
1893,30039,2,2,0,-5240000,10000,10000,0
1894,30039,3,1,0,5650000,10000,10000,0
1895,30039,3,2,0,-940000,10000,10000,0
1896,30039,3,3,40000,-6290000,10000,10000,0
1897,30039,4,1,-2730000,3825000,8475,8471,0
1898,30039,4,2,2660000,4240000,8690,8690,0
1899,30039,4,3,-2915000,-5055000,8248,8248,0
1900,30039,4,4,2515000,-4660000,8273,8273,0
1901,30039,5,1,-3020000,5280000,8664,8668,0
1902,30039,5,2,2255000,5095000,8498,8498,0
1903,30039,5,3,-140000,-345000,10000,10005,0
1904,30039,5,4,-2910000,-5655000,8527,8527,0
1905,30039,5,5,2690000,-5535000,8441,8444,0
1906,30040,1,1,360000,0,10000,10000,0
1907,30040,2,1,355000,2730000,10000,10000,0
1908,30040,2,2,360000,-6410000,10000,10000,0
1909,30040,3,1,500000,3340000,10000,10000,0
1910,30040,3,2,500000,-2150000,10000,10000,0
1911,30040,3,3,500000,-7420000,10000,10000,0
1912,30040,4,1,-280000,3435000,8821,8817,0
1913,30040,4,2,5300000,4060000,8690,8690,0
1914,30040,4,3,-260000,-5845000,8968,8968,0
1915,30040,4,4,5670000,-5290000,9142,9142,0
1916,30040,5,1,135000,3885000,9619,9623,0
1917,30040,5,2,5970000,3885000,9737,9737,0
1918,30040,5,3,340000,-1925000,10000,10005,0
1919,30040,5,4,510000,-7550000,10085,10085,0
1920,30040,5,5,6785000,-7420000,10129,10134,0
1921,30041,1,1,-330000,20000,10000,10000,0
1922,30041,2,1,-360000,2730000,10000,10000,0
1923,30041,2,2,-360000,-6410000,10000,10000,0
1924,30041,3,1,0,3970000,10000,10000,0
1925,30041,3,2,-200000,-1930000,10000,10000,0
1926,30041,3,3,-290000,-8070000,10000,10000,0
1927,30041,4,1,-4770000,3395000,8821,8817,0
1928,30041,4,2,265000,3395000,9149,9149,0
1929,30041,4,3,-4885000,-5700000,8968,8968,0
1930,30041,4,4,270000,-5290000,9142,9142,0
1931,30041,5,1,-5290000,3885000,9619,9623,0
1932,30041,5,2,130000,3765000,9737,9737,0
1933,30041,5,3,-310000,-2045000,10000,10005,0
1934,30041,5,4,-5290000,-7470000,10085,10085,0
1935,30041,5,5,130000,-7140000,10129,10134,0
1936,10065,1,1,0,0,10000,10000,0
1937,10065,2,1,10000,2300000,10000,10000,0
